Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Design,Heating,Front garden,Total number of floors,Age,New building,Renovation,Developer name,Project name,Kód jednotky,Administration fee,Investment Advisor
703566,"CZK 10,000",50.1353406,14.5094973,"Bohumínská, Prague - Letňany",Studio,41 m²,"CZK 3,000",Furnished,1.0,No,No,No,No,No,No,No,01. 02. 2022,83,698,254,510,233,176,256,512,155,253,Excellent,"CZK 13,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
703544,"CZK 19,000",50.08467,14.3721,"Pod Drinopolem, Prague - Břevnov",2 bedroom,65 m²,"CZK 2,000",Furnished,3.0,Yes,No,No,No,Yes,Yes,No,31. 01. 2022,243,579,310,393,239,203,231,258,508,391,Excellent,"CZK 19,000",Personal,Brick building,G,,,,,,,,,,,,
703564,"CZK 12,500",50.0404355,14.5687256,"Modenská, Prague - Horní Měcholupy",Studio,30 m²,"CZK 2,500",Furnished,12.0,Yes,No,Yes,Yes,Yes,Yes,No,01. 03. 2022,284,930,537,742,610,445,496,601,"1,296",405,New build,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
703565,"CZK 11,500",50.05894,14.4527,"Magistrů, Prague - Michle",Studio,30 m²,"CZK 3,000",Furnished,2.0,Yes,No,No,No,No,Yes,No,24. 01. 2022,227,724,358,306,137,950,151,421,496,246,New build,"CZK 14,500",Personal,Brick building,G,,,,,,,,,,,,
543101,"CZK 17,000",50.130119640622,14.49470390318,"Zakšínská, Prague - Střížkov",1 bedroom with open-plan kitchen,52 m²,"CZK 3,500",Partially furnished,2.0,Yes,No,No,No,No,No,No,01. 03. 2022,392,"1,016",268,990,627,527,516,441,"1,208",60,,"CZK 34,000",Personal,Brick building,B,Standard materials and solutions,District heating,,Middle floor,1 to 10 years years,Yes,,,,,,
602076,"CZK 9,500",50.074975,14.41715,"Václavská, Prague - Nové Město",Studio,17 m²,"CZK 2,000",Furnished,2.0,No,No,No,No,No,Yes,No,01. 02. 2022,206,205,78,167,108,180,117,461,855,306,Excellent,"CZK 11,500",Personal,Brick building,C,Standard materials and solutions,Gas boiler,,Middle floor,1 to 10 years years,,Interior,,,,,
703478,"CZK 17,500",50.10533,14.50202,Prague - Vysočany,1 bedroom with open-plan kitchen,62 m²,"CZK 5,000",Furnished,17.0,Yes,No,No,No,Yes,No,No,15. 03. 2022,430,815,371,484,356,768,498,612,692,308,New build,"CZK 15,000",Personal,Other,B,,,,,,,,,,,,
570798,"CZK 13,000",50.0562229,14.3687818,"U Waltrovky, Prague - Jinonice",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Furnished,,No,Yes,No,No,No,No,No,05. 02. 2022,100,388,245,491,339,594,319,"1,058",436,,Excellent,"CZK 15,000",Personal,Brick building,C,Standard materials and solutions,Central heating,,Ground floor,1 to 10 years years,,Overall,,,,,
703549,"CZK 20,000",50.0464,14.32166,"Kettnerova, Prague - Stodůlky",2 bedroom with open-plan kitchen,80 m²,"CZK 4,000",Partially furnished,4.0,No,No,Yes,Yes,No,Yes,No,24. 01. 2022,44,979,214,225,411,217,552,110,473,101,Excellent,"CZK 40,000",Personal,Prefab concrete building,G,Premium materials and solutions,District heating,,Middle floor,,,Interior,,,,,
627227,"CZK 11,950",50.076033,14.434163,"Anglická, Prague - Vinohrady",Studio,31 m²,"CZK 3,950",Furnished,2.0,No,Yes,No,No,Yes,Yes,No,06. 12. 2021,132,87,158,41,94,282,369,485,488,641,Excellent,"CZK 15,900",Personal,Brick building,G,Premium materials and solutions,Central heating,,Middle floor,1 to 10 years years,Yes,Overall,,,,,
703547,"CZK 19,000",50.10028,14.48845,"Novovysočanská, Prague - Vysočany",2 bedroom with open-plan kitchen,71 m²,CZK 850,Unfurnished,1.0,No,No,No,No,No,No,No,01. 02. 2022,73,"1,080",70,932,50,"1,223",152,145,465,184,Excellent,"CZK 38,000",Personal,Brick building,G,,,,,,,,,,,,
703538,"CZK 13,000",50.0762823,14.4923576,"Saratovská, Prague - Strašnice",2 bedroom,70 m²,CZK 800,Unfurnished,2.0,No,No,No,No,No,No,No,24. 01. 2022,165,17,142,288,51,366,343,445,806,269,Good,"CZK 26,000",Personal,Brick building,G,,,,,,,,,,,,
703536,"CZK 15,200",50.11716,14.49221,"Na Vyhlídce, Prague - Prosek",1 bedroom with open-plan kitchen,56 m²,"CZK 2,000",Partially furnished,2.0,No,No,Yes,No,No,No,No,01. 01. 1970,99,"1,039",567,615,240,576,182,79,842,167,New build,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
627249,"CZK 18,000",50.074737,14.424037,"Lípová, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 4,000",,3.0,No,No,No,No,No,No,No,01. 02. 2022,120,534,86,337,47,344,183,196,544,342,Excellent,"CZK 22,000",Personal,Other,E,,,,,,,,,,,,
703534,"CZK 13,600",50.10583,14.39269,"Nikoly Tesly, Prague - Dejvice",1 bedroom with open-plan kitchen,46 m²,CZK 850,Partially furnished,4.0,No,No,No,No,No,Yes,No,29. 01. 2022,230,"1,012",219,407,140,320,396,580,793,300,Good,"CZK 13,600",Personal,Brick building,G,,,,,,,,,,,,
703533,"CZK 12,825",50.1020189,14.4261163,"U Studánky, Prague - Bubeneč",Studio,23 m²,"CZK 4,275",Furnished,1.0,No,No,No,No,No,No,No,24. 02. 2022,275,429,25,276,159,275,174,64,403,,,,,,,,,,,,,,,,,,
295666,"CZK 25,000",50.0744824852,14.4432953153,"Moravská, Prague - Vinohrady",2 bedroom,78 m²,"CZK 1,400",Partially furnished,1.0,No,No,Yes,No,No,Yes,No,01. 03. 2022,160,35,113,541,94,396,214,276,514,268,Excellent,"CZK 40,000",Personal,Brick building,G,Standard materials and solutions,Gas boiler,,Middle floor,over 50 years years,,Overall,,,,,
703532,"CZK 13,000",50.08796,14.30556,"Ciolkovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,42 m²,CZK 1,Furnished,13.0,No,No,No,No,No,Yes,No,25. 01. 2022,262,505,484,471,483,528,488,"1,295",34,,Excellent,"CZK 12,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
703526,"CZK 14,500",50.0241,14.49608,"Nechvílova, Prague - Chodov",1 bedroom with open-plan kitchen,47 m²,"CZK 3,000",Partially furnished,4.0,No,No,No,No,No,Yes,No,01. 02. 2022,381,612,204,711,391,578,395,373,390,133,Excellent,"CZK 17,500",Personal,Prefab concrete building,G,,,,,,,,,,,,
456763,"CZK 19,000",50.0786,14.4237301,"Navrátilova, Prague - Nové Město",1 bedroom with open-plan kitchen,42 m²,"CZK 6,000",Unfurnished,2.0,No,No,No,No,No,No,No,01. 02. 2022,181,650,164,189,30,299,194,515,511,452,,"CZK 38,000",Personal,Brick building,,,,,,,,,,,,,
703512,"CZK 13,000",50.10545,14.52977,"Na Obrátce, Prague - Hloubětín",1 bedroom with open-plan kitchen,43 m²,"CZK 2,500",Partially furnished,3.0,No,No,No,No,No,No,No,24. 01. 2022,122,759,149,740,459,686,689,680,622,466,Excellent,"CZK 28,000",Personal,Brick building,G,,,,,,,,,,,,
620328,"CZK 21,000",50.08553055,14.410704804813,Prague - Staré Město,1 bedroom with open-plan kitchen,74 m²,"CZK 3,800",Furnished,3.0,Yes,No,No,No,No,Yes,No,01. 02. 2022,532,419,209,398,87,805,455,567,735,178,Excellent,"CZK 42,000",Personal,Brick building,G,Premium materials and solutions,Gas boiler,,Middle floor,,,Overall,,,,,
703510,"CZK 12,000",50.04375,14.49582,"Klapálkova, Prague - Chodov",Studio,30 m²,"CZK 3,000",Partially furnished,,No,No,No,No,No,No,No,01. 02. 2022,305,"1,007",332,"1,052",538,"1,308",505,"1,263",930,254,New build,"CZK 15,000",Personal,Other,B,Standard materials and solutions,Central heating,30 m²,Ground floor,1 to 10 years years,Yes,,,,,,
703508,"CZK 33,000",50.07423,14.44072,"Sázavská, Prague - Vinohrady",2 bedroom,100 m²,"CZK 3,400",Partially furnished,2.0,Yes,No,No,No,No,Yes,No,25. 01. 2022,164,172,115,409,97,498,44,465,609,471,Excellent,"CZK 33,000",Personal,Brick building,G,,,,,,,,,,,,
601637,"CZK 22,900",50.0897977,14.4323326,"Zlatnická, Prague - Nové Město",3 bedroom with open-plan kitchen,130 m²,"CZK 3,950",Partially furnished,4.0,Yes,No,No,No,No,Yes,No,01. 02. 2022,191,195,120,110,28,61,300,128,271,500,Excellent,"CZK 19,500",Personal,Brick building,C,Standard materials and solutions,Gas boiler,,Top floor,,,,,,,,
703504,"CZK 19,000",50.07111,14.40743,"Vrázova, Prague - Smíchov",2 bedroom,97 m²,"CZK 3,000",Unfurnished,5.0,No,Yes,No,No,No,Yes,No,01. 03. 2022,191,538,79,149,120,345,631,"1,071",998,484,Excellent,"CZK 19,000",Personal,Brick building,G,,,,,,,,,,,,
703503,"CZK 12,000",50.12617,14.42044,"Hnězdenská, Prague - Troja",Studio,47 m²,"CZK 3,000",Furnished,3.0,No,No,No,No,No,No,No,07. 02. 2022,206,279,292,349,143,293,800,990,"1,268",421,Excellent,"CZK 15,000",Personal,Brick building,C,,,,,,,,,,,,
406938,"CZK 14,000",50.0568155,14.3279016,"Za Mototechnou, Prague - Stodůlky",2 bedroom with open-plan kitchen,70 m²,"CZK 4,000",Partially furnished,2.0,No,No,No,Yes,No,No,No,,307,502,"1,494",815,"1,162","1,461","1,139",739,418,,Good,"CZK 16,000",Other,Other,G,,Other,,,10 to 30 years years,,,,,,,
126475,"CZK 13,900",50.07318,14.43887,"Varšavská, Prague - Vinohrady",1 bedroom,48 m²,"CZK 1,250",Furnished,3.0,No,No,No,No,No,No,No,,218,316,150,504,126,407,218,361,801,614,,"CZK 27,800",Personal,Brick building,,,,100 m²,,over 50 years years,,,,,,,
476246,"CZK 12,000",50.0763304,14.4690282,"Šrobárova, Prague - Vinohrady",Studio,23 m²,"CZK 1,500",Furnished,2.0,No,No,No,No,No,No,No,01. 02. 2022,325,675,245,406,122,458,158,785,144,296,Excellent,"CZK 12,000",Cooperative,Brick building,B,,District heating,,Middle floor,,,,,,,,
577130,"CZK 8,500",50.0217183,14.4147271,"Pod Lysinami, Prague - Hodkovičky",Studio,29 m²,"CZK 3,000",Unfurnished,4.0,No,No,No,No,No,Yes,No,03. 10. 2019,206,"1,277","1,230","1,388",442,"1,444",136,,,,Excellent,"CZK 20,000",Personal,Prefab concrete building,A,Standard materials and solutions,Central heating,,Middle floor,10 to 30 years years,,Interior,,,,,
633374,"CZK 9,000",50.126922,14.464589,"Kyselova, Prague - Kobylisy",Small studio,24 m²,"CZK 2,500",Partially furnished,1.0,No,No,No,No,No,Yes,No,06. 02. 2022,269,510,258,278,243,472,163,205,823,210,Excellent,"CZK 12,000",Personal,Prefab concrete building,D,,,,,,,,,,,,
652889,"CZK 18,000",50.06268,14.442082,"Táborská, Prague - Nusle",1 bedroom with open-plan kitchen,53 m²,"CZK 4,400",Furnished,2.0,Yes,No,No,No,No,No,No,01. 02. 2022,0,488,0,188,158,79,221,639,420,359,Excellent,"CZK 18,000",Personal,Brick building,D,,,,,,,,,,,,
703487,"CZK 8,000",50.09941,14.42315,"Jirečkova, Prague - Holešovice",1 bedroom,37 m²,CZK 500,Partially furnished,-1.0,No,No,No,No,No,No,No,25. 01. 2022,176,183,192,138,76,172,313,516,412,,Excellent,"CZK 8,000",Personal,Brick building,G,,,,,,,,,,,,
641544,"CZK 13,000",50.104841,14.488342,"Kurta Konráda, Prague - Libeň",Studio,42 m²,"CZK 2,000",Furnished,4.0,No,No,Yes,No,No,Yes,No,01. 03. 2022,195,105,145,78,192,251,362,575,206,16,New build,,Personal,Brick building,B,,District heating,,,,,,,,,,
320443,"CZK 11,500",50.0686216,14.4010469,"Ostrovského, Prague - Smíchov",1 bedroom,57 m²,CZK 420,Unfurnished,1.0,No,No,No,No,No,No,No,27. 01. 2022,27,143,131,267,20,45,347,591,853,149,,"CZK 23,000",Personal,Brick building,,,,,,,,,,,,,
703481,"CZK 27,200",50.07345,14.43326,"Bělehradská, Prague - Vinohrady",2 bedroom with open-plan kitchen,107 m²,CZK 920,Unfurnished,3.0,No,No,No,No,No,Yes,No,28. 02. 2022,51,343,14,58,5,131,164,263,682,770,Excellent,"CZK 27,200",Personal,Brick building,G,,,,,,,,,,,,
600859,"CZK 13,200",50.085925,14.433585,"Senovážné Náměstí, Prague - Nové Město",Studio,35 m²,"CZK 2,800",Furnished,5.0,No,No,No,No,No,Yes,No,01. 02. 2022,118,219,208,214,90,77,323,693,479,175,Good,"CZK 15,000",Personal,Brick building,A,Standard materials and solutions,Central heating,,,1 to 10 years years,,Interior,,,,,
452087,"CZK 13,000",50.0485532,14.5241392,Prague - Hostivař,1 bedroom with open-plan kitchen,40 m²,"CZK 3,000",Partially furnished,2.0,Yes,No,No,No,No,Yes,No,Ihned,253,"1,054",508,"1,017",56,739,454,449,635,314,Good,"CZK 20,000",Personal,Prefab concrete building,,,Central heating,,,,,,,,,,
703477,"CZK 12,500",50.06876,14.45754,"Moskevská, Prague - Vršovice",1 bedroom with open-plan kitchen,38 m²,CZK 775,Partially furnished,2.0,No,No,No,No,No,No,No,01. 03. 2022,133,355,12,18,43,130,213,366,429,233,Excellent,"CZK 25,000",Personal,Brick building,G,,,,,,,,,,,,
703476,"CZK 26,300",50.08291,14.37907,"Nad Závěrkou, Prague - Břevnov",3 bedroom with open-plan kitchen,78 m²,"CZK 3,314",Furnished,4.0,Yes,No,Yes,No,No,No,No,24. 01. 2022,342,951,339,847,169,652,572,549,350,232,Excellent,"CZK 40,000",Personal,Brick building,G,,,,,,,,,,,,
650830,"CZK 10,000",50.139787,14.548685,"Herlíkovická, Prague - Kbely",Studio,32 m²,"CZK 2,000",Partially furnished,1.0,No,Yes,No,No,No,Yes,Yes,15. 02. 2021,184,982,854,835,"1,190","1,065",793,"1,153",224,,Excellent,"CZK 20,000",Personal,Brick building,G,Standard materials and solutions,Central heating,32 m²,Ground floor,10 to 30 years years,,,,,,,
703473,"CZK 11,500",50.12212,14.45149,"Trojská, Prague - Kobylisy",1 bedroom with open-plan kitchen,40 m²,"CZK 2,000",Unfurnished,3.0,No,No,No,No,No,No,No,27. 01. 2022,93,765,2,323,69,51,497,701,"1,111",388,Excellent,"CZK 15,000",Personal,Brick building,C,,,,,,,,,,,,
703471,"CZK 15,000",50.0848,14.36507,"Slavníkova, Prague - Břevnov",1 bedroom with open-plan kitchen,54 m²,"CZK 3,000",Partially furnished,,No,No,No,No,No,Yes,No,01. 02. 2022,65,105,143,191,128,99,182,534,160,342,Excellent,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
370515,"CZK 23,000",50.0379571,14.4178782,"Mezivrší, Prague - Braník",2 bedroom with open-plan kitchen,140 m²,"CZK 5,000",Furnished,1.0,No,Yes,No,No,No,No,No,15. 02. 2022,556,607,452,427,552,379,289,617,,,,,Personal,Brick building,B,,,,,,,,,,,,
622317,"CZK 11,000",50.093192,14.448883,"Sokolovská, Prague - Karlín",Studio,60 m²,"CZK 3,210",,5.0,No,No,No,No,No,No,No,15. 02. 2022,130,73,174,192,10,293,415,"1,390",449,120,Good,"CZK 22,000",Cooperative,Brick building,C,,Gas boiler,,Top floor,,,,,,,,
422240,"CZK 12,500",50.0563801,14.3269444,"Za Mototechnou, Prague - Stodůlky",1 bedroom with open-plan kitchen,69 m²,"CZK 4,000",Partially furnished,3.0,Yes,No,Yes,No,No,No,No,,140,"1,482",433,"1,447",604,"1,116","1,415","1,042",643,516,Good,"CZK 14,500",Other,Brick building,G,Standard materials and solutions,District heating,,Top floor,10 to 30 years years,,Exterior,,,,,
680251,"CZK 13,990",50.0851483,14.4512417,Prague - Žižkov,1 bedroom,34 m²,CZK 870,Partially furnished,3.0,Yes,No,No,No,No,No,No,01. 04. 2022,173,144,56,115,75,165,167,383,199,457,Excellent,"CZK 20,000",Personal,Other,C,Standard materials and solutions,Central heating,,Middle floor,1 to 10 years years,,Overall,,,,,
699409,"CZK 14,000",50.04736,14.43043,"Kaplická, Prague - Podolí",Studio,40 m²,"CZK 2,500",Unfurnished,7.0,Yes,No,Yes,Yes,Yes,Yes,No,14. 01. 2022,386,"1,099",182,806,339,879,225,329,749,322,Good,"CZK 16,500",Cooperative,Prefab concrete building,D,,,,,,,,,,,,
223862,"CZK 10,990",50.0586145,14.2829816,"Tulešická, Prague - Zličín",Studio,27 m²,"CZK 2,500",Partially furnished,1.0,No,Yes,No,No,No,Yes,No,24. 01. 2022,344,843,834,763,800,888,234,"1,110",109,,New build,"CZK 16,000",Personal,Brick building,,,District heating,25 m²,Ground floor,1 to 10 years years,,,,,,,
680723,"CZK 11,000",50.0573,14.4858,"Na Vinobraní, Prague - Záběhlice",1 bedroom with open-plan kitchen,40 m²,"CZK 3,000",Partially furnished,2.0,No,No,No,No,No,No,No,22. 08. 2021,621,"1,367",602,833,801,864,"1,356",632,840,,Good,"CZK 14,000",Personal,Brick building,G,,Other,,Attic,,,,,,,,
667885,"CZK 19,900",50.08440405,14.48399645,"Zvěřinova, Prague - Strašnice",1 bedroom with open-plan kitchen,66 m²,"CZK 3,625",Furnished,8.0,Yes,No,No,No,Yes,Yes,Yes,11. 06. 2021,183,"1,400",677,"1,218",625,839,"1,099",273,610,280,New build,"CZK 23,500",Personal,Other,B,Premium materials and solutions,Central heating,,Middle floor,1 to 10 years years,,,,,,,
697507,"CZK 19,000",50.0886,14.34208,"Pláničkova, Prague - Veleslavín",1 bedroom with open-plan kitchen,59 m²,"CZK 4,300",Partially furnished,3.0,No,Yes,No,No,Yes,Yes,Yes,01. 02. 2022,209,553,208,189,154,225,399,287,851,218,Excellent,"CZK 40,000",Personal,Brick building,G,Premium materials and solutions,District heating,,Middle floor,10 to 30 years years,,,,,,,
693213,"CZK 16,000",50.09892,14.37099,"Evropská, Prague - Dejvice",2 bedroom with open-plan kitchen,72 m²,"CZK 6,690",Partially furnished,2.0,No,No,No,No,No,No,No,04. 02. 2022,117,834,274,542,177,5,965,668,748,204,Good,"CZK 41,380",Personal,Brick building,G,Standard materials and solutions,Other,,Top floor,,,,,,,,
703807,"CZK 10,500",50.05439,14.44174,"Nad Jezerkou, Prague - Nusle",1 bedroom with open-plan kitchen,43 m²,"CZK 3,600",Unfurnished,,No,No,No,No,No,No,No,01. 02. 2022,66,978,175,413,17,609,314,288,"1,007",262,Good,"CZK 14,100",Personal,Brick building,D,,,,,,,,,,,,
703808,"CZK 46,313",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,60 m²,"CZK 15,437",Furnished,4.0,No,No,No,No,No,Yes,No,27. 03. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,,
703802,"CZK 10,500",50.11506,14.56703,"Sicherova, Prague - Kyje",Studio,35 m²,"CZK 2,300",Partially furnished,3.0,Yes,No,No,No,No,Yes,No,25. 01. 2022,419,"1,059",834,"1,428","1,337",846,,,,,New build,"CZK 10,500",Personal,Low-energy building,B,,,,,,,,,,,,
703799,"CZK 18,500",50.05919,14.2832,"Milotická, Prague - Zličín",2 bedroom,60 m²,"CZK 4,000",Partially furnished,2.0,Yes,No,Yes,No,Yes,Yes,No,25. 01. 2022,433,756,923,853,710,977,320,"1,022",116,,New build,"CZK 37,000",Personal,Brick building,G,,,,,,Yes,,,,,,
703797,"CZK 15,000",50.10727,14.50628,"Za Lidovým domem, Prague - Vysočany",2 bedroom with open-plan kitchen,85 m²,"CZK 4,000",Furnished,1.0,No,Yes,No,No,No,Yes,Yes,01. 02. 2022,440,729,431,523,392,688,476,10,804,438,Excellent,"CZK 15,000",Personal,Brick building,C,Standard materials and solutions,,32 m²,,10 to 30 years years,,,,,,,
496946,"CZK 15,000",50.0218224,14.4407186,"Písnická, Prague - Kamýk",2 bedroom,66 m²,"CZK 5,000",Unfurnished,4.0,No,No,Yes,Yes,No,Yes,No,,128,674,164,648,722,549,409,412,800,282,Excellent,"CZK 20,000",Personal,Prefab concrete building,,Standard materials and solutions,District heating,,Middle floor,,,Interior,,,,,
703793,"CZK 25,000",50.0556,14.4954,"Hyacintová, Prague - Záběhlice",4 bedroom,110 m²,"CZK 6,000",Furnished,6.0,Yes,No,Yes,No,No,Yes,Yes,01. 02. 2022,169,716,288,"1,128",62,189,148,629,204,341,Excellent,"CZK 35,000",Personal,Brick building,G,,,,,,,,,,,,
648799,"CZK 13,800",50.07254,14.394542,"Plzeňská, Prague - Smíchov",1 bedroom,34 m²,CZK 700,Partially furnished,2.0,No,Yes,No,No,No,No,No,01. 02. 2022,105,794,91,485,89,614,235,"1,060",830,357,Excellent,"CZK 18,000",Personal,Brick building,C,,Electric boiler,,,1 to 10 years years,,Overall,,,,,
379118,"CZK 12,100",49.999400230001,14.410353649738,"Benáčanova, Prague - Modřany",Studio,35 m²,"CZK 2,400",Partially furnished,3.0,Yes,No,Yes,No,No,Yes,No,,61,"1,008",908,"1,103",275,756,893,758,461,221,New build,,Personal,Brick building,,,District heating,,,1 to 10 years years,Yes,,,,,,
569427,"CZK 17,000",50.0862158,14.4443522,"Řehořova, Prague - Žižkov",Studio,34 m²,"CZK 3,000",Furnished,5.0,No,No,No,No,No,Yes,No,01. 02. 2022,411,641,400,515,317,608,376,415,469,841,,"CZK 17,000",Personal,Brick building,,,Electric boiler,,Top floor,1 to 10 years years,,Overall,,,,,
703788,"CZK 12,941",50.0215761,14.4894951,"Jana Růžičky, Prague - Kunratice",1 bedroom with open-plan kitchen,45 m²,"CZK 3,136",,1.0,No,No,No,No,No,No,No,24. 01. 2022,111,891,165,984,391,184,210,194,471,92,Good,"CZK 16,077",Personal,Other,,,,,,,,,,,,"CZK 1,941",
703786,"CZK 11,500",50.1057629,14.4769956,"Ronkova, Prague - Libeň",Studio,24 m²,"CZK 1,154",,1.0,No,No,No,No,No,No,No,01. 02. 2022,133,408,192,430,4,361,445,217,434,64,Good,"CZK 10,933",Personal,Other,,,,,,,,,,,,"CZK 1,467",
703783,"CZK 18,000",50.0298,14.48466,"Hrabákova, Prague - Chodov",2 bedroom with open-plan kitchen,72 m²,"CZK 4,500",Partially furnished,5.0,No,No,Yes,Yes,No,Yes,No,20. 02. 2022,285,465,21,628,245,358,293,666,446,125,Excellent,"CZK 30,000",Cooperative,Prefab concrete building,B,,,,,,,,,,,,
607626,"CZK 35,000",50.10628,14.46818,"Smrčkova, Prague - Libeň",1 bedroom with open-plan kitchen,76 m²,"CZK 4,500",Partially furnished,,No,Yes,Yes,No,Yes,Yes,Yes,01. 04. 2022,608,"1,396",719,810,364,731,571,"1,222",253,367,New build,"CZK 39,500",Personal,Brick building,B,Premium materials and solutions,,,Ground floor,1 to 10 years years,Yes,,,,,,
703776,"CZK 9,000",50.0384812,14.5624117,"Rezlerova, Prague - Petrovice",2 bedroom with open-plan kitchen,67 m²,"CZK 3,000",Furnished,5.0,No,No,No,No,No,Yes,No,27. 01. 2022,224,428,391,353,407,414,360,454,764,51,,,,,,,,,,,,,,,,,
703772,"CZK 11,000",49.9670426,14.383874,"Tunelářů, Prague - Zbraslav",2 bedroom with open-plan kitchen,68 m²,"CZK 7,000",Partially furnished,2.0,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,200,"1,354",196,129,273,606,468,116,,,Good,"CZK 20,000",Cooperative,Prefab concrete building,B,,,,,,,,,,,,
703771,"CZK 13,000",50.0716753,14.3708825,"Nad Buďánkami ​Ⅰ, Prague - Smíchov",1 bedroom with open-plan kitchen,40 m²,CZK 450,Furnished,1.0,No,No,Yes,No,No,No,No,01. 03. 2022,338,546,315,699,567,594,792,"1,073",511,502,Excellent,"CZK 13,000",Personal,Brick building,D,Standard materials and solutions,Gas boiler,,Middle floor,,,Overall,,,,,
703767,"CZK 14,000",50.03565,14.33923,"Janského, Prague - Stodůlky",1 bedroom with open-plan kitchen,45 m²,"CZK 3,750",Furnished,3.0,No,No,Yes,No,No,Yes,No,01. 02. 2022,265,291,238,"1,144",374,251,69,167,383,170,Excellent,"CZK 28,000",Personal,Prefab concrete building,G,,District heating,,,,,Overall,,,,,
624657,"CZK 36,000",50.094842,14.464376,"Molákova, Prague - Karlín",4 bedroom with open-plan kitchen,110 m²,"CZK 6,000",Furnished,5.0,No,No,Yes,No,No,Yes,No,25. 01. 2022,348,"1,409",373,"1,019",285,882,160,698,932,329,Excellent,"CZK 30,000",Personal,Prefab concrete building,G,Premium materials and solutions,District heating,,,,,Overall,,,,,
703624,"CZK 13,000",50.1266889,14.505251,"Kytlická, Prague - Prosek",1 bedroom with open-plan kitchen,60 m²,"CZK 3,000",Partially furnished,1.0,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,305,926,187,955,395,"1,070",179,601,"1,439",228,Excellent,"CZK 16,000",Personal,Brick building,A,,,,,,,,,,,,
703761,"CZK 12,500",50.03556,14.41117,"Zelinářská, Prague - Braník",1 bedroom with open-plan kitchen,44 m²,CZK 800,Partially furnished,2.0,No,No,No,No,No,No,No,01. 02. 2022,178,359,220,154,278,389,196,"1,176",207,,Excellent,"CZK 12,000",Personal,Brick building,G,,,,,,,,,,,,
703754,"CZK 11,500",50.01114,14.45032,"Smotlachova, Prague - Kamýk",1 bedroom with open-plan kitchen,49 m²,"CZK 3,000",Partially furnished,6.0,No,No,No,No,No,Yes,No,25. 01. 2022,386,"1,062",433,528,"1,113",702,917,568,132,,Excellent,"CZK 14,500",Personal,Prefab concrete building,D,,,,,,,,,,,,
681224,"CZK 9,000",50.07048,14.39916,"Mrázovka, Prague - Smíchov",Small studio,18 m²,"CZK 2,000",Furnished,-1.0,No,No,No,No,No,No,No,01. 09. 2021,329,258,251,246,225,307,73,726,713,232,Excellent,"CZK 9,000",Other,Brick building,G,,,,,,,,,,,,
703747,"CZK 18,900",50.10102,14.42628,"Veletržní, Prague - Bubeneč",2 bedroom with open-plan kitchen,73 m²,"CZK 2,000",Partially furnished,3.0,No,No,No,No,No,Yes,No,01. 02. 2022,251,309,119,188,72,50,302,115,497,,Excellent,"CZK 18,900",Personal,Brick building,G,,,,,,,,,,,,
703740,"CZK 12,000",50.06017,14.42715,"Mikuláše z Husi, Prague - Nusle",Studio,29 m²,CZK 500,Partially furnished,2.0,No,No,No,No,No,No,No,27. 01. 2022,9,649,93,298,53,393,470,139,99,309,Good,"CZK 12,000",Personal,Brick building,D,,,,,,,,,,,,
703739,"CZK 18,500",50.05954,14.42121,"Pod Vyšehradem, Prague - Podolí",3 bedroom,105 m²,"CZK 7,500",Partially furnished,5.0,No,No,Yes,No,No,No,No,01. 02. 2022,74,128,68,161,122,75,280,570,513,170,Excellent,"CZK 10,000",Personal,Brick building,G,,,,,,,,,,,,
689177,"CZK 19,000",50.07306,14.43085,"Tyršova, Prague - Nové Město",1 bedroom with open-plan kitchen,34 m²,"CZK 3,600",Furnished,4.0,No,No,No,No,No,Yes,No,01. 03. 2022,183,529,119,213,30,197,368,453,637,687,Excellent,"CZK 38,000",Personal,Brick building,G,,,,,,,,,,,,
698920,"CZK 15,000",50.04736,14.30975,"Vlachova, Prague - Stodůlky",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",Furnished,2.0,No,No,Yes,Yes,No,Yes,No,11. 01. 2022,345,300,195,"1,153",105,612,523,166,278,26,Excellent,,Cooperative,Prefab concrete building,G,,,,,,,,,,,,
