Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,EPC,Heating,Floor space,Fully furnished,Floor,Building type,Age,Designe,New-build,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Condition,Balcony,Parking,Garage,Cellar,Lift,Terrace,Terasa 14 m²,Lodžie 5 m²,Balkón 3 m²,Sklep 3 m²,Administrative fee,Lodžie 2 m²,Terasa 18 m²,Balkón 2 m²,Sklep 2 m²,Reconstruction,Balkón 14 m²,Balkón 19 m²,Sklep 4 m²,Terasa 19 m²,Lodžie 19 m²,Balkón 6 m²,Terasa 3 m²,Sklep 1 m²,Balkón 5 m²,Domácí mazlíčci vítáni,Lodžie 3 m²,Balkón 8 m²,Balkón 11 m²,Balkón 15 m²,Terasa 5 m²,Sklep 5 m²,Lodžie 6 m²,Balkón 10 m²,Balkón 16 m²,Terasa 37 m²,Lodžie 7 m²,Terasa 53 m²,Terasa 25 m²,Lodžie 4 m²,Sklep 6 m²,Balkón 4 m²,Sklep 1.5 m²,Lodžie 3.5 m²,Terasa 21 m²,Balkón 2.5 m²,Terasa 20 m²,Lodžie 8 m²,Terasa 16 m²,Balkón 7 m²,Balkón 1 m²,Sklep 25 m²,Balkón 12 m²,Balkón 1.5 m²,Terasa 30 m²,Balkón 40 m²,Terasa 50 m²,Balkón 4.21 m²,Sklep 36 m²,Sklep 7 m²,Terasa 8 m²,Sklep 6.1 m²,Terasa 40 m²,Terasa 15 m²,Enclosed balcony,Terasa 36 m²,Terasa 100 m²,Balkón 0 m²,Sklep 10 m²,Lodžie 10 m²,Terasa 60 m²,Terasa 7 m²,Balkón 72 m²,Lodžie 11 m²,Terasa 49 m²,Terasa 28 m²,Balkón 3.7 m²,Lodžie 16 m²,Lodžie 9 m²,Balkón 9 m²,Terasa 12 m²,Terasa 22 m²,Terasa 6 m²,Sklep 8 m²,Terasa 29 m²,Terasa 3.1 m²,Terasa 35 m²,Sklep 2.8 m²,Balkón 90 m²,Sklep 2.5 m²,Lodžie 8.2 m²,Terasa 11 m²,Terasa 34 m²,Balkón 50 m²,Lodžie 12 m²,Sklep 20 m²,Terasa 9 m²,Balkón 13 m²,Balkón 2.3 m²,Sklep 2.9 m²,Balkón 60 m²,Sklep 10.1 m²,Plot type,Sklep 12 m²,Balkón 20 m²,Terasa 80 m²,Sklep 9 m²,Terasa 13 m²,Lodžie 4.5 m²,Plot space,Terasa 10 m²,Balkón 3.5 m²,Terasa 9.8 m²,Terasa 78 m²,Terasa 2 m²,Lodžie 15 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 29 m²,Terasa 70 m²,Terasa 300 m²,Balkón 2.6 m²,Lodžie 6.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 200 m²,Sklep 6.4 m²
"CZK 20,000","CZK 6,000","CZK 52,000",752513,2+kk,12/1/2022,,B,,64 m²,Partly,2,Brick,,,1.0,86.6,1928.37,1030.88,1769.09,661.13,1117.2,899.61,1531.48,1845.97,172.27,"Ke Smrčině, Prague - Újezd u Průhonic",50.01818,14.52508,New-build,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 6,000","CZK 50,000",537811,2+kk,6/27/2021,Personal,B,Central,90 m²,Fully furnished,20,Brick,Up to 10 years,Luxurious,1.0,114.68,339.72,77.5,121.59,18.4,170.42,187.47,299.42,1200.1,251.76,Prague - Stodůlky,50.0508463,14.3451307,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,900","CZK 1,800","CZK 31,800",751355,Studio,11/16/2022,,A,,45 m²,Partly,2,Low-energy,,,,89.15,518.25,383.72,2408.38,371.36,1780.34,1658.19,1831.04,247.61,785.54,Prague - Dolní Měcholupy,50.05573,14.56142,Very good,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 4,500","CZK 45,000",752470,2+kk,12/1/2022,,G,,70 m²,Partly,4,Other,,,,206.43,397.17,9.51,25.92,57.0,202,96.25,698.76,324.87,169.76,"Dejvická, Prague - Dejvice",50.09791,14.40069,Very good,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,400","CZK 3,000","CZK 16,400",654861,Studio,12/1/2022,Personal,C,,29 m²,Unfurnished,2,Brick,,,,214.4,414.54,872.75,993.5,524.73,530.72,819.96,785.89,421.65,356.56,Prague - Letňany,50.14026,14.51767,New-build,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,000","CZK 15,000",437224,2+kk,11/3/2022,Personal,,,57 m²,Unfurnished,3,Brick,,,,172.67,998.71,126.41,690.71,28.14,318.89,232.74,412.57,286.2,338.47,"Šlikova, Prague - Břevnov",50.0835467,14.3762453,,,,,,,,,,,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 6,000","CZK 70,000",748803,2+kk,11/21/2022,,G,,52 m²,Fully furnished,3,Brick,,,1.0,72.23,197.7,63.89,25.76,89.02,131.27,241.95,432.64,885.12,24.15,"Počernická, Prague - Malešice",50.0812,14.50015,New-build,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,000","CZK 20,000",742205,2 bedroom,11/10/2022,,G,,58 m²,Partly,,Brick,,,,259.94,538.44,161.76,304.85,129.1,299.19,238.28,217.05,306.26,190.66,Prague - Holešovice,50.09812,14.42818,Very good,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 5,100","CZK 30,000",433076,2+kk,11/22/2022,Personal,C,Gas boiler,55 m²,Unfurnished,3,Brick,10 to 30 years,Standard,,185.6,307.38,64.96,554.2,277.63,279.72,148.63,266.76,382.78,193.11,Prague - Žižkov,50.0862258,14.4593371,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,100","CZK 25,000",476963,2+kk,,Personal,C,,44 m²,Unfurnished,3,Brick,10 to 30 years,Standard,,185.6,307.38,64.96,554.2,277.63,279.72,148.63,266.76,382.78,193.11,"Jeseniova, Prague - Žižkov",50.0862258,14.4593371,Very good,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,500","CZK 30,000",751315,2+kk,11/16/2022,,G,,52 m²,Partly,,Other,,,,147.02,1211.38,300.67,1219.73,719.46,1164.2,736.4,1239.59,882.17,133.72,"Václava Trojana, Prague - Uhříněves",50.03276,14.61077,Very good,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,300","CZK 16,300",691989,1 bedroom,12/1/2022,Personal,G,Central,43 m²,Fully furnished,7,Prefab concrete,,,,233.65,769.91,263.73,1566.66,312.42,940.12,621.17,1176.29,369.48,235.85,"Hurbanova, Prague - Krč",50.02422,14.45265,Very good,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 18,000",393168,2 bedroom,10/4/2022,Personal,,,45 m²,Partly,2,Prefab concrete,,,,85.06,266.3,154.3,180.47,167.48,214.87,354.99,340.47,658.37,226.49,"Lamačova, Prague - Hlubočepy",50.0351859,14.378908,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 25,000",752389,2+kk,1/1/2023,,G,,60 m²,Partly,5,Brick,,,,41.22,1164.04,268.07,662.92,280.92,817.18,399.63,374.22,799.51,118.47,"V Zálomu, Prague - Nusle",50.0572,14.44266,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,500","CZK 20,000",544012,2+kk,1/1/2023,Personal,B,,56 m²,Partly,1,Brick,Up to 10 years,Standard,,148.61,1124.4,1000.98,1237.83,372.21,852.93,990.36,853.33,427.79,40.86,"Fikerova, Prague - Modřany",49.99857965535,14.410465373016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,000","CZK 30,000",748589,2 bedroom,12/15/2022,,G,,86 m²,Partly,2,Brick,,,,16.43,606.69,71.58,524.48,44.69,199.51,428.7,265.75,484.29,352.0,"Slavíkova, Prague - Žižkov",50.08107,14.44597,Very good,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 2,000","CZK 26,000",752095,3+kk,11/19/2022,,G,,75 m²,Fully furnished,1,Brick,,,1.0,213.21,553.26,890.77,2341.66,266.94,1310.17,1270.73,1649.32,1422.53,443.88,Prague - Libuš,50.01392,14.46029,New-build,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,500","CZK 25,000",471218,3+1,11/30/2022,Personal,,Electric boiler,104 m²,Partly,,Brick,,,,286.86,797.48,184.12,771.03,202.93,361.53,655.9,743.69,543.15,259.04,"U Hranic, Prague - Strašnice",50.0697354,14.4846156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,900",CZK 850,"CZK 50,000",749149,2 bedroom,12/1/2022,Personal,F,,70 m²,Partly,2,Brick,,Luxurious,,86.13,247.93,127.39,383.58,45.62,296.87,239.08,337.23,241.58,302.49,"Roháčova, Prague - Žižkov",50.08662,14.45313,Very good,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,000","CZK 20,000",667389,2+kk,12/1/2022,Personal,F,Distance,42 m²,Partly,11,Prefab concrete,,,,145.26,324.31,239.82,616.48,181.69,146.24,278.73,354.55,534.77,298.2,"Podjavorinské, Prague - Chodov",50.03196,14.5216,Very good,,,,,1.0,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000","CZK 54,000",751279,2 bedroom,11/16/2022,,G,,62 m²,Fully furnished,4,Brick,,,,105.06,63.47,139.49,652.77,96.11,56.33,170.13,230.37,391.12,238.96,"Litevská, Prague - Vršovice",50.07154,14.47738,Very good,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000",CZK 814,"CZK 54,000",752378,3+1,11/21/2022,,G,,109 m²,Unfurnished,3,Brick,,,,37.31,443.27,98.87,299.27,82.35,200.08,158.68,84.16,603.2,85.7,"Chorvatská, Prague - Vinohrady",50.07482,14.45461,Very good,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 4,100","CZK 29,000",199009,2+kk,12/1/2022,Personal,,Central,35 m²,Unfurnished,2,Brick,Up to 10 years,,,306.98,1535.44,966.49,2336.76,453.93,1527.16,878.73,1071.94,1227.25,1279.52,Prague - Hlubočepy,50.0393584739,14.4046591207,,,,,,,,,,,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,990","CZK 4,045","CZK 31,035",752371,3+kk,11/29/2022,Personal,D,,65 m²,Partly,4,Brick,,,,189.98,725.91,249.81,1108.15,186.54,192.87,802.47,608.63,935.83,615.03,"Na Neklance, Prague - Smíchov",50.06117694444,14.4028575,Very good,,1.0,,1.0,1.0,,,,,,"CZK 31,035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000",CZK 0,524374,2+kk,11/30/2022,Personal,,Central,60 m²,Fully furnished,3,Brick,,,,243.2,1045.68,420.92,402.29,343.22,869.46,807.11,190.63,1167.33,436.4,"Velvarská, Prague - Dejvice",50.0992603,14.3830536,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,500","CZK 32,000",166213,2 bedroom,9/25/2022,Personal,C,Gas boiler,72 m²,Fully furnished,3,Brick,Up to 10 years,Standard,,43.02,651.84,58.12,105.85,62.56,114.65,182.82,529.84,274.61,537.47,"Spálená, Prague - Nové Město",50.0808055,14.4197518,Very good,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900",CZK 600,"CZK 19,000",563385,2 bedroom,11/11/2022,Personal,,,51 m²,Partly,,Other,,,,276.73,385.31,178.2,834.99,204.62,510.82,245.42,267.17,438.27,224.8,Prague - Vinohrady,50.073377,14.4447141,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 5,300","CZK 50,400",750750,2+kk,11/13/2022,,C,,56 m²,Fully furnished,1,Other,,,1.0,352.82,973.34,70.81,1002.69,348.33,1095.8,132.0,498.82,1391.93,180.28,"Kytlická, Prague - Prosek",50.1264,14.50574,Very good,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 36,000",749098,2 bedroom,12/1/2022,Personal,,Central,50 m²,Partly,2,Prefab concrete,,Standard,,258.54,207.35,173.31,274.42,148.49,185.17,137.32,274.66,379.88,185.46,"K Lučinám, Prague - Žižkov",50.09329,14.49,Good,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 1,389","CZK 35,000",749375,3+kk,12/1/2022,,C,,55 m²,Fully furnished,9,Prefab concrete,,,,218.05,1025.53,204.41,969.92,396.61,243.84,299.37,628.64,1066.0,69.61,"Bohúňova, Prague - Chodov",50.02477,14.5224,Good,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,500","CZK 30,000",752335,Studio,11/21/2022,Personal,G,Electric boiler,33 m²,Unfurnished,-1,Brick,,,,166.55,917.36,306.23,553.7,145.12,501.07,445.21,319.17,678.7,302.66,"Spolupráce, Prague - Nusle",50.05494,14.44066,Very good,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 44,000",748378,2+kk,11/1/2022,Personal,G,Central,50 m²,Partly,1,Brick,,,,1478.51,2152.1,1779.95,2050.57,1884.71,2089.31,1389.09,1749.38,2849.26,1483.91,"Václava Trojana, Prague - Uhříněves",50.0333159,14.61043165,Very good,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,000","CZK 22,000",484979,2 bedroom,12/1/2022,Personal,C,Other,50 m²,Fully furnished,5,Brick,Up to 10 years,Luxurious,,108.43,641.26,166.34,1120.15,66.25,623.42,547.97,494.22,356.53,212.83,Prague - Střešovice,50.085944,14.3822687,Very good,,,,,1.0,,,,,1.0,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000",CZK 0,"CZK 30,000",558297,2+kk,11/21/2022,Personal,,Electric boiler,50 m²,Unfurnished,3,Brick,,,,8.08,700.59,121.65,705.62,4.79,584.01,354.44,629.83,685.98,405.53,"Michelská, Prague - Michle",50.0515957,14.4576492,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,000","CZK 6,000","CZK 40,000",488680,4+kk,11/15/2022,Personal,C,Distance,136 m²,Fully furnished,2,Brick,10 to 30 years,Luxurious,,188.73,438.1,273.33,373.28,308.21,223.59,392.29,631.43,918.85,357.61,"Volutová, Prague - Stodůlky",50.0501333,14.3370523,Very good,,1.0,1.0,,1.0,1.0,,,,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 40,000","CZK 10,000","CZK 40,000",732699,2+kk,9/6/2022,,E,,53 m²,Fully furnished,1,Brick,,,1.0,3.57,190.08,21.88,46.72,0.16,49.7,126.81,307.26,210.27,260.67,Prague - Staré Město,50.09081,14.42708,New-build,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 4,700","CZK 40,000",697245,2+kk,12/15/2022,Personal,G,Electric boiler,54 m²,Fully furnished,1,Brick,,,,94.71,1149.03,526.81,1108.88,799.46,1075.87,1079.13,1110.68,1000.78,341.73,"Granitova, Prague - Hloubětín",50.10797,14.52751,New-build,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,400","CZK 3,500","CZK 23,900",641458,2 bedroom,11/17/2022,Personal,C,Central,59 m²,Partly,,Brick,,,,26.99,141.39,125.49,268.05,17.35,43.31,347.87,588.84,747.19,145.81,"Ostrovského, Prague - Smíchov",50.068618,14.401038,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 5,000","CZK 60,000",752318,4+kk,1/1/2023,,B,,88 m²,Unfurnished,4,Brick,,,,788.49,1496.01,1446.83,1705.51,320.08,1391.84,1531.97,1359.97,512.65,429.05,"Kadečkové, Prague - Letňany",50.14243,14.52565,New-build,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,500","CZK 12,000",752213,1 bedroom,11/20/2022,,G,,38 m²,Partly,1,Brick,,,,150.82,804.39,178.32,276.0,0.23,154.54,746.74,373.93,177.0,155.35,"Na Klikovce, Prague - Nusle",50.05779,14.43027,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,990","CZK 3,499","CZK 20,000",593717,2+kk,1/1/2023,Personal,C,Distance,40 m²,Fully furnished,6,Prefab concrete,,Standard,,550.4,653.91,253.9,420.37,463.31,661.88,896.1,301.31,2128.23,399.99,"Bryksova, Prague - Černý Most",50.105977,14.583237,Very good,,,,,1.0,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,500","CZK 4,500","CZK 40,000",752305,3+kk,11/21/2022,,G,,64 m²,Partly,1,Brick,,,,172.97,766.11,168.32,832.3,185.36,817.88,280.46,315.07,431.91,321.78,Prague - Michle,50.04592,14.4627,Very good,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 5,000","CZK 39,000",752303,2+kk,11/20/2022,,,,75 m²,Partly,1,Brick,Over 50 years,Standard,,351.53,1013.75,93.4,433.12,401.41,495.57,969.05,669.24,855.23,658.49,"Věštínská, Prague - Radotín",49.98567,14.36976,Very good,,1.0,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000",CZK 600,CZK 0,485506,Studio,11/29/2022,Personal,,,17 m²,Partly,4,Brick,,,,163.33,355.6,68.33,132.25,86.61,130.59,175.15,138.77,436.21,210.31,Prague - Vršovice,50.069884140313,14.457105471967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 2,500","CZK 20,000",752257,2+kk,12/1/2022,,,,43 m²,Partly,3,Brick,,,,204.25,681.72,74.88,366.81,87.81,229.94,259.61,958.22,280.46,374.16,"Březinova, Prague - Karlín",50.09416,14.456,Very good,,,,,,,,,,,,,,,,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
