Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Floor space,Fully furnished,Condition,Ownership,Heating,Balcony,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,EPC,Enclosed balcony,Cellar,Reconstruction,Designe,New-build,Parking,Domácí mazlíčci vítáni,Age,Garage,Terrace,Administrative fee
"CZK 14,500","CZK 5,500","CZK 30,000",520175,2 bedroom,10/1/2022,2,Prefab concrete,51 m²,,Good,Personal,Distance,,1.0,578.8,1553.35,752.62,1394.07,269.41,785.03,606.42,1201.42,1517.01,120.66,"Vodnická, Prague - Újezd u Průhonic",50.0215911,14.5257973,,1.0,1.0,,Standard,,,,10 to 30 years,,,
"CZK 13,836","CZK 2,816","CZK 17,772",740726,2+kk,9/7/2022,1,Other,43 m²,,Good,Personal,,,,198.29,733.08,43.63,243.34,60.46,144.99,363.21,842.85,569.34,952.57,"Veletržní, Prague - Holešovice",50.1022256,14.4347155,,,,,,,,,,,,"CZK 2,046"
"CZK 21,529","CZK 1,366","CZK 22,900",740659,2 bedroom,9/12/2022,1,Other,40 m²,,Good,Personal,,,,204.37,904.66,10.86,581.29,182.35,473.73,416.59,275.75,281.31,344.57,"Biskupcova, Prague - Žižkov",50.0911605,14.4802851,,,,,,,,,,,,"CZK 3,229"
"CZK 26,000","CZK 2,603","CZK 30,295",732460,2 bedroom,8/29/2022,1,Other,71 m²,,Good,Personal,,,,333.08,298.96,45.33,214.75,54.27,39.01,271.19,790.45,189.87,583.72,"Opletalova, Prague - Nové Město",50.0812346,14.4298177,,,,,,,,,,,,"CZK 3,902"
"CZK 23,490","CZK 5,373","CZK 28,863",740855,3+kk,9/18/2022,2,Prefab concrete,76 m²,Unfurnished,Very good,Cooperative,,1.0,1.0,151.97,883.72,585.3,933.79,589.81,914.64,518.63,217.0,792.6,57.54,"V zápolí, Prague - Michle",50.04956055555,14.46571722222,G,,,,,,,,,,,"CZK 28,863"
"CZK 13,650","CZK 4,034","CZK 25,000",736170,Studio,9/11/2022,8,Brick,44 m²,Partly,Very good,,,1.0,,79.4,863.8,384.81,1183.67,250.36,286.0,278.16,798.55,93.98,256.66,Prague - Záběhlice,50.05582,14.49291,B,,,,,,,1.0,,,,
"CZK 17,000","CZK 2,900","CZK 20,000",720257,Studio,10/1/2022,2,Brick,34 m²,Fully furnished,Very good,,Central,,,226.24,190.13,468.45,1707.36,162.58,1210.63,353.69,249.01,567.5,331.26,Prague - Střešovice,50.08844,14.38422,B,,,Complete,Luxurious,,,,10 to 30 years,,1.0,
"CZK 19,000","CZK 3,000","CZK 19,000",736167,2+kk,9/11/2022,4,Other,62 m²,Fully furnished,Good,,,,1.0,236.12,1109.92,250.41,408.38,297.61,371.55,424.12,636.14,451.49,184.56,Prague - Žižkov,50.09176,14.47078,G,,,,,,,1.0,,,,
"CZK 32,000","CZK 8,700","CZK 64,000",615596,3+kk,10/1/2022,1,Brick,70 m²,Fully furnished,New-build,Personal,Gas boiler,,1.0,208.11,638.18,179.69,194.68,163.23,152.57,309.4,135.74,472.95,431.05,"Sudoměřská, Prague - Žižkov",50.08139,14.45833,D,,,Complete,Luxurious,,,,Up to 10 years,,1.0,
"CZK 20,000","CZK 4,000","CZK 20,000",695001,2+kk,10/1/2022,4,Brick,45 m²,Fully furnished,New-build,Personal,,,1.0,215.1,468.42,94.48,267.26,12.54,274.1,406.04,365.15,170.64,322.72,"Tusarova, Prague - Holešovice",50.101841946188,14.452939237593,B,,,,,,,,,,,
"CZK 18,000","CZK 6,000","CZK 18,000",740455,2+kk,11/1/2022,6,Prefab concrete,40 m²,Partly,Very good,,,,1.0,317.33,1055.83,319.91,994.2,511.31,589.65,249.0,153.79,171.13,150.28,Prague - Střížkov,50.12238,14.48598,G,,1.0,,,,1.0,,,,,
"CZK 21,500","CZK 4,500","CZK 21,500",545806,2+kk,11/1/2022,1,Brick,45 m²,Fully furnished,Very good,Personal,,,1.0,140.26,422.02,64.13,210.61,88.43,350.09,387.62,365.04,350.84,313.21,"Malešická, Prague - Žižkov",50.0869231,14.468838,C,,,Complete,Luxurious,,,,,,,
"CZK 17,500","CZK 3,692","CZK 22,000",736159,2+kk,9/18/2022,2,Brick,49 m²,Fully furnished,New-build,,,,1.0,186.56,1673.65,357.52,1785.95,374.33,363.41,914.28,497.1,1217.46,128.98,Prague - Hostivař,50.04464,14.51424,B,1.0,,,,1.0,1.0,,,,,
"CZK 19,500","CZK 5,365","CZK 39,000",711808,2+kk,10/1/2022,6,Brick,49 m²,Fully furnished,New-build,Personal,,1.0,1.0,47.78,826.64,80.43,845.07,369.97,226.1,585.05,391.79,530.72,483.78,"Lehovecká, Prague - Hloubětín",50.1079,14.54644,B,,1.0,,,,1.0,,,1.0,,
"CZK 19,000","CZK 4,500","CZK 40,000",732644,1 bedroom,9/19/2022,2,Brick,45 m²,Partly,Very good,Personal,Electric boiler,1.0,,410.17,1507.76,969.35,1170.81,576.77,1063.58,847.57,749.16,600.77,554.81,Prague - Košíře,50.06701,14.35662,,,,Complete,Standard,,1.0,,Over 50 years,,,
"CZK 18,900","CZK 2,500","CZK 20,000",617859,2+kk,10/1/2022,1,Brick,67 m²,Partly,Very good,Personal,,,,154.34,430.86,85.42,317.28,40.01,296.07,3.5,332.81,125.75,134.0,"Náměstí Jiřího Z Lobkovic, Prague - Vinohrady",50.076683,14.468127,C,,,Complete,Luxurious,,,,Up to 10 years,,,
"CZK 18,250","CZK 1,500","CZK 19,750",720582,1 bedroom,10/1/2022,2,Brick,34 m²,Fully furnished,Good,,,,,394.31,376.95,228.04,349.35,34.98,624.43,381.88,610.55,688.95,233.34,Prague - Malá Strana,50.08608290623,14.407474153125,G,,,Bathroom unit,Standard,,,1.0,Over 50 years,,,
"CZK 18,000","CZK 4,000","CZK 22,000",740842,2 bedroom,9/16/2022,1,Brick,56 m²,Fully furnished,Very good,,,,,162.99,184.97,166.43,505.52,148.72,274.78,139.94,254.78,426.37,176.79,Prague - Vršovice,50.07111,14.4754,G,,,,,,,,,,,
"CZK 14,500","CZK 3,500","CZK 20,000",329005,Studio,9/16/2022,2,Brick,34 m²,Fully furnished,Very good,Personal,Gas boiler,,,43.02,525.95,29.09,68.89,81.68,546.74,301.16,216.37,546.02,438.4,"Seifertova, Prague - Žižkov",50.0852364,14.4440628,,,,Complete,Standard,,,,Up to 10 years,,,
"CZK 62,100","CZK 20,700",,740838,5+kk,10/1/2022,6,,219 m²,Fully furnished,,,,1.0,1.0,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,,,,,,,,,,1.0,1.0,
"CZK 13,000","CZK 3,500","CZK 26,000",732298,Small studio,10/1/2022,5,Brick,27 m²,Unfurnished,Good,,,,,300.2,346.13,242.74,505.67,74.26,511.17,211.23,158.33,185.85,232.99,Prague - Vinohrady,50.07635,14.46516,G,,,,,,,,,,,
"CZK 12,900","CZK 2,000","CZK 10,000",518830,Studio,9/17/2022,1,Brick,16 m²,Partly,Very good,Personal,Gas boiler,,,363.46,258.54,126.12,285.48,117.52,279.33,160.1,216.5,295.22,467.37,"Vlkova, Prague - Žižkov",50.0839945,14.4485314,,,,Complete,Luxurious,,,,Up to 10 years,,1.0,
"CZK 16,000","CZK 4,000","CZK 16,000",740831,2 bedroom,9/16/2022,4,Brick,67 m²,Partly,Good,,,,,138.65,538.39,316.24,173.65,150.58,1100.33,212.78,550.2,401.94,362.24,Prague - Michle,50.05769,14.45154,E,,,,,,,,,,,
"CZK 13,500","CZK 4,500","CZK 18,000",470838,2 bedroom,10/1/2022,11,Prefab concrete,52 m²,Partly,,Cooperative,,,1.0,259.13,1373.65,188.7,1390.35,537.41,149.19,307.46,548.31,804.35,238.4,"Zárubova, Prague - Kamýk",50.0143104,14.4355489,,,1.0,,,,1.0,,,,,
"CZK 22,000","CZK 7,000","CZK 20,000",740829,3+1,10/1/2022,1,Brick,65 m²,Unfurnished,Very good,Personal,,,,95.85,1375.47,143.54,1378.65,486.53,1459.37,731.38,629.77,857.12,623.77,Prague - Braník,50.04355,14.42459,C,1.0,1.0,,,,,,,,,
"CZK 13,900","CZK 2,400","CZK 16,300",251709,Studio,9/30/2022,2,Brick,27 m²,Partly,Very good,Personal,,,,158.09,417.51,60.62,299.36,87.46,438.29,192.72,107.92,437.58,581.73,"Krásova, Prague - Žižkov",50.0855213,14.4464324,A,,,Interior,Standard,,,,Up to 10 years,,,
"CZK 42,500",CZK 133,"CZK 85,000",740147,4+kk,10/14/2022,9,Other,109 m²,Fully furnished,Very good,,,1.0,1.0,,,,,,,,,,,Prague - Stodůlky,50.04595,14.32223,A,,1.0,,,1.0,1.0,,,,1.0,
"CZK 15,500",CZK 133,"CZK 31,000",740156,Studio,11/9/2022,9,Other,31 m²,Unfurnished,Very good,,,1.0,1.0,,,,,,,,,,,Prague - Stodůlky,50.04595,14.32223,A,,1.0,,,1.0,1.0,,,,,
"CZK 19,800",CZK 133,"CZK 39,600",740163,2+kk,11/17/2022,3,Other,49 m²,Unfurnished,Very good,,,1.0,1.0,,,,,,,,,,,Prague - Stodůlky,50.04595,14.32223,A,,1.0,,,1.0,1.0,,,,,
"CZK 21,700",CZK 133,"CZK 43,399",740175,2 bedroom,11/11/2022,11,Other,42 m²,Fully furnished,Very good,,,,1.0,,,,,,,,,,,Prague - Stodůlky,50.04595,14.32223,A,,1.0,,,1.0,1.0,,,,,
"CZK 17,000","CZK 5,500","CZK 34,000",422289,3+kk,9/1/2022,1,Prefab concrete,62 m²,Partly,Very good,Cooperative,Central,,,349.4,572.95,463.03,504.55,608.98,829.85,376.29,223.35,863.97,146.24,"Borošova, Prague - Háje",50.0303216,14.5380942,,1.0,,Interior,Standard,,,,,,,
"CZK 11,990",CZK 0,"CZK 5,000",613404,Small studio,9/11/2022,1,Brick,18 m²,Fully furnished,Good,Personal,Gas boiler,,,153.14,505.33,91.47,187.05,15.88,379.79,532.9,338.15,323.61,703.92,"Na Bělidle, Prague - Smíchov",50.071815,14.406029,G,,,Interior,Standard,,,,,,,
"CZK 9,500","CZK 3,500","CZK 15,000",233679,Studio,10/1/2022,1,Brick,26 m²,Unfurnished,,Personal,Electric boiler,,,324.39,1223.07,550.75,1160.08,265.26,926.24,647.58,929.38,339.95,445.52,"Cukrovarnická, Prague - Střešovice",50.094406,14.3743334,,,,,Standard,,,,Over 50 years,,,
"CZK 27,000","CZK 4,500","CZK 27,000",650956,3+kk,11/1/2022,2,Other,92 m²,Partly,Very good,Personal,Distance,,1.0,244.33,917.86,160.8,1025.44,297.16,974.62,189.3,478.74,1551.8,165.65,"Kytlická, Prague - Prosek",50.125208,14.507475,C,1.0,1.0,,,1.0,1.0,,Up to 10 years,1.0,,
"CZK 16,000","CZK 4,300","CZK 20,000",736135,1 bedroom,9/11/2022,3,Brick,50 m²,Partly,Very good,,,,,362.63,286.52,102.7,322.99,130.28,112.57,190.73,573.85,1253.21,319.82,Prague - Vokovice,50.09553,14.35921,G,,1.0,,,,,1.0,,,,
"CZK 12,000","CZK 1,200","CZK 12,000",740066,Studio,9/13/2022,3,Brick,33 m²,Partly,Very good,,,,,429.59,654.83,143.72,975.57,351.62,416.14,603.04,603.04,451.23,424.94,Prague - Strašnice,50.06949,14.4829,G,,1.0,Complete,,,,,,,,
"CZK 20,000","CZK 4,234","CZK 60,000",740652,3+1,9/15/2022,5,Prefab concrete,69 m²,Fully furnished,Very good,Personal,Central,,1.0,154.43,1201.2,181.82,1139.58,270.26,451.99,261.69,222.9,229.57,170.87,Prague - Střížkov,50.12406,14.48501,C,1.0,,Complete,Standard,,,,,,,
"CZK 11,900","CZK 1,000","CZK 25,800",740770,2+kk,10/1/2022,2,Brick,52 m²,Unfurnished,Good,Personal,,,1.0,242.77,1353.2,303.92,1027.74,365.0,863.48,304.09,1008.73,1292.99,1118.85,Prague - Vysočany,50.10127,14.50541,G,,,,,,,,,,,
"CZK 14,000","CZK 2,000","CZK 22,000",193968,2+kk,9/19/2022,2,Brick,37 m²,Partly,New-build,Personal,Other,,,260.37,593.44,354.2,454.37,98.43,500.65,399.67,396.04,435.81,266.96,"Pod Jarovem, Prague - Žižkov",50.08913137914,14.487062352387,,,1.0,Complete,,1.0,1.0,,Up to 10 years,1.0,,
"CZK 30,000","CZK 6,700","CZK 45,000",740804,2 bedroom,9/16/2022,4,Brick,71 m²,Partly,Very good,Personal,,,1.0,182.77,372.12,98.04,216.48,79.46,216.82,582.62,621.52,236.07,257.26,Prague - Holešovice,50.10463,14.45263,G,,,,,,,1.0,,,,
"CZK 14,500","CZK 4,500","CZK 38,000",681593,Studio,10/1/2022,3,Other,22 m²,Fully furnished,Very good,Personal,Central,,1.0,192.97,681.32,168.5,100.72,76.61,170.2,167.76,242.3,235.36,148.39,"Hálkova, Prague - Nové Město",50.0763,14.42761,,,1.0,Interior,Standard,,1.0,1.0,,,,
"CZK 14,000","CZK 2,927","CZK 30,000",727527,Studio,9/23/2022,2,Brick,32 m²,Unfurnished,Good,Personal,,,1.0,134.1,1231.17,484.46,487.91,0.66,491.14,797.02,376.04,364.68,547.87,"5. května, Prague - Nusle",50.05624815,14.43716165,E,,1.0,Interior,Standard,,,,,,,
"CZK 21,990","CZK 2,181","CZK 24,171",740790,3+1,9/17/2022,3,Prefab concrete,73 m²,Unfurnished,Very good,Personal,,1.0,1.0,26.99,405.1,124.86,515.68,220.14,375.91,316.83,445.76,397.01,161.74,"Ostromečská, Prague - Žižkov",50.08718638888,14.46056388888,B,,,,,,,,,,,"CZK 24,171"
"CZK 22,500","CZK 4,500","CZK 27,000",732263,2+kk,10/1/2022,5,Brick,70 m²,Fully furnished,Very good,Personal,Electric boiler,,,103.95,769.3,376.39,634.05,166.32,268.33,409.9,342.03,573.96,371.36,Prague - Břevnov,50.0862,14.37286,G,,,Complete,,,,,,,1.0,
"CZK 18,000","CZK 9,000","CZK 36,000",740787,2+kk,10/15/2022,2,Other,53 m²,Partly,New-build,,,1.0,1.0,226.62,1165.68,327.76,1104.05,781.01,764.79,144.63,511.4,692.84,297.16,Prague - Prosek,50.11963,14.48566,B,,1.0,,,1.0,,,,1.0,,
"CZK 16,500","CZK 3,000","CZK 32,000",713897,1 bedroom,10/1/2022,9,Prefab concrete,38 m²,Fully furnished,Good,Personal,Distance,,1.0,259.03,728.41,87.75,566.92,184.32,653.22,234.41,180.43,379.43,149.88,"Horáčkova, Prague - Krč",50.04672,14.43545,G,1.0,,,,,,,,,,
"CZK 33,000","CZK 3,000","CZK 33,000",740781,4+1,9/16/2022,2,Brick,125 m²,Partly,Very good,,,,,245.49,324.34,443.7,957.46,358.12,444.67,207.73,1127.25,404.03,338.04,Prague - Radotín,49.98364,14.35419,G,,1.0,,,,1.0,1.0,,1.0,,
"CZK 17,000","CZK 4,750","CZK 25,000",736115,2+kk,10/1/2022,2,Prefab concrete,44 m²,Partly,Very good,,,,1.0,169.16,1348.13,483.03,1114.07,235.3,1345.54,1083.35,660.09,816.23,272.89,Prague - Braník,50.04099,14.42687,G,,,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 30,000",662820,Studio,10/1/2022,1,Brick,43 m²,Partly,New-build,Personal,,1.0,1.0,426.71,1033.48,242.4,1012.54,635.67,576.3,533.04,449.67,1259.73,70.72,"Zakšínská, Prague - Střížkov",50.13041,14.49516,G,,1.0,,,,,,,1.0,,
"CZK 15,700","CZK 2,500",CZK 0,656181,Studio,12/1/2022,2,Brick,45 m²,Partly,New-build,Personal,Central,,1.0,101.97,622.17,257.21,412.56,238.41,483.85,237.72,57.55,550.69,311.67,"Ambrožova, Prague - Žižkov",50.08781,14.4725,B,,1.0,Complete,,,1.0,,Up to 10 years,,,
"CZK 18,000","CZK 5,000","CZK 23,000",736114,2+kk,9/11/2022,2,Brick,60 m²,Unfurnished,Very good,,,,,120.54,1414.18,754.5,1053.65,193.15,897.35,406.15,456.15,375.65,222.29,Prague - Prosek,50.11591,14.48947,G,,,,,,,,,,,
"CZK 17,000","CZK 1,500","CZK 18,000",284832,2+kk,9/2/2022,2,Brick,44 m²,Fully furnished,Very good,Personal,Electric boiler,,1.0,64.92,71.53,94.68,69.92,50.1,185.05,328.76,618.3,494.6,269.47,"Bělehradská, Prague - Nusle",50.065139,14.4397002,,,,Complete,Standard,,,1.0,Up to 10 years,,,
"CZK 16,814","CZK 4,000","CZK 33,628",736112,2+kk,10/1/2022,9,Prefab concrete,53 m²,Partly,Good,,,,1.0,448.98,1037.24,116.71,1528.91,131.44,792.15,534.77,123.73,510.12,158.04,Prague - Háje,50.0383,14.5148,C,1.0,1.0,,,,1.0,,,,,
"CZK 21,990","CZK 3,000","CZK 25,000",455181,3+kk,10/1/2022,4,Brick,100 m²,Partly,,Personal,,,,92.0,311.29,92.67,91.73,15.68,54.71,375.6,680.19,587.48,437.71,"Čestmírova, Prague - Nusle",50.0643449,14.4422605,,,,,,,1.0,,,,1.0,
"CZK 9,500",CZK 600,"CZK 9,500",740766,Studio,9/16/2022,2,Brick,26 m²,Partly,Very good,,,,,178.14,878.55,72.65,592.97,166.66,447.63,428.28,264.23,269.79,333.05,Prague - Žižkov,50.09144,14.48046,G,,,,,,,,,,,
"CZK 15,000","CZK 5,000",,728426,Studio,11/2/2022,12,,25 m²,Fully furnished,,,,,1.0,228.88,257.2,204.55,166.76,173.2,262.96,328.04,408.55,436.47,292.09,"Freyova, Prague - Vysočany",50.108944,14.501028,,,,,,,,,,,,
"CZK 15,000","CZK 4,995","CZK 19,500",550996,2+kk,10/1/2022,3,Brick,53 m²,Partly,New-build,Personal,Distance,1.0,1.0,117.14,1171.45,549.24,1193.78,821.88,1098.3,1101.56,1133.11,1023.21,358.57,"Saarinenova, Prague - Hloubětín",50.10775255,14.52682915,B,,1.0,,,1.0,,,Up to 10 years,,,
"CZK 40,000","CZK 10,000","CZK 50,000",736109,5+kk,9/11/2022,1,Brick,130 m²,Unfurnished,Very good,,Distance,,1.0,67.1,196.96,125.57,1122.44,61.09,957.38,169.07,566.2,449.35,192.09,Prague - Hlubočepy,50.02866,14.36628,G,,,Complete,,,,,,1.0,1.0,
"CZK 16,000","CZK 4,800","CZK 25,000",713260,2+kk,10/1/2022,4,Brick,47 m²,Fully furnished,Very good,Personal,Gas boiler,,1.0,229.2,309.17,108.89,100.72,25.31,205.44,309.96,539.76,280.22,254.91,"Kyjevská, Prague - Bubeneč",50.0995426,14.3993071,G,,,,Standard,,,,,,,
"CZK 17,000","CZK 3,600","CZK 15,000",476614,2+kk,10/1/2022,1,Other,68 m²,Partly,,Personal,,1.0,1.0,129.45,835.62,1.23,1969.68,88.84,789.46,493.02,1038.93,849.89,402.34,"Pelušková, Prague - Kyje",50.1090415,14.5576199,B,,1.0,,,,,,,1.0,1.0,
"CZK 13,000",CZK 0,"CZK 15,000",740743,1 bedroom,10/1/2022,3,Brick,33 m²,Unfurnished,Very good,,,,1.0,8.03,741.11,15.85,184.5,51.87,143.24,305.33,864.05,77.95,411.87,Prague - Dejvice,50.09823,14.40512,G,,,,,,,1.0,,,,
"CZK 26,250","CZK 8,750",,731290,2+kk,10/1/2022,3,,46 m²,Fully furnished,,,,,,91.53,437.84,79.6,137.33,1.11,181.86,414.36,266.21,251.67,662.32,"Lidická, Prague - Smíchov",50.0723918,14.4059555,,,,,,,,,,,,
"CZK 31,500","CZK 10,500",,734260,2+kk,11/6/2022,5,,41 m²,Fully furnished,,,,,,394.46,497.82,253.13,432.3,279.54,389.35,316.56,724.72,695.79,345.02,"Krchlebská, Prague - Krč",50.0471114,14.4429584,,,,,,,,,,,,
"CZK 36,450","CZK 12,150",,726075,3+kk,10/10/2022,6,,82 m²,Fully furnished,,,,,1.0,101.2,551.63,76.94,167.66,45.43,94.55,322.6,504.78,539.56,607.69,"Rumunská, Prague - Vinohrady",50.0739629,14.4309041,,,,,,,,,,,,
"CZK 59,250","CZK 19,750",,717599,4+kk,9/19/2022,2,,90 m²,Fully furnished,,,,,1.0,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,,,,,,,,,,,,
"CZK 53,510","CZK 17,836",,725486,4+1,10/14/2022,7,,110 m²,Fully furnished,,,,1.0,1.0,348.55,940.69,207.03,294.37,97.8,272.7,322.85,445.04,400.99,361.6,"Divadelní, Prague - Staré Město",50.0824664,14.4140344,,,,,,,,,,,1.0,
"CZK 32,625","CZK 10,875",,728257,3+kk,9/29/2022,2,,80 m²,Fully furnished,,,,,,156.94,402.05,153.34,284.97,151.52,248.16,393.35,447.14,193.37,153.39,"Anežská, Prague - Staré Město",50.0920126,14.4239059,,,,,,,,,,,,
"CZK 25,808","CZK 8,602",,725069,2 bedroom,10/29/2022,5,,54 m²,Fully furnished,,,,,,221.57,827.75,176.34,604.4,98.94,602.74,417.35,332.18,571.22,245.6,"Bulharská, Prague - Vršovice",50.0720218,14.4618189,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",,732692,1 bedroom,11/5/2022,2,,50 m²,Fully furnished,,,,,,187.82,338.29,111.0,241.4,39.4,347.76,25.85,486.49,569.58,575.91,"Karmelitská, Prague - Malá Strana",50.08657,14.4033198,,,,,,,,,,,,
"CZK 45,000","CZK 15,000",,723086,2+kk,10/20/2022,4,,70 m²,Fully furnished,,,,,1.0,285.3,547.87,69.97,206.93,9.84,222.16,245.36,617.77,369.53,523.86,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,,,,
"CZK 39,000","CZK 13,000",,732116,2 bedroom,11/10/2022,3,,72 m²,Fully furnished,,,,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,
"CZK 12,500",CZK 600,"CZK 12,500",520204,Studio,9/16/2022,5,Brick,20 m²,Partly,,Personal,Electric boiler,,,172.71,932.23,143.93,381.62,49.0,314.45,235.06,275.0,282.85,68.91,"Na Výtoni, Prague - Nové Město",50.0684511,14.4165468,,,,,,,,,,,,
"CZK 14,600",CZK 0,"CZK 15,000",740732,2+kk,9/16/2022,2,Brick,45 m²,Partly,Very good,,,,,117.53,779.67,30.06,420.36,163.77,136.61,396.58,771.24,332.19,248.01,Prague - Strašnice,50.07172,14.48794,C,,1.0,,,,,,,,,
"CZK 21,500",CZK 0,"CZK 14,000",469987,Studio,9/10/2022,2,Brick,30 m²,Fully furnished,Very good,Personal,Distance,,,112.61,288.33,82.92,401.54,17.16,94.52,269.64,278.36,374.77,330.92,"Sokolovská, Prague - Karlín",50.0925548,14.443799,,,,Complete,Standard,,,,Up to 10 years,,,
"CZK 13,500","CZK 2,000","CZK 13,500",740712,Small studio,10/1/2022,2,Brick,31 m²,Fully furnished,New-build,,,,,11.33,1121.79,943.7,1128.6,518.61,758.69,855.84,1197.41,656.66,194.1,Prague - Řeporyje,50.03738,14.3223,A,,,,,,,,,,,
"CZK 17,000","CZK 7,000","CZK 25,000",735634,2+kk,10/1/2022,5,Low-energy,65 m²,Fully furnished,New-build,Personal,Central,1.0,1.0,8.65,788.83,307.98,516.6,215.33,129.45,319.34,612.98,698.97,194.84,Prague - Michle,50.04294,14.45705,C,,1.0,,,,,,,1.0,,
"CZK 16,500","CZK 6,550","CZK 30,000",690118,2+kk,10/1/2022,5,Brick,57 m²,Partly,New-build,Personal,,,1.0,29.12,479.15,12.02,507.81,194.11,499.98,167.56,459.07,743.8,109.58,"Jeremiášova, Prague - Stodůlky",50.04383,14.33673,B,,,,,,1.0,,,,1.0,
"CZK 16,000","CZK 4,000",CZK 0,375750,2+kk,11/1/2022,7,Brick,68 m²,Fully furnished,Very good,Personal,,,1.0,60.13,1177.4,447.4,665.0,514.56,1256.24,754.55,1165.87,286.5,196.71,"Sídlištní, Prague - Lysolaje",50.1273584,14.3790758,,,1.0,,,,1.0,,10 to 30 years,,,
"CZK 15,900","CZK 2,450",CZK 1,608060,Studio,11/1/2022,8,Brick,44 m²,,New-build,Personal,,1.0,1.0,89.31,505.89,306.33,293.11,254.61,424.48,246.7,541.34,681.4,176.73,"Československého exilu, Prague - Modřany",50.008761,14.415273,B,,,,,1.0,,,,,,
"CZK 20,900","CZK 4,000","CZK 35,000",684331,2+kk,10/1/2021,,Prefab concrete,47 m²,Fully furnished,Very good,Personal,Electric boiler,1.0,1.0,191.33,661.41,92.72,438.07,125.62,436.41,134.31,322.79,706.23,291.93,"Bulharská, Prague - Vršovice",50.07161,14.45719,B,1.0,1.0,Interior,Luxurious,,1.0,,,,1.0,
"CZK 16,000","CZK 2,300","CZK 25,000",552436,2+kk,10/1/2022,3,Brick,45 m²,Fully furnished,,Personal,,1.0,,132.96,761.07,260.83,649.61,323.64,720.69,408.76,573.22,304.33,70.71,Prague - Vysočany,50.1095027,14.5095619,,,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 25,000",367121,2 bedroom,10/1/2022,3,Brick,58 m²,Partly,Very good,Personal,Central,1.0,1.0,98.12,581.06,94.69,157.13,155.37,601.84,356.27,271.47,501.52,493.5,"Husinecká, Prague - Žižkov",50.0858277,14.4445283,,,,Bathroom unit,Standard,,,,,,,
"CZK 12,000","CZK 3,000","CZK 15,000",494253,2+kk,9/12/2022,2,Brick,47 m²,Partly,,Personal,,,,285.2,1689.92,878.2,1448.79,330.4,1122.04,569.84,1183.18,1724.78,577.25,"Převoznická, Prague - Modřany",50.009959,14.4040533,,,,,Standard,,,,,,,
"CZK 14,900","CZK 6,270","CZK 25,000",672794,2+kk,9/15/2022,2,Prefab concrete,43 m²,Partly,Very good,Personal,Distance,,1.0,26.14,587.47,436.0,556.42,499.93,230.47,344.18,278.7,958.74,190.58,"Skuteckého, Prague - Řepy",50.06833,14.31078,G,,,Complete,Standard,,1.0,,Up to 10 years,,,
"CZK 24,500","CZK 5,500","CZK 49,000",469337,2+kk,10/1/2022,1,Brick,112 m²,Fully furnished,,Personal,Central,,1.0,69.35,969.2,421.88,1090.11,379.58,558.23,685.4,555.27,845.41,574.35,Prague - Libeň,50.1193735,14.4697847,B,,1.0,,Luxurious,1.0,,,,1.0,1.0,
"CZK 19,000","CZK 2,910","CZK 40,820",410816,2+kk,,5,Brick,64 m²,Partly,Very good,Personal,,,1.0,230.65,1392.41,158.0,877.3,201.79,445.72,362.79,745.16,457.82,104.46,"Primátorská, Prague - Libeň",50.1127192,14.472558,D,,,,,,,,,,,
"CZK 19,000","CZK 3,888","CZK 19,000",740701,2+kk,9/30/2022,2,Brick,55 m²,Fully furnished,Very good,,,1.0,,365.18,654.19,402.07,818.05,264.26,658.53,617.71,266.55,474.55,163.92,Prague - Žižkov,50.08948,14.49516,G,,,,,,,,,,,
"CZK 25,000","CZK 4,000","CZK 40,000",736032,3+kk,10/1/2022,1,Brick,75 m²,Partly,Very good,,,,,40.51,481.23,461.74,460.6,465.29,485.27,612.79,332.41,325.03,201.17,Prague - Hostivař,50.05397,14.5223,D,,1.0,Interior,,,1.0,1.0,,1.0,1.0,
"CZK 20,000","CZK 5,000","CZK 25,000",736095,3+kk,9/10/2022,9,Prefab concrete,75 m²,Unfurnished,Very good,Personal,Central,,1.0,250.85,355.35,99.75,293.72,90.58,107.78,493.07,406.65,869.4,28.81,Prague - Střížkov,50.12481,14.49442,C,1.0,,,,,,,,,,
"CZK 12,000","CZK 2,000","CZK 28,000",740680,1 bedroom,11/1/2022,3,Prefab concrete,37 m²,Partly,Very good,Personal,,,1.0,176.89,533.1,217.69,224.17,0.26,288.29,208.28,312.97,152.44,171.63,Prague - Háje,50.03194,14.52646,G,,,,,,1.0,,,,,
