Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Refundable security deposit,Building type,Condition,EPC,Terasa 25 m²,Sklep 8 m²,New-build,Parking,Garage,Age,Balkón 4 m²,Sklep 15 m²,Designe,Balkón 18 m²,Sklep 5 m²,Ownership,Heating,Sklep 17 m²,Reconstruction,Sklep 1 m²,Administrative fee,Cellar,Sklep 3 m²,Lodžie 5.1 m²,Balkón 7 m²,Lodžie 4 m²,Lodžie 3 m²,Terasa 70 m²,Terasa 21 m²,Balkón 28 m²,Sklep 2 m²,Balkón 5 m²,Sklep 6 m²,Domácí mazlíčci vítáni,Lodžie 6 m²,Balkón 10 m²,Balkón 1.5 m²,Terasa 11 m²,Sklep 10 m²,Terasa 6 m²,Balkón 3 m²,Terasa 32 m²,Balkón 2 m²,Terasa 9 m²,Balkón 6 m²,Lodžie 3.2 m²,Terasa 17 m²,Sklep 4 m²,Balkón 14 m²,Enclosed balcony,Terasa 20 m²,Balkón 8 m²,Sklep 58 m²,Lodžie 7 m²,Balkón 1 m²,Balkón 6.1 m²,Sklep 2.4 m²,Terasa 8 m²,Balkón 12 m²,Sklep 3.2 m²,Terasa 12 m²,Terasa 5 m²,Terasa 200 m²,Terasa 78 m²,Terasa 18 m²,Balkón 40 m²,Terasa 50 m²,Terasa 4 m²,Lodžie 9 m²,Sklep 8.1 m²,Sklep 3.1 m²,Lodžie 1 m²,Lodžie 10 m²,Balkón 9 m²,Lodžie 5 m²,Balkón 15 m²,Lodžie 14.6 m²,Terasa 10 m²,Terasa 24 m²,Sklep 12 m²,Lodžie 8 m²,Sklep 7 m²,Lodžie 2 m²,Terasa 1 m²,Terasa 37 m²,Terasa 15 m²,Terasa 13 m²,Balkón 8.73 m²,Terasa 2.67 m²,Sklep 28 m²,Lodžie 15 m²,Terasa 350 m²,Balkón 11 m²,Balkón 2.29 m²,Terasa 16.1 m²,Terasa 14 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Terasa 14.1 m²,Terasa 40 m²,Balkón 70 m²,Plot space,Lodžie 12 m²,Terasa 300 m²
"CZK 22,000","CZK 3,200",743114,2+kk,10/10/2022,50 m²,Partly,4,1.0,117.51,380.97,302.58,383.76,82.81,369.64,488.73,242.1,360.59,250.71,Prague - Libeň,50.10517,14.4779,1.0,1.0,"CZK 44,000",Low-energy,New-build,B,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,500",552726,Studio,11/1/2022,43 m²,Partly,2,1.0,359.24,992.0,229.11,919.39,623.97,1044.03,418.26,2283.97,1293.27,220.9,Prague - Zličín,50.057707771529,14.280283233838,1.0,,"CZK 20,000",Low-energy,New-build,C,,,1.0,1.0,1.0,Up to 10 years,,,Luxurious,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 3,500",557594,2 bedroom,10/7/2022,45 m²,Fully furnished,1,1.0,182.79,383.87,241.78,503.3,81.98,576.28,220.17,263.27,676.93,796.52,"Londýnská, Prague - Vinohrady",50.0704231,14.4355191,,1.0,"CZK 30,000",Brick,,,,,,,,Up to 10 years,,,Luxurious,,,Personal,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000",CZK 800,743998,1 bedroom,10/25/2022,43 m²,Unfurnished,2,,241.72,136.32,174.51,245.55,157.14,282.58,71.71,411.47,99.84,264.41,Prague - Strašnice,50.07545,14.49272,,,"CZK 22,000",Brick,Good,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 4,386",542993,Studio,11/1/2022,34 m²,Partly,4,,68.21,333.58,70.61,20.67,60.44,117.34,50.47,571.88,260.25,104.45,Prague - Strašnice,50.074945,14.4899841,,,"CZK 25,000",Brick,,D,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 1,200",697436,Studio,12/1/2022,17 m²,Fully furnished,,1.0,164.49,471.06,252.5,422.91,120.29,441.08,185.73,194.47,604.41,829.61,"Španělská, Prague - Vinohrady",50.07949,14.43425,,,"CZK 20,000",Brick,Very good,D,,,,,,,,,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 7,000",743925,2 bedroom,10/4/2022,75 m²,Partly,3,,180.07,447.34,328.95,304.76,190.74,436.63,254.64,668.64,309.77,217.21,"Levá, Prague - Podolí",50.0566,14.42252,1.0,,"CZK 36,000",Brick,Very good,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 3,455",743906,Studio,10/4/2022,33 m²,Fully furnished,8,1.0,229.19,256.88,204.23,167.08,172.88,262.64,328.36,408.87,436.79,292.41,Prague - Vysočany,50.10893,14.50102,,,"CZK 20,000",Other,New-build,B,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 7,500",559382,3+kk,11/1/2022,83 m²,Partly,4,1.0,200.02,246.05,124.47,175.55,111.44,130.0,359.81,782.3,221.45,359.13,"Sochařská, Prague - Bubeneč",50.1012073,14.4243983,,,"CZK 60,000",Brick,,F,,,,,,,,,Standard,,,Personal,,,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,000","CZK 8,000",743873,3+1,10/4/2022,130 m²,Unfurnished,2,1.0,336.09,497.36,26.76,403.98,220.78,248.17,235.0,752.99,125.8,338.38,"U Akademie, Prague - Bubeneč",50.10248,14.42587,,1.0,"CZK 53,000",Brick,Very good,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,245",609192,2+kk,11/1/2022,55 m²,Fully furnished,1,,146.52,1222.18,866.83,1230.53,765.99,1175.01,856.27,590.26,603.35,682.46,Prague - Uhříněves,50.027439,14.609663,,,"CZK 30,000",Brick,New-build,A,,,1.0,1.0,,Up to 10 years,,,Luxurious,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",691082,2+kk,10/5/2022,46 m²,Unfurnished,-1,,223.32,626.58,264.4,591.09,201.26,577.54,517.14,211.77,647.19,299.82,"Na Zájezdu, Prague - Vinohrady",50.07367,14.46134,,,"CZK 15,000",Brick,Very good,,,,,,,,,,Standard,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000",742876,2+kk,11/1/2022,59 m²,Fully furnished,6,1.0,391.22,610.17,1049.57,1189.13,218.46,726.36,1015.59,962.7,115.38,217.56,Prague - Letňany,50.14071,14.51963,,,"CZK 20,000",Low-energy,New-build,B,,,1.0,1.0,1.0,Up to 10 years,,,Standard,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000",743660,Studio,11/1/2022,40 m²,Fully furnished,1,,127.95,189.43,95.89,442.02,72.23,255.04,297.51,278.73,248.55,360.93,"Roháčova, Prague - Žižkov",50.08661,14.45395,,,"CZK 20,000",Wooden,Very good,B,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,500",671000,2 bedroom,11/1/2022,104 m²,Partly,5,1.0,62.46,776.04,123.06,87.63,70.73,91.43,258.49,597.26,793.89,227.59,Prague - Krč,50.0442485,14.4501543,,,"CZK 40,000",Brick,Very good,,,,,,,,,,,,,Personal,Gas boiler,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,990","CZK 6,177",728763,2 bedroom,8/12/2022,67 m²,Fully furnished,2,,245.13,370.18,234.69,424.52,164.09,388.29,84.2,130.02,822.88,147.43,"Lvovská, Prague - Vršovice",50.06947277777,14.47482444444,,,"CZK 24,167",Brick,Very good,D,,,,,,,,,,,,Personal,,,,,"CZK 24,167",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,700",CZK 800,743743,2 bedroom,11/14/2022,49 m²,Fully furnished,2,,472.13,849.31,199.21,501.07,441.82,1013.58,369.96,248.13,894.63,336.62,"Na Výsledku I, Prague - Nusle",50.05579,14.44723,,,"CZK 33,000",Brick,Very good,C,,,,,,Over 50 years,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,000","CZK 3,500",503563,3+kk,11/1/2022,85 m²,Fully furnished,6,1.0,184.94,1119.88,4.82,557.36,122.63,426.22,125.1,357.16,286.16,99.74,"Drahobejlova, Prague - Libeň",50.1061197,14.4904433,,,"CZK 50,000",Brick,,C,,,,1.0,1.0,,,,Luxurious,,,Personal,,,Interior,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,490",CZK 299,743707,Studio,10/27/2022,33 m²,Fully furnished,3,,500.14,1329.74,654.66,2596.71,878.89,865.43,1494.93,3021.21,1136.8,388.09,"Úpická, Prague - Dolní Počernice",50.08360611111,14.56736472222,1.0,,"CZK 12,789",Brick,New-build,G,,,1.0,1.0,,,,,,,,Personal,,,,,"CZK 12,789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 34,000","CZK 6,000",743691,3+kk,10/8/2022,86 m²,Partly,3,1.0,350.53,1025.35,769.55,1940.18,375.47,1811.76,2260.15,750.14,988.33,211.64,Prague - Troja,50.11466,14.40982,,,"CZK 34,000",Brick,Very good,G,,,,1.0,1.0,,,,,,,Personal,,,Complete,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,990","CZK 3,308",743690,2+kk,10/27/2022,59 m²,Partly,,1.0,308.02,1093.09,477.39,788.53,574.54,597.14,491.38,676.88,1735.82,95.89,"Pod stolovou horou, Prague - Jinonice",50.05617305555,14.34803,,,"CZK 29,298",Other,New-build,B,,,1.0,1.0,,,,,,,,Personal,,,,,"CZK 29,298",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 5,000",743676,4+1,10/3/2022,81 m²,Partly,3,1.0,221.24,948.86,107.16,1041.07,311.37,182.25,162.55,150.75,617.35,144.1,Prague - Kunratice,50.02148,14.48806,1.0,,"CZK 23,000",Prefab concrete,Good,C,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,800","CZK 4,100",742804,2+kk,9/28/2022,54 m²,Fully furnished,1,1.0,475.53,1604.21,508.27,1499.64,587.49,1061.65,1351.51,1255.95,309.37,211.23,Prague - Vysočany,50.10759,14.51632,1.0,,"CZK 24,000",Brick,New-build,A,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,000",742787,3+kk,10/1/2022,80 m²,Partly,2,,331.81,1660.07,979.41,1921.08,754.01,1628.92,1348.19,1780.58,1255.98,766.28,Prague - Kyje,50.11548,14.56521,,,"CZK 25,000",Brick,New-build,G,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,000",540292,2+kk,10/7/2022,27 m²,Partly,2,,371.35,961.23,212.8,988.88,310.68,429.28,547.07,708.28,406.13,335.82,Prague - Střešovice,50.0891962,14.3716185,,1.0,"CZK 16,000",Brick,Very good,,,,,,,,,,Luxurious,,,Personal,Central,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000",CZK 0,741619,2 bedroom,10/1/2022,65 m²,Unfurnished,4,,153.68,772.44,118.93,117.08,40.49,207.34,343.2,505.02,270.8,614.74,Prague - Holešovice,50.10042,14.43259,,,"CZK 46,000",Brick,Very good,G,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 4,000",700121,2+kk,10/1/2022,70 m²,Fully furnished,1,1.0,225.02,508.4,498.12,492.86,257.43,504.35,1002.49,914.67,640.29,450.3,"Mattioliho, Prague - Záběhlice",50.0525289,14.5116808,1.0,,"CZK 75,000",Brick,New-build,G,,,,1.0,1.0,,,,,,,Personal,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 3,000",696519,2+kk,1/1/2023,59 m²,Partly,5,1.0,192.21,273.65,42.23,259.62,137.93,274.08,100.87,277.84,609.43,155.03,"Laubova, Prague - Vinohrady",50.07891,14.44989,1.0,1.0,"CZK 45,000",Brick,New-build,G,,,,1.0,1.0,,,,,,,Personal,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 49,000","CZK 12,000",570801,5+kk,11/1/2022,300 m²,Fully furnished,,,108.78,387.51,245.81,282.69,315.34,335.28,595.93,318.94,1800.61,442.08,"U Waltrovky, Prague - Jinonice",50.0562229,14.3687818,,1.0,"CZK 55,000",Brick,Very good,C,,,,1.0,,Up to 10 years,,,Standard,,,Personal,Gas boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,500",742161,2+kk,11/15/2022,53 m²,Unfurnished,2,1.0,323.57,962.34,242.42,636.89,346.36,660.48,373.36,617.87,946.73,449.0,Prague - Vysočany,50.10394,14.50117,1.0,,"CZK 35,000",Other,New-build,C,,,1.0,1.0,,Up to 10 years,,,Luxurious,,,,Distance,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 6,900","CZK 2,500",619886,Small studio,9/30/2022,18 m²,Partly,2,,249.79,1708.58,113.54,1390.67,390.06,1029.9,1070.5,905.99,153.29,209.21,"U Pekařky, Prague - Libeň",50.114484,14.479922,,,"CZK 15,000",Brick,Very good,D,,,,1.0,,10 to 30 years,,,,,,Personal,Gas boiler,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 1,500",406864,2+kk,11/1/2022,60 m²,Fully furnished,1,,267.72,411.12,158.25,820.92,224.92,282.86,548.34,423.55,621.23,195.96,"V Olšinách, Prague - Vršovice",50.0712949,14.4820543,,,"CZK 20,000",Brick,,,,,,,,,,,Standard,,,Personal,Electric boiler,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 3,000",713794,Studio,11/1/2022,29 m²,Partly,3,,72.17,928.49,62.47,657.79,57.04,161.06,90.0,269.83,262.88,195.72,"Bělohorská, Prague - Břevnov",50.0848285,14.3763459,1.0,,"CZK 31,000",Brick,Very good,F,,,,,,,,,,,,Other,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 130,000","CZK 15,000",657851,5+kk,11/1/2022,212 m²,Unfurnished,5,,47.35,338.16,268.77,405.29,56.59,440.45,149.29,578.87,65.72,473.48,"Pařížská, Prague - Josefov",50.09109,14.4181,1.0,,"CZK 145,000",Brick,Very good,G,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,500",CZK 0,487732,2 bedroom,9/21/2022,70 m²,Fully furnished,5,1.0,45.07,254.62,58.08,69.03,65.62,124.49,80.49,249.04,532.79,425.07,Prague - Nové Město,50.0907964,14.4344543,,,"CZK 40,000",Brick,Very good,B,,,,,,30 - 50 years,,,Luxurious,,,Personal,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
"CZK 45,000",CZK 500,705966,5+kk,11/1/2022,225 m²,Fully furnished,4,,383.4,464.91,311.5,169.02,128.56,150.33,236.84,203.18,166.7,484.8,"Štefánikova, Prague - Smíchov",50.07244,14.40378,,1.0,"CZK 90,000",Brick,Very good,G,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,800","CZK 2,700",686806,2+kk,11/1/2021,50 m²,Partly,6,,341.01,773.86,320.1,674.48,231.7,312.09,392.02,211.19,959.37,224.24,"Šluknovská, Prague - Střížkov",50.12745,14.49346,,,"CZK 15,000",Prefab concrete,Very good,C,,,,,,,,,,,,Personal,Central,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 3,300",670026,2+kk,11/1/2022,44 m²,Partly,2,1.0,242.0,1405.77,434.48,1311.82,233.48,695.96,611.05,544.66,531.26,281.92,"Františka Kadlece, Prague - Libeň",50.11547,14.47512,,,"CZK 33,000",Brick,New-build,B,,,,1.0,,,,,,,,Personal,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 1,000",743449,3+1,10/2/2022,120 m²,Unfurnished,5,1.0,3.37,382.48,13.79,325.47,76.76,155.94,171.59,183.97,525.0,322.9,"Ječná, Prague - Nové Město",50.07579,14.42297,1.0,,"CZK 60,000",Brick,Very good,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 3,500",743440,Studio,10/17/2022,49 m²,Fully furnished,4,1.0,195.61,841.27,448.29,653.26,572.89,356.2,495.04,512.37,1181.95,404.73,"Modenská, Prague - Horní Měcholupy",50.04046,14.56818,,,"CZK 40,000",Low-energy,New-build,,,,1.0,1.0,1.0,Up to 10 years,,,Luxurious,,,,Central,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 5,650",544291,2+kk,12/1/2022,68 m²,Partly,1,1.0,508.75,988.42,385.56,1243.06,644.48,342.94,508.89,792.12,1200.68,65.04,"V Třešňovce, Prague - Hrdlořezy",50.0949695,14.5022408,1.0,1.0,"CZK 41,000",Brick,Very good,,,,,1.0,,Up to 10 years,,,Standard,,,Personal,Distance,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000",CZK 900,704512,3+kk,11/1/2022,67 m²,Partly,1,,215.54,542.71,248.11,202.54,105.02,274.31,123.7,384.23,285.16,562.68,"Mánesova, Prague - Vinohrady",50.07809,14.44049,,,"CZK 30,000",Brick,Very good,G,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 1,500",540296,Studio,8/1/2022,38 m²,Unfurnished,2,1.0,328.87,550.39,296.78,869.14,876.08,495.04,770.6,639.3,895.74,648.15,"Toufarova, Prague - Stodůlky",50.04291025,14.31233705,1.0,,"CZK 40,000",Brick,New-build,B,,,1.0,,,Up to 10 years,,,Luxurious,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,000",CZK 0,587093,3+1,11/1/2022,120 m²,Fully furnished,2,,63.16,1490.61,306.36,2850.4,145.98,2222.36,2100.21,2273.06,2168.62,439.29,"K Vilkám, Prague - Dubeč",50.0545417,14.5802806,1.0,,"CZK 7,000",Brick,Very good,C,,,,,,,,,Standard,,,Personal,Gas boiler,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",742512,1 bedroom,10/1/2022,30 m²,Partly,1,,103.01,996.59,92.81,1047.11,215.23,234.49,540.97,399.39,1334.25,175.54,Prague - Košíře,50.07222,14.38777,,,"CZK 28,500",Brick,Very good,G,,,,,,,,,,,,Personal,Electric boiler,,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000",CZK 600,663030,1 bedroom,10/3/2022,49 m²,Partly,4,,93.6,308.34,87.56,711.05,122.3,611.59,231.33,146.44,595.07,407.88,"Jana Masaryka, Prague - Vinohrady",50.07259,14.44094,,,"CZK 18,000",Brick,Very good,G,,,,,,Over 50 years,,,Standard,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,235","CZK 1,026",742461,2+kk,9/26/2022,54 m²,Partly,3,,18.5,371.18,6.53,190.2,36.0,307.18,237.06,563.57,255.25,269.42,Prague - Vysočany,50.11091,14.50469,,,"CZK 60,000",Brick,Good,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,800","CZK 2,000",594155,2 bedroom,9/28/2022,70 m²,Partly,5,1.0,180.45,297.95,31.26,18.69,38.85,70.81,283.36,496.63,63.69,291.86,"Vítězné Náměstí, Prague - Bubeneč",50.100844,14.397107,,,"CZK 30,000",Brick,Very good,G,,,,,,Over 50 years,,,Standard,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
