Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Age,Design,Heating,Total number of floors,Renovation,New building,Front garden,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
718492,"CZK 14,250",50.0705847,14.4064774,"Jindřicha Plachty, Prague - Smíchov",1 bedroom with open-plan kitchen,,70 m²,"CZK 4,750",,,,Furnished,3,No,No,No,No,No,Yes,No,01. 07. 2022,,185,620,138,274,86,216,657,"1,148","1,019",505,,,,,,,,,,,,
581839,"CZK 17,400",50.128615,14.483932,"Březenská, Prague - Libeň",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 3,550","CZK 55,000",Personal,Low-energy building,Furnished,2,No,No,No,No,Yes,Yes,Yes,18. 05. 2022,B,163,"1,180",257,"1,235",458,249,195,728,919,192,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,Yes,,,,,,
718489,"CZK 14,490",50.11847972222,14.47255944444,"Střížkovská, Prague - Libeň",Studio,Excellent,45 m²,"CZK 1,920","CZK 16,410",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,,C,310,"1,228",368,328,614,741,"1,262","1,226",820,,,,,,,,,"CZK 16,410

                                
                                
                
i",,,,
718486,"CZK 8,800",50.04094,14.42202,"U Háje, Prague - Braník",Studio,Excellent,30 m²,"CZK 1,700","CZK 10,500",Personal,Brick building,Partially furnished,,No,Yes,No,No,No,No,No,13. 05. 2022,G,25,"1,164",624,"1,483",488,"1,109",936,842,"1,150",324,,,,,,,,,,,,
717932,"CZK 44,625",50.0769346,14.4169603,"Na Zbořenci, Prague - Nové Město",1 bedroom with open-plan kitchen,,75 m²,"CZK 14,875",,,,Furnished,6,No,Yes,No,No,No,Yes,No,31. 05. 2022,,168,319,99,227,101,409,227,243,632,429,,,,,,,,,,,,
718485,"CZK 34,128",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",1 bedroom,,42 m²,"CZK 11,376",,,,Furnished,5,No,No,No,No,No,Yes,Yes,12. 06. 2022,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,
549364,"CZK 9,500",50.0077702,14.4286571,"Nikoly Vapcarova, Prague - Modřany",Studio,,33 m²,"CZK 2,600","CZK 10,000",Cooperative,Prefab concrete building,Partially furnished,3,No,No,Yes,No,No,Yes,No,29. 01. 2021,B,222,847,228,836,166,921,421,283,387,127,,,Central heating,Middle floor,,,,,,,,
715590,"CZK 43,775",50.09912,14.43261,Prague - Holešovice,3 bedroom with open-plan kitchen,New build,113 m²,"CZK 5,500","CZK 87,550",Personal,Brick building,Unfurnished,4,No,No,Yes,No,No,Yes,No,01. 06. 2022,A,54,722,20,64,99,38,187,"1,475",177,471,,,,,,,,,,,,
555503,"CZK 14,000",50.1566039,14.5179686,"Theinova, Prague - Čakovice",Studio,,57 m²,"CZK 3,700","CZK 28,000",Personal,Brick building,Partially furnished,1,No,Yes,Yes,No,No,Yes,No,01. 07. 2022,,351,883,82,62,"1,467",853,131,125,,,,,,,,Yes,,,,,,
714237,"CZK 36,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,94 m²,CZK 133,"CZK 72,000",Personal,Other,Furnished,11,No,Yes,Yes,No,Yes,Yes,Yes,10. 07. 2022,A,,,,,,,,,,,,,,,,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,1115,
714245,"CZK 14,900",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",Studio,Excellent,31 m²,CZK 133,"CZK 29,800",Personal,Other,Unfurnished,11,Yes,No,Yes,No,Yes,Yes,No,25. 06. 2022,A,,,,,,,,,,,,,,,,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,1103,
714255,"CZK 19,000",50.07202,14.44518,"Francouzská, Prague - Vinohrady",Studio,Excellent,40 m²,CZK 133,"CZK 38,000",Personal,Brick building,Unfurnished,1,No,Yes,No,No,No,No,No,12. 05. 2022,A,,,,,,,,,,,,,,,,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,F003,
716856,"CZK 33,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,94 m²,CZK 133,"CZK 66,000",Personal,Other,Furnished,13,No,Yes,Yes,No,Yes,Yes,No,24. 06. 2022,A,,,,,,,,,,,,,,,,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,1314,
257303,"CZK 18,000",50.0702435,14.3993777,"Na Zatlance, Prague - Smíchov",1 bedroom with open-plan kitchen,,49 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Furnished,3,No,No,Yes,No,No,No,No,01. 07. 2022,,329,223,215,246,224,306,73,691,743,262,over 50 years years,Standard materials and solutions,Other,Middle floor,Interior,,,,,,,
718470,"CZK 13,500",50.0465,14.44259,"U Nových domů Ⅲ, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 4,000","CZK 18,000",Personal,Brick building,Partially furnished,,No,No,Yes,Yes,No,Yes,No,01. 06. 2022,C,282,417,110,392,137,349,174,582,578,323,,,,,,,,,,,,
366694,"CZK 8,000",50.0434577,14.455405,"Počátecká, Prague - Michle",Small studio,,20 m²,"CZK 2,000","CZK 10,000",Personal,Brick building,Unfurnished,1,No,Yes,No,No,No,No,No,01. 06. 2022,B,170,783,558,473,172,232,276,608,694,152,,Standard materials and solutions,Central heating,Middle floor,Exterior,,,,,,,
718473,"CZK 18,934",50.0753237,14.4575982,"Korunní, Prague - Vinohrady",Studio,,29 m²,"CZK 6,311",,,,Furnished,1,No,No,No,No,No,Yes,No,19. 06. 2022,,159,612,67,290,33,373,307,359,795,244,,,,,,,,,,,,
718468,"CZK 18,500",50.06941,14.43306,"U Zvonařky, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 4,500","CZK 25,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 08. 2022,D,5,504,82,513,147,567,412,435,420,507,,,,,,,,,,,,
718450,"CZK 10,000",50.06956,14.4562,"Holandská, Prague - Vršovice",Small studio,Excellent,19 m²,CZK 650,"CZK 20,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,16. 05. 2022,G,130,326,37,102,55,100,183,201,400,214,,,,,,,,,,,,
718466,"CZK 19,000",50.1307421,14.4956911,"Zakšínská, Prague - Střížkov",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 1,300","CZK 20,000",Personal,Brick building,Furnished,5,No,No,No,Yes,No,Yes,No,01. 07. 2022,G,531,"1,050",259,"1,026",767,666,550,581,"1,348",125,,,,,,,,,,,,
436864,"CZK 25,500",50.0708474,14.4421603,"Šmilovského, Prague - Vinohrady",2 bedroom with open-plan kitchen,,110 m²,"CZK 1,000","CZK 25,500",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,01. 07. 2022,D,387,596,166,834,124,800,440,109,584,265,,,,,,,,,,,,
126632,"CZK 18,000",50.0543548,14.3533083,"Za Zámečkem, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 5,000","CZK 29,999",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,Yes,27. 06. 2022,,445,855,63,754,391,547,248,742,"1,261",539,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,,,,,,,,
673770,"CZK 14,900",50.1281,14.423,"Lešenská, Prague - Troja",3 bedroom,Excellent,74 m²,"CZK 5,600","CZK 20,500",Personal,Prefab concrete building,Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 08. 2021,G,428,502,258,572,328,444,584,865,950,205,,,,,,,,,,,,
665290,"CZK 11,000",50.08468,14.45434,"Havlíčkovo náměstí, Prague - Žižkov",1 bedroom,Excellent,32 m²,CZK 930,"CZK 20,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,26. 05. 2021,B,128,359,17,326,38,166,59,190,433,218,,,,,,,,,,,,
482525,"CZK 18,250",50.086769801288,14.345216747607,"Brunclíkova, Prague - Břevnov",2 bedroom,Excellent,53 m²,"CZK 4,250","CZK 30,000",Personal,Prefab concrete building,Partially furnished,7,Yes,No,No,No,No,No,No,01. 06. 2022,D,15,602,259,337,121,355,258,231,636,171,1 to 10 years years,,District heating,Top floor,Overall,,,,,,,
601619,"CZK 26,000",50.074884,14.390641,"Švédská, Prague - Smíchov",3 bedroom,Excellent,92 m²,"CZK 3,500","CZK 26,000",Personal,Brick building,Furnished,3,No,Yes,No,No,No,No,No,13. 04. 2020,C,55,"1,308",262,"1,216",509,"1,167",801,529,"1,238",581,over 50 years years,Standard materials and solutions,Central heating,Ground floor,Overall,,450 m²,,,,,
714283,"CZK 21,900",50.05814,14.37359,"Nyklíčkova, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,42 m²,"CZK 4,000",CZK 2,Personal,Brick building,Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,03. 05. 2022,C,156,365,313,"1,248",325,427,967,164,"1,424",210,,,,,,,,,,,,
672495,"CZK 17,000",50.10288,14.50127,"Na Harfě, Prague - Vysočany",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Furnished,2,Yes,No,No,No,Yes,Yes,No,22. 06. 2022,G,302,"1,092",220,635,368,536,366,857,"1,039",584,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Overall,Yes,,,,,,
698222,"CZK 14,000",50.03826,14.34216,"Borovanského, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 4,000","CZK 30,000",Personal,Prefab concrete building,Partially furnished,3,No,No,No,No,Yes,Yes,No,10. 01. 2022,G,328,274,280,"1,113",441,315,286,412,432,94,,,,,,,,,,,,
605938,"CZK 17,000",50.106098,14.43089,Prague - Bubeneč,2 bedroom,Excellent,55 m²,CZK 750,"CZK 17,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,Yes,No,15. 07. 2022,A,785,"1,111","1,348",124,"1,058","1,089",838,599,,,,Standard materials and solutions,Gas boiler,Middle floor,Overall,,50 m²,,,,,
291697,"CZK 12,800",50.0517467,14.5312487,"Hornoměcholupská, Prague - Hostivař",1 bedroom with open-plan kitchen,,32 m²,"CZK 1,800",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,,,201,"1,126",476,"1,078",112,"1,130",566,635,499,503,,,,,,,,,,,,
717523,"CZK 20,000",50.02973,14.59703,"Oty Bubeníčka, Prague - Uhříněves",Studio,New build,32 m²,"CZK 3,000","CZK 50,000",Personal,Brick building,Furnished,3,No,No,Yes,Yes,Yes,Yes,No,15. 06. 2022,B,153,292,295,401,213,265,711,814,918,101,,,,,,,,,,,,
718455,"CZK 12,000",50.10238,14.50301,"Freyova, Prague - Vysočany",1 bedroom with open-plan kitchen,Excellent,37 m²,CZK 500,"CZK 12,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,20. 05. 2022,G,90,"1,051",2,560,175,573,129,816,"1,034",544,,Standard materials and solutions,Gas boiler,Ground floor,Overall,,,,,,,
616335,"CZK 47,000",50.104941,14.371193,Prague - Dejvice,4 bedroom,Excellent,150 m²,"CZK 7,000","CZK 50,000",Personal,Brick building,Partially furnished,1,Yes,Yes,No,No,No,No,No,01. 06. 2022,A,182,"1,435",159,"1,072",168,149,446,579,420,195,,Premium materials and solutions,Gas boiler,Raised ground floor,Overall,,150 m²,,,,,
717733,"CZK 12,500",50.06077,14.39233,"Štorkánova, Prague - Smíchov",1 bedroom,Good,35 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,08. 05. 2022,G,185,648,608,483,284,"1,063",573,339,476,220,,,,,,,,,,,,
534737,"CZK 15,600",50.105589,14.538816,"Zelenečská, Prague - Hloubětín",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 2,350","CZK 35,900",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,No,No,30. 06. 2022,C,43,36,47,54,235,109,495,417,295,266,1 to 10 years years,Premium materials and solutions,District heating,Top floor,Overall,,,,,,,
718452,"CZK 14,500",50.06571,14.30707,"Bazovského, Prague - Řepy",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 4,500","CZK 29,000",Personal,Prefab concrete building,Partially furnished,,No,No,Yes,No,No,Yes,No,13. 05. 2022,C,235,323,182,366,53,275,448,328,"1,496",381,,,,,,,,,,,,
615750,"CZK 15,000",50.039692,14.458488,"Budějovická, Prague - Krč",Studio,New build,42 m²,"CZK 2,800","CZK 30,000",Personal,Brick building,Furnished,1,No,Yes,Yes,No,Yes,No,No,01. 06. 2022,C,246,"1,206",383,929,252,529,888,"1,030","1,164",582,1 to 10 years years,Premium materials and solutions,District heating,Ground floor,Overall,,17 m²,,,,,
718446,"CZK 10,000",50.12639,14.42051,"Hnězdenská, Prague - Troja",Studio,Excellent,40 m²,"CZK 4,389","CZK 20,000",Personal,Prefab concrete building,Partially furnished,4,No,No,No,No,No,No,No,01. 06. 2022,B,231,254,267,324,118,268,776,965,"1,244",396,,,,,,,,,,,,
718444,"CZK 14,118",50.08897,14.37166,"Ve Střešovičkách, Prague - Střešovice",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 4,516","CZK 28,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 06. 2022,B,377,951,199,"1,014",321,419,574,698,412,320,,,,,,,,,,,,
175966,"CZK 13,000",50.0470514,14.3144383,"Klukovická, Prague - Stodůlky",1 bedroom with open-plan kitchen,,43 m²,"CZK 4,000",,Personal,Prefab concrete building,Furnished,4,No,No,No,No,No,No,No,,,208,448,319,685,365,232,637,172,478,216,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,,
501454,"CZK 17,500",50.090267,14.4711521,"Rečkova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Furnished,7,No,Yes,Yes,No,No,Yes,No,01. 06. 2022,,105,924,70,269,77,242,343,298,546,416,,Standard materials and solutions,Gas boiler,,Overall,,,,,,,
688240,"CZK 20,000",50.05428,14.5265,"Vladycká, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 2,600","CZK 40,000",Personal,Brick building,Furnished,1,Yes,No,No,No,No,Yes,No,15. 06. 2022,G,267,816,120,779,414,820,"1,153",525,373,376,,Standard materials and solutions,,Middle floor,Interior,,,,,,,
658726,"CZK 25,000",50.10878,14.39881,"Albánská, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,Partially furnished,2,No,No,No,Yes,Yes,No,No,01. 08. 2021,B,274,"1,410",291,719,330,693,370,343,787,147,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,,
718439,"CZK 12,000",50.02656,14.45334,"Ružinovská, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 1,000","CZK 15,000",Personal,Prefab concrete building,Furnished,7,No,No,No,No,No,Yes,No,13. 05. 2022,C,196,"1,054",129,485,707,668,"1,302",117,138,,,,,,,,,,,,,
573663,"CZK 18,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 4,500","CZK 30,000",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,C,188,582,118,232,196,272,254,118,913,245,1 to 10 years years,Premium materials and solutions,Central heating,Top floor,,Yes,,,,,,
718437,"CZK 30,000",50.0862376,14.4435427,"Řehořova, Prague - Žižkov",4 bedroom,,120 m²,"CZK 10,000",,,,Furnished,6,No,Yes,No,No,No,Yes,No,01. 07. 2022,,482,754,346,457,298,741,433,473,526,783,,,,,,,,,,,,
718431,"CZK 13,000",50.02167,14.48816,"Jana Růžičky, Prague - Kunratice",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,200","CZK 15,000",Personal,Prefab concrete building,Unfurnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,G,161,890,46,983,329,122,201,131,574,186,,,District heating,Middle floor,Interior,,,,,,,
617044,"CZK 21,500",50.076949,14.4649,"Písecká, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,000","CZK 25,500",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,F,197,200,66,307,120,375,159,672,203,172,30 to 50 years years,Premium materials and solutions,Gas boiler,Raised ground floor,Interior,,,,,,,
680915,"CZK 29,000",50.09174,14.44246,"Prvního pluku, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500","CZK 32,500",Personal,Brick building,Furnished,1,No,Yes,Yes,No,Yes,No,No,01. 06. 2022,G,208,408,151,207,58,181,363,930,293,284,,,,,,,,,,,,
718429,"CZK 16,500",50.05152,14.46019,"Vnější, Prague - Michle",1 bedroom,Excellent,53 m²,"CZK 4,000","CZK 16,500",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,20. 05. 2022,C,275,944,371,956,245,835,564,658,865,455,,,,,,,,,,,,
476207,"CZK 26,000",50.0648387,14.4266126,"Nezamyslova, Prague - Nusle",2 bedroom,,80 m²,,"CZK 50,000",Personal,Brick building,Furnished,4,Yes,No,No,No,No,No,No,,,118,606,34,402,51,332,587,637,455,268,,,Central heating,Top floor,Interior,,,,,,,
718427,"CZK 20,500",50.06544,14.36988,"Destinové, Prague - Košíře",2 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,500","CZK 50,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,01. 06. 2022,G,169,"1,001",636,810,784,841,245,985,995,314,,,,,,,,,,,,
717519,"CZK 15,000",50.1272,14.49618,"Varnsdorfská, Prague - Střížkov",1 bedroom with open-plan kitchen,Excellent,31 m²,"CZK 4,000","CZK 30,000",Personal,Prefab concrete building,Furnished,3,Yes,No,Yes,Yes,No,Yes,No,07. 05. 2022,G,202,625,263,550,331,308,176,262,"1,093",135,,,,,,,,,,,,
716016,"CZK 27,000",50.08622,14.44951,"Dalimilova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,300","CZK 54,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,F,250,377,223,384,63,344,89,302,89,726,,,,,,,,,,,,
718364,"CZK 25,000",50.08156,14.64289,"Nesměřická, Prague - Újezd nad Lesy",Other,Excellent,30 m²,,CZK 500,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,12. 05. 2022,G,359,851,433,768,887,703,310,,,,,,,,,,,,,,,
710940,"CZK 31,500",50.0959448,14.453085513058,"Rohanské nábřeží, Prague - Karlín",2 bedroom with open-plan kitchen,New build,80 m²,"CZK 6,000","CZK 20,000",Personal,Prefab concrete building,Furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,G,327,632,307,307,206,444,677,553,540,,1 to 10 years years,,District heating,,,,,,,,,
663508,"CZK 13,000",50.0586,14.3773,Prague - Jinonice,Studio,New build,27 m²,"CZK 3,000","CZK 20,000",Personal,Other,Furnished,1,No,Yes,No,No,No,Yes,No,16. 05. 2022,D,224,560,239,988,377,755,"1,151",453,"1,165",130,,,,,,,,,,,,
710751,"CZK 14,500",50.06853,14.38762,"Nad Popelkou, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 950,"CZK 29,000",Personal,Brick building,Partially furnished,,No,No,Yes,No,No,No,No,01. 07. 2022,F,52,986,661,"1,180",625,"1,073",698,"1,065",537,177,,,Other,Ground floor,Overall,,,,,,,
718111,"CZK 45,000",50.06554,14.40191,"Na Doubkové, Prague - Smíchov",2 bedroom with open-plan kitchen,Excellent,130 m²,"CZK 5,000","CZK 90,000",Personal,Brick building,Partially furnished,2,No,Yes,Yes,No,Yes,Yes,Yes,01. 07. 2022,A,302,544,276,801,440,554,336,432,691,372,,,,,,,,,,,,
718417,"CZK 29,815",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",1 bedroom,,58 m²,"CZK 9,938",,,,Furnished,3,No,Yes,No,No,No,Yes,Yes,28. 05. 2022,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,
478637,"CZK 24,500",50.097891,14.4666881,"K Olympiku, Prague - Karlín",2 bedroom with open-plan kitchen,Excellent,66 m²,"CZK 5,500","CZK 50,000",Cooperative,Prefab concrete building,Furnished,3,No,No,No,Yes,No,No,No,01. 07. 2022,C,119,977,162,923,177,712,704,449,682,283,1 to 10 years years,,District heating,Middle floor,Overall,,,,,,,
717671,"CZK 30,744",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",1 bedroom,,45 m²,"CZK 10,248",,,,Furnished,2,No,No,No,No,No,Yes,Yes,05. 06. 2022,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,
717678,"CZK 34,416",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,,44 m²,"CZK 11,472",,,,Furnished,3,No,No,No,No,No,Yes,Yes,08. 06. 2022,,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,,
717682,"CZK 47,340",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,,69 m²,"CZK 15,780",,,,Furnished,6,Yes,Yes,No,No,No,Yes,No,16. 05. 2022,,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,,
717679,"CZK 30,956",50.0726658,14.3919787,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,,46 m²,"CZK 10,318",,,,Furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,,185,"1,028",126,719,138,845,205,903,"1,057",128,,,,,,,,,,,,
717659,"CZK 46,103",50.0840648,14.4187033,"Jilská, Prague - Staré Město",1 bedroom with open-plan kitchen,,53 m²,"CZK 15,367",,,,Furnished,3,No,No,No,No,No,Yes,No,06. 06. 2022,,298,541,99,261,14,253,193,593,251,217,,,,,,,,,,,,
717646,"CZK 39,971",50.0877117,14.4091678,"U Lužického semináře, Prague - Malá Strana",2 bedroom,,56 m²,"CZK 13,324",,,,Furnished,1,No,Yes,No,No,No,No,No,03. 06. 2022,,337,356,19,335,43,634,392,362,865,215,,,,,,,,,,,,
717648,"CZK 39,600",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,,46 m²,"CZK 13,200",,,,Furnished,2,No,No,No,No,No,No,No,07. 06. 2022,,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,
717652,"CZK 37,125",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,90 m²,"CZK 12,375",,,,Furnished,2,No,No,No,No,No,Yes,No,30. 06. 2022,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,
717597,"CZK 37,425",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",1 bedroom,,30 m²,"CZK 12,475",,,,Furnished,2,No,No,No,No,No,Yes,No,30. 05. 2022,,22,463,81,96,72,158,361,436,384,451,,,,,,,,,,,,
717616,"CZK 51,225",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,075",,,,Furnished,4,No,No,No,No,No,Yes,Yes,05. 06. 2022,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,
717703,"CZK 51,000",50.0903205,14.4200069,"Elišky Krásnohorské, Prague - Josefov",2 bedroom,,110 m²,"CZK 17,000",,,,Furnished,5,No,No,No,No,No,Yes,No,25. 06. 2022,,110,373,218,256,23,273,141,384,214,476,,,,,,,,,,,,
717635,"CZK 33,675",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 11,225",,,,Furnished,3,No,No,No,No,No,Yes,No,16. 05. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,
