Listing ID,Price,Latitude,Longitude,District,Layout,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Floor Space,Refundable security deposit,Ownership Type,Building Type,Heating,Renovation,PENB,Age,Total number of floors,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
708538,"CZK 20,000",50.05829,14.42337,"Sinkulova, Prague - Podolí",1 bedroom with open-plan kitchen,,Furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,185,417,282,396,84,395,414,504,364,399,Excellent,73 m²,"CZK 40,000",Personal,Brick building,,,B,,,,,,,,,,
708536,"CZK 10,300",50.0647,14.45068,"Novgorodská, Prague - Vršovice",Small studio,"CZK 1,800",Unfurnished,4,No,No,No,No,No,No,No,01. 03. 2022,209,578,211,701,194,420,362,550,366,544,Good,28 m²,"CZK 15,000",Personal,Brick building,,,C,,,,,,,,,,
708487,"CZK 17,000",50.1505292,14.5195579,"Ke Stadionu, Prague - Čakovice",2 bedroom with open-plan kitchen,"CZK 5,000",Furnished,4,No,No,Yes,Yes,No,Yes,No,11. 04. 2022,173,393,331,851,"1,155",333,"1,064","1,182",166,,Excellent,80 m²,"CZK 40,000",Personal,Prefab concrete building,District heating,,E,,,,,,,,,,
473481,"CZK 16,500",50.0673575,14.4344555,"Sarajevská, Prague - Vinohrady",2 bedroom,"CZK 1,500",Partially furnished,3,No,No,No,No,No,No,No,01. 03. 2022,220,721,217,737,229,845,722,666,535,622,,72 m²,"CZK 16,500",Personal,Brick building,Gas boiler,,,,Middle floor,Standard materials and solutions,,,,,,,
707936,"CZK 15,000",50.08847,14.36782,"Ve Střešovičkách, Prague - Břevnov",2 bedroom,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 03. 2022,245,674,162,764,213,142,260,728,687,559,Excellent,71 m²,"CZK 15,000",Personal,Brick building,,,G,,,,,,,,,,
708484,"CZK 15,000",50.0165242,14.4400853,"Krhanická, Prague - Kamýk",2 bedroom,"CZK 4,500",Partially furnished,14,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,270,"1,010",62,"1,256",784,294,399,481,799,333,Excellent,60 m²,"CZK 19,500",Personal,Prefab concrete building,,,G,,,,,,,,,,
708483,"CZK 14,000",50.03357,14.38767,"Geologická, Prague - Hlubočepy",1 bedroom with open-plan kitchen,"CZK 4,000",Partially furnished,3,No,No,No,Yes,No,Yes,Yes,14. 03. 2022,147,"1,031",404,939,235,997,"1,164","1,149","1,117",499,Excellent,59 m²,"CZK 28,000",Personal,Brick building,,,C,,,,,,,,,,
708480,"CZK 15,000",50.09793,14.3627,"Súdánská, Prague - Vokovice",2 bedroom,"CZK 5,500",Unfurnished,3,No,No,Yes,Yes,No,Yes,No,07. 03. 2022,103,180,269,255,232,280,515,313,"1,414",374,Excellent,53 m²,"CZK 25,000",Personal,Prefab concrete building,,,G,,,,,,,,,,
452423,"CZK 16,000",50.042408727709,14.501374404321,"Šternovská, Prague - Chodov",2 bedroom with open-plan kitchen,"CZK 5,600",Partially furnished,2,No,No,No,No,Yes,Yes,No,01. 04. 2022,186,"1,216",714,"1,472",250,694,617,647,466,128,New build,85 m²,"CZK 40,000",Cooperative,Brick building,District heating,,C,10 to 30 years years,Middle floor,Standard materials and solutions,,,,,,,
483455,"CZK 22,000",50.0705361,14.4187017,Prague - Nové Město,1 bedroom with open-plan kitchen,"CZK 1,500",Furnished,3,Yes,Yes,No,No,No,No,No,,72,605,100,46,4,142,189,148,260,382,,52 m²,,Personal,Brick building,,,G,,,,,,,,,,
588242,"CZK 17,500",50.070249,14.380355,"Prachnerova, Prague - Košíře",1 bedroom with open-plan kitchen,"CZK 3,890",Partially furnished,3,Yes,Yes,No,No,No,Yes,Yes,20. 12. 2019,58,590,37,746,104,854,124,612,"1,010",343,New build,48 m²,"CZK 35,000",Personal,Other,Central heating,,A,1 to 10 years years,Middle floor,Premium materials and solutions,,,,,,,
659383,"CZK 20,000",50.10766,14.44706,"Ortenovo náměstí, Prague - Holešovice",2 bedroom,"CZK 3,500",Partially furnished,1,No,No,No,No,No,Yes,No,01. 03. 2022,19,488,114,488,208,308,207,848,402,134,Excellent,70 m²,"CZK 23,500",Personal,Brick building,,,G,,,,,,,,,,
700492,"CZK 15,500",50.06234,14.44805,"U Křížku, Prague - Nusle",1 bedroom,CZK 550,Partially furnished,6,Yes,No,No,No,No,Yes,No,01. 04. 2022,189,848,224,560,204,598,681,515,786,572,Excellent,50 m²,"CZK 31,000",Personal,Brick building,,,G,,,,,,,,,,
629913,"CZK 12,000",50.139309,14.480638,"Nad Akcízem, Prague - Ďáblice",Studio,"CZK 3,200",Furnished,1,No,Yes,No,No,No,No,Yes,14. 03. 2022,321,856,614,566,853,"1,146",860,650,530,,New build,46 m²,"CZK 19,949",Personal,Brick building,,,A,,Ground floor,,-1 m²,,,,,,
501361,"CZK 14,000",50.0896796,14.4690313,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,"CZK 3,000",Furnished,5,No,No,Yes,No,No,No,No,01. 03. 2022,72,734,73,80,48,53,356,394,438,374,,42 m²,"CZK 20,000",Personal,Brick building,Other,Interior,,1 to 10 years years,Top floor,Standard materials and solutions,,,,,,,
705787,"CZK 11,500",50.06866,14.36906,"Pod Školou, Prague - Košíře",Studio,"CZK 3,000",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 04. 2022,283,799,333,455,290,348,191,"1,116",488,441,Excellent,30 m²,"CZK 11,500",Personal,Brick building,,,D,,,,,,,,,,
708451,"CZK 17,000",50.06309,14.44699,"U Pernštejnských, Prague - Nusle",1 bedroom with open-plan kitchen,"CZK 3,660",Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 04. 2022,310,735,349,439,325,481,623,636,802,693,Excellent,48 m²,"CZK 20,660",Personal,Brick building,,,C,,,,,,,,,,
708448,"CZK 11,500",50.14269,14.57575,"Českodubská, Prague - Vinoř",1 bedroom with open-plan kitchen,"CZK 3,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 03. 2022,289,362,894,432,876,773,660,438,97,,Excellent,38 m²,"CZK 15,000",Personal,Brick building,,,G,,,,,,,,,,
708447,"CZK 11,000",50.07476,14.45527,"Sobotecká, Prague - Vinohrady",1 bedroom,"CZK 2,500",Unfurnished,4,No,No,No,No,No,Yes,No,27. 02. 2022,172,525,64,382,79,278,222,518,638,7,Good,30 m²,"CZK 11,000",Cooperative,Brick building,,,G,,,,,,,,,,
707887,"CZK 22,000",50.09427,14.45186,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,"CZK 1,000",Unfurnished,3,No,No,No,No,No,Yes,No,22. 02. 2022,24,328,2,54,39,135,637,"1,271",291,374,Excellent,77 m²,"CZK 25,000",Personal,Brick building,,,G,,,,,,,,,,
583726,"CZK 16,000",50.078299,14.459112,"Sudoměřská, Prague - Žižkov",1 bedroom with open-plan kitchen,"CZK 3,100",Furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,162,361,105,219,130,170,647,472,736,207,Excellent,60 m²,"CZK 16,000",Personal,Brick building,,,B,,,,,,,,,,
708437,"CZK 19,500",50.1084,14.39521,"Terronská, Prague - Bubeneč",2 bedroom with open-plan kitchen,"CZK 4,619",Partially furnished,1,No,No,Yes,No,No,No,No,06. 05. 2022,96,"1,252",61,629,51,413,305,393,507,206,Excellent,62 m²,"CZK 19,500",Personal,Brick building,,,G,,,,,,,,,,
708415,"CZK 13,500",50.07307,14.50968,"Mirošovická, Prague - Strašnice",2 bedroom,"CZK 3,500",Partially furnished,3,No,No,No,No,No,No,No,01. 03. 2022,176,"1,450",483,"1,433",268,671,557,793,"1,419",399,Excellent,42 m²,"CZK 27,000",Cooperative,Brick building,Gas boiler,Overall,G,30 to 50 years years,,Standard materials and solutions,,,,,,,
706382,"CZK 15,000",50.09826,14.34499,"Na Volánové, Prague - Vokovice",1 bedroom with open-plan kitchen,"CZK 3,500",Partially furnished,,No,No,Yes,No,No,No,No,15. 02. 2022,290,"1,386",284,864,96,470,296,409,357,64,New build,46 m²,"CZK 30,000",Personal,Brick building,,,C,,,,,,,,,,
643571,"CZK 11,500",50.111758,14.554104,"Za černým mostem, Prague - Hloubětín",Studio,"CZK 1,500",Partially furnished,,No,No,No,No,No,No,No,22. 02. 2022,404,"1,222",565,243,"1,176",678,"1,233",584,,,New build,37 m²,"CZK 23,000",Personal,Brick building,Central heating,,A,1 to 10 years years,Ground floor,Standard materials and solutions,15 m²,,,,,,
708407,"CZK 14,500",50.05762,14.49675,"Jetelová, Prague - Záběhlice",1 bedroom with open-plan kitchen,"CZK 3,600",Partially furnished,5,Yes,No,No,No,No,Yes,Yes,01. 04. 2022,148,504,161,809,381,130,297,697,317,153,New build,50 m²,"CZK 20,000",Personal,Brick building,,,G,,,,,,,,,,
705518,"CZK 19,900",50.07811,14.45841,"Baranova, Prague - Žižkov",2 bedroom,"CZK 2,800",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,21. 03. 2022,93,424,71,166,75,234,545,652,799,286,Excellent,74 m²,"CZK 22,700",Personal,Brick building,Central heating,Interior,G,,Middle floor,Premium materials and solutions,2 m²,,,,,,
707536,"CZK 14,000",50.09927,14.38351,"Velvarská, Prague - Dejvice",1 bedroom with open-plan kitchen,CZK 400,Furnished,-1,No,No,No,No,No,No,No,01. 03. 2022,245,"1,002",419,407,376,889,809,223,"1,169",467,New build,44 m²,"CZK 14,000",Personal,Brick building,Electric boiler,Overall,A,,,,,,,,,,
707808,"CZK 16,500",50.13499,14.47261,"Šimůnkova, Prague - Kobylisy",3 bedroom,"CZK 3,500",Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,184,999,372,"1,096",333,974,465,228,"1,222",163,Excellent,65 m²,"CZK 20,000",Personal,Prefab concrete building,,,D,,,,,,,,,,
707806,"CZK 53,000",50.06149,14.36633,"Na Pomezí, Prague - Košíře",4 bedroom,"CZK 16,000",Unfurnished,,No,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,198,901,894,"1,454","1,077",988,476,505,"1,076",337,New build,159 m²,"CZK 69,000",Personal,Low-energy building,District heating,,B,1 to 10 years years,Ground floor,Premium materials and solutions,221 m²,Yes,,,,,
708393,"CZK 11,000",50.0596288,14.446459273258,Prague - Nusle,Studio,"CZK 2,400",Furnished,3,No,No,No,No,No,No,No,01. 03. 2022,252,"1,011",50,462,265,813,545,694,734,281,Good,20 m²,"CZK 10,000",Personal,Other,,,A,,,,,,,,,,
707785,"CZK 18,000",50.08678,14.45512,"Roháčova, Prague - Žižkov",2 bedroom,CZK 300,Partially furnished,1,Yes,No,No,No,No,No,No,21. 02. 2022,55,105,21,581,35,170,189,220,163,360,Excellent,67 m²,"CZK 30,000",Cooperative,Brick building,,,G,,,,,,,,,,
548310,"CZK 15,100",50.0884157,14.4643962,"Žerotínova, Prague - Žižkov",1 bedroom,"CZK 1,500",Unfurnished,2,No,No,No,No,No,No,No,01. 03. 2022,243,665,254,239,166,379,602,597,543,388,Excellent,46 m²,"CZK 30,000",Personal,Brick building,Gas boiler,Overall,,,Middle floor,Premium materials and solutions,,,,,,,
290196,"CZK 12,000",50.0863558,14.4597572,"Jeseniova, Prague - Žižkov",Studio,"CZK 2,500",Furnished,1,No,No,No,No,No,No,No,,148,378,49,568,362,350,283,319,451,176,,38 m²,,Personal,Brick building,,,,,,,,,,,,,
707767,"CZK 15,000",50.03345,14.61061,"Václava Trojana, Prague - Uhříněves",2 bedroom with open-plan kitchen,"CZK 4,500",Partially furnished,5,No,Yes,Yes,No,No,Yes,Yes,01. 04. 2022,134,"1,224",357,"1,233",731,"1,177",749,"1,252",894,164,New build,73 m²,"CZK 30,000",Personal,Brick building,,,G,,,,,,,,,,
581272,"CZK 12,500",50.010477,14.448764,"Smotlachova, Prague - Kamýk",1 bedroom with open-plan kitchen,"CZK 3,300",Partially furnished,12,No,No,Yes,No,No,Yes,No,01. 03. 2022,531,"1,218",548,501,"1,095",493,856,541,261,,Excellent,42 m²,"CZK 25,000",Personal,Prefab concrete building,District heating,Overall,C,,Top floor,Standard materials and solutions,,,,,,,
396329,"CZK 22,000",50.074603057385,14.316885061377,"Třanovského, Prague - Řepy",2 bedroom with open-plan kitchen,"CZK 3,500",Partially furnished,1,No,No,Yes,No,Yes,No,No,21. 02. 2022,214,717,181,"1,370","1,195",334,446,352,,,Excellent,92 m²,"CZK 22,000",Personal,Brick building,Gas boiler,Overall,,,,Standard materials and solutions,50 m²,,,,,,
705442,"CZK 16,500",50.06164,14.36178,"Naskové, Prague - Košíře",1 bedroom with open-plan kitchen,"CZK 3,500",Furnished,4,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,449,"1,154","1,147",965,"1,241",791,422,"1,082",653,,New build,47 m²,"CZK 33,000",Personal,Prefab concrete building,,,B,,,,,,,,,,
363750,"CZK 14,000",50.0039004,14.4056705,"Komořanská, Prague - Modřany",1 bedroom with open-plan kitchen,"CZK 4,100",Partially furnished,2,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,140,"1,036",153,"1,077",109,130,138,177,787,73,,50 m²,"CZK 20,000",Personal,Other,,,,,,,,,,,,,
591862,"CZK 21,500",50.088415,14.484876,"Na Vackově, Prague - Žižkov",1 bedroom with open-plan kitchen,"CZK 4,500",Furnished,4,No,No,No,Yes,Yes,Yes,Yes,01. 06. 2022,294,812,336,656,139,702,523,318,315,146,New build,53 m²,"CZK 30,000",Personal,Prefab concrete building,District heating,,B,1 to 10 years years,Middle floor,Premium materials and solutions,,Yes,,,,,
707670,"CZK 16,000",50.1066,14.56301,"Cíglerova, Prague - Černý Most",2 bedroom,"CZK 4,000",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,16. 03. 2022,204,353,71,"1,315",572,409,460,631,"1,299",338,Good,66 m²,"CZK 20,000",Personal,Prefab concrete building,,,A,,,,,,,,,,
704127,"CZK 11,000",50.05509,14.42088,"Pravá, Prague - Podolí",Studio,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,257,556,290,355,329,553,325,907,208,171,Excellent,25 m²,"CZK 22,000",Personal,Brick building,,,G,,,,,,,,,,
122866,"CZK 22,000",50.0506294,14.3434968,"Sluneční Nám., Prague - Stodůlky",2 bedroom with open-plan kitchen,"CZK 4,000",Furnished,19,No,No,No,No,No,No,No,01. 01. 1970,163,252,109,131,84,124,255,257,"1,017",142,,102 m²,"CZK 22,000",Cooperative,Other,,,,,,,,,,,,,
706861,"CZK 15,500",50.03182,14.39405,"Lumiérů, Prague - Hlubočepy",3 bedroom,"CZK 3,000",Partially furnished,,No,No,Yes,No,No,No,No,16. 02. 2022,149,"1,491",806,"1,399",240,"1,457",128,,,,Good,75 m²,"CZK 18,500",Cooperative,Brick building,,,G,,,,,,,,,,
549513,"CZK 21,500",50.0664655,14.3103868,"Zrzavého, Prague - Řepy",2 bedroom with open-plan kitchen,"CZK 2,500",Partially furnished,6,Yes,No,No,No,No,No,No,07. 05. 2022,82,429,326,495,536,553,399,423,"1,198",233,,75 m²,"CZK 21,500",Personal,Brick building,District heating,,C,,Middle floor,,,Yes,,,,,
692252,"CZK 6,000",50.06365,14.37617,"Jinonická, Prague - Košíře",Small studio,"CZK 2,400",Furnished,-1,No,No,No,No,No,No,No,01. 01. 1970,158,"1,041",794,"1,119",782,"1,199",634,657,"1,384",745,Good,18 m²,"CZK 6,000",Personal,Brick building,,,G,,,,,,,,,,
708327,"CZK 16,616",50.0698046,14.3687319,"Plzeňská, Prague - Košíře",3 bedroom,"CZK 3,500",Unfurnished,7,No,No,No,Yes,Yes,Yes,No,01. 03. 2022,93,521,19,178,86,70,193,"1,204",576,254,Excellent,70 m²,"CZK 16,000",Personal,Prefab concrete building,District heating,Bathroom unit,G,10 to 30 years years,Top floor,Standard materials and solutions,,,,,,,
685115,"CZK 22,000",50.06636,14.42333,"Horská, Prague - Nové Město",1 bedroom with open-plan kitchen,"CZK 5,700",Furnished,4,No,No,No,Yes,Yes,Yes,Yes,01. 02. 2022,165,981,117,149,162,109,492,669,487,409,New build,50 m²,"CZK 27,700",Personal,Brick building,,,B,,,,,,,,,,
685106,"CZK 16,500",50.06662,14.42307,"Horská, Prague - Nové Město",Studio,"CZK 4,000",Furnished,5,Yes,No,No,No,No,No,No,01. 02. 2022,114,989,23,10,23,31,353,549,399,398,New build,33 m²,"CZK 20,500",Personal,Brick building,,,B,,,,,,,,,,
708311,"CZK 14,000",50.0235966,14.2976964,"Ořešská, Prague - Řeporyje",2 bedroom,"CZK 1,550",Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,207,326,"1,440","1,288","1,372","1,460",,,,,Excellent,67 m²,,Personal,Brick building,,,G,,,,,,,,,,
506828,"CZK 17,000",50.1048782,14.446700994043,"Osadní, Prague - Holešovice",2 bedroom,"CZK 2,500",Furnished,3,No,No,No,No,No,Yes,No,01. 03. 2022,170,193,37,205,68,44,377,529,279,423,,50 m²,"CZK 30,000",Personal,Brick building,Central heating,Overall,,1 to 10 years years,Middle floor,Standard materials and solutions,,,,,,,
486388,"CZK 17,000",50.0745045,14.3736779,"Na Vršku, Prague - Smíchov",1 bedroom with open-plan kitchen,"CZK 2,900",Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,127,845,369,"1,039",581,922,884,858,434,132,Excellent,70 m²,"CZK 19,900",Personal,Brick building,Central heating,Interior,,,Attic,,,,,,,,
626921,"CZK 10,900",50.114484,14.479922,"U Pekařky, Prague - Libeň",Small studio,"CZK 1,500",,2,No,No,No,No,No,No,No,01. 03. 2022,250,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,Excellent,37 m²,"CZK 18,000",Personal,Brick building,,,F,,,,,,,,,,
507927,"CZK 18,000",50.0526452,14.3664369,Prague - Jinonice,1 bedroom with open-plan kitchen,"CZK 2,000",Partially furnished,2,No,No,No,No,No,No,No,,476,533,638,285,709,245,"1,090",655,126,,,42 m²,"CZK 25,000",Personal,Prefab concrete building,District heating,Interior,C,,Middle floor,Premium materials and solutions,,,,,,,
699698,"CZK 35,000",50.08274,14.4226,"Jungmannova, Prague - Nové Město",3 bedroom with open-plan kitchen,"CZK 5,000",Partially furnished,2,Yes,No,No,No,No,Yes,No,24. 01. 2022,244,749,191,92,50,195,281,667,395,142,Excellent,133 m²,"CZK 37,000",Other,Brick building,,,G,,,,,,,,,,
698760,"CZK 19,000",50.07462,14.31678,"Třanovského, Prague - Řepy",2 bedroom with open-plan kitchen,"CZK 3,000",Partially furnished,1,No,No,Yes,No,Yes,No,No,10. 01. 2022,206,710,174,"1,363","1,187",341,454,360,,,Excellent,72 m²,"CZK 25,000",Personal,Brick building,Gas boiler,Overall,G,,Ground floor,,50 m²,,,,,,
700535,"CZK 15,900",50.07626,14.46931,"Soběslavská, Prague - Vinohrady",2 bedroom,"CZK 2,912",Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,335,688,258,393,135,471,171,797,157,309,Excellent,49 m²,"CZK 15,900",Personal,Brick building,,,E,,,,,,,,,,
707556,"CZK 18,000",50.03233,14.60946,"K Netlukám, Prague - Uhříněves",1 bedroom with open-plan kitchen,"CZK 4,500",Furnished,1,No,No,Yes,Yes,Yes,Yes,Yes,28. 02. 2022,195,"1,067",233,"1,076",574,"1,020",592,"1,095",737,276,Excellent,58 m²,"CZK 36,000",Personal,Brick building,,,G,,,,,,,,,,
707544,"CZK 10,000",50.0366328,14.4098252,"Na Mlejnku, Prague - Braník",Studio,"CZK 1,781",Partially furnished,4,Yes,No,No,No,Yes,No,No,21. 02. 2022,186,360,229,249,340,367,374,"1,197",192,,Excellent,32 m²,"CZK 13,000",Cooperative,Brick building,Central heating,Interior,G,,,Standard materials and solutions,,,,,,,
477574,"CZK 14,000",50.1025299,14.4540414,Prague - Holešovice,Studio,"CZK 3,800",Furnished,5,No,No,No,No,No,No,No,01. 05. 2022,100,612,106,273,170,112,545,507,162,441,,50 m²,"CZK 20,000",Personal,Other,,,,,,,,,,,,,
550047,"CZK 12,000",50.0411423,14.5672805,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,"CZK 3,400",Furnished,3,No,No,Yes,Yes,Yes,Yes,Yes,,41,730,337,542,462,245,393,402,"1,126",329,New build,44 m²,,Personal,Brick building,,,B,,,,,Yes,,,,,
678729,"CZK 15,400",50.13643,14.43676,"K Ládví, Prague - Čimice",1 bedroom with open-plan kitchen,"CZK 2,800",Furnished,3,No,Yes,No,No,Yes,No,Yes,01. 09. 2021,48,"1,008",337,802,951,497,383,907,339,,Excellent,48 m²,"CZK 20,000",Personal,Other,Central heating,,C,,,,500 m²,,,,,,
685842,"CZK 22,000",50.0849763,14.4166195,"Liliová, Prague - Staré Město",1 bedroom with open-plan kitchen,"CZK 8,500",Furnished,1,No,No,No,No,No,Yes,No,01. 10. 2021,295,456,131,473,16,50,422,735,463,100,Excellent,59 m²,"CZK 44,000",Personal,Brick building,,,B,,,,,,,,,,
707458,"CZK 16,000",50.08474,14.3458,"Brunclíkova, Prague - Břevnov",2 bedroom,"CZK 4,000",Partially furnished,3,No,No,Yes,No,No,Yes,No,20. 02. 2022,303,680,142,445,168,463,274,178,497,328,Excellent,56 m²,"CZK 20,000",Personal,Prefab concrete building,District heating,Overall,G,,Middle floor,,,,,,,,
704970,"CZK 9,500",50.11192,14.47837,"Pod Labuťkou, Prague - Libeň",Studio,"CZK 1,500",Furnished,1,No,No,Yes,No,Yes,No,No,01. 01. 1970,121,"1,389",512,"1,079",82,724,858,"1,120",802,63,Excellent,20 m²,"CZK 19,000",Personal,Brick building,Gas boiler,Overall,G,,Ground floor,,,,,,,,
707521,"CZK 15,000",50.0213,14.45822,"Jánošíkova, Prague - Krč",2 bedroom with open-plan kitchen,"CZK 3,500",Partially furnished,4,Yes,No,No,Yes,No,Yes,No,14. 03. 2022,328,768,645,561,460,509,"1,368",908,667,,Excellent,62 m²,"CZK 18,500",Personal,Prefab concrete building,District heating,Bathroom unit,G,,Middle floor,Standard materials and solutions,,,,,,,
708252,"CZK 7,800",50.06964,14.48623,"U Hráze, Prague - Strašnice",Small studio,"CZK 1,408",Partially furnished,1,No,No,No,No,No,No,No,26. 02. 2022,235,844,525,596,183,333,543,700,488,408,Excellent,15 m²,"CZK 15,600",Personal,Brick building,,,G,,,,,,,,,,
699027,"CZK 9,000",50.02181,14.41351,"Pod Lysinami, Prague - Hodkovičky",Studio,"CZK 4,000",Furnished,1,No,No,No,No,No,Yes,No,11. 03. 2022,153,"1,312","1,177","1,270",389,"1,468","1,391",83,,,Excellent,30 m²,"CZK 14,000",Personal,Prefab concrete building,,,G,,,,,,,,,,
707510,"CZK 15,000",50.04744,14.40818,"Na Zlíchově, Prague - Hlubočepy",1 bedroom with open-plan kitchen,"CZK 2,800",Partially furnished,1,No,Yes,No,No,No,No,No,01. 03. 2022,99,76,76,"1,426","1,021",126,842,867,,,Excellent,44 m²,"CZK 17,800",Personal,Brick building,,,A,,,,30 m²,,,,,,
707504,"CZK 13,000",50.06292,14.47475,"Novobohdalecká, Prague - Michle",Studio,"CZK 4,000",Partially furnished,4,No,No,Yes,No,No,Yes,No,21. 02. 2022,626,"1,008",109,"1,052",811,"1,076","1,261",911,987,447,Excellent,43 m²,"CZK 20,000",Personal,Brick building,,,B,,,,,,,,,,
113106,"CZK 16,800",50.0538919,14.4972997,"U Zahradního Města, Prague - Záběhlice",3 bedroom,"CZK 4,500",Partially furnished,3,Yes,No,No,No,No,Yes,No,21. 02. 2022,302,839,466,"1,326",305,474,512,354,751,609,Excellent,67 m²,"CZK 33,600",Personal,Brick building,Central heating,,,10 to 30 years years,Middle floor,Standard materials and solutions,,,,,,,
644492,"CZK 12,900",50.101787,14.507409,"Poděbradská, Prague - Vysočany",Studio,"CZK 3,450",Furnished,2,No,No,No,No,Yes,Yes,No,20. 01. 2022,86,"1,261",369,860,414,742,371,"1,187","1,377",781,New build,35 m²,"CZK 16,350",Personal,Brick building,Central heating,Overall,G,1 to 10 years years,Middle floor,Premium materials and solutions,,Yes,,,,,
540339,"CZK 14,000",50.0743287,14.3177437,"Čistovická, Prague - Řepy",1 bedroom with open-plan kitchen,"CZK 1,000",Unfurnished,1,No,No,No,No,No,No,No,01. 03. 2022,95,407,245,"1,357","1,182",257,370,276,,,,44 m²,"CZK 24,000",Personal,Brick building,,,G,,,,,,,,,,
704640,"CZK 10,300",50.02782,14.45225,"Štúrova, Prague - Krč",1 bedroom,"CZK 3,950",Unfurnished,2,No,No,No,Yes,No,Yes,No,01. 04. 2022,54,"1,139",214,315,571,710,"1,148",314,53,,Excellent,35 m²,"CZK 15,000",Personal,Prefab concrete building,District heating,Overall,G,,Middle floor,Standard materials and solutions,,,,,,,
627804,"CZK 13,000",50.07479,14.324004,"Čistovická, Prague - Řepy",Studio,CZK 500,Partially furnished,1,No,Yes,No,No,No,No,No,01. 01. 2022,234,266,685,"1,426",499,462,517,,,,New build,35 m²,"CZK 26,000",Personal,Brick building,Gas boiler,,G,1 to 10 years years,Ground floor,Standard materials and solutions,,,,,,,
587366,"CZK 12,500",50.055705,14.444092,"Sdružení, Prague - Nusle",1 bedroom,CZK 500,Partially furnished,1,No,No,No,No,No,No,No,01. 03. 2022,370,"1,037",262,809,423,967,272,188,852,353,Excellent,39 m²,"CZK 12,500",Personal,Brick building,Electric boiler,Overall,G,,Middle floor,Standard materials and solutions,,,,,,,
708196,"CZK 13,900",50.10652,14.38893,"Zelená, Prague - Dejvice",2 bedroom,"CZK 2,000",Furnished,2,No,No,Yes,No,No,No,No,01. 03. 2022,42,"1,227",105,633,137,88,358,369,741,356,Good,60 m²,"CZK 10,000",Cooperative,Brick building,,,G,,,,,,,,,,
708192,"CZK 16,000",50.10546,14.47699,"Ronkova, Prague - Libeň",1 bedroom with open-plan kitchen,"CZK 1,600",Partially furnished,3,No,No,Yes,No,No,No,No,02. 03. 2022,106,375,158,375,30,327,424,250,401,97,Good,45 m²,"CZK 16,000",Personal,Brick building,,,G,,,,,,,,,,
708188,"CZK 14,990",49.96301416666,14.3825775,"Václava Rady, Prague - Zbraslav",1 bedroom with open-plan kitchen,"CZK 2,464",Furnished,1,No,No,Yes,No,No,Yes,No,,265,161,440,449,816,78,61,,,,Excellent,56 m²,"CZK 17,454",Personal,Prefab concrete building,,,G,,,,,,"CZK 17,454

                                
                                
                
i",,,,
708187,"CZK 22,500",50.0698726,14.4933037,"Ke Strašnické, Prague - Strašnice",4 bedroom,"CZK 6,500",Unfurnished,8,No,No,Yes,Yes,No,Yes,No,01. 03. 2022,184,850,146,554,167,147,139,588,320,297,Excellent,87 m²,"CZK 30,000",Personal,Prefab concrete building,District heating,Overall,G,30 to 50 years years,Middle floor,Standard materials and solutions,,,,,,,
707468,"CZK 8,500",50.05074,14.45131,"Ohradní, Prague - Michle",Studio,"CZK 1,500",Partially furnished,,No,No,No,No,No,Yes,No,01. 04. 2022,392,637,419,575,352,537,314,323,587,337,Excellent,30 m²,"CZK 8,500",Personal,Prefab concrete building,District heating,,G,,Ground floor,,,,,,,,
707467,"CZK 17,000",50.1076658,14.5244823,Prague - Hloubětín,1 bedroom with open-plan kitchen,"CZK 5,000",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,14. 03. 2022,378,"1,238",629,"1,220",722,"1,122","1,176","1,071","1,001",244,New build,56 m²,"CZK 40,000",Personal,Low-energy building,,,B,,,,,Yes,,,,,
