Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Age,Design,Heating,Total number of floors,Front garden,Renovation,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,New building,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
693956,"CZK 9,990",50.101898193359,14.567500114441,"Vašátkova, Prague - Černý Most",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 3,151","CZK 13,141",Personal,Prefab concrete building,Furnished,6,No,No,Yes,No,No,Yes,No,,,,,,,,C,225,965,229,"1,246",744,804,435,414,"1,250",333,,"CZK 13,141

                                
                                
                
i",,,,
705073,"CZK 16,000",50.08141,14.49942,"Počernická, Prague - Malešice",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,500",,Personal,Brick building,Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 03. 2022,,,,,,,C,89,180,47,127,51,232,197,572,806,126,,,,,,
709852,"CZK 35,000",50.0987,14.67176,"Slavětínská, Prague - Klánovice",2 bedroom with open-plan kitchen,New build,108 m²,"CZK 4,500","CZK 35,000",Personal,Low-energy building,Partially furnished,1,Yes,Yes,No,Yes,Yes,Yes,No,01. 04. 2022,,,,,,,G,0,444,"1,076",255,8,494,436,633,487,,,,,,,
639682,"CZK 9,900",50.114484,14.479922,"U Pekařky, Prague - Libeň",Small studio,Excellent,22 m²,"CZK 1,900","CZK 18,000",Personal,Brick building,Partially furnished,4,Yes,Yes,No,No,No,No,No,15. 03. 2022,1 to 10 years years,,Gas boiler,Middle floor,,Overall,C,250,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,,,,,,
709729,"CZK 27,000",50.12026,14.46009,"Pod Hliništěm, Prague - Kobylisy",2 bedroom with open-plan kitchen,New build,92 m²,,,Personal,Low-energy building,Furnished,3,Yes,No,No,No,Yes,No,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,Top floor,,Overall,C,72,79,73,507,170,109,748,448,956,514,Yes,,,,,
33641,"CZK 14,000",50.0768071,14.4045114,"Arbesovo náměstí, Prague - Smíchov",1 bedroom,,52 m²,"CZK 2,400","CZK 16,400",Personal,Brick building,Unfurnished,3,No,No,No,Yes,No,No,No,01. 04. 2022,,,Central heating,Top floor,,Interior,G,85,218,24,76,80,112,226,917,737,366,,,,,,
644758,"CZK 29,000",50.0947173,14.4538755,Prague - Karlín,2 bedroom with open-plan kitchen,Excellent,92 m²,"CZK 2,500","CZK 29,000",Cooperative,Brick building,Partially furnished,2,No,No,No,No,No,No,No,16. 04. 2021,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,,Interior,D,137,489,163,215,59,309,493,"1,339",359,469,,,,,,
709801,"CZK 23,000",50.07745,14.42659,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,000","CZK 23,000",Personal,Brick building,Furnished,5,No,No,Yes,No,No,Yes,No,01. 01. 1970,,,District heating,Top floor,,Interior,C,47,688,13,220,89,119,262,362,162,268,,,,,,
709800,"CZK 9,000",50.08292,14.38093,"Nad Závěrkou, Prague - Břevnov",1 bedroom,Good,30 m²,CZK 600,"CZK 19,200",Personal,Brick building,Partially furnished,,No,Yes,No,No,No,No,No,01. 06. 2022,,,Other,Ground floor,,Interior,G,324,822,466,974,349,779,699,676,323,97,,,,,,
564661,"CZK 14,000",50.0522232,14.4604065,"Hadovitá, Prague - Michle",Studio,New build,40 m²,"CZK 2,500","CZK 30,000",Personal,Other,Furnished,2,Yes,No,No,No,No,No,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,,,,C,269,853,366,951,239,829,536,797,932,505,Yes,,,,,
709793,"CZK 12,000",50.0893948,14.3056149,"Ciolkovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,500","CZK 12,000",Personal,Prefab concrete building,Partially furnished,10,No,No,Yes,No,No,Yes,No,01. 04. 2022,,,,,,,D,180,403,345,332,258,388,291,"1,278",135,,,,,,,
709790,"CZK 12,990",50.12913444444,14.472445,"Taussigova, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 1,955","CZK 14,945",Personal,Prefab concrete building,Unfurnished,13,Yes,No,Yes,No,No,Yes,No,,,,,,,,C,339,280,234,409,309,323,223,577,"1,339",249,,"CZK 14,945

                                
                                
                
i",,,,
709617,"CZK 15,000",50.06974,14.67708,"Žiželická, Prague - Újezd nad Lesy",3 bedroom,Excellent,70 m²,"CZK 4,000","CZK 30,000",Personal,Prefab concrete building,Partially furnished,3,Yes,No,No,No,Yes,No,No,07. 03. 2022,,,,,,,C,488,243,535,300,484,5,,,,,,,,,,
709764,"CZK 14,000",50.0736928,14.3940859,"Holečkova, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,32 m²,"CZK 4,000","CZK 25,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,Yes,No,01. 04. 2022,,,,,,,G,97,"1,011",149,702,163,793,227,941,"1,059",361,,,,,,
709119,"CZK 16,000",50.10268,14.43487,"Schnirchova, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 6,000","CZK 16,000",Personal,Brick building,Partially furnished,5,No,Yes,No,No,No,Yes,No,03. 03. 2022,,,,,,,G,267,800,35,312,42,194,339,488,988,,,,,,,
709762,"CZK 19,990",50.05513722222,14.45547277777,"U plynárny, Prague - Michle",2 bedroom with open-plan kitchen,Good,70 m²,"CZK 4,399","CZK 24,389",Personal,Brick building,Unfurnished,4,Yes,No,Yes,No,No,Yes,No,,,,,,,,D,100,83,221,615,219,"1,128",627,759,595,783,,"CZK 24,389

                                
                                
                
i",,,,
709753,"CZK 16,800",50.063137,14.4447929,"Mojmírova, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 1,200","CZK 18,000",Personal,Brick building,Unfurnished,6,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,,,,,,,G,236,562,93,265,171,308,450,832,628,588,,,,,,
650471,"CZK 9,000",50.093122,14.460505,"Pernerova, Prague - Karlín",Small studio,Excellent,27 m²,"CZK 2,000","CZK 20,000",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,01. 04. 2022,,,Other,Raised ground floor,,,G,448,"1,073",220,673,331,537,194,"1,124",587,67,,,,,,
249017,"CZK 11,500",50.0886376054,14.4097052903,"U lužického semináře, Prague - Malá Strana",Small studio,Excellent,19 m²,"CZK 2,500","CZK 14,000",Personal,Brick building,Unfurnished,4,No,Yes,No,No,No,No,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Other,Top floor,10 m²,Overall,,297,440,112,418,0,718,476,322,958,176,,,,,,
709594,"CZK 15,500",50.1250814,14.5069297,"Kytlická, Prague - Prosek",2 bedroom with open-plan kitchen,Excellent,71 m²,"CZK 5,500","CZK 21,000",Personal,Prefab concrete building,Partially furnished,,No,No,No,No,No,No,No,07. 03. 2022,,,,,,,G,273,794,162,"1,032",290,982,154,742,195,,,,,,,
586138,"CZK 15,500",50.090389,14.47392,"Viklefova, Prague - Žižkov",Studio,New build,36 m²,"CZK 4,000","CZK 31,000",Personal,Low-energy building,Unfurnished,6,Yes,No,No,No,No,Yes,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Electric boiler,Attic,,Overall,A,198,"1,019",141,262,9,110,321,339,361,424,Yes,,,,,
678461,"CZK 20,000",50.08458,14.36419,"Břevnovská, Prague - Břevnov",2 bedroom,Excellent,81 m²,"CZK 3,500","CZK 40,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,Yes,06. 08. 2021,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,,G,134,0,130,199,145,111,236,588,113,444,,,,,,
681098,"CZK 19,900",50.04305,14.50172,"Šternovská, Prague - Chodov",1 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,Partially furnished,5,No,Yes,No,No,Yes,Yes,Yes,30. 10. 2021,,Premium materials and solutions,,Top floor,,,G,285,"1,315",723,"1,481",316,793,716,746,565,137,,,,,,
332636,"CZK 10,000",50.0923038,14.5401226,"Zvíkovská, Prague - Kyje",1 bedroom with open-plan kitchen,,42 m²,"CZK 3,500","CZK 13,000",Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,,,Standard materials and solutions,Gas boiler,Raised ground floor,,Interior,,174,305,331,840,"1,019","1,366",220,,,,,,,,,
667783,"CZK 16,000",50.07054,14.48633,"Na Hroudě, Prague - Strašnice",2 bedroom,Excellent,55 m²,"CZK 4,500","CZK 35,000",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,02. 04. 2022,,Standard materials and solutions,District heating,Middle floor,,Overall,G,185,789,470,541,137,264,430,645,406,326,,,,,,
709621,"CZK 21,500",50.12878,14.49267,"Lovosická, Prague - Střížkov",1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 3,500","CZK 25,000",Personal,Brick building,Partially furnished,8,No,Yes,No,No,Yes,Yes,No,07. 03. 2022,,Premium materials and solutions,Central heating,Top floor,,,B,119,936,97,836,393,239,456,328,947,121,,,,,,
709620,"CZK 12,490",50.11624833333,14.46934333333,"Na stráži, Prague - Libeň",1 bedroom with open-plan kitchen,Good,49 m²,"CZK 1,339","CZK 13,827",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,,,,,,,,E,108,956,19,"1,404",80,248,375,"1,113","1,094",443,,"CZK 13,827

                                
                                
                
i",,,,
527124,"CZK 17,000",50.0655687,14.4278338,"Oldřichova, Prague - Nusle",1 bedroom,Excellent,34 m²,"CZK 2,950","CZK 17,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 04. 2022,,,,,,,,242,875,155,452,120,300,585,696,417,246,,,,,,
709599,"CZK 12,990",50.01976,14.46685,"Za Valem, Prague - Kunratice",Studio,Excellent,42 m²,"CZK 3,500","CZK 16,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,,,,,,,G,396,"1,353","1,230",175,532,557,"1,496",213,,,,,,,,
709597,"CZK 18,500",50.08952,14.35216,"Na Větrníku, Prague - Břevnov",2 bedroom,Excellent,50 m²,"CZK 3,000","CZK 18,500",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,01. 04. 2022,,,,,,,A,114,311,77,637,255,436,416,207,186,242,,,,,,
708539,"CZK 30,000",50.07028,14.44046,"Nad Petruskou, Prague - Vinohrady",3 bedroom,Excellent,101 m²,"CZK 5,000","CZK 30,000",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,05. 09. 2022,10 to 30 years years,Standard materials and solutions,Central heating,Ground floor,10 m²,Overall,C,481,545,76,818,122,721,324,85,854,384,,,,,,
586037,"CZK 13,300",50.076915,14.486097,"Vinohradská, Prague - Strašnice",Studio,New build,33 m²,"CZK 2,950","CZK 30,000",Personal,Other,Furnished,3,Yes,No,No,Yes,No,Yes,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,Overall,B,53,529,156,231,117,164,489,840,700,222,Yes,,,,,
670897,"CZK 15,000",50.06129,14.43673,"Táborská, Prague - Nusle",Studio,Excellent,40 m²,"CZK 4,000","CZK 15,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,30. 04. 2022,,,,,,,D,13,703,5,541,14,462,303,601,245,182,,,,,,
468820,"CZK 13,000",50.0684978,14.3880015,"Nad Popelkou, Prague - Smíchov",1 bedroom,,55 m²,"CZK 2,800","CZK 27,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,Overall,C,46,980,655,"1,173",630,"1,067",691,"1,059",531,171,,,,,,
686530,"CZK 34,000",50.10149,14.56361,"Mrázkova, Prague - Černý Most",3 bedroom with open-plan kitchen,New build,106 m²,"CZK 5,000","CZK 68,000",Personal,Brick building,Furnished,2,No,No,Yes,Yes,Yes,Yes,Yes,01. 05. 2022,1 to 10 years years,,District heating,Middle floor,,,B,232,708,418,"1,146",772,624,389,926,86,,Yes,,,,,
704809,"CZK 12,500",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,New build,17 m²,"CZK 3,000","CZK 15,500",Personal,Brick building,Furnished,6,No,No,No,No,No,Yes,No,01. 04. 2022,,,Central heating,,,Overall,G,259,641,512,240,238,214,699,"1,065",467,443,,,,,,
580526,"CZK 11,500",50.076584,14.378298,"Pod Hybšmankou, Prague - Smíchov",Studio,Excellent,32 m²,"CZK 1,200","CZK 11,500",Personal,Prefab concrete building,Partially furnished,7,Yes,No,No,No,No,Yes,No,09. 03. 2022,,Standard materials and solutions,District heating,Middle floor,,Interior,F,326,"1,272",783,"1,353",895,"1,448","1,040",844,835,489,,,,,,
296434,"CZK 23,000",50.0917894,14.4479719,Prague - Karlín,1 bedroom with open-plan kitchen,,45 m²,"CZK 3,000",CZK 2,Personal,Brick building,Furnished,2,No,No,Yes,No,No,Yes,No,,,,,,,Overall,B,251,186,102,335,85,387,258,"1,333",396,132,,,,,,
577627,"CZK 15,000",50.0779838,14.422826,"Příčná, Prague - Nové Město",Studio,Excellent,21 m²,"CZK 1,000","CZK 25,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 04. 2020,,Standard materials and solutions,Electric boiler,Middle floor,,Overall,G,208,545,128,216,20,238,294,487,483,424,,,,,,
709446,"CZK 18,000",50.07202,14.41038,"Na Bělidle, Prague - Smíchov",2 bedroom,Excellent,75 m²,"CZK 1,400","CZK 18,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,,,Gas boiler,Ground floor,,,G,232,671,152,167,160,501,676,811,821,380,,,,,,
709433,"CZK 13,400",50.08967,14.34076,"Na Okraji, Prague - Veleslavín",2 bedroom,Excellent,50 m²,"CZK 3,500","CZK 13,000",Personal,Brick building,Partially furnished,,No,No,Yes,No,No,No,No,01. 05. 2022,,,,,,,B,282,677,212,293,258,333,348,212,996,292,,,,,,
709430,"CZK 24,000",50.08554,14.44835,"Blahníkova, Prague - Žižkov",2 bedroom with open-plan kitchen,New build,85 m²,"CZK 1,500","CZK 40,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,,,,,,,B,237,333,118,340,77,301,68,161,205,648,,,,,,
594681,"CZK 23,500",50.054429,14.367641,"U Kříže, Prague - Jinonice",2 bedroom,Excellent,69 m²,"CZK 3,500","CZK 25,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,Yes,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,Top floor,,Interior,C,236,281,437,333,536,245,781,823,218,,,,,,,
237071,"CZK 29,000",50.1008217,14.6871026,"Holekova, Prague - Klánovice",3 bedroom,Excellent,140 m²,"CZK 5,000","CZK 34,000",Personal,Brick building,Partially furnished,1,Yes,Yes,No,No,Yes,No,No,01. 04. 2022,1 to 10 years years,Standard materials and solutions,Gas boiler,Attic,200 m²,,,343,400,"1,280",810,,,,,,,,,,,,
709402,"CZK 24,500",50.14901,14.58026,"Labětínská, Prague - Vinoř",3 bedroom with open-plan kitchen,Excellent,105 m²,"CZK 3,600","CZK 55,000",Personal,Wooden building,Partially furnished,2,No,No,Yes,No,Yes,No,Yes,01. 06. 2022,,,,,,,G,524,762,875,800,858,634,444,591,504,,,,,,,
492867,"CZK 33,000",50.124281,14.4762426,"Společná, Prague - Libeň",4 bedroom,,115 m²,"CZK 5,000","CZK 35,000",Personal,Brick building,Unfurnished,1,Yes,No,No,No,Yes,Yes,Yes,,,Premium materials and solutions,Electric boiler,,,Overall,,308,801,313,831,556,751,277,315,"1,053",216,,,,,,
708589,"CZK 8,000",50.1385068,14.4766072,"K Ovčínu, Prague - Kobylisy",Small studio,New build,21 m²,"CZK 2,000","CZK 10,000",Personal,Brick building,Partially furnished,,No,Yes,No,No,Yes,No,No,22. 03. 2022,1 to 10 years years,,,Ground floor,,Interior,G,294,"1,036",883,529,956,891,788,593,512,,,,,,,
618563,"CZK 24,000",50.102473,14.434403,"Veletržní, Prague - Holešovice",2 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 2,400","CZK 24,000",Personal,Brick building,,5,Yes,No,No,No,No,Yes,No,01. 06. 2022,,,,,,,B,198,731,34,243,67,246,302,569,950,,,,,,,
424824,"CZK 13,000",50.1013364,14.526239,"Nademlejnská, Prague - Hloubětín",Studio,,45 m²,"CZK 4,000","CZK 26,000",Personal,Low-energy building,Furnished,6,No,No,No,No,No,No,No,01. 06. 2022,,,,,,,C,573,"1,245",690,"1,227",239,"1,255","1,252","1,292","1,109",804,Yes,,,,,
709332,"CZK 15,900",50.05227,14.4613,"Psárská, Prague - Michle",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 2,900","CZK 30,000",Personal,Prefab concrete building,Partially furnished,5,No,No,Yes,Yes,No,Yes,No,01. 04. 2022,,,,,,,G,402,804,499,977,372,962,487,664,871,371,,,,,,
708548,"CZK 7,950",50.06251,14.44484,"Nuselská, Prague - Nusle",Studio,Excellent,13 m²,"CZK 1,950","CZK 10,000",Personal,Other,Partially furnished,1,No,No,No,No,No,No,No,28. 02. 2022,,,,,,,C,132,567,84,270,174,313,455,733,633,592,,,,,,
708542,"CZK 14,000",50.06862,14.50586,"Nedvězská, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,500","CZK 25,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 05. 2022,,Standard materials and solutions,District heating,Middle floor,,Interior,G,167,338,"1,221",191,382,347,339,"1,245",168,,,,,,,
704205,"CZK 22,000",50.01239,14.40096,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 3,100","CZK 30,000",Personal,Low-energy building,Partially furnished,3,Yes,No,Yes,Yes,No,Yes,Yes,01. 04. 2022,1 to 10 years years,,Central heating,Middle floor,,,B,426,"1,386",854,"1,481",703,"1,184","1,052","1,135",638,379,,,,,,
704721,"CZK 17,000",50.0427649,14.4931358,"Klapálkova, Prague - Chodov",Studio,New build,36 m²,"CZK 2,500","CZK 34,000",Personal,Brick building,Furnished,1,Yes,No,Yes,No,Yes,No,No,01. 02. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,,B,33,832,168,877,517,"1,461",395,"1,201","1,083",262,,,,,,
704726,"CZK 17,000",50.0427649,14.4931358,"Klapálkova, Prague - Chodov",Studio,New build,36 m²,"CZK 2,500","CZK 34,000",Personal,Brick building,Furnished,1,Yes,No,Yes,No,Yes,No,No,01. 02. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,Overall,B,33,832,168,877,517,"1,461",395,"1,201","1,083",262,,,,,,
707660,"CZK 65,000",50.07423,14.44409,"Šumavská, Prague - Vinohrady",4 bedroom,Excellent,164 m²,"CZK 4,900",,Personal,Brick building,Furnished,4,No,No,Yes,No,No,Yes,No,28. 02. 2022,,,,,,,B,142,108,94,612,75,377,285,257,475,229,,,,,,
587270,"CZK 22,000",50.08898,14.417158,"Široká, Prague - Josefov",1 bedroom,Excellent,39 m²,"CZK 1,300",,Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,,Premium materials and solutions,Electric boiler,Middle floor,,Overall,G,61,143,110,127,39,497,225,617,198,373,,,,,,
464793,"CZK 15,000",50.0904126,14.429803,"Truhlářská, Prague - Nové Město",2 bedroom,,63 m²,"CZK 2,700","CZK 10,000",Other,Brick building,Unfurnished,1,No,No,No,No,No,No,No,,,,,,,,,206,507,186,226,196,363,384,223,585,507,,,,,,
83256,"CZK 15,000",50.0676244,14.4965034,"nučická, Prague - Strašnice",2 bedroom,Excellent,68 m²,"CZK 3,600","CZK 20,000",Personal,Other,Partially furnished,3,No,No,Yes,No,No,No,No,01. 05. 2022,,,District heating,Middle floor,,Overall,A,113,"1,244",108,948,92,253,484,226,695,260,,,,,,
708966,"CZK 30,000",50.01264,14.38504,"Pod Akáty, Prague - Velká Chuchle",2 bedroom with open-plan kitchen,New build,78 m²,"CZK 3,000","CZK 33,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,02. 03. 2022,,,,,,,G,251,321,336,323,663,,,,,,,,,,,
709262,"CZK 12,000",50.06843,14.46089,"Kavkazská, Prague - Vršovice",2 bedroom,Good,58 m²,"CZK 4,000","CZK 24,000",Personal,Brick building,Furnished,6,Yes,No,No,No,No,Yes,No,05. 03. 2022,,,,,,,D,110,607,212,243,55,355,438,304,458,119,,,,,,
549560,"CZK 9,900",50.1053168,14.5019662,"Freyova, Prague - Vysočany",Studio,,24 m²,"CZK 2,900","CZK 20,000",Personal,Low-energy building,Partially furnished,7,No,No,No,No,No,Yes,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,B,430,815,371,484,356,768,498,612,692,308,,,,,,
573384,"CZK 15,300",50.0862555,14.3740346,"Nad Kajetánkou, Prague - Břevnov",1 bedroom with open-plan kitchen,,44 m²,"CZK 1,200","CZK 15,800",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,,,,,,,,117,832,337,527,229,230,258,254,535,387,,,,,,
578495,"CZK 17,000",50.151005,14.536383,"Vrátenská, Prague - Miškovice",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 5,500","CZK 34,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,25. 04. 2022,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,,,C,615,"1,408",706,812,484,"1,495","1,407",943,,,,,,,,
358923,"CZK 10,000",50.1194763,14.4982421,Prague - Prosek,Studio,,30 m²,"CZK 3,500","CZK 10,000",Personal,Prefab concrete building,Furnished,3,Yes,No,No,No,No,No,No,,,,District heating,Middle floor,,Overall,C,26,556,131,181,70,111,403,544,"1,072",243,,,,,,
473621,"CZK 35,000",50.088662,14.4097039,"U Lužického semináře, Prague - Malá Strana",3 bedroom,Excellent,92 m²,"CZK 6,000","CZK 50,000",Personal,Brick building,Unfurnished,4,No,Yes,No,No,No,No,No,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,Attic,,Overall,,300,442,115,421,2,720,478,325,960,178,,,,,,
708380,"CZK 4,500",50.04628,14.44537,"Humpolecká, Prague - Krč",1 bedroom with open-plan kitchen,Good,42 m²,"CZK 8,000","CZK 16,000",Cooperative,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,01. 04. 2022,,Standard materials and solutions,,Middle floor,,,G,344,516,175,300,231,257,414,608,874,175,,,,,,
708362,"CZK 11,400",50.02937,14.59657,"Oty Bubeníčka, Prague - Uhříněves",Studio,New build,34 m²,"CZK 3,300","CZK 20,000",Personal,Low-energy building,Furnished,2,No,No,Yes,Yes,Yes,Yes,No,01. 05. 2022,,,,,,,B,191,331,288,440,259,304,749,830,956,140,Yes,,,,,
704541,"CZK 15,500",50.04714,14.42878,"Na Vrstvách, Prague - Podolí",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,460","CZK 30,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 03. 2022,,,,,,,D,283,"1,079",242,722,92,776,298,402,822,277,,,,,,
708968,"CZK 30,000",50.01264,14.38504,"Pod Akáty, Prague - Velká Chuchle",2 bedroom with open-plan kitchen,New build,83 m²,"CZK 3,000","CZK 33,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,02. 03. 2022,,,,,,,G,251,321,336,323,663,,,,,,,,,,,
368598,"CZK 15,900",50.07371,14.44602,"Chodská, Prague - Vinohrady",1 bedroom,,52 m²,"CZK 3,000","CZK 18,900",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,,,Standard materials and solutions,Central heating,Middle floor,,Bathroom unit,,285,298,243,651,208,556,477,272,379,166,,,,,,
709110,"CZK 11,990",50.10302305555,14.51165444444,"Poděbradská, Prague - Vysočany",Studio,New build,33 m²,"CZK 2,139","CZK 14,309",Personal,Other,Partially furnished,1,Yes,No,No,No,No,Yes,No,,,,,,,,B,137,407,"1,155",771,446,538,"1,265",988,380,,Yes,"CZK 14,309

                                
                                
                
i",,,,
709106,"CZK 18,600",50.10526,14.51782,"Sousedíkova, Prague - Vysočany",1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 4,100","CZK 25,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,1 to 10 years years,Standard materials and solutions,,Middle floor,,,G,367,619,"1,082",628,"1,294","1,097",890,112,,,,,,,,
641729,"CZK 12,500",50.098799,14.481534,"Novovysočanská, Prague - Libeň",Studio,New build,27 m²,"CZK 2,559","CZK 15,059",Personal,Low-energy building,Furnished,1,No,No,Yes,No,No,Yes,No,01. 04. 2022,1 to 10 years years,Standard materials and solutions,,Ground floor,117 m²,,B,62,"1,492",591,"1,153",512,"1,255",701,694,828,422,Yes,,,,,
700121,"CZK 25,000",50.0525289,14.5116808,"Mattioliho, Prague - Záběhlice",1 bedroom with open-plan kitchen,New build,70 m²,"CZK 4,000","CZK 75,000",Personal,Brick building,Furnished,1,Yes,No,Yes,No,No,Yes,Yes,19. 01. 2022,,,,,,,G,225,508,498,551,257,504,945,874,761,446,,,,,,
306364,"CZK 15,500",50.103672,14.487398,Prague - Libeň,1 bedroom with open-plan kitchen,,43 m²,"CZK 3,859","CZK 31,000",Personal,Other,Partially furnished,12,No,No,No,No,No,No,No,07. 03. 2022,,,,,,,,57,296,206,139,74,284,340,782,397,157,,,,,,
705377,"CZK 16,000",50.013,14.40077,"Pískařská, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 2,900","CZK 32,000",Personal,Brick building,Partially furnished,,No,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,,,District heating,Middle floor,,,C,147,"1,079",416,"1,323",741,"1,384","1,245",663,,,,,,,,
708677,"CZK 6,000",50.11474,14.47017,"Zenklova, Prague - Libeň",Small studio,Good,20 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,28. 02. 2022,,,,,,,C,152,"1,057",50,"1,251",109,350,216,"1,286",897,260,,,,,,
633593,"CZK 29,000",50.041848,14.487247,"Jihovýchodní Ix, Prague - Záběhlice",2 bedroom with open-plan kitchen,New build,83 m²,"CZK 6,000","CZK 50,000",Personal,Brick building,Partially furnished,,No,Yes,Yes,No,Yes,No,No,01. 01. 2022,,Premium materials and solutions,Central heating,Ground floor,400 m²,Overall,B,188,806,833,819,685,637,730,"1,285",528,,,,,,,
700399,"CZK 16,000",50.125936,14.4236053,Prague - Troja,3 bedroom,Excellent,72 m²,"CZK 3,900","CZK 25,000",Personal,Prefab concrete building,Partially furnished,5,No,No,Yes,Yes,No,Yes,No,01. 04. 2022,,,District heating,,,,,234,533,230,603,396,547,631,946,"1,032",245,,,,,,
582001,"CZK 13,000",50.04171,14.56964,"Mantovská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 3,627","CZK 26,000",Personal,Prefab concrete building,Partially furnished,1,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,B,248,989,534,801,687,504,651,641,"1,291",551,Yes,,,,,
