Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Heating,Floor space,Fully furnished,Condition,Ownership,EPC,Enclosed balcony,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Lift,Designe,Reconstruction,Cellar,Plot type,Age,New-build,Balcony,Terrace,Parking,Garage,Administrative fee,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 24,000",CZK 750,"CZK 48,000",725713,3+1,7/13/2022,5,Brick,,98 m²,Unfurnished,Very good,Personal,D,,227.72,531.88,124.7,161.92,64.8,166.44,96.1,714.95,289.32,149.87,Prague - Dejvice,50.0983,14.4019,1.0,,,1.0,,,,1.0,,1.0,,,,
"CZK 12,500","CZK 3,000","CZK 12,500",725711,1 bedroom,7/13/2022,1,Brick,,32 m²,Fully furnished,Good,,G,,381.78,822.56,266.19,617.64,295.37,812.55,587.61,1105.18,221.57,428.15,Prague - Podolí,50.05272,14.42149,,,,,,,,,,,,,,
"CZK 26,500","CZK 3,500","CZK 30,000",548160,2 bedroom,7/15/2022,4,Brick,Gas boiler,110 m²,Fully furnished,Very good,Personal,,1.0,407.62,349.96,257.83,429.22,140.85,425.87,231.71,489.78,761.34,258.0,Prague - Vinohrady,50.0806157,14.4526379,1.0,Luxurious,Complete,1.0,,Up to 10 years,,1.0,,,,,,
"CZK 22,000","CZK 2,470","CZK 48,940",720439,2+kk,8/1/2022,1,Brick,,49 m²,Unfurnished,Very good,,E,,160.71,772.28,195.79,321.91,144.76,499.92,212.8,449.94,461.39,296.48,Prague - Vršovice,50.0703,14.44855,,,,1.0,,,,,1.0,,,,,
"CZK 27,000","CZK 3,000","CZK 27,000",725703,3+1,8/1/2022,4,Brick,,116 m²,Partly,Very good,,G,,140.18,290.68,110.45,222.33,54.43,9.28,206.26,186.41,648.17,294.03,Prague - Vinohrady,50.07551,14.45249,1.0,,,1.0,,,,1.0,,,,,,
"CZK 21,000","CZK 4,000","CZK 21,000",725699,2+kk,7/13/2022,5,Brick,,45 m²,Fully furnished,New-build,,A,1.0,209.29,462.61,88.67,261.45,6.72,268.29,400.23,359.34,176.46,316.91,Prague - Holešovice,50.1018,14.45286,1.0,,,1.0,,,1.0,1.0,1.0,,,,,
"CZK 14,000","CZK 1,500","CZK 14,000",725111,2+kk,8/5/2022,1,Brick,,46 m²,Partly,Good,,D,,172.1,251.25,209.9,234.09,258.03,292.51,532.01,369.71,702.02,371.75,Prague - Smíchov,50.07038,14.37321,,,,,,,,,,,,,,
"CZK 12,500","CZK 3,250","CZK 18,700",627424,1 bedroom,9/1/2022,2,Brick,Gas boiler,38 m²,Unfurnished,Good,Personal,D,,205.42,932.16,89.38,390.08,40.56,370.1,299.68,513.51,325.95,74.31,"Drahobejlova, Prague - Libeň",50.105359,14.4883,1.0,Standard,,1.0,,10 to 30 years,,,,,,,,
"CZK 29,000","CZK 12,000","CZK 40,000",725590,4+1,7/12/2022,2,Other,,136 m²,Partly,Very good,,G,,166.28,190.82,202.06,2892.78,140.69,421.06,210.07,210.07,283.79,331.84,Prague - Kbely,50.13462,14.54703,,,Complete,,,,,,,,,,,
"CZK 30,000","CZK 5,000","CZK 50,000",720025,4+kk,5/26/2022,2,Brick,,205 m²,Fully furnished,Good,,G,1.0,143.78,617.35,175.98,620.9,426.86,797.39,579.82,342.54,703.85,218.67,Prague - Malešice,50.08557,14.50313,,,,,,,,1.0,1.0,1.0,,,,
"CZK 18,000","CZK 1,000","CZK 18,000",617977,2 bedroom,9/1/2022,4,Prefab concrete,Distance,55 m²,Partly,Very good,Cooperative,B,,186.37,619.57,175.81,381.77,104.01,399.54,179.51,100.63,578.43,197.9,"Volavkova, Prague - Břevnov",50.085434,14.345057,,Luxurious,Complete,,,Up to 10 years,,,,,,,,
"CZK 10,000","CZK 2,500","CZK 10,000",725662,4+kk,7/13/2022,4,Prefab concrete,,100 m²,Fully furnished,New-build,,G,,160.73,1122.03,599.74,1468.66,237.3,1031.33,749.65,974.29,653.66,297.64,Prague - Chodov,50.04021,14.49933,1.0,,,1.0,,,1.0,1.0,,1.0,,,,
"CZK 21,000","CZK 5,000","CZK 21,000",374117,3+kk,7/11/2022,4,Prefab concrete,,87 m²,Fully furnished,,Personal,,,117.05,823.22,11.69,1957.28,76.44,777.06,480.62,1026.53,837.49,415.25,"Pelušková, Prague - Kyje",50.108922776213,14.557565977246,1.0,Standard,,,,Up to 10 years,,1.0,,,1.0,,,
"CZK 15,000","CZK 3,500","CZK 15,000",556736,2+kk,7/14/2022,4,Brick,,46 m²,Unfurnished,Very good,Personal,,,179.93,579.1,184.03,542.39,137.15,302.13,74.49,521.62,624.84,438.88,"Legerova, Prague - Nové Město",50.0705328,14.4306153,1.0,Standard,,,,,,,,,,,,
"CZK 14,000","CZK 3,000","CZK 30,000",725437,Small studio,8/1/2022,1,Low-energy,,37 m²,Fully furnished,New-build,,C,,160.12,1211.08,874.77,1059.67,532.16,998.72,786.91,1128.48,670.21,41.85,Prague - Řeporyje,50.03857,14.32246,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,
"CZK 14,500","CZK 1,700","CZK 25,000",644343,2+kk,8/1/2022,2,Brick,,53 m²,Partly,Very good,Cooperative,F,,354.86,1203.0,310.31,1279.99,328.24,423.54,199.87,663.16,161.44,80.67,"Krejčího, Prague - Libeň",50.113661,14.466423,,,,1.0,,,,1.0,,,,,,
"CZK 21,000","CZK 2,500","CZK 21,000",634258,2 bedroom,7/7/2022,1,Brick,,59 m²,Unfurnished,Very good,Personal,G,,48.27,404.93,137.69,285.69,35.2,378.92,83.4,118.81,459.69,297.0,"Petrské Náměstí, Prague - Nové Město",50.091699,14.431651,1.0,,,,,,,1.0,,,,,,
"CZK 14,850","CZK 3,000","CZK 29,700",725049,Studio,7/7/2022,3,Brick,,27 m²,Unfurnished,New-build,Personal,B,,549.23,662.36,441.09,761.17,468.73,740.0,498.65,448.69,636.62,748.27,Prague - Vinohrady,50.06851,14.43809,1.0,,,1.0,,,1.0,,1.0,1.0,,,,
"CZK 35,000","CZK 6,000","CZK 60,000",713112,3+kk,4/18/2022,6,Brick,,110 m²,Fully furnished,Very good,Personal,A,,252.76,1920.14,1411.93,1912.8,1276.75,1370.42,489.11,1567.99,1490.61,183.09,"U Zátiší, Prague - Hodkovičky",50.02094,14.41331,1.0,,,,,,,,1.0,,1.0,,,
"CZK 31,000","CZK 8,000","CZK 45,000",725610,3+1,7/12/2022,3,Brick,,98 m²,Fully furnished,Very good,,G,,76.73,221.17,161.29,371.76,108.95,123.08,305.59,502.06,660.41,175.74,Prague - Smíchov,50.06817,14.40018,,,,,,,,1.0,,,,,,
"CZK 14,000","CZK 4,200","CZK 14,000",725608,2+kk,7/12/2022,8,Prefab concrete,,43 m²,Fully furnished,Good,,G,,328.12,739.27,195.06,805.46,159.43,791.04,175.31,209.92,465.91,327.95,Prague - Michle,50.04707,14.46314,1.0,,,1.0,,,,,,,,,,
"CZK 14,900","CZK 1,500","CZK 12,900",445268,Studio,6/15/2020,2,Other,Distance,25 m²,Fully furnished,New-build,Personal,B,,199.16,1772.66,1264.45,1765.32,1203.62,1323.12,540.96,1520.69,1417.47,109.95,"Pod Lysinami, Prague - Hodkovičky",50.0222594,14.4146541,1.0,Luxurious,Complete,,,Up to 10 years,1.0,,,,,,,
"CZK 14,000","CZK 4,500","CZK 18,000",725597,2+kk,8/1/2022,3,Prefab concrete,,43 m²,Fully furnished,Very good,,G,,152.02,701.89,468.65,437.58,240.46,448.81,403.1,410.12,1117.13,378.62,Prague - Prosek,50.11884,14.49549,1.0,,,1.0,,,,,,,,,,
"CZK 22,000","CZK 5,000","CZK 35,000",725599,3+kk,7/12/2022,2,Prefab concrete,,70 m²,Partly,Good,,G,,186.77,1641.07,196.74,1313.4,168.75,198.81,624.89,235.7,844.96,32.07,Prague - Strašnice,50.06901,14.51091,1.0,,,1.0,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 18,000",725587,Studio,8/15/2022,,Brick,,33 m²,Partly,Very good,,G,,817.84,1330.16,1030.06,1156.88,691.6,1186.71,1014.98,1019.92,1014.62,670.9,Prague - Vokovice,50.10321,14.35191,,,,,,,,,1.0,,,,,
"CZK 21,000","CZK 4,500","CZK 42,000",473444,2+kk,9/1/2022,17,Brick,,48 m²,Fully furnished,,Personal,B,,454.04,809.88,434.66,484.42,353.37,771.43,492.68,609.29,683.92,296.54,"Freyova, Prague - Vysočany",50.1053168,14.5019662,1.0,,,,,Up to 10 years,,1.0,,,1.0,,,
"CZK 16,262",CZK 738,"CZK 34,000",603337,2+kk,10/1/2022,4,Brick,,42 m²,,Good,Personal,E,,132.31,82.89,106.99,210.19,42.31,428.15,244.27,431.07,272.39,265.09,"Černokostelecká, Prague - Strašnice",50.076502,14.491788,,,Interior,,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 40,000",690241,Studio,7/25/2022,2,Other,,37 m²,Fully furnished,New-build,Personal,B,,273.62,1327.93,705.72,1309.48,978.36,1222.34,1084.39,1018.32,1026.82,495.64,"Laponská, Prague - Hloubětín",50.10855,14.52602,1.0,,,1.0,,,,1.0,,1.0,,,,
"CZK 6,000","CZK 3,000","CZK 6,000",413102,Studio,5/12/2021,2,Prefab concrete,,24 m²,Fully furnished,,Personal,,,253.56,1033.66,372.0,990.89,263.04,417.24,805.51,823.05,313.14,77.75,Prague - Malešice,50.0842092,14.5135598,,,,,,,,1.0,,,,,,
"CZK 16,900","CZK 3,100","CZK 40,000",617632,2+kk,6/25/2022,2,Prefab concrete,Distance,44 m²,Partly,Very good,Personal,B,,339.5,258.78,154.1,328.9,36.49,237.37,731.05,965.96,1127.37,353.92,"Olštýnská, Prague - Troja",50.127794,14.42029,1.0,Standard,Interior,,,Up to 10 years,,1.0,,,,,,
"CZK 40,000","CZK 10,000","CZK 40,000",725560,,7/10/2022,1,Other,,141 m²,Unfurnished,Very good,,G,,217.64,234.28,240.62,629.17,210.31,68.85,525.17,314.44,226.55,376.18,Prague - Žižkov,50.08457,14.46719,1.0,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 17,000",725554,1 bedroom,9/1/2022,3,Brick,,48 m²,Partly,Very good,,G,,258.52,1108.82,118.2,1379.05,50.28,399.01,389.44,242.86,498.83,449.69,Prague - Libeň,50.11631,14.47128,,,,,,,,1.0,,,,,,
"CZK 10,998","CZK 3,000","CZK 14,000",497578,2+kk,6/27/2022,10,Prefab concrete,,36 m²,Fully furnished,Good,Personal,,1.0,323.48,1409.91,236.7,562.54,226.84,238.33,797.14,361.05,1215.53,134.39,"Košťálkova, Prague - Kobylisy",50.12740275,14.44881575,1.0,,,,,,,1.0,,,,,,
"CZK 16,500",CZK 500,"CZK 40,000",725552,1 bedroom,7/12/2022,4,Brick,,40 m²,Unfurnished,Very good,,G,,174.96,394.24,117.24,137.89,146.05,137.66,437.73,683.8,648.51,516.31,Prague - Nusle,50.06435,14.44294,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,200","CZK 34,000",593920,Studio,7/1/2022,1,Brick,Distance,33 m²,Partly,New-build,Personal,B,,375.01,1608.31,443.05,1379.73,522.27,1544.31,1286.29,1493.2,614.46,103.23,"Strnadových, Prague - Vysočany",50.11271,14.514971,1.0,Luxurious,Complete,,,Up to 10 years,1.0,,1.0,,1.0,,,
"CZK 14,750","CZK 3,950","CZK 18,500",74207,Studio,7/13/2022,2,Other,,36 m²,Fully furnished,,Personal,,,104.42,1177.9,93.55,1019.9,48.15,771.46,441.51,776.73,918.62,151.89,"Molákova , Prague - Karlín",50.0969546,14.4652087,,,,,,,,,1.0,,,,,
"CZK 8,500","CZK 2,100","CZK 20,000",725539,3+1,8/1/2022,3,Brick,,98 m²,Fully furnished,Good,,G,,206.75,606.95,115.3,151.99,121.54,279.96,685.44,517.15,502.61,346.52,Prague - Smíchov,50.07087,14.40897,,,,,,,,,,,,,,
"CZK 27,000","CZK 3,000","CZK 54,000",611383,4+kk,9/1/2022,6,Low-energy,Central,80 m²,Partly,New-build,Personal,B,,397.92,621.17,1056.27,1200.12,294.68,737.35,1026.58,969.41,191.59,293.77,"Škrábkových, Prague - Letňany",50.140398,14.519076,1.0,Luxurious,,1.0,,Up to 10 years,1.0,1.0,1.0,1.0,1.0,,,
"CZK 7,400","CZK 2,500","CZK 15,000",725536,1 bedroom,7/12/2022,1,Brick,,49 m²,Partly,Good,,E,,385.77,939.76,93.07,746.96,72.39,319.9,491.59,492.56,516.32,410.26,Prague - Strašnice,50.06977,14.49652,,,,1.0,,,,,,,,,,
"CZK 12,000","CZK 3,500","CZK 15,500",403921,Studio,9/1/2022,3,Brick,Central,40 m²,Fully furnished,Very good,Personal,,,227.37,259.16,190.25,329.28,123.0,273.52,789.96,952.36,1293.57,401.17,"Hnězdenská, Prague - Troja",50.1263568,14.4202859,,Standard,,,,10 to 30 years,,,,,,,,
"CZK 22,500",CZK 0,"CZK 34,000",724112,2 bedroom,10/1/2022,1,Brick,,50 m²,Partly,Very good,,G,,223.09,740.62,215.3,404.59,207.61,474.03,404.07,276.61,298.27,269.34,Prague - Nusle,50.06368,14.42373,,,,1.0,,,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 10,000",319529,Small studio,7/14/2021,3,Prefab concrete,Central,36 m²,Fully furnished,,Personal,,,238.9,528.12,220.82,246.42,137.46,238.84,57.67,275.26,1217.47,59.8,"V hůrkách, Prague - Stodůlky",50.0491133,14.3464722,1.0,Standard,,,,,,,,,,,,
"CZK 12,900","CZK 2,900","CZK 18,000",725524,Small studio,8/1/2022,1,Brick,,22 m²,Fully furnished,Very good,,G,,31.28,548.58,126.68,143.3,0.3,434.1,478.36,426.94,746.78,384.93,Prague - Nové Město,50.07342,14.41489,,,,,,,,,,,,,,
"CZK 21,000",CZK 700,"CZK 21,000",534372,2+kk,8/1/2022,4,Brick,Gas boiler,66 m²,Unfurnished,,Personal,B,,108.23,391.06,244.03,205.75,87.05,83.9,290.48,222.06,529.85,194.84,"Vinohradská, Prague - Vinohrady",50.0772932,14.4476518,,,Complete,,,Up to 10 years,,,,,,,,
"CZK 19,000","CZK 1,000","CZK 20,000",541897,2 bedroom,8/1/2022,2,Brick,Electric boiler,55 m²,Partly,,Personal,D,,333.82,584.56,154.21,439.08,344.7,495.05,589.37,587.29,769.29,294.06,Prague - Vinohrady,50.0750204,14.4851619,,Standard,Complete,,,,,,,,,,,
"CZK 24,800",CZK 0,"CZK 30,000",725522,3+1,7/12/2022,4,Prefab concrete,,70 m²,Unfurnished,Very good,,G,1.0,263.27,770.63,491.97,2049.74,451.24,1386.78,906.09,1290.09,1023.73,425.82,Prague - Libuš,50.01183,14.45502,1.0,,,,,,,,,,,,,
"CZK 16,500","CZK 1,000","CZK 17,500",281291,2 bedroom,8/1/2022,2,Brick,Electric boiler,52 m²,Partly,,Personal,E,,335.18,585.92,155.57,440.43,346.06,493.69,590.73,585.93,770.65,292.71,"Krátká, Prague - Vinohrady",50.0750172,14.4851435,,Standard,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 17,000",725509,2 bedroom,8/1/2022,7,Prefab concrete,,60 m²,Fully furnished,Very good,,G,1.0,66.51,124.74,126.5,412.33,182.62,218.01,319.08,467.81,508.39,69.15,Prague - Holešovice,50.1029,14.44467,1.0,,,1.0,,,,,,1.0,1.0,,,
"CZK 22,000","CZK 4,500","CZK 22,000",159198,2 bedroom,9/1/2022,3,Brick,Gas boiler,68 m²,Partly,,Personal,,,349.02,778.99,541.02,1070.45,518.49,901.47,388.63,8.58,1042.2,229.99,"U Okrouhlíku, Prague - Smíchov",50.0739658,14.3817333,,,Complete,,,Up to 10 years,,,,,,,,
"CZK 22,000","CZK 1,400","CZK 30,000",634155,2 bedroom,7/15/2022,2,Other,,80 m²,Partly,Very good,Other,G,,234.48,595.41,45.79,424.68,31.49,247.34,252.66,884.92,968.01,334.04,Prague - Malá Strana,50.088636,14.39887,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,500","CZK 22,000",387154,2+kk,8/1/2022,3,Brick,Central,66 m²,Partly,New-build,Personal,B,,169.28,1187.59,269.36,1262.5,487.76,262.2,218.17,597.69,897.43,187.51,"Březenská, Prague - Libeň",50.128458,14.484084,1.0,,,1.0,,Up to 10 years,1.0,1.0,1.0,1.0,1.0,,,
"CZK 15,000",CZK 0,"CZK 20,000",250012,1 bedroom,7/11/2022,3,Brick,,30 m²,Partly,,Other,,,199.08,871.2,156.11,575.85,182.29,455.67,295.58,477.46,968.34,398.18,Prague - Smíchov,50.0730669,14.394531,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 20,000",725440,3+1,7/11/2022,2,Brick,,85 m²,Partly,Very good,,G,,256.37,1117.23,482.0,1155.61,205.81,824.94,1356.93,232.9,963.34,473.12,Prague - Vršovice,50.06172,14.46566,,,,,,,,,,1.0,,,,
"CZK 15,000","CZK 4,400","CZK 15,000",725431,2 bedroom,8/1/2022,1,Brick,,56 m²,Partly,Good,,G,,313.1,1509.72,332.54,2411.33,465.95,1621.12,355.56,1288.52,824.55,887.44,Prague - Ruzyně,50.08429,14.31501,,,,1.0,,,,,,,,,,
"CZK 13,500","CZK 5,200","CZK 18,699",66794,2+kk,8/1/2022,5,Prefab concrete,Distance,52 m²,Partly,,Personal,,,600.09,1550.81,194.63,1651.27,465.86,838.08,540.63,802.14,1444.79,52.68,"Roudnická, Prague - Střížkov",50.1328588,14.4873784,,Standard,Complete,,,,,,,,,,,
"CZK 22,000","CZK 3,000","CZK 20,000",725138,2+kk,8/1/2022,1,Brick,,63 m²,Partly,New-build,,C,,92.53,1576.27,658.52,1399.02,165.19,1023.16,583.2,1388.74,1172.98,994.03,Prague - Krč,50.03352,14.44734,,,,1.0,,,1.0,,1.0,1.0,,,,
"CZK 15,300","CZK 4,200","CZK 23,000",725424,1 bedroom,8/7/2022,3,Brick,,54 m²,Unfurnished,New-build,,B,,420.24,1485.76,850.0,4102.98,539.63,826.71,1209.44,3352.48,1284.16,462.62,Prague - Dolní Měcholupy,50.06799,14.55658,1.0,,,,,,1.0,1.0,,,,,,
"CZK 18,000","CZK 4,000","CZK 18,000",725411,2+kk,7/11/2022,1,Brick,,54 m²,Fully furnished,Good,,C,,103.75,955.7,280.48,410.2,14.01,631.02,346.46,380.05,657.91,172.57,Prague - Bubeneč,50.1039,14.40337,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000","CZK 21,000",690903,2+kk,7/15/2022,1,Brick,,58 m²,Partly,New-build,Personal,A,,255.31,280.06,351.49,1432.77,369.76,1267.71,541.92,878.1,811.36,195.9,"Ondrákové, Prague - Hlubočepy",50.02841,14.36164,1.0,,,,,,,1.0,,,,,,
"CZK 7,500","CZK 1,500","CZK 18,000",688853,Other,7/1/2022,,Brick,,31 m²,Unfurnished,Very good,Personal,G,,200.57,849.52,203.4,687.9,182.43,686.24,524.74,415.67,640.86,162.21,"Bulharská, Prague - Vršovice",50.07186,14.46305,,,,,,,,,,,,,,
"CZK 19,500","CZK 3,000","CZK 39,000",721889,1 bedroom,6/10/2022,,Brick,,40 m²,Fully furnished,New-build,,G,,113.11,379.86,71.41,241.99,45.66,98.49,295.44,275.59,558.97,269.92,Prague - Vinohrady,50.0755,14.45124,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000","CZK 17,000",725391,Studio,8/1/2022,2,Brick,,30 m²,Partly,New-build,,A,,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,1.0,,,,,,1.0,,,,,,,
"CZK 22,400","CZK 4,000","CZK 26,400",725384,2+kk,8/1/2022,2,Brick,,52 m²,Partly,New-build,,A,,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,1.0,,,,,,1.0,1.0,,,,,,
"CZK 19,990","CZK 3,356","CZK 23,346",725380,3+kk,7/21/2022,3,Prefab concrete,,72 m²,Partly,Good,Personal,G,1.0,446.73,1397.26,408.64,1021.64,618.03,673.85,777.16,497.23,1097.51,183.31,"Pohnertova, Prague - Kobylisy",50.13102472222,14.44744055555,,,,1.0,,,,1.0,,,,"CZK 23,346",,
"CZK 12,000","CZK 4,000","CZK 36,000",725293,2+kk,7/10/2022,3,Brick,,53 m²,Unfurnished,Very good,,B,,368.56,1335.0,483.78,1142.77,759.24,1237.36,754.88,655.56,1535.27,437.24,Prague - Uhříněves,50.03848,14.59384,1.0,,,1.0,,,,,1.0,,1.0,,,
"CZK 33,000","CZK 5,500","CZK 66,000",320146,4+kk,8/3/2022,7,Low-energy,Central,127 m²,Partly,New-build,Personal,C,,180.9,275.92,211.57,252.38,137.33,251.39,270.69,505.51,363.09,285.71,"Sinkulova, Prague - Podolí",50.0584062,14.4233332,1.0,Luxurious,,,,Up to 10 years,1.0,,1.0,,1.0,,,
"CZK 26,800",CZK 700,"CZK 53,600",526419,3+kk,7/1/2022,5,Brick,,93 m²,Partly,,Personal,,,53.14,367.43,39.88,58.19,55.02,254.58,117.96,330.45,564.75,447.33,Prague - Nové Město,50.0781585,14.4191436,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,500","CZK 14,000",725340,2+kk,8/3/2022,5,Prefab concrete,,45 m²,Partly,Very good,,G,1.0,232.42,254.11,185.2,324.23,117.95,268.47,784.91,947.31,1288.52,396.11,Prague - Troja,50.12639,14.42051,1.0,,,,,,,,,,,,,
"CZK 15,000","CZK 5,500","CZK 30,000",719984,2 bedroom,7/1/2022,2,Brick,,70 m²,Partly,Very good,Personal,,,55.6,1042.19,684.66,858.41,831.85,889.14,211.8,921.97,949.88,409.26,Prague - Košíře,50.06457,14.3713,,Standard,Exterior,1.0,,10 to 30 years,,1.0,,,,,,
"CZK 17,000","CZK 2,552","CZK 17,000",725356,2+kk,9/1/2022,6,Brick,,60 m²,Partly,Good,,G,1.0,70.64,1023.87,0.18,233.27,167.41,410.68,194.37,681.25,522.23,790.97,Prague - Holešovice,50.10039,14.43598,1.0,,,1.0,,,,,,,,,,
"CZK 18,500","CZK 4,500","CZK 37,000",724494,2 bedroom,8/8/2022,6,Prefab concrete,,52 m²,Fully furnished,Very good,,G,1.0,157.38,898.11,582.97,939.2,587.48,920.05,564.57,401.12,806.99,126.99,Prague - Michle,50.05049,14.46551,1.0,,Complete,1.0,,,,1.0,,1.0,1.0,,,
"CZK 14,000","CZK 2,500","CZK 14,000",677905,Studio,8/1/2022,5,Prefab concrete,Distance,32 m²,Fully furnished,Very good,Personal,B,,157.36,927.29,86.78,739.19,36.72,254.8,567.56,287.14,694.0,393.52,"Čumpelíkova, Prague - Kobylisy",50.12763,14.45974,1.0,,,1.0,,Up to 10 years,,1.0,,,,,,
"CZK 14,000",CZK 500,"CZK 20,000",725338,Studio,8/1/2022,5,Brick,,24 m²,Fully furnished,Very good,,G,,222.41,578.44,185.38,561.4,179.63,344.62,146.28,520.96,554.33,481.37,Prague - Vinohrady,50.07035,14.43111,,,,,,,,,,,,,,
"CZK 19,999","CZK 4,500","CZK 24,500",334624,Studio,8/1/2022,1,Brick,Central,39 m²,Fully furnished,New-build,Personal,,,161.88,690.04,386.69,178.53,127.34,529.65,741.37,854.39,628.9,179.13,"Kališnická, Prague - Žižkov",50.089749,14.462776,1.0,Luxurious,,1.0,,,1.0,,,,1.0,,,
"CZK 14,000","CZK 4,000","CZK 28,000",633291,Studio,9/1/2022,6,Brick,,37 m²,Partly,New-build,Personal,B,,296.63,1178.0,587.87,3787.88,277.49,564.58,922.09,3210.54,1091.67,331.3,"Honzíkova, Prague - Dolní Měcholupy",50.067054,14.552755,1.0,,,,,Up to 10 years,,1.0,,,,,,
"CZK 16,200","CZK 3,700","CZK 32,000",516525,Studio,7/11/2022,,Other,Distance,58 m²,Partly,,Personal,,,308.24,1346.98,719.34,1301.51,1076.53,1116.54,1213.15,1015.4,1168.53,551.17,Prague - Hloubětín,50.108687,14.5251219,,Luxurious,Complete,1.0,,Up to 10 years,1.0,,1.0,,,,,
"CZK 15,000","CZK 3,400","CZK 25,000",724389,2+kk,7/1/2022,6,Prefab concrete,,41 m²,Unfurnished,Very good,,G,,102.75,496.26,255.84,493.57,215.16,312.99,606.32,145.02,802.82,77.54,Prague - Hlubočepy,50.03164,14.37233,1.0,,,,,,,,,1.0,1.0,,,
"CZK 25,000","CZK 2,000","CZK 25,000",725323,2+kk,7/10/2022,2,Brick,,62 m²,Partly,Very good,,B,,310.21,456.62,95.93,640.75,18.16,389.02,113.87,877.35,911.35,409.76,Prague - Malá Strana,50.08843,14.39699,,,,,,,,,,,,,,
"CZK 18,500","CZK 2,500","CZK 17,000",725314,Studio,7/25/2022,2,Brick,,47 m²,Fully furnished,New-build,,A,,42.39,972.28,493.9,779.33,473.81,570.56,101.85,1243.61,701.11,348.0,Prague - Holešovice,50.11053,14.45074,1.0,,,,,,,,,,,,,
"CZK 15,500","CZK 4,700","CZK 20,000",725322,2+kk,7/10/2022,2,Prefab concrete,,43 m²,Fully furnished,Very good,,G,,372.24,595.96,363.77,889.08,667.91,825.75,526.91,608.99,598.11,44.36,Prague - Horní Měcholupy,50.04313,14.55293,1.0,,,,,,,,,1.0,,,,
"CZK 16,000","CZK 4,000","CZK 48,000",712727,2+kk,4/4/2022,,Brick,Gas boiler,50 m²,Partly,Very good,Personal,G,,238.26,491.08,272.76,285.47,308.65,480.37,253.77,835.23,286.65,150.92,"Podolská, Prague - Podolí",50.05563,14.42088,,Luxurious,Complete,1.0,,,,,,,,,,
"CZK 24,500","CZK 6,000","CZK 24,500",725315,3+kk,8/1/2022,4,Brick,Distance,93 m²,Partly,New-build,Personal,G,,601.42,1246.41,500.88,831.75,66.15,916.15,440.91,592.56,429.11,558.39,Prague - Libeň,50.11046,14.48677,1.0,Standard,,1.0,,,1.0,1.0,,1.0,,,,
"CZK 24,900","CZK 3,900","CZK 57,600",647743,2+kk,7/25/2022,6,Brick,Central,52 m²,Fully furnished,Very good,Personal,D,,321.74,272.42,32.18,227.85,42.93,69.06,244.65,812.35,163.33,572.38,"Opletalova, Prague - Nové Město",50.0814214,14.4299039,1.0,Luxurious,Complete,,,,,,1.0,1.0,,,,
"CZK 10,000","CZK 2,500","CZK 12,500",575593,Small studio,7/18/2022,2,Brick,Electric boiler,30 m²,Fully furnished,Very good,Personal,A,,59.17,3222.38,3149.47,4640.47,335.04,3459.34,3032.31,4721.04,3685.68,502.9,Prague - Přední Kopanina,50.117916,14.301685,,,,,,,,,,,,,,
"CZK 12,000","CZK 1,000","CZK 13,000",208147,Small studio,8/1/2022,1,Brick,Gas boiler,30 m²,Partly,Very good,Personal,A,,280.87,1357.43,864.77,894.85,423.74,838.38,1203.5,640.23,469.95,504.68,"Za Lužinami, Prague - Stodůlky",50.052052,14.3232845,,Standard,Complete,,,Up to 10 years,1.0,,,,,,,
"CZK 23,000","CZK 6,178","CZK 46,000",725287,3+kk,7/10/2022,5,Other,,72 m²,Fully furnished,Very good,,C,,227.05,1750.23,723.69,1715.4,938.43,1383.6,1683.05,1360.48,960.85,244.66,Prague - Stodůlky,50.05816,14.33017,1.0,,,1.0,,,,1.0,,1.0,1.0,,,
"CZK 22,000","CZK 5,000","CZK 22,000",725282,3+1,7/10/2022,3,Low-energy,,79 m²,Partly,Good,,C,1.0,424.12,1546.48,315.12,1539.14,785.51,498.65,323.93,127.3,683.19,244.29,Prague - Kamýk,50.01359,14.43028,1.0,,,,,,,,,,,,,
