Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Ownership Type,Building Type,New building,Age,Design,Heating,Total number of floors,PENB,Condition,Renovation,Front garden,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
718233,"CZK 17,000",50.04783,14.55994,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,43 m²,"CZK 3,000",Furnished,6,Yes,No,No,No,No,No,No,15. 05. 2022,349,959,491,"1,037",69,"1,104",231,238,749,84,"CZK 20,000",Personal,Prefab concrete building,,,Standard materials and solutions,District heating,,G,Excellent,Overall,,,,,,
718236,"CZK 13,000",50.10588,14.57326,"Generála Janouška, Prague - Černý Most",1 bedroom with open-plan kitchen,45 m²,"CZK 4,500",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 07. 2022,122,"1,049",91,541,180,203,511,419,206,,"CZK 26,000",Personal,Prefab concrete building,,,,,,G,Good,,,,,,,
664352,"CZK 39,000",50.07791,14.40697,"Zborovská, Prague - Smíchov",4 bedroom,110 m²,"CZK 3,500",Furnished,1,No,No,No,No,No,No,No,19. 06. 2021,232,350,216,307,105,392,257,918,738,420,"CZK 39,000",Personal,Brick building,,,,Gas boiler,Raised ground floor,C,Excellent,Interior,,,,,,
718227,"CZK 24,000",50.11934,14.48602,"Žitenická, Prague - Prosek",1 bedroom with open-plan kitchen,57 m²,"CZK 4,900",Furnished,3,Yes,Yes,Yes,No,No,Yes,No,11. 07. 2022,249,"1,143",305,"1,082",519,742,125,534,715,320,"CZK 24,000",Personal,Brick building,,,,,,B,New build,,,,,,,
718219,"CZK 23,700",49.99877,14.50837,"Radešovská, Prague - Šeberov",3 bedroom with open-plan kitchen,96 m²,"CZK 5,800",Furnished,1,Yes,Yes,No,No,Yes,No,No,01. 08. 2022,"1,057","1,144","1,055","1,096",,,,,,,"CZK 47,400",Personal,Brick building,,,Premium materials and solutions,Geothermal heat pump,Middle floor,B,Excellent,Overall,150 m²,,,,,
718217,"CZK 15,490",50.04595583333,14.33654833333,"Modrá, Prague - Stodůlky",1 bedroom with open-plan kitchen,43 m²,"CZK 2,141",Furnished,6,No,No,Yes,No,No,Yes,No,,308,443,305,472,347,464,437,269,440,182,"CZK 17,631",Personal,Prefab concrete building,,,,,,G,Excellent,,,"CZK 17,631

                                
                                
                
i",,,,
150673,"CZK 10,998",50.0586898,14.2826339,"Tulešická, Prague - Zličín",Studio,31 m²,"CZK 3,000",Furnished,1,No,No,No,No,No,No,No,,354,821,844,774,799,898,246,"1,120",86,,"CZK 19,000",Other,Brick building,,,,,,,,,,,,,,
200313,"CZK 17,000",50.0963583,14.3570728,"Africká, Prague - Vokovice",Studio,41 m²,"CZK 3,000",Furnished,,Yes,No,No,No,No,No,No,,334,366,231,255,280,229,299,516,"1,057",106,"CZK 34,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,District heating,Ground floor,,,Overall,10 m²,,,,,
518108,"CZK 25,000",50.06799,14.30409,"Španielova, Prague - Řepy",3 bedroom,80 m²,"CZK 7,000",Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 06. 2022,394,985,398,947,373,624,468,316,516,,"CZK 40,000",Personal,Prefab concrete building,,,,District heating,Middle floor,D,,,,,,,,
414303,"CZK 26,000",50.0930962,14.4538949,"Křižíkova, Prague - Karlín",1 bedroom with open-plan kitchen,58 m²,"CZK 6,000",Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,15. 05. 2022,161,511,147,132,156,194,382,"1,191",193,466,"CZK 40,000",Personal,Low-energy building,Yes,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,B,,,,,,,,
672892,"CZK 33,000",50.07274,14.43888,"Záhřebská, Prague - Vinohrady",2 bedroom,72 m²,"CZK 1,700",Furnished,5,No,No,No,No,No,Yes,No,17. 05. 2022,264,319,157,536,54,438,208,365,791,604,"CZK 33,000",Personal,Brick building,,,,,,,Excellent,,,,,,,
476289,"CZK 25,500",50.0943979,14.4570713,"Petra Slezáka, Prague - Karlín",1 bedroom with open-plan kitchen,51 m²,"CZK 3,000",Furnished,2,No,No,Yes,No,No,Yes,No,,114,757,111,448,84,312,261,"1,147",362,284,"CZK 40,000",Personal,Brick building,,10 to 30 years years,Premium materials and solutions,Electric boiler,Middle floor,C,Excellent,Overall,,,,,,
507636,"CZK 13,000",50.126902049845,14.471852389549,"Střelničná, Prague - Kobylisy",1 bedroom,35 m²,"CZK 4,000",Partially furnished,2,No,No,No,No,No,No,No,,85,224,154,277,22,197,539,591,"1,029",293,"CZK 26,000",Cooperative,Brick building,,,,,,G,,,,,,,,
369009,"CZK 13,800",50.0539858,14.5274748,"Zemské právo, Prague - Hostivař",Studio,32 m²,"CZK 1,860",Partially furnished,3,Yes,No,Yes,No,No,No,No,01. 06. 2022,316,874,170,837,424,879,960,574,423,426,"CZK 13,800",Personal,Brick building,Yes,,,,,B,New build,,-1 m²,,,,,
467330,"CZK 18,500",50.07502,14.48515,"Krátká, Prague - Vinohrady",2 bedroom,55 m²,"CZK 1,000",Partially furnished,1,No,No,No,No,No,No,No,16. 05. 2022,350,587,155,440,346,462,589,587,970,285,"CZK 19,500",Personal,Brick building,,,,,Middle floor,,,Interior,,,,,,
504612,"CZK 19,000",50.0712304,14.4007897,"Radlická, Prague - Smíchov",1 bedroom with open-plan kitchen,46 m²,"CZK 4,000",Furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,117,440,384,59,69,555,304,913,974,295,"CZK 19,000",Personal,Brick building,,30 to 50 years years,Standard materials and solutions,Central heating,Middle floor,C,Excellent,Overall,,,,,,
533010,"CZK 16,000",50.1019511,14.4365138,"U Smaltovny, Prague - Holešovice",1 bedroom with open-plan kitchen,48 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,No,No,01. 07. 2022,212,907,171,317,77,407,393,"1,490",506,989,"CZK 20,000",Personal,Brick building,,,Standard materials and solutions,Gas boiler,Middle floor,E,,,,,,,,
585766,"CZK 15,500",50.066528,14.551467,"Kryšpínova, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,52 m²,"CZK 4,500",Unfurnished,4,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,348,"1,200",262,181,441,942,"1,110",203,,,"CZK 20,000",Personal,Brick building,,,,,,C,New build,,,,,,,
717552,"CZK 21,000",50.07037,14.47724,"Kubánské náměstí, Prague - Vršovice",2 bedroom with open-plan kitchen,60 m²,"CZK 2,970",Partially furnished,4,No,No,Yes,No,No,Yes,No,16. 05. 2022,63,135,54,208,90,179,308,213,278,156,"CZK 21,000",Personal,Brick building,,,,,,G,Excellent,,,,,,,
718163,"CZK 17,000",50.05253,14.51168,"Mattioliho, Prague - Záběhlice",Studio,38 m²,"CZK 4,000",Partially furnished,4,No,Yes,No,No,No,Yes,Yes,23. 05. 2022,225,508,498,551,257,504,945,874,761,446,"CZK 25,000",Personal,Brick building,,,,,,A,New build,,,,,,,
717159,"CZK 15,000",50.064779,14.5525555,"Františka Jansy, Prague - Dolní Měcholupy",Studio,45 m²,"CZK 4,000",Partially furnished,1,No,Yes,No,No,Yes,Yes,No,23. 05. 2022,150,845,468,387,639,"1,165",809,100,,,"CZK 20,000",Cooperative,Brick building,,,,,,B,New build,,,,,,,
684922,"CZK 9,900",50.03579,14.41528,"Na Vinohradu, Prague - Braník",Studio,25 m²,"CZK 1,500",Furnished,1,No,No,No,No,No,No,No,09. 05. 2022,200,452,102,198,138,224,244,515,,,"CZK 19,000",Personal,Brick building,,,,,,,Excellent,,,,,,,
273866,"CZK 10,000",50.0750941,14.4848995,"Irkutská, Prague - Vinohrady",Studio,29 m²,CZK 750,Unfurnished,-1,No,No,No,No,No,No,No,05. 05. 2022,270,723,349,479,359,406,587,571,942,259,CZK 1,Personal,Brick building,,over 50 years years,Standard materials and solutions,Other,Ground floor,,,Interior,,,,,,
529640,"CZK 9,500",50.0577592,14.2889989,"Na Radosti, Prague - Zličín",Studio,25 m²,"CZK 2,800",Furnished,2,No,No,No,No,No,No,No,09. 05. 2022,293,773,615,558,412,669,248,522,50,,"CZK 19,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,Excellent,Overall,,,,,,
454911,"CZK 13,500",50.1268798,14.4222701,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,47 m²,"CZK 4,000",Furnished,12,No,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,386,336,58,407,200,350,675,"1,006","1,092",317,"CZK 35,000",Personal,Low-energy building,,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,B,Excellent,Overall,,,,,,
611162,"CZK 16,000",50.030212,14.364044,"Kováříkova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,53 m²,"CZK 3,800",Partially furnished,2,No,Yes,No,No,No,Yes,No,01. 06. 2022,380,"1,101",366,"1,082",244,"1,143",471,586,796,326,"CZK 16,000",Personal,Brick building,Yes,1 to 10 years years,,District heating,Middle floor,D,Excellent,,,,,,,
710132,"CZK 8,990",50.14972722222,14.51586138888,"K Avii, Prague - Čakovice",Studio,28 m²,"CZK 2,859",Unfurnished,1,No,No,No,No,No,No,No,,216,681,568,922,838,635,868,471,,,"CZK 11,849",Personal,Brick building,,,,,,G,Good,,,"CZK 11,849

                                
                                
                
i",,,,
613183,"CZK 17,000",50.063138,14.447026,"U Pernštejnských, Prague - Nusle",1 bedroom with open-plan kitchen,47 m²,"CZK 2,500",Furnished,4,No,Yes,No,No,No,Yes,Yes,16. 06. 2020,278,735,249,438,352,481,623,637,801,694,"CZK 51,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,B,New build,Overall,,,,,,
717952,"CZK 26,000",50.05404,14.36564,"U Kříže, Prague - Jinonice",2 bedroom with open-plan kitchen,74 m²,"CZK 4,000",Partially furnished,4,No,Yes,Yes,No,Yes,Yes,Yes,09. 05. 2022,147,156,551,413,622,326,849,723,298,,"CZK 30,000",Personal,Brick building,,,,,,G,Excellent,,,,,,,
704707,"CZK 14,000",50.06597,14.49684,"Strančická, Prague - Strašnice",1 bedroom with open-plan kitchen,53 m²,"CZK 3,500",Partially furnished,5,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,162,159,"1,182",251,525,370,326,898,414,,"CZK 28,000",Personal,Brick building,,10 to 30 years years,Premium materials and solutions,District heating,Middle floor,B,Excellent,,,,,,,
654187,"CZK 23,000",50.08634,14.48319,"U Staré cihelny, Prague - Žižkov",1 bedroom with open-plan kitchen,68 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,Yes,Yes,Yes,01. 07. 2022,228,"1,188",419,"1,051",519,"1,085",918,562,725,543,"CZK 46,000",Personal,Brick building,Yes,1 to 10 years years,,Central heating,Middle floor,C,New build,,,,,,,
717808,"CZK 16,500",50.07055,14.47977,"Na Stezce, Prague - Vršovice",2 bedroom,58 m²,"CZK 1,500",Unfurnished,3,Yes,No,Yes,No,No,Yes,No,08. 05. 2022,195,312,240,53,228,317,447,404,387,207,"CZK 16,500",Personal,Brick building,,,,,,G,Excellent,,,,,,,
716384,"CZK 32,000",50.08123,14.42982,"Opletalova, Prague - Nové Město",2 bedroom with open-plan kitchen,77 m²,"CZK 3,000",Partially furnished,7,Yes,No,No,Yes,Yes,Yes,No,02. 05. 2022,333,299,46,200,55,39,271,954,190,583,"CZK 50,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,G,Excellent,Interior,,,,,,
717181,"CZK 22,000",50.044853653232,14.303649926543,Prague - Stodůlky,1 bedroom with open-plan kitchen,55 m²,"CZK 5,000",Partially furnished,7,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,270,209,261,243,"1,040","1,137",743,903,196,,"CZK 22,000",Cooperative,Brick building,,,,,,G,New build,,,,,,,
718097,"CZK 29,000",50.1178403,14.4735782,"Čertův vršek, Prague - Libeň",2 bedroom with open-plan kitchen,93 m²,"CZK 5,500",Unfurnished,2,No,Yes,Yes,No,No,Yes,Yes,10. 05. 2022,162,"1,471",505,508,764,848,"1,179","1,383",639,,"CZK 50,000",Personal,Brick building,,,,,,B,New build,,,,,,,
718094,"CZK 14,990",50.06549305555,14.30254805555,"Makovského, Prague - Řepy",1 bedroom with open-plan kitchen,48 m²,"CZK 4,926",Unfurnished,9,Yes,No,Yes,No,No,Yes,No,,93,551,284,512,122,607,534,328,"1,442",298,"CZK 19,916",Personal,Prefab concrete building,,,,,,G,Excellent,,,"CZK 19,916

                                
                                
                
i",,,,
718090,"CZK 17,000",50.1028,14.49695,"Českomoravská, Prague - Libeň",1 bedroom with open-plan kitchen,50 m²,"CZK 2,800",Furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,126,589,273,189,186,90,541,"1,080",637,392,"CZK 17,000",Personal,Prefab concrete building,,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,B,Excellent,,,,,,,
717170,"CZK 14,000",49.98824,14.44641,"Kestřanská, Prague - Cholupice",2 bedroom with open-plan kitchen,63 m²,"CZK 3,800",Partially furnished,3,No,No,No,No,Yes,No,Yes,01. 07. 2022,340,597,354,365,,,,,,,"CZK 20,000",Personal,Brick building,Yes,1 to 10 years years,Standard materials and solutions,Gas boiler,Top floor,C,New build,,,,,,,
441070,"CZK 15,000",50.136196,14.380704,"Internacionální, Prague - Suchdol",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,1,No,No,Yes,No,Yes,Yes,No,01. 06. 2022,10,77,384,65,50,97,579,468,903,736,"CZK 15,000",Personal,Brick building,,,Standard materials and solutions,Gas boiler,Ground floor,B,Excellent,,,,,,,
718084,"CZK 22,990",50.07173333333,14.41967055555,"Na hrádku, Prague - Nové Město",2 bedroom,62 m²,"CZK 1,984",Partially furnished,1,No,No,No,No,No,Yes,No,,138,518,100,168,159,79,339,287,459,360,"CZK 24,974",Personal,Brick building,,,,,,C,Good,,,"CZK 24,974

                                
                                
                
i",,,,
718079,"CZK 15,000",50.06235,14.42631,"Na Bučance, Prague - Nusle",Studio,30 m²,"CZK 2,500",Partially furnished,4,No,No,Yes,No,Yes,No,No,16. 05. 2022,383,729,282,246,174,527,341,115,442,208,"CZK 30,000",Personal,Brick building,,,,,,G,Excellent,,,,,,,
717163,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",4 bedroom with open-plan kitchen,250 m²,"CZK 17,000",Unfurnished,7,No,No,No,No,No,Yes,No,05. 05. 2022,50,344,274,458,40,435,343,586,60,470,"CZK 167,000",Personal,Brick building,,,,,,G,Excellent,,,,,,,
662735,"CZK 13,000",50.11501,14.4714,"Vosmíkových, Prague - Libeň",1 bedroom with open-plan kitchen,52 m²,"CZK 4,500",Partially furnished,1,No,No,Yes,No,No,No,No,01. 07. 2022,97,"1,149",147,"1,226",85,441,312,"1,327",872,339,"CZK 14,500",Personal,Brick building,,,,,,G,Excellent,,,,,,,
658806,"CZK 17,000",50.02491,14.41322,"Jitřní, Prague - Hodkovičky",1 bedroom with open-plan kitchen,58 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,Yes,No,No,01. 07. 2022,31,"1,435","1,207","1,428",714,916,87,"1,116",928,353,"CZK 38,000",Personal,Other,Yes,,,District heating,,C,New build,,,,,,,
718040,"CZK 14,000",50.07048,14.40701,"Jindřicha Plachty, Prague - Smíchov",1 bedroom,40 m²,CZK 700,Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,224,597,151,251,119,255,690,"1,170",981,467,"CZK 14,000",Personal,Brick building,,,,,,G,Excellent,,,,,,,
551630,"CZK 14,000",50.04782783895,14.559218611114,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,43 m²,"CZK 2,000",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 06. 2022,279,927,421,"1,005",138,"1,072",300,206,717,128,"CZK 28,000",Personal,Prefab concrete building,,,,District heating,Middle floor,,Excellent,Overall,,,,,,
449124,"CZK 11,400",50.139249872201,14.518846536792,"Pavla Beneše, Prague - Letňany",Studio,35 m²,"CZK 2,300",Unfurnished,5,No,No,Yes,No,No,No,No,,282,450,953,"1,037",484,574,850,981,"1,112",148,"CZK 15,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,District heating,Top floor,A,,,,,,,,
322551,"CZK 19,000",50.1014198,14.370781,"Vostrovská, Prague - Dejvice",2 bedroom,50 m²,"CZK 4,500",Unfurnished,1,No,No,No,No,No,No,No,01. 07. 2022,292,927,443,563,443,348,745,852,777,315,,Personal,Brick building,,,,,,G,,,,,,,,
555193,"CZK 13,000",50.1177897,14.4711221,"Střížkovská, Prague - Libeň",Studio,37 m²,"CZK 1,500",Partially furnished,1,No,No,No,No,No,No,No,15. 04. 2019,178,"1,097",236,"1,448",197,482,609,"1,130","1,312",689,"CZK 13,000",Personal,Brick building,Yes,,,,,B,,,,,,,,
713139,"CZK 28,000",50.06552,14.37806,"U Vojanky, Prague - Košíře",2 bedroom with open-plan kitchen,91 m²,"CZK 7,000",Furnished,5,No,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,98,731,678,978,708,"1,085",857,846,"1,407",934,"CZK 35,000",Personal,Brick building,,10 to 30 years years,Premium materials and solutions,Gas boiler,Top floor,G,Excellent,Overall,,,,,,
574105,"CZK 11,000",50.1276017,14.4148121,"Mazurská, Prague - Troja",Studio,32 m²,"CZK 3,400",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 06. 2022,96,321,218,256,256,173,346,554,383,,"CZK 11,000",Personal,Prefab concrete building,,,Premium materials and solutions,District heating,Middle floor,,Excellent,Overall,,,,,,
559411,"CZK 18,000",50.1311625,14.491996,"Zakšínská, Prague - Střížkov",1 bedroom with open-plan kitchen,56 m²,"CZK 4,300",Furnished,2,Yes,No,No,Yes,Yes,Yes,Yes,01. 06. 2022,490,"1,228",363,"1,153",763,609,728,604,"1,317",77,"CZK 36,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,Central heating,,B,New build,,,,,,,
537589,"CZK 18,500",50.0787851,14.4605997,"Jičínská, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,,Furnished,2,Yes,No,No,No,No,Yes,No,01. 01. 1970,39,336,123,153,117,153,645,534,689,73,"CZK 37,000",Personal,Brick building,,,,,,A,Excellent,,,,,,,
378961,"CZK 11,000",50.0629278,14.3800684,"Černochova, Prague - Košíře",Studio,30 m²,"CZK 3,500",Furnished,5,No,No,No,No,Yes,Yes,No,01. 06. 2022,340,"1,245",672,"1,032",660,958,347,"1,228",618,,"CZK 11,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,C,Excellent,,,,,,,
698899,"CZK 18,000",50.0774,14.50504,"Černokostelecká, Prague - Strašnice",1 bedroom with open-plan kitchen,52 m²,"CZK 4,400",Partially furnished,3,No,No,No,No,No,Yes,No,06. 06. 2022,33,808,482,699,157,575,614,733,605,,"CZK 20,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,Other,,,Excellent,Interior,,,,,,
718027,"CZK 12,000",50.03891,14.50712,"Leopoldova, Prague - Chodov",1 bedroom,46 m²,"CZK 4,000",Partially furnished,4,Yes,No,Yes,No,Yes,Yes,No,15. 07. 2022,346,"1,043",282,386,72,476,185,436,93,,"CZK 20,000",Personal,Prefab concrete building,,,,,,C,Good,,,,,,,
209418,"CZK 17,500",50.1062237,14.4470997,"Osadní, Prague - Holešovice",1 bedroom with open-plan kitchen,53 m²,"CZK 3,500",Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2020,189,305,149,318,63,211,378,666,371,305,"CZK 16,500",Personal,Brick building,Yes,,,District heating,Middle floor,,Excellent,,,,,,,
717947,"CZK 11,500",50.07177,14.46983,"28. pluku, Prague - Vršovice",1 bedroom,43 m²,"CZK 2,950",Partially furnished,3,No,No,No,No,No,Yes,No,31. 05. 2022,79,577,159,372,245,172,344,221,749,210,"CZK 11,500",Personal,Brick building,,,,,,G,Good,,,,,,,
718018,"CZK 12,500",50.12242,14.48951,"Bílinská, Prague - Prosek",1 bedroom,33 m²,"CZK 3,800",Furnished,7,No,No,No,Yes,No,Yes,No,16. 05. 2022,434,765,194,703,477,405,283,282,444,215,"CZK 15,000",Personal,Prefab concrete building,,,,District heating,Top floor,G,Excellent,Overall,,,,,,
717977,"CZK 14,000",50.12689,14.40896,"Krynická, Prague - Troja",1 bedroom with open-plan kitchen,49 m²,"CZK 4,500",Partially furnished,5,No,No,Yes,Yes,No,Yes,No,01. 06. 2022,413,757,296,692,585,549,444,124,297,,"CZK 28,000",Personal,Prefab concrete building,,,,,,G,Excellent,,,,,,,
717074,"CZK 19,000",50.06891,14.50447,"Nedvězská, Prague - Strašnice",2 bedroom with open-plan kitchen,70 m²,"CZK 7,000",Partially furnished,4,No,No,No,No,No,Yes,No,17. 07. 2022,303,459,"1,338",328,518,327,320,"1,252",158,,"CZK 40,000",Personal,Prefab concrete building,,10 to 30 years years,Standard materials and solutions,District heating,Top floor,G,Excellent,Overall,,,,,,
717970,"CZK 19,000",50.13535,14.54158,"Toužimská, Prague - Kbely",2 bedroom with open-plan kitchen,67 m²,"CZK 7,500",Partially furnished,3,No,Yes,Yes,No,Yes,Yes,Yes,01. 06. 2022,137,655,774,675,908,547,547,565,806,,"CZK 38,000",Personal,Brick building,,,,,,G,Excellent,,,,,,,
717954,"CZK 15,000",50.08257,14.44933,"Víta Nejedlého, Prague - Žižkov",2 bedroom,45 m²,"CZK 5,000",Furnished,,No,No,Yes,No,No,No,No,10. 05. 2022,425,278,101,287,20,140,268,376,420,565,"CZK 20,000",Personal,Brick building,,,,,,G,Excellent,,,,,,,
717106,"CZK 14,500",50.05855,14.49431,"Mečíková, Prague - Záběhlice",Studio,41 m²,"CZK 2,980",Furnished,5,No,No,Yes,No,No,Yes,No,06. 05. 2022,97,720,133,988,488,353,483,949,250,232,"CZK 20,000",Personal,Prefab concrete building,,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,C,Excellent,Overall,,,,,,
717950,"CZK 19,000",50.05024,14.34038,"Petržílkova, Prague - Stodůlky",1 bedroom,50 m²,"CZK 5,000",Furnished,6,No,Yes,No,No,No,Yes,Yes,09. 05. 2022,121,65,128,0,65,130,160,422,807,157,"CZK 38,000",Personal,Prefab concrete building,,,,,,G,Excellent,,,,,,,
622479,"CZK 21,000",50.046109,14.332629,"Zázvorkova, Prague - Stodůlky",2 bedroom with open-plan kitchen,90 m²,"CZK 5,000",Partially furnished,5,No,Yes,No,No,No,Yes,No,01. 06. 2022,304,301,219,330,203,322,577,96,513,52,"CZK 26,000",Cooperative,Prefab concrete building,,,,District heating,Middle floor,C,Excellent,Overall,,,,,,
717806,"CZK 13,700",50.0569461,14.3994936,"Nad Kesnerkou, Prague - Smíchov",1 bedroom with open-plan kitchen,34 m²,"CZK 2,300",Furnished,2,No,No,Yes,No,Yes,No,No,09. 05. 2022,191,"1,048",447,965,436,867,567,"1,434",527,270,"CZK 13,700",Personal,Brick building,,,,,,A,Excellent,,,,,,,
717948,"CZK 22,990",50.02109388888,14.46490361111,"Za valem, Prague - Kunratice",2 bedroom with open-plan kitchen,90 m²,"CZK 4,829",Partially furnished,7,Yes,No,No,No,Yes,Yes,No,,163,"1,194","1,071",68,320,747,"1,451",149,,,"CZK 27,819",Personal,Other,,,,,,C,Excellent,,,"CZK 27,819

                                
                                
                
i",,,,
715485,"CZK 19,990",50.10162,14.36065,"Tobrucká, Prague - Vokovice",1 bedroom with open-plan kitchen,49 m²,"CZK 3,490",Furnished,5,Yes,No,No,No,No,No,No,15. 05. 2022,516,726,606,587,497,616,430,337,"1,418",133,"CZK 27,980",Personal,Prefab concrete building,,,,,,G,Excellent,,,,,,,
563454,"CZK 13,400",50.1225015,14.4645396,Prague - Libeň,Studio,61 m²,"CZK 1,650",Partially furnished,1,Yes,No,No,No,No,Yes,No,01. 08. 2022,539,648,597,647,430,685,715,501,626,123,"CZK 25,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,C,Excellent,Overall,,,,,,
717034,"CZK 12,500",50.13919,14.51845,"Pavla Beneše, Prague - Letňany",Studio,42 m²,"CZK 3,000",Partially furnished,4,Yes,No,Yes,No,Yes,Yes,No,01. 06. 2022,276,460,963,"1,046",502,584,860,990,"1,122",169,"CZK 25,000",Personal,Other,,,,,,C,Excellent,,,,,,,
717935,"CZK 12,000",50.0823383,14.4986466,Prague - Malešice,2 bedroom,51 m²,"CZK 4,450",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 06. 2022,121,152,174,195,197,359,15,544,725,229,"CZK 12,000",Cooperative,Prefab concrete building,,,,,,G,Excellent,,,,,,,
508128,"CZK 13,500",50.0729214,14.5036142,"Oravská, Prague - Strašnice",2 bedroom,54 m²,"CZK 3,200",Partially furnished,4,Yes,No,No,No,No,No,No,01. 06. 2022,93,"1,199",72,989,574,855,402,665,920,271,"CZK 40,500",Cooperative,Prefab concrete building,,,Standard materials and solutions,District heating,Middle floor,D,Good,Bathroom unit,,,,,,
717564,"CZK 14,900",50.02801,14.36646,"Wassermannova, Prague - Hlubočepy",Studio,33 m²,"CZK 2,900",Partially furnished,3,Yes,No,No,No,No,Yes,No,29. 05. 2022,17,"1,180",411,"1,160",154,"1,188",171,587,470,406,"CZK 24,999",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,B,New build,,,,,,,
717001,"CZK 11,150",50.10621,14.58504,"Bryksova, Prague - Černý Most",1 bedroom with open-plan kitchen,48 m²,"CZK 3,850",Partially furnished,1,No,No,No,No,No,Yes,No,16. 05. 2022,447,496,507,649,591,901,735,434,,,"CZK 32,000",Personal,Prefab concrete building,,,,,,G,Excellent,,,,,,,
717910,"CZK 14,900",50.08741,14.37012,"Na Zástřelu, Prague - Břevnov",1 bedroom with open-plan kitchen,39 m²,"CZK 2,200",Partially furnished,,No,No,No,No,No,No,No,09. 05. 2022,126,756,117,738,124,370,364,422,651,435,"CZK 20,000",Personal,Brick building,,,Standard materials and solutions,Gas boiler,Ground floor,G,Excellent,Interior,,,,,,
227738,"CZK 9,000",50.12848,14.4515098,"Paláskova, Prague - Kobylisy",1 bedroom,34 m²,"CZK 4,000",Partially furnished,11,No,No,No,Yes,No,Yes,No,15. 06. 2022,230,"1,410",163,565,155,240,728,489,"1,337",124,"CZK 13,000",Personal,Prefab concrete building,,,Standard materials and solutions,District heating,Middle floor,,Good,,,,,,,
639682,"CZK 10,900",50.114484,14.479922,"U Pekařky, Prague - Libeň",Small studio,22 m²,"CZK 1,900",Partially furnished,4,Yes,Yes,No,No,No,No,No,01. 06. 2022,250,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,"CZK 20,000",Personal,Brick building,,1 to 10 years years,,Gas boiler,Middle floor,C,Excellent,Overall,15 m²,,,,,
203657,"CZK 16,500",50.1155867,14.4743483,"Na sypkém, Prague - Libeň",1 bedroom with open-plan kitchen,55 m²,"CZK 4,000",Furnished,2,Yes,No,Yes,No,Yes,Yes,No,01. 07. 2022,143,"1,362",395,"1,237",150,656,536,"1,350",883,321,"CZK 20,500",Personal,Brick building,Yes,1 to 10 years years,,,Middle floor,,New build,,,,,,,
716987,"CZK 18,000",50.08337,14.36193,"Bělohorská, Prague - Břevnov",2 bedroom,51 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,No,Yes,No,04. 05. 2022,86,268,115,91,138,158,328,812,229,401,"CZK 36,000",Personal,Brick building,,,,,,G,Excellent,,,,,,,
