Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Heating,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Design,Total number of floors,Renovation,Age,New building,Front garden,Administration fee,Developer name,Project name,Kód jednotky
503670,"CZK 27,000",50.0716817,14.4096553,"Na Celné, Prague - Smíchov",1 bedroom with open-plan kitchen,,63 m²,"CZK 3,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,,,,192,631,163,127,120,528,670,921,837,397,"CZK 50,000",,,,,,,,,,
697255,"CZK 21,000",50.10253,14.43365,"Janovského, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,000",Personal,Brick building,Partially furnished,6,No,Yes,No,No,No,Yes,No,01. 01. 2022,Gas boiler,G,189,721,108,233,117,170,314,528,930,,"CZK 30,000",Standard materials and solutions,Attic,Interior,10 to 30 years years,,,,,,
532900,"CZK 11,900",50.0690181,14.4604519,Prague - Vršovice,Studio,Excellent,35 m²,"CZK 2,500",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,District heating,C,145,621,205,295,114,407,370,181,500,242,"CZK 15,000",,Middle floor,Overall,,,,,,,
695989,"CZK 14,900",50.04842,14.47884,"Púchovská, Prague - Záběhlice",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,000",Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,14. 12. 2021,,G,253,820,320,366,480,"1,235",609,691,802,212,"CZK 16,000",,,,,,,,,,
697696,"CZK 12,000",50.03225,14.55993,"Jakobiho, Prague - Petrovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,500",Personal,Prefab concrete building,Partially furnished,10,No,No,No,No,Yes,Yes,No,03. 01. 2022,,C,123,"1,094",507,"1,191",86,966,252,125,490,18,"CZK 20,000",,,,,,,,,,
541134,"CZK 12,000",50.0891962,14.3716185,"Ve Střešovičkách, Prague - Střešovice",1 bedroom with open-plan kitchen,Excellent,25 m²,"CZK 1,250",Personal,Brick building,Partially furnished,2,No,Yes,No,Yes,No,No,No,03. 01. 2022,District heating,,370,961,213,"1,028",337,429,547,712,406,336,"CZK 10,000",Premium materials and solutions,Middle floor,Overall,1 to 10 years years,Yes,100 m²,,,,
148412,"CZK 14,000",50.0465682,14.4435677,"Za Zelenou liškou, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 3,600",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,01. 04. 2022,Other,,273,439,112,261,162,218,277,586,696,242,"CZK 20,000",,Ground floor,Overall,,,,,,,
697700,"CZK 18,500",50.05049,14.46551,"Na Záhonech, Prague - Michle",2 bedroom with open-plan kitchen,Excellent,83 m²,"CZK 5,500",Personal,Prefab concrete building,Partially furnished,5,Yes,No,No,No,No,Yes,No,19. 01. 2022,,E,157,903,518,937,588,918,565,419,809,127,"CZK 37,000",,,,,,,,,,
681784,"CZK 15,900",50.0699026,14.317461,"Na Fialce Ⅱ, Prague - Řepy",2 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 3,600",Personal,Other,Partially furnished,3,No,No,No,No,No,No,No,29. 12. 2021,Gas boiler,G,314,"1,217",918,"1,283",604,"1,071",726,491,533,255,"CZK 20,000",Premium materials and solutions,Attic,,10 to 30 years years,,,,,,
697687,"CZK 30,000",50.12005,14.43854,"Trojská, Prague - Troja",3 bedroom,New build,114 m²,"CZK 6,500",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,Yes,02. 01. 2022,Geothermal heat pump,B,155,915,"1,262",397,"1,016",960,359,971,988,,"CZK 60,000",Premium materials and solutions,,,1 to 10 years years,Yes,,,,,
697683,"CZK 12,000",50.09015,14.3085,"Ciolkovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,000",Personal,Prefab concrete building,Partially furnished,7,No,No,No,Yes,No,Yes,No,03. 01. 2022,,G,154,171,102,89,181,146,397,"1,330","1,396",41,"CZK 15,000",,,,,,,,,,
384300,"CZK 10,000",50.0482015,14.4386813,"Milevská, Prague - Krč",Small studio,,30 m²,"CZK 2,450",Personal,Prefab concrete building,Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 01. 2022,,G,317,311,277,416,191,454,396,519,239,41,"CZK 20,000",,,,,,,,,,
697214,"CZK 13,500",50.06194,14.43608,"Petra Rezka, Prague - Nusle",1 bedroom,Excellent,49 m²,"CZK 2,500",Personal,Other,Unfurnished,2,Yes,No,No,No,No,Yes,No,01. 01. 2022,,G,167,614,151,528,121,457,121,445,399,278,"CZK 32,000",,,,,,,,,,
644544,"CZK 14,400",50.073347,14.429008,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 5,100",Personal,Brick building,Furnished,3,No,No,No,No,Yes,Yes,No,10. 01. 2022,District heating,C,165,741,184,331,26,278,415,490,473,523,"CZK 5,000",Premium materials and solutions,Middle floor,Overall,1 to 10 years years,,,,,,
697209,"CZK 18,000",50.09145,14.44494,"Vítkova, Prague - Karlín",2 bedroom,Excellent,58 m²,"CZK 2,500",Cooperative,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,01. 01. 2022,,G,188,383,12,458,35,432,104,"1,141",540,365,"CZK 18,000",,,,,,,,,,
697639,"CZK 9,300",50.09364,14.45514,"Šaldova, Prague - Karlín",2 bedroom,Good,70 m²,"CZK 3,500",Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,01. 02. 2022,,G,358,627,50,256,60,119,304,"1,325",169,391,"CZK 12,800",,,,,,,,,,
605939,"CZK 13,490",50.056361,14.432318,"Dačického, Prague - Nusle",Studio,Good,45 m²,"CZK 3,000",Cooperative,Brick building,,3,Yes,No,No,No,No,No,No,01. 02. 2022,Central heating,G,162,988,175,267,207,406,728,454,195,265,"CZK 16,490",,,,,,,,,,
696367,"CZK 12,000",50.05503,14.51821,"Strašnická, Prague - Hostivař",1 bedroom with open-plan kitchen,Good,40 m²,"CZK 3,970",Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,,D,223,333,344,296,317,337,933,"1,000",620,218,"CZK 12,000",,,,,,,,,,
697626,"CZK 23,900",50.07371,14.44602,"Chodská, Prague - Vinohrady",2 bedroom with open-plan kitchen,Excellent,96 m²,CZK 900,Personal,Brick building,Unfurnished,3,Yes,No,No,No,No,No,No,01. 02. 2022,,G,285,298,244,651,208,557,477,273,379,165,"CZK 24,800",,,,,,,,,,
609881,"CZK 20,000",50.079184,14.415364,"Vojtěšská, Prague - Nové Město",3 bedroom,Excellent,80 m²,"CZK 3,700",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,28. 12. 2021,,E,144,591,3,369,44,391,55,128,394,353,"CZK 40,000",,Top floor,Interior,,,,,,,
623924,"CZK 13,000",50.105205,14.540247,"Klánovická, Prague - Hloubětín",2 bedroom,Good,54 m²,"CZK 3,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 03. 2022,Central heating,D,210,209,219,227,416,282,529,451,329,203,"CZK 16,000",Standard materials and solutions,Raised ground floor,Interior,10 to 30 years years,,20 m²,,,,
320553,"CZK 13,500",50.0344213,14.5327242,"Plickova, Prague - Háje",1 bedroom with open-plan kitchen,,48 m²,"CZK 2,800",Cooperative,Prefab concrete building,Partially furnished,8,No,No,No,Yes,No,No,No,,,,320,433,223,493,216,521,222,363,249,208,"CZK 13,000",,,,,,,,,,
631005,"CZK 13,900",50.065192,14.425791,"Jaromírova, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 4,100",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 02. 2022,Electric boiler,C,22,"1,004",47,331,96,291,667,566,384,318,"CZK 18,000",Standard materials and solutions,Middle floor,Overall,1 to 10 years years,,,,,,
446720,"CZK 18,500",50.1179583,14.4615076,"V Holešovičkách, Prague - Libeň",3 bedroom,,71 m²,"CZK 2,500",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 03. 2022,Gas boiler,,243,689,606,832,393,496,846,907,"1,353",793,"CZK 25,000",,Middle floor,,,,,,,,
147926,"CZK 14,000",50.0437706,14.5156536,"Bratislavská, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,500",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,Yes,01. 02. 2022,Central heating,B,136,308,365,354,"1,168",365,"1,109",14,,,"CZK 28,000",Standard materials and solutions,,,,,,,,,
697148,"CZK 14,500",50.02415,14.52312,"Bohúňova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,64 m²,"CZK 3,500",Cooperative,Prefab concrete building,Furnished,5,No,No,Yes,Yes,No,Yes,No,03. 01. 2022,,C,318,"1,105",304,"1,035",296,586,247,708,"1,131",210,"CZK 14,500",,,,,,,,,,
430821,"CZK 11,700",50.0597161,14.4474739,Prague - Nusle,1 bedroom with open-plan kitchen,Excellent,34 m²,"CZK 1,500",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,Gas boiler,C,243,917,44,368,208,695,451,616,828,187,"CZK 15,000",,,Overall,,,,,,,
697578,"CZK 14,490",50.04893,14.33069,"Nová kolonie, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 4,700",Personal,Brick building,Partially furnished,2,No,No,Yes,No,Yes,Yes,Yes,01. 01. 2022,Central heating,G,416,621,519,650,229,552,639,366,557,50,"CZK 20,000",,Middle floor,Interior,,Yes,,,,,
639682,"CZK 9,900",50.114484,14.479922,"U Pekařky, Prague - Libeň",Small studio,Excellent,22 m²,"CZK 1,900",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,30. 01. 2022,Gas boiler,C,250,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,"CZK 18,000",,Middle floor,Overall,1 to 10 years years,,,,,,
241625,"CZK 10,900",50.1138957,14.4798538,"U Pekařky, Prague - Libeň",1 bedroom,,34 m²,"CZK 1,900",Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,27. 12. 2021,Gas boiler,,186,177,"1,337",331,980,"1,134","1,350",939,316,,"CZK 15,000",Premium materials and solutions,Middle floor,Overall,10 to 30 years years,,,,,,
157460,"CZK 17,500",50.1136507599,14.4678697476,Prague - Libeň,2 bedroom,New build,70 m²,"CZK 2,500",Cooperative,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,01. 12. 2021,,,323,"1,198",180,"1,166",281,432,99,"1,475",785,246,"CZK 20,000",Premium materials and solutions,Middle floor,Interior,,,800 m²,,,,
697125,"CZK 34,000",50.09075,14.4411,"Za Poříčskou bránou, Prague - Karlín",2 bedroom with open-plan kitchen,Excellent,78 m²,"CZK 8,500",Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,29. 12. 2021,Gas boiler,G,254,671,196,429,5,404,433,980,516,358,"CZK 34,000",,,Interior,,,,,,,
693665,"CZK 11,000",50.0067412,14.4376047,"Vazovova, Prague - Modřany",Studio,Excellent,30 m²,"CZK 2,200",Personal,Prefab concrete building,Furnished,6,No,No,No,No,No,Yes,No,24. 11. 2021,,C,340,"1,001",354,"1,187",851,479,817,202,,,"CZK 20,000",,,,,,,,,,
285928,"CZK 14,000",50.0969546,14.4652086,"Molákova, Prague - Karlín",Studio,,28 m²,"CZK 3,000",Personal,Other,Furnished,10,No,Yes,No,No,No,Yes,No,,Central heating,,108,"1,177",92,"1,032",226,771,442,685,901,149,"CZK 30,000",,Top floor,,,,,,,,
619815,"CZK 11,000",50.081986,14.625491,"Na Vaňhově, Prague - Běchovice",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 4,000",,Other,,,No,No,No,No,No,No,No,01. 02. 2022,,C,220,437,659,742,793,853,686,896,,,"CZK 15,000",,,,,,,,,,
344771,"CZK 14,000",50.1393916,14.5196612,"Miroslava Hajna, Prague - Letňany",1 bedroom with open-plan kitchen,,45 m²,"CZK 3,500",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,01. 01. 2022,,B,420,536,"1,087","1,103",351,640,930,"1,114","1,191",151,"CZK 20,000",,,,,Yes,,,,,
581839,"CZK 16,400",50.128615,14.483932,"Březenská, Prague - Libeň",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 3,550",Personal,Low-energy building,Furnished,2,No,No,No,No,Yes,Yes,Yes,01. 02. 2022,District heating,B,163,"1,180",257,"1,235",458,249,195,728,919,192,"CZK 45,000",Premium materials and solutions,Middle floor,,1 to 10 years years,Yes,,,,,
430813,"CZK 19,900",50.1262741,14.4319591,"Velká skála, Prague - Troja",2 bedroom with open-plan kitchen,Excellent,89 m²,"CZK 5,000",Personal,Brick building,Furnished,2,No,Yes,No,No,Yes,No,No,01. 02. 2022,District heating,A,361,626,69,"1,243",574,"1,042",547,475,481,469,"CZK 24,900",,,,,,,,,,
697010,"CZK 19,000",50.0983305,14.5134504,"Mezitraťová, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 3,900",Personal,Brick building,Furnished,3,Yes,No,No,No,Yes,No,Yes,15. 01. 2022,,G,141,"1,115","1,080","1,052","1,157","1,223","1,333",356,,,"CZK 20,000",,,,,,,,,,
693778,"CZK 16,500",50.07103,14.44862,"Sevastopolská, Prague - Vršovice",1 bedroom,Excellent,40 m²,"CZK 2,500",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,26. 11. 2021,,G,232,757,227,358,114,548,333,567,337,385,"CZK 19,500",,,,,,,,,,
688385,"CZK 12,000",50.00295,14.39626,"K Sádkám, Prague - Velká Chuchle",1 bedroom,Good,33 m²,"CZK 3,800",Personal,Prefab concrete building,Unfurnished,,Yes,Yes,Yes,No,Yes,No,No,27. 12. 2021,,D,535,"1,240","1,140","1,198","1,245","1,296","1,074",,,,"CZK 15,800",,,,,,,,,,
696945,"CZK 17,500",50.06657,14.42101,"Neklanova, Prague - Vyšehrad",3 bedroom,Excellent,62 m²,"CZK 4,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,24. 12. 2021,,G,149,"1,103",118,144,131,181,252,450,410,478,"CZK 18,500",,,,,,,,,,
696904,"CZK 12,500",50.0925,14.44382,"Sokolovská, Prague - Karlín",Studio,Good,36 m²,"CZK 2,500",Personal,Brick building,Furnished,6,No,Yes,No,No,No,Yes,No,02. 01. 2022,Central heating,G,113,295,83,294,18,293,279,"1,017",374,318,"CZK 15,000",Standard materials and solutions,Top floor,,,,,,,,
697008,"CZK 17,500",50.0983305,14.5134504,"Mezitraťová, Prague - Hrdlořezy",2 bedroom,Excellent,54 m²,"CZK 3,900",Personal,Brick building,Unfurnished,2,No,Yes,No,No,Yes,No,Yes,01. 02. 2022,Central heating,G,141,"1,115","1,080","1,052","1,157","1,223","1,333",356,,,"CZK 20,000",Premium materials and solutions,Middle floor,Interior,10 to 30 years years,,,,,,
656975,"CZK 14,757",50.10809,14.43722,"Na Zátorách, Prague - Holešovice",Studio,New build,26 m²,"CZK 4,610",Other,Other,Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,,G,203,"1,202",318,"1,023",78,445,306,355,606,,"CZK 19,367",,,,1 to 10 years years,Yes,,,,,
614513,"CZK 13,500",50.067194,14.554102,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,000",Personal,Brick building,,6,Yes,No,No,No,No,Yes,No,01. 02. 2022,,B,599,"1,293",437,356,616,"1,117","1,258",415,,,"CZK 27,000",,,,,Yes,,,,,
696745,"CZK 17,000",50.0911875,14.4319975,"Petrské náměstí, Prague - Nové Město",2 bedroom,Good,50 m²,CZK 650,Personal,Brick building,Unfurnished,3,No,No,No,No,No,Yes,No,20. 12. 2021,,G,38,352,77,386,21,111,162,66,428,369,"CZK 34,000",,,,,,,,,,
696805,"CZK 9,000",50.06817,14.4553,"Žitomírská, Prague - Vršovice",Studio,Excellent,28 m²,"CZK 1,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 01. 2022,,E,114,289,133,138,82,115,206,372,198,419,"CZK 15,000",,,,,,,,,,
684879,"CZK 25,000",50.09797,14.39792,"Wuchterlova, Prague - Dejvice",1 bedroom with open-plan kitchen,New build,42 m²,CZK 600,Personal,Brick building,Furnished,6,No,No,No,No,No,Yes,No,01. 02. 2022,,G,268,205,138,165,112,227,370,608,498,263,"CZK 50,000",,,,,,,,,,
686181,"CZK 22,999",50.09174,14.44246,"Prvního pluku, Prague - Karlín",2 bedroom,Excellent,63 m²,"CZK 3,500",Personal,Brick building,Furnished,2,No,No,Yes,Yes,No,No,No,04. 10. 2021,Gas boiler,G,208,408,151,207,58,181,363,930,293,284,"CZK 30,000",Premium materials and solutions,Middle floor,,1 to 10 years years,,,,,,
693213,"CZK 16,000",50.09892,14.37099,"Evropská, Prague - Dejvice",2 bedroom with open-plan kitchen,Good,72 m²,"CZK 6,690",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,04. 02. 2022,Other,G,117,834,274,542,177,5,965,668,748,204,"CZK 41,380",Standard materials and solutions,Top floor,,,,,,,,
696692,"CZK 18,000",50.12786,14.42665,"Glowackého, Prague - Troja",3 bedroom,Excellent,75 m²,"CZK 3,000",Personal,Prefab concrete building,Partially furnished,4,No,No,No,Yes,Yes,Yes,No,17. 01. 2022,District heating,C,317,735,495,818,576,563,237,584,669,219,"CZK 25,000",Standard materials and solutions,Middle floor,Overall,,,,,,,
539166,"CZK 19,900",50.0687475,14.369905,Prague - Košíře,1 bedroom with open-plan kitchen,Excellent,79 m²,"CZK 4,700",Personal,Brick building,Furnished,4,No,No,Yes,No,No,No,Yes,01. 02. 2022,Central heating,B,191,545,61,292,127,184,227,"1,175",547,253,"CZK 19,900",Premium materials and solutions,,,,,,,,,
696586,"CZK 12,000",50.08349,14.37506,"Šlikova, Prague - Břevnov",1 bedroom,Excellent,45 m²,"CZK 1,600",Other,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 2022,,G,245,914,207,414,108,384,304,639,366,498,"CZK 13,600",,,,,,,,,,
696561,"CZK 15,000",50.0495738,14.3464547,"V Hůrkách, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,000",Personal,Prefab concrete building,Furnished,7,Yes,No,No,No,No,Yes,No,01. 02. 2022,,G,248,491,135,160,71,292,99,189,"1,277",52,"CZK 30,000",,,,,,,,,,
696532,"CZK 10,000",50.08364,14.3644,"Bělohorská, Prague - Břevnov",2 bedroom,In need of repair,42 m²,CZK 1,Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,,G,139,115,26,88,53,73,155,638,60,333,CZK 1,,,,,,,,,,
633527,"CZK 13,999",50.080032,14.48719,"Počernická, Prague - Strašnice",Studio,Excellent,40 m²,"CZK 2,400",Personal,Brick building,Furnished,1,No,Yes,Yes,No,Yes,Yes,No,13. 12. 2021,Central heating,C,104,666,179,450,327,265,689,570,388,260,"CZK 28,000",,,,1 to 10 years years,,,,,,
692142,"CZK 22,000",50.0536819,14.4813957,Prague - Záběhlice,1 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 5,000",Personal,Brick building,,,Yes,No,No,No,No,No,No,Ihned,,B,331,"1,028",487,988,359,"1,323",834,613,501,320,,,,,,,,,,,
557082,"CZK 9,500",50.1114198,14.3944201,"Podbabská, Prague - Bubeneč",Small studio,Excellent,27 m²,"CZK 2,500",Personal,Brick building,,3,No,No,No,No,No,No,No,01. 02. 2022,Central heating,G,147,"1,495",145,881,279,656,788,555,644,413,"CZK 12,000",,Middle floor,,,,,,,,
547651,"CZK 13,500",50.0921995,14.4436604,Prague - Karlín,1 bedroom with open-plan kitchen,,40 m²,CZK 600,Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,,,E,136,331,22,283,0,258,287,"1,006",365,373,"CZK 13,500",,Middle floor,,,,,,,,
672371,"CZK 22,900",50.07758,14.42989,"Čelakovského sady, Prague - Nové Město",Studio,Excellent,41 m²,"CZK 3,200",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 11. 2021,,G,282,471,259,176,29,334,526,604,169,397,,,,,,,,,,,
696712,"CZK 13,000",50.02343,14.45317,"Murgašova, Prague - Krč",Studio,Excellent,36 m²,"CZK 3,310",Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,Yes,No,Yes,No,01. 01. 2022,,D,358,698,382,235,292,739,"1,139",433,354,,"CZK 30,000",,,,,,,,,,
696364,"CZK 15,000",50.09,14.47138,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,500",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,Yes,No,17. 12. 2021,,G,179,905,53,251,7,224,269,223,544,378,"CZK 30,000",,,,,,,,,,
682967,"CZK 17,000",50.08813,14.38388,"Parléřova, Prague - Střešovice",2 bedroom,Excellent,44 m²,"CZK 3,300",Personal,Brick building,Furnished,3,No,Yes,No,No,No,No,No,27. 09. 2021,Central heating,G,276,3,480,"1,388",223,"1,473",366,266,627,342,"CZK 17,000",Standard materials and solutions,Top floor,Exterior,1 to 10 years years,,,,,,
696280,"CZK 9,000",50.017139,14.4360053,"U Kamýku, Prague - Kamýk",Small studio,Excellent,34 m²,"CZK 3,500",Personal,Prefab concrete building,Furnished,9,No,No,Yes,No,No,Yes,No,01. 01. 1970,,C,125,"1,044",171,"1,037",527,280,489,678,542,422,"CZK 18,000",,,,,,,,,,
696347,"CZK 12,500",50.06804,14.26265,"Jasenická, Prague - Sobín",Studio,New build,59 m²,"CZK 1,500",Personal,Brick building,Furnished,2,No,Yes,Yes,No,Yes,No,No,01. 02. 2022,,B,112,"1,094","1,462","1,365","1,462","1,414",,,,,"CZK 12,000",Standard materials and solutions,Middle floor,Interior,1 to 10 years years,,,,,,
695844,"CZK 15,000",50.06294,14.44052,"Táborská, Prague - Nusle",1 bedroom with open-plan kitchen,New build,50 m²,CZK 500,Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,11. 12. 2021,,G,38,363,17,179,39,63,96,513,295,234,"CZK 15,000",,,,,,,,,,
695840,"CZK 22,500",50.09958,14.42838,"Milady Horákové, Prague - Holešovice",3 bedroom,Excellent,85 m²,CZK 500,Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,01. 02. 2022,,G,19,413,49,80,0,178,248,168,431,,"CZK 23,000",,,,,,,,,,
535200,"CZK 14,800",50.0355664,14.4120967,Prague - Braník,Studio,,52 m²,"CZK 1,498",Personal,Brick building,Furnished,3,Yes,Yes,No,No,No,No,No,01. 02. 2022,Gas boiler,A,59,357,126,119,310,307,186,"1,295",325,,"CZK 14,900",Premium materials and solutions,Attic,Overall,1 to 10 years years,,,,,,
665567,"CZK 15,000",50.07714,14.44497,"Vinohradská, Prague - Vinohrady",1 bedroom,Good,35 m²,"CZK 2,500",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 06. 2021,,G,200,453,160,372,92,133,461,156,338,289,"CZK 17,500",Standard materials and solutions,Middle floor,Interior,,,,,,,
565289,"CZK 14,000",50.1058429,14.4778892,"Pod Kotlaskou, Prague - Libeň",1 bedroom with open-plan kitchen,,46 m²,"CZK 2,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,17. 01. 2022,,,201,473,258,498,102,425,512,159,496,121,"CZK 30,000",,,,,,,,,,
604342,"CZK 8,500",50.1431534,14.5786456,"Mladoboleslavská, Prague - Vinoř",Studio,Good,24 m²,"CZK 2,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 03. 2022,Central heating,C,48,143,293,20,276,529,277,348,339,,"CZK 11,000",,,,,,,,,,
696119,"CZK 19,000",50.07283,14.35745,"Kotlářka, Prague - Košíře",1 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 4,370",Personal,Other,Furnished,2,No,Yes,Yes,No,Yes,Yes,Yes,03. 01. 2022,,G,157,974,196,692,69,388,694,,,,"CZK 19,000",,Raised ground floor,,,,,,,,
627210,"CZK 26,000",50.102584,14.419448,"Jana Zajíce, Prague - Bubeneč",3 bedroom,Excellent,93 m²,"CZK 1,200",Personal,Brick building,,1,No,No,No,No,No,No,No,22. 09. 2020,Gas boiler,D,244,532,132,261,144,538,242,"1,430",283,236,"CZK 26,000",,Middle floor,Overall,,,,,,,
696124,"CZK 15,500",50.1320556,14.510927,"Chlebovická, Prague - Letňany",2 bedroom with open-plan kitchen,New build,75 m²,"CZK 2,500",Personal,Low-energy building,Unfurnished,6,Yes,No,Yes,No,No,Yes,Yes,01. 01. 2022,,G,73,919,524,408,589,592,158,340,401,165,"CZK 30,000",,,,,,,,,,
696070,"CZK 15,000",50.11726,14.44868,"Nad Rokoskou, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 3,000",Personal,Prefab concrete building,Partially furnished,4,No,Yes,No,No,No,Yes,No,01. 01. 2022,Central heating,C,169,"1,114",477,"1,267",615,993,198,612,90,273,"CZK 15,000",Premium materials and solutions,Middle floor,,10 to 30 years years,,,,,,
639881,"CZK 17,990",50.020821,14.40306,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,New build,48 m²,"CZK 4,500",Personal,Brick building,Partially furnished,4,No,Yes,Yes,No,Yes,Yes,Yes,01. 01. 2022,District heating,B,419,659,"1,181",370,"1,106",,,,,,"CZK 30,000",Premium materials and solutions,Top floor,,1 to 10 years years,Yes,,,,,
694996,"CZK 13,000",50.1017062589,14.452718765784,"Tusarova, Prague - Holešovice",Studio,New build,30 m²,"CZK 2,500",Personal,Brick building,Furnished,2,No,No,Yes,No,No,Yes,No,01. 01. 2022,,B,181,539,89,261,7,198,400,363,176,277,"CZK 20,000",,,,,,,,,,
695981,"CZK 13,500",50.0853,14.56364,"U Hostavického potoka, Prague - Hostavice",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 2,500",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 01. 2022,,G,345,353,660,195,,,,,,,"CZK 20,000",,,,,,,,,,
695919,"CZK 58,000",50.07685,14.38891,"Na Hřebenkách, Prague - Smíchov",3 bedroom with open-plan kitchen,New build,148 m²,"CZK 12,000",Personal,Prefab concrete building,Partially furnished,4,Yes,Yes,Yes,No,No,Yes,Yes,01. 01. 2022,,C,42,"1,052",810,656,975,683,917,732,,,"CZK 100,000",,,,,,,,,,
695619,"CZK 17,000",50.0675,14.51259,"Rembrandtova, Prague - Strašnice",2 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 4,140",Personal,Prefab concrete building,Partially furnished,4,No,No,No,No,No,Yes,No,13. 12. 2021,District heating,D,54,243,"1,464",393,227,575,148,938,196,,"CZK 40,000",,Middle floor,,,,,,,,
696442,"CZK 37,900",50.06566,14.38264,"K Měchurce, Prague - Košíře",3 bedroom with open-plan kitchen,New build,134 m²,"CZK 2,000",Personal,Brick building,Partially furnished,,Yes,Yes,Yes,No,Yes,No,No,01. 02. 2022,Central heating,B,428,"1,109",470,"1,357",499,"1,464","1,096",678,"1,080",587,"CZK 60,000",Premium materials and solutions,,,,,200 m²,,,,
