Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Heating,Condition,Ownership,Age,Balcony,Parking,New-build,Terrace,Reconstruction,EPC,Designe,Cellar,Garage,Domácí mazlíčci vítáni,Enclosed balcony,Administrative fee
"CZK 37,125","CZK 12,375",726070,2 bedroom,10/3/2022,90 m²,Fully furnished,2,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000",70257,2+kk,8/23/2022,40 m²,Partly,,,168.82,290.16,47.69,357.38,67.06,409.98,147.03,133.92,520.36,665.19,Prague - Vinohrady,50.0757383,14.440774,"CZK 30,000",Brick,Electric boiler,,Personal,,,,,,Complete,,,,,,,
"CZK 60,000","CZK 20,000",717694,2+kk,8/30/2022,,Fully furnished,3,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 1,500",460497,Studio,8/17/2022,26 m²,Partly,4,1.0,146.09,723.82,191.92,177.41,109.54,317.62,540.06,535.02,480.47,288.22,"Žerotínova, Prague - Žižkov",50.0883297,14.4653367,"CZK 15,000",Brick,Electric boiler,Very good,Personal,,,,,,Complete,,,,,,,
"CZK 60,000","CZK 20,000",717693,2+kk,8/30/2022,,Fully furnished,3,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 13,000",728062,2 bedroom,9/25/2022,92 m²,Fully furnished,7,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,1.0,,,1.0,,,,,,,,
"CZK 47,340","CZK 15,780",717682,2+kk,8/30/2022,69 m²,Fully furnished,6,1.0,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,,,,,,,1.0,,,1.0,,,,,,,,
"CZK 36,675","CZK 12,225",731158,2+kk,10/24/2022,55 m²,Fully furnished,2,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,
"CZK 29,900","CZK 4,000",731449,2+kk,8/28/2022,58 m²,Unfurnished,3,1.0,140.56,577.97,113.5,130.14,152.77,131.11,432.29,632.55,509.18,241.35,Prague - Libeň,50.1046,14.47194,"CZK 29,900",Brick,,New-build,,,,1.0,1.0,1.0,,B,,1.0,,,,
"CZK 31,050","CZK 10,350",730431,3+1,9/3/2022,111 m²,Fully furnished,1,,208.61,131.46,936.81,2564.81,336.74,613.32,243.84,2102.93,1889.94,338.05,"K Zámku, Prague - Dolní Počernice",50.0890765,14.5799076,,,,,,,1.0,,,1.0,,,,,,,,
"CZK 29,900",CZK 740,238692,4+kk,7/22/2022,146 m²,Partly,3,,109.74,980.99,386.17,954.65,148.18,1005.58,631.08,500.51,373.2,376.53,"Hornoměcholupská, Prague - Hostivař",50.0521645,14.5301399,"CZK 59,800",Brick,,Good,Personal,,,,,,Complete,C,Standard,1.0,,,,
"CZK 8,000","CZK 3,500",715124,Studio,9/1/2022,20 m²,Partly,6,1.0,175.39,1211.28,233.95,3602.9,307.06,263.5,203.61,2322.75,1901.97,753.55,"Na Okruhu, Prague - Písnice",50.00103,14.46431,"CZK 15,000",Prefab concrete,Central,Good,Personal,,,1.0,,,,D,,,,,,
"CZK 12,000","CZK 3,274",616070,Studio,11/1/2022,44 m²,Partly,7,1.0,51.04,180.78,74.12,511.43,115.31,243.44,203.44,83.74,251.32,241.0,"Sabinova, Prague - Žižkov",50.085832,14.455695,"CZK 15,500",Other,Central,Very good,Personal,,1.0,,,,Interior,G,,1.0,,,,
"CZK 15,800",CZK 740,724909,2 bedroom,7/6/2022,62 m²,Unfurnished,2,,109.74,980.99,386.17,954.65,148.18,1005.58,631.08,500.51,373.2,376.53,Prague - Hostivař,50.05216,14.53013,"CZK 31,600",Brick,,Good,,,,,,,,G,,,,,,
"CZK 12,900","CZK 3,000",86915,2+kk,9/2/2022,48 m²,Fully furnished,3,1.0,212.9,699.7,163.89,65.56,30.73,313.69,616.42,611.95,557.41,214.92,"Hájkova, Prague - Žižkov",50.0892301,14.4649476,"CZK 15,000",Brick,,Very good,,,,,,,,,,1.0,,,,
"CZK 24,800","CZK 5,000",730883,2+kk,10/3/2022,57 m²,Fully furnished,5,1.0,137.12,489.32,75.46,171.04,0.13,363.78,516.89,322.14,307.6,687.91,Prague - Smíchov,50.07184,14.40625,"CZK 25,000",Brick,,Very good,Personal,,,,,,,G,,1.0,,1.0,,
"CZK 50,000",CZK 0,719964,3+kk,7/31/2022,100 m²,Fully furnished,2,1.0,115.76,112.29,71.33,121.74,25.59,235.38,203.84,185.81,291.49,271.4,"Benediktská, Prague - Staré Město",50.08995,14.42693,CZK 0,Brick,Gas boiler,Very good,Personal,,,,,,Complete,G,Luxurious,,,,1.0,
"CZK 10,500","CZK 2,500",558580,Studio,9/1/2022,31 m²,Partly,2,,373.21,1008.33,345.05,695.97,340.31,423.14,423.27,736.47,111.65,176.35,Prague - Libeň,50.1102035,14.4760865,"CZK 20,000",Brick,Central,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,500",731436,1 bedroom,8/27/2022,42 m²,Partly,2,,348.54,738.42,222.29,554.64,408.38,465.67,435.65,549.18,304.84,412.6,Prague - Košíře,50.06732,14.3686,"CZK 12,000",Brick,,Very good,,,,,,,,E,,,,,,
"CZK 17,500","CZK 4,200",731440,1 bedroom,8/27/2022,34 m²,Partly,1,,309.93,1324.95,228.84,710.35,257.19,425.17,569.56,583.75,698.96,307.13,Prague - Bubeneč,50.11009,14.39572,"CZK 36,000",Brick,,Good,Personal,,,,,,,D,,1.0,,1.0,,
"CZK 24,000","CZK 4,000",730850,3+1,8/22/2022,100 m²,Partly,4,,59.26,296.08,0.0,35.85,45.02,69.1,567.23,721.88,224.98,342.7,Prague - Karlín,50.09386,14.45174,"CZK 48,000",Brick,,Good,,,1.0,,,,,G,,,,,,
"CZK 20,900","CZK 2,800",731435,Studio,8/27/2022,36 m²,Unfurnished,2,1.0,140.56,577.97,113.5,130.14,152.77,131.11,432.29,632.55,509.18,241.35,Prague - Libeň,50.1046,14.47194,"CZK 20,900",Brick,,New-build,,,,1.0,1.0,1.0,,B,,1.0,,,,
"CZK 16,000","CZK 1,744",628460,Studio,9/1/2022,43 m²,Unfurnished,1,1.0,327.31,584.04,205.09,356.41,172.42,367.7,158.25,176.48,373.62,150.08,"Kamenická, Prague - Holešovice",50.0976,14.427997,"CZK 16,000",Brick,Distance,Good,Personal,,,,,,,G,,,,,,
"CZK 31,680","CZK 10,560",731433,2 bedroom,9/1/2022,52 m²,Fully furnished,2,1.0,101.2,551.63,76.94,167.66,45.43,94.55,322.6,504.78,539.56,607.69,"Rumunská, Prague - Vinohrady",50.0739629,14.4309041,,,,,,,,,,,,,,,,,,
"CZK 8,000","CZK 4,000",731432,1 bedroom,8/27/2022,25 m²,Fully furnished,3,,225.84,998.78,156.94,498.46,315.81,461.06,478.73,438.76,758.62,198.52,Prague - Prosek,50.11597,14.49889,"CZK 12,000",Brick,,Good,,,1.0,,,,,C,,,,,,
"CZK 12,000","CZK 4,000",731430,2+kk,8/27/2022,43 m²,Fully furnished,11,1.0,489.24,1034.37,631.38,1131.4,174.27,1012.6,255.64,332.1,843.47,121.89,Prague - Horní Měcholupy,50.04789,14.5613,"CZK 12,000",Prefab concrete,,Good,,,,1.0,,,,G,,,,,,
"CZK 18,500","CZK 1,500",501933,2+kk,8/28/2022,52 m²,Fully furnished,3,1.0,147.19,236.94,131.18,98.74,64.88,145.53,351.54,660.68,472.17,473.71,"Jirečkova, Prague - Holešovice",50.0992787,14.4239293,"CZK 20,000",Brick,,,Cooperative,,,,,,,G,,,,,,
"CZK 19,000","CZK 4,000",514627,2+kk,9/1/2022,53 m²,Partly,8,1.0,436.45,482.38,355.27,2168.88,451.43,585.29,902.55,311.64,478.12,124.82,"Kytínská, Prague - Hostivař",50.0529798,14.5443391,"CZK 19,000",Other,Distance,New-build,Personal,Up to 10 years,1.0,,1.0,,,,Standard,1.0,1.0,,,
"CZK 14,900","CZK 3,600",731416,Studio,9/1/2022,45 m²,Partly,1,,130.19,920.68,265.95,859.06,491.81,519.79,180.24,489.43,700.02,156.93,Prague - Prosek,50.11869,14.48924,"CZK 25,000",Brick,Distance,Very good,,,,,,1.0,,C,,,,,,
"CZK 30,000","CZK 10,000",730836,2+kk,9/22/2022,40 m²,Fully furnished,1,,29.42,633.78,151.61,536.89,130.46,316.51,391.7,900.17,984.89,128.97,"Šporkova, Prague - Malá Strana",50.0876289,14.3978335,,,,,,,,,,,,,,,,,,
"CZK 13,500",CZK 500,731413,2 bedroom,8/27/2022,73 m²,Fully furnished,1,,172.79,861.1,94.85,371.57,72.57,116.14,529.15,971.08,423.5,834.57,Prague - Holešovice,50.10317,14.43491,"CZK 14,000",Other,,Very good,,,1.0,1.0,,1.0,,A,,1.0,,,,
"CZK 24,999","CZK 4,900",731412,2+kk,8/27/2022,57 m²,Fully furnished,1,1.0,181.87,1408.66,55.3,979.08,153.0,539.26,274.37,720.09,348.91,137.94,Prague - Libeň,50.1132,14.47331,"CZK 24,999",Brick,,New-build,,,,1.0,1.0,,,A,,1.0,,1.0,,
"CZK 40,000","CZK 5,500",730824,3+1,8/22/2022,170 m²,Partly,4,,330.89,661.36,322.57,513.77,359.29,650.66,459.34,819.46,239.7,329.09,Prague - Podolí,50.05526,14.42152,"CZK 91,000",Brick,,Very good,,,1.0,1.0,,1.0,,G,,1.0,,,,
"CZK 19,000","CZK 2,000",605812,Studio,9/7/2022,42 m²,Partly,5,1.0,165.64,741.92,52.41,96.6,104.88,171.12,251.74,483.54,150.69,593.26,"Veverkova, Prague - Holešovice",50.100125,14.431629,"CZK 38,000",Brick,Central,Very good,Personal,,,,,1.0,,,,,,,,
"CZK 16,000","CZK 2,500",730259,Studio,8/17/2022,32 m²,Fully furnished,2,,110.17,1151.62,486.69,1390.49,516.43,1141.26,906.6,797.73,1015.03,331.85,Prague - Braník,50.0358252,14.4138519,"CZK 37,000",Brick,,New-build,,,,,,1.0,,B,,,,,,
"CZK 33,000","CZK 6,200",731411,4+kk,9/1/2022,120 m²,Fully furnished,2,1.0,148.21,1029.77,249.9,738.37,229.77,616.22,937.79,501.32,250.45,282.83,Prague - Strašnice,50.0818,14.48523,"CZK 50,000",Low-energy,,Very good,,,,1.0,,,,B,,1.0,,,1.0,
"CZK 18,000","CZK 1,500",731409,2 bedroom,8/27/2022,41 m²,Partly,3,,214.91,1102.25,558.75,902.49,222.33,757.55,643.15,262.68,1158.01,120.83,Prague - Strašnice,50.07667,14.50681,"CZK 30,000",Brick,,Very good,,,,,,,,G,,1.0,,,,
"CZK 21,019","CZK 7,006",731408,Studio,8/31/2022,28 m²,Fully furnished,1,,194.2,798.76,138.2,283.7,89.62,474.09,247.17,335.61,500.98,81.99,"U Zeměpisného ústavu, Prague - Bubeneč",50.1033901,14.4020568,,,,,,,,,,,,,,,,,,
"CZK 28,500","CZK 3,000",716384,3+kk,8/15/2022,77 m²,Partly,7,1.0,333.31,299.19,45.56,214.52,54.5,38.78,271.42,790.21,190.1,583.95,"Opletalova, Prague - Nové Město",50.08123,14.42982,"CZK 31,500",Brick,Distance,Very good,Personal,Up to 10 years,1.0,1.0,,,Interior,G,Luxurious,,,,1.0,
"CZK 16,800",CZK 800,518150,3+kk,9/1/2022,62 m²,Unfurnished,1,,136.52,161.2,174.39,571.31,228.96,210.25,838.28,528.14,827.24,593.25,"Zenklova, Prague - Libeň",50.1193528,14.4614637,"CZK 33,600",Brick,,,Personal,,,,,,,,,,,,,
"CZK 14,200",CZK 800,518153,2 bedroom,9/1/2022,53 m²,Unfurnished,-1,,136.52,161.2,174.39,571.31,228.96,210.25,838.28,528.14,827.24,593.25,Prague - Libeň,50.1193528,14.4614637,"CZK 28,400",Brick,,,Personal,,,,,,,,,,,,,
"CZK 11,000",CZK 730,43967,1 bedroom,8/30/2022,29 m²,Fully furnished,1,,147.75,856.85,252.64,493.2,99.8,557.31,391.63,366.22,734.94,339.63,"U Družstev, Prague - Nusle",50.0540439,14.441087,"CZK 12,000",Brick,,Good,Personal,,1.0,,,,,G,,,,,,
"CZK 28,000","CZK 3,500",599575,3+kk,8/30/2022,46 m²,Fully furnished,5,1.0,113.32,289.04,83.63,400.83,17.87,95.23,270.35,279.06,374.06,331.63,"Sokolovská, Prague - Karlín",50.092552,14.44379,"CZK 30,000",Brick,Electric boiler,Very good,Cooperative,Up to 10 years,,,,,Complete,B,Luxurious,,,,,
"CZK 17,900","CZK 3,900",641182,Studio,8/31/2022,25 m²,Fully furnished,3,,356.6,734.94,453.36,352.96,373.61,572.79,1041.05,326.27,1013.88,65.21,"Buštěhradská, Prague - Střešovice",50.096835,14.389714,"CZK 4,000",Brick,Central,Good,Personal,,,,,,Bathroom unit,B,Standard,,,,,
"CZK 12,000",CZK 0,731407,Studio,9/1/2022,26 m²,Partly,1,,162.27,207.98,82.45,179.03,67.54,172.94,262.52,414.76,310.06,369.39,Prague - Vršovice,50.06795,14.45627,"CZK 12,000",Brick,,New-build,,,,,,,,G,,,,,,
"CZK 13,500",CZK 500,729944,Studio,10/1/2022,38 m²,Fully furnished,5,1.0,233.84,1275.59,229.74,1315.56,318.64,307.71,443.89,133.99,1126.09,128.62,Prague - Hostivař,50.04662,14.51884,"CZK 15,000",Prefab concrete,,Very good,,10 to 30 years,,,,,Interior,B,Standard,1.0,,,,
"CZK 34,920","CZK 11,640",728102,2 bedroom,8/31/2022,52 m²,Fully furnished,5,1.0,99.55,314.58,150.34,67.01,34.6,412.05,133.24,331.05,397.28,726.22,"Vinohradská, Prague - Vinohrady",50.0779159,14.4375296,,,,,,,,,,,,,,,,,,
"CZK 31,425","CZK 10,475",729524,Studio,9/27/2022,30 m²,Fully furnished,3,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,500",728893,Studio,9/12/2022,39 m²,Partly,5,1.0,292.74,597.07,273.19,266.0,167.75,409.2,830.45,1028.64,565.09,367.73,Prague - Karlín,50.09629,14.45175,"CZK 50,000",Low-energy,,New-build,,,,1.0,1.0,1.0,,B,,1.0,1.0,,1.0,
"CZK 16,000","CZK 2,000",583578,1 bedroom,8/27/2022,24 m²,Fully furnished,1,,205.33,658.07,330.79,666.41,147.84,610.89,238.11,457.49,14.87,566.93,"K Sokolovně, Prague - Uhříněves",50.028807,14.605774,"CZK 20,000",Brick,Electric boiler,Good,Personal,Over 50 years,,,,,Complete,C,Standard,,,1.0,,
"CZK 18,000","CZK 2,500",392925,2+kk,9/1/2022,50 m²,Partly,5,1.0,487.64,1059.79,268.72,1038.86,696.6,637.22,559.36,510.6,1320.66,97.89,Prague - Střížkov,50.1308869,14.4954099,"CZK 36,000",Brick,Distance,New-build,Personal,Up to 10 years,1.0,1.0,,,,B,Luxurious,,,,,
"CZK 18,750","CZK 6,250",729015,3+1,10/22/2022,90 m²,Fully furnished,2,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 4,600",462793,Studio,10/1/2022,58 m²,Fully furnished,4,1.0,243.2,1045.68,420.92,402.29,343.22,869.46,807.11,190.63,1167.33,436.4,"Velvarská, Prague - Dejvice",50.0992603,14.3830536,"CZK 37,000",Brick,Central,,Personal,,,,,,Complete,,,,,,,
"CZK 17,500","CZK 1,500",633837,2 bedroom,8/31/2022,62 m²,Partly,2,1.0,591.2,1250.25,624.98,1615.96,878.74,847.81,910.16,1532.66,611.56,669.97,"Jesenická, Prague - Záběhlice",50.057702,14.485969,"CZK 20,000",Prefab concrete,Distance,Very good,Personal,,,,,,Complete,G,,1.0,,,1.0,
"CZK 21,900","CZK 3,000",686568,Studio,9/1/2022,26 m²,Fully furnished,2,1.0,98.4,430.77,193.81,210.42,67.47,366.05,461.93,467.64,787.48,452.05,"Gorazdova, Prague - Nové Město",50.07386,14.41527,"CZK 44,000",Brick,,New-build,Personal,Up to 10 years,,,,,Complete,E,,,,,,
"CZK 23,000","CZK 4,000",730804,3+1,10/1/2022,77 m²,Partly,2,,473.84,1388.43,450.65,1215.14,466.26,729.37,635.55,575.59,435.22,232.77,Prague - Vokovice,50.10084,14.34982,"CZK 27,000",Brick,,Very good,,,,1.0,,,,G,,1.0,,1.0,,
"CZK 37,500","CZK 12,500",718920,2+kk,9/8/2022,60 m²,Fully furnished,3,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,1.0,,,1.0,,,,,,,,
"CZK 33,750","CZK 11,250",718218,2+kk,9/6/2022,45 m²,Fully furnished,2,1.0,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,700",730130,Studio,9/1/2022,36 m²,Partly,4,1.0,145.11,714.1,703.82,698.56,484.4,710.06,817.76,879.38,605.01,262.74,Prague - Záběhlice,50.0534,14.51221,"CZK 28,000",Other,Distance,New-build,,,1.0,1.0,1.0,,,C,Standard,1.0,,,,
"CZK 14,800","CZK 4,200",639490,2 bedroom,9/1/2022,50 m²,,3,1.0,190.02,695.62,146.38,680.94,140.07,284.32,263.57,1048.27,441.84,199.8,"Malá Plynární, Prague - Holešovice",50.108759,14.4457,"CZK 20,000",Brick,Central,Very good,Personal,,1.0,,,,Complete,E,,1.0,,,,
"CZK 21,900","CZK 5,800",657015,1 bedroom,8/29/2022,40 m²,Fully furnished,1,,354.21,737.34,455.75,355.35,376.01,575.19,1043.45,328.66,1016.27,67.61,"Buštěhradská, Prague - Střešovice",50.09684,14.38976,"CZK 8,000",Brick,Central,Very good,Personal,,,1.0,,,Exterior,B,Standard,,,,,
"CZK 22,000","CZK 6,000",730789,3+kk,10/1/2022,81 m²,Partly,1,1.0,378.58,1911.94,502.31,1586.49,1240.39,708.11,1040.33,1321.24,1024.76,33.51,Prague - Vysočany,50.10509,14.51541,"CZK 22,000",Prefab concrete,,Very good,,,,1.0,,1.0,,G,,1.0,1.0,1.0,,
"CZK 19,000","CZK 1,800",496824,2 bedroom,9/1/2022,69 m²,Partly,2,,191.28,442.28,71.73,199.8,77.02,134.35,347.72,484.05,479.89,421.08,"Žitná, Prague - Nové Město",50.0777397,14.4219854,"CZK 38,000",Brick,Gas boiler,,Personal,Over 50 years,,,,,Interior,,,,,,,
"CZK 15,500",CZK 400,528826,2 bedroom,9/1/2018,75 m²,Partly,2,,98.22,363.84,107.93,28.37,19.06,161.02,454.52,509.1,250.77,629.5,"Sokolovská, Prague - Karlín",50.0914053,14.4388752,"CZK 15,500",Brick,,,Cooperative,,,,,,,,,,,,,
"CZK 23,000","CZK 3,869",728906,2+kk,9/1/2022,52 m²,Fully furnished,2,1.0,100.67,552.16,76.41,168.19,45.96,95.08,323.13,505.31,539.03,607.16,Prague - Vinohrady,50.0739,14.43092,"CZK 40,000",Brick,,Very good,Personal,,,,,,Complete,B,Standard,,,,,
"CZK 4,900","CZK 1,000",686626,2 bedroom,9/1/2022,50 m²,Fully furnished,4,,180.5,668.29,52.54,601.09,271.63,449.0,151.53,1025.29,424.12,87.77,"Ortenovo náměstí, Prague - Holešovice",50.10915,14.44742,CZK 0,Brick,Central,Very good,Personal,,,,,,,G,,,,,,
"CZK 21,000","CZK 2,800",731006,2+kk,8/23/2022,52 m²,Partly,4,1.0,323.29,1377.6,728.37,1332.13,1089.0,1228.83,1090.87,1024.81,1020.05,729.53,Prague - Hloubětín,50.10854,14.52547,"CZK 25,000",Low-energy,Central,New-build,Personal,,1.0,,1.0,,,B,,1.0,1.0,1.0,,
"CZK 11,000","CZK 4,500",521063,Studio,9/15/2022,30 m²,Fully furnished,2,,97.12,733.05,21.71,64.86,76.1,92.87,395.6,480.64,426.09,357.46,Prague - Žižkov,50.0893775,14.46752,"CZK 15,000",Brick,,Good,Personal,,,,,,,,,,,,,
"CZK 10,000","CZK 5,000",175316,1 bedroom,8/28/2022,34 m²,Partly,1,,348.75,540.98,405.56,424.92,491.61,251.96,310.38,220.99,756.2,48.19,"Na vinici, Prague - Strašnice",50.0790201,14.4914335,CZK 0,Brick,Gas boiler,,Personal,,,,,,,G,,,,,,
"CZK 60,000","CZK 6,000",731171,4+kk,8/25/2022,130 m²,Partly,5,,264.54,188.83,342.77,281.35,223.32,522.66,177.43,189.95,990.47,464.35,Prague - Malá Strana,50.08904,14.40703,"CZK 120,000",Brick,,Very good,,,1.0,,,1.0,Complete,G,,1.0,,,,
"CZK 17,000","CZK 4,100",729826,3+1,8/14/2022,71 m²,Unfurnished,5,,319.61,427.94,124.9,498.07,291.38,441.9,626.7,942.06,1028.81,293.48,Prague - Troja,50.12653,14.42324,"CZK 34,000",Prefab concrete,,Good,,,,,,,,G,,,,,1.0,
"CZK 31,000","CZK 8,000",472794,4+kk,10/1/2022,105 m²,Partly,2,,144.2,197.38,28.0,235.07,11.48,250.9,340.48,492.72,328.98,306.07,Prague - Vršovice,50.0674451,14.4566149,"CZK 50,000",Brick,,Very good,Personal,,1.0,,,,Complete,,,,,,,
"CZK 19,000","CZK 4,000",249879,2+kk,10/1/2022,66 m²,Fully furnished,2,1.0,372.23,943.38,625.63,1057.02,355.45,903.11,637.89,793.73,557.5,136.86,"Švejcarovo náměstí, Prague - Stodůlky",50.0361776,14.3299157,"CZK 46,000",Brick,Electric boiler,Very good,Personal,,,1.0,,,,,,,,,1.0,
"CZK 25,380","CZK 8,460",723857,2 bedroom,9/5/2022,35 m²,Fully furnished,5,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,,,,,,,
"CZK 25,988","CZK 8,662",728259,2 bedroom,10/4/2022,60 m²,Fully furnished,1,,250.51,417.46,211.46,417.21,207.64,462.73,364.17,360.99,525.54,550.17,"Lublaňská, Prague - Vinohrady",50.0710848,14.4324122,,,,,,,,,,,,,,,,,,
"CZK 46,530","CZK 15,510",726063,2 bedroom,9/8/2022,48 m²,Fully furnished,2,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",725775,2+kk,9/11/2022,60 m²,Fully furnished,4,1.0,239.73,541.75,45.52,270.79,35.61,285.18,465.63,625.46,639.52,581.38,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 4,000",729219,2+kk,10/1/2022,62 m²,Fully furnished,8,1.0,174.3,970.54,39.31,895.64,476.02,323.89,470.1,346.69,1007.32,78.8,Prague - Střížkov,50.12917,14.49331,"CZK 48,000",Brick,Central,New-build,Personal,Up to 10 years,1.0,1.0,1.0,,,B,Luxurious,,1.0,,,
"CZK 16,000","CZK 3,000",731388,2+kk,9/1/2022,58 m²,Partly,3,1.0,239.32,721.27,303.79,535.82,218.67,196.36,205.9,255.22,502.0,327.73,Prague - Břevnov,50.08527,14.37305,"CZK 32,000",Brick,Central,Very good,,,1.0,,,,,C,,,,,,
"CZK 17,400","CZK 2,500",531248,2+kk,8/29/2022,40 m²,Fully furnished,3,,232.35,639.23,694.32,275.43,313.44,544.84,723.66,511.93,1205.5,201.79,"Vostrovská, Prague - Dejvice",50.1001838,14.3671741,"CZK 17,400",Brick,Central,Very good,Personal,,,,,,Complete,A,Standard,,,,,
"CZK 44,000","CZK 5,000",616335,4+1,8/30/2022,150 m²,Partly,2,,187.19,1435.35,170.17,1071.56,167.78,148.85,445.52,578.95,458.41,194.93,Prague - Dejvice,50.104941,14.371193,"CZK 50,000",Brick,Central,Very good,Personal,,1.0,,,1.0,Complete,A,Luxurious,,,,,
"CZK 28,425","CZK 9,475",728696,2+kk,10/4/2022,45 m²,Fully furnished,5,,120.02,538.45,85.43,335.62,47.85,333.62,182.79,195.16,543.36,341.26,"Lípová, Prague - Nové Město",50.0747395,14.424046,,,,,,,,,,,,,,,,,,
"CZK 59,250","CZK 19,750",717599,4+kk,8/30/2022,90 m²,Fully furnished,2,1.0,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,,,,,,,,,,,,,,,,,,
"CZK 32,250","CZK 10,750",727477,Studio,9/25/2022,27 m²,Fully furnished,4,1.0,275.28,321.52,72.5,617.26,60.27,467.19,25.57,60.76,793.43,562.96,"Americká, Prague - Vinohrady",50.0717643,14.4385436,,,,,,,,,,,,,,,,,,
"CZK 27,195","CZK 9,065",730051,2+kk,10/15/2022,50 m²,Fully furnished,1,,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,,,,,,,1.0,,,1.0,,,,,,,,
"CZK 43,500","CZK 14,500",730187,2 bedroom,10/16/2022,82 m²,Fully furnished,3,1.0,153.03,376.72,146.99,646.6,45.07,502.75,147.12,62.23,673.09,485.89,"Jana Masaryka, Prague - Vinohrady",50.0723321,14.4399493,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 6,000",730186,Studio,10/16/2022,21 m²,Fully furnished,5,1.0,343.73,639.29,118.56,534.69,89.23,275.1,341.07,136.6,194.25,439.23,"Polská, Prague - Vinohrady",50.0783707,14.4448312,,,,,,,,,,,,,,,,,,
"CZK 24,728","CZK 8,242",731157,Studio,10/24/2022,30 m²,Fully furnished,3,1.0,99.26,361.63,490.78,556.87,427.65,345.52,452.0,519.02,404.9,293.38,"Olšanská, Prague - Žižkov",50.0830187,14.4654473,,,,,,,,,,,,,,,1.0,,,
"CZK 20,250","CZK 6,750",731156,2+kk,10/24/2022,49 m²,Fully furnished,2,1.0,84.02,732.97,86.86,659.07,276.51,744.0,408.19,306.62,634.43,198.98,"Na Míčánkách, Prague - Vršovice",50.0713305,14.4638794,,,,,,,,,,,,,,,,,,
"CZK 17,250","CZK 5,750",731385,3+1,10/26/2022,90 m²,Fully furnished,5,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,
"CZK 19,125","CZK 6,375",731384,1 bedroom,10/26/2022,40 m²,Fully furnished,4,1.0,117.06,766.28,711.6,1231.63,269.04,827.39,730.01,209.89,711.83,280.0,"Práčská   f, Prague - Záběhlice",50.0529811,14.5019574,,,,,,,1.0,,,1.0,,,,,1.0,,,
"CZK 20,000","CZK 5,000",731383,3+kk,8/29/2022,68 m²,Partly,4,1.0,188.87,571.91,441.15,1615.09,114.43,1040.11,728.55,1013.12,597.88,292.79,Prague - Krč,50.02256,14.45293,"CZK 40,000",Prefab concrete,Central,Very good,,,,,,,,G,Standard,,,,1.0,
