Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Balcony,Lift,Terrace,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Cellar,Domácí mazlíčci vítáni,Parking,Ownership,Reconstruction,Age,Designe,Enclosed balcony,Heating,New-build,Garage,Administrative fee,Plot type
"CZK 37,350","CZK 12,450",730539,2+kk,9/19/2022,68 m²,Fully furnished,2,,1.0,,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,500",582936,3+kk,9/1/2022,56 m²,Unfurnished,1,,,,231.73,136.03,189.78,194.29,137.29,225.81,43.12,382.88,71.25,292.35,"Saratovská, Prague - Strašnice",50.075045,14.492493,"CZK 36,000",G,Very good,Brick,1.0,,,Personal,Complete,,,,Central,,,,
"CZK 20,000","CZK 1,750",730536,2+kk,8/19/2022,65 m²,Fully furnished,1,,,1.0,467.09,1003.0,522.43,1785.3,521.26,624.12,460.18,394.67,481.92,205.34,Prague - Libuš,50.01273,14.44535,"CZK 40,000",D,Very good,Brick,,,,,,,,,,1.0,,,
"CZK 10,000","CZK 2,000",730532,Small studio,9/1/2022,21 m²,Unfurnished,3,,,,158.8,977.15,154.16,694.26,24.31,3.94,370.55,455.77,411.28,343.95,Prague - Strašnice,50.0688,14.49417,"CZK 10,000",G,Very good,Brick,1.0,,1.0,,,,,,,,,,
"CZK 13,000","CZK 4,000",158878,2 bedroom,9/1/2022,66 m²,Partly,1,1.0,,,244.6,612.83,698.78,287.69,483.23,557.1,533.02,321.29,1208.92,308.84,"Na Beránce, Prague - Dejvice",50.1007645,14.3642129,"CZK 13,000",,Very good,Brick,1.0,,,Personal,,,,,,,,,
"CZK 21,200","CZK 4,500",487779,2+kk,9/1/2022,53 m²,Fully furnished,4,1.0,1.0,,229.21,413.18,460.16,1578.34,194.59,1206.62,479.48,374.81,377.87,266.78,"Za Hládkovem, Prague - Střešovice",50.0892763,14.3838556,"CZK 21,200",C,Very good,Brick,,,,Personal,Complete,Up to 10 years,Standard,,Central,,,,
"CZK 30,000","CZK 4,000",730455,4+kk,9/1/2022,75 m²,Partly,2,,1.0,1.0,247.64,1134.25,797.93,954.31,604.14,1009.82,681.55,1051.65,671.69,96.45,Prague - Řeporyje,50.03934,14.32273,"CZK 50,000",G,Very good,Brick,1.0,,1.0,Personal,,Up to 10 years,Standard,,Distance,,,,
"CZK 12,000",CZK 750,730527,1 bedroom,9/1/2022,45 m²,Partly,4,,,,153.35,303.75,10.45,286.53,24.33,238.01,302.67,247.29,712.85,737.48,Prague - Vinohrady,50.07217,14.43243,"CZK 12,000",G,Good,Brick,,,,,,,,,,,,,
"CZK 25,900","CZK 2,700",558740,3+kk,10/1/2022,94 m²,Partly,1,1.0,,,93.85,153.95,23.81,257.54,16.23,257.06,307.72,502.7,285.55,255.73,"Oblouková, Prague - Vršovice",50.0670925,14.4558324,"CZK 47,800",G,Good,Brick,1.0,,,Personal,Interior,Over 50 years,Luxurious,,Gas boiler,,,,
"CZK 39,900","CZK 7,900",677432,2+kk,9/29/2022,96 m²,Fully furnished,3,1.0,1.0,,166.67,762.32,499.85,585.69,59.37,484.49,448.28,585.57,856.34,214.37,"Kobrova, Prague - Smíchov",50.07381,14.39677,"CZK 60,000",A,New-build,Low-energy,1.0,,1.0,Personal,,,,,,,1.0,,
"CZK 16,990",CZK 1,598795,2 bedroom,9/1/2022,50 m²,Fully furnished,1,,1.0,,84.28,452.15,71.02,142.91,110.43,317.24,25.0,395.09,493.4,511.97,"Černá, Prague - Nové Město",50.078786,14.418558,CZK 1,C,Good,Brick,,1.0,,Personal,,,Standard,,Central,,,,
"CZK 25,000","CZK 8,000",488207,3+kk,10/1/2022,68 m²,Partly,,,,1.0,136.58,210.07,741.46,5420.28,333.42,723.25,620.46,489.5,285.8,101.34,"Velkoosecká, Prague - Vinoř",50.1438182,14.576116,"CZK 50,000",D,Very good,Brick,,,1.0,Personal,,10 to 30 years,Standard,,Gas boiler,,1.0,,
"CZK 22,000","CZK 3,900",711232,2+kk,10/1/2022,52 m²,Fully furnished,6,,1.0,1.0,345.18,237.79,213.38,397.33,79.2,429.95,311.53,50.08,190.8,341.51,"Šrobárova, Prague - Vinohrady",50.07588,14.46436,"CZK 20,000",A,Very good,Brick,,,,Personal,,,,,Central,,,,
"CZK 19,000","CZK 3,000",606765,2+kk,10/1/2022,44 m²,Fully furnished,1,,,1.0,153.67,252.38,89.29,257.34,87.31,213.75,237.43,556.95,182.55,553.21,"Haškova, Prague - Holešovice",50.10085,14.427857,"CZK 30,000",C,New-build,Brick,1.0,,1.0,Personal,Complete,Up to 10 years,Luxurious,,Electric boiler,1.0,,,
"CZK 11,200","CZK 5,767",344341,1 bedroom,9/10/2022,44 m²,Fully furnished,2,,,,199.41,1049.72,59.09,1433.99,85.41,339.91,410.66,208.61,520.05,470.92,"Františka Kadlece, Prague - Libeň",50.1161741,14.4704328,"CZK 18,000",,Very good,Brick,1.0,,,Personal,Complete,Over 50 years,Standard,,Gas boiler,,,,
"CZK 8,000","CZK 3,500",544787,Small studio,9/1/2022,19 m²,Fully furnished,,,,,96.72,989.4,234.88,512.51,13.45,358.12,365.95,354.86,328.29,225.86,"Rašínovo nábřeží, Prague - Nové Město",50.0688474,14.415003,"CZK 11,343",,Very good,Brick,,,,Personal,,,Standard,,Central,,,,
"CZK 32,000","CZK 4,604",729774,3+kk,8/13/2022,91 m²,Unfurnished,3,,1.0,,326.52,558.95,229.44,287.34,32.38,621.26,339.05,1276.69,241.73,262.25,Prague - Bubeneč,50.10305,14.41876,"CZK 64,000",A,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 24,000","CZK 2,000",598744,3+kk,10/2/2022,85 m²,Fully furnished,4,1.0,1.0,,115.53,352.7,188.46,234.83,19.05,250.91,142.2,132.99,357.83,638.91,"Italská, Prague - Vinohrady",50.078966,14.437273,"CZK 24,000",C,Very good,Brick,,,,Personal,,,Standard,,Gas boiler,,,,
"CZK 13,500","CZK 4,000",730513,2 bedroom,9/1/2022,54 m²,Partly,,,,,85.35,397.46,123.74,363.29,405.2,121.79,397.15,493.96,635.68,177.84,Prague - Petrovice,50.0385,14.56096,"CZK 13,500",G,Very good,Brick,,1.0,,,,,,,,,,,
"CZK 2,000",CZK 0,369211,Other,8/19/2022,9 m²,Unfurnished,1,,,,204.31,206.71,126.28,1523.05,151.11,979.08,947.47,574.14,754.43,155.95,"Svitákova, Prague - Stodůlky",50.0472687,14.3039981,CZK 0,,,Prefab concrete,,,1.0,Personal,,,,,,,1.0,,
"CZK 11,000","CZK 3,000",730511,Studio,8/19/2022,33 m²,Partly,-1,,,,247.83,1398.22,277.02,783.62,330.46,351.91,642.84,510.49,625.7,380.4,Prague - Bubeneč,50.11076,14.39564,"CZK 14,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 12,000","CZK 2,500",539826,Studio,8/25/2022,30 m²,Fully furnished,4,,1.0,,106.69,1004.83,438.32,1080.19,349.56,1069.73,125.65,214.07,1008.93,182.44,"Petržílova, Prague - Modřany",49.9994485,14.4222431,"CZK 14,000",,Very good,Prefab concrete,,,,Personal,Complete,10 to 30 years,Standard,,Distance,,,,
"CZK 24,000","CZK 4,581",730507,2+kk,8/19/2022,51 m²,Partly,3,,1.0,,5.5,119.53,144.99,81.0,97.26,280.1,373.91,435.92,558.18,711.41,Prague - Vinohrady,50.07659,14.43543,"CZK 48,000",E,Very good,Brick,1.0,,,,,,,1.0,,,,,
"CZK 12,500","CZK 4,000",729797,1 bedroom,8/14/2022,32 m²,Unfurnished,2,,,,163.43,376.94,529.84,358.49,140.79,303.78,427.42,269.77,315.68,302.35,Prague - Hloubětín,50.10624,14.53459,"CZK 12,500",G,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 29,900",CZK 0,730506,4+kk,9/1/2022,110 m²,Partly,1,1.0,1.0,,90.95,663.85,103.33,402.38,15.51,371.51,274.26,552.81,289.52,278.14,Prague - Bubeneč,50.10016,14.40303,"CZK 29,900",G,Very good,Brick,1.0,,1.0,,,,,,,,,,
"CZK 14,500","CZK 4,500",459179,2+kk,8/15/2022,41 m²,Partly,8,,1.0,,202.98,776.1,334.11,511.79,277.82,386.78,173.19,350.18,839.96,141.01,"Litoměřická, Prague - Prosek",50.1188062,14.4937472,"CZK 20,000",C,Very good,Other,,,,Personal,,10 to 30 years,Standard,,Distance,,,,
"CZK 18,500","CZK 1,500",729792,2+kk,9/25/2022,51 m²,Fully furnished,2,,,,261.56,616.98,311.68,635.41,171.06,280.43,149.29,70.04,887.23,455.92,Prague - Hloubětín,50.10802,14.54224,"CZK 20,000",G,Very good,Brick,,,1.0,Personal,,,,,,,,,
"CZK 23,836","CZK 4,100",719023,Studio,8/1/2022,32 m²,Fully furnished,4,,1.0,,123.62,331.12,156.76,367.07,102.48,248.42,301.1,639.82,219.3,523.15,"Washingtonova, Prague - Nové Město",50.08065,14.431,"CZK 47,672",G,Very good,Brick,,,,Personal,Complete,Over 50 years,Standard,,Electric boiler,,,,
"CZK 12,500","CZK 4,000",572946,2 bedroom,8/19/2022,50 m²,Partly,2,,,,122.27,182.11,97.14,402.41,60.06,61.25,493.68,441.33,743.86,465.99,"Stanislava Kostky Neumanna, Prague - Libeň",50.1199188,14.4584538,"CZK 15,000",,,Brick,,,,Personal,,,,,,,,,
"CZK 18,750","CZK 6,250",729015,3+1,9/18/2022,90 m²,Fully furnished,2,,1.0,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,
"CZK 19,575","CZK 6,525",730496,2 bedroom,9/9/2022,70 m²,Fully furnished,6,,1.0,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 11,000",719175,2 bedroom,8/22/2022,50 m²,Fully furnished,-1,,1.0,,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000",728678,2+kk,8/4/2022,65 m²,Unfurnished,2,,,,287.55,835.04,124.2,980.53,396.62,297.16,462.97,263.08,511.43,65.12,Prague - Letňany,50.14089,14.50924,"CZK 17,000",B,Very good,Brick,,,,,,,,,,,,,
"CZK 22,500","CZK 4,280",728700,3+kk,8/5/2022,68 m²,Partly,4,,1.0,,227.19,694.52,292.56,947.84,372.07,273.0,572.29,459.35,1024.68,123.64,Prague - Chodov,50.02741,14.5197,"CZK 45,000",G,Very good,Prefab concrete,1.0,,,Personal,,,,1.0,Central,,,,
"CZK 16,000",CZK 0,730493,1 bedroom,8/19/2022,38 m²,Partly,5,,,,40.8,997.29,39.04,502.45,46.2,501.83,345.07,264.88,229.65,99.62,Prague - Libeň,50.10701,14.48859,"CZK 16,000",B,Very good,Brick,,,,,,,,,,,,,
"CZK 25,000","CZK 4,900",197587,2 bedroom,9/1/2022,61 m²,Unfurnished,3,,1.0,,280.18,564.46,136.33,351.39,55.11,370.66,313.06,353.83,691.04,109.51,"Baranova, Prague - Žižkov",50.0797815,14.4578475,"CZK 25,000",,,Brick,,,,Personal,,,,,,,,,
"CZK 57,000","CZK 19,000",724522,3+1,10/2/2022,130 m²,Fully furnished,3,,,,293.94,358.82,65.34,231.82,29.61,399.45,202.79,623.36,368.2,458.02,"Michalská, Prague - Staré Město",50.0859057,14.4200254,,,,,,,,,,,,,,,1.0,,
"CZK 25,808","CZK 8,602",725069,2 bedroom,9/23/2022,54 m²,Fully furnished,5,,,,221.57,827.75,176.34,604.4,98.94,602.74,417.35,332.18,571.22,245.6,"Bulharská, Prague - Vršovice",50.0720218,14.4618189,,,,,,,,,,,,,,,,,
"CZK 45,000","CZK 15,000",723086,2+kk,8/22/2022,70 m²,Fully furnished,4,,1.0,,285.3,547.87,69.97,206.93,9.84,222.16,245.36,617.77,369.53,523.86,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,500",729784,2+kk,9/1/2022,50 m²,Fully furnished,2,,1.0,,414.08,771.69,477.5,878.68,3.32,463.98,336.19,409.67,481.2,613.02,Prague - Nusle,50.06307,14.43003,"CZK 16,500",G,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 15,500","CZK 2,800",730481,Studio,8/26/2022,35 m²,Fully furnished,2,,1.0,,218.2,368.06,1015.29,927.42,502.93,464.65,756.19,1241.26,506.8,171.4,Prague - Letňany,50.13773,14.51998,"CZK 18,300",B,New-build,Low-energy,,,,,,,,,,1.0,,,
"CZK 13,000","CZK 3,000",427148,Studio,9/5/2022,30 m²,Fully furnished,4,,1.0,,334.17,367.16,72.02,316.07,119.71,569.49,203.31,445.94,904.96,247.86,Prague - Vinohrady,50.0791658,14.4544714,"CZK 16,000",B,,Brick,,,,Personal,,,,,,,,,
"CZK 15,000","CZK 4,500",573173,2+kk,9/16/2019,48 m²,Fully furnished,8,1.0,,,202.83,830.23,30.37,642.13,256.73,364.02,470.51,110.03,825.61,111.39,"Šiškova, Prague - Kobylisy",50.1290279,14.4611701,"CZK 15,000",,,Prefab concrete,,,,Cooperative,Interior,,Standard,,Central,,,,
"CZK 16,000","CZK 4,500",729781,2 bedroom,9/30/2022,58 m²,Partly,2,,,,110.54,815.17,478.87,513.94,156.65,496.26,497.49,582.69,1174.39,298.25,Prague - Břevnov,50.08736,14.3389,"CZK 20,500",G,Very good,Brick,,,1.0,,,,,,,,,,
"CZK 12,000","CZK 3,500",730478,2+kk,9/1/2022,46 m²,Partly,3,,,,225.43,574.02,73.71,488.02,372.56,473.94,197.36,301.9,1112.72,245.33,Prague - Stodůlky,50.04732,14.34568,"CZK 15,500",G,Very good,Prefab concrete,,,,,,,,,,,,,
"CZK 12,000","CZK 1,500",730420,2+kk,8/18/2022,40 m²,Partly,2,,,,115.96,702.32,13.42,327.37,67.49,406.91,363.64,153.16,192.59,178.95,Prague - Nusle,50.0608,14.42675,"CZK 12,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 39,000","CZK 7,500",730479,3+1,8/19/2022,120 m²,Partly,6,,1.0,1.0,257.07,413.9,172.69,369.66,65.95,126.45,206.73,296.92,511.52,310.58,Prague - Nové Město,50.07662,14.42275,"CZK 78,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 14,500","CZK 5,500",605928,1 bedroom,10/1/2022,51 m²,Fully furnished,1,,,1.0,183.47,686.2,229.3,214.79,146.92,354.99,577.44,572.39,517.85,250.6,"Žerotínova, Prague - Žižkov",50.08849,14.464717,"CZK 20,000",B,Very good,Low-energy,,,,Personal,Complete,Up to 10 years,Luxurious,,Electric boiler,,,,
"CZK 44,000","CZK 6,000",358804,4+kk,9/1/2022,130 m²,Fully furnished,2,1.0,,,332.93,544.63,139.18,267.34,39.05,305.02,264.26,587.07,297.42,107.97,"Betlémské náměstí, Prague - Staré Město",50.0840811,14.4176178,CZK 2,,,Brick,,,,Personal,Complete,,,,,,1.0,,
"CZK 19,000","CZK 4,000",730475,2+kk,9/1/2022,64 m²,Fully furnished,3,1.0,1.0,1.0,247.89,1108.36,533.04,847.42,633.42,523.48,669.46,704.58,1693.36,179.03,Prague - Jinonice,50.05701,14.34663,"CZK 30,000",G,New-build,Brick,1.0,,1.0,,,,,1.0,,1.0,1.0,,
"CZK 37,125","CZK 12,375",726070,2 bedroom,9/30/2022,90 m²,Fully furnished,2,,1.0,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,
"CZK 47,025","CZK 15,675",726069,3+1,9/18/2022,90 m²,Fully furnished,2,,1.0,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,
"CZK 24,225","CZK 8,075",725228,2+kk,9/22/2022,40 m²,Fully furnished,1,,,,29.42,633.78,151.61,536.89,130.46,316.51,391.7,900.17,984.89,128.97,"Šporkova, Prague - Malá Strana",50.0876289,14.3978335,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",633016,2+kk,11/1/2022,55 m²,Partly,2,1.0,1.0,,214.85,111.86,183.29,1264.57,201.57,1099.51,477.0,709.91,746.45,109.54,"Hugo Haase, Prague - Hlubočepy",50.029126,14.363101,"CZK 30,000",B,New-build,Low-energy,,,1.0,Cooperative,,,Luxurious,,Central,1.0,,,
"CZK 25,380","CZK 8,460",723857,2 bedroom,9/5/2022,35 m²,Fully furnished,5,,,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 5,000",730464,2+kk,8/19/2022,34 m²,Partly,1,,,1.0,246.8,554.23,143.24,855.98,293.39,547.38,182.42,375.49,1055.46,494.33,Prague - Košíře,50.07001,14.38251,"CZK 25,000",E,Very good,Brick,,,,,,,,,,,,,
"CZK 20,250","CZK 6,750",728265,2 bedroom,10/1/2022,48 m²,Fully furnished,1,1.0,,1.0,391.21,523.69,852.19,2051.14,481.77,1805.15,1748.87,917.01,838.92,1086.22,"Nad Kazankou, Prague - Troja",50.1179747,14.4268704,,,,,,,,,,,,,,,,,
"CZK 37,620","CZK 12,540",728258,2 bedroom,10/1/2022,54 m²,Fully furnished,7,,1.0,,379.66,564.73,5.21,191.31,38.84,242.1,65.9,705.75,343.76,422.75,"Michalská, Prague - Staré Město",50.0846396,14.4202484,,,,,,,,,,,,,,,,,
"CZK 28,425","CZK 9,475",728696,2+kk,10/4/2022,45 m²,Fully furnished,5,,,,120.02,538.45,85.43,335.62,47.85,333.62,182.79,195.16,543.36,341.26,"Lípová, Prague - Nové Město",50.0747395,14.424046,,,,,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",720700,2+kk,9/12/2022,60 m²,Fully furnished,2,,1.0,,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,,
"CZK 23,624","CZK 7,875",728891,3+kk,9/10/2022,63 m²,Fully furnished,5,,,,205.2,814.61,229.97,533.27,206.46,282.56,446.62,227.35,110.18,111.62,"U školičky, Prague - Libeň",50.1085928,14.4915135,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 13,000",729613,2 bedroom,10/11/2022,72 m²,Fully furnished,3,,1.0,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,
"CZK 51,656","CZK 17,219",728895,2 bedroom,10/6/2022,60 m²,Fully furnished,4,,1.0,,110.1,392.87,177.02,129.22,79.72,168.29,299.92,497.22,273.67,349.66,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,,,,,,,,,,,,,
"CZK 29,250","CZK 9,750",724407,2 bedroom,9/19/2022,65 m²,Fully furnished,4,,1.0,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,,,,,,,,
"CZK 48,000","CZK 16,000",717684,3+1,9/18/2022,72 m²,Fully furnished,5,,1.0,,273.55,299.9,80.57,586.7,68.95,312.33,103.27,252.88,792.89,567.68,"Americká, Prague - Vinohrady",50.0718291,14.4385892,,,,,,,,,,,,,,,,,
"CZK 20,175","CZK 6,725",730457,2 bedroom,10/18/2022,45 m²,Fully furnished,2,1.0,,1.0,96.67,37.66,69.14,277.48,76.65,278.13,389.25,493.6,305.5,309.48,"Sportovní, Prague - Vršovice",50.0667869,14.4553047,,,,,,,,,,,,,,,,,
"CZK 36,338","CZK 12,112",728972,5+kk,9/20/2022,180 m²,Fully furnished,1,1.0,,1.0,710.63,2420.81,2011.34,2281.37,826.06,2150.45,2487.2,2253.5,2584.79,783.97,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,,,,,,,,,,,,,,,1.0,,
"CZK 17,500","CZK 6,388",730433,2 bedroom,8/18/2022,53 m²,Partly,3,,,,126.61,867.92,116.61,599.34,153.68,205.03,423.19,810.05,332.86,236.35,Prague - Strašnice,50.07076,14.48734,"CZK 40,000",C,Good,Brick,1.0,,,,,,,,,,,,
"CZK 20,000","CZK 3,500",474374,3+kk,6/1/2022,72 m²,Partly,3,1.0,1.0,,89.61,422.46,487.67,590.76,265.68,426.8,499.48,593.53,271.32,350.7,"Pod Jarovem, Prague - Žižkov",50.0895199,14.4891951,"CZK 40,000",,,Prefab concrete,,,,Cooperative,,,,1.0,,,,,
"CZK 31,050","CZK 10,350",730431,3+1,9/3/2022,111 m²,Fully furnished,1,1.0,,1.0,208.61,131.46,936.81,2564.81,336.74,613.32,243.84,2102.93,1889.94,338.05,"K Zámku, Prague - Dolní Počernice",50.0890765,14.5799076,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,000",730427,2 bedroom,8/18/2022,50 m²,Partly,2,,,,45.71,924.4,146.26,646.66,8.7,711.02,847.67,166.72,774.55,203.9,Prague - Smíchov,50.06215,14.38988,"CZK 36,000",G,Very good,Brick,1.0,,,,Complete,,,,Electric boiler,,,,
"CZK 15,200","CZK 2,000",730425,2+kk,8/18/2022,31 m²,Partly,2,,,,45.71,924.4,146.26,646.66,8.7,711.02,847.67,166.72,774.55,203.9,Prague - Smíchov,50.06215,14.38988,"CZK 30,400",G,Very good,Brick,,,,,Complete,,Standard,,Electric boiler,,,,
"CZK 15,200","CZK 4,000",730424,2+kk,8/18/2022,42 m²,Partly,1,,,,227.15,66.88,146.28,271.17,170.26,203.31,427.6,447.6,1166.67,323.13,Prague - Vokovice,50.09663,14.36195,"CZK 20,000",G,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 12,500","CZK 2,000",730422,Studio,8/18/2022,23 m²,Partly,3,,,,45.71,924.4,146.26,646.66,8.7,711.02,847.67,166.72,774.55,203.9,Prague - Smíchov,50.06215,14.38988,"CZK 25,000",G,Very good,Brick,,,,,Complete,,Standard,,Electric boiler,,,,
"CZK 33,000","CZK 5,500",495695,3+kk,8/26/2022,91 m²,Partly,2,1.0,1.0,1.0,512.42,1076.18,402.55,1285.01,637.46,387.31,486.74,785.09,1276.2,206.27,"Učňovská, Prague - Hrdlořezy",50.0938697,14.5043048,CZK 0,,,Brick,1.0,,1.0,Personal,,Up to 10 years,Luxurious,,Central,1.0,1.0,,
"CZK 17,990","CZK 5,013",730413,3+1,8/21/2022,67 m²,Partly,8,,1.0,,142.33,1028.73,157.64,1021.39,379.02,436.55,471.91,701.13,557.49,431.47,"Olbramovická, Prague - Kamýk",50.01687861111,14.43642138888,"CZK 23,003",G,Very good,Prefab concrete,1.0,,,Personal,,,,1.0,,,,"CZK 23,003",
"CZK 17,500","CZK 2,500",404507,2+kk,8/15/2022,44 m²,Unfurnished,3,1.0,1.0,,314.12,465.35,344.55,234.05,291.91,454.65,173.32,780.57,389.91,135.89,Prague - Podolí,50.0561286,14.4214707,"CZK 25,000",,Very good,Brick,1.0,,1.0,Personal,Complete,,Standard,,Central,,,,
"CZK 29,850","CZK 9,950",728156,2+kk,10/16/2022,50 m²,Fully furnished,3,,1.0,,75.01,890.63,40.68,622.44,47.2,145.83,371.43,242.4,512.42,352.71,"Kubelíkova, Prague - Žižkov",50.0815843,14.4461973,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,920",730406,2+kk,8/18/2022,43 m²,Partly,2,1.0,1.0,,287.95,1241.38,478.44,1198.51,674.52,400.63,173.81,607.72,690.23,341.2,Prague - Kamýk,50.01581,14.43237,"CZK 28,000",G,Very good,Prefab concrete,1.0,,,,,,,,,,,,
"CZK 16,800","CZK 3,000",672157,Studio,10/1/2022,39 m²,Fully furnished,5,,1.0,,214.78,770.16,112.91,542.34,94.12,575.84,358.02,504.27,554.92,114.22,"Eliášova, Prague - Bubeneč",50.10222,14.40304,"CZK 25,000",G,Very good,Brick,1.0,,,Personal,,,,,,,,,
"CZK 19,800","CZK 6,600",726085,3+1,10/4/2022,90 m²,Fully furnished,5,,1.0,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,000",730398,2+kk,9/15/2022,54 m²,Partly,2,,,,60.74,738.0,272.64,1093.95,101.41,576.03,488.78,430.55,388.92,367.0,Prague - Smíchov,50.06497,14.39291,"CZK 30,000",E,Very good,Brick,1.0,1.0,,,,,,,,,,,
"CZK 20,000",CZK 0,728043,2+kk,8/6/2022,50 m²,Unfurnished,2,1.0,,,472.29,943.14,661.04,1348.71,676.16,989.59,1050.16,1126.49,1467.83,658.23,Prague - Kyje,50.11055,14.56754,"CZK 40,000",A,New-build,Brick,,,1.0,Personal,,,Standard,,Central,1.0,,,
"CZK 13,000","CZK 1,800",606075,Studio,10/15/2022,33 m²,Partly,,,1.0,,222.73,785.34,68.49,304.09,22.82,400.27,445.1,199.39,498.47,434.16,"Podskalská, Prague - Nové Město",50.071165,14.415031,"CZK 18,000",,Very good,Brick,,,1.0,Cooperative,,,,,,,,,
"CZK 24,500","CZK 4,000",729741,3+1,8/13/2022,83 m²,Fully furnished,3,,1.0,,147.89,285.42,46.75,257.02,48.45,141.75,104.95,327.3,312.31,377.4,Prague - Žižkov,50.08542,14.45316,"CZK 36,750",G,Very good,Other,,,1.0,,,,,,,,1.0,,
"CZK 5,400","CZK 1,885",297667,Other,9/1/2022,15 m²,Partly,4,,,,44.64,207.7,69.77,7.13,59.63,116.21,224.27,733.3,153.34,317.49,"Bělohorská, Prague - Břevnov",50.0834741,14.3630878,"CZK 7,280",F,,Brick,,,,Personal,Complete,,Standard,,Gas boiler,,,,
"CZK 19,000","CZK 4,000",249879,2+kk,10/1/2022,66 m²,Fully furnished,2,,1.0,,372.23,943.38,625.63,1057.02,355.45,903.11,637.89,793.73,557.5,136.86,"Švejcarovo náměstí, Prague - Stodůlky",50.0361776,14.3299157,"CZK 46,000",,Very good,Brick,,,1.0,Personal,,,,1.0,Electric boiler,,,,
"CZK 30,000","CZK 10,000",718922,Studio,9/11/2022,45 m²,Fully furnished,5,,1.0,,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 4,200",670237,1 bedroom,9/1/2022,39 m²,Fully furnished,3,,1.0,,244.54,899.67,113.74,654.9,134.13,190.73,393.85,541.74,434.58,364.77,"Ke Strašnické, Prague - Strašnice",50.069633,14.494844,"CZK 20,000",G,Very good,Brick,1.0,,1.0,Personal,Interior,,,,Central,,,,
"CZK 30,000","CZK 5,000",413976,4+kk,10/1/2022,111 m²,Partly,2,1.0,1.0,1.0,239.09,979.8,527.41,944.98,440.24,499.97,912.62,449.03,393.93,401.17,"Melodická, Prague - Stodůlky",50.0515016,14.3302032,"CZK 36,000",C,,Brick,,,,Personal,,,,,Central,1.0,1.0,,
