Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,EPC,Heating,Floor space,Fully furnished,Floor,Building type,Age,Reconstruction,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Condition,Balcony,Lift,Designe,Parking,Garage,Cellar,New-build,Domácí mazlíčci vítáni,Terrace,Enclosed balcony,Administrative fee,Plot space,Plot type
"CZK 17,000","CZK 5,828","CZK 25,000",732658,2+kk,9/5/2022,Personal,D,,55 m²,Fully furnished,1,Brick,10 to 30 years,,352.01,626.03,109.91,442.25,295.99,353.28,376.87,436.79,384.62,300.21,Prague - Košíře,50.06769,14.36999,New-build,,,Standard,,1.0,1.0,,,1.0,,,,
"CZK 17,000","CZK 4,148","CZK 17,000",651280,2+kk,9/15/2022,Personal,B,Electric boiler,48 m²,Partly,2,Brick,Up to 10 years,Complete,228.11,1233.41,633.21,1332.18,221.1,1084.64,641.83,537.24,927.23,388.57,"Javorová, Prague - Kobylisy",50.136303,14.476185,New-build,,,Standard,1.0,,1.0,1.0,,,,,,
"CZK 41,100","CZK 13,700",,730539,2+kk,9/19/2022,,,,68 m²,Fully furnished,2,,,,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,1.0,,,,,,,,,,,
"CZK 12,000","CZK 2,500","CZK 14,500",731909,Studio,9/19/2022,,A,,33 m²,Partly,2,Prefab concrete,,,84.12,1247.63,724.44,893.53,723.38,1241.82,428.2,294.51,777.75,176.41,Prague - Michle,50.04686,14.4677,Very good,,,,,,,,,,1.0,,,
"CZK 13,990","CZK 3,554","CZK 17,544",732649,1 bedroom,9/12/2022,Personal,G,,37 m²,Fully furnished,2,Brick,,,205.96,1473.39,136.32,1145.72,182.43,123.65,514.34,163.28,592.77,122.93,"Vyžlovská, Prague - Strašnice",50.06713416666,14.51026305555,Good,1.0,,,,,1.0,,,,,"CZK 17,544",,
"CZK 21,000","CZK 5,000","CZK 21,000",625005,2 bedroom,9/1/2022,Personal,D,Gas boiler,57 m²,Fully furnished,1,Brick,10 to 30 years,Interior,204.28,447.36,120.4,316.12,133.65,468.15,168.81,137.77,299.77,570.13,"Husinecká, Prague - Žižkov",50.085831,14.446835,Very good,,,Standard,,,,,,,,,,
"CZK 22,000","CZK 3,500","CZK 44,000",731901,2+kk,9/29/2022,,E,,50 m²,Fully furnished,7,Low-energy,,,311.79,937.12,217.43,494.16,172.3,251.34,607.78,1093.67,297.97,798.29,Prague - Holešovice,50.10363,14.43617,New-build,,,,,,,,,1.0,,,,
"CZK 15,990","CZK 2,354","CZK 18,344",732638,3+kk,9/13/2022,Cooperative,G,,55 m²,Fully furnished,5,Brick,,,85.93,367.36,151.37,308.95,330.61,1309.05,339.93,609.93,1041.94,517.48,"Hlavní, Prague - Záběhlice",50.04760944444,14.49129833333,Good,1.0,1.0,,,,1.0,,,,,"CZK 18,344",,
"CZK 11,000","CZK 3,500","CZK 14,500",732636,Studio,9/5/2022,,G,,21 m²,Fully furnished,,Brick,,,182.57,438.66,637.74,1044.28,300.21,795.39,189.81,1052.75,1908.9,130.4,Prague - Jinonice,50.05367,14.36012,Very good,,,,1.0,,,,,,,,,
"CZK 13,500","CZK 2,500","CZK 25,000",731890,1 bedroom,8/31/2022,,G,,34 m²,Unfurnished,5,Prefab concrete,,,246.83,1125.71,266.13,1352.95,317.8,547.91,323.27,954.4,383.94,131.64,Prague - Záběhlice,50.05399,14.49154,Very good,,1.0,,,,,,,,,,,
"CZK 28,500","CZK 9,500",,730836,2+kk,10/31/2022,,,,40 m²,Fully furnished,1,,,,29.42,633.78,151.61,536.89,130.46,316.51,391.7,900.17,984.89,128.97,"Šporkova, Prague - Malá Strana",50.0876289,14.3978335,,,,,,,,,,,,,,
"CZK 14,900","CZK 4,000","CZK 20,000",731332,Studio,12/15/2022,,G,Central,32 m²,Unfurnished,1,Brick,Over 50 years,Interior,662.77,671.97,654.76,3976.71,693.43,964.64,2776.84,3399.37,829.83,566.35,Prague - Dubeč,50.06447,14.58301,Good,,,Standard,,,,,,,,,,
"CZK 13,500","CZK 3,500","CZK 26,000",718465,Studio,6/27/2022,Personal,A,,33 m²,Partly,4,Brick,,,79.0,1760.28,922.96,1519.14,289.88,1166.8,614.6,1227.94,1259.31,536.73,"Vrátnická, Prague - Modřany",50.0124216,14.4017606,New-build,1.0,1.0,Luxurious,,,1.0,1.0,,,,,,
"CZK 31,425","CZK 10,475",,729524,Studio,9/27/2022,,,,30 m²,Fully furnished,3,,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,1.0,,,,,,,,,,,
"CZK 24,581","CZK 8,194",,729938,Studio,10/9/2022,,,,32 m²,Fully furnished,1,,,,447.58,805.32,396.64,450.11,197.32,945.56,256.47,627.41,458.07,336.59,"Nad Kolčavkou A, Prague - Libeň",50.1080609,14.4828384,,,,,,,,,,,,,,
"CZK 24,000","CZK 3,892","CZK 24,000",731882,2+kk,8/31/2022,,G,Central,80 m²,Partly,1,Low-energy,Up to 10 years,,405.6,1464.68,497.77,1080.01,146.99,1119.79,1146.85,267.71,674.66,28.68,Prague - Liboc,50.08978,14.33119,Very good,1.0,1.0,Standard,,1.0,1.0,,,,,,,
"CZK 17,900","CZK 4,000","CZK 21,900",731562,2+kk,8/31/2022,,B,,52 m²,Partly,2,Other,,,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,New-build,1.0,1.0,,,,,1.0,,,,,,
"CZK 15,000","CZK 7,500","CZK 30,000",732495,2 bedroom,9/5/2022,,G,,78 m²,Unfurnished,2,Brick,,,134.33,305.85,402.68,2461.66,151.56,379.69,716.53,915.02,2639.7,463.98,Prague - Dolní Chabry,50.14444,14.44953,Good,1.0,,,,,,,,,,,,
"CZK 79,000","CZK 20,000","CZK 158,000",714217,3+kk,9/1/2022,Personal,B,Distance,164 m²,Fully furnished,4,Other,,,384.26,1775.9,682.53,228.18,659.39,778.18,602.6,888.16,165.88,617.77,"Ke Dvoru, Prague - Vokovice",50.09653,14.34031,New-build,,1.0,Luxurious,1.0,,1.0,,,1.0,,,,
"CZK 29,925","CZK 9,975",,731228,Studio,9/12/2022,,,,30 m²,Fully furnished,2,,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,1.0,,,,,,,,,,,
"CZK 14,500",CZK 500,"CZK 25,000",609104,2 bedroom,9/5/2022,Personal,G,,59 m²,,,Brick,,,225.1,1115.58,252.13,729.25,344.37,1317.53,145.66,230.19,667.68,276.5,"Spojovací, Prague - Vysočany",50.101403,14.489725,Good,,,,,,,,,,,,,
"CZK 39,600","CZK 13,200",,717648,2+kk,10/13/2022,,,,46 m²,Fully furnished,2,,,,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,,,,,
"CZK 28,000","CZK 3,000","CZK 56,000",732487,2+kk,9/6/2022,,D,,60 m²,Partly,3,Brick,,,,,,,,,,,,,Prague - Nové Město,50.07124,14.4155,Very good,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",,718920,2+kk,10/11/2022,,,,60 m²,Fully furnished,3,,,,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,1.0,1.0,,,,,,,1.0,,,,
"CZK 19,990","CZK 3,900","CZK 18,000",697963,Studio,7/9/2022,Personal,B,Distance,53 m²,Fully furnished,3,Brick,Up to 10 years,Complete,151.52,401.41,109.66,391.76,94.68,206.05,303.75,316.12,661.89,418.83,"Salmovská, Prague - Nové Město",50.07486,14.42255,Very good,,1.0,Luxurious,,,,,,1.0,,,,
"CZK 16,900","CZK 3,000","CZK 16,900",682598,1 bedroom,10/1/2022,Personal,G,,50 m²,Partly,1,Brick,,Complete,276.94,538.07,192.49,734.47,116.14,237.14,176.65,167.91,731.97,327.41,"Vítkova, Prague - Karlín",50.08981,14.44593,Very good,,,,1.0,,1.0,,,,,,,
"CZK 8,900","CZK 1,000","CZK 10,000",732473,Small studio,9/5/2022,,F,,18 m²,Fully furnished,1,Other,,,245.72,226.56,270.26,667.18,324.83,306.12,928.21,543.25,842.34,608.35,Prague - Libeň,50.11951,14.46319,Good,,,,,,,,1.0,,,,,
"CZK 10,000","CZK 3,000","CZK 10,000",642394,Small studio,9/9/2022,Personal,G,Distance,21 m²,Partly,1,Brick,,Interior,40.4,128.96,206.2,624.34,291.79,589.26,489.02,532.48,381.68,101.04,"Jabloňová, Prague - Záběhlice",50.056632,14.502264,Very good,,,,,,1.0,,,,,,,
"CZK 18,000","CZK 5,000","CZK 20,000",731774,2 bedroom,8/30/2022,,G,Electric boiler,70 m²,Partly,3,Brick,,,161.29,337.38,55.19,381.29,71.73,300.17,292.09,311.56,471.93,346.14,Prague - Uhříněves,50.02907,14.60114,Good,,,,,,1.0,,1.0,,,,,
"CZK 29,900","CZK 2,603","CZK 33,000",732460,2 bedroom,8/29/2022,Personal,,,71 m²,,1,Other,,,333.08,298.96,45.33,214.75,54.27,39.01,271.19,790.45,189.87,583.72,"Opletalova, Prague - Nové Město",50.0812346,14.4298177,Good,,,,,,,,,,,"CZK 4,485",,
"CZK 20,000","CZK 4,900","CZK 40,000",732447,2 bedroom,11/1/2022,,G,Central,60 m²,Fully furnished,,Brick,,Complete,167.34,727.91,51.75,549.55,80.93,744.46,530.96,1064.93,83.46,228.05,Prague - Podolí,50.05359,14.41895,Very good,,,Standard,,,,,,,,,,
"CZK 20,000","CZK 8,100","CZK 33,000",729666,3+kk,9/15/2022,Personal,G,,70 m²,Fully furnished,1,Brick,,,202.84,1000.51,965.34,2744.15,598.14,946.39,806.09,3874.68,843.89,666.43,Prague - Štěrboholy,50.0747,14.55265,Good,1.0,1.0,Standard,,,,,1.0,,,,,
"CZK 130,000","CZK 15,000","CZK 145,000",732450,5+kk,11/1/2022,,G,,212 m²,Partly,5,Brick,,,41.4,344.12,274.72,457.52,50.64,434.5,143.34,584.82,59.77,467.53,Prague - Josefov,50.09114,14.41807,Very good,,1.0,,,,,,,,,,,
"CZK 11,000","CZK 4,500","CZK 11,000",732445,2 bedroom,9/5/2022,,G,,50 m²,Partly,2,Brick,,,138.36,260.49,64.57,2286.67,152.81,596.12,233.0,457.72,1468.53,482.31,Prague - Braník,50.0388,14.41097,Good,1.0,,,,,,,,,,,,
"CZK 25,000",CZK 0,"CZK 55,000",728125,2 bedroom,8/1/2022,,G,,62 m²,Fully furnished,3,Brick,,,125.04,183.88,167.97,409.44,108.62,78.69,404.34,686.89,845.04,243.87,Prague - Smíchov,50.06945,14.40026,Very good,,,,,,,,,,,,,
"CZK 25,000","CZK 1,100","CZK 36,000",572986,3+1,10/1/2022,Personal,,Gas boiler,75 m²,Partly,1,Brick,Up to 10 years,Complete,20.73,736.07,76.78,653.85,228.84,695.13,411.28,309.72,543.02,290.23,"Dvacátého osmého pluku, Prague - Vršovice",50.070779649373,14.463591322468,Very good,1.0,1.0,Luxurious,,,,,,,,,,
"CZK 36,000","CZK 4,000","CZK 35,000",732293,2+kk,9/20/2022,,E,,80 m²,Fully furnished,6,Brick,,,109.24,338.67,210.43,245.14,72.06,262.46,126.24,372.44,234.85,464.61,Prague - Josefov,50.08998,14.41986,Very good,,1.0,,,,1.0,,,,,,,
"CZK 39,900","CZK 5,600","CZK 45,500",730978,4+kk,9/1/2022,Personal,G,,128 m²,Fully furnished,4,Brick,Over 50 years,Complete,93.39,822.37,236.32,755.17,455.41,558.27,194.88,1179.37,603.42,182.98,Prague - Holešovice,50.11028,14.44754,Very good,1.0,1.0,Luxurious,,1.0,1.0,,,,,,,
"CZK 40,000",CZK 0,"CZK 40,000",24335,3+kk,10/1/2022,Personal,C,Gas boiler,95 m²,Fully furnished,4,Brick,Over 50 years,Complete,177.64,664.92,172.37,77.54,38.15,125.87,36.04,110.57,370.0,231.91,"Ječná , Prague - Nové Město",50.0755456,14.426963,Very good,,1.0,Luxurious,,,,,,,,,,
"CZK 21,000","CZK 4,500","CZK 40,000",732433,2+kk,9/5/2022,,G,,57 m²,Partly,1,Brick,,,198.12,494.77,405.3,2112.15,214.94,623.55,623.8,428.45,1401.93,83.85,Prague - Čimice,50.13871,14.42853,New-build,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,
"CZK 12,999","CZK 2,999","CZK 26,000",661680,Studio,10/1/2022,Personal,D,Distance,34 m²,Fully furnished,3,Other,,Complete,426.94,712.38,385.38,392.11,337.62,363.52,409.86,737.2,814.72,12.05,"Kvestorská, Prague - Michle",50.04843,14.44784,Very good,,,Luxurious,1.0,,1.0,,,,1.0,,,
"CZK 10,000","CZK 4,000","CZK 14,000",728693,Small studio,8/5/2022,,F,,52 m²,Fully furnished,2,Brick,,,212.43,580.3,119.29,271.06,3.98,312.44,103.71,314.89,364.72,599.05,Prague - Nové Město,50.07965,14.41828,Good,,1.0,,,,1.0,,,,,,,
"CZK 18,000","CZK 3,500","CZK 36,000",732416,2+kk,10/1/2022,,G,,55 m²,Fully furnished,1,Other,,,255.28,1642.21,253.76,1682.19,270.57,259.65,810.52,415.67,1258.27,67.93,Prague - Hostivař,50.04474,14.51544,New-build,,,,,,,,,1.0,,,,
"CZK 12,000","CZK 4,500","CZK 12,000",532966,1 bedroom,9/15/2022,Personal,C,Electric boiler,50 m²,Fully furnished,,Brick,Up to 10 years,Complete,42.39,900.33,776.91,1023.52,561.54,907.81,1006.95,861.82,711.36,235.65,Prague - Modřany,49.9991704,14.4145554,Very good,,,Luxurious,,,,,,,,,,
"CZK 11,500","CZK 2,500","CZK 20,000",687853,Studio,10/18/2021,Cooperative,D,,20 m²,Fully furnished,1,Brick,,,153.14,1523.1,198.38,1031.93,203.02,600.34,388.81,834.53,567.51,252.38,"Podlipného, Prague - Libeň",50.11252,14.47381,Very good,,,,1.0,,,,,,,,,
"CZK 14,000","CZK 4,300","CZK 42,000",731314,Studio,9/8/2022,Personal,G,,31 m²,Unfurnished,,Brick,Up to 10 years,,91.54,820.46,1038.67,2473.66,459.96,709.18,1822.92,652.03,467.42,170.28,Prague - Ďáblice,50.14495,14.47491,New-build,,1.0,Standard,,,1.0,1.0,,1.0,,,,
"CZK 14,500","CZK 4,000","CZK 20,000",460708,Studio,10/1/2022,Personal,,,18 m²,Partly,5,Brick,,,126.75,443.61,90.84,239.9,90.13,257.23,296.01,378.63,212.13,176.29,"U Obecního dvora, Prague - Staré Město",50.0911789,14.4233778,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,000","CZK 25,000",650442,2+kk,3/15/2021,Personal,A,,75 m²,Fully furnished,6,Brick,,,439.43,329.93,177.27,299.2,234.8,530.92,164.73,508.99,866.38,246.87,Prague - Vinohrady,50.079607,14.453788,New-build,,1.0,,,,,,,1.0,,,,
"CZK 17,000","CZK 8,000","CZK 34,000",732379,2 bedroom,9/4/2022,,G,,65 m²,Partly,1,Brick,,Complete,271.79,987.78,578.94,747.64,342.74,685.19,763.29,183.58,325.86,803.27,Prague - Radotín,49.98923,14.36573,New-build,,,,,,,,,,,,,
"CZK 13,000","CZK 3,700","CZK 15,000",661944,Studio,10/1/2022,Personal,B,Distance,32 m²,Fully furnished,3,Brick,Up to 10 years,,209.79,1264.1,641.88,1245.65,914.53,1190.94,1194.21,1204.06,1094.16,456.8,"Granitova, Prague - Hloubětín",50.10882,14.52671,New-build,,1.0,Standard,,1.0,1.0,,,,1.0,,,
"CZK 16,500","CZK 2,500","CZK 30,000",732373,3+1,10/1/2022,,G,,76 m²,Partly,1,Prefab concrete,,,33.87,671.64,695.37,656.1,332.69,667.6,737.99,672.8,398.43,310.62,Prague - Záběhlice,50.05376,14.50915,Very good,1.0,,,,,,,,,,,,
"CZK 22,000","CZK 3,000","CZK 25,000",732369,2+kk,10/1/2022,,G,,71 m²,Partly,4,Brick,,,131.2,915.6,436.61,1235.47,302.16,337.8,329.96,850.35,145.78,308.46,Prague - Záběhlice,50.0558,14.49219,Very good,1.0,,,1.0,,,,,,,,,
"CZK 16,900","CZK 3,500","CZK 16,900",580875,2+kk,10/1/2022,Personal,C,Central,42 m²,Partly,4,Prefab concrete,30 - 50 years,Complete,94.6,945.39,147.86,626.72,133.28,186.97,270.0,589.53,310.73,214.83,"Svojetická, Prague - Strašnice",50.069457,14.492818,Very good,,1.0,Luxurious,,,1.0,,,,1.0,,,
"CZK 9,500","CZK 4,000","CZK 9,500",397397,Small studio,9/4/2022,Personal,,,27 m²,Partly,1,Prefab concrete,,,290.5,1478.11,6.35,1675.83,6.35,764.19,1025.9,1352.52,742.75,563.81,"Štúrova, Prague - Krč",50.0297479,14.4497107,Very good,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000","CZK 15,000",645239,Small studio,10/1/2022,Personal,B,Distance,33 m²,Partly,3,Brick,Up to 10 years,,144.37,1519.12,831.87,2175.27,613.06,1565.58,1200.65,1702.47,1184.09,625.33,"Sicherova, Prague - Kyje",50.115288,14.562752,New-build,1.0,1.0,Standard,1.0,,,1.0,,,,,,
"CZK 13,900","CZK 4,600","CZK 20,000",732308,2+kk,9/4/2022,,G,,42 m²,Partly,9,Prefab concrete,,,176.97,492.51,192.1,812.37,132.3,772.7,120.31,166.23,776.51,574.97,Prague - Michle,50.05216,14.45198,Very good,,1.0,,,,1.0,,,,,,,
"CZK 20,000","CZK 5,000","CZK 35,000",731959,2 bedroom,9/1/2022,,G,,55 m²,Fully furnished,2,Brick,Over 50 years,,105.35,795.48,322.76,1323.56,370.38,345.89,985.47,791.63,751.1,302.83,Prague - Smíchov,50.05994,14.40353,Very good,1.0,,Standard,,,1.0,,,,,,,
"CZK 30,000","CZK 9,000","CZK 60,000",731752,3+kk,10/1/2022,,C,,120 m²,Fully furnished,10,Other,,,338.16,922.53,683.97,787.42,808.57,379.1,480.13,748.05,1280.49,389.82,Prague - Horní Měcholupy,50.04028,14.56921,New-build,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,
"CZK 25,900","CZK 2,500","CZK 40,000",690553,2+kk,11/1/2022,Personal,B,Electric boiler,58 m²,Partly,5,Brick,Up to 10 years,Complete,173.2,143.72,55.5,115.32,75.38,164.5,161.13,377.97,198.6,457.31,"Štítného, Prague - Žižkov",50.0851483,14.4512417,Very good,,1.0,Standard,,,,,,,,,,
"CZK 13,500","CZK 1,000","CZK 27,000",732261,2+kk,9/3/2022,,G,,49 m²,Partly,1,Prefab concrete,,,104.63,1369.05,148.72,1041.39,146.03,207.21,616.34,246.83,697.12,206.48,Prague - Strašnice,50.06724,14.50881,Good,,1.0,,,,1.0,,,,,,,
"CZK 15,900","CZK 5,000","CZK 32,000",720255,2+kk,7/1/2022,,A,,35 m²,Partly,1,Brick,,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,New-build,,,,1.0,,,1.0,,,,,,
"CZK 14,900","CZK 5,000","CZK 30,000",720261,2+kk,7/1/2022,,A,,45 m²,Partly,1,Brick,,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,New-build,,,,1.0,,,1.0,,1.0,,,,
"CZK 14,900","CZK 5,000","CZK 30,000",720267,Studio,7/1/2022,,A,,35 m²,Partly,2,Brick,,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,New-build,,,,1.0,,,1.0,,,,,,
"CZK 16,000","CZK 5,000","CZK 32,000",720270,Studio,7/1/2022,,A,,42 m²,Partly,1,Brick,,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,New-build,,,,1.0,,,1.0,,,,,,
"CZK 33,000","CZK 8,850","CZK 70,000",727597,3+kk,9/1/2022,Personal,,,91 m²,Partly,3,Brick,Up to 10 years,Complete,107.77,1186.64,810.63,1121.47,,993.06,1441.45,978.22,1317.44,446.23,Prague - Troja,50.12075,14.41037,Very good,,,Luxurious,1.0,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",731719,2+kk,9/5/2022,,C,,39 m²,Fully furnished,2,Brick,,,112.71,680.29,98.55,583.99,92.22,493.64,176.53,500.12,341.52,268.34,Prague - Nusle,50.06146,14.43617,Good,,1.0,,,,,,,,,,,
"CZK 15,500","CZK 4,000","CZK 19,500",731640,2 bedroom,9/15/2022,,B,Central,57 m²,Partly,1,Brick,,,42.28,1333.45,38.11,1050.56,53.56,352.31,487.68,225.33,739.54,307.67,Prague - Strašnice,50.06666,14.49611,Good,,,,1.0,,,,,,,,,
"CZK 23,000","CZK 4,000","CZK 46,000",730684,3+1,8/21/2022,,G,,90 m²,Partly,1,Brick,,,277.75,748.23,269.12,722.31,157.77,746.58,201.36,325.29,680.02,360.28,Prague - Strašnice,50.07413,14.49928,Good,,,,,,,,,1.0,,,,
"CZK 17,000","CZK 3,500","CZK 25,000",724007,2 bedroom,10/1/2022,,F,,50 m²,Partly,7,Prefab concrete,,,389.25,774.13,323.7,739.31,727.09,294.3,706.95,822.24,966.06,553.44,Prague - Stodůlky,50.05252,14.33426,Good,1.0,1.0,,,,,,,,,,,
"CZK 24,999","CZK 4,900","CZK 24,999",731412,2+kk,8/27/2022,,A,,57 m²,Fully furnished,1,Brick,,,181.87,1408.66,55.3,979.08,153,539.26,274.37,720.09,348.91,137.94,Prague - Libeň,50.1132,14.47331,New-build,,1.0,,1.0,,1.0,1.0,1.0,,,,,
"CZK 20,000","CZK 4,000","CZK 20,000",732302,Studio,9/3/2022,,G,,42 m²,Fully furnished,4,Other,,,245.59,500.79,157.5,216.41,190.06,344.54,252.65,462.1,379.8,441.99,Prague - Vršovice,50.0687,14.4517,Very good,1.0,1.0,,,1.0,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 24,000",569039,Studio,9/4/2022,Cooperative,,Distance,25 m²,Partly,,Brick,,Complete,183.66,607.6,91.73,145.2,267.7,898.45,78.38,668.7,484.97,54.56,"náměstí Na Balabence, Prague - Libeň",50.1055076,14.4839011,,,,Standard,,,1.0,,,,,,,
"CZK 12,000","CZK 3,000","CZK 15,000",494253,2+kk,9/12/2022,Personal,,,47 m²,Partly,2,Brick,,,285.2,1689.92,878.2,1448.79,330.4,1122.04,569.84,1183.18,1724.78,577.25,"Převoznická, Prague - Modřany",50.009959,14.4040533,,,,Standard,,,,,,,,,,
"CZK 16,000","CZK 3,500","CZK 45,000",612642,2 bedroom,1/1/2023,Personal,C,Distance,56 m²,Partly,3,Brick,,,237.36,1110.63,155.7,1248.46,259.1,342.61,159.41,583.65,268.8,74.08,"Na Korábě, Prague - Libeň",50.11433,14.467836,Very good,,,,,,1.0,,,,,,,
"CZK 18,300","CZK 3,500","CZK 15,000",657015,1 bedroom,9/5/2022,Personal,B,Central,40 m²,Fully furnished,1,Brick,,Exterior,354.21,737.34,455.75,355.35,376.01,575.19,1043.45,328.66,1016.27,67.61,"Buštěhradská, Prague - Střešovice",50.09684,14.38976,Very good,,,Standard,1.0,,,,,,,,,
"CZK 16,500","CZK 3,000","CZK 15,000",731453,Studio,9/5/2022,,B,,30 m²,Fully furnished,2,Brick,,,354.21,737.34,455.75,355.35,376.01,575.19,1043.45,328.66,1016.27,67.61,Prague - Střešovice,50.09684,14.38976,Very good,1.0,,,,,,,,,,,,
"CZK 17,990","CZK 3,990","CZK 10,000",710368,Studio,9/30/2022,Personal,G,,24 m²,Fully furnished,,Brick,,Complete,32.41,96.79,82.75,144.26,47.59,343.35,223.51,385.13,581.11,734.33,Prague - Vinohrady,50.0770962,14.4355937,Very good,,1.0,Luxurious,,,,,,,,,,
"CZK 14,000","CZK 4,000","CZK 20,000",546125,2 bedroom,9/1/2022,Cooperative,,Central,62 m²,Partly,2,Prefab concrete,,,124.59,799.1,61.78,283.65,132.58,856.26,201.76,378.86,686.42,253.43,"Jivenská, Prague - Michle",50.0596592,14.4507815,Very good,1.0,,,,,,,,,,,,
"CZK 13,500","CZK 2,500","CZK 27,000",732283,Studio,9/3/2022,,G,,25 m²,Partly,1,Brick,,,123.64,879.25,268.12,515.59,89.32,506.77,407.1,324.87,684.4,242.91,Prague - Nusle,50.05542,14.44107,Very good,,,,,,,,1.0,,,,,
"CZK 19,999","CZK 5,500","CZK 40,000",732277,Studio,11/1/2022,,G,Central,39 m²,Unfurnished,6,Brick,,Complete,62.29,409.96,84.81,136.77,19.57,217.58,574.14,841.53,373.47,456.58,Prague - Karlín,50.09454,14.45286,Very good,,1.0,,1.0,1.0,1.0,,,1.0,,,,
"CZK 28,000",CZK 625,"CZK 56,000",731363,3+1,8/26/2022,,G,,109 m²,Partly,1,Brick,Over 50 years,,203.04,245.39,37.35,392.55,124.08,598.53,111.17,672.8,492.88,392.18,Prague - Malá Strana,50.07999,14.40668,Very good,1.0,1.0,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 15,000",732267,1 bedroom,9/3/2022,,G,,45 m²,Unfurnished,2,Brick,,,122.89,379.71,120.69,55.02,115.12,167.42,64.82,626.56,314.93,44.62,Prague - Strašnice,50.07482,14.48915,Good,,,,,,,,,,,,,
"CZK 15,000",CZK 700,"CZK 30,000",596081,2+kk,10/1/2022,Personal,,Electric boiler,54 m²,Partly,3,Brick,,,39.68,1351.03,381.74,1617.31,349.45,641.22,688.61,214.82,715.25,489.68,"Na Stráži, Prague - Libeň",50.117092,14.474306,Very good,,,,1.0,,1.0,,,,,,,
"CZK 14,900","CZK 3,500","CZK 30,000",219421,1 bedroom,8/31/2022,Personal,,,55 m²,Partly,2,Brick,10 to 30 years,Complete,184.81,1643.59,178.56,1325.68,325.07,964.92,1135.51,971.01,218.31,274.23,"U Pekařky, Prague - Libeň",50.1138842,14.479848,,,,Standard,1.0,,,,,,,,,
"CZK 14,000","CZK 2,900","CZK 30,000",488732,Studio,9/22/2019,Personal,,Gas boiler,38 m²,Fully furnished,2,Brick,Up to 10 years,Complete,185.99,1644.78,177.37,1326.86,326.25,966.1,1134.32,969.81,217.12,273.03,"U Pekařky, Prague - Libeň",50.1138957,14.4798538,,,,Standard,1.0,,,1.0,,,,,,
"CZK 19,000","CZK 1,800","CZK 38,000",496824,2 bedroom,9/1/2022,Personal,,Gas boiler,69 m²,Partly,2,Brick,Over 50 years,Interior,191.28,442.28,71.73,199.8,77.02,134.35,347.72,484.05,479.89,421.08,"Žitná, Prague - Nové Město",50.0777397,14.4219854,,,,,,,,,,,,,,
"CZK 16,000","CZK 1,500","CZK 17,500",732241,Studio,9/3/2022,,G,Electric boiler,33 m²,Unfurnished,1,Brick,,Complete,163.24,768.27,202.31,454.89,224.56,137.05,484.52,536.26,549.23,249.87,Prague - Strašnice,50.07252,14.48614,Very good,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 22,000",208133,2+kk,9/12/2022,Personal,,,40 m²,Fully furnished,1,Brick,10 to 30 years,,53.22,1341.03,498.16,659.58,103.48,775.22,874.37,298.08,1927.71,513.64,"Ve žlíbku, Prague - Horní Počernice",50.114987,14.6262925,,1.0,,Standard,1.0,1.0,1.0,,,,,,,
"CZK 24,000","CZK 4,900","CZK 48,000",709663,3+1,10/1/2022,Cooperative,C,,73 m²,Partly,3,Prefab concrete,,,378.94,508.23,121.25,345.12,310.01,393.17,215.61,349.39,1160.21,203.79,"Suchý vršek, Prague - Stodůlky",50.04779,14.34583,Very good,,,,,,,,,,1.0,,,
