Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Reconstruction,Condition,Ownership,EPC,Heating,Designe,Cellar,Balcony,Parking,Terrace,Garage,New-build,Enclosed balcony,Administrative fee,Plot space,Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 32,000","CZK 5,000",552412,3+kk,6/1/2022,80 m²,Unfurnished,1,1.0,117.17,1156.92,556.3,1138.47,820.17,953.5,1103.89,902.68,1029.64,363.37,"Saarinenova, Prague - Hloubětín",50.10777,14.52681,"CZK 32,000",Brick,Up to 10 years,,New-build,Personal,A,Distance,Luxurious,1.0,,1.0,1.0,1.0,1.0,,,,,
"CZK 13,000","CZK 3,180",618428,1 bedroom,6/6/2022,45 m²,Partly,1,,320.17,599.56,39.17,175.2,26.1,273.01,330.61,369.71,451.98,238.61,"Rostovská, Prague - Vršovice",50.068631,14.450433,"CZK 16,180",Brick,Over 50 years,Interior,,Personal,G,Gas boiler,Standard,,,,,,,,,,,
"CZK 13,800","CZK 3,500",584725,Studio,6/27/2022,25 m²,Unfurnished,2,,167.68,694.43,458.8,501.04,51.46,377.17,693.41,641.72,1360.73,406.66,"Kounická, Prague - Strašnice",50.078599,14.504137,"CZK 27,600",Brick,Up to 10 years,Complete,Very good,Personal,A,,,,,,,,,,,,,
"CZK 15,500","CZK 3,100",722783,2+kk,6/19/2022,38 m²,Unfurnished,5,1.0,241.29,857.5,228.34,1093.33,288.65,1216.55,323.95,434.68,1222.87,510.6,Prague - Smíchov,50.07182,14.38459,"CZK 35,000",Brick,,Complete,Very good,Personal,C,,,1.0,,1.0,,,,,,,,
"CZK 22,000","CZK 6,000",60964,4+kk,6/27/2022,92 m²,Partly,2,,321.19,1066.64,359.29,967.68,553.67,693.89,731.92,362.54,227.13,418.41,"Nad kapličkou , Prague - Strašnice",50.0849864223,14.4896364212,"CZK 30,000",Brick,,,Very good,Personal,B,Central,,,,1.0,1.0,,,1.0,,,,
"CZK 16,000","CZK 2,800",722779,Studio,6/19/2022,35 m²,Partly,6,1.0,127.82,797.09,181.33,729.89,400.42,538.89,170.19,1157.38,672.06,260.41,Prague - Holešovice,50.11005,14.44738,"CZK 30,000",Brick,,,New-build,,D,,,,1.0,,,,1.0,,,,,
"CZK 14,990","CZK 5,010",721596,2+kk,9/1/2022,46 m²,Partly,8,1.0,558.19,1477.86,487.75,1590.26,802.13,478.75,258.08,479.79,609.47,265.93,Prague - Kamýk,50.01303,14.4347,"CZK 60,000",Prefab concrete,,Complete,Very good,,C,Central,Standard,1.0,,,,,,1.0,,,,
"CZK 15,500",CZK 0,208095,2+kk,7/1/2022,46 m²,Partly,2,,156.5,483.56,570.74,141.05,175.29,910.6,327.32,282.63,1092.24,297.37,"Kopretinová, Prague - Záběhlice",50.0603613,14.5049852,"CZK 31,000",Brick,,,,Personal,,Central,,,,,,,,,,,,
"CZK 7,000","CZK 2,500",659670,3+1,6/1/2022,82 m²,Fully furnished,3,1.0,126.09,630.22,239.42,1251.61,845.38,652.84,668.96,540.04,1389.71,232.78,"Volkova, Prague - Černý Most",50.10632,14.56691,"CZK 10,500",Prefab concrete,,,Good,Personal,G,,,,,1.0,,,,1.0,,,,
"CZK 25,000","CZK 5,900",628428,4+kk,6/1/2022,84 m²,Partly,2,1.0,169.22,885.79,220.67,934.94,195.12,433.73,610.94,749.84,672.19,550.15,"Na Neklance, Prague - Smíchov",50.06071,14.399807,"CZK 50,000",Brick,,,Very good,Personal,G,Central,,1.0,1.0,,,,,,,,,
"CZK 6,000",CZK 500,683246,Other,7/1/2022,24 m²,Partly,-1,,396.35,2103.09,764.1,655.82,824.3,1277.74,691.88,2184.25,1596.31,295.8,"Holšická, Prague - Újezd nad Lesy",50.07848,14.66654,CZK 0,Brick,,,Good,Personal,G,,,,,1.0,,,,,,,,
"CZK 7,000","CZK 1,500",720167,2 bedroom,6/18/2022,54 m²,Partly,1,,276.52,616.98,279.57,635.41,171.06,491.12,150.78,70.04,851.96,455.92,Prague - Hloubětín,50.109026,14.5354798,"CZK 8,500",Brick,,,Good,,G,Distance,,1.0,,1.0,,,,,,,,
"CZK 38,000","CZK 5,500",708471,3+1,7/1/2022,100 m²,Partly,2,1.0,248.19,670.67,88.6,423.84,18.56,264.13,437.1,567.46,462.74,119.81,"Betlémská, Prague - Staré Město",50.08383,14.41542,"CZK 80,000",Brick,,Complete,Very good,Personal,G,Gas boiler,,,,,,,,,,,,
"CZK 18,500","CZK 2,400",721034,3+1,6/3/2022,73 m²,Partly,1,1.0,370.62,1047.81,146.55,459.29,22.07,407.62,419.35,587.36,530.53,557.91,Prague - Nusle,50.06041,14.43263,"CZK 37,000",Brick,,Complete,Very good,Personal,D,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",722727,3+kk,6/18/2022,60 m²,Partly,10,1.0,106.34,537.43,224.93,231.41,114.53,16.13,333.31,167.37,175.45,114.73,Prague - Háje,50.0333,14.52824,"CZK 18,000",Prefab concrete,30 - 50 years,,Good,,G,Central,Standard,,1.0,,,,,1.0,,,,
"CZK 19,000","CZK 3,600",722072,3+kk,9/1/2022,67 m²,Fully furnished,7,1.0,203.94,311.53,166.29,279.38,131.2,532.72,237.34,286.1,548.81,111.59,Prague - Žižkov,50.08177,14.45495,"CZK 19,000",Prefab concrete,,,Very good,,B,,,1.0,,,,,,1.0,,,,
"CZK 30,000","CZK 2,000",718787,2+kk,7/1/2022,110 m²,Fully furnished,3,,388.21,360.64,221.81,333.04,41.23,622.14,410.54,617.97,682.72,239.81,"Velkopřevorské náměstí, Prague - Malá Strana",50.086234100649,14.407417820473,"CZK 32,000",Brick,Over 50 years,,Good,Personal,G,Gas boiler,Standard,,,,,,,,,,,
"CZK 17,200","CZK 3,000",641698,2+kk,6/22/2022,52 m²,Partly,4,1.0,265.83,251.01,77.36,146.63,92.22,71.21,40.43,550.0,166.02,178.36,"8. Listopadu, Prague - Břevnov",50.083434,14.366819,"CZK 17,200",Brick,,,Very good,Personal,B,,,1.0,1.0,,,,,,,,,
"CZK 24,900","CZK 3,900",647743,2+kk,6/22/2022,52 m²,Fully furnished,6,1.0,321.74,272.7,32.23,180.47,42.93,69.06,244.65,976.37,163.38,571.06,"Opletalova, Prague - Nové Město",50.0814214,14.4299039,CZK 0,Brick,,Complete,Very good,Personal,D,Central,Luxurious,,,1.0,1.0,,,,,,,
"CZK 18,490","CZK 2,828",722694,3+1,6/29/2022,73 m²,Partly,5,1.0,64.7,1070.92,371.98,1689.25,217.1,1997.22,1104.65,2083.35,1037.8,304.03,"Božanovská, Prague - Horní Počernice",50.11085055555,14.59919555555,"CZK 21,318",Prefab concrete,,,Very good,Personal,G,,,1.0,1.0,,,,,,"CZK 21,318",,,
"CZK 11,000","CZK 2,800",97312,Studio,7/1/2022,21 m²,Partly,12,1.0,89.54,333.55,179.27,160.27,60.17,190.09,155.13,133.04,1074.56,294.12,Prague - Vokovice,50.0981032,14.3582803,"CZK 5,000",Prefab concrete,,,,Cooperative,,Distance,,1.0,,,,,,1.0,,,,
"CZK 20,000","CZK 5,000",669697,5+kk,6/23/2021,150 m²,Unfurnished,2,,141.6,429.13,151.25,286.82,24.28,146.06,290.65,253.05,297.04,225.48,"Tusarova, Prague - Holešovice",50.10198,14.45136,"CZK 20,000",Brick,,,Wrong,Personal,C,,,,1.0,1.0,,,,,,,,
"CZK 10,190","CZK 2,500",712258,Studio,8/1/2022,34 m²,Partly,1,,430.76,728.64,507.12,1224.96,514.39,514.8,453.17,243.79,763.4,588.47,"U Zahradního města, Prague - Záběhlice",50.05479,14.49812,"CZK 12,690",Brick,,,Very good,Personal,G,,,,,,1.0,,,,,,,
"CZK 13,950",CZK 950,717425,Studio,6/15/2022,30 m²,Partly,5,1.0,183.52,143.31,6.3,326.38,135.45,424.75,130.48,355.68,84.37,98.26,"Drahobejlova, Prague - Libeň",50.10608,14.4905,"CZK 27,000",Brick,,,Very good,Personal,C,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000",627249,2+kk,6/1/2022,45 m²,Partly,3,,120.44,534.48,85.85,337.09,47.43,344.09,183.21,195.58,543.78,341.68,"Lípová, Prague - Nové Město",50.074737,14.424037,"CZK 29,000",Other,,Complete,Very good,Personal,E,,Standard,,,,,,,,,,,
"CZK 15,000","CZK 4,000",536304,2+kk,7/1/2022,53 m²,Partly,1,1.0,286.42,1242.88,1120.07,2502.87,79.69,422.35,621.27,1559.76,1553.95,178.54,Prague - Kunratice,50.0203257,14.4660198,"CZK 30,000",Brick,,,,Personal,,Central,,,,,,,,,,,,
"CZK 9,995",CZK 1,614674,Studio,6/20/2022,45 m²,Partly,3,,473.56,1259.14,610.79,1045.46,952.38,1031.64,545.44,574.83,1454.59,309.4,"Křemenná, Prague - Uhříněves",50.037252,14.594891,"CZK 19,000",Brick,Up to 10 years,,New-build,Personal,A,,,,,1.0,,,1.0,,,,,
"CZK 17,000","CZK 40,000",717950,1 bedroom,5/9/2022,50 m²,Fully furnished,6,1.0,120.57,65.28,127.69,0.26,65.04,129.52,160.23,421.5,807.36,157.14,"Petržílkova, Prague - Stodůlky",50.05024,14.34038,"CZK 340,000",Prefab concrete,Up to 10 years,Complete,Very good,Personal,G,Central,Luxurious,,,,1.0,1.0,,,,,,
"CZK 19,990","CZK 2,579",722663,2+kk,6/29/2022,47 m²,Partly,4,,16.36,740.48,227.97,825.96,394.05,255.09,359.87,930.07,698.87,516.6,"U první baterie, Prague - Břevnov",50.08875722222,14.36535805555,"CZK 22,569",Brick,,,Very good,Personal,G,,,1.0,1.0,,,,,,"CZK 22,569",,,
"CZK 15,500","CZK 5,100",297993,2+kk,9/1/2022,47 m²,Unfurnished,1,,176.58,230.09,108.5,159.58,95.48,90.89,368.32,1791.05,236.96,388.65,"Sochařská, Prague - Bubeneč",50.1010011,14.4247159,"CZK 22,500",Brick,10 to 30 years,,Good,Personal,D,Gas boiler,Standard,,,,,,,,,,,
"CZK 9,000","CZK 1,200",722650,Small studio,6/24/2022,17 m²,Unfurnished,3,1.0,205.33,428.38,115.68,295.88,164.63,513.54,107.52,1533.59,244.6,303.72,Prague - Bubeneč,50.10171,14.41923,"CZK 18,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 16,000","CZK 2,500",680837,2+kk,9/1/2022,46 m²,Partly,1,1.0,185.89,367.78,102.03,297.75,115.28,388.56,182.97,117.73,320.38,588.19,"Štítného, Prague - Žižkov",50.08539965,14.45096325,"CZK 30,000",Other,Up to 10 years,Complete,Very good,Personal,C,Other,Standard,,,,,,,,,,,
"CZK 8,500",CZK 400,722641,Small studio,6/17/2022,16 m²,Fully furnished,1,,177.36,382.26,334.9,2874.92,235.97,652.21,291.78,291.78,380.0,482.69,Prague - Kbely,50.13577,14.546,"CZK 8,500",Brick,,,Good,,B,,,,,,,,,,,,,
"CZK 12,500","CZK 2,500",547589,Small studio,7/1/2022,31 m²,Partly,3,1.0,70.55,728.93,140.25,709.46,191.2,808.19,334.38,287.66,658.69,77.57,"Werichova, Prague - Hlubočepy",50.0311757,14.3683176,"CZK 15,000",Prefab concrete,,,,Cooperative,,Central,,,,,,,,,,,,
"CZK 18,000",CZK 0,643346,3+1,7/1/2022,150 m²,Fully furnished,4,1.0,214.25,181.57,128.84,537.84,22.84,387.73,222.92,228.73,910.15,687.16,"Záhřebská, Prague - Vinohrady",50.07212,14.437427,"CZK 18,000",Brick,,Interior,Very good,Personal,G,,,,1.0,1.0,1.0,,,,,,,
"CZK 18,500","CZK 2,500",531248,2+kk,8/1/2022,40 m²,Fully furnished,3,,232.35,639.23,694.32,275.43,313.44,485.84,767.32,564.61,1065.4,201.79,"Vostrovská, Prague - Dejvice",50.1001838,14.3671741,"CZK 18,500",Brick,,Complete,Very good,Personal,B,Central,Standard,,,1.0,,,,,,,,
"CZK 21,000","CZK 5,000",22345,2 bedroom,9/1/2022,65 m²,Fully furnished,1,1.0,236.26,605.2,312.04,1004.91,211.94,769.11,524.57,514.47,502.22,168.05,Prague - Střešovice,50.0866932,14.3818402,"CZK 21,000",Brick,Up to 10 years,Complete,Very good,Personal,D,Gas boiler,Luxurious,,,,,,,,,,,
"CZK 12,500","CZK 3,400",722609,Studio,6/16/2022,37 m²,Partly,4,1.0,309.2,1627.22,560.53,1608.77,1021.76,569.91,1353.45,1156.46,830.22,171.63,Prague - Vysočany,50.10531,14.51866,"CZK 12,500",Other,,,New-build,,C,,,1.0,,1.0,1.0,,1.0,,,,,
"CZK 25,000","CZK 4,008",722606,3+1,7/20/2022,85 m²,Fully furnished,2,,154.46,1508.07,59.59,1034.5,192.06,603.03,388.25,1239.55,680.48,252.78,Prague - Libeň,50.11324,14.47492,"CZK 50,000",Brick,,Complete,Very good,,G,Distance,,1.0,,1.0,,,,1.0,,,,
"CZK 12,500","CZK 3,500",625188,1 bedroom,7/1/2022,33 m²,Partly,3,1.0,382.18,834.65,310.63,775.3,354.2,1035.73,452.72,607.69,1285.09,236.29,"Jasmínová, Prague - Záběhlice",50.05592335,14.5109252,"CZK 16,000",Prefab concrete,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 15,500","CZK 3,000",661869,2 bedroom,7/27/2022,49 m²,Fully furnished,3,1.0,380.07,382.42,140.78,565.11,185.36,289.15,279.58,431.6,733.75,249.01,Prague - Holešovice,50.1012385,14.445747,"CZK 18,500",Brick,,Complete,Very good,Personal,B,Other,,1.0,,1.0,,,,,,,,
"CZK 10,000","CZK 4,000",722595,Small studio,6/16/2022,24 m²,Partly,1,,317.5,1364.55,440.57,1481.6,1025.16,1211.04,1032.96,722.97,4414.64,1140.81,Prague - Zbraslav,49.96325,14.39501,"CZK 14,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 16,000","CZK 5,000",671688,2+kk,8/1/2022,50 m²,Fully furnished,1,,70.24,2087.76,1667.42,2519.31,1306.56,1682.81,2050.15,2050.15,1922.51,1850.47,"Mladoboleslavská, Prague - Kbely",50.12485,14.53217,"CZK 25,000",Brick,Up to 10 years,Interior,Very good,Personal,G,Central,Luxurious,1.0,,1.0,,,,,,,,
"CZK 16,000","CZK 4,000",589972,3+kk,6/17/2022,64 m²,Partly,13,1.0,260.93,634.37,71.42,734.25,318.86,560.88,331.52,292.7,1358.01,58.42,"Chabařovická, Prague - Kobylisy",50.129853,14.476675,"CZK 32,000",Prefab concrete,30 - 50 years,Complete,Very good,Personal,C,Distance,Standard,,1.0,,,,,,,,,
"CZK 12,000","CZK 4,000",583304,2+kk,6/1/2022,45 m²,Fully furnished,1,,304.52,1463.55,1896.57,1990.27,402.55,1866.21,878.08,1783.5,2447.2,2001.81,"Savojská, Prague - Koloděje",50.063937,14.646024,"CZK 16,000",Brick,,,Very good,Personal,C,,,,,,,,,,,,,
"CZK 22,000","CZK 6,000",307224,2+kk,8/1/2022,55 m²,Fully furnished,1,,374.96,1461.85,1020.74,1437.09,912.67,1006.15,785.66,1700.18,276.38,50.96,"Na Císařce, Prague - Smíchov",50.0757996,14.3625905,"CZK 44,000",Brick,Up to 10 years,,,Personal,B,Distance,Luxurious,,,,1.0,,,,,,,
"CZK 14,000","CZK 6,000",30826,2 bedroom,6/17/2022,63 m²,Fully furnished,3,1.0,198.18,690.44,414.16,652.76,674.5,694.48,1119.8,923.03,678.65,93.26,"Pražská, Prague - Hostivař",50.0562157532,14.5220911503,"CZK 20,000",Prefab concrete,10 to 30 years,Complete,Very good,Personal,G,Distance,Standard,1.0,1.0,1.0,,,,,,,,
"CZK 15,000","CZK 3,000",721974,1 bedroom,9/1/2022,38 m²,Fully furnished,3,1.0,65.24,977.08,174.44,412.85,16.44,608.2,313.42,288.02,1006.63,261.43,Prague - Nusle,50.05424,14.44195,"CZK 15,000",Brick,,,Very good,,G,,,1.0,,,,,,,,,,
"CZK 24,000","CZK 4,500",722549,2+kk,9/19/2022,65 m²,Fully furnished,3,,227.46,691.34,588.99,525.99,212.85,1168.42,616.53,267.86,519.55,82.08,Prague - Smíchov,50.06063,14.39124,"CZK 28,500",Low-energy,,,Very good,,B,,,1.0,1.0,1.0,,1.0,,,,,,
"CZK 18,500","CZK 3,500",722547,2+kk,7/1/2022,55 m²,Fully furnished,4,1.0,408.05,1902.48,105.99,1571.4,1203.51,680.61,1010.01,1291.11,1014.24,152.6,Prague - Vysočany,50.10429,14.50951,"CZK 22,000",Brick,,,New-build,,A,,,,1.0,,,,1.0,,,,,
"CZK 18,000","CZK 3,000",143263,3+1,6/15/2022,72 m²,Unfurnished,2,,104.68,497.67,65.01,678.93,15.33,640.22,108.86,384.19,821.58,440.33,"Michelská, Prague - Michle",50.0518202,14.4548333,CZK 0,Brick,,,,Personal,,,,,1.0,,,,,,,,,
"CZK 14,000","CZK 6,000",722531,2+kk,6/16/2022,63 m²,Partly,4,1.0,262.43,533.13,158.08,358.25,59.6,449.86,481.09,378.3,706.66,183.74,Prague - Žižkov,50.07957,14.45835,"CZK 16,000",Brick,,,Good,,G,,,1.0,,,,,,,,,,
"CZK 21,000","CZK 3,792",580762,3+1,9/1/2022,60 m²,Fully furnished,4,1.0,195.15,407.06,378.77,1421.55,317.66,402.23,534.6,739.9,741.08,366.12,"Sulická, Prague - Lhotka",50.021631,14.450174,"CZK 40,000",Prefab concrete,Up to 10 years,Complete,Very good,Personal,C,Distance,Luxurious,1.0,,,,,,1.0,,,,
"CZK 12,500","CZK 2,500",372063,Studio,7/4/2022,32 m²,Fully furnished,2,1.0,264.06,247.88,95.4,1547.35,201.8,1006.37,974.75,601.43,762.15,163.43,Prague - Stodůlky,50.0473519,14.3034128,"CZK 15,000",Brick,,,New-build,Personal,B,,Standard,,1.0,,,,,,,,,
"CZK 15,000","CZK 3,500",722522,2+kk,7/1/2022,53 m²,Fully furnished,1,,243.74,1504.2,800.76,822.77,266.85,4212.37,938.82,461.27,2130.66,676.83,Prague - Horní Počernice,50.11464,14.6272,"CZK 18,500",Brick,,,Very good,,B,,,,,,,,,1.0,,,,
"CZK 15,900","CZK 7,000",722518,3+1,7/1/2022,68 m²,Fully furnished,1,,284.91,745.04,311.32,1948.07,246.67,290.51,617.75,479.93,1350.04,239.68,Prague - Braník,50.03382,14.41701,"CZK 25,000",Brick,,,Very good,,C,,,1.0,,,,,,,,,,
"CZK 12,000","CZK 3,000",722516,1 bedroom,6/16/2022,47 m²,Partly,2,,160.21,1021.15,397.28,808.04,348.32,1327.81,1129.23,167.52,1004.46,438.7,Prague - Košíře,50.06212,14.38259,"CZK 15,000",Brick,,,Very good,,G,,,1.0,,,,,,,,,,
"CZK 9,500","CZK 2,500",722515,Studio,7/1/2022,26 m²,Partly,4,,280.8,782.03,277.54,797.62,290.44,796.34,661.47,727.33,474.29,561.43,Prague - Vinohrady,50.06726,14.43361,"CZK 12,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 16,000","CZK 4,400",186307,2+kk,9/1/2022,40 m²,Fully furnished,1,,80.36,1341.01,546.73,659.58,103.48,4147.92,874.37,298.08,2106.88,513.64,"Ve Žlíbku, Prague - Horní Počernice",50.114987,14.6262925,CZK 0,Brick,,,Very good,Personal,A,Gas boiler,Luxurious,1.0,1.0,1.0,,1.0,,,,,,
"CZK 10,900","CZK 1,800",705981,Small studio,7/11/2022,22 m²,Partly,5,,260.4,278.74,125.28,286.08,82.86,246.37,13.56,215.34,150.96,628.07,"Husinecká, Prague - Žižkov",50.085698,14.4449948,"CZK 20,000",Other,Up to 10 years,Complete,Very good,Personal,C,Other,Standard,,1.0,,,,,,,,,
"CZK 15,000","CZK 3,050",664900,2+kk,7/1/2022,38 m²,Fully furnished,2,1.0,87.37,517.35,78.62,278.86,19.32,386.85,477.89,351.93,301.67,275.63,"Moskevská, Prague - Vršovice",50.06747,14.45994,"CZK 20,000",Brick,,,Very good,Personal,F,Electric boiler,,1.0,,,,,,,,,,
"CZK 18,400","CZK 4,500",722510,2+kk,6/16/2022,60 m²,Fully furnished,6,1.0,150.9,622.31,71.68,398.89,85.37,396.81,175.95,340.67,696.73,333.73,Prague - Vršovice,50.07165,14.45777,"CZK 25,000",Brick,Up to 10 years,Complete,New-build,Personal,B,,,,,,,,,,,,,
"CZK 17,400","CZK 3,950",581839,2+kk,6/1/2022,62 m²,Fully furnished,2,1.0,162.72,1180.08,256.53,1234.61,458.36,249.37,194.57,727.94,918.83,191.85,"Březenská, Prague - Libeň",50.128615,14.483932,"CZK 50,000",Low-energy,Up to 10 years,,New-build,Personal,B,Distance,Luxurious,,,1.0,,1.0,1.0,,,,,
"CZK 18,000","CZK 3,500",572348,3+kk,7/3/2022,62 m²,Partly,6,1.0,502.0,1165.05,416.55,2125.55,410.77,1238.64,531.76,1064.4,450.89,198.15,"Machuldova, Prague - Kamýk",50.0098938,14.4507891,"CZK 43,000",Prefab concrete,,Complete,Very good,Personal,,,,1.0,1.0,,,,,1.0,,,,
"CZK 19,990","CZK 3,000",585938,3+kk,7/1/2022,88 m²,Fully furnished,2,1.0,111.4,674.41,120.95,77.15,125.87,211.8,215.53,731.61,472.07,391.18,"Jungmannova, Prague - Nové Město",50.080022,14.421993,"CZK 40,000",Brick,10 to 30 years,Complete,Very good,Personal,D,Distance,Standard,,1.0,,,,,,,,,
"CZK 24,000",CZK 800,722481,3+kk,6/15/2022,90 m²,Unfurnished,1,,64.63,314.16,155.94,306.54,123.95,403.49,103.07,496.73,636.41,698.13,Prague - Vinohrady,50.07515,14.43964,"CZK 24,000",Brick,Up to 10 years,,Good,,C,,,1.0,1.0,,,,,,,,,
"CZK 12,000","CZK 5,000",527972,2+kk,8/1/2022,54 m²,Fully furnished,3,1.0,306.84,738.06,346.56,441.42,322.16,484.18,626.27,633.27,804.59,690.31,"U Pernštejnských, Prague - Nusle",50.0631279,14.4470726,"CZK 15,000",Brick,,,,Personal,,Central,,,,,,,,,,,,
"CZK 9,500","CZK 3,000",426790,Small studio,6/14/2022,35 m²,Fully furnished,11,1.0,197.86,1518.46,85.49,1511.12,932.31,922.48,532.47,211.67,826.36,402.96,Prague - Kamýk,50.0143481,14.4274302,"CZK 9,500",Prefab concrete,,,,Cooperative,,,,1.0,1.0,,,,,1.0,,,,
"CZK 29,000","CZK 6,000",722448,3+kk,6/15/2022,95 m²,Fully furnished,5,1.0,56.16,403.14,47.44,161.93,21.47,288.24,496.51,976.85,1192.46,639.23,Prague - Smíchov,50.07216,14.4068,"CZK 35,000",Brick,,,Very good,,E,,,,,1.0,,,,,,,,
"CZK 18,999","CZK 2,500",722445,2+kk,6/15/2022,37 m²,Partly,8,1.0,144.7,763.81,668.35,1989.89,216.86,1102.14,1082.39,1173.5,1126.41,602.2,Prague - Lhotka,50.01389,14.45457,"CZK 40,000",Prefab concrete,,,New-build,,D,,,1.0,1.0,1.0,,1.0,1.0,,,,,
"CZK 20,000","CZK 3,000",697883,2+kk,6/14/2022,60 m²,Fully furnished,2,1.0,448.87,1153.71,1147.2,1774.13,964.95,1240.99,791.13,422.02,1081.59,652.85,"Naskové, Prague - Košíře",50.06164,14.36178,"CZK 40,000",Prefab concrete,Up to 10 years,,New-build,Personal,A,,Luxurious,1.0,,1.0,,1.0,1.0,,,,,
"CZK 13,000","CZK 3,000",722440,2+kk,6/15/2022,55 m²,Unfurnished,4,1.0,1.52,767.95,57.57,633.95,210.2,651.28,403.49,331.48,799.62,309.42,Prague - Vršovice,50.07084,14.4633,"CZK 20,000",Brick,,,Good,,G,,,,1.0,,,,,,,,,
"CZK 10,000","CZK 4,000",722428,1 bedroom,6/20/2022,31 m²,Partly,6,,134.0,560.89,148.27,865.36,324.98,73.32,240.67,683.92,272.34,209.96,Prague - Záběhlice,50.05717,14.49623,"CZK 30,000",Prefab concrete,,,Good,,G,,,,,,,,,1.0,,,,
"CZK 24,000","CZK 4,000",453331,2+kk,6/10/2022,51 m²,Partly,2,,171.89,1091.6,622.05,1336.02,429.82,1037.02,863.46,769.75,1094.42,198.16,"Na Zemance, Prague - Braník",50.0399038,14.4230019,"CZK 24,000",Brick,Up to 10 years,,Very good,Personal,A,Central,,1.0,,,1.0,1.0,,,,,,
"CZK 14,500","CZK 3,500",722419,Studio,6/15/2022,34 m²,Partly,1,,475.82,943.15,378.01,905.46,591.41,947.19,1285.9,782.32,630.5,587.14,Prague - Hostivař,50.05571,14.52528,"CZK 25,000",Other,Up to 10 years,,New-build,,B,Distance,Standard,,,1.0,1.0,,1.0,,,,,
"CZK 13,200","CZK 2,450",608060,Studio,8/1/2022,39 m²,,3,1.0,67.67,474.6,401.56,376.35,444.83,401.27,240.87,541.34,1086.24,425.05,"Československého exilu, Prague - Modřany",50.008761,14.415273,CZK 1,Brick,,,New-build,Personal,B,,,,1.0,,,,1.0,,,,,
"CZK 16,000","CZK 3,500",661613,1 bedroom,8/15/2022,41 m²,Fully furnished,3,1.0,293.92,0.2,29.87,297.83,118.97,332.9,339.16,471.52,599.22,357.62,"Kubelíkova, Prague - Žižkov",50.08232,14.4525,"CZK 16,000",Brick,Over 50 years,Complete,Very good,Personal,G,Gas boiler,Standard,,,,,,,,,,,
"CZK 25,000","CZK 3,000",722417,2+kk,7/1/2022,75 m²,Fully furnished,2,1.0,104.3,697.91,210.11,46.74,44.39,328.39,363.39,63.84,375.83,237.16,Prague - Bubeneč,50.10357,14.39806,"CZK 25,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 14,300","CZK 4,600",381562,Studio,6/20/2022,33 m²,Fully furnished,,1.0,192.47,543.74,59.46,292.88,128.37,185.66,228.49,1176.71,548.26,251.57,"Musílkova, Prague - Košíře",50.0686179,14.369871,"CZK 18,900",Prefab concrete,,,,Personal,C,Central,,1.0,,,,,,,,,,
"CZK 19,000","CZK 4,156",721043,2+kk,6/3/2022,67 m²,Partly,4,1.0,292.66,242.86,90.38,1553.39,230.41,1012.41,980.8,607.47,768.19,120.8,Prague - Stodůlky,50.04754,14.30313,"CZK 40,000",Brick,,,New-build,Cooperative,G,Central,Standard,,1.0,,,,1.0,,,,,
"CZK 25,000","CZK 5,000",722407,3+kk,7/14/2022,129 m²,Fully furnished,1,1.0,231.19,496.98,342.53,509.67,371.95,296.94,579.84,849.76,219.28,391.42,Prague - Holešovice,50.10568,14.44381,"CZK 60,000",Low-energy,Up to 10 years,Complete,New-build,Personal,A,Central,Luxurious,,,1.0,1.0,1.0,1.0,,,,,
"CZK 7,000",CZK 600,722406,Small studio,6/15/2022,26 m²,Unfurnished,1,,53.77,1086.49,143.65,789.98,98.24,275.05,321.27,549.12,383.8,130.66,Prague - Strašnice,50.06833,14.49217,"CZK 14,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 42,000","CZK 4,000",493250,4+kk,9/1/2022,120 m²,Fully furnished,4,1.0,53.92,538.86,168.02,225.58,152.55,374.45,204.73,580.22,396.3,278.64,"Jilemnického, Prague - Bubeneč",50.1001381,14.401636,"CZK 42,000",Brick,,,,Personal,,,,1.0,1.0,,,,,,,,,
"CZK 11,600","CZK 2,000",721382,Studio,6/6/2022,37 m²,Partly,2,,234.75,337.39,199.51,237.16,214.23,1078.39,348.11,691.81,614.28,404.71,Prague - Michle,50.05611,14.45108,"CZK 20,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 8,000","CZK 2,000",640736,Studio,12/22/2021,27 m²,Fully furnished,1,,166.46,1166.92,673.42,1069.54,429.05,915.72,397.48,880.88,1563.59,397.76,"Převoznická, Prague - Modřany",50.010012,14.406853,"CZK 10,000",Brick,,,Very good,Personal,D,Central,,,,,,,,,,,,
