Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,Floor space,Fully furnished,Floor,Building type,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,EPC,Condition,Balcony,Parking,Enclosed balcony,Age,Reconstruction,Heating,Designe,Garage,New-build,Domácí mazlíčci vítáni,Cellar,Terrace,Administrative fee,Plot type
"CZK 14,999","CZK 2,500","CZK 17,500",598559,2+kk,9/1/2022,Personal,55 m²,Partly,2,Brick,,91.39,310.67,92.06,91.12,15.07,54.1,374.99,679.58,586.87,437.09,"Čestmírova, Prague - Nusle",50.064342,14.442252,B,New-build,1.0,1.0,,Up to 10 years,Complete,,Luxurious,,,,1.0,,,
"CZK 11,000","CZK 1,000","CZK 12,000",287227,Studio,9/1/2021,Personal,25 m²,Partly,2,Brick,,323.68,1197.48,307.68,357.49,262.34,316.16,373.23,595.86,400.59,133.66,"Nad Ohradou, Prague - Žižkov",50.0919092,14.4717412,,,1.0,1.0,,Up to 10 years,,Gas boiler,,,,,,,,
"CZK 20,000","CZK 6,000","CZK 40,000",730774,2+kk,8/22/2022,,63 m²,Fully furnished,3,Brick,1.0,158.74,1188.58,757.59,1555.19,328.52,591.88,877.03,1380.22,1106.35,584.36,Prague - Horní Počernice,50.10818,14.60192,G,Good,1.0,,,,,,,1.0,,,1.0,,,
"CZK 17,000","CZK 5,000","CZK 34,000",665598,3+1,9/1/2022,Personal,70 m²,Partly,6,Prefab concrete,1.0,60.45,406.53,148.91,385.23,453.89,409.45,628.8,299.94,817.12,295.0,Prague - Lhotka,50.0231546,14.4388284,A,Very good,,1.0,1.0,,Complete,Distance,Standard,,,,,,,
"CZK 16,000","CZK 1,000","CZK 17,000",697622,1 bedroom,9/1/2022,Personal,42 m²,Partly,2,Low-energy,,292.69,656.94,498.74,327.69,154.18,1254.37,385.86,685.76,207.05,339.6,"Pod Stárkou, Prague - Michle",50.0576031,14.4536973,B,New-build,1.0,1.0,1.0,,,,Luxurious,,,,,1.0,,
"CZK 8,000","CZK 2,500","CZK 31,500",729444,3+1,8/10/2022,,63 m²,Fully furnished,5,Prefab concrete,1.0,104.67,745.53,173.45,868.68,402.1,153.89,477.35,366.26,945.52,155.81,Prague - Chodov,50.02711,14.52102,G,Very good,,,1.0,,,,,,,,1.0,,,
"CZK 17,000","CZK 4,800","CZK 17,000",726503,2 bedroom,7/19/2022,Cooperative,64 m²,Fully furnished,3,Brick,,77.26,1194.19,749.99,1186.85,601.55,675.04,515.47,826.4,1235.44,627.62,Prague - Braník,50.02706,14.41658,,Very good,1.0,1.0,,,,,Standard,,,,,,,
"CZK 14,900","CZK 3,500","CZK 14,900",730755,2+kk,8/22/2022,,43 m²,Partly,4,Brick,,198.02,1003.12,215.83,1191.11,171.61,335.89,625.08,714.44,1142.37,275.55,Prague - Košíře,50.07016,14.38685,G,New-build,,,,,Complete,Central,Standard,,,,,1.0,,
"CZK 13,500","CZK 3,000","CZK 20,000",730761,Studio,8/22/2022,,36 m²,Partly,1,Brick,1.0,482.95,2156.35,1774.98,2150.51,563.85,2018.82,1466.63,2024.54,689.82,1388.76,Prague - Hodkovičky,50.01916,14.40095,A,Very good,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,
"CZK 17,000","CZK 2,000","CZK 34,000",730563,Studio,9/1/2022,,37 m²,Partly,5,Brick,,334.54,285.07,79.27,409.99,30.53,352.79,158.63,416.7,688.25,184.92,Prague - Vinohrady,50.08069,14.45421,C,New-build,1.0,,,,,,,,,,,,,
"CZK 21,750","CZK 7,250",,728426,Studio,10/2/2022,,25 m²,Fully furnished,12,,1.0,228.88,257.2,204.55,166.76,173.2,262.96,328.04,408.55,436.47,292.09,"Freyova, Prague - Vysočany",50.108944,14.501028,,,,,,,,,,,,,,,,
"CZK 59,250","CZK 19,750",,717599,4+kk,8/24/2022,,90 m²,Fully furnished,2,,1.0,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,,,,,,,,,,,,,,,,
"CZK 38,040","CZK 12,680",,724143,2 bedroom,8/24/2022,,70 m²,Fully furnished,5,,,92.39,704.33,6.31,418.26,11.89,396.59,447.42,561.87,517.82,191.93,"Karoliny Světlé, Prague - Staré Město",50.0841726,14.4139535,,,,,,,,,,,,,,,,
"CZK 23,624","CZK 7,875",,728891,3+kk,9/10/2022,,63 m²,Fully furnished,5,,,205.2,814.61,229.97,533.27,206.46,282.56,446.62,227.35,110.18,111.62,"U školičky, Prague - Libeň",50.1085928,14.4915135,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 13,000",,729613,2 bedroom,10/11/2022,,72 m²,Fully furnished,3,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,
"CZK 51,656","CZK 17,219",,728895,2 bedroom,10/6/2022,,60 m²,Fully furnished,4,,1.0,110.1,392.87,177.02,129.22,79.72,168.29,299.92,497.22,273.67,349.66,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,,,,,,,,,,,,
"CZK 29,250","CZK 9,750",,724407,2 bedroom,9/19/2022,,65 m²,Fully furnished,4,,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,,,,,,,
"CZK 16,000",CZK 600,"CZK 16,000",624990,2 bedroom,9/7/2020,Personal,60 m²,,2,Brick,1.0,165.58,704.11,211.41,196.9,129.03,337.11,559.55,554.51,499.96,268.51,"Žerotínova, Prague - Žižkov",50.088534,14.4649585,E,Good,,,,,,,,,,,,,,
"CZK 24,608","CZK 8,202",,730328,2+kk,10/17/2022,,67 m²,Fully furnished,2,,1.0,190.62,1447.15,484.7,1260.45,182.11,737.34,559.67,596.72,660.13,404.95,"V Zahradách, Prague - Libeň",50.1148427,14.4750191,,,1.0,,,,,,,1.0,,,,1.0,,
"CZK 13,000","CZK 2,500","CZK 11,000",112065,Small studio,,Cooperative,32 m²,Fully furnished,3,Brick,1.0,295.27,769.79,360.39,695.89,310.63,789.36,458.91,343.44,592.3,202.7,"Ruská 90, Prague - Vršovice",50.0729513923,14.4642949104,C,Very good,,,,,Complete,Gas boiler,Standard,,,,1.0,,,
"CZK 12,000","CZK 2,000",CZK 0,461122,Studio,8/21/2022,Personal,30 m²,Fully furnished,1,Prefab concrete,,305.74,951.75,331.05,1019.95,530.0,1302.5,505.82,1258.14,924.82,244.19,"Klapálkova, Prague - Chodov",50.0437747,14.4959001,,,,,,,,Distance,,,,,,,,
"CZK 47,340","CZK 15,780",,717682,2+kk,8/24/2022,,69 m²,Fully furnished,6,,1.0,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,,,1.0,,,,,,,,,,,1.0,,
"CZK 26,363","CZK 8,787",,729443,1 bedroom,9/7/2022,,46 m²,Fully furnished,2,,,450.08,851.94,613.97,1216.3,634.57,923.06,534.48,156.81,999.06,301.07,"U Pernikářky, Prague - Smíchov",50.0745289,14.3827184,,,,,,,,,,,,,,,,
"CZK 36,338","CZK 12,112",,728972,5+kk,9/20/2022,,180 m²,Fully furnished,1,,,710.63,2420.81,2011.34,2281.37,826.06,2150.45,2487.2,2253.5,2584.79,783.97,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,,,1.0,,,,,,,1.0,,,,1.0,,
"CZK 18,000","CZK 6,000","CZK 48,000",730751,3+1,9/1/2022,,74 m²,Partly,7,Prefab concrete,,470.4,578.25,456.92,542.52,449.65,680.13,226.91,329.24,961.92,141.08,Prague - Řepy,50.06267,14.30506,A,Very good,,,1.0,,,,,,,,,,,
"CZK 14,500","CZK 3,000","CZK 29,000",147926,2+kk,11/1/2022,Personal,45 m²,Partly,3,Brick,,140.36,1538.25,310.84,1816.92,368.3,357.37,945.26,368.13,1082.06,17.82,"Bratislavská, Prague - Hostivař",50.0437706,14.5156536,B,Very good,1.0,,,,,Central,Standard,,,,,,,
"CZK 22,000","CZK 3,000","CZK 23,000",600303,2+kk,9/1/2022,Personal,60 m²,Fully furnished,4,Brick,1.0,209.59,223.23,37.16,194.83,38.85,132.16,95.36,317.71,278.11,367.81,"Štítného, Prague - Žižkov",50.085184,14.452429,A,Very good,1.0,,,Up to 10 years,Complete,,Standard,,,,,,,
"CZK 13,500","CZK 2,826","CZK 27,000",730746,Studio,9/1/2022,,29 m²,Fully furnished,3,Brick,1.0,207.73,569.54,301.26,370.44,171.38,378.02,505.22,643.85,770.01,187.08,Prague - Libeň,50.1252,14.46909,G,Very good,,,,,,,,,1.0,,1.0,,,
"CZK 19,000","CZK 3,200","CZK 38,000",730739,2 bedroom,8/21/2022,,58 m²,Partly,2,Brick,1.0,275.75,84.74,111.47,326.1,28.63,172.83,35.66,239.04,835.07,811.97,Prague - Vinohrady,50.07328,14.4362,D,Very good,,1.0,,,,,,,,,,,,
"CZK 31,590","CZK 10,530",,722787,1 bedroom,9/5/2022,,52 m²,Fully furnished,3,,1.0,194.81,408.3,97.23,765.36,41.67,716.59,415.49,296.07,511.26,224.74,"Rybalkova, Prague - Vinohrady",50.0719171,14.4429188,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000","CZK 28,000",730740,2+kk,9/1/2022,,44 m²,Fully furnished,7,Prefab concrete,1.0,320.25,825.35,315.27,1209.96,363.72,765.89,402.86,400.54,410.81,272.99,Prague - Háje,50.03729,14.5195,G,Good,,,,,,,,,,,1.0,,,
"CZK 15,000","CZK 4,500","CZK 30,000",730732,2+kk,8/21/2022,Cooperative,38 m²,Fully furnished,3,Brick,,107.31,904.74,281.52,438.87,355.35,401.47,708.13,668.16,544.73,237.67,Prague - Prosek,50.11621,14.50202,G,Very good,,,,,,,,,,,1.0,,,
"CZK 10,500","CZK 3,000","CZK 15,000",516182,1 bedroom,9/1/2022,Personal,33 m²,Partly,1,Brick,,167.79,1120.14,581.0,1043.2,374.35,816.86,541.38,694.22,765.96,510.52,"K Mostku, Prague - Řepy",50.0715636,14.3005907,,Very good,,,,,,,,,,,,,,
"CZK 15,300","CZK 2,700","CZK 18,000",146694,2+kk,9/15/2018,Personal,45 m²,Partly,9,Brick,1.0,197.13,823.35,167.39,545.57,356.99,337.52,169.29,615.37,522.89,223.02,Prague - Letňany,50.1384241,14.5063347,C,Good,,,,,,,,,,,,,,
"CZK 38,000","CZK 6,140","CZK 60,000",714349,3+1,9/1/2022,Personal,125 m²,Partly,4,Brick,1.0,169.6,512.43,178.1,306.01,36.59,299.49,192.69,443.73,233.23,420.28,"Bílkova, Prague - Staré Město",50.09099,14.42074,G,Very good,,,,,Interior,,,,,,1.0,,,
"CZK 18,000","CZK 4,000","CZK 22,000",730729,2+kk,8/21/2022,,42 m²,Fully furnished,2,Prefab concrete,1.0,142.01,314.5,268.56,2635.66,318.83,312.14,379.46,1691.27,1244.29,72.32,Prague - Ruzyně,50.0892,14.30693,G,Very good,,1.0,,,,,,,,,,,,
"CZK 31,752","CZK 10,584",,726633,2 bedroom,9/2/2022,,57 m²,Fully furnished,7,,1.0,7.74,76.74,105.28,213.89,45.41,117.47,178.45,327.18,381.26,239.99,"Dělnická, Prague - Holešovice",50.1031132,14.4472134,,,1.0,,,,,,,,,,,1.0,,
"CZK 11,500","CZK 3,000","CZK 16,000",620642,1 bedroom,10/1/2022,Personal,32 m²,,6,Brick,1.0,193.48,870.2,220.27,574.01,214.0,612.71,762.59,761.13,796.77,627.35,"Družstevní, Prague - Nusle",50.062579,14.447259,G,Very good,1.0,,,,,Central,,,,,,,,
"CZK 21,000","CZK 3,900","CZK 35,000",484018,2+kk,9/1/2022,,64 m²,Fully furnished,2,Brick,1.0,147.73,398.09,319.69,406.32,74.93,392.19,463.28,254.94,377.71,263.55,"Na Žertvách, Prague - Libeň",50.1051921,14.4782886,,Very good,1.0,1.0,,,,,,1.0,,,,,,
"CZK 12,000","CZK 3,000","CZK 19,000",726777,Small studio,8/31/2022,,20 m²,Partly,1,Brick,,476.01,1797.91,1520.88,1790.57,730.58,1278.75,570.77,1430.11,944.43,214.45,Prague - Hodkovičky,50.02584,14.40784,G,New-build,,1.0,,10 to 30 years,,,Standard,,1.0,,,,,
"CZK 8,500","CZK 4,000","CZK 15,000",730728,Studio,8/29/2022,,30 m²,Partly,-1,Brick,,316.86,1211.38,288.09,897.75,374.18,971.78,946.12,272.14,959.79,267.32,Prague - Dejvice,50.0979,14.37711,G,Good,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,290","CZK 19,290",730159,2 bedroom,9/30/2022,,54 m²,Partly,11,Prefab concrete,1.0,118.09,489.85,20.91,438.5,309.94,459.86,121.07,212.17,710.25,223.59,Prague - Vršovice,50.0723,14.47152,A,Very good,,,,,,,,,,1.0,,,,
"CZK 35,000","CZK 10,000","CZK 35,000",729540,3+kk,9/1/2022,,136 m²,Fully furnished,5,Other,1.0,414.08,771.69,477.5,878.68,3.32,463.98,336.19,409.67,481.2,613.02,"Na Výsledku II, Prague - Nusle",50.05555665,14.44677365,G,Very good,,,,,,,,,,,1.0,1.0,,
"CZK 29,850","CZK 9,950",,728156,2+kk,10/16/2022,,50 m²,Fully furnished,3,,1.0,75.01,890.63,40.68,622.44,47.2,145.83,371.43,242.4,512.42,352.71,"Kubelíkova, Prague - Žižkov",50.0815843,14.4461973,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,500","CZK 28,000",730724,Studio,8/21/2022,,42 m²,Fully furnished,1,Brick,,1478.51,2152.1,1779.95,2050.57,1884.71,2089.31,1389.09,1749.38,2849.26,1483.91,Prague - Uhříněves,50.04535,14.59727,G,New-build,1.0,1.0,,10 to 30 years,,,Standard,,1.0,1.0,,,,
"CZK 9,500","CZK 2,500","CZK 12,000",728735,Small studio,9/1/2022,,15 m²,Fully furnished,4,Brick,,6.13,1142.27,634.69,818.33,746.52,711.11,579.27,699.97,377.71,338.38,Prague - Smíchov,50.07075,14.36128,B,Good,,,,,,,,,,,,,,
"CZK 24,000","CZK 5,000","CZK 75,000",729939,3+kk,8/15/2022,,80 m²,Fully furnished,3,Brick,1.0,404.22,627.09,484.92,932.02,709.91,847.27,542.04,621.82,662.9,305.7,Prague - Horní Měcholupy,50.04295,14.54968,G,New-build,1.0,1.0,,10 to 30 years,Complete,Central,,1.0,1.0,,1.0,,,
"CZK 19,800","CZK 6,600",,726085,3+1,10/4/2022,,90 m²,Fully furnished,5,,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 2,580","CZK 15,000",730161,Studio,9/30/2022,,22 m²,Partly,1,Prefab concrete,1.0,313.68,468.15,553.55,2697.95,331.92,485.82,741.2,610.42,1689.93,249.23,Prague - Čimice,50.14157,14.43307,A,Very good,,,,,,,,,,1.0,,,,
"CZK 15,000","CZK 5,000","CZK 30,000",730398,2+kk,9/15/2022,,54 m²,Partly,2,Brick,,60.74,738.0,272.64,1093.95,101.41,576.03,488.78,430.55,388.92,367.0,Prague - Smíchov,50.06497,14.39291,E,Very good,,,,,,,,,,1.0,1.0,,,
"CZK 8,900","CZK 3,100","CZK 16,000",689133,Studio,8/17/2022,Personal,28 m²,Partly,4,Brick,1.0,325.63,279.64,115.51,2177.18,130.11,325.04,2.2,206.21,1466.61,480.39,"Školní, Prague - Braník",50.03722,14.41341,G,Very good,,,,,,,,,,,,1.0,,
"CZK 27,000","CZK 9,000",,730277,2+kk,9/1/2022,,52 m²,Fully furnished,2,,1.0,101.2,551.63,76.94,167.66,45.43,94.55,322.6,504.78,539.56,607.69,"Rumunská, Prague - Vinohrady",50.0739629,14.4309041,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000","CZK 36,000",683172,2+kk,8/16/2022,Personal,55 m²,Partly,5,Brick,,300.02,346.31,242.92,505.85,74.44,510.98,211.05,158.51,186.03,232.81,"Písecká, Prague - Vinohrady",50.0763515,14.4651577,G,Very good,,,,Over 50 years,Complete,Gas boiler,Standard,,,,1.0,,,
"CZK 11,800","CZK 3,700","CZK 11,800",174167,1 bedroom,9/1/2022,Personal,47 m²,Fully furnished,1,Brick,,269.91,482.78,119.66,1225.34,219.91,809.9,389.5,379.4,327.15,23.4,"Za Pohořelcem, Prague - Střešovice",50.0864318,14.3834355,,Very good,,,,,Complete,Gas boiler,Standard,,,,,,,
"CZK 14,700",CZK 0,"CZK 20,000",319784,2+kk,9/1/2022,Personal,52 m²,Fully furnished,3,Brick,1.0,183.18,395.09,68.94,148.73,17.96,292.33,263.93,505.32,342.96,196.0,"Valerije Pavloviče Čkalova, Prague - Bubeneč",50.0993313,14.3998311,,,,,,,,Electric boiler,,,,,,,,
"CZK 17,500","CZK 1,500","CZK 20,000",730111,2+kk,9/1/2022,,55 m²,Fully furnished,1,Brick,,129.88,1069.07,205.53,1004.68,159.66,663.48,615.44,421.6,536.05,467.95,Prague - Smíchov,50.06262,14.39664,A,Very good,,,,,,,,1.0,,,1.0,,,
"CZK 15,800","CZK 3,280","CZK 20,000",570248,Studio,10/1/2022,Personal,42 m²,Partly,3,Low-energy,1.0,99.26,361.63,490.78,556.87,427.65,345.52,452.0,519.02,404.9,293.38,"Olšanská, Prague - Žižkov",50.0830187,14.4654473,C,New-build,1.0,1.0,,Up to 10 years,,Distance,Luxurious,,1.0,,1.0,,,
"CZK 12,500","CZK 2,500","CZK 20,000",730113,Small studio,8/16/2022,,32 m²,Partly,1,Brick,,265.54,457.35,516.76,553.64,567.65,606.23,913.09,589.89,1518.52,803.9,Prague - Jinonice,50.05764,14.36741,B,Very good,,,,,,,,,,,,1.0,,
"CZK 21,500","CZK 3,058","CZK 32,250",386583,2+kk,9/5/2022,Personal,66 m²,Partly,6,Prefab concrete,1.0,200.44,899.67,116.64,347.09,27.75,327.12,327.09,562.48,353.21,44.52,"Kurta Konráda, Prague - Libeň",50.1050691,14.4879729,,New-build,1.0,,,Up to 10 years,,Central,Standard,1.0,1.0,,1.0,,,
"CZK 30,000","CZK 10,000",,718922,Studio,9/11/2022,,45 m²,Fully furnished,5,,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 3,500","CZK 17,500",730701,2+kk,8/21/2022,,65 m²,Partly,2,Brick,1.0,265.0,976.08,523.77,941.25,483.3,496.25,908.9,521.25,436.99,403.29,Prague - Stodůlky,50.05178,14.33128,C,New-build,1.0,,,,,,,,,,1.0,,,
"CZK 27,000","CZK 2,000","CZK 54,000",730698,3+1,9/1/2022,,100 m²,Partly,4,Brick,,111.55,568.7,105.68,389.17,22.69,257.42,701.81,529.29,514.74,478.42,Prague - Smíchov,50.06958,14.40615,G,Very good,,,,,,,,,,,,,,
"CZK 30,000","CZK 5,000","CZK 60,000",730693,3+1,8/21/2022,,98 m²,Fully furnished,6,Brick,1.0,206.4,463.59,26.18,490.53,132.33,56.4,300.37,399.38,623.06,491.83,Prague - Žižkov,50.08145,14.44794,D,Very good,1.0,,,,,,,,,,1.0,1.0,,
"CZK 21,019","CZK 7,006",,730685,Studio,8/31/2022,,28 m²,Fully furnished,1,,,194.2,798.76,138.2,283.7,89.62,474.09,247.17,335.61,500.98,81.99,"U Zeměpisného ústavu, Prague - Bubeneč",50.1033901,14.4020568,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 30,000",730681,2 bedroom,9/5/2022,Personal,49 m²,Partly,1,Brick,,72.47,323.21,123.04,161.16,83.35,257.83,190.96,677.42,400.74,244.94,Prague - Strašnice,50.07551,14.48872,G,Very good,,1.0,,,Complete,,Standard,,,,,,,
"CZK 19,500","CZK 4,300","CZK 45,000",730680,2+kk,11/1/2022,Personal,51 m²,Fully furnished,3,Prefab concrete,1.0,77.89,806.6,238.19,510.21,346.43,332.17,116.14,372.1,179.0,189.14,Prague - Letňany,50.13414,14.50913,D,Very good,,,1.0,,,,,,,,1.0,,,
"CZK 43,000","CZK 7,000","CZK 90,000",730080,3+kk,9/1/2022,,90 m²,Partly,2,Brick,1.0,78.16,287.71,91.16,102.12,98.71,140.37,133.02,301.56,565.88,477.59,Prague - Nové Město,50.09072,14.4351,G,New-build,,,,,,,,,,,1.0,,,
"CZK 20,500","CZK 5,500","CZK 26,000",683312,2+kk,9/1/2022,Personal,64 m²,Fully furnished,5,Brick,1.0,54.15,613.56,19.65,25.54,43.7,138.5,276.11,361.15,306.6,378.5,"Jana Želivského, Prague - Žižkov",50.08869,14.46837,E,Very good,,,,,Complete,,,,,,1.0,,,
"CZK 17,000","CZK 2,900","CZK 40,000",730677,2+kk,9/1/2022,,48 m²,Partly,3,Brick,1.0,127.28,833.45,0.95,1967.51,86.67,787.29,490.85,1036.75,847.71,404.51,Prague - Kyje,50.10906,14.55753,C,Very good,1.0,,,,,,,1.0,,,1.0,,,
"CZK 19,500",CZK 779,"CZK 39,000",697625,2+kk,11/1/2022,Cooperative,58 m²,Unfurnished,3,Brick,1.0,82.7,455.01,98.38,158.1,81.21,239.05,520.06,207.7,804.87,290.93,"Baranova, Prague - Žižkov",50.07806,14.4581,G,Very good,1.0,,1.0,,,Gas boiler,,,,,,,,
"CZK 16,000","CZK 3,950","CZK 20,000",320028,2 bedroom,10/1/2022,Personal,60 m²,Partly,3,Prefab concrete,1.0,195.62,994.27,38.44,1213.76,334.91,313.68,465.33,577.57,746.52,421.28,"Olbramovická, Prague - Kamýk",50.0160639,14.4388525,,,,,,,,Central,,,,,1.0,,,
"CZK 14,000","CZK 3,600","CZK 14,000",505470,2+kk,10/1/2022,Personal,43 m²,Partly,7,Prefab concrete,1.0,97.07,518.62,175.18,614.86,171.34,492.91,345.02,334.45,1585.25,88.37,"Famfulíkova, Prague - Kobylisy",50.1318409,14.4711883,D,Very good,,,,,Bathroom unit,Distance,,,,,,,,
"CZK 21,768","CZK 2,772","CZK 60,000",730674,2+kk,8/21/2022,,47 m²,Fully furnished,1,Brick,1.0,189.21,570.4,309.44,252.01,222.72,568.96,235.01,384.66,186.41,205.54,Prague - Vršovice,50.06875,14.46365,B,Very good,1.0,,,,,,,,1.0,1.0,1.0,,,
"CZK 21,900","CZK 3,000","CZK 44,000",686568,Studio,9/1/2022,Personal,26 m²,Fully furnished,2,Brick,1.0,98.4,430.77,193.81,210.42,67.47,366.05,461.93,467.64,787.48,452.05,"Gorazdova, Prague - Nové Město",50.07386,14.41527,E,New-build,,,,Up to 10 years,Complete,,,,,,,,,
"CZK 22,000","CZK 3,500","CZK 34,000",607372,Studio,9/15/2022,Personal,25 m²,Fully furnished,1,Brick,1.0,148.83,419.07,71.5,195.07,56.82,331.69,329.58,642.28,911.37,462.1,"Gorazdova, Prague - Nové Město",50.074462,14.414953,E,Very good,,,,Up to 10 years,Complete,Central,Luxurious,,,,,,,
"CZK 20,000","CZK 1,000","CZK 25,000",730668,3+1,8/21/2022,,82 m²,Partly,1,Prefab concrete,1.0,249.23,243.32,171.92,966.42,151.79,801.36,290.08,469.24,587.42,189.96,Prague - Hlubočepy,50.03013,14.36698,G,Very good,,,1.0,,,,,,,,1.0,,,
"CZK 15,000","CZK 3,000","CZK 20,000",709035,Small studio,,Personal,29 m²,Fully furnished,,Low-energy,,618.33,731.45,510.18,791.23,537.83,770.06,567.75,517.78,666.68,817.36,Prague - Vinohrady,50.0684925,14.438051,,New-build,,,,Up to 10 years,,Central,Luxurious,,,,1.0,1.0,,
"CZK 10,000","CZK 2,500","CZK 12,500",730667,Studio,9/1/2022,,16 m²,Partly,2,Other,,611.24,780.27,433.45,420.1,219.24,740.32,581.38,100.21,449.61,338.75,Prague - Vysočany,50.10672,14.50538,B,New-build,,,,,,,,,1.0,,,,,
"CZK 33,750","CZK 11,250",,718218,2+kk,9/6/2022,,45 m²,Fully furnished,2,,1.0,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 6,000","CZK 33,000",462223,3+kk,9/1/2022,Personal,106 m²,Fully furnished,8,Brick,1.0,212.08,812.91,162.18,1052.96,441.38,396.18,445.25,146.72,1065.71,247.83,"Otradovická, Prague - Kamýk",50.0198176,14.4448089,B,New-build,,,,Up to 10 years,,Central,Luxurious,1.0,1.0,,,1.0,,
"CZK 8,300",CZK 0,"CZK 12,000",730065,4+1,10/10/2022,,30 m²,Fully furnished,2,Brick,,416.15,1119.2,164.68,682.83,309.93,545.96,146.46,1060.0,596.48,112.48,Prague - Karlín,50.09357,14.46052,G,Good,,,,,,,,,,,1.0,,,
"CZK 39,600","CZK 13,200",,717648,2+kk,9/23/2022,,46 m²,Fully furnished,2,,,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,,,,,,,
"CZK 19,725","CZK 6,575",,730349,2 bedroom,10/15/2022,,90 m²,Fully furnished,6,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 35,000",679463,2+kk,9/1/2022,Personal,55 m²,Fully furnished,4,Low-energy,1.0,119.61,1030.22,381.43,913.75,402.76,629.33,272.0,279.05,815.5,41.99,"Valečovská, Prague - Prosek",50.11799,14.49021,B,Very good,,1.0,,,,Central,Luxurious,,1.0,,,,,
"CZK 20,000","CZK 4,500","CZK 40,000",461130,3+kk,9/12/2022,Personal,62 m²,Fully furnished,1,Brick,1.0,245.07,1603.95,923.29,2129.19,697.88,1650.4,1292.07,1787.3,1232.57,710.16,"Farkašova, Prague - Kyje",50.1158365,14.5628399,C,,,1.0,,Up to 10 years,,,,,,,,1.0,,
"CZK 16,000","CZK 4,000","CZK 16,000",600766,2+kk,8/15/2022,Personal,56 m²,Partly,1,Brick,1.0,115.45,128.96,563.8,755.23,442.46,635.86,384.23,834.07,2003.92,309.41,"U Kříže, Prague - Jinonice",50.054407,14.365663,C,Very good,,,,,,,,1.0,,,,,,
"CZK 26,000","CZK 2,000","CZK 26,000",729064,2+kk,8/8/2022,,62 m²,Fully furnished,6,Brick,1.0,133.89,534.98,98.87,163.12,157.02,73.54,334.02,280.84,454.18,358.34,Prague - Nové Město,50.07173,14.41968,A,New-build,,,,,,,,,1.0,,,,,
"CZK 32,175","CZK 10,725",,726162,2+kk,9/16/2022,,62 m²,Fully furnished,7,,1.0,99.26,361.63,490.78,556.87,427.65,345.52,452.0,519.02,404.9,293.38,"Olšanská h, Prague - Žižkov",50.0830187,14.4654473,,,,,,,,,,,,,,,,
"CZK 16,200","CZK 3,800","CZK 20,000",686230,2+kk,10/1/2022,Personal,43 m²,Fully furnished,5,Brick,1.0,443.03,2205.5,1833.24,2208.76,443.04,2061.8,1256.25,2082.8,407.15,1143.0,"Šífařská, Prague - Hodkovičky",50.0204964,14.4029624,B,New-build,1.0,,,,,,,,,,1.0,,,
"CZK 22,900","CZK 3,500","CZK 25,000",326740,3+1,8/21/2022,Personal,73 m²,Unfurnished,7,Prefab concrete,,139.55,285.64,66.38,910.94,156.45,733.79,182.95,283.33,474.97,107.71,"Voskovcova, Prague - Hlubočepy",50.0296414,14.3686041,,,1.0,,,,Complete,Central,,,,,,,,
