Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Age,Heating,Total number of floors,Renovation,PENB,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky
576460,"CZK 13,500",50.0807978,14.4844751,"Nad Vodovodem, Prague - Strašnice",1 bedroom,40 m²,"CZK 3,500",Furnished,1,No,No,No,No,No,No,No,01. 12. 2019,90,950,192,680,234,537,972,610,92,319,Excellent,"CZK 27,000",Personal,Brick building,,Central heating,Raised ground floor,Overall,G,,,,,,,
551075,"CZK 16,000",50.0893775,14.46752,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 1,000",Furnished,3,No,No,Yes,No,No,Yes,No,27. 04. 2022,97,735,22,65,76,93,396,481,427,267,Excellent,"CZK 19,800",Personal,Brick building,over 50 years years,Other,Middle floor,Overall,,Standard materials and solutions,,,,,,
699695,"CZK 14,500",50.14276,14.5262,"Kadečkové, Prague - Letňany",1 bedroom with open-plan kitchen,42 m²,"CZK 2,000",Unfurnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,814,"1,169","1,498",373,"1,293","1,416",726,490,,,New build,"CZK 29,000",Personal,Brick building,,,,,B,,,,,,,
685106,"CZK 17,500",50.06662,14.42307,"Horská, Prague - Nové Město",Studio,33 m²,"CZK 5,000",Furnished,5,Yes,No,No,No,No,No,No,01. 07. 2022,114,989,23,10,23,31,353,549,399,398,New build,"CZK 22,500",Personal,Brick building,,,,,B,,,,,,,
685115,"CZK 23,000",50.06636,14.42333,"Horská, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 7,000",Furnished,4,No,No,No,Yes,Yes,Yes,Yes,06. 06. 2022,165,981,117,149,162,109,492,669,487,409,New build,"CZK 30,000",Personal,Brick building,,,,,B,,,,,,,
716094,"CZK 37,500",50.0633339,14.4440155,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,56 m²,"CZK 12,500",Furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,243,541,100,272,177,315,457,820,635,594,,,,,,,,,,,,,,,,
438163,"CZK 15,000",50.1295252,14.4159214,"Ratibořská, Prague - Bohnice",1 bedroom with open-plan kitchen,42 m²,"CZK 3,264",Partially furnished,7,No,No,No,No,Yes,Yes,No,01. 06. 2022,184,402,362,332,325,409,495,643,"1,423",196,Excellent,"CZK 15,000",Personal,Prefab concrete building,1 to 10 years years,District heating,Middle floor,Overall,,Standard materials and solutions,,,,,,
714474,"CZK 37,500",50.0822245,14.4146349,"Krocínova, Prague - Staré Město",2 bedroom with open-plan kitchen,102 m²,"CZK 12,500",Furnished,2,Yes,Yes,No,No,No,Yes,No,17. 06. 2022,258,962,181,204,1,145,392,348,304,385,,,,,,,,,,,,,,,,
586683,"CZK 17,000",50.05174,14.543651,"Horolezecká, Prague - Hostivař",1 bedroom with open-plan kitchen,58 m²,"CZK 6,000",Furnished,6,Yes,No,No,No,No,No,No,15. 02. 2020,235,288,192,226,389,754,172,512,293,,,"CZK 23,000",Personal,Brick building,,,,,A,,,,,,,
716070,"CZK 13,000",50.05451,14.45629,"U Botiče, Prague - Michle",1 bedroom with open-plan kitchen,43 m²,"CZK 3,550",Partially furnished,9,No,No,Yes,Yes,No,Yes,No,01. 05. 2022,223,206,297,733,295,"1,243",510,937,653,900,Excellent,"CZK 26,000",Personal,Prefab concrete building,,District heating,,Interior,G,,,,,,,
464110,"CZK 15,000",49.9615309,14.3822935,"Pickova, Prague - Zbraslav",1 bedroom with open-plan kitchen,68 m²,"CZK 4,000",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,01. 06. 2022,345,327,599,615,976,210,227,,,,Excellent,"CZK 25,000",Personal,Low-energy building,10 to 30 years years,District heating,Middle floor,,C,Premium materials and solutions,,,,,,
713500,"CZK 63,000",50.0895437,14.4260543,"Rybná, Prague - Staré Město",3 bedroom,86 m²,"CZK 21,000",Furnished,3,No,No,No,No,No,No,No,01. 06. 2022,138,70,36,61,45,257,146,128,234,214,,,,,,,,,,,,,,,,
713475,"CZK 32,250",50.0717643,14.4385436,"Americká, Prague - Vinohrady",Studio,27 m²,"CZK 10,750",Furnished,4,No,No,No,No,No,Yes,No,16. 05. 2022,272,322,70,607,60,509,83,250,792,565,,,,,,,,,,,,,,,,
713490,"CZK 39,600",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,46 m²,"CZK 13,200",Furnished,2,No,No,No,No,No,No,No,16. 05. 2022,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,,,,,
716057,"CZK 16,000",50.07755,14.43073,"Čelakovského sady, Prague - Vinohrady",Small studio,22 m²,"CZK 1,000",Furnished,4,No,No,No,No,No,Yes,No,10. 06. 2022,231,407,203,126,70,313,504,578,223,376,Excellent,"CZK 10,000",Personal,Other,,,,,B,,,,,,,
713473,"CZK 31,425",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 10,475",Furnished,2,No,No,No,No,No,Yes,No,19. 05. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,
654369,"CZK 12,000",50.08424,14.34691,"Brunclíkova, Prague - Břevnov",1 bedroom,38 m²,"CZK 2,500",Unfurnished,2,No,No,Yes,No,No,No,No,15. 05. 2022,92,716,67,569,258,587,280,300,360,153,Excellent,"CZK 12,000",Personal,Prefab concrete building,,District heating,Middle floor,Overall,G,,,,,,,
716048,"CZK 17,000",50.05292,14.50358,"Práčská, Prague - Záběhlice",1 bedroom with open-plan kitchen,59 m²,"CZK 3,800",Partially furnished,4,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,1,718,910,"1,130",116,981,920,400,"1,230",614,Excellent,"CZK 23,000",Personal,Brick building,,Central heating,,,C,,,,,,,
715945,"CZK 9,000",50.11268,14.613,"Běchorská, Prague - Horní Počernice",Small studio,25 m²,CZK 600,Furnished,1,No,No,No,No,No,No,No,26. 04. 2022,211,435,184,847,454,144,"1,122","1,468",232,,Excellent,"CZK 5,000",Personal,Brick building,,Central heating,Attic,,G,Standard materials and solutions,,,,,,
690612,"CZK 19,900",50.0619286,14.365565,"Na Pomezí, Prague - Košíře",1 bedroom with open-plan kitchen,45 m²,"CZK 3,967",Furnished,4,Yes,No,No,No,Yes,Yes,Yes,04. 11. 2021,42,"1,053","1,047","1,298",921,"1,141",320,437,850,182,New build,"CZK 30,000",Personal,Brick building,,,,,B,,,,,,,
713467,"CZK 23,625",50.0984636,14.4253146,"Ovenecká, Prague - Holešovice",1 bedroom with open-plan kitchen,55 m²,"CZK 7,875",Furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,220,310,47,185,156,218,202,"1,485",496,451,,,,,,,,,,,,,,,,
715418,"CZK 14,500",50.0367596,14.5056446,Prague - Chodov,Studio,34 m²,"CZK 3,000",Partially furnished,1,Yes,No,No,No,No,Yes,Yes,23. 05. 2022,221,601,232,"1,420",43,398,201,201,38,102,New build,"CZK 14,500",Personal,Other,,,,,B,,,,,,,
715421,"CZK 20,000",50.072378,14.4381562,Prague - Vinohrady,Studio,29 m²,"CZK 3,395",,,No,No,No,No,No,Yes,No,01. 06. 2022,405,238,158,504,45,406,185,285,859,638,Excellent,"CZK 40,000",Personal,Brick building,,,,,B,,,,,,,
713518,"CZK 60,289",50.0821872,14.4175604,"Národní, Prague - Staré Město",2 bedroom,,"CZK 20,096",Furnished,1,No,No,No,No,No,No,No,29. 04. 2022,198,801,15,163,39,141,121,304,55,465,,,,,,,,,,,,,,,,
713459,"CZK 51,225",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 17,075",Furnished,4,No,No,No,No,No,Yes,Yes,18. 05. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,
712898,"CZK 17,000",50.09525,14.50889,"Mezilehlá, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,61 m²,"CZK 5,700",Partially furnished,,No,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,189,499,654,463,962,728,"1,279","1,091",262,,New build,"CZK 40,000",Personal,Brick building,,,,,B,,,Yes,,,,
25959,"CZK 12,600",50.1335671,14.4751987,"Kubíkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,48 m²,"CZK 2,350",Partially furnished,2,No,No,Yes,No,No,Yes,No,25. 04. 2022,242,978,430,"1,107",305,922,324,445,"1,248",356,,"CZK 20,000",,Prefab concrete building,,District heating,Middle floor,,C,Standard materials and solutions,,,,,,
716038,"CZK 14,500",50.07486,14.42255,"Salmovská, Prague - Nové Město",Studio,20 m²,"CZK 1,500",Furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,150,397,110,388,95,207,304,316,662,421,New build,"CZK 16,000",Personal,Brick building,,,,,G,,,,,,,
716039,"CZK 27,000",50.09876,14.40049,"Jaselská, Prague - Bubeneč",3 bedroom,73 m²,"CZK 6,000",Unfurnished,,No,No,Yes,No,No,No,No,01. 05. 2022,265,383,113,66,65,280,189,750,443,27,Excellent,"CZK 66,000",Personal,Brick building,,Electric boiler,Ground floor,Overall,G,,,,,,,
714044,"CZK 15,000",50.06881,14.43794,"Perucká, Prague - Vinohrady",Studio,24 m²,"CZK 3,598",Furnished,1,No,No,Yes,No,No,No,No,29. 04. 2022,533,652,431,809,459,782,519,441,675,740,New build,"CZK 50,000",Personal,Prefab concrete building,,,,,C,,,,,,,
272123,"CZK 11,000",50.1208585,14.502658,"Prosecká, Prague - Prosek",1 bedroom with open-plan kitchen,40 m²,"CZK 2,500",Furnished,7,No,No,Yes,Yes,No,Yes,No,01. 05. 2022,191,487,321,484,410,341,113,616,"1,205",69,,"CZK 20,000",Personal,Prefab concrete building,,District heating,Middle floor,Overall,,Standard materials and solutions,,,,,,
716036,"CZK 74,850",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,90 m²,"CZK 24,950",Furnished,4,Yes,Yes,No,No,No,Yes,Yes,18. 05. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,
716035,"CZK 63,000",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,90 m²,"CZK 21,000",Furnished,4,No,No,No,No,No,Yes,Yes,18. 05. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,
665567,"CZK 15,000",50.07714,14.44497,"Vinohradská, Prague - Vinohrady",1 bedroom,35 m²,"CZK 3,000",Furnished,1,No,No,Yes,No,No,Yes,No,01. 05. 2022,200,453,160,372,92,133,461,156,338,289,Good,"CZK 18,000",Personal,Brick building,1 to 10 years years,Electric boiler,Middle floor,Interior,G,Standard materials and solutions,,,,,,
695256,"CZK 18,000",50.07786,14.41518,"Vojtěšská, Prague - Nové Město",Studio,32 m²,"CZK 4,000",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,186,489,77,381,97,578,197,255,533,269,New build,"CZK 22,000",Personal,Brick building,1 to 10 years years,Electric boiler,Ground floor,Interior,G,Premium materials and solutions,,,,,,
716033,"CZK 10,500",50.0552,14.40241,"Na Konvářce, Prague - Smíchov",1 bedroom,43 m²,"CZK 1,000",Furnished,-1,No,No,No,No,No,No,No,09. 05. 2022,229,"1,377",537,"1,353",526,992,901,832,622,,Excellent,"CZK 12,000",Personal,Brick building,,,,,G,,,,,,,
713957,"CZK 13,500",50.05568,14.44744,"Na Výsledku I, Prague - Nusle",1 bedroom with open-plan kitchen,45 m²,"CZK 3,450",Partially furnished,2,No,No,Yes,No,No,No,No,18. 04. 2022,487,830,219,518,526,"1,087",389,229,878,357,Excellent,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,
651403,"CZK 16,000",50.064968,14.594997,"Ke Korunce, Prague - Dubeč",1 bedroom with open-plan kitchen,58 m²,"CZK 4,000",Furnished,3,No,Yes,No,No,Yes,No,No,01. 05. 2022,101,959,427,585,313,653,967,,,,New build,"CZK 30,000",Personal,Brick building,,Gas boiler,,,A,Premium materials and solutions,,Yes,,,,
716029,"CZK 30,456",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",1 bedroom,36 m²,"CZK 10,152",Furnished,2,No,No,No,No,No,Yes,Yes,29. 04. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,
484160,"CZK 13,900",50.1040098,14.4465769,"Osadní, Prague - Holešovice",1 bedroom,40 m²,"CZK 3,100",Furnished,2,Yes,No,No,No,No,Yes,No,01. 08. 2021,74,140,28,286,62,53,280,432,375,327,Excellent,"CZK 17,000",Cooperative,Brick building,1 to 10 years years,Electric boiler,Middle floor,Overall,,Standard materials and solutions,,,,,,
391791,"CZK 15,000",50.1018961,14.4186782,Prague - Bubeneč,Studio,20 m²,"CZK 2,000",Furnished,1,No,Yes,Yes,No,No,Yes,No,01. 06. 2022,150,482,75,350,137,567,163,"1,493",189,330,New build,"CZK 17,000",Personal,Brick building,1 to 10 years years,Electric boiler,Ground floor,,C,Premium materials and solutions,10 m²,Yes,,,,
713968,"CZK 22,575",50.0769346,14.4169603,"Na Zbořenci, Prague - Nové Město",1 bedroom,48 m²,"CZK 7,525",Furnished,1,No,Yes,No,No,No,Yes,No,21. 05. 2022,168,319,99,227,101,409,227,243,632,429,,,,,,,,,,,,,,,,
552720,"CZK 23,999",50.1017746,14.419715,"Havanská, Prague - Bubeneč",3 bedroom,108 m²,CZK 500,Unfurnished,4,No,No,No,No,No,Yes,No,03/2019,217,398,16,267,151,484,94,280,290,,Excellent,CZK 1,Personal,Brick building,,Gas boiler,Middle floor,,G,Standard materials and solutions,,,,,,
716016,"CZK 28,000",50.08622,14.44951,"Dalimilova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 3,300",Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,250,377,223,384,63,344,89,302,89,726,Excellent,"CZK 56,000",Personal,Brick building,,,,,F,,,,,,,
671979,"CZK 9,500",50.09451,14.49492,"U Kněžské louky, Prague - Žižkov",1 bedroom with open-plan kitchen,44 m²,"CZK 1,000",Partially furnished,,No,No,No,No,No,No,No,01. 05. 2022,148,366,252,698,97,388,286,527,430,225,Excellent,"CZK 10,500",Personal,Brick building,30 to 50 years years,Other,Ground floor,,G,Standard materials and solutions,,,,,,
710368,"CZK 16,990",50.0770962,14.4355937,Prague - Vinohrady,Studio,24 m²,"CZK 2,890",,,No,No,No,No,No,Yes,No,01. 06. 2022,32,97,83,143,48,139,384,384,579,732,Excellent,"CZK 10,000",Personal,Brick building,,,,,G,,,,,,,
716009,"CZK 17,500",50.0483074,14.3124035,Prague - Stodůlky,1 bedroom with open-plan kitchen,55 m²,"CZK 3,500",Partially furnished,1,No,Yes,No,No,Yes,Yes,Yes,01. 05. 2022,385,385,256,924,205,493,300,294,201,191,Excellent,"CZK 25,000",Personal,Brick building,1 to 10 years years,,Ground floor,,D,,40 m²,Yes,,,,
575502,"CZK 18,000",50.0656113,14.4278253,"Oldřichova, Prague - Nusle",2 bedroom with open-plan kitchen,52 m²,"CZK 1,200",Partially furnished,4,No,No,Yes,No,No,No,No,01. 06. 2022,241,876,155,451,119,301,585,697,417,245,Excellent,"CZK 34,000",Personal,Brick building,,Electric boiler,Middle floor,Overall,G,Standard materials and solutions,,,,,,
715999,"CZK 10,000",50.08865,14.40115,"Nerudova, Prague - Malá Strana",Studio,33 m²,"CZK 4,420",Partially furnished,3,No,No,No,No,No,No,No,13. 05. 2022,86,349,35,251,0,75,280,716,862,497,Good,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,
715997,"CZK 15,000",50.06641,14.39943,"Bieblova, Prague - Smíchov",1 bedroom,50 m²,"CZK 2,500",Partially furnished,4,No,No,No,No,No,No,No,09. 05. 2022,45,276,6,647,218,360,80,274,536,212,Excellent,"CZK 15,600",Other,Brick building,,,,,G,,,,,,,
593217,"CZK 15,000",50.066406,14.399425,"Bieblova, Prague - Smíchov",1 bedroom,55 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,No,No,09. 05. 2022,45,276,6,647,218,360,80,274,536,212,Excellent,"CZK 15,600",Other,Brick building,,,,,E,,,,,,,
704120,"CZK 21,000",50.0568,14.37815,"Kačirkova, Prague - Jinonice",1 bedroom with open-plan kitchen,57 m²,"CZK 3,000",Partially furnished,4,No,No,Yes,Yes,No,Yes,Yes,01. 02. 2022,425,383,567,433,477,975,428,"1,467",364,,New build,"CZK 24,000",Personal,Brick building,,Central heating,,,B,,,,,,,
715981,"CZK 24,000",50.07555,14.38298,"Pod Hájem, Prague - Smíchov",1 bedroom with open-plan kitchen,75 m²,"CZK 5,000",Furnished,1,No,No,No,No,Yes,No,No,01. 06. 2022,575,"1,192",746,"1,338",759,"1,396",771,376,"1,049",371,Excellent,"CZK 54,000",Personal,Brick building,,,,,G,,,,,,,
653705,"CZK 19,900",50.10566,14.48235,"náměstí Na Balabence, Prague - Libeň",2 bedroom,51 m²,"CZK 3,400",Partially furnished,6,No,No,Yes,Yes,No,Yes,No,01. 05. 2022,121,603,138,235,361,720,117,622,486,75,Excellent,"CZK 35,000",Personal,Brick building,,,,,G,,,,,,,
715976,"CZK 10,500",49.99684,14.3205,"Na Cikánce, Prague - Radotín",Studio,35 m²,"CZK 2,500",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,127,,,,,,,,,,Excellent,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,
623185,"CZK 16,000",50.064273,14.270993,"Hostivická, Prague - Sobín",1 bedroom with open-plan kitchen,52 m²,"CZK 2,000",Partially furnished,2,No,Yes,No,No,Yes,No,No,27. 04. 2022,49,"1,321",86,"1,128",,,,,,,Excellent,"CZK 19,000",Personal,Brick building,1 to 10 years years,Central heating,Middle floor,Overall,B,Standard materials and solutions,20 m²,Yes,,,,
623908,"CZK 11,000",50.036128,14.411271,"Ke Krči, Prague - Braník",Studio,36 m²,"CZK 1,500",,4,No,No,No,No,No,No,No,01. 06. 2022,25,274,142,163,345,303,270,"1,235",249,,Excellent,"CZK 11,000",Personal,Brick building,,Gas boiler,Top floor,,G,Standard materials and solutions,,,,,,
457605,"CZK 18,000",50.0450286,14.4444703,"Herálecká III, Prague - Krč",2 bedroom,52 m²,"CZK 3,000",Furnished,3,No,No,Yes,No,No,No,No,15. 04. 2022,272,447,226,378,222,312,296,343,756,328,Good,"CZK 36,000",Personal,Prefab concrete building,,District heating,Middle floor,Overall,,Standard materials and solutions,,,,,,
713926,"CZK 18,000",50.06363,14.5918,"Starodubečská, Prague - Dubeč",2 bedroom with open-plan kitchen,67 m²,"CZK 4,100",Unfurnished,2,No,Yes,No,No,Yes,No,No,12. 04. 2022,48,487,319,195,77,263,577,,,,Excellent,"CZK 30,000",Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,Overall,G,Standard materials and solutions,,,,,,
715970,"CZK 14,500",50.067,14.4571,"Minská, Prague - Vršovice",2 bedroom,52 m²,CZK 600,Unfurnished,5,Yes,No,No,No,No,No,No,26. 04. 2022,92,228,89,269,103,360,473,574,389,313,Excellent,"CZK 14,500",Personal,Brick building,,,,,G,,,,,,,
715967,"CZK 27,936",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,44 m²,"CZK 9,312",Furnished,3,No,No,No,No,No,Yes,Yes,15. 06. 2022,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,,,,,,
715966,"CZK 28,505",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,44 m²,"CZK 9,501",Furnished,2,No,Yes,No,No,No,Yes,Yes,03. 05. 2022,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,,,,,,
715965,"CZK 26,208",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",Studio,50 m²,"CZK 8,736",Furnished,1,No,No,No,No,No,Yes,Yes,01. 06. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,
715964,"CZK 28,857",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,49 m²,"CZK 9,619",Furnished,2,Yes,Yes,No,No,No,Yes,Yes,27. 05. 2022,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,,,,,,
715963,"CZK 30,276",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",1 bedroom with open-plan kitchen,63 m²,"CZK 10,092",Furnished,2,Yes,Yes,No,No,No,Yes,Yes,04. 06. 2022,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,,,,,,
715962,"CZK 20,663",50.0910052,14.4210032,"Bílkova, Prague - Staré Město",Studio,35 m²,"CZK 6,887",Furnished,5,Yes,No,No,No,No,Yes,No,10. 06. 2022,190,595,159,287,45,281,221,427,252,401,,,,,,,,,,,,,,,,
715960,"CZK 12,500",50.13412,14.43702,"Jestřebická, Prague - Čimice",Studio,38 m²,"CZK 3,000",Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,307,725,183,706,"1,098",927,622,624,195,,Excellent,"CZK 16,000",Personal,Brick building,,,,,G,,,,,,,
377950,"CZK 22,000",50.1050536,14.4879673,"Drahobejlova, Prague - Libeň",2 bedroom with open-plan kitchen,67 m²,"CZK 4,700",Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,01. 09. 2021,200,80,120,118,164,278,337,565,181,47,New build,"CZK 40,000",Personal,Brick building,1 to 10 years years,District heating,Middle floor,,B,Premium materials and solutions,,Yes,,,,
520398,"CZK 24,000",50.0127421,14.3877674,Prague - Velká Chuchle,2 bedroom with open-plan kitchen,96 m²,"CZK 3,500",Furnished,,Yes,No,No,No,Yes,No,No,01. 05. 2022,197,372,300,504,598,,,,,,,"CZK 48,000",Personal,Brick building,,,,,C,,,,,,,
715954,"CZK 14,900",50.13412,14.43702,"Jestřebická, Prague - Čimice",Studio,52 m²,"CZK 3,000",Partially furnished,1,No,Yes,Yes,Yes,No,No,No,01. 05. 2022,307,725,183,706,"1,098",927,622,624,195,,Excellent,"CZK 18,000",Personal,Brick building,,,,,G,,,,,,,
566413,"CZK 11,000",50.0599398,14.4285851,"Na Pankráci, Prague - Nusle",Studio,30 m²,CZK 880,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2020,157,726,41,354,95,245,526,9,172,365,,"CZK 11,000",Personal,Brick building,,,,,,,,,,,,
715950,"CZK 20,000",50.08309,14.56256,"U Hostavického potoka, Prague - Hostavice",1 bedroom with open-plan kitchen,57 m²,"CZK 3,900",Furnished,1,Yes,No,No,No,Yes,Yes,Yes,11. 06. 2022,586,521,791,107,,,,,,,New build,"CZK 40,000",Personal,Brick building,,,,,G,,,,,,,
451027,"CZK 19,000",50.0713103,14.4822158,"V Olšinách, Prague - Vršovice",1 bedroom with open-plan kitchen,51 m²,"CZK 4,000",Furnished,2,Yes,No,Yes,No,No,Yes,No,31. 05. 2022,212,485,124,284,224,328,549,388,666,270,Excellent,"CZK 25,000",Personal,Brick building,,District heating,Middle floor,Overall,,Premium materials and solutions,,,,,,
573663,"CZK 19,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,65 m²,"CZK 3,900",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,188,582,118,232,196,272,254,118,913,245,New build,"CZK 30,000",Personal,Brick building,1 to 10 years years,Central heating,Top floor,,C,Premium materials and solutions,,Yes,,,,
641972,"CZK 8,000",49.965235,14.36761,"Josefa Houdka, Prague - Lipence",Studio,25 m²,"CZK 4,000",Furnished,,No,Yes,No,No,No,No,No,01. 02. 2021,114,954,694,"1,440",963,"1,322",,,,,Excellent,"CZK 10,000",Personal,Brick building,,,,,B,,,,,,,
503703,"CZK 14,000",50.0716385,14.4535707,"Estonská, Prague - Vršovice",1 bedroom,34 m²,"CZK 2,006",Unfurnished,5,No,No,No,No,No,No,No,,196,708,196,352,163,483,119,252,413,204,Excellent,"CZK 18,000",Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,Interior,,Standard materials and solutions,,,,,,
577002,"CZK 16,000",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,141,"1,030","1,164",484,672,"1,054",233,748,,,,"CZK 48,000",Personal,Brick building,,,,,C,,,,,,,
710751,"CZK 14,500",50.06853,14.38762,"Nad Popelkou, Prague - Smíchov",1 bedroom with open-plan kitchen,55 m²,CZK 950,Partially furnished,1,No,No,Yes,No,No,No,No,01. 07. 2022,52,986,661,"1,180",625,"1,073",698,"1,065",537,177,Excellent,"CZK 29,000",Personal,Brick building,,Other,Ground floor,Overall,F,,,,,,,
715943,"CZK 17,000",50.14016,14.37385,"Pod Rybníčkem, Prague - Suchdol",1 bedroom with open-plan kitchen,62 m²,"CZK 4,000",Partially furnished,1,No,Yes,No,No,No,No,Yes,01. 05. 2022,647,"1,057",733,"1,062",201,979,752,"1,304","1,480",594,Excellent,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,
712631,"CZK 14,000",50.090668,14.3081756,"Žukovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,42 m²,"CZK 3,500",Partially furnished,9,No,No,No,Yes,Yes,Yes,No,21. 04. 2022,177,173,80,67,185,123,375,"1,335","1,464",119,Excellent,"CZK 28,000",Personal,Prefab concrete building,,,,Overall,G,Standard materials and solutions,,,,,,
5002,"CZK 14,200",49.983922,14.363353,"Zbynická, Prague - Radotín",1 bedroom with open-plan kitchen,75 m²,"CZK 4,800",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,71,544,81,136,259,62,499,734,551,266,,"CZK 25,000",Other,Brick building,,,,,,,8 m²,,,,,
656514,"CZK 13,000",50.08298,14.45354,"Bořivojova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,161,133,103,297,14,246,314,447,599,333,Excellent,"CZK 15,000",Personal,Brick building,,Gas boiler,Middle floor,,D,Standard materials and solutions,,,,,,
150740,"CZK 13,000",50.070043,14.3676817,"Plzeňská, Prague - Smíchov",1 bedroom,36 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,No,No,,281,584,176,286,42,178,350,"1,363",693,362,Excellent,"CZK 15,000",Personal,Brick building,1 to 10 years years,Gas boiler,,,C,Standard materials and solutions,,,,,,
713920,"CZK 86,625",50.0882058,14.4262315,"Rybná, Prague - Staré Město",3 bedroom with open-plan kitchen,150 m²,"CZK 28,875",Furnished,4,No,No,No,No,No,No,No,11. 06. 2022,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,,,,,,
