Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Designe,Condition,Ownership,EPC,Heating,New-build,Reconstruction,Terrace,Cellar,Balcony,Parking,Garage,Domácí mazlíčci vítáni,Enclosed balcony,Administrative fee,Plot space,Plot type
"CZK 16,000","CZK 4,000",375750,2+kk,11/1/2022,68 m²,Fully furnished,7,1.0,60.13,1177.4,447.4,665.0,514.56,1256.24,754.55,1165.87,286.5,196.71,"Sídlištní, Prague - Lysolaje",50.1273584,14.3790758,CZK 0,Brick,10 to 30 years,,Very good,Personal,,,,,,1.0,,1.0,,,,,,
"CZK 15,900","CZK 2,450",608060,Studio,11/1/2022,44 m²,,8,1.0,89.31,505.89,306.33,293.11,254.61,424.48,246.7,541.34,681.4,176.73,"Československého exilu, Prague - Modřany",50.008761,14.415273,CZK 1,Brick,,,New-build,Personal,B,,1.0,,,,1.0,,,,,,,
"CZK 20,900","CZK 4,000",684331,2+kk,10/1/2021,47 m²,Fully furnished,,1.0,191.33,661.41,92.72,438.07,125.62,436.41,134.31,322.79,706.23,291.93,"Bulharská, Prague - Vršovice",50.07161,14.45719,"CZK 35,000",Prefab concrete,,Luxurious,Very good,Personal,B,Electric boiler,,Interior,1.0,1.0,1.0,1.0,,,1.0,,,
"CZK 16,000","CZK 2,300",552436,2+kk,10/1/2022,45 m²,Fully furnished,3,,132.96,761.07,260.83,649.61,323.64,720.69,408.76,573.22,304.33,70.71,Prague - Vysočany,50.1095027,14.5095619,"CZK 25,000",Brick,,,,Personal,,,,,,,1.0,,,,,,,
"CZK 20,000","CZK 5,000",367121,2 bedroom,10/1/2022,58 m²,Partly,3,1.0,98.12,581.06,94.69,157.13,155.37,601.84,356.27,271.47,501.52,493.5,"Husinecká, Prague - Žižkov",50.0858277,14.4445283,"CZK 25,000",Brick,,Standard,Very good,Personal,,Central,,Bathroom unit,,,1.0,,,,,,,
"CZK 12,000","CZK 3,000",494253,2+kk,9/12/2022,47 m²,Partly,2,,285.2,1689.92,878.2,1448.79,330.4,1122.04,569.84,1183.18,1724.78,577.25,"Převoznická, Prague - Modřany",50.009959,14.4040533,"CZK 15,000",Brick,,Standard,,Personal,,,,,,,,,,,,,,
"CZK 14,900","CZK 6,270",672794,2+kk,9/15/2022,43 m²,Partly,2,1.0,26.14,587.47,436.0,556.42,499.93,230.47,344.18,278.7,958.74,190.58,"Skuteckého, Prague - Řepy",50.06833,14.31078,"CZK 25,000",Prefab concrete,Up to 10 years,Standard,Very good,Personal,G,Distance,,Complete,,,,1.0,,,,,,
"CZK 24,500","CZK 5,500",469337,2+kk,10/1/2022,112 m²,Fully furnished,1,1.0,69.35,969.2,421.88,1090.11,379.58,558.23,685.4,555.27,845.41,574.35,Prague - Libeň,50.1193735,14.4697847,"CZK 49,000",Brick,,Luxurious,,Personal,B,Central,1.0,,1.0,1.0,,,1.0,,,,,
"CZK 19,000","CZK 2,910",410816,2+kk,,64 m²,Partly,5,1.0,230.65,1392.41,158.0,877.3,201.79,445.72,362.79,745.16,457.82,104.46,"Primátorská, Prague - Libeň",50.1127192,14.472558,"CZK 40,820",Brick,,,Very good,Personal,D,,,,,,,,,,,,,
"CZK 19,000","CZK 3,888",740701,2+kk,9/30/2022,55 m²,Fully furnished,2,,365.18,654.19,402.07,818.05,264.26,658.53,617.71,266.55,474.55,163.92,Prague - Žižkov,50.08948,14.49516,"CZK 19,000",Brick,,,Very good,,G,,,,,,1.0,,,,,,,
"CZK 14,000","CZK 4,000",740700,2+kk,9/15/2022,45 m²,Unfurnished,6,1.0,406.42,756.09,451.81,667.4,614.52,764.06,998.28,476.57,2230.41,136.07,Prague - Černý Most,50.1034,14.585,"CZK 28,000",Prefab concrete,,,Very good,,C,,,,,1.0,1.0,,,,,,,
"CZK 25,000","CZK 4,000",736032,3+kk,10/1/2022,75 m²,Partly,1,,40.51,481.23,461.74,460.6,465.29,485.27,612.79,332.41,325.03,201.17,Prague - Hostivař,50.05397,14.5223,"CZK 40,000",Brick,,,Very good,,D,,,Interior,1.0,1.0,,1.0,1.0,1.0,,,,
"CZK 20,000","CZK 5,000",736095,3+kk,9/10/2022,75 m²,Unfurnished,9,1.0,250.85,355.35,99.75,293.72,90.58,107.78,493.07,406.65,869.4,28.81,Prague - Střížkov,50.12481,14.49442,"CZK 25,000",Prefab concrete,,,Very good,Personal,C,Central,,,,,,,,,1.0,,,
"CZK 12,000","CZK 2,000",740680,1 bedroom,11/1/2022,37 m²,Partly,3,1.0,176.89,533.1,217.69,224.17,0.26,288.29,208.28,312.97,152.44,171.63,Prague - Háje,50.03194,14.52646,"CZK 28,000",Prefab concrete,,,Very good,Personal,G,,,,,,,1.0,,,,,,
"CZK 18,000","CZK 2,000",525069,2+kk,10/3/2022,54 m²,Partly,4,1.0,167.72,596.5,134.9,92.46,140.56,401.2,624.07,429.32,414.77,427.67,Prague - Smíchov,50.0711324,14.408221,"CZK 40,000",Brick,,Standard,,Personal,E,,,Complete,,,,1.0,,,,,,
"CZK 12,100","CZK 4,200",337550,2+kk,9/15/2022,44 m²,Partly,7,1.0,6.96,186.73,185.24,121.91,125.75,206.94,157.99,283.18,868.07,157.13,"V hůrkách, Prague - Stodůlky",50.050848,14.341537,"CZK 12,000",Prefab concrete,10 to 30 years,Standard,,Personal,,Central,,,,1.0,,,,,,,,
"CZK 15,000","CZK 2,500",740341,Studio,9/19/2022,35 m²,Partly,2,1.0,201.7,1308.66,142.89,1129.36,468.82,688.29,322.41,221.9,1021.18,245.67,Prague - Strašnice,50.07153,14.50459,"CZK 17,500",Brick,,Standard,New-build,Personal,B,Distance,1.0,,,1.0,1.0,,,,,,,
"CZK 11,000",CZK 800,740673,2+kk,11/1/2022,36 m²,Unfurnished,,,275.94,890.36,229.68,582.35,131.41,334.79,336.02,515.85,389.48,441.74,Prague - Břevnov,50.08345,14.37474,"CZK 11,000",Other,,,Very good,,G,,,,,,,,,1.0,,,,
"CZK 13,000","CZK 2,000",572645,Studio,10/1/2022,25 m²,Partly,2,1.0,153.64,1228.27,195.17,525.91,216.58,147.7,466.06,400.39,506.58,364.88,"Koulova, Prague - Dejvice",50.1078722,14.3936411,"CZK 15,000",Brick,,,,Personal,E,Other,,,,1.0,,,,,,,,
"CZK 24,413","CZK 8,137",740670,Studio,10/6/2022,35 m²,Fully furnished,1,1.0,237.21,722.71,270.23,1114.48,162.06,485.4,549.42,612.82,571.2,287.12,"U Nikolajky, Prague - Smíchov",50.0656652,14.3917771,,,,,,,,,,,1.0,,1.0,,1.0,,,,,
"CZK 13,000","CZK 3,000",694572,Studio,10/1/2022,33 m²,Partly,2,1.0,0.0,1000.33,188.6,812.32,714.06,181.17,662.52,660.92,1146.62,527.05,"Hornoměcholupská, Prague - Horní Měcholupy",50.04393,14.56686,"CZK 16,000",Brick,,,New-build,Personal,C,,1.0,,1.0,,,1.0,,1.0,,,,
"CZK 21,000","CZK 2,800",740660,Studio,10/17/2022,39 m²,Fully furnished,,,165.04,693.97,218.31,198.96,208.44,199.93,410.35,701.37,475.65,42.79,Prague - Libeň,50.10525,14.47206,"CZK 20,000",Prefab concrete,,,Very good,,B,,,,1.0,,,,,,,,,
"CZK 6,500","CZK 3,500",274361,Small studio,9/15/2022,15 m²,Fully furnished,5,,231.41,807.29,459.77,571.04,221.73,712.37,485.63,521.13,560.84,531.11,"Řehořova, Prague - Žižkov",50.0864912,14.4441978,"CZK 15,000",Brick,,Standard,Very good,Personal,,Electric boiler,,Complete,,,,,,,,,,
"CZK 25,000","CZK 10,000",736080,5+1,1/2/2023,150 m²,Unfurnished,7,1.0,245.6,379.18,349.57,314.36,249.29,299.83,380.64,572.51,859.93,298.7,Prague - Stodůlky,50.04988,14.33781,"CZK 30,000",Other,,,Very good,,C,,,,,,,1.0,1.0,,1.0,,,
"CZK 20,000","CZK 2,500",551612,3+kk,10/1/2022,70 m²,Partly,4,1.0,319.89,652.96,443.08,513.9,243.88,560.18,459.19,556.56,566.03,398.81,"Pod Jarovem, Prague - Žižkov",50.0896368,14.4890174,"CZK 30,000",Prefab concrete,,,,Cooperative,G,Central,,,,1.0,1.0,,,,1.0,,,
"CZK 29,000","CZK 5,967",729202,3+kk,10/1/2022,84 m²,Partly,6,1.0,333.78,242.88,48.87,1653.73,247.19,1109.77,1078.15,704.83,885.11,159.74,Prague - Stodůlky,50.04711,14.30195,"CZK 70,000",Brick,,,New-build,,C,,1.0,,,,1.0,1.0,1.0,,,,,
"CZK 20,000","CZK 5,000",649076,2+kk,12/1/2022,53 m²,Partly,1,1.0,94.3,1750.54,524.42,585.43,506.77,1100.36,554.38,1437.08,790.47,844.07,"Břeclavská, Prague - Kyje",50.095579,14.545925,"CZK 40,000",Brick,Up to 10 years,Luxurious,Very good,Personal,,Gas boiler,,,1.0,1.0,,1.0,1.0,,,,,
"CZK 14,000","CZK 3,000",731675,Studio,9/20/2022,34 m²,Fully furnished,4,1.0,159.96,318.63,144.94,410.41,117.64,270.71,737.06,831.3,943.97,238.54,Prague - Uhříněves,50.03064,14.59533,"CZK 30,000",Brick,,,Very good,,G,,,,,1.0,,1.0,,,1.0,,,
"CZK 29,647",CZK 993,740651,3+1,9/15/2022,83 m²,Fully furnished,2,1.0,90.57,499.7,90.96,526.63,147.09,92.51,336.48,285.14,527.98,377.58,Prague - Žižkov,50.08148,14.44679,"CZK 60,000",Brick,,,Very good,,B,,,,,,1.0,,,,,,,
"CZK 17,500","CZK 5,000",740648,2 bedroom,9/15/2022,58 m²,Partly,2,,168.52,601.11,188.98,427.62,114.89,345.84,262.68,771.05,114.89,162.44,Prague - Nusle,50.06141,14.43832,"CZK 20,000",Brick,,,Good,,G,,,,,,1.0,,,1.0,,,,
"CZK 17,900","CZK 3,400",206206,2+kk,9/20/2022,54 m²,Partly,3,1.0,432.16,1067.28,404.0,754.92,477.78,482.09,482.22,661.17,363.49,311.58,"Pivovarnická, Prague - Libeň",50.10973,14.47768,"CZK 40,000",Brick,Up to 10 years,Luxurious,Very good,Personal,B,,1.0,,,,,1.0,,,,,,
"CZK 20,000","CZK 4,900",732447,2 bedroom,11/1/2022,60 m²,Fully furnished,,,167.34,727.91,51.75,549.55,80.93,744.46,530.96,1064.93,83.46,228.05,Prague - Podolí,50.05359,14.41895,"CZK 40,000",Brick,,Standard,Very good,,G,Central,,Complete,,,,,,,,,,
"CZK 17,500","CZK 2,800",729925,1 bedroom,11/1/2022,33 m²,Partly,5,1.0,121.93,541.11,118.49,181.69,179.17,561.9,303.13,231.52,434.09,517.31,"Štítného, Prague - Žižkov",50.0853298,14.4497431,"CZK 30,000",Other,,,Very good,,C,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000",740214,2+kk,9/17/2022,38 m²,Fully furnished,2,,104.83,287.99,564.93,2433.41,335.66,1368.03,1095.47,1713.21,1353.42,310.09,Prague - Libuš,50.0115,14.45983,"CZK 18,000",Brick,,,Very good,,D,,,,,,1.0,,1.0,,,,,
"CZK 14,000","CZK 1,500",686487,Studio,11/1/2022,27 m²,Fully furnished,3,1.0,248.3,264.57,167.06,164.99,46.52,349.24,214.57,1010.88,487.71,433.95,"Keramická, Prague - Bubeneč",50.10124,14.42167,"CZK 20,000",Brick,Over 50 years,,Very good,Personal,G,Electric boiler,1.0,Complete,,1.0,,,,,,,,
"CZK 26,500","CZK 4,500",600611,2+kk,9/26/2022,67 m²,Fully furnished,2,1.0,97.05,540.28,10.71,165.23,4.56,325.45,567.85,373.09,358.55,727.5,"Na Bělidle, Prague - Smíchov",50.071508,14.40566,"CZK 45,000",Brick,,,Very good,Personal,G,Central,,Complete,,,,,,,,,,
"CZK 17,500","CZK 5,500",729569,3+1,9/11/2022,78 m²,Partly,2,,326.98,1422.86,1524.63,2943.84,964.32,1176.46,367.48,2774.92,2964.44,947.04,Prague - Nebušice,50.11178,14.34242,"CZK 23,000",Brick,10 to 30 years,Standard,Very good,Personal,G,,1.0,Complete,,,,1.0,,,,,,
"CZK 10,000","CZK 3,000",212860,1 bedroom,9/15/2022,35 m²,Fully furnished,1,,403.21,811.64,1195.48,1482.11,687.15,573.5,785.49,1293.3,706.8,425.44,"Žilovská, Prague - Řeporyje",50.0349226,14.3210845,"CZK 13,000",Brick,,,,Personal,,Central,,,,,,,,,,,,
"CZK 60,000","CZK 8,000",736066,4+kk,11/7/2022,125 m²,Fully furnished,3,1.0,225.56,711.06,281.87,1102.83,150.41,497.04,537.78,601.18,559.55,275.48,Prague - Smíchov,50.06561,14.39198,"CZK 120,000",Low-energy,Up to 10 years,,New-build,Personal,B,Gas boiler,1.0,,,1.0,,1.0,1.0,,1.0,,,
"CZK 22,000",CZK 0,573658,2+kk,9/6/2019,45 m²,Fully furnished,1,1.0,100.52,2055.53,250.95,1942.2,442.95,2000.38,424.73,416.06,288.31,364.82,"Hlubočepská, Prague - Hlubočepy",50.0412007,14.396962,"CZK 22,000",Brick,,Luxurious,Very good,Personal,C,Central,,,1.0,1.0,,1.0,1.0,,,,,
"CZK 10,900","CZK 4,200",740589,2+kk,9/15/2022,43 m²,Unfurnished,10,1.0,106.88,828.11,136.33,811.17,224.98,257.07,613.9,652.26,738.25,340.8,Prague - Michle,50.04287,14.45982,"CZK 21,800",Prefab concrete,,,Good,,G,,,,,1.0,,1.0,,,,,,
"CZK 23,900","CZK 3,900",577288,2+kk,9/1/2022,60 m²,Fully furnished,6,1.0,183.97,1118.9,5.8,558.34,121.65,425.24,124.13,356.18,285.18,98.76,"Drahobejlova, Prague - Libeň",50.1060756,14.4904958,"CZK 40,000",Brick,,,Very good,Personal,C,Gas boiler,,,,1.0,1.0,1.0,,,,,,
"CZK 28,000","CZK 3,000",740574,2+kk,10/1/2022,50 m²,Fully furnished,2,1.0,181.84,271.59,65.24,146.03,134.72,180.18,306.17,594.3,353.1,492.87,Prague - Holešovice,50.09897,14.42431,"CZK 28,000",Brick,,,New-build,,G,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",620377,Studio,9/19/2022,41 m²,Fully furnished,3,1.0,127.28,1286.8,312.92,1287.21,289.42,983.87,1023.94,975.2,1498.78,451.0,Prague - Kobylisy,50.133324,14.455523,"CZK 30,000",Brick,,Luxurious,Very good,Personal,C,Distance,,,,,,,,,,,,
"CZK 14,700","CZK 3,200",740571,Small studio,10/1/2022,32 m²,Fully furnished,1,1.0,328.12,739.27,195.06,805.46,159.43,791.04,175.31,209.92,465.91,327.95,Prague - Michle,50.04707,14.46314,"CZK 16,000",Prefab concrete,,,Very good,,G,,,,,,,,,1.0,1.0,,,
"CZK 25,000","CZK 3,000",740562,2+kk,10/1/2022,58 m²,Fully furnished,6,1.0,283.25,286.13,169.89,496.56,193.42,648.6,413.97,211.22,129.23,129.61,Prague - Libeň,50.1022,14.47913,"CZK 50,000",Brick,Up to 10 years,Luxurious,New-build,,C,,1.0,,,1.0,,1.0,1.0,,1.0,,,
"CZK 16,000","CZK 4,700",740511,3+1,9/25/2022,52 m²,Partly,4,,187.71,1372.34,239.06,527.73,181.16,245.87,535.74,309.71,818.79,304.9,Prague - Kobylisy,50.12587,14.44605,"CZK 30,000",Brick,30 - 50 years,Standard,Very good,,D,Central,,,,1.0,,1.0,,,,,,
"CZK 33,000","CZK 7,000",740559,3+1,9/15/2022,118 m²,Partly,1,1.0,139.01,947.65,193.13,470.75,14.48,400.4,324.19,313.11,370.57,241.75,Prague - Nové Město,50.06909,14.41501,"CZK 33,000",Brick,,,Very good,,G,,,,,,1.0,,,,,,,
"CZK 13,000","CZK 2,700",465739,Studio,9/12/2022,42 m²,Partly,1,,172.35,187.38,350.23,1804.46,175.39,507.94,576.02,216.66,4922.15,134.61,"Neumannova, Prague - Zbraslav",49.964282,14.3845102,"CZK 20,000",Low-energy,,,Very good,Personal,B,Other,,,,,1.0,,,,,,,
"CZK 19,000","CZK 3,200",740553,3+kk,9/15/2022,60 m²,Partly,1,,201.76,826.62,427.74,342.19,309.48,311.96,533.47,800.7,639.18,121.43,Prague - Prosek,50.11773,14.5037,"CZK 19,000",Brick,,,Very good,,A,,,,,1.0,1.0,1.0,,1.0,,,,
"CZK 21,150","CZK 7,050",734662,2+kk,10/29/2022,60 m²,Fully furnished,5,1.0,568.91,1141.31,325.05,1116.62,882.39,718.5,640.87,567.67,1401.93,151.61,"Zakšínská, Prague - Střížkov",50.1311536,14.493582,,,,,,,,,,,,,,,1.0,,,,,
"CZK 19,238","CZK 6,412",732117,2 bedroom,11/1/2022,37 m²,Fully furnished,9,1.0,255.2,724.57,83.91,563.08,180.49,649.38,230.57,184.27,375.6,146.05,"Horáčkova, Prague - Krč",50.046653,14.4354901,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 13,000",728062,2 bedroom,10/8/2022,92 m²,Fully furnished,7,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,1.0,,1.0,,,,,,,
"CZK 22,493","CZK 7,497",732113,Studio,11/1/2022,30 m²,Fully furnished,3,1.0,258.66,685.78,233.92,407.82,154.16,415.37,547.3,506.41,132.73,464.34,"V Háji, Prague - Holešovice",50.1013638,14.4546402,,,,,,,,,,,,,,,1.0,,,,,
"CZK 33,750","CZK 11,250",726019,2+kk,9/18/2022,75 m²,Fully furnished,6,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,,1.0,,1.0,,,,,,,
"CZK 32,925","CZK 10,975",728156,2+kk,11/2/2022,50 m²,Fully furnished,3,1.0,75.01,890.63,40.68,622.44,47.2,145.83,371.43,242.4,512.42,352.71,"Kubelíkova, Prague - Žižkov",50.0815843,14.4461973,,,,,,,,,,,,,,,,,,,,
"CZK 37,620","CZK 12,540",728258,2 bedroom,10/1/2022,54 m²,Fully furnished,7,1.0,379.66,564.73,5.21,191.31,38.84,242.1,65.9,705.75,343.76,422.75,"Michalská, Prague - Staré Město",50.0846396,14.4202484,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 7,500",728694,2 bedroom,10/4/2022,53 m²,Fully furnished,9,1.0,125.93,351.52,458.39,239.89,349.44,469.18,335.68,124.41,1424.09,330.78,"Arabská, Prague - Vokovice",50.0992269,14.3632307,,,,,,,,,,,,,,,,,,,,
"CZK 33,675","CZK 11,225",731240,1 bedroom,10/22/2022,30 m²,Fully furnished,2,1.0,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 2,072",740546,Studio,9/15/2022,38 m²,Partly,1,1.0,170.33,699.26,223.59,204.25,213.73,205.22,415.63,706.65,480.94,37.51,Prague - Libeň,50.1051,14.47217,"CZK 39,000",Low-energy,,,New-build,,B,,1.0,,1.0,1.0,,,,1.0,,,,
"CZK 14,950","CZK 3,900",374295,2 bedroom,10/1/2022,70 m²,Fully furnished,1,,245.31,666.9,85.0,728.73,113.87,740.86,235.39,270.0,355.85,255.03,"Na úlehli, Prague - Michle",50.0464847,14.4619804,"CZK 17,950",Brick,Over 50 years,Luxurious,Very good,Personal,,,,Complete,,,,,,,,,,
"CZK 13,000","CZK 4,000",52943,Studio,9/9/2022,38 m²,Partly,6,1.0,243.12,1089.02,211.4,1186.05,550.39,1068.49,756.81,608.69,863.55,546.53,"Boloňská, Prague - Horní Měcholupy",50.0485760252,14.5593953133,"CZK 20,000",Brick,,,,Personal,C,Distance,,,,1.0,,,,,,,,
"CZK 28,000","CZK 5,800",549924,3+1,10/1/2022,80 m²,Fully furnished,3,,217.06,836.0,532.68,1632.55,390.74,731.29,193.67,639.92,883.9,714.81,"Nová Šárka, Prague - Liboc",50.092312,14.3189191,"CZK 35,000",Brick,,Luxurious,Very good,Cooperative,,Distance,,Interior,,1.0,1.0,1.0,1.0,,,,,
"CZK 22,500","CZK 4,400",639908,2+kk,9/15/2022,66 m²,Fully furnished,1,1.0,305.45,562.99,146.11,649.78,64.43,97.07,133.89,639.43,619.29,537.87,"Radimova, Prague - Břevnov",50.087756,14.366929,"CZK 30,000",Brick,Up to 10 years,Luxurious,New-build,Personal,,Central,1.0,,,,1.0,1.0,1.0,,,,,
"CZK 40,000","CZK 10,000",732699,2+kk,9/6/2022,53 m²,Fully furnished,1,1.0,3.57,190.08,21.88,46.72,0.16,49.7,126.81,307.26,210.27,260.67,Prague - Staré Město,50.09081,14.42708,"CZK 40,000",Brick,,,New-build,,E,,1.0,,,,,,,,,,,
"CZK 16,000","CZK 3,000",736119,2+kk,10/1/2022,70 m²,Fully furnished,1,,49.97,4883.86,2158.03,6112.9,2560.28,5549.15,2371.8,2363.9,3226.12,2297.08,Prague - Radotín,49.99739,14.32149,"CZK 40,000",Other,,,Very good,,G,,,,,,,1.0,,,,,,
"CZK 14,000","CZK 4,000",736226,Studio,10/1/2022,36 m²,Partly,3,,192.53,456.82,119.89,338.08,19.64,343.32,376.45,304.56,471.23,84.5,Prague - Libeň,50.10628,14.47564,"CZK 36,000",Brick,,,Good,Personal,G,,,,,1.0,,,,1.0,,,,
"CZK 17,000","CZK 3,500",690427,1 bedroom,9/16/2022,38 m²,Fully furnished,2,,132.58,644.27,190.48,1144.3,90.39,647.56,551.45,518.36,380.67,185.71,"Na Malovance, Prague - Střešovice",50.08606,14.38197,"CZK 20,000",Brick,Up to 10 years,Luxurious,Very good,Personal,F,Electric boiler,,Complete,,,,,,,,,,
"CZK 24,000","CZK 4,000",736042,3+kk,9/10/2022,62 m²,Fully furnished,4,1.0,253.63,329.93,373.63,769.17,428.21,409.5,848.42,442.52,722.76,450.26,Prague - Libeň,50.12057,14.46281,"CZK 30,000",Prefab concrete,,,Very good,,G,,,Complete,,1.0,,1.0,,,1.0,,,
"CZK 16,000","CZK 3,000",740484,Small studio,10/1/2022,20 m²,Partly,3,1.0,57.68,194.19,115.17,275.5,17.85,337.45,122.0,447.43,90.36,496.96,Prague - Josefov,50.08914,14.4189,"CZK 20,000",Brick,Over 50 years,Standard,Good,Personal,G,Electric boiler,,,,,1.0,,,1.0,,,,
"CZK 30,000","CZK 5,000",736030,3+kk,10/1/2022,90 m²,Partly,2,,40.51,481.23,461.74,460.6,465.29,485.27,612.79,332.41,325.03,201.17,Prague - Hostivař,50.05397,14.5223,"CZK 50,000",Brick,,,Very good,,D,,,Interior,,,,1.0,1.0,1.0,1.0,,,
"CZK 12,000","CZK 5,000",740482,1 bedroom,9/14/2022,49 m²,Unfurnished,4,1.0,143.0,801.15,446.25,446.97,145.7,205.07,249.71,625.3,711.29,125.21,Prague - Michle,50.04317,14.45583,"CZK 12,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 23,000","CZK 5,600",740480,3+kk,9/15/2022,80 m²,Partly,1,1.0,205.17,1431.96,107.24,1002.38,176.31,562.56,297.68,743.39,372.21,161.25,Prague - Libeň,50.11285,14.47322,"CZK 23,000",Brick,,,Very good,,G,,1.0,,1.0,1.0,,1.0,1.0,,,,,
"CZK 15,000","CZK 1,000",156828,2+kk,9/15/2022,55 m²,Partly,2,1.0,84.37,456.69,100.05,159.78,82.88,240.73,521.73,209.38,806.54,292.6,"Baranova, Prague - Žižkov",50.0780634,14.4580267,"CZK 20,000",Brick,,,Very good,Personal,,Gas boiler,,,,,,,,,,,,
"CZK 15,000",CZK 420,736023,2+kk,9/9/2022,49 m²,Partly,5,,163.42,847.28,118.09,483.24,135.66,416.36,558.56,207.29,152.72,246.93,Prague - Žižkov,50.09141,14.48205,"CZK 45,000",Brick,,,Very good,,G,,,,,1.0,,,,,,,,
"CZK 22,000","CZK 4,000",678085,2+kk,11/1/2022,52 m²,Fully furnished,4,1.0,227.47,680.0,142.32,445.4,167.64,463.17,273.62,177.76,465.87,258.34,"Brunclíkova, Prague - Břevnov",50.08474,14.3458,"CZK 40,000",Prefab concrete,,,Very good,Cooperative,G,,,,,1.0,,,,,1.0,,,
"CZK 16,500","CZK 4,000",740473,2+kk,11/1/2022,57 m²,Fully furnished,1,,123.93,1019.24,125.91,504.12,326.9,146.6,363.86,919.31,224.05,242.87,Prague - Libeň,50.11009,14.47243,"CZK 20,500",Brick,,,Very good,,G,,,,,1.0,,,,,,,,
"CZK 22,000","CZK 5,000",736019,3+kk,9/9/2022,74 m²,Fully furnished,2,1.0,245.44,403.68,330.78,345.27,247.31,1530.22,191.23,75.47,974.63,78.1,Prague - Záběhlice,50.04935,14.48577,"CZK 40,000",Brick,,,Good,,G,,,,,,,,,,1.0,,,
"CZK 13,500","CZK 3,500",740469,1 bedroom,10/1/2022,41 m²,Partly,,,161.41,565.52,16.45,384.54,60.84,501.52,281.23,483.75,176.8,229.04,Prague - Vysočany,50.11019,14.50659,"CZK 23,000",Brick,,,Good,,G,,,,,,,,,1.0,,,,
"CZK 18,000",CZK 0,740467,2+kk,10/1/2022,64 m²,Partly,10,1.0,125.27,608.4,353.81,654.19,277.24,1424.43,205.16,1005.93,1240.37,177.61,Prague - Záběhlice,50.04349,14.49147,"CZK 20,000",Low-energy,,,New-build,Personal,B,,1.0,,1.0,1.0,,1.0,1.0,,,,,
"CZK 15,500","CZK 3,000",594828,2+kk,9/1/2021,52 m²,Partly,2,1.0,161.22,299.47,270.64,408.85,220.63,272.39,717.91,834.32,924.82,108.71,"Oty Bubeníčka, Prague - Uhříněves",50.029536,14.596783,"CZK 30,000",Brick,,,New-build,Personal,B,,1.0,,,,1.0,,,,,,,
"CZK 16,500","CZK 4,500",740464,2 bedroom,10/1/2022,54 m²,Unfurnished,3,,111.23,465.3,113.94,178.54,263.55,196.31,380.23,193.11,754.72,132.65,Prague - Břevnov,50.08759,14.34344,"CZK 20,000",Prefab concrete,,,Good,,G,,,,,,,,,,,,,
"CZK 20,000","CZK 2,600",736011,2 bedroom,10/1/2022,64 m²,Partly,3,1.0,206.62,276.52,187.01,644.85,0.07,440.71,289.07,280.35,505.58,292.11,Prague - Vinohrady,50.07428,14.44509,"CZK 30,000",Brick,,Standard,Very good,,G,,,,,1.0,,,,,,,,
"CZK 24,500","CZK 3,900",647743,2+kk,9/17/2022,52 m²,Fully furnished,6,1.0,321.74,272.42,32.18,227.85,42.93,69.06,244.65,812.35,163.33,572.38,"Opletalova, Prague - Nové Město",50.0814214,14.4299039,"CZK 28,400",Brick,,Luxurious,Very good,Personal,D,Central,,Complete,1.0,,,1.0,,,,,,
"CZK 17,000","CZK 3,500",736148,Studio,9/15/2022,38 m²,Partly,4,1.0,201.7,1308.66,142.89,1129.36,468.82,688.29,322.41,221.9,1021.18,245.67,Prague - Strašnice,50.07153,14.50459,"CZK 25,000",Other,,,New-build,,C,,1.0,,,1.0,1.0,,,,,,,
"CZK 20,000","CZK 3,000",740439,2 bedroom,9/14/2022,65 m²,Partly,1,,231.27,296.75,93.23,428.92,217.06,327.63,270.75,85.06,919.1,62.98,Prague - Krč,50.04259,14.44493,"CZK 30,000",Prefab concrete,,,Very good,,G,,,,,1.0,,,,1.0,,,,
"CZK 13,000","CZK 3,800",584694,2+kk,9/12/2022,30 m²,Fully furnished,1,,534.78,698.52,674.15,680.07,296.88,700.33,332.07,390.21,648.6,431.05,"Hostavická, Prague - Hloubětín",50.100688,14.537479,"CZK 25,000",Brick,,,Very good,Personal,C,,,,,,,,,,,,,
