Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Floor,Heating,Total number of floors,Renovation,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Design,New building,Age,Front garden,Administration fee,Developer name,Project name,Kód jednotky
710582,"CZK 22,000",50.07464,14.39318,"Švédská, Prague - Smíchov",3 bedroom,Good,93 m²,CZK 650,"CZK 20,000",Personal,Brick building,Partially furnished,Yes,No,No,No,No,No,No,16. 03. 2022,G,3,,,,236,"1,156",101,897,540,851,483,763,"1,254",626,,,,,,,,
711128,"CZK 19,000",50.05287,14.40159,"Děvínská, Prague - Smíchov",2 bedroom,Excellent,75 m²,"CZK 5,000","CZK 48,000",Personal,Brick building,Furnished,Yes,No,No,No,Yes,No,No,01. 04. 2022,G,1,,,,382,"1,382",808,"1,299",796,"1,369",888,"1,292",882,832,,,,,,,,
711096,"CZK 8,500",50.06855,14.47001,"U Slavie, Prague - Vršovice",Small studio,Good,21 m²,"CZK 2,447","CZK 10,947",Personal,Brick building,Furnished,No,No,No,No,No,No,No,21. 03. 2022,G,1,,,,107,181,226,131,403,557,365,467,469,508,,,,,,,,
711085,"CZK 15,000",50.03172,14.53492,"Janouchova, Prague - Háje",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 4,500","CZK 20,000",Personal,Prefab concrete building,Furnished,No,No,Yes,No,No,Yes,No,21. 03. 2022,D,7,,,,40,287,311,329,271,581,375,222,631,156,,,,,,,,
670411,"CZK 12,500",50.1298884,14.4204672,"Poznaňská, Prague - Bohnice",Studio,,47 m²,"CZK 3,800","CZK 15,000",Personal,Prefab concrete building,Partially furnished,No,No,Yes,No,No,Yes,No,01. 01. 1970,C,11,District heating,,Overall,189,640,372,242,,,,,,,Premium materials and solutions,,,,,,,
561837,"CZK 13,000",50.0290466,14.5305879,"Mnichovická, Prague - Háje",1 bedroom with open-plan kitchen,,41 m²,"CZK 3,000","CZK 16,000",Personal,Prefab concrete building,Partially furnished,No,No,No,No,No,Yes,No,01. 04. 2022,A,11,,,,254,593,117,280,345,406,382,271,466,165,,,,,,,,
698963,"CZK 15,100",50.10966,14.50593,"Zákostelní, Prague - Vysočany",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 1,600","CZK 16,700",Personal,Brick building,Partially furnished,Yes,No,Yes,No,No,No,No,01. 04. 2022,G,1,Gas boiler,Middle floor,Interior,227,501,217,390,194,460,146,320,502,478,Standard materials and solutions,,,,,,,
709851,"CZK 35,000",50.10506,14.45906,Prague - Holešovice,2 bedroom with open-plan kitchen,New build,118 m²,"CZK 6,401","CZK 58,000",Personal,Brick building,Furnished,Yes,No,No,No,No,Yes,No,01. 05. 2022,B,3,District heating,Middle floor,,526,"1,137",655,737,465,613,"1,085","1,047",524,235,Premium materials and solutions,,1 to 10 years years,,,,,
705981,"CZK 13,500",50.08524,14.44984,"Štítného, Prague - Žižkov",Studio,Excellent,30 m²,CZK 830,"CZK 25,000",Personal,Other,Partially furnished,No,No,No,No,No,Yes,No,11. 04. 2022,B,3,Other,Middle floor,Overall,255,222,50,211,7,189,62,278,94,553,Premium materials and solutions,,1 to 10 years years,,,,,
710517,"CZK 14,500",50.06583,14.45058,"Vršovická, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,47 m²,CZK 600,"CZK 14,500",Personal,Brick building,Partially furnished,No,No,No,No,No,Yes,No,01. 04. 2022,G,3,Gas boiler,Middle floor,Interior,175,435,132,543,147,279,411,421,188,593,,,,,,,,
694966,"CZK 14,000",50.0123751,14.4000073,"Vrátnická, Prague - Modřany",Studio,New build,42 m²,"CZK 2,500","CZK 33,000",Personal,Brick building,Partially furnished,Yes,Yes,Yes,No,Yes,Yes,No,31. 03. 2022,A,1,Central heating,Ground floor,,197,"1,078",373,"1,322",740,"1,383","1,378",662,,,,Yes,1 to 10 years years,26 m²,,,,
691112,"CZK 19,500",50.07372,14.44571,"Chodská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Furnished,No,No,No,No,Yes,No,No,01. 05. 2022,D,2,Gas boiler,,,321,287,274,900,116,557,466,437,658,412,,,,,,,,
628099,"CZK 35,000",50.067668,14.359419,"U tenisu, Prague - Košíře",5 bedroom,Excellent,110 m²,"CZK 2,500","CZK 70,000",Personal,Brick building,Furnished,No,No,No,No,No,No,Yes,01. 06. 2022,A,1,Gas boiler,Middle floor,Overall,272,"1,304",826,960,438,853,675,696,462,761,,,1 to 10 years years,95 m²,,,,
596521,"CZK 5,000",50.057161,14.46881,"U Plynárny, Prague - Michle",Studio,New build,48 m²,CZK 800,"CZK 5,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,01. 04. 2022,B,1,District heating,Ground floor,,54,"1,183",181,"1,352",633,200,749,"1,088",67,,Premium materials and solutions,Yes,1 to 10 years years,,,,,
699955,"CZK 16,990",50.06769694444,14.55528666666,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 3,750","CZK 20,740",Cooperative,Brick building,Unfurnished,Yes,No,No,No,Yes,Yes,Yes,,B,7,,,,686,"1,380",523,442,702,"1,204","1,344",502,,,,Yes,,,"CZK 20,740

                                
                                
                
i",,,
710403,"CZK 9,000",50.06941,14.40228,"Klicperova, Prague - Smíchov",Studio,Excellent,20 m²,"CZK 1,500","CZK 1,500",Personal,Brick building,Partially furnished,No,No,No,No,No,Yes,No,01. 04. 2022,G,1,,,,186,288,145,100,69,154,387,761,998,319,,,,,,,,
710405,"CZK 12,000",50.06941,14.40228,"Klicperova, Prague - Smíchov",1 bedroom with open-plan kitchen,Good,67 m²,"CZK 1,500","CZK 20,000",Personal,Brick building,Partially furnished,No,No,No,No,No,Yes,No,01. 04. 2022,G,1,,,,186,288,145,100,69,154,387,761,998,319,,,,,,,,
206063,"CZK 10,500",50.1265663,14.4115142,"Krynická, Prague - Troja",Studio,,32 m²,"CZK 1,900","CZK 20,000",Cooperative,Prefab concrete building,Partially furnished,No,No,No,No,No,Yes,No,,,4,Central heating,Middle floor,Interior,241,626,123,560,560,417,424,67,134,,Standard materials and solutions,,1 to 10 years years,,,,,
206206,"CZK 14,900",50.10973,14.47768,"Pivovarnická, Prague - Libeň",1 bedroom with open-plan kitchen,,49 m²,"CZK 2,500","CZK 25,000",Personal,Brick building,Partially furnished,No,No,No,No,Yes,Yes,No,20. 03. 2022,B,3,,,,432,"1,064",404,755,478,482,534,661,500,312,,Yes,,,,,,
698932,"CZK 24,000",50.07954,14.41736,"Opatovická, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,88 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Partially furnished,No,No,No,No,No,Yes,No,01. 02. 2022,A,1,Electric boiler,Middle floor,Overall,240,604,53,296,31,392,129,248,272,533,,,,,,,,
521368,"CZK 17,000",50.1027761,14.4971369,"Českomoravská, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,000","CZK 24,000",Personal,Brick building,Partially furnished,No,Yes,Yes,No,Yes,Yes,No,14. 03. 2022,,6,,Top floor,,221,603,340,203,200,104,527,"1,217",650,405,,,,,,,,
710958,"CZK 10,800",50.06719,14.45089,"Sámova, Prague - Vršovice",2 bedroom,Excellent,47 m²,CZK 800,"CZK 11,600",Personal,Brick building,Furnished,No,Yes,No,No,No,Yes,No,01. 04. 2022,C,6,Gas boiler,Top floor,Overall,332,584,178,288,167,186,308,346,313,350,Premium materials and solutions,,1 to 10 years years,,,,,
710313,"CZK 12,000",50.10284,14.51,"Poděbradská, Prague - Vysočany",Studio,Excellent,42 m²,"CZK 3,000","CZK 30,000",Personal,Other,Furnished,No,No,No,Yes,Yes,Yes,Yes,,G,3,District heating,Middle floor,,175,"1,436",544,"1,036",651,566,418,"1,362",500,,Standard materials and solutions,,10 to 30 years years,,,,,
699667,"CZK 34,500",50.08581,14.46733,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,106 m²,"CZK 7,500","CZK 35,000",Personal,Other,Furnished,No,Yes,No,No,Yes,Yes,No,15. 05. 2022,C,13,,,,414,428,459,605,193,334,656,302,197,59,,,,,,,,
692743,"CZK 15,500",50.0855,14.36595,"Patočkova, Prague - Břevnov",Studio,Excellent,33 m²,"CZK 1,706",,Personal,Low-energy building,Partially furnished,Yes,No,No,No,No,Yes,No,01. 06. 2022,B,3,,,,89,233,295,343,280,210,119,441,312,329,,,,,,,,
710905,"CZK 19,000",50.1316367,14.5540352,"Martinická, Prague - Kbely",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Furnished,No,Yes,No,No,No,Yes,Yes,30. 04. 2022,C,1,District heating,Raised ground floor,,166,764,230,176,215,908,641,780,101,,,Yes,,,,,,
111504,"CZK 12,500",50.0700662,14.4478064,"Rybalkova, Prague - Vršovice",Studio,Excellent,26 m²,"CZK 1,500","CZK 28,000",Personal,Brick building,Furnished,No,No,No,No,Yes,No,No,01. 04. 2022,,1,Central heating,Ground floor,Overall,192,717,187,403,95,406,309,503,368,249,Premium materials and solutions,,1 to 10 years years,,,,,
682388,"CZK 12,000",50.1028,14.49695,"Českomoravská, Prague - Libeň",Small studio,Excellent,36 m²,"CZK 3,000","CZK 23,000",Personal,Prefab concrete building,Furnished,No,No,Yes,No,Yes,Yes,Yes,01. 10. 2021,B,2,District heating,Middle floor,,126,589,273,189,186,90,541,"1,080",637,392,Standard materials and solutions,,10 to 30 years years,,,,,
654594,"CZK 14,000",50.09672,14.46524,"Molákova, Prague - Karlín",Studio,New build,36 m²,"CZK 3,600","CZK 16,000",Personal,Prefab concrete building,Partially furnished,Yes,Yes,No,No,No,Yes,No,01. 04. 2022,G,1,,,,133,"1,202",118,"1,057",251,797,417,701,926,124,,,,,,,,
709652,"CZK 16,000",50.03422,14.51731,"Chalupkova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,85 m²,"CZK 4,500","CZK 32,000",Personal,Prefab concrete building,Furnished,No,No,Yes,Yes,No,Yes,No,01. 05. 2022,G,5,District heating,Middle floor,Overall,213,565,265,"1,048",443,514,210,321,167,139,Standard materials and solutions,,1 to 10 years years,,,,,
710850,"CZK 18,000",50.13031,14.42648,"Štětínská, Prague - Bohnice",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 4,500","CZK 22,500",Personal,Prefab concrete building,Furnished,No,No,Yes,Yes,No,Yes,No,21. 03. 2022,G,2,,,,297,682,281,934,637,313,550,559,833,286,,,,,,,,
647318,"CZK 14,000",50.133708,14.476638,"Akátová, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,000","CZK 28,000",Cooperative,Prefab concrete building,Partially furnished,No,No,No,No,No,Yes,No,17. 03. 2022,G,2,District heating,,,197,"1,077",532,"1,206",173,818,435,547,"1,278",458,,,,,,,,
539475,"CZK 21,000",50.0460364,14.3241152,"U Jezera, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,82 m²,"CZK 4,656","CZK 42,000",Cooperative,Prefab concrete building,Partially furnished,No,No,Yes,Yes,No,Yes,No,05. 04. 2022,C,8,District heating,Middle floor,Overall,332,700,316,253,209,313,236,93,299,91,Premium materials and solutions,,10 to 30 years years,,,,,
399383,"CZK 15,000",50.101813836321,14.426612212689,"Kamenická, Prague - Holešovice",Studio,Excellent,37 m²,"CZK 5,000","CZK 20,000",Personal,Brick building,Furnished,Yes,Yes,No,No,No,Yes,No,,C,2,Gas boiler,Middle floor,Overall,252,437,31,232,109,177,177,13,435,,Premium materials and solutions,,1 to 10 years years,,,,,
156828,"CZK 15,500",50.0780634,14.4580267,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 800,"CZK 20,000",Personal,Brick building,Partially furnished,No,No,No,No,No,Yes,No,01. 03. 2022,,2,Other,,,95,426,68,168,77,236,547,654,801,288,,,,,,,,
710797,"CZK 16,000",50.05115,14.45767,"Michelská, Prague - Michle",2 bedroom with open-plan kitchen,Good,78 m²,"CZK 6,000","CZK 21,000",Personal,Brick building,Furnished,No,No,No,Yes,No,No,No,15. 04. 2022,G,2,,,,128,650,96,653,133,531,348,604,641,358,,,,,,,,
710705,"CZK 8,500",50.03847,14.51854,"Matúškova, Prague - Háje",Studio,Excellent,30 m²,"CZK 2,496","CZK 13,000",Cooperative,Prefab concrete building,Partially furnished,No,No,Yes,No,No,Yes,No,01. 04. 2022,G,6,District heating,Top floor,,455,940,330,"1,297",379,892,525,416,534,283,,,,,,,,
460121,"CZK 15,600",50.074587,14.443176,"Moravská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,700","CZK 18,300",Personal,Brick building,Furnished,No,No,Yes,No,No,Yes,No,,,3,,Middle floor,Overall,169,27,121,533,102,404,206,285,522,276,Standard materials and solutions,,,,,,,
401143,"CZK 12,500",50.0544343,14.5127755,"Práčská, Prague - Záběhlice",2 bedroom,Good,52 m²,"CZK 3,600","CZK 24,000",Personal,Prefab concrete building,Partially furnished,No,No,No,No,Yes,Yes,No,17. 03. 2022,C,2,District heating,,Exterior,214,442,432,483,306,438,648,903,831,140,Standard materials and solutions,,,,,,,
710716,"CZK 18,490",50.12410861111,14.45105888888,"Čimická, Prague - Kobylisy",2 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 3,275","CZK 21,765",Personal,Brick building,Partially furnished,No,No,Yes,No,No,Yes,No,,G,1,,,,129,911,89,68,310,369,384,605,"1,119",238,,,,,"CZK 21,765

                                
                                
                
i",,,
510540,"CZK 11,300",50.0539099,14.3425225,"Běhounkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,,36 m²,"CZK 4,200","CZK 14,500",Personal,Prefab concrete building,Furnished,No,No,Yes,No,No,No,No,,,8,,,,264,571,261,577,480,226,399,199,"1,175",166,,,,,,,,
468373,"CZK 15,000",50.0886582,14.4839684,"Olgy Havlové, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,51 m²,"CZK 2,800",,Personal,Low-energy building,Partially furnished,No,No,No,No,No,Yes,No,,B,3,,,,391,821,433,633,148,676,500,368,365,124,,Yes,,,,,,
710699,"CZK 9,990",50.02972083333,14.44998888888,"Štúrova, Prague - Krč",Studio,Good,26 m²,"CZK 3,100","CZK 13,090",Personal,Prefab concrete building,Partially furnished,No,No,No,No,No,No,No,,G,,,,,113,"1,284",200,101,713,832,"1,163",548,369,,,,,,"CZK 13,090

                                
                                
                
i",,,
683821,"CZK 23,000",50.05484,14.44049,"Spolupráce, Prague - Nusle",2 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 3,200","CZK 23,000",Personal,Brick building,Furnished,No,Yes,No,No,No,No,No,01. 04. 2022,G,5,Gas boiler,,Interior,184,"1,129",323,565,140,485,462,303,711,319,Premium materials and solutions,,,,,,,
710118,"CZK 17,000",50.06355,14.45312,"Petrohradská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 1,000","CZK 20,000",Personal,Brick building,Unfurnished,No,Yes,No,No,No,Yes,No,14. 03. 2022,G,5,,,,127,584,125,706,5,569,367,393,371,450,,,,,,,,
575334,"CZK 25,000",50.0312027,14.4462594,"Pod Višňovkou, Prague - Krč",3 bedroom,Excellent,98 m²,"CZK 7,000","CZK 30,000",Personal,Brick building,Furnished,Yes,No,No,No,No,No,Yes,01. 05. 2022,D,1,Gas boiler,Raised ground floor,Overall,138,"1,466",435,"1,412",434,856,882,"1,114",934,755,,,,500 m²,,,,
695007,"CZK 14,000",50.101802239666,14.452645931906,"Tusarova, Prague - Holešovice",Studio,New build,30 m²,"CZK 2,500","CZK 18,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,01. 04. 2022,B,5,,,,171,523,79,246,9,188,385,347,96,262,,,,,,,,
710458,"CZK 5,000",50.08156,14.64289,"Nesměřická, Prague - Újezd nad Lesy",Other,Excellent,25 m²,,CZK 500,Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,05. 04. 2022,G,1,,,,359,851,433,768,887,703,310,,,,Standard materials and solutions,,,10 m²,,,,
180914,"CZK 11,000",50.0621567,14.4516187,"Bartoškova, Prague - Nusle",Studio,,45 m²,"CZK 2,700","CZK 22,000",Cooperative,Brick building,Furnished,No,No,No,No,No,No,No,,,2,,,,253,848,363,583,381,720,611,191,837,248,,,,,,,,
539268,"CZK 11,500",49.9848776,14.3593628,"náměstí Osvoboditelů, Prague - Radotín",1 bedroom with open-plan kitchen,,48 m²,"CZK 3,500","CZK 15,000",Personal,Prefab concrete building,Partially furnished,No,No,Yes,No,No,Yes,No,01. 05. 2022,,8,,,,199,172,98,548,148,422,532,727,496,45,,,,,,,,
646029,"CZK 10,000",50.07513,14.38313,"U Pernikářky, Prague - Smíchov",Studio,Excellent,21 m²,"CZK 2,043","CZK 15,000",Personal,Brick building,Partially furnished,No,No,Yes,No,No,Yes,No,27. 07. 2021,D,2,,,,533,"1,143",696,"1,324",746,"1,383",721,327,"1,097",363,,,,,,,,
498710,"CZK 11,300",50.066905652166,14.431690307952,"Na Folimance, Prague - Vinohrady",Studio,,33 m²,"CZK 2,700","CZK 14,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,,,5,,Middle floor,Overall,361,644,260,752,162,382,418,471,3,147,Standard materials and solutions,,1 to 10 years years,,,,,
470822,"CZK 8,000",50.0120743,14.4201057,"Mazancova, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 4,500","CZK 12,500",Cooperative,Prefab concrete building,Furnished,No,No,No,No,Yes,Yes,No,15. 04. 2022,C,5,District heating,Middle floor,Exterior,250,"1,074",196,976,"1,020","1,001",325,170,"1,096",294,Premium materials and solutions,,30 to 50 years years,,,,,
581839,"CZK 17,400",50.128615,14.483932,"Březenská, Prague - Libeň",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 3,550","CZK 55,000",Personal,Low-energy building,Furnished,No,No,No,No,Yes,Yes,Yes,16. 03. 2022,B,2,District heating,Middle floor,,163,"1,180",257,"1,235",458,249,195,728,919,192,Premium materials and solutions,Yes,1 to 10 years years,,,,,
694990,"CZK 27,000",50.101638767123,14.452644197097,"Tusarova, Prague - Holešovice",2 bedroom with open-plan kitchen,New build,70 m²,"CZK 4,000","CZK 27,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,01. 05. 2022,B,3,,,,188,545,95,268,25,205,407,369,113,246,,,1 to 10 years years,,,,,
710052,"CZK 14,000",50.00821,14.4063,"Vojtova, Prague - Modřany",1 bedroom,Excellent,51 m²,"CZK 4,500","CZK 18,500",Personal,Brick building,Furnished,No,No,No,No,Yes,No,No,10. 03. 2022,G,1,,Ground floor,Overall,150,"1,086",483,989,492,725,257,690,"1,373",207,,,,,,,,
657007,"CZK 11,000",50.0291787,14.4506539,Prague - Krč,Studio,Excellent,27 m²,"CZK 3,200","CZK 22,000",Personal,Prefab concrete building,Partially furnished,No,No,No,No,Yes,Yes,No,01. 03. 2022,C,10,District heating,,Interior,69,"1,240",280,57,704,788,"1,119",504,325,,,,,,,,,
661115,"CZK 27,500",50.07783,14.43667,"Vinohradská, Prague - Vinohrady",3 bedroom,Excellent,112 m²,"CZK 5,581",,Personal,Brick building,Partially furnished,Yes,No,No,No,No,No,No,21. 03. 2022,F,3,,,,82,240,76,129,72,4,335,424,475,805,,,,,,,,
591600,"CZK 13,000",50.035578,14.410744,"Nad Malým Mýtem, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 1,600","CZK 25,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,01. 02. 2020,E,2,Other,Middle floor,Interior,183,357,225,246,209,387,265,"1,108",138,,Premium materials and solutions,,1 to 10 years years,,,,,
262439,"CZK 14,800",50.0730669,14.394531,"Grafická, Prague - Smíchov",2 bedroom,,62 m²,CZK 700,"CZK 15,500",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,19. 03. 2022,,2,,Middle floor,,169,876,61,567,41,658,17,"1,014",925,315,,,,,,,,
575002,"CZK 12,000",50.0570457,14.4400154,"Soudní, Prague - Nusle",Small studio,Excellent,35 m²,CZK 500,"CZK 24,000",Personal,Brick building,Partially furnished,No,No,Yes,No,No,No,No,10. 03. 2022,D,3,Gas boiler,,Interior,133,"1,323",350,629,244,656,543,480,530,262,Standard materials and solutions,,,,,,,
240794,"CZK 15,000",50.1363086059,14.3804926233,"Suchdolské náměstí, Prague - Suchdol",Studio,Excellent,45 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,Furnished,Yes,No,Yes,No,No,Yes,Yes,07. 03. 2022,,3,Central heating,Middle floor,,129,59,413,154,169,20,560,497,952,785,Standard materials and solutions,,10 to 30 years years,,,,,
688938,"CZK 25,000",50.1098988,14.4980466,Prague - Vysočany,Studio,New build,38 m²,"CZK 5,000","CZK 30,000",Personal,Low-energy building,,No,Yes,No,No,No,No,No,Ihned,A,,,,,83,266,76,157,42,169,510,686,283,351,,,,,,,,
552580,"CZK 16,000",50.057315,14.4416437,Prague - Nusle,1 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 3,500","CZK 20,000",Cooperative,Brick building,Furnished,No,No,Yes,No,No,No,No,01. 04. 2022,,,Gas boiler,Raised ground floor,Overall,79,"1,174",296,774,274,692,470,445,676,189,Standard materials and solutions,,,,,,,
507218,"CZK 35,000",50.0763203,14.3728569,"Libínská, Prague - Smíchov",2 bedroom with open-plan kitchen,,120 m²,"CZK 8,000","CZK 18,000",Personal,Prefab concrete building,Partially furnished,Yes,No,No,No,Yes,No,No,,,3,,Top floor,,238,"1,082",705,"1,275",549,"1,065","1,121","1,002",531,470,,,,,,,,
658789,"CZK 13,950",50.10608,14.4905,"Drahobejlova, Prague - Libeň",Small studio,Excellent,30 m²,CZK 950,"CZK 22,000",Personal,Brick building,Partially furnished,No,No,No,No,No,Yes,No,01. 05. 2022,C,5,Gas boiler,Middle floor,,184,143,6,326,135,425,130,356,84,98,,,,,,,,
687893,"CZK 18,000",50.05786,14.28258,"Sazovická, Prague - Zličín",1 bedroom with open-plan kitchen,,67 m²,"CZK 3,900","CZK 20,000",Personal,Other,,Yes,No,Yes,No,No,No,Yes,04. 04. 2022,G,6,,,,255,920,795,725,809,849,198,"1,071",158,,,,,,,,,
709893,"CZK 15,000",50.05363,14.43595,"Kotorská, Prague - Nusle",1 bedroom,Excellent,46 m²,"CZK 4,000","CZK 30,000",Personal,Prefab concrete building,Furnished,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,G,8,,,,251,837,87,390,146,303,395,262,429,278,,,,,,,,
710376,"CZK 14,000",50.1030611,14.4357051,"U Smaltovny, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 3,000","CZK 14,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,01. 04. 2022,G,1,,,,354,886,122,398,89,238,420,388,888,,,,,,,,,
285346,"CZK 15,500",50.0127154,14.623104,Prague - Kolovraty,1 bedroom with open-plan kitchen,,60 m²,"CZK 2,500",,Personal,Brick building,Furnished,No,No,No,No,No,No,No,01. 04. 2022,,2,Central heating,,Interior,78,498,293,157,95,181,502,409,176,,,,,,,,,
698777,"CZK 32,000",50.10128,14.42327,"Ovenecká, Prague - Bubeneč",4 bedroom,Excellent,126 m²,"CZK 7,000",,Personal,Brick building,Partially furnished,No,No,Yes,No,Yes,No,No,08. 03. 2022,G,1,,,,171,212,116,136,19,176,492,383,293,,,,,,,,,
522222,"CZK 15,000",50.0230258,14.4554361,Prague - Krč,2 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500","CZK 20,000",Personal,Prefab concrete building,Furnished,No,No,No,No,No,No,No,19. 03. 2022,,1,Central heating,Raised ground floor,Overall,425,779,668,351,314,585,"1,221",720,601,,Standard materials and solutions,,,,,,,
603152,"CZK 19,900",50.096952,14.4652,"Molákova, Prague - Karlín",2 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 4,200","CZK 20,000",Personal,Other,Furnished,No,Yes,No,No,No,Yes,No,01. 01. 1970,B,2,District heating,,Overall,108,"1,177",92,"1,032",226,771,442,685,901,149,Premium materials and solutions,,,,,,,
543869,"CZK 30,000",50.0919232,14.4220003,"U Milosrdných, Prague - Staré Město",1 bedroom with open-plan kitchen,,71 m²,"CZK 4,000","CZK 34,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,ihned,C,5,Gas boiler,Top floor,Overall,241,450,162,290,107,135,333,430,340,300,Premium materials and solutions,,,,,,,
710345,"CZK 22,000",50.08636,14.46054,"Jeseniova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,58 m²,CZK 10,"CZK 22,000",Personal,Brick building,Partially furnished,Yes,No,Yes,No,Yes,Yes,No,14. 03. 2022,B,2,,,,98,419,1,617,312,391,324,360,492,213,,,,,,,,
664272,"CZK 6,000",50.0176154,14.3496341,Prague - Slivenec,Other,Excellent,11 m²,"CZK 1,000","CZK 2,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,09. 08. 2021,A,1,Other,,,354,824,"1,063","1,128",856,"1,316",228,,,,Standard materials and solutions,,10 to 30 years years,,,,,
427251,"CZK 45,000",50.090822,14.4293197,"Soukenická, Prague - Nové Město",4 bedroom,Excellent,161 m²,"CZK 5,000","CZK 45,000",Personal,Brick building,Partially furnished,No,Yes,No,No,No,Yes,No,09. 03. 2022,,2,Central heating,Middle floor,Overall,128,308,161,136,56,214,32,276,372,422,Premium materials and solutions,,,16 m²,,,,
709146,"CZK 26,000",50.03217,14.39395,"Lumiérů, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 2,000","CZK 78,000",Cooperative,Brick building,Partially furnished,Yes,No,No,No,No,No,No,01. 04. 2022,G,2,,,,154,840,"1,433",272,"1,491",97,,,,,,,,,,,,
709032,"CZK 20,000",50.04829,14.30282,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 4,500","CZK 20,000",Personal,Brick building,Partially furnished,No,Yes,No,No,Yes,No,Yes,01. 06. 2022,B,5,,,,378,322,169,334,"1,107","1,075",702,863,43,,,,,,,,,
546070,"CZK 12,000",50.138952817143,14.513084457672,"Stará náves, Prague - Letňany",Studio,New build,34 m²,"CZK 4,500","CZK 16,500",Personal,Brick building,Furnished,No,No,No,No,Yes,No,No,09. 03. 2022,A,1,District heating,Middle floor,Overall,390,393,567,846,295,344,454,723,703,146,Premium materials and solutions,Yes,1 to 10 years years,,,,,
403170,"CZK 20,000",50.137653655662,14.520674939178,"Nepomuckých, Prague - Letňany",3 bedroom,New build,80 m²,"CZK 5,000","CZK 50,000",Personal,Brick building,Partially furnished,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,B,2,,,,262,395,"1,050",962,537,499,788,"1,312","1,050",240,,Yes,1 to 10 years years,,,,,
710240,"CZK 14,000",50.06382,14.27051,"Blatnická, Prague - Sobín",Studio,Good,57 m²,"CZK 2,500","CZK 14,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,20. 03. 2022,G,1,,,,32,"1,249",14,"1,056",,,,,,,,,,,,,,
286098,"CZK 13,500",50.057543,14.5025042,"U Zahradního města, Prague - Záběhlice",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 2,700","CZK 28,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,,,2,Central heating,Middle floor,,148,66,447,517,390,472,451,421,668,112,Standard materials and solutions,,10 to 30 years years,,,,,
