Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Design,Heating,Total number of floors,Renovation,Age,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky
715409,"CZK 16,000",50.102,14.43331,"Veletržní, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,52 m²,CZK 600,"CZK 16,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,25. 04. 2022,G,124,628,3,140,85,176,395,470,848,,,,,,,,,,,,
714371,"CZK 10,000",50.05974,14.2945,"Na Radosti, Prague - Zličín",Studio,New build,30 m²,"CZK 4,800","CZK 12,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,E,91,898,798,906,80,"1,016",679,"1,166",92,520,,,,,,,,,,,
581360,"CZK 22,000",50.026392,14.417815,"Údolní, Prague - Braník",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 5,000","CZK 44,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,G,68,"1,050",606,"1,042",457,531,531,682,"1,290",640,Premium materials and solutions,,Raised ground floor,Interior,,,,,,,
697963,"CZK 13,000",50.07486,14.42255,"Salmovská, Prague - Nové Město",Studio,Excellent,21 m²,"CZK 1,200","CZK 14,000",Personal,Brick building,Furnished,2,No,Yes,No,No,No,Yes,No,24. 04. 2022,B,150,397,110,388,95,207,304,316,662,421,Premium materials and solutions,District heating,Middle floor,Overall,1 to 10 years years,,,5 m²,,,
713182,"CZK 21,000",50.0733476,14.3959227,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 5,000","CZK 40,000",Personal,Other,Unfurnished,4,Yes,No,Yes,No,No,Yes,Yes,22. 04. 2022,G,200,816,148,507,122,598,93,"1,141",864,357,,,Middle floor,,1 to 10 years years,Yes,,,,,
630457,"CZK 16,000",50.071753,14.431997,"Lublaňská, Prague - Nové Město",Small studio,Good,25 m²,"CZK 2,000",,Other,Brick building,Furnished,2,No,No,No,No,No,No,No,12. 10. 2020,E,216,344,70,346,22,280,306,274,647,724,,,,,,,,,,,
692107,"CZK 21,300",50.07592,14.40553,"Arbesovo náměstí, Prague - Smíchov",Studio,Excellent,28 m²,"CZK 3,200","CZK 25,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 08. 2022,C,77,64,152,107,11,143,97,"1,032",852,494,,,,,,,,,,,
713756,"CZK 16,000",50.0440154,14.517211,"Bratislavská, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 4,400","CZK 15,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,01. 05. 2022,G,195,134,201,190,"1,004",212,"1,215",157,,,,,,,,,,,,,
715370,"CZK 13,000",50.0615746,14.3810292,"Mikšovského, Prague - Košíře",1 bedroom,Good,46 m²,"CZK 2,000","CZK 15,000",Cooperative,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,G,279,"1,182",553,969,542,"1,483","1,143",291,"1,166",645,,,,,,,,,,,
681424,"CZK 12,000",50.0674282,14.4599684,"Moskevská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,37 m²,"CZK 4,350","CZK 24,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 05. 2022,D,73,498,59,298,0,406,497,344,282,295,,,,,,,,,,,
715358,"CZK 15,000",50.00861,14.42885,"Rilská, Prague - Modřany",2 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 7,000","CZK 30,000",Personal,Prefab concrete building,Furnished,10,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,C,299,934,97,923,125,"1,013",314,360,338,165,,District heating,,,10 to 30 years years,,,,,,
640912,"CZK 8,100",50.035171,14.411621,"Zelinářská, Prague - Braník",Small studio,Excellent,38 m²,CZK 800,"CZK 15,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,01. 05. 2022,G,125,412,167,101,268,349,144,"1,229",260,,,,,,,,,,,,
630147,"CZK 19,000",50.089428,14.466015,"Roháčova, Prague - Žižkov",2 bedroom,Excellent,60 m²,"CZK 1,000","CZK 38,000",Personal,Brick building,Furnished,5,No,No,Yes,No,No,Yes,No,19. 04. 2022,G,147,748,74,154,55,224,526,550,496,244,Premium materials and solutions,Electric boiler,Middle floor,Overall,1 to 10 years years,,,,,,
715353,"CZK 10,000",50.09062,14.49658,"Pod Lipami, Prague - Žižkov",Small studio,Good,21 m²,"CZK 2,500","CZK 10,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,25. 04. 2022,B,210,503,154,806,104,534,837,154,752,237,,,,,,,,,,,
623922,"CZK 11,000",50.064342,14.442252,"Čestmírova, Prague - Nusle",Studio,New build,25 m²,"CZK 1,000","CZK 12,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 05. 2022,C,90,311,92,91,15,61,367,597,576,437,Premium materials and solutions,Central heating,Middle floor,Overall,1 to 10 years years,,,,,,
545400,"CZK 8,500",50.036559,14.4172471,Prague - Braník,Small studio,,25 m²,"CZK 2,500","CZK 3,000",Other,Brick building,Furnished,,No,No,No,No,No,No,No,21. 04. 2022,,514,627,473,447,573,399,312,784,,,,,,,,,,,,,
715349,"CZK 12,000",50.07293,14.44124,"Jana Masaryka, Prague - Vinohrady",1 bedroom,Excellent,33 m²,"CZK 3,000","CZK 20,000",Other,Brick building,Unfurnished,1,No,No,No,No,No,No,No,21. 04. 2022,G,42,256,34,612,69,568,247,441,558,371,,Gas boiler,Middle floor,,,,,,,,
715329,"CZK 12,800",50.07177,14.46983,"28. pluku, Prague - Vršovice",Studio,Excellent,34 m²,"CZK 3,200","CZK 12,800",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,20. 04. 2022,G,79,577,159,372,245,172,344,221,749,210,,,Middle floor,Interior,,,,,,,
715328,"CZK 13,500",50.04276,14.49314,"Klapálkova, Prague - Chodov",Studio,New build,32 m²,"CZK 2,000","CZK 27,000",Personal,Brick building,Unfurnished,1,Yes,No,No,No,No,Yes,No,01. 05. 2022,G,33,832,168,877,517,"1,461",395,"1,201","1,083",262,,,,,,,,,,,
715324,"CZK 15,000",50.10471,14.48725,"Drahobejlova, Prague - Libeň",Small studio,New build,37 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Furnished,5,Yes,No,Yes,No,No,Yes,Yes,01. 05. 2022,G,210,150,189,176,93,336,406,635,250,105,,,,,,,,,,,
715315,"CZK 16,800",50.04522,14.46547,"Podle Kačerova, Prague - Michle",2 bedroom with open-plan kitchen,Excellent,74 m²,"CZK 4,700","CZK 21,500",Personal,Prefab concrete building,Partially furnished,4,No,No,No,Yes,No,Yes,No,14. 05. 2022,G,209,"1,097",569,974,567,723,307,362,841,122,Standard materials and solutions,District heating,Middle floor,Overall,10 to 30 years years,,,,,,
715028,"CZK 11,000",50.1069435,14.4464819,"Osadní, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,31 m²,"CZK 2,000","CZK 11,000",Personal,Brick building,Unfurnished,5,No,No,No,No,No,Yes,No,20. 04. 2022,G,130,405,238,418,163,273,315,758,329,243,Standard materials and solutions,,,,,,,,,,
282676,"CZK 15,000",50.0686763,14.3091212,"Žufanova, Prague - Řepy",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,000","CZK 25,000",Personal,Prefab concrete building,Furnished,4,No,No,No,No,No,Yes,No,10. 05. 2022,B,227,598,447,816,474,336,342,438,"1,207",51,,Central heating,,,,,,,,,
573326,"CZK 14,000",50.0641277,14.2874444,"Hevlínská, Prague - Zličín",Studio,Excellent,48 m²,"CZK 3,500","CZK 28,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 07. 2022,,232,176,"1,056",792,818,"1,086",493,,,,Premium materials and solutions,Gas boiler,Middle floor,,1 to 10 years years,,,,,,
456849,"CZK 17,000",50.03156,14.60085,"Nové náměstí, Prague - Uhříněves",1 bedroom with open-plan kitchen,,64 m²,"CZK 1,500","CZK 34,000",Personal,Brick building,Partially furnished,1,No,Yes,Yes,No,No,No,No,01. 05. 2022,D,162,214,323,149,183,163,492,629,548,301,Standard materials and solutions,Gas boiler,Raised ground floor,,10 to 30 years years,,,90 m²,,,
610174,"CZK 12,000",50.049054,14.345899,"V Hůrkách, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,33 m²,"CZK 2,700","CZK 15,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,,355,487,115,288,179,351,99,317,"1,176",18,,,Middle floor,Overall,,,,,,,
715307,"CZK 24,500",50.08709,14.46381,"V Kapslovně, Prague - Žižkov",3 bedroom,Excellent,98 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,Yes,Yes,21. 04. 2022,C,238,742,121,386,39,564,646,641,563,455,,,,,,,,,,,
711233,"CZK 14,990",50.1085429,14.5254683,"Granitova, Prague - Hloubětín",Studio,New build,44 m²,"CZK 2,990",,Personal,Low-energy building,Partially furnished,5,No,Yes,Yes,No,Yes,Yes,No,21. 03. 2022,A,280,"1,320",719,"1,302","1,077","1,144","1,212","1,015","1,196",524,Premium materials and solutions,District heating,,,1 to 10 years years,Yes,,,,,
621379,"CZK 9,000",50.056553,14.495605,"Jabloňová, Prague - Záběhlice",Small studio,Excellent,25 m²,"CZK 3,200","CZK 18,000",Personal,Prefab concrete building,Furnished,8,No,No,No,No,No,Yes,No,20. 04. 2022,,59,616,149,989,200,50,166,658,166,283,,,,,,,,,,,
713073,"CZK 16,000",50.07784,14.49749,"Vrátkovská, Prague - Strašnice",2 bedroom,Good,52 m²,"CZK 5,756","CZK 40,000",Cooperative,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,No,No,01. 05. 2022,D,242,489,146,575,314,529,552,469,"1,195",154,,District heating,Middle floor,,,,,,,,
401143,"CZK 12,500",50.0544343,14.5127755,"Práčská, Prague - Záběhlice",2 bedroom,Good,52 m²,"CZK 3,600","CZK 24,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,Yes,Yes,No,17. 03. 2022,C,214,442,432,483,306,438,648,903,831,140,Standard materials and solutions,District heating,,Exterior,,,,,,,
615846,"CZK 5,800",50.069998,14.488557,"Gutova, Prague - Strašnice",Small studio,New build,16 m²,"CZK 1,400","CZK 10,000",Personal,Brick building,,1,No,No,No,No,No,No,No,25. 04. 2022,G,82,992,477,622,89,295,355,776,318,249,,,,,,,,,,,
514992,"CZK 15,900",50.0806407,14.4498808,Prague - Žižkov,1 bedroom with open-plan kitchen,,51 m²,CZK 750,"CZK 18,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 05. 2018,,445,404,200,508,85,305,377,491,664,352,,,,,,,,,,,
709962,"CZK 13,000",50.09935,14.42987,"Milady Horákové, Prague - Holešovice",Studio,Excellent,30 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,Furnished,2,Yes,No,Yes,No,No,No,No,22. 04. 2022,G,75,523,33,158,86,70,139,60,409,,,,,,,,,,,,
286300,"CZK 13,500",50.033422754,14.610529887,"Václava Trojana, Prague - Uhříněves",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 4,000","CZK 35,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,14. 05. 2022,C,134,"1,224",357,"1,233",731,"1,177",749,"1,252",894,164,Standard materials and solutions,District heating,Middle floor,Overall,1 to 10 years years,,,,,,
367899,"CZK 16,000",50.0854072,14.3740317,"Mládeže, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 2,500","CZK 32,000",Personal,Brick building,Partially furnished,5,No,Yes,No,No,No,No,No,,B,150,720,240,430,225,133,161,345,438,321,,Gas boiler,,Overall,,,,,,,
652153,"CZK 15,000",50.071528,14.430216,"Fügnerovo náměstí, Prague - Nové Město",Studio,Excellent,20 m²,"CZK 4,500","CZK 3,000",Personal,Brick building,Furnished,3,No,No,No,No,Yes,Yes,Yes,19. 04. 2022,C,210,499,175,346,159,239,220,429,661,519,Premium materials and solutions,Central heating,Middle floor,Overall,1 to 10 years years,,,,,,
163681,"CZK 11,500",50.1401102,14.548523,"Herlíkovická, Prague - Kbely",Small studio,,46 m²,"CZK 4,850",,Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,,A,161,959,773,812,"1,109","1,042",711,"1,130",142,,Standard materials and solutions,District heating,Ground floor,,10 to 30 years years,,,42 m²,,,
351656,"CZK 12,000",50.0590262,14.3820704,"Na Farkáně III, Prague - Radlice",1 bedroom,,32 m²,"CZK 3,000","CZK 24,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,217,744,118,531,214,"1,064",832,565,707,331,,Electric boiler,Ground floor,,,,,,,,
557589,"CZK 17,500",50.1187312,14.4967253,"Libočanská, Prague - Prosek",1 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 5,825","CZK 25,000",Personal,Low-energy building,Furnished,2,No,No,No,No,Yes,Yes,No,01. 07. 2022,C,181,822,381,323,217,361,470,396,"1,094",370,,District heating,Middle floor,,10 to 30 years years,,,,,,
608060,"CZK 11,000",50.008761,14.415273,"Československého exilu, Prague - Modřany",Studio,New build,39 m²,"CZK 1,910",CZK 1,Personal,Brick building,,3,Yes,No,No,No,No,Yes,No,01. 06. 2022,B,68,475,402,376,445,401,241,541,"1,086",425,,,,,,Yes,,,,,
709484,"CZK 13,500",50.05702105,14.292262248137,"Do Zahrádek I, Prague - Třebonice",Studio,New build,31 m²,"CZK 2,500","CZK 31,000",Personal,Brick building,Furnished,4,Yes,No,No,No,No,Yes,Yes,21. 04. 2022,A,289,"1,204",586,530,842,640,640,864,481,,Premium materials and solutions,Other,Top floor,,,Yes,,,,,
605139,"CZK 25,000",50.095329,14.458173,"Kaizlovy Sady, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 2,263","CZK 25,000",Personal,Brick building,Furnished,2,Yes,Yes,Yes,No,Yes,Yes,No,25. 04. 2022,B,85,789,82,529,83,486,289,"1,008",537,220,,Central heating,Middle floor,Overall,,,,15 m²,,,
715222,"CZK 16,500",50.04577,14.30466,"Klementova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 3,500","CZK 25,000",Cooperative,Brick building,Partially furnished,2,No,No,No,Yes,No,Yes,No,25. 04. 2022,B,147,109,174,"1,482",120,917,"1,014",619,780,132,,,,,,,,,,,
393866,"CZK 18,000",50.0692954,14.4739425,"Amurská, Prague - Vršovice",2 bedroom,,53 m²,"CZK 1,500","CZK 36,000",Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,Yes,No,15. 06. 2022,,294,442,218,324,110,505,76,195,144,184,,,,,,,,,,,
600130,"CZK 10,000",50.072442,14.392718,"Plzeňská, Prague - Smíchov",Studio,Excellent,30 m²,"CZK 2,500","CZK 12,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 07. 2022,G,64,925,20,616,155,745,212,"1,000",933,226,,Central heating,Middle floor,,,,,,,,
506568,"CZK 20,900",50.0692665,14.3734225,"Pod Kavalírkou, Prague - Košíře",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 5,500","CZK 50,000",Personal,Brick building,Furnished,3,Yes,Yes,Yes,No,Yes,Yes,No,31. 05. 2022,B,203,249,242,217,279,325,480,962,832,165,Premium materials and solutions,Central heating,Middle floor,,1 to 10 years years,Yes,,50 m²,,,
624638,"CZK 14,000",50.013883,14.634175,"Preislerova, Prague - Kolovraty",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 2,503","CZK 14,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,Yes,30. 04. 2022,B,223,566,991,924,953,962,617,"1,316",257,,Standard materials and solutions,Gas boiler,,,1 to 10 years years,,,,,,
707202,"CZK 28,990",50.10296333333,14.43471,"Schnirchova, Prague - Holešovice",2 bedroom,Excellent,80 m²,"CZK 2,249","CZK 31,239",Personal,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,,G,177,833,68,345,76,160,373,455,920,,,,,,,,"CZK 31,239

                                
                                
                
i",,,,
537507,"CZK 30,000",50.0787284,14.4380824,"Anny Letenské, Prague - Vinohrady",3 bedroom,,90 m²,"CZK 5,000","CZK 30,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 01. 2019,,143,504,340,202,92,241,214,214,280,611,,,,,,,,,,,
712580,"CZK 13,700",50.12639,14.42051,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 3,500","CZK 20,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,G,231,254,267,324,118,268,776,965,"1,244",396,,,,,,,,,,,
713216,"CZK 15,000",50.03495,14.38949,"Devonská, Prague - Hlubočepy",Studio,New build,60 m²,"CZK 6,000","CZK 21,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,Yes,No,14. 05. 2022,G,202,"1,286",669,"1,194",642,"1,252","1,272","1,272","1,205",91,,Central heating,,,,,,,,,
599897,"CZK 18,000",50.079357,14.448796,"Ondříčkova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 1,800","CZK 16,000",Personal,Brick building,Furnished,1,Yes,No,No,No,No,Yes,No,01. 05. 2022,B,316,378,43,377,103,406,247,287,691,274,,District heating,,Overall,1 to 10 years years,,,,,,
588609,"CZK 17,000",50.108993,14.624449,"Ve žlíbku, Prague - Horní Počernice",3 bedroom,Excellent,82 m²,"CZK 3,000","CZK 17,000",Personal,Brick building,Unfurnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,B,104,758,967,716,501,910,368,,,,,Gas boiler,Middle floor,,,,,,,,
715153,"CZK 12,000",50.10421,14.47933,"U Balabenky, Prague - Libeň",Studio,Good,38 m²,"CZK 3,000","CZK 12,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,G,11,274,121,364,58,317,387,471,133,398,,,,,,,,,,,
641201,"CZK 13,000",49.987588,14.453434,"U Nové Louky, Prague - Cholupice",2 bedroom,Good,42 m²,"CZK 3,500","CZK 16,500",Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,19. 04. 2022,,404,348,553,564,,,,,,,,,,,,,,,,,
715151,"CZK 20,990",50.09762888888,14.34767472222,"Vokovická, Prague - Vokovice",3 bedroom,Good,78 m²,"CZK 3,534","CZK 24,524",Personal,Prefab concrete building,Partially furnished,12,Yes,No,No,No,No,Yes,No,,D,122,"1,174",57,891,309,286,214,125,278,186,,,,,,,"CZK 24,524

                                
                                
                
i",,,,
715135,"CZK 13,990",50.0968525,14.46717666666,"Nekvasilova, Prague - Karlín",1 bedroom with open-plan kitchen,Good,48 m²,"CZK 1,799","CZK 15,769",Personal,Prefab concrete building,Unfurnished,7,Yes,No,Yes,No,No,Yes,No,,G,246,"1,072",189,"1,019",304,807,563,545,778,130,,,,,,,"CZK 15,769

                                
                                
                
i",,,,
415530,"CZK 13,000",50.0482602,14.4379876,"Milevská, Prague - Krč",Studio,,35 m²,"CZK 3,000","CZK 16,000",Personal,Prefab concrete building,Partially furnished,2,Yes,No,No,No,No,No,No,22. 04. 2022,,219,360,267,432,155,436,424,564,187,122,,,,,,,,,,,
587681,"CZK 13,500",50.079564,14.428764,"Krakovská, Prague - Nové Město",2 bedroom,Good,51 m²,"CZK 5,500","CZK 19,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 07. 2022,E,273,540,175,46,147,201,498,676,330,582,Premium materials and solutions,Gas boiler,Attic,,30 to 50 years years,,,,,,
715128,"CZK 14,000",50.01729,14.44441,"Zdislavická, Prague - Kamýk",1 bedroom with open-plan kitchen,Good,40 m²,"CZK 3,000","CZK 14,000",Personal,Prefab concrete building,Furnished,6,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,B,162,652,130,"1,233",570,166,492,442,939,170,,,,,,,,,,,
532548,"CZK 22,500",50.0082724,14.4211055,Prague - Modřany,3 bedroom with open-plan kitchen,Excellent,76 m²,"CZK 3,000","CZK 45,000",Cooperative,Prefab concrete building,Furnished,6,Yes,No,No,No,No,Yes,No,01. 07. 2022,,457,585,436,446,514,471,232,"1,023",951,629,,,Middle floor,,1 to 10 years years,,,,,,
598228,"CZK 10,000",50.054874,14.525425,"Rychtáře Petříka, Prague - Hostivař",Studio,New build,36 m²,"CZK 3,000","CZK 10,000",Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,Yes,No,01. 05. 2022,B,287,755,238,717,532,759,"1,182",642,491,399,,,Middle floor,,1 to 10 years years,,,,,,
661647,"CZK 12,500",50.02428,14.51511,"Ke Kateřinkám, Prague - Chodov",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 4,000","CZK 10,000",Personal,Prefab concrete building,Partially furnished,7,Yes,No,Yes,Yes,No,No,No,01. 05. 2022,B,14,969,166,"1,452",268,216,136,524,"1,472",265,Standard materials and solutions,District heating,Middle floor,Overall,1 to 10 years years,,,,,,
493091,"CZK 18,000",50.1268957,14.4219657,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,,55 m²,"CZK 3,500","CZK 40,000",Personal,Other,Furnished,4,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,C,403,318,77,388,182,332,687,968,"1,053",325,,,,,10 to 30 years years,,,,,,
715113,"CZK 21,000",50.04804,14.4852,"Hrusická, Prague - Záběhlice",3 bedroom,Excellent,72 m²,"CZK 2,000","CZK 21,000",Personal,Brick building,Furnished,3,No,No,No,Yes,No,No,No,01. 06. 2022,C,198,334,261,275,219,121,293,"1,053",296,,,,,,,,,,,,
715096,"CZK 20,000",50.07159,14.44605,"Voroněžská, Prague - Vršovice",2 bedroom with open-plan kitchen,Good,75 m²,"CZK 4,000","CZK 48,000",Personal,Brick building,,1,No,No,No,No,No,No,No,01. 05. 2022,G,102,595,24,523,75,664,466,426,266,256,,,,,,,,,,,
710381,"CZK 18,300",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,800","CZK 40,000",Personal,Low-energy building,Partially furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,22. 03. 2022,A,79,953,290,"1,197",615,"1,258","1,259",537,,,Premium materials and solutions,Central heating,,,,Yes,,,,,
661115,"CZK 27,500",50.07783,14.43667,"Vinohradská, Prague - Vinohrady",3 bedroom,Excellent,112 m²,"CZK 5,581",,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,21. 03. 2022,F,82,240,76,129,72,4,335,424,475,805,,,,,,,,,,,
452524,"CZK 14,900",50.1057184,14.5300966,"Konzumní, Prague - Hloubětín",1 bedroom with open-plan kitchen,,50 m²,CZK 700,"CZK 15,000",Personal,Brick building,Unfurnished,1,Yes,No,No,No,No,No,No,01. 05. 2022,,203,797,178,778,542,648,739,597,636,435,,,,,,,,,,,
714225,"CZK 16,104",50.08065,14.431,"Washingtonova, Prague - Nové Město",Studio,Excellent,24 m²,"CZK 3,200","CZK 32,208",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,D,124,331,157,252,102,6,301,804,219,527,,,,,,,,,,,
714221,"CZK 23,363",50.08065,14.431,"Washingtonova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 4,200","CZK 46,726",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,D,124,331,157,252,102,6,301,804,219,527,,,,,,,,,,,
596022,"CZK 30,000",50.071549,14.446247,"Voroněžská, Prague - Vršovice",3 bedroom with open-plan kitchen,Good,110 m²,"CZK 5,000","CZK 70,000",Personal,Brick building,,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,G,88,582,11,510,62,650,453,440,253,242,,,,,,,,,,,
710940,"CZK 34,000",50.0959448,14.453085513058,"Rohanské nábřeží, Prague - Karlín",2 bedroom with open-plan kitchen,New build,80 m²,"CZK 5,750","CZK 20,000",Personal,Prefab concrete building,Furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,G,327,632,307,307,206,444,677,553,540,,,District heating,,,1 to 10 years years,,,,,,
596903,"CZK 14,000",50.029986,14.369024,"Voskovcova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,000","CZK 17,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 10. 2021,C,111,862,87,859,36,851,205,258,498,193,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,,
657522,"CZK 15,500",50.06862,14.40104,"Ostrovského, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 3,000","CZK 18,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,D,27,143,131,268,19,44,346,591,852,149,,,,,,,,,,,
714416,"CZK 23,000",50.09179,14.44168,"Sokolovská, Prague - Karlín",1 bedroom,Excellent,27 m²,"CZK 4,500","CZK 23,000",Personal,Brick building,Furnished,3,No,Yes,No,No,No,No,No,18. 04. 2022,G,170,423,142,168,13,109,427,891,261,225,,,,,,,,,,,
715057,"CZK 13,000",50.08178,14.44705,"Kubelíkova, Prague - Žižkov",1 bedroom,Excellent,30 m²,"CZK 1,970","CZK 15,000",Personal,Brick building,Partially furnished,,No,Yes,No,No,No,No,No,01. 07. 2022,G,546,395,30,489,17,63,293,301,622,393,,,,,,,,,,,
710458,"CZK 25,000",50.08156,14.64289,"Nesměřická, Prague - Újezd nad Lesy",Other,Excellent,30 m²,,CZK 500,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,18. 04. 2022,G,359,851,433,768,887,703,310,,,,Standard materials and solutions,,,,,,,10 m²,,,
526339,"CZK 9,100",50.063656,14.4444206,"Mečislavova, Prague - Nusle",1 bedroom,,38 m²,CZK 800,"CZK 25,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,24. 06. 2022,,286,508,121,251,211,258,490,787,669,627,,Other,Middle floor,Interior,1 to 10 years years,,,,,,
451823,"CZK 13,800",50.0740589,14.4437095,"Šumavská, Prague - Vinohrady",1 bedroom,Excellent,58 m²,"CZK 1,700","CZK 14,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,15. 05. 2022,D,163,129,116,617,96,399,289,279,497,251,,Gas boiler,Middle floor,Overall,,,,,,,
140217,"CZK 10,000",50.095907,14.3655905,"Na Rozdílu, Prague - Vokovice",1 bedroom with open-plan kitchen,,55 m²,"CZK 4,000","CZK 10,000",Personal,Brick building,Unfurnished,-1,No,No,No,No,Yes,No,No,01. 05. 2022,D,454,449,482,458,133,151,726,679,869,109,,Other,Ground floor,Interior,over 50 years years,,,,,,
152553,"CZK 14,500",50.1275027,14.5031577,"Bechlínská, Prague - Letňany",1 bedroom with open-plan kitchen,,55 m²,"CZK 5,400","CZK 29,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,No,18. 04. 2022,,225,841,106,870,581,807,351,519,270,,,,,,,,,,,,
