Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Age,Design,Heating,Total number of floors,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Administration fee,Ownership Type,PENB,Renovation,New building,Front garden,Developer name,Project name,Kód jednotky
670707,"CZK 25,000",50.07067,14.37649,"Plzeňská, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 4,000","CZK 40,000",Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 05. 2022,,,,,218,64,199,439,230,546,213,620,691,325,,Personal,B,,,,,,
496859,"CZK 18,000",50.0562016,14.3484456,Prague - Jinonice,1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,834","CZK 18,000",Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,Yes,01. 04. 2022,,,,,305,"1,121",449,817,603,599,470,705,78,,,Personal,B,,Yes,,,,
712080,"CZK 14,990",50.04684,14.44859,"Přímětická, Prague - Michle",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 1,637","CZK 30,000",Prefab concrete building,Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,,,District heating,Middle floor,191,585,180,225,193,267,184,801,586,282,,Personal,G,,,,,,
639768,"CZK 14,900",50.105523,14.477794,"Pod Kotlaskou, Prague - Libeň",2 bedroom,Excellent,77 m²,"CZK 3,293","CZK 19,000",Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,05. 07. 2021,,,Electric boiler,Middle floor,169,438,221,438,118,390,487,194,461,156,,Personal,G,Overall,,,,,
576216,"CZK 31,000",50.0737075,14.4374755,"Uruguayská, Prague - Vinohrady",3 bedroom,Excellent,104 m²,CZK 900,"CZK 31,000",Brick building,Partially furnished,1,Yes,No,No,No,No,Yes,No,04. 04. 2022,,Premium materials and solutions,Electric boiler,Middle floor,193,394,107,354,76,271,273,479,833,674,,Personal,G,Overall,,,,,
530111,"CZK 16,000",50.0069043,14.4296917,"Vitošská, Prague - Modřany",3 bedroom,,75 m²,"CZK 3,500","CZK 32,000",Prefab concrete building,Partially furnished,5,No,No,Yes,Yes,Yes,Yes,No,11. 04. 2022,,,District heating,,82,973,349,962,210,"1,046",512,194,478,87,,Personal,D,,,,,,
661945,"CZK 20,950",50.06164,14.36178,"Naskové, Prague - Košíře",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 3,950","CZK 39,990",Brick building,Partially furnished,5,Yes,Yes,Yes,No,Yes,Yes,Yes,16. 01. 2022,1 to 10 years years,,,,449,"1,154","1,147",965,"1,241",791,422,"1,082",653,,,Personal,A,,Yes,,,,
704205,"CZK 21,000",50.01239,14.40096,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 3,100","CZK 30,000",Low-energy building,Partially furnished,3,Yes,No,No,No,No,Yes,Yes,01. 04. 2022,1 to 10 years years,,Central heating,Middle floor,426,"1,386",854,"1,481",703,"1,184","1,052","1,135",638,379,,Personal,B,,,,,,
712777,"CZK 15,000",50.05797,14.32921,"Kejhova, Prague - Stodůlky",Studio,Excellent,69 m²,"CZK 4,200","CZK 30,000",Prefab concrete building,Furnished,1,No,Yes,No,No,Yes,Yes,No,01. 05. 2022,,,,,162,604,720,"1,264","1,241",841,180,,,,,Personal,C,,,,,,
588993,"CZK 25,349",50.0776403,14.4264665,"Ve Smečkách, Prague - Nové Město",2 bedroom,Excellent,96 m²,"CZK 3,000","CZK 25,000",Brick building,Partially furnished,2,No,No,No,No,No,Yes,Yes,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,58,717,48,249,118,148,273,391,191,297,,Personal,G,Overall,,,,,
22233,"CZK 9,000",50.115324,14.466482,"Bulovka P8 Liben, Prague - Libeň",Small studio,Good,18 m²,"CZK 2,000","CZK 15,000",Brick building,Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,,Standard materials and solutions,Central heating,Middle floor,127,972,140,"1,393",12,195,119,"1,249","1,012",337,,Personal,,Interior,,,,,
696066,"CZK 15,000",50.07027,14.40493,"Nádražní, Prague - Smíchov",1 bedroom with open-plan kitchen,Good,44 m²,"CZK 2,900","CZK 15,000",Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,04. 04. 2022,,,District heating,Middle floor,89,569,28,167,0,101,552,"1,042","1,020",600,,Personal,E,,,,,,
712768,"CZK 12,000",50.10941,14.31908,"Sichrovského, Prague - Nebušice",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 4,500","CZK 24,000",Other,Partially furnished,,No,No,No,No,No,No,No,04. 04. 2022,,,,,402,710,754,390,"1,064","1,100",624,,,,,Personal,B,,,,,,
222383,"CZK 24,000",50.0792487,14.4494301,Prague - Vinohrady,2 bedroom,Excellent,104 m²,"CZK 3,000","CZK 23,000",Brick building,Partially furnished,5,No,No,Yes,Yes,No,Yes,No,01. 05. 2022,1 to 10 years years,Standard materials and solutions,Electric boiler,Middle floor,271,335,101,334,95,363,204,204,554,231,,Personal,,Overall,,,,,
712756,"CZK 16,000",50.04246,14.4442,"Kremličkova, Prague - Krč",2 bedroom,Good,67 m²,"CZK 8,600","CZK 65,000",Brick building,Unfurnished,2,No,No,Yes,No,No,No,No,01. 05. 2022,,,,,325,336,187,460,217,264,365,196,849,384,,Cooperative,F,,,,,,
712745,"CZK 20,000",50.01912,14.40123,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,New build,77 m²,"CZK 4,000","CZK 24,000",Brick building,Furnished,4,No,Yes,Yes,No,No,Yes,Yes,01. 06. 2022,,,,,458,543,"1,446",669,"1,397",,,,,,,Personal,B,,,,,,
712754,"CZK 20,000",50.12094,14.4904,"Veltruská, Prague - Prosek",2 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 5,500","CZK 50,000",Prefab concrete building,Furnished,1,No,No,No,Yes,Yes,Yes,No,01. 05. 2022,,,,,346,675,41,614,582,292,312,236,526,149,,Personal,C,,,,,,
379854,"CZK 11,000",50.0443978,14.5658065,"Na křečku, Prague - Horní Měcholupy",Studio,New build,33 m²,"CZK 3,500","CZK 22,000",Brick building,Partially furnished,4,Yes,No,No,No,No,No,No,11. 04. 2022,1 to 10 years years,,District heating,Middle floor,65,792,637,749,429,227,603,484,904,281,,Personal,C,,Yes,,,,
645848,"CZK 19,000",50.121135,14.463286,"Na Okrouhlíku, Prague - Libeň",3 bedroom,Excellent,71 m²,"CZK 3,900","CZK 22,900",Brick building,Furnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,,Standard materials and solutions,Gas boiler,Middle floor,373,344,395,681,492,430,559,227,660,301,,Personal,C,Overall,,,,,
712751,"CZK 23,000",50.08737,14.34416,"Brunclíkova, Prague - Břevnov",2 bedroom,Excellent,57 m²,"CZK 4,500","CZK 30,000",Prefab concrete building,Partially furnished,6,No,No,Yes,No,No,No,No,05. 04. 2022,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,139,487,135,200,183,218,300,184,704,68,,Personal,E,Interior,,,,,
668168,"CZK 7,800",50.12657,14.56602,"K Lindě, Prague - Satalice",Small studio,New build,16 m²,"CZK 2,000","CZK 8,000",Brick building,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,,,115,698,677,2,"1,402",790,815,667,763,,,Personal,G,,,,,,
496356,"CZK 28,000",50.0896186,14.4324025,"Havlíčkova, Prague - Nové Město",2 bedroom with open-plan kitchen,,164 m²,"CZK 3,000","CZK 31,000",Brick building,Furnished,4,No,No,No,No,No,No,No,01. 07. 2022,,,Gas boiler,Attic,212,199,123,98,33,92,321,131,259,513,,Personal,G,,,,,,
649051,"CZK 11,000",50.126573,14.566015,"K Lindě, Prague - Satalice",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 4,000","CZK 11,000",Brick building,Furnished,2,No,No,No,No,Yes,No,No,04. 04. 2022,,,,,115,699,678,2,"1,402",790,815,667,763,,,Personal,G,,,,,,
699045,"CZK 16,000",50.04112,14.56669,"Hornoměcholupská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,New build,45 m²,"CZK 4,000","CZK 40,000",Brick building,Furnished,5,Yes,No,No,No,Yes,Yes,Yes,24. 01. 2022,1 to 10 years years,,,,82,709,316,521,441,224,371,380,"1,105",307,,Personal,A,,,,,,
425445,"CZK 11,500",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,Excellent,22 m²,"CZK 2,000","CZK 13,500",Brick building,Furnished,1,No,No,No,No,No,No,No,01. 12. 2021,1 to 10 years years,,,,96,"1,112",343,721,186,792,491,465,675,180,,Personal,,Overall,,,,,
712089,"CZK 17,500",50.0775838,14.4184595,"Odborů, Prague - Nové Město",2 bedroom,Excellent,81 m²,"CZK 1,900","CZK 17,500",Brick building,Partially furnished,4,No,No,No,No,No,No,No,05. 04. 2022,,,,,73,348,60,86,70,316,227,312,536,491,,Personal,C,,,,,,
712078,"CZK 12,000",50.10195,14.56331,"Cukrova, Prague - Černý Most",Small studio,New build,35 m²,"CZK 3,000","CZK 30,000",Low-energy building,Partially furnished,1,No,Yes,No,No,Yes,Yes,No,01. 05. 2022,,,,,155,654,422,939,719,628,297,872,98,,,Personal,G,,,,,,
413854,"CZK 13,000",50.0652691,14.5053347,"Na Padesátém, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 8,200","CZK 13,000",Prefab concrete building,,4,No,No,Yes,No,No,No,No,03. 04. 2022,,Standard materials and solutions,District heating,Top floor,99,"1,101",484,776,320,535,595,575,746,424,,Personal,C,,,,,,
517158,"CZK 30,000",50.101426,14.3708397,Prague - Dejvice,3 bedroom,,85 m²,"CZK 6,000","CZK 60,000",Brick building,Unfurnished,3,Yes,No,No,Yes,No,No,No,13. 04. 2022,,,Gas boiler,Attic,295,930,440,566,439,345,742,855,774,312,,Personal,G,,,,,,
680915,"CZK 28,500",50.09174,14.44246,"Prvního pluku, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500","CZK 32,000",Brick building,Furnished,1,No,Yes,Yes,No,Yes,No,No,10. 04. 2022,,,,,208,408,151,207,58,181,363,930,293,284,,Personal,G,,,,,,
704234,"CZK 20,000",50.09782,14.36655,"Kladenská, Prague - Vokovice",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,000","CZK 40,000",Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,01. 04. 2022,,Premium materials and solutions,Gas boiler,Middle floor,459,383,480,389,33,259,773,611,901,105,,Personal,G,Overall,,,,,
712057,"CZK 16,500",50.02426,14.52633,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 3,600","CZK 33,000",Brick building,Partially furnished,3,Yes,No,Yes,No,No,Yes,Yes,30. 03. 2022,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,514,"1,282",576,977,362,838,360,777,"1,073",198,,Personal,B,,,,,,
577787,"CZK 24,000",50.0724568,14.3936394,"Plzenska, Prague - Smíchov",2 bedroom with open-plan kitchen,Excellent,63 m²,"CZK 3,000",,Brick building,Furnished,3,No,No,No,No,No,Yes,No,30. 03. 2020,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,42,872,179,563,167,692,172,998,907,294,,Personal,C,Overall,,,,,
685735,"CZK 14,500",50.08873,14.48156,"Olgy Havlové, Prague - Žižkov",Studio,New build,37 m²,"CZK 3,000","CZK 25,000",Brick building,Partially furnished,6,Yes,No,Yes,Yes,Yes,Yes,No,29. 09. 2021,,,,,323,965,512,725,322,768,592,376,453,347,,Personal,B,,,,,,
661555,"CZK 7,772",50.05717,14.49623,"Jabloňová, Prague - Záběhlice",1 bedroom,Good,27 m²,"CZK 3,848","CZK 8,000",Prefab concrete building,Partially furnished,10,No,No,No,No,No,Yes,No,01. 05. 2022,,,,,134,561,148,865,325,73,241,684,272,210,,Personal,G,,,,,,
594688,"CZK 11,500",50.114363,14.47082,"Zenklova, Prague - Libeň",1 bedroom,Excellent,36 m²,CZK 300,"CZK 22,996",Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 04. 2022,,,,,136,"1,122",114,"1,187",173,414,280,"1,350",833,324,,Personal,D,,,,,,
584668,"CZK 10,700",50.046155,14.48968,"Svojšovická, Prague - Záběhlice",Studio,Excellent,28 m²,"CZK 3,300","CZK 14,000",Brick building,Furnished,4,No,No,Yes,No,Yes,Yes,No,12. 08. 2021,30 to 50 years years,Standard materials and solutions,District heating,Middle floor,175,298,407,344,298,450,770,"1,338",363,,,Personal,G,Interior,,,,,
558127,"CZK 13,000",50.0846007,14.362892,"Patočkova, Prague - Břevnov",2 bedroom,,52 m²,"CZK 3,500","CZK 28,000",Brick building,Partially furnished,3,No,No,No,No,No,No,No,29. 04. 2019,,,,Middle floor,151,143,206,229,267,233,280,632,234,498,,Cooperative,,,,,,,
602005,"CZK 15,500",50.12686,14.41907,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 4,100","CZK 40,000",Brick building,Furnished,1,Yes,No,No,No,No,No,Yes,01. 05. 2022,1 to 10 years years,Standard materials and solutions,District heating,Ground floor,247,297,292,232,232,339,664,814,"1,433",359,,Personal,B,,Yes,,,,
710384,"CZK 11,000",50.12737,14.42118,"Sosnovecká, Prague - Troja",1 bedroom,Excellent,29 m²,"CZK 2,294","CZK 13,294",Prefab concrete building,Unfurnished,6,No,No,Yes,No,No,Yes,No,01. 04. 2022,,,District heating,Middle floor,377,296,193,366,124,274,688,"1,030","1,055",326,,Personal,G,Overall,,,,,
711954,"CZK 10,000",50.09247,14.30791,"Navigátorů, Prague - Liboc",1 bedroom,Excellent,44 m²,"CZK 2,200",,Prefab concrete building,Partially furnished,,No,No,Yes,No,No,No,No,02. 05. 2022,,,,,292,349,256,243,343,299,229,"1,386",134,,,Personal,G,,,,,,
596994,"CZK 9,990",50.026395,14.521774,"Opatovská, Prague - Chodov",Studio,New build,38 m²,CZK 1,"CZK 18,000",Brick building,,3,No,No,No,No,No,No,No,15. 04. 2022,,,,,93,811,106,828,378,311,421,414,924,222,,Personal,A,,,,,,
540339,"CZK 14,000",50.0743287,14.3177437,"Čistovická, Prague - Řepy",1 bedroom with open-plan kitchen,,44 m²,"CZK 1,000","CZK 24,000",Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 03. 2022,,,,,95,407,245,"1,357","1,182",257,370,276,,,,Personal,G,,,,,,
711933,"CZK 11,500",50.0651668,14.4575002,"Přípotoční, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 4,000","CZK 15,000",Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 04. 2022,,,,,217,384,196,539,210,546,311,558,252,124,,Personal,G,,,,,,
641285,"CZK 22,000",50.064835,14.508364,"Konojedská, Prague - Strašnice",3 bedroom,Excellent,124 m²,"CZK 6,000","CZK 22,000",Brick building,Partially furnished,3,Yes,Yes,Yes,No,Yes,No,No,03. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Top floor,285,"1,321",520,997,193,507,485,523,583,424,,Personal,B,Overall,,342 m²,,,
711896,"CZK 10,000",50.04025,14.42222,"U Dubu, Prague - Braník",Small studio,Excellent,30 m²,"CZK 2,000","CZK 20,000",Brick building,Partially furnished,2,No,No,No,No,No,No,No,15. 04. 2022,,,,,123,"1,066",642,"1,385",405,"1,012",838,745,"1,144",248,,Personal,G,,,,,,
712575,"CZK 17,000",50.06718,14.31153,"Laudova, Prague - Řepy",2 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 3,000","CZK 20,000",Prefab concrete building,Unfurnished,8,No,No,No,Yes,Yes,Yes,No,01. 06. 2022,,Standard materials and solutions,Central heating,Middle floor,137,498,395,565,562,478,182,244,"1,062",34,,Personal,C,Overall,,,,,
670956,"CZK 24,990",50.10194,14.42425,"Sochařská, Prague - Bubeneč",2 bedroom with open-plan kitchen,Excellent,81 m²,CZK 340,"CZK 25,000",Brick building,Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,,,,,373,427,184,356,181,212,333,223,276,,,Other,G,,,,,,
252450,"CZK 11,000",50.0712944,14.4655148,"Dvacátého osmého pluku, Prague - Vršovice",1 bedroom,,43 m²,"CZK 2,830","CZK 11,000",Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,,,,District heating,,47,610,174,526,170,489,289,179,808,150,,Personal,,,,,,,
712550,"CZK 22,990",50.15683583333,14.51585,"Marie Podvalové, Prague - Čakovice",2 bedroom with open-plan kitchen,New build,66 m²,"CZK 4,233","CZK 27,223",Other,Partially furnished,5,Yes,No,Yes,No,Yes,Yes,No,,,,,,437,"1,160",338,266,"1,161",213,138,,,,"CZK 27,223

                                
                                
                
i",Personal,G,,Yes,,,,
629261,"CZK 12,990",50.070006,14.381292,"Hlaváčkova, Prague - Košíře",Studio,New build,31 m²,"CZK 2,200","CZK 25,980",Other,Partially furnished,5,Yes,No,Yes,Yes,No,Yes,Yes,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,149,470,66,776,196,883,203,703,"1,101",434,,Personal,B,,Yes,,,,
402295,"CZK 12,000",50.1175116,14.454757,"V Holešovičkách, Prague - Libeň",2 bedroom with open-plan kitchen,,75 m²,,"CZK 8,000",Brick building,Partially furnished,3,No,No,Yes,No,Yes,No,No,01. 01. 1970,,,,Top floor,223,"1,063",964,"1,206",145,615,475,"1,107",585,389,,Personal,,,,,,,
274030,"CZK 14,000",50.0893868,14.3315494,"Naardenská, Prague - Liboc",Studio,New build,53 m²,"CZK 3,000","CZK 14,000",Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,15. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,,407,"1,495",500,"1,099",91,"1,139","1,136",261,670,117,,Personal,,Overall,,,,,
658146,"CZK 12,000",50.08429,14.44904,"Víta Nejedlého, Prague - Žižkov",1 bedroom,Excellent,36 m²,CZK 740,,Brick building,Furnished,2,No,No,No,No,No,Yes,No,12. 04. 2021,,,Other,,301,129,59,156,50,149,149,185,228,530,,Personal,F,,,,,,
633016,"CZK 15,000",50.029126,14.363101,"Hugo Haase, Prague - Hlubočepy",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,000","CZK 28,000",Low-energy building,Partially furnished,2,Yes,No,No,No,Yes,Yes,No,15. 11. 2020,,Premium materials and solutions,Central heating,Middle floor,380,"1,262",503,"1,242",244,"1,280",473,713,798,486,,Cooperative,B,,Yes,,,,
712524,"CZK 23,990",50.09188777777,14.45656249999,"Pernerova, Prague - Karlín",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 5,089","CZK 29,079",Brick building,Furnished,2,Yes,No,Yes,No,No,No,No,,,,,,480,857,233,458,177,321,219,"1,137",372,145,"CZK 29,079

                                
                                
                
i",Personal,G,,,,,,
543655,"CZK 14,000",50.0653043,14.4010041,"Na Doubkové, Prague - Smíchov",1 bedroom,Good,55 m²,"CZK 3,500","CZK 14,000",Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,01. 06. 2020,over 50 years years,Standard materials and solutions,Central heating,Middle floor,237,479,211,736,421,489,272,438,698,339,,Personal,D,,,,,,
711206,"CZK 21,500",50.0739998,14.4353957,Prague - Vinohrady,Studio,Excellent,38 m²,"CZK 4,500","CZK 40,000",Brick building,Furnished,,Yes,Yes,No,No,No,Yes,No,01. 01. 1970,1 to 10 years years,Premium materials and solutions,Electric boiler,Middle floor,170,159,103,200,90,48,92,276,756,899,,Personal,,Overall,,,,,
417903,"CZK 13,000",50.1112851,14.4976064,"Paříkova, Prague - Vysočany",Studio,Excellent,43 m²,"CZK 2,500","CZK 16,000",Brick building,Partially furnished,5,No,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,10 to 30 years years,Standard materials and solutions,District heating,,0,514,361,282,323,164,688,754,414,408,,Other,,,,,,,
1972,"CZK 10,000",50.0432226687,14.4977903366,"Čenětická, Prague - Chodov",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 4,499","CZK 10,000",Prefab concrete building,Partially furnished,7,No,No,Yes,No,Yes,Yes,No,01. 05. 2022,,Standard materials and solutions,District heating,Middle floor,315,"1,207",366,"1,196",325,"1,099",593,"1,055",721,203,,Cooperative,,Overall,,,,,
483370,"CZK 15,000",50.0445677,14.4603603,"Pod dálnicí, Prague - Michle",2 bedroom,Excellent,60 m²,"CZK 4,500","CZK 20,000",Prefab concrete building,Partially furnished,19,No,No,No,Yes,No,Yes,No,05. 05. 2022,,,District heating,Middle floor,202,735,303,793,283,439,609,466,425,119,,Cooperative,,,,,,,
712434,"CZK 11,990",50.103795,14.51251888888,"Podkovářská, Prague - Vysočany",Studio,Excellent,40 m²,"CZK 2,939","CZK 14,929",Brick building,Furnished,8,Yes,No,No,No,No,Yes,No,,,,,,150,248,"1,314",965,459,696,"1,119",842,221,,"CZK 14,929

                                
                                
                
i",Personal,G,,,,,,
611491,"CZK 25,000",50.07715,14.43733,"Anny Letenské, Prague - Vinohrady",2 bedroom,Excellent,70 m²,"CZK 2,000","CZK 25,000",Brick building,Furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,,Standard materials and solutions,Gas boiler,Middle floor,77,350,186,47,70,87,225,314,365,696,,Personal,C,Overall,,,,,
712420,"CZK 10,500",50.0736565,14.4926777,"Saratovská, Prague - Strašnice",1 bedroom,Good,43 m²,CZK 600,"CZK 21,000",Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,,,,,165,314,218,196,278,208,85,524,521,313,,Personal,G,,,,,,
241625,"CZK 15,900",50.1138957,14.4798538,"U Pekařky, Prague - Libeň",1 bedroom with open-plan kitchen,,48 m²,"CZK 1,900","CZK 25,000",Brick building,Partially furnished,4,Yes,Yes,Yes,No,Yes,Yes,Yes,03. 04. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,186,177,"1,337",331,980,"1,134","1,350",939,316,,,Personal,,Overall,Yes,10 m²,,,
543933,"CZK 22,900",50.1050022,14.3961888,"Nikolaje Alexejeviče Někrasova, Prague - Bubeneč",2 bedroom,,78 m²,"CZK 3,900","CZK 45,000",Brick building,Partially furnished,4,Yes,Yes,Yes,Yes,Yes,Yes,No,15. 05. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,Attic,153,790,174,218,84,194,264,262,468,103,,Personal,,Overall,Yes,10 m²,,,
708594,"CZK 14,500",50.07206,14.38986,"Plzeňská, Prague - Smíchov",3 bedroom,Excellent,55 m²,"CZK 1,000","CZK 19,000",Brick building,Partially furnished,1,No,No,No,No,Yes,No,No,01. 03. 2022,,,,,194,"1,231",107,823,149,953,414,909,"1,140",247,,Personal,F,,,,,,
712384,"CZK 14,000",50.09139,14.43909,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,Good,56 m²,CZK 800,"CZK 14,000",Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,,,,,80,482,94,42,5,147,632,658,237,425,,Personal,G,,,,,,
711784,"CZK 14,000",50.0841662,14.4515896,"Seifertova, Prague - Žižkov",1 bedroom,Excellent,39 m²,"CZK 2,500","CZK 16,500",Brick building,Partially furnished,4,No,No,No,No,No,No,No,28. 03. 2022,,,,,83,107,13,101,33,122,299,347,363,463,,Personal,G,,,,,,
607372,"CZK 19,000",50.074462,14.414953,"Gorazdova, Prague - Nové Město",Studio,Excellent,25 m²,"CZK 4,900","CZK 34,000",Brick building,Furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,149,414,72,318,57,331,326,674,890,457,,Personal,E,Overall,,,,,
712367,"CZK 10,000",50.12578,14.44526,"Čimická, Prague - Kobylisy",Studio,New build,20 m²,"CZK 2,600","CZK 10,000",Brick building,Furnished,4,No,No,No,No,No,No,No,31. 03. 2022,,,,,178,"1,331",236,525,178,211,533,369,755,241,,Cooperative,G,,,,,,
711775,"CZK 10,500",50.10535,14.54103,"Liblická, Prague - Hloubětín",1 bedroom,Excellent,34 m²,"CZK 1,200","CZK 22,000",Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,,,,,151,208,219,226,407,281,529,394,388,144,,Personal,G,,,,,,
194783,"CZK 14,500",50.0556475,14.4435143,Prague - Nusle,Studio,,45 m²,"CZK 4,500","CZK 20,000",Brick building,Furnished,1,No,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,1 to 10 years years,Premium materials and solutions,,,148,"1,030",35,605,200,744,148,123,841,113,,Personal,,,Yes,,,,
509104,"CZK 27,000",50.10466,14.45848,"Sanderova, Prague - Holešovice",1 bedroom with open-plan kitchen,,62 m²,"CZK 5,000","CZK 54,000",Other,Furnished,7,No,Yes,Yes,No,Yes,Yes,No,04. 04. 2022,,,,,271,"1,037",400,600,210,476,905,983,460,144,,Personal,B,,Yes,,,,
712360,"CZK 25,000",50.09143,14.44914,"Kollárova, Prague - Karlín",3 bedroom with open-plan kitchen,Excellent,102 m²,"CZK 4,600","CZK 25,000",Brick building,Partially furnished,2,No,No,No,No,No,No,No,31. 03. 2022,,,,,254,192,42,368,77,392,151,"1,251",468,152,,Cooperative,C,,,,,,
520398,"CZK 24,000",50.0127421,14.3877674,Prague - Velká Chuchle,2 bedroom with open-plan kitchen,,96 m²,"CZK 3,000","CZK 48,000",Brick building,Furnished,,Yes,No,No,No,Yes,No,No,Ihned,,,,,197,372,300,504,598,,,,,,,Personal,C,,,,,,
118686,"CZK 30,000",50.0695036,14.3174676,"Na Fialce II, Prague - Řepy",2 bedroom with open-plan kitchen,Excellent,110 m²,"CZK 7,000","CZK 70,000",Brick building,Furnished,2,Yes,No,No,No,No,No,Yes,01. 06. 2022,10 to 30 years years,Premium materials and solutions,Gas boiler,Middle floor,358,"1,261",962,"1,327",648,"1,114",770,535,577,211,,Personal,D,,,,,,
628389,"CZK 14,000",50.057523,14.43402,"Na Pankráci, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,000","CZK 28,000",Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 10. 2020,,,,,51,"1,274",123,153,101,246,825,380,113,352,,Personal,C,,,,,,
216916,"CZK 15,500",50.0868140356,14.4540507614,"Roháčova, Prague - Žižkov",2 bedroom with open-plan kitchen,,60 m²,"CZK 4,500","CZK 31,000",Brick building,Unfurnished,1,No,No,No,No,No,No,No,,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,131,181,97,504,112,246,348,296,348,437,,Personal,,Overall,,,,,
54274,"CZK 12,000",50.0716571,14.4612222,"Bulharská, Prague - Vršovice",Studio,Good,31 m²,"CZK 2,800","CZK 10,000",Brick building,Furnished,,No,No,Yes,No,No,Yes,No,07. 04. 2022,,Premium materials and solutions,Other,Ground floor,173,780,128,557,50,555,369,287,773,220,,Personal,,Overall,,,,,
712290,"CZK 12,900",50.09887,14.3966,"Kafkova, Prague - Dejvice",Studio,Good,34 m²,,,Brick building,Furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,,,,,134,30,92,131,64,76,507,422,357,257,,Personal,G,,,,,,
648507,"CZK 20,000",50.086382,14.445103,"Řehořova, Prague - Žižkov",2 bedroom with open-plan kitchen,Excellent,63 m²,"CZK 2,000","CZK 40,000",Brick building,Unfurnished,4,No,Yes,Yes,No,No,Yes,Yes,01. 05. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,166,680,439,635,157,648,415,455,497,649,,Personal,C,Overall,,,,,
