Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,New building,Age,Heating,Total number of floors,PENB,Design,Renovation,Developer name,Project name,Kód jednotky,Front garden,Administration fee,Investment Advisor
548319,"CZK 14,800",50.0453193,14.3371599,"Böhmova, Prague - Stodůlky",1 bedroom with open-plan kitchen,45 m²,"CZK 2,000",Partially furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,357,457,298,485,402,478,373,419,489,134,Excellent,"CZK 25,000",Personal,Prefab concrete building,,,,,,,,,,,,,
536913,"CZK 16,000",50.0848545,14.483906,Prague - Strašnice,Studio,52 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,Yes,Yes,Yes,ihned,167,"1,302",579,"1,188",705,920,"1,055",176,690,361,,"CZK 20,000",Personal,Brick building,Yes,1 to 10 years years,,Middle floor,,Premium materials and solutions,,,,,,,
716233,"CZK 13,500",50.13091,14.41029,"Zelenohorská, Prague - Bohnice",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Partially furnished,11,No,No,No,No,No,No,No,28. 04. 2022,79,905,114,835,112,902,630,449,303,,Excellent,"CZK 17,000",Personal,Prefab concrete building,,,District heating,,B,,Overall,,,,,,
716225,"CZK 13,000",50.08876,14.3046,"U Valu, Prague - Ruzyně",1 bedroom with open-plan kitchen,42 m²,"CZK 3,000",Partially furnished,10,No,No,Yes,Yes,No,Yes,No,09. 05. 2022,224,487,429,416,372,473,383,"1,257",72,,Good,"CZK 15,000",Personal,Prefab concrete building,,,,,A,,,,,,,,
474952,"CZK 24,500",50.0523437,14.3299152,Prague - Stodůlky,2 bedroom with open-plan kitchen,90 m²,"CZK 3,000",Furnished,3,No,Yes,No,No,No,Yes,Yes,01. 07. 2022,190,"1,097",454,"1,062",658,617,"1,030",473,295,524,Excellent,CZK 1,Personal,Brick building,,1 to 10 years years,Central heating,,,,Overall,,,,,,
716218,"CZK 18,000",50.12632,14.49577,"Varnsdorfská, Prague - Střížkov",2 bedroom,45 m²,"CZK 3,000",Furnished,2,No,No,No,Yes,No,No,No,28. 04. 2022,267,544,169,456,249,270,242,364,999,238,Excellent,"CZK 21,000",Cooperative,Prefab concrete building,,,,,C,,,,,,,,
442008,"CZK 16,900",50.0996048,14.3444734,"Na Lužci, Prague - Vokovice",1 bedroom with open-plan kitchen,45 m²,"CZK 2,600",Partially furnished,2,No,No,No,No,No,No,No,16. 05. 2022,136,420,"1,003",113,625,347,545,405,91,,Excellent,"CZK 30,000",Personal,Brick building,,1 to 10 years years,Central heating,Attic,B,,Overall,,,,,,
113106,"CZK 16,800",50.0538919,14.4972997,"U Zahradního Města, Prague - Záběhlice",3 bedroom,67 m²,"CZK 4,500",Partially furnished,3,Yes,No,No,No,No,Yes,No,21. 02. 2022,302,839,466,"1,326",305,474,512,354,751,609,Excellent,"CZK 33,600",Personal,Brick building,,10 to 30 years years,Central heating,Middle floor,,Standard materials and solutions,,,,,,,
471664,"CZK 30,000",50.0705672,14.4310026,"Legerova, Prague - Vinohrady",4 bedroom,126 m²,"CZK 12,000",Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,190,550,227,457,24,316,119,480,501,471,Good,"CZK 50,000",Cooperative,Brick building,,over 50 years years,Gas boiler,Middle floor,E,Premium materials and solutions,Interior,,,,,,
716211,"CZK 14,900",50.09903,14.34437,"Na Lužci, Prague - Vokovice",1 bedroom with open-plan kitchen,34 m²,"CZK 2,600",Partially furnished,1,No,No,No,No,No,No,No,16. 05. 2022,219,"1,461",363,920,56,568,263,488,348,34,Excellent,"CZK 30,000",Personal,Brick building,,,,,B,,,,,,,,
338671,"CZK 15,000",50.0541721,14.3670096,"U Kříže, Prague - Jinonice",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",Partially furnished,,No,No,No,No,No,No,No,15. 05. 2022,224,233,454,316,525,229,835,806,201,,Excellent,"CZK 15,000",Personal,Brick building,,10 to 30 years years,District heating,Ground floor,,Standard materials and solutions,,,,,,,
619958,"CZK 25,000",50.036541,14.383217,"Pražského, Prague - Hlubočepy",4 bedroom,90 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,123,683,567,597,584,628,588,578,540,293,Excellent,"CZK 25,000",Personal,Other,,10 to 30 years years,District heating,Middle floor,G,,Interior,,,,,,
633593,"CZK 34,000",50.041848,14.487247,"Jihovýchodní Ix, Prague - Záběhlice",2 bedroom with open-plan kitchen,83 m²,"CZK 6,000",Partially furnished,,No,Yes,Yes,No,Yes,No,No,01. 01. 2022,188,806,833,819,685,637,730,"1,285",528,,New build,"CZK 50,000",Personal,Brick building,,,Central heating,Ground floor,B,Premium materials and solutions,Overall,,,,400 m²,,
639060,"CZK 24,500",50.08376,14.455893,"Lupáčova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 2,500",Furnished,8,No,No,No,No,No,Yes,No,01. 06. 2022,207,451,138,317,99,309,112,228,402,163,New build,"CZK 49,000",Personal,Brick building,,,,,A,,,,,,,,
689623,"CZK 17,000",50.06851,14.43809,"Perucká, Prague - Vinohrady",Studio,27 m²,"CZK 2,900",Partially furnished,5,No,Yes,Yes,No,No,Yes,No,01. 05. 2022,543,662,441,769,469,743,529,451,635,750,New build,"CZK 20,000",Personal,Brick building,Yes,,,,C,,,,,,,,
708271,"CZK 11,000",50.08458,14.47054,"Jana Želivského, Prague - Žižkov",Studio,29 m²,"CZK 4,000",Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,76,143,67,473,86,349,656,604,456,529,Good,"CZK 22,000",Personal,Brick building,,,Gas boiler,Middle floor,D,Standard materials and solutions,Interior,,,,,,
705384,"CZK 19,500",50.0861644,14.3218614,"Rakovnická, Prague - Ruzyně",2 bedroom with open-plan kitchen,75 m²,"CZK 3,500",Furnished,2,No,No,No,Yes,Yes,No,No,15. 02. 2022,350,"1,494",393,284,"1,025",581,273,273,,,Excellent,"CZK 23,000",Personal,Brick building,,,,,G,,,,,,,,
716174,"CZK 23,000",50.10822,14.55535,"Za černým mostem, Prague - Hloubětín",1 bedroom with open-plan kitchen,58 m²,"CZK 4,000",Furnished,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,01. 05. 2022,141,637,237,149,591,383,"1,160","1,274",640,,New build,"CZK 25,000",Personal,Brick building,Yes,,District heating,,A,,,,,,,,
290365,"CZK 9,000",50.0248707,14.4253578,"Údolní, Prague - Braník",Small studio,29 m²,"CZK 4,000",Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,136,725,218,718,65,178,358,369,"1,176",252,Excellent,"CZK 13,000",Personal,Prefab concrete building,,1 to 10 years years,District heating,Raised ground floor,,Standard materials and solutions,,,,,,,
716178,"CZK 12,000",50.0334774,14.5321147,"Mendelova, Prague - Háje",1 bedroom with open-plan kitchen,43 m²,"CZK 3,350",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 05. 2022,267,280,49,367,82,348,253,190,396,50,Excellent,"CZK 15,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
186129,"CZK 13,000",50.0876866,14.4527865,Prague - Žižkov,1 bedroom with open-plan kitchen,42 m²,"CZK 3,500",Partially furnished,4,No,No,Yes,No,No,No,No,01. 05. 2022,43,346,171,484,33,364,327,484,272,564,Excellent,"CZK 16,500",Personal,Brick building,,,,Top floor,,Standard materials and solutions,,,,,,,
716172,"CZK 12,000",50.06736,14.36831,"Musílkova, Prague - Košíře",1 bedroom with open-plan kitchen,42 m²,"CZK 5,500",Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 05. 2022,333,757,234,567,420,478,391,885,257,425,Excellent,"CZK 24,000",Personal,Brick building,,,,,G,,,,,,,,
696054,"CZK 18,000",50.06312,14.40452,"Radlická, Prague - Smíchov",Studio,42 m²,"CZK 3,500",Furnished,1,No,No,No,No,No,No,No,01. 01. 1970,25,450,75,856,15,203,647,619,790,542,Excellent,"CZK 18,000",Personal,Brick building,,,,,E,,,,,,,,
715505,"CZK 15,500",50.05001,14.48432,"Střimelická, Prague - Záběhlice",3 bedroom,69 m²,"CZK 8,400",Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 07. 2022,102,553,211,495,293,"1,490",341,109,904,40,Excellent,"CZK 60,000",Personal,Brick building,,,,,G,,,,,,,,
716146,"CZK 14,900",50.1153416,14.4743339,"Na Sypkém, Prague - Libeň",Studio,34 m²,"CZK 2,700",Partially furnished,1,No,No,Yes,No,No,No,No,27. 04. 2022,134,"1,388",426,"1,206",128,680,505,"1,371",852,342,New build,"CZK 15,000",Personal,Other,,,Gas boiler,Raised ground floor,B,Premium materials and solutions,,,,,,,
715500,"CZK 29,000",50.04711,14.30195,"Svitákova, Prague - Stodůlky",3 bedroom with open-plan kitchen,100 m²,"CZK 9,000",Partially furnished,1,No,No,No,No,No,No,No,08. 08. 2022,334,243,49,247,"1,107","1,075",702,863,160,,New build,"CZK 40,000",Personal,Other,,,,,B,,,,,,,,
716135,"CZK 26,000",50.07025,14.41663,"Pod Slovany, Prague - Nové Město",2 bedroom with open-plan kitchen,93 m²,"CZK 5,000",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 07. 2022,248,730,35,222,163,156,255,89,309,278,Excellent,"CZK 26,000",Personal,Brick building,,,,,G,,,,,,,,
716142,"CZK 18,500",50.11066,14.4517,"Varhulíkové, Prague - Holešovice",1 bedroom with open-plan kitchen,47 m²,"CZK 3,400",Furnished,4,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,106,957,476,769,459,555,413,"1,232",686,354,New build,"CZK 25,000",Personal,Prefab concrete building,,10 to 30 years years,Central heating,Middle floor,F,,,,,,,,
716103,"CZK 11,000",50.0683841,14.4990407,"Krupská, Prague - Strašnice",2 bedroom,50 m²,"CZK 6,000",Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,351,"1,213",200,"1,002",330,87,332,214,772,129,Good,"CZK 17,000",Personal,Prefab concrete building,,,Central heating,Raised ground floor,G,,,,,,,,
273391,"CZK 6,000",49.9590093,14.3622008,"Jiříčkova, Prague - Lipence",Other,18 m²,,Partially furnished,1,No,No,No,No,Yes,No,No,01. 06. 2022,534,297,386,555,488,,,,,,,"CZK 7,000",Personal,Brick building,,10 to 30 years years,Electric boiler,Ground floor,,Standard materials and solutions,,,,,50 m²,,
695122,"CZK 14,000",50.14774165,14.4489425,"Bolebořská, Prague - Dolní Chabry",2 bedroom,63 m²,"CZK 5,130",Unfurnished,2,No,No,Yes,No,Yes,No,No,28. 04. 2022,159,299,405,368,359,822,757,631,,,Excellent,"CZK 18,000",Cooperative,Brick building,,,,,G,,,,,,,,
449204,"CZK 15,000",50.080914047543,14.457678969311,"Křišťanova, Prague - Žižkov",1 bedroom with open-plan kitchen,49 m²,"CZK 4,000",Furnished,2,No,No,Yes,Yes,No,Yes,No,01. 06. 2022,270,524,229,264,183,637,302,205,533,220,Good,"CZK 30,000",Personal,Brick building,,,,,,,,,,,,,
87340,"CZK 28,000",50.0734871,14.3916435,"Zapova, Prague - Smíchov",4 bedroom,112 m²,CZK 987,Partially furnished,3,No,No,No,No,No,No,Yes,,287,"1,211",218,902,58,993,297,739,"1,200",129,Excellent,"CZK 56,000",Personal,Brick building,,,Gas boiler,Middle floor,,Standard materials and solutions,Overall,,,,,,
288662,"CZK 19,500",50.1014102,14.3708384,"Vostrovská, Prague - Dejvice",2 bedroom,50 m²,"CZK 4,000",Unfurnished,1,No,No,No,No,No,No,No,01. 04. 2021,294,928,442,564,441,347,743,854,776,314,Good,"CZK 45,000",Personal,Brick building,,,Gas boiler,Middle floor,G,Standard materials and solutions,Interior,,,,,,
706890,"CZK 11,890",50.05203722222,14.33069055555,"Symfonická, Prague - Stodůlky",Studio,52 m²,"CZK 2,149",Partially furnished,1,Yes,No,No,No,No,Yes,No,,263,979,527,944,628,499,912,521,435,407,Excellent,"CZK 14,039",Personal,Other,,,,,C,,,,,,,"CZK 14,039

                                
                                
                
i",
716105,"CZK 18,500",50.03031,14.53358,"Steinerova, Prague - Háje",4 bedroom,74 m²,"CZK 5,100",Partially furnished,1,No,No,Yes,Yes,No,Yes,No,02. 05. 2022,158,293,175,163,375,465,267,387,525,287,Excellent,"CZK 23,600",Cooperative,Prefab concrete building,,,,,B,,,,,,,,
433813,"CZK 15,000",50.0563315,14.2828153,"Sazovická, Prague - Zličín",1 bedroom with open-plan kitchen,58 m²,"CZK 2,500",Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,86,"1,102",756,686,911,810,300,"1,049",149,,New build,"CZK 40,000",Personal,Brick building,Yes,1 to 10 years years,District heating,,A,Premium materials and solutions,,,,,,,
31263,"CZK 16,000",50.1115724,14.4775255,Prague - Libeň,3 bedroom,70 m²,"CZK 3,820",Unfurnished,,No,No,No,No,No,No,No,27. 04. 2022,207,"1,286",438,977,150,622,756,"1,018",699,41,Good,"CZK 20,000",Personal,Brick building,,,Electric boiler,Ground floor,,Standard materials and solutions,Interior,,,,,,
576460,"CZK 13,500",50.0807978,14.4844751,"Nad Vodovodem, Prague - Strašnice",1 bedroom,40 m²,"CZK 3,500",Furnished,1,No,No,No,No,No,No,No,01. 12. 2019,90,950,192,680,234,537,972,610,92,319,Excellent,"CZK 27,000",Personal,Brick building,,,Central heating,Raised ground floor,G,,Overall,,,,,,
551075,"CZK 16,000",50.0893775,14.46752,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 1,000",Furnished,3,No,No,Yes,No,No,Yes,No,27. 04. 2022,97,735,22,65,76,93,396,481,427,267,Excellent,"CZK 19,800",Personal,Brick building,,over 50 years years,Other,Middle floor,,Standard materials and solutions,Overall,,,,,,
699695,"CZK 14,500",50.14276,14.5262,"Kadečkové, Prague - Letňany",1 bedroom with open-plan kitchen,42 m²,"CZK 2,000",Unfurnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,814,"1,169","1,498",373,"1,293","1,416",726,490,,,New build,"CZK 29,000",Personal,Brick building,,,,,B,,,,,,,,
685106,"CZK 17,500",50.06662,14.42307,"Horská, Prague - Nové Město",Studio,33 m²,"CZK 5,000",Furnished,5,Yes,No,No,No,No,No,No,01. 07. 2022,114,989,23,10,23,31,353,549,399,398,New build,"CZK 22,500",Personal,Brick building,,,,,B,,,,,,,,
685115,"CZK 23,000",50.06636,14.42333,"Horská, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 7,000",Furnished,4,No,No,No,Yes,Yes,Yes,Yes,06. 06. 2022,165,981,117,149,162,109,492,669,487,409,New build,"CZK 30,000",Personal,Brick building,,,,,B,,,,,,,,
380614,"CZK 20,000",50.0981031,14.3582803,"Evropská, Prague - Vokovice",2 bedroom with open-plan kitchen,75 m²,"CZK 5,000",Partially furnished,7,No,No,No,Yes,No,Yes,No,01. 05. 2022,90,334,179,160,60,190,155,133,"1,075",294,Excellent,"CZK 20,000",Cooperative,Prefab concrete building,,,District heating,,,Standard materials and solutions,,,,,,,
586683,"CZK 17,000",50.05174,14.543651,"Horolezecká, Prague - Hostivař",1 bedroom with open-plan kitchen,58 m²,"CZK 6,000",Furnished,6,Yes,No,No,No,No,No,No,15. 02. 2020,235,288,192,226,389,754,172,512,293,,,"CZK 23,000",Personal,Brick building,,,,,A,,,,,,,,
716057,"CZK 16,000",50.07755,14.43073,"Čelakovského sady, Prague - Vinohrady",Small studio,22 m²,"CZK 1,000",Furnished,4,No,No,No,No,No,Yes,No,10. 06. 2022,231,407,203,126,70,313,504,578,223,376,Excellent,"CZK 10,000",Personal,Other,,,,,B,,,,,,,,
715945,"CZK 9,000",50.11268,14.613,"Běchorská, Prague - Horní Počernice",Small studio,25 m²,CZK 600,Furnished,1,No,No,No,No,No,No,No,26. 04. 2022,211,435,184,847,454,144,"1,122","1,468",232,,Excellent,"CZK 5,000",Personal,Brick building,,,Central heating,Attic,G,Standard materials and solutions,,,,,,,
715418,"CZK 14,500",50.0367596,14.5056446,Prague - Chodov,Studio,34 m²,"CZK 3,000",Partially furnished,1,Yes,No,No,No,No,Yes,Yes,23. 05. 2022,221,601,232,"1,420",43,398,201,201,38,102,New build,"CZK 14,500",Personal,Other,,,,,B,,,,,,,,
25959,"CZK 12,600",50.1335671,14.4751987,"Kubíkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,48 m²,"CZK 2,350",Partially furnished,2,No,No,Yes,No,No,Yes,No,25. 04. 2022,242,978,430,"1,107",305,922,324,445,"1,248",356,,"CZK 20,000",,Prefab concrete building,,,District heating,Middle floor,C,Standard materials and solutions,,,,,,,
716038,"CZK 14,500",50.07486,14.42255,"Salmovská, Prague - Nové Město",Studio,20 m²,"CZK 1,500",Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,150,397,110,388,95,207,304,316,662,421,New build,"CZK 16,000",Personal,Brick building,,,,,G,,,,,,,,
651403,"CZK 16,000",50.064968,14.594997,"Ke Korunce, Prague - Dubeč",1 bedroom with open-plan kitchen,58 m²,"CZK 4,000",Furnished,3,No,Yes,No,No,Yes,No,No,01. 05. 2022,101,959,427,585,313,653,967,,,,New build,"CZK 30,000",Personal,Brick building,Yes,,Gas boiler,,A,Premium materials and solutions,,,,,,,
552720,"CZK 23,999",50.1017746,14.419715,"Havanská, Prague - Bubeneč",3 bedroom,108 m²,CZK 500,Unfurnished,4,No,No,No,No,No,Yes,No,03/2019,217,398,16,267,151,484,94,280,290,,Excellent,CZK 1,Personal,Brick building,,,Gas boiler,Middle floor,G,Standard materials and solutions,,,,,,,
671979,"CZK 9,500",50.09451,14.49492,"U Kněžské louky, Prague - Žižkov",1 bedroom with open-plan kitchen,44 m²,"CZK 1,000",Partially furnished,,No,No,No,No,No,No,No,01. 05. 2022,148,366,252,698,97,388,286,527,430,225,Excellent,"CZK 10,500",Personal,Brick building,,30 to 50 years years,Other,Ground floor,G,Standard materials and solutions,,,,,,,
710368,"CZK 16,990",50.0770962,14.4355937,Prague - Vinohrady,Studio,24 m²,"CZK 2,890",,,No,No,No,No,No,Yes,No,01. 06. 2022,32,97,83,143,48,139,384,384,579,732,Excellent,"CZK 10,000",Personal,Brick building,,,,,G,,,,,,,,
716009,"CZK 17,500",50.0483074,14.3124035,Prague - Stodůlky,1 bedroom with open-plan kitchen,55 m²,"CZK 3,500",Partially furnished,1,No,Yes,No,No,Yes,Yes,Yes,01. 05. 2022,385,385,256,924,205,493,300,294,201,191,Excellent,"CZK 25,000",Personal,Brick building,Yes,1 to 10 years years,,Ground floor,D,,,,,,40 m²,,
575502,"CZK 18,000",50.0656113,14.4278253,"Oldřichova, Prague - Nusle",2 bedroom with open-plan kitchen,52 m²,"CZK 1,200",Partially furnished,4,No,No,Yes,No,No,No,No,01. 06. 2022,241,876,155,451,119,301,585,697,417,245,Excellent,"CZK 34,000",Personal,Brick building,,,Electric boiler,Middle floor,G,Standard materials and solutions,Overall,,,,,,
715999,"CZK 10,000",50.08865,14.40115,"Nerudova, Prague - Malá Strana",Studio,33 m²,"CZK 4,420",Partially furnished,3,No,No,No,No,No,No,No,13. 05. 2022,86,349,35,251,0,75,280,716,862,497,Good,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,,
704120,"CZK 21,000",50.0568,14.37815,"Kačirkova, Prague - Jinonice",1 bedroom with open-plan kitchen,57 m²,"CZK 3,000",Partially furnished,4,No,No,Yes,Yes,No,Yes,Yes,01. 02. 2022,425,383,567,433,477,975,428,"1,467",364,,New build,"CZK 24,000",Personal,Brick building,,,Central heating,,B,,,,,,,,
715981,"CZK 24,000",50.07555,14.38298,"Pod Hájem, Prague - Smíchov",1 bedroom with open-plan kitchen,75 m²,"CZK 5,000",Furnished,1,No,No,No,No,Yes,No,No,01. 06. 2022,575,"1,192",746,"1,338",759,"1,396",771,376,"1,049",371,Excellent,"CZK 54,000",Personal,Brick building,,,,,G,,,,,,,,
623185,"CZK 14,000",50.064273,14.270993,"Hostivická, Prague - Sobín",1 bedroom with open-plan kitchen,52 m²,"CZK 2,000",Partially furnished,2,No,Yes,No,No,Yes,No,No,27. 04. 2022,49,"1,321",86,"1,128",,,,,,,Excellent,"CZK 19,000",Personal,Brick building,Yes,1 to 10 years years,Central heating,Middle floor,B,Standard materials and solutions,Overall,,,,20 m²,,
715960,"CZK 12,500",50.13412,14.43702,"Jestřebická, Prague - Čimice",Studio,38 m²,"CZK 3,000",Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,307,725,183,706,"1,098",927,622,624,195,,Excellent,"CZK 16,000",Personal,Brick building,,,,,G,,,,,,,,
377950,"CZK 22,000",50.1050536,14.4879673,"Drahobejlova, Prague - Libeň",2 bedroom with open-plan kitchen,67 m²,"CZK 4,700",Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,01. 09. 2021,200,80,120,118,164,278,337,565,181,47,New build,"CZK 40,000",Personal,Brick building,Yes,1 to 10 years years,District heating,Middle floor,B,Premium materials and solutions,,,,,,,
520398,"CZK 24,000",50.0127421,14.3877674,Prague - Velká Chuchle,2 bedroom with open-plan kitchen,96 m²,"CZK 3,500",Furnished,,Yes,No,No,No,Yes,No,No,01. 05. 2022,197,372,300,504,598,,,,,,,"CZK 48,000",Personal,Brick building,,,,,C,,,,,,,,
715954,"CZK 14,900",50.13412,14.43702,"Jestřebická, Prague - Čimice",Studio,52 m²,"CZK 3,000",Partially furnished,1,No,Yes,Yes,Yes,No,No,No,01. 05. 2022,307,725,183,706,"1,098",927,622,624,195,,Excellent,"CZK 18,000",Personal,Brick building,,,,,G,,,,,,,,
641972,"CZK 8,000",49.965235,14.36761,"Josefa Houdka, Prague - Lipence",Studio,25 m²,"CZK 4,000",Furnished,,No,Yes,No,No,No,No,No,01. 02. 2021,114,954,694,"1,440",963,"1,322",,,,,Excellent,"CZK 10,000",Personal,Brick building,,,,,B,,,,,,,,
715943,"CZK 17,000",50.14016,14.37385,"Pod Rybníčkem, Prague - Suchdol",2 bedroom with open-plan kitchen,62 m²,"CZK 4,000",Partially furnished,1,No,Yes,No,No,No,No,Yes,01. 05. 2022,647,"1,057",733,"1,062",201,979,752,"1,304","1,480",594,Excellent,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,,
150740,"CZK 13,000",50.070043,14.3676817,"Plzeňská, Prague - Smíchov",1 bedroom,36 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,No,No,,281,584,176,286,42,178,350,"1,363",693,362,Excellent,"CZK 15,000",Personal,Brick building,,1 to 10 years years,Gas boiler,,C,Standard materials and solutions,,,,,,,
624497,"CZK 14,500",50.056579,14.373918,"Kačírkova, Prague - Jinonice",Studio,33 m²,"CZK 2,500",,3,Yes,No,No,No,No,No,No,01. 05. 2022,167,110,211,"1,262",70,153,729,190,"1,174",169,New build,"CZK 10,000",Personal,Low-energy building,,,,,A,,,,,,,,
255872,"CZK 12,000",50.1175036,14.4174317,Prague - Troja,Studio,33 m²,"CZK 2,000",Partially furnished,6,No,No,No,Yes,No,Yes,No,20. 01. 2022,55,358,50,"1,460",389,561,211,700,435,,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,District heating,Middle floor,B,,Overall,,,,,,
715316,"CZK 20,000",50.0471,14.30405,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,47 m²,"CZK 4,000",Furnished,5,Yes,No,No,No,Yes,Yes,No,20. 04. 2022,176,168,143,114,939,958,584,745,127,,Excellent,"CZK 40,000",Personal,Brick building,,,,,G,,,,,,,,
350796,"CZK 12,000",50.1039365,14.5127289,"Pod Harfou, Prague - Vysočany",Studio,36 m²,"CZK 3,000",Partially furnished,7,No,No,No,No,No,Yes,No,08. 05. 2022,155,236,"1,362",936,429,759,"1,081",804,219,,,"CZK 15,000",Personal,Brick building,,,District heating,,,,,,,,,,
715920,"CZK 35,000",50.0895937,14.3696966,"Na Bateriích, Prague - Střešovice",2 bedroom with open-plan kitchen,83 m²,"CZK 4,000",Partially furnished,3,Yes,Yes,No,No,Yes,No,No,26. 04. 2022,383,882,218,971,385,350,465,717,531,348,Excellent,"CZK 35,000",Personal,Other,,,,,B,,,,,,,,
694826,"CZK 12,000",50.135,14.46912,Prague - Kobylisy,1 bedroom with open-plan kitchen,49 m²,"CZK 5,000",Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,280,993,364,"1,015",324,893,399,221,"1,423",246,Good,"CZK 17,000",Personal,Prefab concrete building,,1 to 10 years years,District heating,Raised ground floor,A,Standard materials and solutions,,,,,,,
715306,"CZK 20,000",50.06326,14.28874,"Křivatcová, Prague - Zličín",2 bedroom with open-plan kitchen,70 m²,"CZK 5,000",Partially furnished,1,Yes,No,No,Yes,Yes,Yes,No,21. 04. 2022,185,129,"1,122","1,370",544,"1,481",680,838,446,,New build,"CZK 25,000",Personal,Brick building,,,,,A,,,,,,,,
554738,"CZK 17,000",50.0694,14.4840287,Prague - Strašnice,1 bedroom with open-plan kitchen,42 m²,"CZK 4,500",Partially furnished,5,Yes,No,Yes,No,No,No,No,16. 05. 2022,341,748,429,494,264,420,647,692,482,532,New build,"CZK 34,000",Personal,Brick building,Yes,,District heating,,,,,,,,,,
715906,"CZK 19,000",50.1206665,14.4611681,"Ke Stírce, Prague - Kobylisy",1 bedroom with open-plan kitchen,55 m²,"CZK 2,000",Furnished,1,No,Yes,No,No,Yes,Yes,No,01. 06. 2022,166,138,188,453,286,224,598,234,742,300,Excellent,"CZK 19,000",Personal,Other,,1 to 10 years years,Gas boiler,Ground floor,G,Standard materials and solutions,,,,,10 m²,,
713734,"CZK 13,000",50.03225,14.55993,"Jakobiho, Prague - Petrovice",1 bedroom with open-plan kitchen,43 m²,"CZK 4,000",Partially furnished,9,No,No,Yes,No,Yes,Yes,No,01. 05. 2022,123,"1,094",507,"1,191",86,966,252,125,490,18,Excellent,"CZK 13,000",Personal,Prefab concrete building,,,District heating,,B,,Bathroom unit,,,,,,
713379,"CZK 16,000",50.12931,14.49382,"Makedonská, Prague - Střížkov",Studio,42 m²,"CZK 2,600",Partially furnished,6,Yes,No,No,No,Yes,No,No,18. 04. 2022,208,909,53,834,481,327,408,285,"1,035",155,New build,"CZK 30,000",Personal,Brick building,Yes,1 to 10 years years,District heating,Top floor,D,Premium materials and solutions,Overall,,,,,,
715878,"CZK 10,000",50.06038,14.3974,"Holubova, Prague - Smíchov",Studio,25 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,177,897,204,758,197,597,434,717,495,373,Excellent,"CZK 10,000",Personal,Brick building,,,,Ground floor,G,,,,,,,,
715877,"CZK 18,490",50.04469833333,14.51761583333,"náměstí Přátelství, Prague - Hostivař",1 bedroom with open-plan kitchen,61 m²,"CZK 2,329",Furnished,7,Yes,No,No,No,Yes,Yes,No,,153,134,70,59,913,292,"1,006",102,,,New build,"CZK 20,819",Personal,Brick building,Yes,,,,B,,,,,,,"CZK 20,819

                                
                                
                
i",
715876,"CZK 15,000",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,25. 04. 2022,79,953,290,"1,197",615,"1,258","1,259",537,,,New build,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,,
715858,"CZK 19,000",50.07632,14.42788,"Hálkova, Prague - Nové Město",1 bedroom with open-plan kitchen,46 m²,"CZK 6,000",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,216,660,188,120,96,151,187,262,216,168,Excellent,"CZK 25,000",Personal,Brick building,,,,,G,,,,,,,,
