Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Lift,Balcony,Terrace,Garage,Refundable security deposit,EPC,Condition,Building type,New-build,Designe,Age,Terasa 3 m²,Parking,Balkón 7.5 m²,Sklep 4 m²,Ownership,Heating,Balkón 4 m²,Reconstruction,Sklep 6 m²,Lodžie 7 m²,Cellar,Balkón 6 m²,Balkón 7 m²,Terasa 16 m²,Domácí mazlíčci vítáni,Terasa 18 m²,Sklep 3 m²,Sklep 2 m²,Lodžie 3 m²,Balkón 8 m²,Balkón 5 m²,Sklep 7 m²,Terasa 35 m²,Sklep 1 m²,Terasa 15 m²,Administrative fee,Terasa 5 m²,Lodžie 6 m²,Terasa 11 m²,Terasa 100 m²,Balkón 3 m²,Balkón 12 m²,Terasa 10 m²,Sklep 5 m²,Terasa 24 m²,Sklep 0.1 m²,Lodžie 4.6 m²,Terasa 20 m²,Terasa 30 m²,Terasa 40 m²,Balkón 9.8 m²,Balkón 2 m²,Enclosed balcony,Lodžie 5 m²,Sklep 8 m²,Lodžie 4 m²,Lodžie 8 m²,Sklep 1.5 m²,Terasa 25 m²,Balkón 9 m²,Lodžie 28 m²,Terasa 7 m²,Terasa 12 m²,Lodžie 8.7 m²,Sklep 2.7 m²,Balkón 20 m²,Terasa 80 m²,Terasa 17 m²,Terasa 78 m²,Balkón 10 m²,Terasa 2 m²,Balkón 15 m²,Sklep 2.4 m²,Terasa 6 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 54 m²,Terasa 42 m²,Terasa 50 m²,Sklep 10 m²,Lodžie 12 m²,Balkón 29 m²,Terasa 49 m²,Sklep 44 m²,Terasa 4 m²,Terasa 21 m²,Lodžie 10 m²,Sklep 9 m²,Sklep 1.2 m²,Balkón 33 m²,Terasa 12.7 m²,Terasa 70 m²,Balkón 1 m²,Balkón 3.2 m²,Terasa 9 m²,Balkón 60 m²,Terasa 60 m²,Balkón 40 m²,Terasa 13 m²,Balkón 16 m²,Sklep 12 m²,Terasa 14 m²,Terasa 350 m²,Terasa 27 m²,Terasa 300 m²,Balkón 2.6 m²,Terasa 8 m²,Lodžie 6.1 m²,Sklep 17 m²,Sklep 8.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Lodžie 5.1 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 200 m²,Sklep 15 m²,Terasa 37 m²,Balkón 8.73 m²,Terasa 2.67 m²,Lodžie 15 m²,Balkón 11 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Terasa 29 m²,Terasa 83 m²,Sklep 6.4 m²,Terasa 23 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Sklep 20 m²,Terasa 14.1 m²
"CZK 18,000","CZK 5,000",748930,1 bedroom,11/7/2022,45 m²,Partly,1,76.87,1503.65,143.89,2095.32,41.77,1615.05,179.87,1092.78,785.27,773.1,Prague - Ruzyně,50.08342,14.3188,,,,,"CZK 40,000",C,Good,Low-energy,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 7,000",508752,2+kk,12/1/2022,75 m²,Fully furnished,4,107.75,1183.11,66.79,568.51,125.4,275.23,406.0,320.44,435.65,298.42,"Terronská, Prague - Bubeneč",50.1099791,14.3947544,1.0,,,,"CZK 24,000",,Very good,Brick,,,Up to 10 years,,,,,Personal,Gas boiler,,Interior,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 4,000",748184,4+1,1/1/2023,87 m²,Partly,4,98.52,118.98,83.17,168.8,54.35,157.63,235.82,265.62,338.15,366.22,"Benediktská, Prague - Staré Město",50.0898,14.42686,1.0,,,,"CZK 39,000",G,Good,Brick,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",748921,Studio,11/7/2022,25 m²,Fully furnished,3,243.29,1900.75,1890.25,2350.13,1905.48,1949.11,2429.14,2444.47,1609.73,1212.88,"Strakošová, Prague - Pitkovice",50.01531,14.5856,,,,,"CZK 20,000",B,New-build,Brick,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,490","CZK 1,777",748917,2 bedroom,11/9/2022,70 m²,Partly,4,318.26,328.07,224.68,487.61,56.2,529.22,229.29,140.28,167.8,251.05,"Písecká, Prague - Vinohrady",50.07618805555,14.46517972222,,,,,"CZK 23,267",G,Very good,Brick,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 23,267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 4,500",748915,2+kk,11/3/2022,44 m²,Partly,1,213.86,1290.41,797.76,827.84,356.98,771.37,946.76,573.22,403.2,437.67,"Za Lužinami, Prague - Stodůlky",50.05152,14.32305,,,,,"CZK 20,000",G,Very good,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 49,000","CZK 12,000",570801,5+kk,11/1/2022,300 m²,Fully furnished,,108.78,387.51,245.81,282.69,315.34,335.28,595.93,318.94,1800.61,442.08,"U Waltrovky, Prague - Jinonice",50.0562229,14.3687818,,,1.0,,"CZK 55,000",C,Very good,Brick,,Standard,Up to 10 years,,1.0,,,Personal,Gas boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 3,700",748300,2+kk,10/30/2022,47 m²,Fully furnished,3,266.56,1145.89,581.03,818.22,269.04,568.37,236.91,247.04,391.04,456.99,"Prusická, Prague - Strašnice",50.06357,14.50812,,,,,"CZK 40,000",C,Very good,Brick,,,Up to 10 years,,,,1.0,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 3,000",745172,4+kk,10/14/2022,100 m²,Partly,4,41.14,225.84,61.56,214.97,51.82,406.76,157.65,238.7,534.55,761.94,Prague - Vinohrady,50.07813,14.43571,1.0,,,1.0,"CZK 26,000",E,Very good,Brick,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500",612642,2 bedroom,1/1/2023,56 m²,Partly,3,237.36,1110.63,155.7,1248.46,259.1,342.61,159.41,583.65,268.8,74.08,"Na Korábě, Prague - Libeň",50.11433,14.467836,,,,,"CZK 45,000",C,Very good,Brick,,,,,,,,Personal,Distance,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000",CZK 0,723978,Studio,11/7/2022,25 m²,Fully furnished,1,201.33,360.24,395.68,459.97,371.82,343.98,468.56,216.38,574.45,255.18,Prague - Petrovice,50.03894,14.55581,,,,,CZK 0,G,New-build,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,000",93201,3+kk,12/1/2022,68 m²,Partly,8,362.24,489.35,69.49,516.74,409.79,389.33,261.99,271.29,1320.42,204.27,"Slancova, Prague - Kobylisy",50.1314451,14.4667108,1.0,,,,"CZK 25,000",,Good,Prefab concrete,,,,,,,,Personal,Central,1.0,Bathroom unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 5,100",743419,2+kk,11/1/2022,67 m²,Partly,5,223.84,298.22,216.33,267.31,211.61,336.6,332.5,624.56,561.12,123.08,"Václavkova, Prague - Dejvice",50.09718,14.39754,1.0,,,,"CZK 50,000",G,Very good,Brick,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000",CZK 0,692373,2 bedroom,11/3/2022,70 m²,Fully furnished,,177.89,442.14,303.03,2757.53,222.22,1011.1,654.29,1998.78,1233.94,601.96,"Na Šejdru, Prague - Libuš",50.00698,14.46001,,,,,"CZK 20,000",G,Very good,Brick,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 6,558",744686,4+kk,10/10/2022,86 m²,Partly,4,115.09,232.26,104.19,202.12,115.51,115.98,298.16,247.74,996.48,121.69,"Petržílkova, Prague - Stodůlky",50.05055,14.34251,1.0,,,1.0,"CZK 37,000",C,New-build,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000",692960,3+1,12/1/2022,70 m²,Partly,1,214.9,2261.96,506.15,1882.36,459.2,496.27,656.75,1602.03,814.26,94.06,"Brdlíkova, Prague - Motol",50.0718949,14.3523601,,,,,"CZK 20,000",G,Very good,Prefab concrete,,,,,,,1.0,Personal,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 5,000",188477,Studio,11/3/2022,41 m²,Fully furnished,4,61.26,666.54,228.24,506.23,193.15,123.2,211.7,623.96,266.89,141.84,"Bohumínská, Prague - Letňany",50.1356723,14.5098273,,,,,"CZK 25,000",,Very good,Prefab concrete,,,,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 169,000","CZK 16,000",748875,4+kk,11/3/2022,250 m²,Unfurnished,6,211.28,292.73,61.31,278.7,118.85,293.16,119.95,258.76,590.35,174.11,"Laubova, Prague - Vinohrady",50.07906,14.44976,,,,,"CZK 185,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,500",361523,Studio,11/1/2022,35 m²,Fully furnished,2,388.02,404.88,571.57,815.81,299.64,347.85,460.74,749.65,718.28,149.67,"Stará náves, Prague - Letňany",50.1390794,14.5127743,,,,,"CZK 17,500",C,Very good,Brick,,Standard,10 to 30 years,,1.0,,,Cooperative,Central,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,500",650333,2+kk,7/1/2021,51 m²,Fully furnished,2,58.07,769.47,56.05,25.72,36.16,16.83,227.97,425.27,134.88,432.73,Prague - Nové Město,50.081847,14.419109,1.0,,,,"CZK 32,500",G,Very good,Brick,,Luxurious,,,,,,Personal,Central,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000",CZK 700,557562,2 bedroom,10/11/2022,76 m²,Unfurnished,1,122.75,163.26,17.85,210.79,102.73,278.98,227.46,577.15,255.59,298.79,"Za Poštou, Prague - Strašnice",50.0759295,14.4910605,,,,,"CZK 45,000",C,Very good,Brick,,,Over 50 years,,,,,Personal,Central,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 3,300",670026,2+kk,11/1/2022,44 m²,Partly,2,242.0,1405.77,434.48,1311.82,233.48,695.96,611.05,544.66,531.26,281.92,"Františka Kadlece, Prague - Libeň",50.11547,14.47512,1.0,,,,"CZK 33,000",B,New-build,Brick,,,,,1.0,,,Personal,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,000",494174,2+kk,12/1/2022,61 m²,Partly,2,308.79,839.48,804.3,2812.99,601.23,785.36,645.06,3713.64,682.85,604.9,"Laudonova, Prague - Štěrboholy",50.0740132,14.5514762,1.0,,,1.0,"CZK 38,000",B,,Brick,,Standard,10 to 30 years,,,,,Personal,Central,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",678035,Small studio,12/1/2022,20 m²,Fully furnished,1,119.98,1168.68,56.38,891.37,188.67,280.53,212.88,125.07,277.81,185.93,"Vokovická, Prague - Vokovice",50.09763,14.34768,1.0,1.0,,,"CZK 16,000",G,Very good,Prefab concrete,,,,,,,,Personal,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000",472014,1 bedroom,,35 m²,Unfurnished,4,195.62,994.27,38.44,1213.76,334.91,313.68,465.33,577.57,746.52,421.28,"Olbramovická, Prague - Kamýk",50.0160639,14.4388525,1.0,,,,"CZK 14,000",,,Prefab concrete,,,,,,,,Personal,Central,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,000","CZK 5,000",602233,3+1,12/1/2022,85 m²,Fully furnished,1,226.55,629.95,88.79,169.55,88.75,333.35,172.53,418.68,407.06,355.72,"Řeznická, Prague - Nové Město",50.078073,14.423947,1.0,,,,"CZK 37,000",F,Good,Brick,,Standard,Over 50 years,,,,,Personal,Central,,Bathroom unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 34,000","CZK 5,000",619118,3+kk,12/1/2022,98 m²,,6,290.37,452.77,284.4,331.42,259.91,288.47,663.7,723.78,849.91,417.99,"Hanusova, Prague - Michle",50.048907,14.444766,1.0,,,1.0,"CZK 39,000",F,New-build,Prefab concrete,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,000",748589,2 bedroom,12/15/2022,86 m²,Partly,2,16.43,606.69,71.58,524.48,44.69,199.51,428.7,265.75,484.29,352.0,"Slavíkova, Prague - Žižkov",50.08107,14.44597,1.0,,,,"CZK 30,000",G,Very good,Brick,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,500",574061,2+kk,12/1/2022,60 m²,Fully furnished,4,123.28,505.42,418.21,673.72,185.94,509.76,582.43,561.71,189.01,334.1,"Na Jarově, Prague - Žižkov",50.0888151,14.4895272,,,,1.0,"CZK 27,500",G,,Prefab concrete,,Luxurious,10 to 30 years,,,,,Personal,Central,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 4,500",602617,2+kk,12/1/2022,42 m²,Fully furnished,2,204.87,267.13,243.75,327.3,128.71,357.22,41.92,854.71,288.47,367.72,"U Půjčovny, Prague - Nové Město",50.084122,14.431357,,,,,"CZK 27,000",G,Good,Brick,,Standard,Over 50 years,,,,,Personal,Gas boiler,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 6,000",722972,2+kk,12/1/2022,55 m²,Partly,2,73.23,518.64,554.93,3073.82,180.0,864.8,850.53,2887.3,1783.54,874.33,Prague - Nebušice,50.11263,14.32187,,,,,"CZK 19,002",,Good,Brick,,Standard,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,800","CZK 3,671",730933,2 bedroom,12/1/2022,53 m²,Fully furnished,6,249.45,542.09,188.53,762.13,138.43,578.41,416.88,123.11,714.28,256.3,Prague - Žižkov,50.09051,14.49609,1.0,,,,"CZK 35,000",C,Very good,Brick,,,,,1.0,,,Personal,Central,,Complete,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,500",501064,1 bedroom,11/1/2022,35 m²,Fully furnished,,201.22,1175.81,288.12,861.16,401.72,467.23,632.44,555.86,665.07,388.51,"U Hadovky, Prague - Dejvice",50.1011137,14.3749753,,,,,"CZK 20,000",,Very good,Brick,,Luxurious,,,,,,Personal,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,000","CZK 3,770",748844,Small studio,11/7/2022,26 m²,Unfurnished,-1,162.88,419.7,160.69,95.05,155.11,207.42,102.01,666.55,354.92,81.81,Prague - Strašnice,50.07475,14.4886,,,,,"CZK 12,000",G,Very good,Brick,,Standard,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",748805,2+kk,11/2/2022,54 m²,Partly,2,270.69,1044.39,561.92,3654.27,251.55,493.49,975.94,3076.92,1008.6,197.69,Prague - Dolní Měcholupy,50.06652,14.55191,1.0,,,,"CZK 30,000",B,New-build,Low-energy,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 1,300",748804,3+kk,12/10/2022,94 m²,Fully furnished,2,160.12,1211.08,874.77,1059.67,532.16,998.72,786.91,1128.48,670.21,41.85,"Wiesenthalova, Prague - Řeporyje",50.03857,14.32246,1.0,,,1.0,"CZK 25,000",C,New-build,Brick,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,500","CZK 2,500",709375,2 bedroom,12/1/2022,55 m²,Fully furnished,3,376.37,477.78,181.83,459.33,552.78,308.16,281.54,156.93,727.67,198.6,"Zelenečská, Prague - Hloubětín",50.10889,14.53643,,,,,"CZK 10,000",B,Very good,Brick,,Standard,,,,,,Personal,Distance,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,500","CZK 4,500",748797,2+kk,12/1/2022,61 m²,Partly,5,347.29,1880.65,471.01,1555.19,1209.1,676.82,1009.04,1289.95,993.46,118.33,"Jana Přibíka, Prague - Vysočany",50.10465,14.51453,1.0,,,1.0,"CZK 47,000",G,Very good,Brick,,,10 to 30 years,,1.0,,,,Distance,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,250",649500,2+kk,5/1/2022,53 m²,Fully furnished,1,15.08,865.08,392.37,1315.18,408.88,415.49,977.08,707.27,742.72,221.51,"Pod Kesnerkou, Prague - Smíchov",50.059194,14.403452,,,,1.0,"CZK 26,250",G,Very good,Brick,,Standard,,,1.0,,,Personal,Gas boiler,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,900","CZK 3,000",212896,2+kk,10/1/2021,60 m²,Partly,2,173.07,39.21,133.46,212.89,0.0,212.41,263.07,458.06,240.91,372.3,"Oblouková, Prague - Vršovice",50.067383,14.455164,1.0,,,,"CZK 15,000",,Good,Brick,,,Over 50 years,,,,,Personal,Gas boiler,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,000",CZK 0,587093,3+1,11/1/2022,120 m²,Fully furnished,2,152.66,1180.27,55.35,2755.47,100.83,1569.01,2005.27,2178.12,1375.43,575.36,"K Vilkám, Prague - Dubeč",50.0545417,14.5802806,,1.0,,,"CZK 7,000",C,Very good,Brick,,Standard,,,,,,Personal,Gas boiler,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,500",748426,2 bedroom,11/14/2022,62 m²,Partly,3,45.07,247.96,118.75,318.86,105.17,552.21,455.12,446.45,167.25,352.23,"U Balabenky, Prague - Libeň",50.10394,14.47954,1.0,,,,"CZK 16,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,750","CZK 3,850",748420,2+kk,11/5/2022,45 m²,Partly,4,282.74,1501.46,551.1,1431.34,670.45,1276.67,236.75,921,2270.82,235.43,"Dolákova, Prague - Bohnice",50.13446,14.41026,,,,,"CZK 30,000",B,Very good,Prefab concrete,,,,,1.0,,,Personal,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,500","CZK 2,500",457935,Studio,11/1/2022,15 m²,Fully furnished,,247.9,440.51,97.65,1336.57,197.9,839.83,347.22,337.12,259.45,79.71,"Za Pohořelcem, Prague - Střešovice",50.086802,14.3838861,,,,,CZK 0,,,Brick,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,990","CZK 2,711",748760,Studio,11/8/2022,33 m²,Partly,8,474.8,735.23,455.41,409.77,278.71,696.77,513.44,390.75,684.01,221.88,"Freyova, Prague - Vysočany",50.10532666666,14.50215055555,1.0,,,,"CZK 17,701",B,New-build,Brick,1.0,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 17,701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
