Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Balcony,Parking,Age,Reconstruction,Ownership,Heating,Designe,Enclosed balcony,Cellar,Terrace,New-build,Administrative fee,Domácí mazlíčci vítáni,Garage,Plot space,Plot type
"CZK 17,000","CZK 7,000",732271,3+1,10/1/2022,75 m²,Unfurnished,1,,101.84,1645.85,85.37,94.91,154.21,230.48,1537.6,273.34,3805.44,924.09,Prague - Zbraslav,49.9754,14.39478,"CZK 17,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",732267,1 bedroom,9/3/2022,45 m²,Unfurnished,2,,122.89,379.71,120.69,55.02,115.12,167.42,64.82,626.56,314.93,44.62,Prague - Strašnice,50.07482,14.48915,"CZK 15,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 15,000",CZK 700,596081,2+kk,10/1/2022,54 m²,Partly,3,,39.68,1351.03,381.74,1617.31,349.45,641.22,688.61,214.82,715.25,489.68,"Na Stráži, Prague - Libeň",50.117092,14.474306,"CZK 30,000",,Very good,Brick,,1.0,,,Personal,Electric boiler,,,1.0,,,,,,,
"CZK 19,000","CZK 5,000",729732,2+kk,9/11/2022,70 m²,Partly,10,1.0,89.43,581.54,41.72,274.67,150.07,467.2,802.27,315.71,549.57,154.7,Prague - Krč,50.04088,14.43696,"CZK 24,000",D,Very good,Brick,1.0,,10 to 30 years,,Personal,Central,Standard,,,,,,,1.0,,
"CZK 14,900","CZK 3,500",219421,1 bedroom,8/31/2022,55 m²,Partly,2,,184.81,1643.59,178.56,1325.68,325.07,964.92,1135.51,971.01,218.31,274.23,"U Pekařky, Prague - Libeň",50.1138842,14.479848,"CZK 30,000",,,Brick,,1.0,10 to 30 years,Complete,Personal,,Standard,,,,,,,,,
"CZK 14,000","CZK 2,900",488732,Studio,9/22/2019,38 m²,Fully furnished,2,,185.99,1644.78,177.37,1326.86,326.25,966.1,1134.32,969.81,217.12,273.03,"U Pekařky, Prague - Libeň",50.1138957,14.4798538,"CZK 30,000",,,Brick,,1.0,Up to 10 years,Complete,Personal,Gas boiler,Standard,,,,1.0,,,,,
"CZK 19,000","CZK 1,800",496824,2 bedroom,9/1/2022,69 m²,Partly,2,,191.28,442.28,71.73,199.8,77.02,134.35,347.72,484.05,479.89,421.08,"Žitná, Prague - Nové Město",50.0777397,14.4219854,"CZK 38,000",,,Brick,,,Over 50 years,Interior,Personal,Gas boiler,,,,,,,,,,
"CZK 13,000","CZK 3,000",732243,2+kk,9/3/2022,44 m²,Partly,2,1.0,195.92,655.1,600.42,945.95,44.71,936.48,838.91,384.85,512.3,33.74,Prague - Záběhlice,50.05344,14.50557,"CZK 20,000",G,Good,Prefab concrete,,,,Bathroom unit,Personal,Central,Standard,,1.0,,,,,,,
"CZK 16,500","CZK 1,500",732241,Studio,9/3/2022,33 m²,Unfurnished,1,,163.24,768.27,202.31,454.89,224.56,137.05,484.52,536.26,549.23,249.87,Prague - Strašnice,50.07252,14.48614,"CZK 18,000",G,Very good,Brick,,,,Complete,,Electric boiler,,,,,,,,,,
"CZK 13,000","CZK 3,000",731851,2+kk,8/31/2022,44 m²,Partly,2,1.0,178.66,637.83,583.15,963.21,27.44,919.22,821.64,367.58,529.56,16.47,Prague - Záběhlice,50.05346,14.50533,"CZK 20,000",G,Good,Prefab concrete,,,30 - 50 years,Complete,,Central,Standard,,1.0,,,,,,,
"CZK 14,000","CZK 4,863",572540,3+kk,8/29/2022,56 m²,Fully furnished,3,,111.54,1022.54,296.99,346.2,267.25,829.32,620.14,540.52,967.87,213.74,"Šárecká, Prague - Dejvice",50.1010067,14.3849538,"CZK 14,000",C,,Brick,,,,,Personal,Central,,,1.0,,,,,,,
"CZK 17,000","CZK 5,000",208133,2+kk,9/12/2022,40 m²,Fully furnished,1,,53.22,1341.03,498.16,659.58,103.48,775.22,874.37,298.08,1927.71,513.64,"Ve žlíbku, Prague - Horní Počernice",50.114987,14.6262925,"CZK 22,000",,,Brick,1.0,1.0,10 to 30 years,,Personal,,Standard,,1.0,,,,,1.0,,
"CZK 24,000","CZK 4,900",709663,3+1,10/1/2022,73 m²,Partly,3,,378.94,508.23,121.25,345.12,310.01,393.17,215.61,349.39,1160.21,203.79,"Suchý vršek, Prague - Stodůlky",50.04779,14.34583,"CZK 48,000",C,Very good,Prefab concrete,,,,,Cooperative,,,1.0,,,,,,,,
"CZK 12,000","CZK 5,000",630923,2+kk,10/19/2020,42 m²,Fully furnished,,,148.86,341.13,53.86,117.78,72.14,116.12,202.72,183.6,421.74,190.4,"Holandská, Prague - Vršovice",50.06985,14.456053,"CZK 30,000",E,Good,Brick,,,,,Personal,Electric boiler,,,,,,,,,,
"CZK 20,000","CZK 4,500",731539,2+kk,8/29/2022,55 m²,Partly,3,1.0,379.03,601.9,459.73,906.83,703.12,822.08,516.85,596.63,646.89,471.36,Prague - Horní Měcholupy,50.04235,14.54955,"CZK 24,500",A,Very good,Low-energy,1.0,1.0,,,,,,,,,,,,1.0,,
"CZK 10,500","CZK 4,500",711409,2+kk,3/23/2022,46 m²,Partly,3,,521.42,2077.13,532.02,1649.82,569.85,1824.82,1820.22,2998.2,603.67,243.31,"Travná, Prague - Kyje",50.08319,14.5551,"CZK 29,000",G,Very good,Prefab concrete,,,,,Personal,,,,1.0,,,,,,,
"CZK 16,000","CZK 1,000",731534,1 bedroom,9/15/2022,46 m²,Partly,4,1.0,322.68,961.45,241.53,635.99,345.47,659.58,372.47,616.98,945.84,448.11,Prague - Vysočany,50.10386,14.50184,"CZK 32,000",G,Very good,Brick,,,,,,,,,1.0,,,,,,,
"CZK 17,000","CZK 2,800",671335,1 bedroom,9/4/2022,55 m²,Unfurnished,1,1.0,218.96,279.22,100.73,113.01,48.6,155.53,81.44,237.22,685.21,722.44,"Londýnská, Prague - Vinohrady",50.07377,14.43387,"CZK 25,000",D,Very good,Brick,1.0,,,,Personal,Gas boiler,Standard,,,,,,,,,
"CZK 19,900","CZK 4,000",629096,2+kk,9/5/2022,41 m²,Fully furnished,2,1.0,331.52,2493.87,383.34,2607.3,397.92,2223.32,1746.88,1752.63,1345.22,423.05,"Na Komořsku, Prague - Modřany",49.989154,14.414205,"CZK 29,000",B,New-build,Low-energy,1.0,1.0,Up to 10 years,,Personal,Distance,Luxurious,,1.0,,1.0,,,1.0,,
"CZK 23,000","CZK 4,800",731524,2+kk,10/31/2022,50 m²,Fully furnished,4,1.0,175.62,1229.93,607.72,1211.48,880.36,1156.77,1160.04,1191.59,1059.99,422.63,Prague - Hloubětín,50.10861,14.52706,"CZK 40,000",G,New-build,Brick,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,
"CZK 15,500","CZK 3,000",443751,3+1,8/26/2022,62 m²,Partly,2,,362.35,947.34,303.22,885.71,543.91,563.58,160.66,206.03,203.73,112.77,"Litvínovská, Prague - Prosek",50.1223913,14.4872322,"CZK 15,500",,,Prefab concrete,1.0,,,,Cooperative,Distance,,,1.0,,,,,,,
"CZK 17,000","CZK 3,000",680619,2+kk,9/10/2022,42 m²,Fully furnished,4,1.0,366.0,749.46,232.71,850.17,282.07,440.67,709.99,695.67,470.69,307.11,"U Hranic, Prague - Strašnice",50.06921075,14.484043897371,"CZK 20,000",G,New-build,Brick,1.0,,Up to 10 years,,Personal,Central,,,1.0,,,,,,,
"CZK 9,718","CZK 1,168",633999,Studio,9/5/2022,22 m²,Partly,-1,1.0,360.59,844.3,481.8,540.44,465.43,498.42,485.37,599.7,327.41,240.15,"Ocelářská, Prague - Vysočany",50.10652,14.497508,"CZK 21,772",A,Good,Brick,,,,Complete,Personal,Gas boiler,,,,,,,,,,
"CZK 14,000","CZK 3,500",695310,Studio,10/1/2022,40 m²,Fully furnished,1,,394.49,1024.78,403.26,1011.66,597.66,653.23,690.05,512.4,182.93,374.21,"Za Stadionem, Prague - Strašnice",50.08465,14.49003,"CZK 25,000",E,Very good,Brick,,,,,Personal,Central,,1.0,1.0,,,,,,,
"CZK 16,000","CZK 2,500",654986,2+kk,10/1/2022,45 m²,Partly,2,,158.26,221.8,107.73,120.81,127.51,154.46,117.14,468.65,157.02,174.27,"Nad Primaskou, Prague - Strašnice",50.07483,14.49146,"CZK 32,000",G,Very good,Brick,,,,Interior,Personal,,,,1.0,,,,,,,
"CZK 14,000","CZK 4,000",732192,2+kk,9/2/2022,53 m²,Fully furnished,1,,297.49,499.61,248.3,462.71,375.46,401.77,336.83,325.3,1114.48,198.87,Prague - Veleslavín,50.09206,14.34675,"CZK 30,000",D,Very good,Brick,,,,,,,,,1.0,,,,,,,
"CZK 25,000","CZK 5,000",672188,4+kk,10/1/2022,75 m²,Partly,6,1.0,347.99,1372.18,309.17,1447.54,319.26,1437.07,229.32,179.55,810.33,112.39,"Pertoldova, Prague - Modřany",50.00133,14.43075,"CZK 30,000",G,Very good,Prefab concrete,,1.0,,,Personal,,,1.0,1.0,,,,,,,
"CZK 8,500","CZK 1,000",262080,Studio,9/3/2022,28 m²,Fully furnished,2,,222.62,550.36,171.62,385.24,113.16,62.83,175.5,225.21,300.71,291.39,"Sámova, Prague - Vršovice",50.0670001,14.4497788,"CZK 9,500",C,,Brick,,,,,Personal,Gas boiler,,,,,,,,,,
"CZK 17,000","CZK 1,500",284832,2+kk,9/2/2022,44 m²,Fully furnished,2,1.0,64.92,71.53,94.68,69.92,50.1,185.05,328.76,618.3,494.6,269.47,"Bělehradská, Prague - Nusle",50.065139,14.4397002,"CZK 18,000",,Very good,Brick,,,Up to 10 years,Complete,Personal,Electric boiler,Standard,,,,,,1.0,,,
"CZK 24,000","CZK 2,500",658687,2+kk,9/1/2022,59 m²,Fully furnished,5,1.0,360.18,307.48,138.21,231.62,151.3,290.16,315.54,832.17,205.65,218.51,"U Studánky, Prague - Bubeneč",50.10168,14.4242,"CZK 48,000",,Very good,Brick,,,,,Personal,Gas boiler,Luxurious,,,,,,,,,
"CZK 16,000","CZK 3,500",632492,2+kk,9/1/2022,45 m²,Fully furnished,3,,180.84,1467.25,271.5,852.64,399.48,346.38,711.86,504.96,620.18,331.51,"Šestidomí, Prague - Bubeneč",50.111335,14.39601,"CZK 19,500",G,Very good,Brick,,,,Complete,Personal,Distance,Standard,,1.0,,,,,1.0,,
"CZK 23,900","CZK 3,900",577288,2+kk,9/1/2022,60 m²,Fully furnished,6,1.0,183.97,1118.9,5.8,558.34,121.65,425.24,124.13,356.18,285.18,98.76,"Drahobejlova, Prague - Libeň",50.1060756,14.4904958,"CZK 35,000",C,Very good,Brick,1.0,1.0,,,Personal,Gas boiler,,,1.0,,,,,,,
"CZK 21,490",CZK 600,731474,2+kk,10/1/2022,42 m²,Partly,3,,190.75,151.92,127.06,31.18,19.84,193.59,305.45,576.56,542.95,620.99,Prague - Vinohrady,50.07554,14.4342,"CZK 35,000",A,Very good,Brick,,,,,,,,,1.0,,,,,,,
"CZK 19,000","CZK 4,500",731358,2 bedroom,8/26/2022,55 m²,Partly,4,1.0,150.25,683.3,33.7,536.14,225.12,553.91,246.79,271.95,393.04,186.2,Prague - Břevnov,50.08457,14.34674,"CZK 38,000",G,Very good,Brick,,,,,,,,1.0,,,,,1.0,,,
"CZK 17,000","CZK 4,500",704613,2+kk,9/2/2022,45 m²,Partly,,,349.9,965.79,738.39,2872.55,2032.73,2110.8,1154.43,2145.63,7342.61,1482.75,"U Žlábku, Prague - Lipence",49.9605,14.36926,"CZK 34,000",A,New-build,Other,,1.0,,,Personal,,,,,,,,,,,
"CZK 20,000","CZK 6,500",730650,2 bedroom,8/21/2022,57 m²,Partly,1,,337.03,982.65,216.19,492.91,182.55,249.07,618.03,1092.42,307.77,900.29,Prague - Holešovice,50.10387,14.43538,"CZK 40,000",G,Very good,Brick,,,,,,,,,1.0,,,,1.0,,,
"CZK 13,500","CZK 4,000",727571,2 bedroom,9/1/2022,54 m²,Partly,4,,163.71,536.01,341.23,457.12,274.45,408.39,674.65,441.76,1026.37,118.68,Prague - Malešice,50.08159,14.5055,"CZK 20,000",G,Good,Prefab concrete,,,,,Cooperative,,,,1.0,,,,,,,
"CZK 15,500","CZK 5,000",732172,Studio,9/9/2022,36 m²,Fully furnished,2,1.0,222.35,532.04,617.44,2773.68,487.57,549.71,1005.87,620.06,1954.6,114.6,Prague - Čimice,50.14355,14.43261,"CZK 30,000",G,Very good,Prefab concrete,,,,,,,,,1.0,,,,1.0,,,
"CZK 16,900","CZK 4,900",732166,Studio,10/1/2022,40 m²,Partly,1,1.0,431.98,1790.04,192.2,1091.3,358.27,456.8,743.28,258.45,328.61,778.19,Prague - Dejvice,50.11174,14.39087,"CZK 21,800",B,New-build,Brick,,1.0,,,,,,,1.0,1.0,,,,1.0,,
"CZK 45,000","CZK 5,000",625132,3+kk,10/15/2022,120 m²,Partly,5,1.0,298.02,582.29,118.5,369.23,72.95,352.83,295.23,336.0,673.21,91.68,"Baranova, Prague - Žižkov",50.079934,14.457769,"CZK 45,000",G,Very good,Brick,1.0,,,,Personal,,Luxurious,,,1.0,,,,,,
"CZK 12,500","CZK 2,500",593112,Studio,2/26/2021,25 m²,Fully furnished,2,1.0,52.16,954.55,120.17,229.71,246.72,409.9,241.81,461.94,66.79,231.96,"Tupolevova, Prague - Letňany",50.134812,14.505781,"CZK 12,500",B,New-build,Brick,1.0,,Up to 10 years,,Personal,Distance,,,,,1.0,,,,,
"CZK 10,990","CZK 3,058",732159,Studio,9/9/2022,23 m²,Fully furnished,4,,15.46,1094.5,175.72,946.19,95.9,1117.76,284.87,278.35,479.27,212.72,"Novovysočanská, Prague - Vysočany",50.10008444444,14.48660861111,"CZK 14,048",G,Very good,Brick,,,,,Personal,,,,,,,"CZK 14,048",,,,
"CZK 10,990","CZK 3,058",732158,Studio,9/9/2022,23 m²,Fully furnished,4,,15.46,1094.5,175.72,946.19,95.9,1117.76,284.87,278.35,479.27,212.72,"Novovysočanská, Prague - Vysočany",50.10008444444,14.48660861111,"CZK 14,048",G,Very good,Brick,,,,,Personal,,,,,,,"CZK 14,048",,,,
"CZK 12,990","CZK 5,534",732149,2+kk,9/8/2022,40 m²,,4,,466.84,536.29,200.59,248.7,291.65,544.25,780.91,337.4,2013.04,436.09,"Bryksova, Prague - Černý Most",50.10644083333,14.58310111111,"CZK 18,524",C,Very good,Prefab concrete,,,,,Personal,,,,1.0,,,"CZK 18,524",,,,
"CZK 22,990","CZK 5,485",732145,3+1,9/9/2022,78 m²,,3,1.0,323.76,705.08,150.61,289.27,137.57,191.46,271.87,285.43,411.99,165.39,"Rostovská, Prague - Vršovice",50.06818611111,14.44945,"CZK 28,475",C,New-build,Prefab concrete,1.0,,,,Personal,,,,,,1.0,"CZK 28,475",,,,
"CZK 22,990","CZK 5,485",732144,3+1,9/9/2022,78 m²,,3,1.0,323.76,705.08,150.61,289.27,137.57,191.46,271.87,285.43,411.99,165.39,"Rostovská, Prague - Vršovice",50.06818611111,14.44945,"CZK 28,475",C,New-build,Prefab concrete,1.0,,,,Personal,,,,,,1.0,"CZK 28,475",,,,
"CZK 19,990","CZK 3,763",732141,3+kk,9/8/2022,75 m²,,3,,326.98,357.94,294.88,400.62,404.12,563.85,103.0,167.32,620.43,60.66,"Skřivanská, Prague - Malešice",50.08289861111,14.49651805555,"CZK 23,753",C,Very good,Prefab concrete,1.0,,,,Personal,,,,1.0,,,"CZK 23,753",,,,
"CZK 23,990","CZK 3,776",732137,3+1,9/8/2022,100 m²,,3,1.0,113.53,208.15,165.67,265.24,65.65,355.59,292.01,406.64,233.87,311.04,"Novákových, Prague - Libeň",50.10404611111,14.47706416666,"CZK 27,766",G,Good,Brick,1.0,,,,Personal,,,,1.0,,,"CZK 27,766",,,,
"CZK 19,000","CZK 2,500",721706,Studio,9/24/2022,32 m²,Fully furnished,3,1.0,184.9,491.18,201.53,600.56,185.71,464.1,909.61,880.1,1116.52,293.82,Prague - Uhříněves,50.02854,14.59565,"CZK 30,000",B,New-build,Brick,,,Up to 10 years,,Personal,Electric boiler,Luxurious,1.0,1.0,,1.0,,,,,
"CZK 22,200","CZK 3,800",657252,2+kk,11/1/2022,50 m²,Fully furnished,4,1.0,133.15,481.82,43.42,82.77,46.47,54.1,409.65,568.09,3.58,537.27,"Křižíkova, Prague - Karlín",50.09258,14.45368,"CZK 26,000",G,Very good,Brick,,,,,Cooperative,,,,1.0,,,,,,,
"CZK 4,000","CZK 3,000",732126,Studio,9/2/2022,20 m²,Partly,,,161.23,140.79,1536.51,1989.08,189.1,557.88,332.89,622.45,478.43,422.84,Prague - Řeporyje,50.03195,14.31385,"CZK 7,000",B,Good,Brick,,1.0,,,Municipal,Electric boiler,,,,,,,,,,
"CZK 38,000","CZK 8,000",528897,3+1,6/22/2022,120 m²,Fully furnished,3,,146.64,442.17,50.87,75.01,23.87,70.51,213.14,404.97,599.27,668.7,Prague - Vinohrady,50.0740216,14.4323776,"CZK 72,000",C,,Brick,1.0,,Up to 10 years,Complete,Personal,Gas boiler,Luxurious,,,,,,,,,
"CZK 20,000","CZK 7,000",732084,3+kk,10/1/2022,95 m²,Fully furnished,2,1.0,76.0,337.26,273.41,362.24,294.58,262.02,492.11,79.39,831.68,109.23,Prague - Stodůlky,50.04806,14.34145,"CZK 54,000",G,Very good,Prefab concrete,1.0,1.0,,,Personal,Central,,,,,,,,,,
"CZK 20,000","CZK 5,000",732076,3+1,10/1/2022,83 m²,Partly,9,1.0,302.53,985.25,862.44,2296.72,481.11,687.46,612.25,1550.74,1554.67,647.35,Prague - Krč,50.01832,14.46289,"CZK 25,000",C,Very good,Prefab concrete,,,,,,,,1.0,,,,,,,,
"CZK 7,599","CZK 2,290",423838,3+1,9/16/2022,20 m²,Fully furnished,8,1.0,233.92,627.15,488.43,1660.14,159.48,960.96,649.4,1058.18,566.02,238.57,"Sládkovičova, Prague - Krč",50.0225909,14.4534508,"CZK 9,889",,Very good,Prefab concrete,1.0,1.0,,Complete,Personal,Distance,,,,,,,,,,
"CZK 19,500","CZK 5,365",711808,2+kk,10/1/2022,49 m²,Fully furnished,6,1.0,47.78,826.64,80.43,845.07,369.97,226.1,585.05,391.79,530.72,483.78,"Lehovecká, Prague - Hloubětín",50.1079,14.54644,"CZK 39,000",B,New-build,Brick,1.0,1.0,,,Personal,,,,1.0,,,,,1.0,,
"CZK 12,500","CZK 5,500",649282,2+kk,9/15/2022,43 m²,Fully furnished,4,,61.11,756.47,286.12,582.94,251.79,692.47,481.13,645.59,376.7,129.84,"Poštovská, Prague - Vysočany",50.110149,14.509314,"CZK 18,000",G,Very good,Brick,,,,Interior,Personal,Gas boiler,Standard,,1.0,,,,,,,
"CZK 11,500","CZK 2,200",658268,Small studio,9/1/2022,27 m²,Partly,1,,412.04,445.02,106.76,393.94,41.82,647.36,281.17,523.81,982.83,325.73,"Velehradská, Prague - Vinohrady",50.07923,14.45377,"CZK 11,500",G,Very good,Brick,,,,,Personal,Other,Standard,,,,,,,,,
"CZK 25,000","CZK 5,500",732035,3+kk,9/1/2022,80 m²,Partly,4,1.0,300.87,874.78,169.37,280.63,51.78,528.14,649.99,565.19,776.48,568.23,Prague - Žižkov,50.08594,14.43948,"CZK 50,000",G,Very good,Brick,,,,,,,,,,,,,,1.0,,
"CZK 16,000","CZK 6,300",488736,2+kk,8/29/2022,63 m²,Fully furnished,6,1.0,171.24,917.32,252.69,2175.16,760.08,989.91,518.33,536.04,816.2,247.61,"Korycanská, Prague - Čimice",50.1356081,14.4351266,"CZK 40,000",C,,Prefab concrete,1.0,,,Complete,Cooperative,Distance,,,,,,,,,,
"CZK 45,000","CZK 2,000",533163,4+1,10/1/2022,91 m²,Fully furnished,3,,202.01,548.32,190.08,101.63,62.32,146.17,378.67,315.45,278.96,626.63,Prague - Smíchov,50.0722791,14.4047668,"CZK 32,000",,,Brick,,1.0,,Complete,Personal,Electric boiler,Luxurious,,1.0,,,,,,,
"CZK 47,000","CZK 7,000",732026,3+kk,9/1/2022,114 m²,Partly,2,,192.21,273.65,42.23,259.62,137.93,274.08,100.87,277.84,609.43,155.03,Prague - Vinohrady,50.07891,14.44989,"CZK 54,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 11,000","CZK 2,000",731705,1 bedroom,8/30/2022,35 m²,Fully furnished,1,,147.07,808.12,182.06,279.74,3.52,158.28,750.47,377.67,173.24,159.08,Prague - Nusle,50.05776,14.43034,"CZK 12,000",G,Under construction,Brick,,1.0,Over 50 years,Complete,,,,,1.0,,,,,,,
"CZK 15,000","CZK 3,850",732018,2+kk,9/1/2022,72 m²,Partly,3,,161.23,140.79,1536.51,1989.08,189.1,557.88,332.89,622.45,478.43,422.84,Prague - Řeporyje,50.03195,14.31385,"CZK 37,700",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 17,318","CZK 3,114",732019,Studio,10/1/2022,53 m²,,1,,105.06,956.52,462.75,763.58,458.06,554.8,248.54,1227.85,685.35,353.61,"Varhulíkové, Prague - Holešovice",50.110656,14.4517021,"CZK 20,300",,Good,Other,,,,,Personal,,,,,,,"CZK 2,598",,,,
"CZK 10,933","CZK 2,063",732017,Studio,10/1/2022,31 m²,,1,,330.83,345.87,260.86,1965.82,336.75,546.04,737.38,97.37,5083.51,132.65,"Neumannova, Prague - Zbraslav",49.9629174,14.3837472,"CZK 12,134",,Good,Other,,,,,Personal,,,,,,,"CZK 1,559",,,,
"CZK 24,506","CZK 1,000",732014,3+kk,10/1/2022,85 m²,,1,,106.77,647.5,57.83,653.44,227.77,708.38,554.04,582.35,452.61,477.24,"Bělehradská, Prague - Vinohrady",50.0684687,14.4330383,"CZK 26,444",,Good,Other,,,,,Personal,,,,,,,"CZK 3,494",,,,
"CZK 22,000","CZK 1,000",732013,3+kk,10/1/2022,80 m²,,1,,106.77,647.5,57.83,653.44,227.77,708.38,554.04,582.35,452.61,477.24,"Bělehradská, Prague - Vinohrady",50.0684687,14.4330383,"CZK 26,102",,Good,Other,,,,,Personal,,,,,,,"CZK 3,300",,,,
"CZK 130,000","CZK 15,000",657851,5+kk,11/1/2022,212 m²,Unfurnished,5,,47.35,338.16,268.77,405.29,56.59,440.45,149.29,578.87,65.72,473.48,"Pařížská, Prague - Josefov",50.09109,14.4181,"CZK 145,000",G,Very good,Brick,1.0,,,,Personal,,,,,,,,,,,
"CZK 15,000",CZK 0,732000,2 bedroom,9/1/2022,55 m²,Unfurnished,2,,75.21,1052.78,35.22,876.94,51.43,103.7,494.21,400.27,1142.26,176.41,Prague - Košíře,50.07158,14.38832,"CZK 15,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 22,000",CZK 0,335208,2+kk,9/4/2022,60 m²,Fully furnished,4,1.0,92.77,736.93,73.46,513.21,62.35,511.92,326.53,203.37,442.42,230.94,Prague - Vršovice,50.0713288,14.4603672,"CZK 10,000",,,Brick,1.0,,,Complete,Personal,Other,Standard,,1.0,,,,,,,
"CZK 20,000","CZK 4,500",731992,2+kk,9/10/2022,58 m²,Fully furnished,5,1.0,373.2,1109.1,262.18,1034.2,686.68,522.78,608.67,485.25,1206.22,118.64,Prague - Střížkov,50.13042,14.49234,"CZK 24,500",B,New-build,Brick,1.0,,,,,Electric boiler,,,,,1.0,,,,,
"CZK 17,200","CZK 3,800",686230,2+kk,9/1/2022,43 m²,Fully furnished,5,1.0,443.03,2205.5,1833.24,2208.76,443.04,2061.8,1256.25,2082.8,407.15,1143.0,"Šífařská, Prague - Hodkovičky",50.0204964,14.4029624,"CZK 21,000",B,New-build,Brick,1.0,,,,Personal,,,,1.0,,,,,,,
"CZK 12,900","CZK 2,000",627404,Studio,9/22/2022,19 m²,Partly,2,,362.81,259.2,126.77,286.13,118.18,279.99,159.44,215.84,295.88,466.72,"Vlkova, Prague - Žižkov",50.083992,14.448523,"CZK 20,000",A,Very good,Brick,,,Up to 10 years,Complete,Personal,Central,Standard,,,,,,,,,
"CZK 16,500","CZK 3,500",731972,2 bedroom,9/1/2022,75 m²,Partly,2,,180.07,447.34,328.95,304.76,190.74,436.63,254.64,668.64,309.77,217.21,Prague - Podolí,50.0566,14.42252,"CZK 33,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 8,000","CZK 2,000",710403,Studio,10/3/2022,20 m²,Partly,,1.0,192.05,286.7,144.76,100.02,68.79,179.97,387.23,708.99,696.53,316.39,"Klicperova, Prague - Smíchov",50.06941,14.40228,"CZK 20,000",G,Very good,Brick,,,Over 50 years,Interior,Personal,,Standard,,,,,,1.0,,,
"CZK 9,800","CZK 3,700",116882,Studio,6/30/2022,15 m²,Fully furnished,1,,282.77,391.35,198.94,752.9,210.66,516.86,232.0,257.48,428.59,215.11,"Luzicka, Prague - Vinohrady",50.073526,14.444901,"CZK 20,000",,Very good,Brick,,1.0,Up to 10 years,,Personal,Distance,Standard,,,,,,,,,
"CZK 14,000","CZK 3,500",623670,2+kk,9/17/2020,50 m²,Fully furnished,1,,213.02,878.69,361.34,1029.75,744.58,612.38,741.43,1065.22,505.93,221.47,"V Korytech, Prague - Záběhlice",50.061014,14.494455,"CZK 17,500",B,Very good,Brick,,,,,Personal,,,,,,,,,,,
"CZK 16,000","CZK 7,552",731913,2 bedroom,8/31/2022,58 m²,Partly,5,1.0,126.86,927.75,528.62,1209.72,132.49,569.33,339.56,480.48,640.96,436.23,Prague - Záběhlice,50.05248,14.49585,"CZK 16,000",C,Very good,Prefab concrete,,,,,,,,1.0,1.0,,,,1.0,,,
"CZK 17,500","CZK 3,300",595404,2+kk,9/15/2022,59 m²,Fully furnished,2,1.0,152.49,499.22,46.55,311.7,38.37,262.23,601.18,756.95,281.48,302.67,"U Průhonu, Prague - Holešovice",50.105017,14.453814,"CZK 30,000",G,Very good,Brick,,,,Complete,Personal,Gas boiler,Standard,,,,,,,,,
"CZK 15,000","CZK 4,000",553174,Studio,,35 m²,Fully furnished,4,1.0,214.44,992.27,79.44,917.37,516.16,364.03,491.84,368.42,1047.46,99.74,Prague - Střížkov,50.1294478,14.4931442,"CZK 30,000",,New-build,Brick,1.0,,Up to 10 years,,Personal,Central,,1.0,,,1.0,,,1.0,,
"CZK 16,000","CZK 3,300",654680,Studio,9/1/2022,37 m²,Fully furnished,1,1.0,54.47,1047.39,47.89,203.63,180.78,183.66,351.8,729.1,319.84,105.46,"Kurta Konráda, Prague - Libeň",50.10375,14.48892,"CZK 19,999",B,New-build,Other,1.0,,,,Personal,,,,1.0,,,,,,,
"CZK 14,000","CZK 4,000",457628,Studio,9/1/2022,41 m²,Fully furnished,,,84.46,1099.48,35.23,484.88,31.71,361.35,305.51,374.88,481.07,172.77,"Terronská, Prague - Bubeneč",50.108673,14.3955801,"CZK 18,000",D,,Brick,,,,,Personal,,,,,,,,,,,
"CZK 12,000","CZK 5,000",731935,2+kk,8/31/2022,45 m²,Partly,2,1.0,135.47,97.0,675.76,674.62,210.16,171.88,463.41,906.09,722.87,199.69,Prague - Letňany,50.13766,14.51597,"CZK 17,000",G,Very good,Prefab concrete,,1.0,,Complete,,Central,,,1.0,,,,,,,
"CZK 15,200","CZK 5,400",730331,2 bedroom,10/1/2022,66 m²,Unfurnished,1,,306.14,1302.29,52.54,1078.04,243.36,217.73,311.76,134.76,878.84,78.28,Prague - Strašnice,50.06747,14.4998,"CZK 18,000",G,Good,Brick,,,,,Personal,Distance,Standard,,,,,,,,,
"CZK 15,000","CZK 2,500",645575,2 bedroom,9/11/2022,48 m²,Fully furnished,-1,,317.33,1365.19,334.96,1657.91,279.05,1535.12,617.84,308.15,855.2,597.5,"Na Zvoničce, Prague - Podolí",50.044955,14.415783,"CZK 20,000",E,Very good,Brick,,,,,Personal,,,,,1.0,,,,,,
