Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Heating,Floor space,Fully furnished,Condition,Ownership,EPC,Reconstruction,Sklep 2 m²,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Lodžie 7.5 m²,Parking,Balkón 5 m²,Terasa 16.1 m²,Sklep 3.1 m²,Lodžie 7 m²,Age,Designe,Terasa 8 m²,Sklep 3 m²,New-build,Lodžie 4 m²,Sklep 4 m²,Administrative fee,Sklep 1 m²,Cellar,Domácí mazlíčci vítáni,Garage,Balkón 1 m²,Balkón 7 m²,Lodžie 3 m²,Lodžie 9 m²,Enclosed balcony,Balkón 6 m²,Sklep 8 m²,Balkón 9 m²,Terasa 10 m²,Sklep 5 m²,Balkón 3 m²,Lodžie 5 m²,Sklep 7 m²,Sklep 6 m²,Balkón 8 m²,Terasa 20 m²,Balkón 2 m²,Terasa 12 m²,Balkón 4 m²,Lodžie 8 m²,Balkón 13 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Lodžie 6 m²,Terasa 19 m²,Balkón 12 m²,Sklep 20 m²,Terasa 30 m²,Terasa 7 m²,Lodžie 10 m²,Balkón 10 m²,Sklep 4.1 m²,Sklep 3.5 m²,Sklep 30 m²,Lodžie 1 m²,Lodžie 2 m²,Terasa 14 m²,Balkón 6.1 m²,Terasa 10.1 m²,Terasa 5 m²,Terasa 14.1 m²,Sklep 10 m²,Sklep 6.4 m²,Terasa 40 m²,Balkón 35 m²,Terasa 16 m²,Balkón 33 m²,Balkón 60 m²,Balkón 32 m²,Terasa 32 m²,Water,Sewage,Balkón 70 m²,Plot space,Sklep 44 m²
"CZK 30,000","CZK 6,000","CZK 30,000",648846,3+1,11/1/2022,5,Brick,Gas boiler,110 m²,Fully furnished,New-build,Personal,G,,,1.0,63.79,337.36,167.0,182.5,93.53,72.56,243.11,202.22,348.31,157.58,"Tusarova, Prague - Holešovice",50.101482,14.449581,,,,,,,,,Up to 10 years,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 7,000","CZK 34,000",743383,3+1,10/2/2022,2,Brick,,60 m²,Fully furnished,Very good,,G,,,,205.04,745.52,432.12,1124.24,146.8,451.68,833.51,195.95,4827.71,278.74,"Pod třešňovkou, Prague - Zbraslav",49.97061,14.38257,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 5,000","CZK 20,000",180353,Studio,10/2/2022,5,Brick,,25 m²,Fully furnished,Very good,Personal,G,,,1.0,74.14,204.1,72.93,279.74,86.81,366.1,416.76,568.98,394.6,236.02,"Minská, Prague - Vršovice",50.0669648,14.4568866,,,,,,,,,,Standard,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 4,000","CZK 30,000",744333,2+kk,10/7/2022,1,Other,Central,54 m²,Partly,Very good,,G,,,,232.42,254.11,185.2,324.23,117.95,268.47,784.91,947.31,1288.52,396.11,Prague - Troja,50.12639,14.42051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000","CZK 24,000",710692,2 bedroom,12/1/2022,,Brick,,53 m²,Partly,New-build,Personal,C,,,,153.31,830.53,78.08,595.15,613.37,408.2,729.77,297.78,374.19,330.86,"U Krbu, Prague - Strašnice",50.08176,14.4873,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 44,500",CZK 133,"CZK 89,000",744375,4+kk,11/1/2022,15,Other,,112 m²,Fully furnished,Very good,,A,,,1.0,,,,,,,,,,,"Mukařovského, Prague - Stodůlky",50.04595,14.32223,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
"CZK 22,000","CZK 7,000","CZK 22,000",744369,4+kk,10/7/2022,1,Brick,,70 m²,Partly,Very good,,G,,1.0,,236.25,894.97,378.85,601.56,437.04,494.33,337.44,577.84,115.62,514.74,Prague - Košíře,50.06688,14.367,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,500","CZK 15,000",744365,2+kk,10/7/2022,2,Other,,52 m²,Partly,New-build,,G,,,1.0,191.84,272.22,233.36,342.34,166.12,316.63,802.89,965.29,1336.68,444.28,Prague - Troja,50.12614,14.41962,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,490","CZK 2,700","CZK 11,190",648320,2+kk,12/1/2022,3,Brick,,28 m²,Partly,Very good,Personal,G,,,,249.51,651.61,252.48,1148.17,392.99,293.2,195.82,507.34,507.21,434.85,"U Zahradního Města, Prague - Záběhlice",50.054584,14.497787,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,900","CZK 4,100","CZK 12,000",613116,Studio,11/1/2022,1,Brick,,22 m²,,Very good,Personal,G,,,,423.76,462.24,578.34,2626.5,660.65,1413.3,1876.3,2049.15,426.97,1029.31,"V Nížinách, Prague - Dolní Měcholupy",50.057305,14.555202,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 4,000","CZK 25,000",744339,2+kk,10/7/2022,1,Brick,,50 m²,Unfurnished,Good,,E,,,1.0,238.76,349.29,279.74,789.84,282.45,100.12,455.6,455.6,469.7,299.81,Prague - Strašnice,50.07085,14.48075,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 5,500","CZK 66,000",743813,3+kk,11/1/2022,2,Other,,94 m²,Fully furnished,New-build,,G,,,,255.31,280.06,351.49,1432.77,369.76,1267.71,541.92,878.1,811.36,195.9,"Ondrákové, Prague - Hlubočepy",50.02841,14.36164,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 5,600","CZK 24,000",744331,2 bedroom,10/15/2022,1,Prefab concrete,,54 m²,Partly,Very good,,C,,,,367.45,516.29,389.18,1973.52,459.77,642.42,865.71,501.3,693.92,212.89,Prague - Hostivař,50.05296,14.54175,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500",CZK 700,"CZK 15,500",660346,2 bedroom,11/1/2022,5,Brick,Gas boiler,62 m²,Partly,Very good,Personal,D,Complete,,,372.2,1038.24,263.22,779.8,421.4,913.54,272.91,189.07,850.35,354.31,"Sdružení, Prague - Nusle",50.05569,14.44403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 15,000",669787,2+kk,12/1/2022,1,Brick,Distance,33 m²,Unfurnished,New-build,Personal,B,,,1.0,175.62,1229.93,607.72,1211.48,880.36,1156.77,1160.04,1191.59,1059.99,422.63,"Granitova, Prague - Hloubětín",50.10861,14.52706,1.0,,,1.0,,,,,Up to 10 years,Standard,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 3,500","CZK 30,000",577089,Studio,10/8/2022,3,Other,Central,34 m²,Partly,Good,Personal,E,,,,448.36,1129.75,547.04,1376.97,505.39,861.59,1255.8,768.87,1169.63,602.82,"Houdova, Prague - Košíře",50.064252,14.3821221,,,,1.0,,,,,30 - 50 years,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 2,600","CZK 23,600",107622,3+1,11/7/2022,5,Prefab concrete,Distance,75 m²,Unfurnished,,Cooperative,E,,,1.0,388.42,791.87,343.93,726.7,567.22,739.07,350.84,172.63,2057.36,277.82,"Krynická, Prague - Troja",50.1269242,14.4089477,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,900","CZK 5,000","CZK 40,000",742673,2+kk,11/1/2022,2,Brick,Distance,45 m²,Fully furnished,New-build,,C,,,1.0,177.79,275.87,204.47,959.97,184.53,794.91,413.35,516.35,694.83,177.79,Prague - Hlubočepy,50.03086,14.36582,,,,,,,,,10 to 30 years,Standard,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000","CZK 17,000",625188,1 bedroom,10/7/2022,3,Prefab concrete,,33 m²,Partly,Very good,Personal,G,,,1.0,381.53,834.49,344.23,785.88,354.15,1035.88,509.99,603.18,390.33,236.29,"Jasmínová, Prague - Záběhlice",50.05592335,14.5109252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 1,500","CZK 12,500",540561,5+kk,,7,Brick,,,Fully furnished,,Personal,,,,,63.95,366.33,51.88,106.09,0.0,173.33,572.88,797.89,329.22,412.94,Prague - Karlín,50.094136088691,14.452722938098,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,900","CZK 2,141","CZK 20,000",678432,Studio,11/1/2022,7,Brick,Central,45 m²,Fully furnished,Very good,Personal,C,,,1.0,499.62,2024.95,188.14,1699.49,1297.29,785.45,1097.22,1434.25,1137.76,178.28,"Pod Harfou, Prague - Vysočany",50.10354,14.50869,,,,,,,,,,Standard,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000","CZK 17,000",743306,Small studio,10/1/2022,5,Brick,,25 m²,Partly,Very good,,G,,,1.0,111.04,459.71,21.31,60.66,24.36,76.21,431.77,545.98,0.31,550.11,Prague - Karlín,50.09251,14.45339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 17,000",743309,2+kk,10/1/2022,4,Brick,,47 m²,Fully furnished,Very good,,G,,,,334.62,658.07,326.59,639.62,559.5,488.45,482.18,284.43,734.38,291.13,"Zelenečská, Prague - Hloubětín",50.10912,14.5336,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 1,200","CZK 39,800",500285,2+kk,10/5/2022,3,Brick,,58 m²,Fully furnished,,Cooperative,,,,1.0,208.63,1239.21,736.85,1433.57,272.84,758.06,643.53,711.43,489.72,151.16,"Divišovská, Prague - Chodov",50.0425742,14.5016512,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZK 8,CZK 4,"CZK 4,500",744279,1 bedroom,10/6/2022,3,Brick,,38 m²,Unfurnished,Good,,D,,1.0,1.0,145.3,926.73,255.29,477.16,295.89,770.44,502.98,277.35,913.03,334.4,"Maroldova, Prague - Nusle",50.06165,14.45109,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 34,000","CZK 7,200","CZK 68,000",744231,3+kk,1/1/2023,4,Brick,Distance,125 m²,Fully furnished,Very good,,G,,,1.0,146.3,582.9,105.68,246.72,82.2,139.49,199.14,223.0,522.52,233.05,"Musílkova, Prague - Košíře",50.06881115,14.36939225,,,,1.0,,,,,Up to 10 years,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 25,000","CZK 5,500","CZK 30,500",545448,3+kk,11/1/2022,1,Brick,Distance,79 m²,Fully furnished,,Personal,G,Interior,,1.0,370.37,681.2,370.04,391.78,119.22,395.58,282.24,505.35,591.34,217.59,"Jihlavská, Prague - Michle",50.0446361,14.4538603,,,,1.0,,,,,10 to 30 years,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000","CZK 25,000",382611,2+kk,2/1/2023,4,Brick,,42 m²,Partly,Very good,Personal,,,,,45.17,440.51,90.3,2177.66,73.74,714.59,331.66,479.49,1376.27,374.32,"Branická, Prague - Braník",50.0401361,14.4106121,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,800","CZK 30,000",444939,2+kk,11/1/2022,1,Brick,,45 m²,Partly,New-build,Personal,A,,,,485.81,848.1,921.28,3700.62,963.83,3535.56,1057.3,2986.2,1171.02,579.41,"U Svahu, Prague - Slivenec",50.0167798,14.3524725,1.0,,,1.0,,,,,Up to 10 years,Standard,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000","CZK 21,000",591711,2+kk,9/1/2022,2,Brick,Electric boiler,65 m²,Partly,New-build,Personal,B,Complete,,,289.14,362.62,894.02,5370.1,485.98,875.81,773.02,682.61,438.36,93.39,Prague - Letňany,50.12479,14.51643,,,,1.0,,,,,Up to 10 years,Standard,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 65,000","CZK 1,000","CZK 32,500",744055,3+1,11/15/2022,5,Brick,,110 m²,Fully furnished,Very good,,B,,,1.0,169.45,667.16,71.1,163.09,60.77,92.15,256.68,750.04,439.41,259.75,"Jungmannova, Prague - Nové Město",50.081,14.42262,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 2,000","CZK 38,000",700284,2+kk,12/1/2022,5,Brick,,50 m²,Fully furnished,Very good,Personal,G,Complete,,1.0,247.41,838.87,358.14,522.73,248.74,582.29,567.45,403.41,808.07,460.46,"Kloboučnická, Prague - Nusle",50.06243,14.44917,,,,,,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,800","CZK 15,000",709433,2 bedroom,11/1/2022,,Brick,,50 m²,Partly,Very good,Personal,C,,,,282.43,676.63,212.49,293.34,327.88,333.12,348.42,212.19,1119.79,292.2,"Na Okraji, Prague - Veleslavín",50.08967,14.34076,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,000","CZK 2,500","CZK 10,500",692604,5+1,6/1/2022,6,Prefab concrete,,106 m²,Fully furnished,Very good,Personal,C,,,1.0,163.68,646.03,216.88,217.8,157.54,136.84,235.76,358.3,1401.37,134.81,"Nušlova, Prague - Stodůlky",50.05191,14.34802,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,250","CZK 20,000",744031,Studio,10/5/2022,5,Other,,40 m²,Fully furnished,New-build,,B,,,,51.5,295.4,85.11,350.04,1.36,315.73,186.26,392.72,188.76,309.25,"Prokopovo náměstí, Prague - Žižkov",50.08677,14.45246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 2,000","CZK 20,000",494486,Studio,10/1/2022,6,Brick,Central,38 m²,Fully furnished,New-build,Personal,,,,1.0,262.67,348.35,177.03,264.84,105.8,254.59,441.6,705.34,263.48,404.15,Prague - Holešovice,50.1060838,14.4479158,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,800","CZK 44,000",633874,2+kk,12/1/2022,2,Brick,Central,64 m²,Fully furnished,New-build,Personal,B,,,1.0,328.95,1702.71,1066.38,1446.94,536.93,786.76,369.68,864.7,385.9,348.64,"Jeřabinová, Prague - Motol",50.074247,14.359108,1.0,1.0,,1.0,,,,,,Luxurious,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 20,000",743315,2+kk,11/1/2022,4,Prefab concrete,,45 m²,Fully furnished,Very good,,G,,,,233.25,666.1,212.34,566.73,123.95,204.33,499.9,319.07,851.62,222.13,"Šluknovská, Prague - Střížkov",50.12679,14.49235,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 18,000",631693,Studio,12/1/2022,9,Brick,Central,38 m²,,New-build,Personal,B,,,1.0,316.69,362.62,235.51,2049.12,331.67,488.76,782.79,347.64,675.86,248.91,"Horolezecká, Prague - Hostivař",50.051762,14.541828,1.0,,,1.0,,,,,Up to 10 years,Luxurious,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 3,600","CZK 32,200",578794,1 bedroom,11/1/2019,,Brick,,39 m²,Partly,Very good,Personal,B,,,,57.3,2023.39,621.34,1655.16,289.95,735.57,465.78,435.31,357.11,274.33,"Na Pískách, Prague - Dejvice",50.108696,14.375387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 2,458","CZK 20,000",652949,2+kk,11/1/2022,3,Prefab concrete,Central,45 m²,Fully furnished,Very good,Cooperative,B,Complete,,1.0,178.81,464.01,193.94,813.21,103.8,774.54,156.97,202.9,813.18,576.81,"Ohradní, Prague - Michle",50.05227,14.451992,,,,1.0,,,,,10 to 30 years,Standard,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,000","CZK 19,000",668538,Studio,11/1/2022,3,Other,Distance,50 m²,Partly,New-build,Personal,G,Complete,,1.0,185.06,450.92,296.4,463.61,325.89,318.68,623.31,800.41,297.09,345.29,"Argentinská, Prague - Holešovice",50.10527,14.44355,,,,,,,,,Up to 10 years,Luxurious,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,899","CZK 40,000",742109,3+1,10/1/2022,4,Prefab concrete,Central,67 m²,Unfurnished,Very good,Personal,G,Complete,,1.0,199.47,650.66,366.28,580.53,132.97,647.19,449.64,518.66,1757.34,142.18,Prague - Bohnice,50.1307267,14.413893,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,800","CZK 12,000",743195,2+kk,1/2/2023,2,Brick,,42 m²,Fully furnished,Good,,G,,,,279.88,800.08,359.98,458.37,378.53,519.4,340.49,160.32,557.25,133.68,"Jilmová, Prague - Žižkov",50.08837,14.47425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,600",CZK 950,"CZK 17,600",744142,2 bedroom,10/5/2022,3,Brick,,60 m²,Partly,Good,,C,,,1.0,356.99,178.69,32.08,205.62,146.95,199.47,272.71,290.15,338.15,567.85,"Víta Nejedlého, Prague - Žižkov",50.08332,14.44936,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 3,000","CZK 22,000",715217,2+kk,5/1/2022,1,Brick,,42 m²,Partly,Very good,Personal,B,,,,124.02,1124.46,421.65,753.55,655.3,1203.3,1300.79,1112.93,1125.9,259.97,"Špačkova, Prague - Suchdol",50.13348,14.36849,1.0,,,,,,,,,Standard,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 30,000",743189,Studio,9/30/2022,3,Brick,,27 m²,Fully furnished,New-build,,B,,,1.0,640.2,2301.2,658.92,2161.71,735.95,2237.09,1279.01,3846.78,3469.94,28.65,Prague - Újezd u Průhonic,50.00866,14.54417,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 3,500","CZK 25,000",717741,Studio,10/1/2022,1,Low-energy,,39 m²,Fully furnished,Very good,Personal,B,,,1.0,342.59,1326.85,726.69,2995.06,961.35,668.42,1372.96,2007.16,967.91,938.91,"Rýnská, Prague - Čakovice",50.1474651,14.5341012,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,000","CZK 5,000","CZK 62,000",569318,2 bedroom,11/1/2022,2,Brick,Distance,61 m²,Fully furnished,Very good,Personal,C,Complete,,1.0,252.37,189.31,99.18,212.73,108.58,57.88,308.83,463.59,1208.04,275.91,"Kladenská, Prague - Vokovice",50.0963542,14.3590518,,,,1.0,,,,,,Luxurious,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,990","CZK 2,531","CZK 20,521",744124,2 bedroom,10/13/2022,3,Brick,,56 m²,Unfurnished,Very good,Personal,C,,,1.0,205.14,355.16,175.35,269.38,178.82,433.61,137.61,259.19,777.5,248.13,"Vladivostocká, Prague - Vršovice",50.06899416666,14.47283888888,,,,,,,,,,,,,,,,"CZK 20,521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,000","CZK 38,000",742395,2 bedroom,9/26/2022,4,Prefab concrete,,53 m²,Fully furnished,Very good,,A,,,,279.96,422.86,311.37,313.72,203.31,288.46,388.89,314.85,867.51,28.08,Prague - Strašnice,50.07986,14.49758,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 2,000","CZK 27,000",653744,2+kk,11/7/2022,,Brick,,65 m²,Partly,Very good,Personal,G,,,,210.07,568.54,107.05,234.96,7.26,252.28,249.36,373.69,199.53,349.23,"Bílkova, Prague - Staré Město",50.09109,14.42169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 6,000","CZK 35,000",627716,3+kk,1/2/2023,4,Brick,Central,77 m²,Fully furnished,Very good,Personal,G,,,1.0,458.21,1194.95,581.92,1176.5,744.45,831.13,1134.24,1188.9,989.97,145.2,"Nepelova, Prague - Hloubětín",50.106263,14.523929,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,600","CZK 2,400","CZK 12,000",698535,Studio,7/1/2022,2,Prefab concrete,Central,30 m²,Fully furnished,Good,Personal,G,,,1.0,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,000","CZK 38,000",744094,3+kk,10/5/2022,4,Brick,,76 m²,Partly,Good,,G,,,,78.43,192.12,24.37,509.03,158.11,260.35,168.67,365.14,523.49,129.82,"U Nikolajky, Prague - Smíchov",50.06728,14.3997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 5,000","CZK 27,000",744088,3+kk,10/5/2022,1,Brick,,68 m²,Partly,New-build,,G,,,,204.14,814.58,199.39,383.89,106.43,571.1,358.65,368.21,379.65,360.78,"Sevastopolská, Prague - Vršovice",50.07088,14.44827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,900","CZK 5,000","CZK 32,000",720255,2+kk,7/1/2022,1,Brick,,35 m²,Partly,New-build,,A,,,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 5,000","CZK 30,000",720261,2+kk,7/1/2022,1,Brick,,45 m²,Partly,New-build,,A,,,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 5,000","CZK 30,000",720267,Studio,7/1/2022,2,Brick,,35 m²,Partly,New-build,,A,,,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
