Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Age,Heating,Total number of floors,Renovation,Design,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
705283,"CZK 15,000",50.0718599,14.4069708,"Staropramenná, Prague - Smíchov",Small studio,Excellent,30 m²,,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,06. 02. 2022,G,84,431,29,122,32,316,525,"1,005","1,152",639,"CZK 15,000",,,,Interior,,,,,,,,
670314,"CZK 17,000",49.96831,14.38631,"Pelzova, Prague - Zbraslav",1 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 2,831",Personal,Brick building,Partially furnished,1,No,Yes,Yes,No,No,Yes,No,01. 02. 2022,C,122,"1,089",68,"1,240",367,102,498,329,149,,"CZK 36,000",1 to 10 years years,District heating,Middle floor,,,,,,,,,
643640,"CZK 11,700",50.114484,14.479922,"U Pekařky, Prague - Libeň",Studio,New build,41 m²,"CZK 2,400",Personal,Brick building,Furnished,2,No,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,C,250,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,"CZK 18,000",1 to 10 years years,Gas boiler,Middle floor,Overall,Premium materials and solutions,Yes,,,,,,
581867,"CZK 14,900",50.055637,14.503357,"Hvozdíková, Prague - Záběhlice",2 bedroom,Excellent,54 m²,"CZK 3,500",Personal,Other,Partially furnished,3,Yes,No,No,Yes,No,No,No,01. 04. 2022,G,158,294,628,838,268,559,648,414,756,266,"CZK 38,000",,,,,,,,,,,,
704573,"CZK 5,500",50.04268,14.61387,"K Netlukám, Prague - Uhříněves",3 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 1,000",Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,,,156,"1,490",,,,,,,,,,,,,,,,,,,,,
704560,"CZK 9,900",50.0522,14.53259,"Hornoměcholupská, Prague - Hostivař",Small studio,Excellent,24 m²,"CZK 2,640",Personal,Brick building,Furnished,,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,203,"1,050",479,"1,104",42,"1,050",480,698,562,565,"CZK 12,640",1 to 10 years years,District heating,Ground floor,Overall,,,,,,,,
524714,"CZK 22,000",50.0817465,14.4271892,"Václavské náměstí, Prague - Nové Město",Studio,,80 m²,"CZK 3,000",Other,Brick building,Furnished,2,No,No,No,No,No,Yes,No,04. 05. 2020,,159,379,137,87,20,155,398,847,114,372,"CZK 25,000",,,,,,,,,,,,
693247,"CZK 21,000",50.08758,14.45659,"Lukášova, Prague - Žižkov",2 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 5,600",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,G,203,100,38,451,36,34,164,333,69,281,"CZK 21,000",,,,,,,,,,,,
21053,"CZK 20,000",50.0564497,14.4410954,"Na Veselí, Prague - Nusle",2 bedroom,Excellent,60 m²,"CZK 4,500",Personal,Brick building,Furnished,3,Yes,No,No,No,Yes,Yes,No,01. 01. 2022,G,23,"1,207",191,696,169,586,386,360,"1,078",160,"CZK 24,500",,District heating,Middle floor,Interior,Standard materials and solutions,,,,,,,
401769,"CZK 12,800",50.05825,14.44248,"Pod Lázní, Prague - Nusle",1 bedroom,,45 m²,"CZK 1,200",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,04. 02. 2022,,150,"1,074",411,776,240,802,545,519,647,234,"CZK 15,000",,,,,,,,,,,,
704494,"CZK 13,000",50.12007,14.46058,"U Třešňovky, Prague - Kobylisy",Studio,Excellent,38 m²,"CZK 2,700",Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,Yes,Yes,07. 02. 2022,G,82,53,104,537,201,139,753,388,897,455,"CZK 20,000",,District heating,,,,,,48 m²,,,,
129979,"CZK 18,500",50.0775642,14.4239107,"Školská, Prague - Nové Město",2 bedroom,,70 m²,"CZK 4,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,16. 01. 2022,,173,601,24,304,52,294,218,354,350,291,"CZK 37,000",10 to 30 years years,Gas boiler,Middle floor,Interior,Standard materials and solutions,,,,,,,
705235,"CZK 14,000",50.0558,14.43316,"Dačického, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 3,500",Personal,Brick building,Furnished,3,No,No,No,Yes,No,Yes,No,01. 04. 2022,G,104,"1,181",8,234,259,298,590,317,198,115,"CZK 14,000",,,,,,,,,,,,
614674,"CZK 9,950",50.037252,14.594891,"Křemenná, Prague - Uhříněves",Studio,New build,42 m²,CZK 10,Personal,Brick building,Partially furnished,3,No,No,No,No,Yes,No,No,10. 02. 2022,A,474,"1,259",611,"1,045",952,"1,032",545,575,"1,455",309,"CZK 19,000",1 to 10 years years,,,,,Yes,,,,,,
607379,"CZK 14,500",50.074462,14.414953,"Gorazdova, Prague - Nové Město",Studio,Excellent,24 m²,"CZK 2,900",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 09. 2021,E,149,414,72,318,57,331,326,674,890,457,"CZK 30,000",1 to 10 years years,Central heating,Middle floor,Overall,Standard materials and solutions,,,,,,,
556733,"CZK 11,000",50.0296923,14.6049737,"K Sokolovně, Prague - Uhříněves",1 bedroom,,35 m²,"CZK 1,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,12. 01. 2022,C,101,550,223,559,0,503,130,560,163,419,"CZK 13,500",,,,,,,,,,,,
517918,"CZK 13,000",50.0452897,14.4379986,Prague - Krč,1 bedroom,,29 m²,"CZK 2,500",Cooperative,Brick building,Partially furnished,2,No,No,No,No,No,No,No,ihned,,196,595,187,737,450,696,230,296,300,177,"CZK 26,000",,Central heating,,Overall,,,,,,,,
698046,"CZK 13,000",50.0540688,14.5375894,"Plukovníka Mráze, Prague - Hostivař",2 bedroom,Good,68 m²,"CZK 4,000",Personal,Prefab concrete building,Partially furnished,7,Yes,No,Yes,No,No,Yes,No,06. 01. 2022,G,43,994,692,227,"1,132",438,997,591,606,,"CZK 13,000",30 to 50 years years,District heating,Middle floor,Bathroom unit,Standard materials and solutions,,,,,,,
231034,"CZK 6,000",50.133324,14.455523,"Davídkova, Prague - Kobylisy",Small studio,,23 m²,"CZK 3,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,,A,65,"1,391",325,"1,290",303,995,"1,006",865,"1,478",521,"CZK 6,000",,Central heating,,,,,,,,,,
704308,"CZK 18,000",50.05812,14.45611,"Pod Stárkou, Prague - Michle",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 4,500",Personal,Brick building,Partially furnished,3,No,No,Yes,Yes,Yes,Yes,Yes,01. 04. 2022,B,522,884,677,552,271,"1,287",470,770,459,211,"CZK 22,500",1 to 10 years years,Geothermal heat pump,Middle floor,,Premium materials and solutions,,,,,,,
648807,"CZK 12,900",50.101446,14.361034,"Tobrucká, Prague - Vokovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,500",Personal,Prefab concrete building,Partially furnished,4,Yes,No,No,No,No,Yes,No,12. 02. 2021,G,482,693,572,553,463,583,397,304,"1,440",100,"CZK 20,000",,,,,,,,,,,,
443504,"CZK 18,000",50.060275596721,14.288100429608,"Mladých, Prague - Zličín",3 bedroom,,70 m²,"CZK 2,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,249,431,949,940,317,"1,051",250,650,194,,,,,,,,,,50 m²,,,,
632221,"CZK 12,000",50.136433,14.43676,"K Ládví, Prague - Čimice",1 bedroom with open-plan kitchen,Good,48 m²,"CZK 5,000",Personal,Brick building,Partially furnished,3,No,Yes,No,No,Yes,No,No,01. 03. 2022,B,48,"1,008",337,802,951,497,383,907,339,,"CZK 34,000",,,Attic,,,,,,,,,
392789,"CZK 12,000",50.1230046,14.4894172,"Bílinská, Prague - Prosek",3 bedroom,Excellent,53 m²,"CZK 4,500",Personal,Prefab concrete building,Partially furnished,8,No,No,No,Yes,No,Yes,No,01. 02. 2022,G,438,769,152,708,481,409,308,216,411,83,"CZK 24,000",,District heating,Top floor,Bathroom unit,Standard materials and solutions,,,,,,,
589941,"CZK 19,000",50.105895,14.387305,"Božkova, Prague - Dejvice",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 4,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,No,No,01. 02. 2022,G,214,"1,339",217,783,140,181,244,425,797,246,"CZK 30,000",,Gas boiler,,Interior,,,,,,,,
695267,"CZK 14,990",50.06684194444,14.49703777777,"Průběžná, Prague - Strašnice",3 bedroom,Good,75 m²,"CZK 4,431",Personal,Brick building,Unfurnished,3,No,No,Yes,No,No,No,No,,G,44,"1,366",53,"1,069",68,336,393,136,737,225,"CZK 19,421",,,,,,,"CZK 19,421

                                
                                
                
i",,,,,
137974,"CZK 15,500",50.1248844,14.4942227,"Jablonecká, Prague - Střížkov",3 bedroom,Excellent,68 m²,"CZK 3,700",Personal,Prefab concrete building,Partially furnished,9,No,No,No,Yes,No,Yes,No,01. 02. 2022,,268,371,84,309,75,98,477,391,816,44,"CZK 46,500",,District heating,,,,,,,,,,
553239,"CZK 37,000",50.0580982,14.2806085,Prague - Zličín,3 bedroom with open-plan kitchen,New build,172 m²,"CZK 5,000",Personal,Low-energy building,Partially furnished,4,No,Yes,Yes,No,Yes,Yes,Yes,18. 04. 2022,B,435,897,970,899,949,"1,024",371,"1,246",147,,"CZK 74,000",1 to 10 years years,Other,Top floor,,Premium materials and solutions,Yes,,,,,,
703954,"CZK 24,500",50.07122,14.38658,"Starokošířská, Prague - Košíře",2 bedroom with open-plan kitchen,Excellent,102 m²,"CZK 2,500",Personal,Brick building,Unfurnished,2,Yes,No,Yes,No,Yes,No,No,28. 01. 2022,G,143,767,190,947,165,"1,054",349,652,957,412,"CZK 27,000",,Gas boiler,Middle floor,Overall,Standard materials and solutions,,,,,,,
704396,"CZK 27,500",50.07615,14.44338,"Slezská, Prague - Vinohrady",2 bedroom,Excellent,80 m²,"CZK 5,000",Personal,Brick building,Furnished,4,No,No,Yes,No,No,Yes,No,30. 01. 2022,G,143,315,155,356,63,177,470,57,393,388,"CZK 50,000",,,,,,,,,,,,
704397,"CZK 11,000",50.10676,14.56703,"Volkova, Prague - Černý Most",Studio,Excellent,40 m²,"CZK 4,000",Personal,Prefab concrete building,Partially furnished,8,Yes,No,No,No,Yes,Yes,No,01. 02. 2022,D,215,783,266,"1,034",723,436,533,465,"1,469",193,"CZK 22,000",,,,,,,,,,,,
550637,"CZK 13,000",50.0596965,14.4979775,"Narcisová, Prague - Záběhlice",Studio,Excellent,29 m²,"CZK 2,000",Personal,Prefab concrete building,Furnished,8,No,No,No,No,No,Yes,No,01. 11. 2019,G,431,646,563,663,697,541,671,685,611,346,"CZK 15,000",,,,,,,,,,,,
704366,"CZK 21,000",50.02278,14.45455,"Sládkovičova, Prague - Krč",3 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 3,800",Personal,Prefab concrete building,Partially furnished,6,No,No,Yes,Yes,No,Yes,No,01. 04. 2022,D,296,652,540,222,187,604,"1,093",590,629,,"CZK 21,000",,,,,,,,,,,,
424920,"CZK 13,000",50.0912619,14.4438703,"Křižíkova, Prague - Karlín",1 bedroom with open-plan kitchen,Good,43 m²,CZK 450,Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,01. 03. 2022,C,179,464,13,403,33,378,166,"1,071",490,253,"CZK 35,000",,Other,Top floor,,Standard materials and solutions,,,,,,,
697903,"CZK 17,000",50.05208,14.33443,"Wiedermannova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,64 m²,"CZK 4,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,Yes,No,03. 01. 2022,G,379,234,713,,,,,,,,"CZK 17,000",,,,,,,,,,,,
596906,"CZK 23,800",50.054838,14.399466,"U Dívčích Hradů, Prague - Smíchov",2 bedroom with open-plan kitchen,New build,64 m²,"CZK 3,300",Personal,Other,Partially furnished,1,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 03. 2022,B,136,"1,107",533,"1,024",522,"1,094",614,608,557,,"CZK 23,800",1 to 10 years years,,,,Premium materials and solutions,Yes,,28 m²,,,,
478637,"CZK 18,700",50.097891,14.4666881,"K Olympiku, Prague - Karlín",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 4,500",Cooperative,Prefab concrete building,Furnished,3,No,No,No,Yes,No,No,No,28. 02. 2022,C,243,897,286,843,159,632,738,370,603,277,"CZK 38,000",1 to 10 years years,District heating,Middle floor,Overall,,,,,,,,
439611,"CZK 16,500",50.0238639,14.4867919,"Urešova, Prague - Kunratice",2 bedroom,Excellent,68 m²,"CZK 3,500",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 04. 2022,C,353,"1,090",212,"1,001",291,243,489,260,702,131,"CZK 40,000",10 to 30 years years,District heating,Middle floor,Interior,Premium materials and solutions,,,,,,,
703791,"CZK 14,500",50.08964,14.3295,"Naardenská, Prague - Liboc",Studio,Excellent,44 m²,"CZK 3,500",Personal,Brick building,Partially furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,01. 04. 2022,G,267,383,"1,225",203,"1,265","1,081",131,540,115,,"CZK 29,000",,,,,,,,,,,,
705140,"CZK 11,500",50.06256,14.44555,"Rostislavova, Prague - Nusle",Studio,Excellent,38 m²,CZK 800,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,04. 02. 2022,G,136,675,172,378,151,421,563,699,733,606,"CZK 11,500",,,,,,,,,,,,
571823,"CZK 12,000",50.0625659,14.4455431,"Rostislavova, Prague - Nusle",2 bedroom,,39 m²,CZK 800,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,30. 08. 2019,G,137,674,173,377,152,420,562,699,734,607,"CZK 12,000",,,,,,,,,,,,
698322,"CZK 17,000",50.07683,14.46802,"náměstí Jiřího z Lobkovic, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,66 m²,"CZK 2,200",Personal,Brick building,Partially furnished,3,No,No,Yes,Yes,No,Yes,No,07. 02. 2022,D,147,439,67,299,57,280,20,784,143,118,"CZK 34,000",10 to 30 years years,District heating,Middle floor,Overall,Standard materials and solutions,,,,,,,
696770,"CZK 14,000",50.087738,14.4790685,Prague - Žižkov,Studio,New build,36 m²,"CZK 2,500",Personal,Low-energy building,Partially furnished,1,No,No,No,No,No,No,No,21. 12. 2021,B,251,"1,122",716,881,615,944,796,580,679,539,"CZK 33,000",,,,,,,,,,,,
704329,"CZK 21,500",50.01763,14.40109,"Mezi Vodami, Prague - Modřany",1 bedroom with open-plan kitchen,New build,71 m²,"CZK 3,000",Personal,Brick building,Partially furnished,13,Yes,No,Yes,Yes,Yes,Yes,Yes,01. 02. 2022,B,196,281,"1,184",690,"1,317",,,,,,"CZK 43,000",1 to 10 years years,Other,Middle floor,,Premium materials and solutions,Yes,,,,,,
698066,"CZK 1,200",50.08159,14.42553,"Vodičkova, Prague - Nové Město",Other,Good,20 m²,CZK 300,Other,Other,Partially furnished,5,No,No,No,No,No,No,No,12. 01. 2022,G,16,375,196,0,13,11,256,877,148,402,,1 to 10 years years,District heating,Top floor,,Standard materials and solutions,,,,,,,
613378,"CZK 17,000",50.060145,14.426566,"Marie Cibulkové, Prague - Nusle",2 bedroom,Excellent,66 m²,"CZK 3,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,Yes,No,27. 03. 2022,,56,628,143,350,86,458,457,204,80,251,"CZK 20,000",,Gas boiler,Middle floor,Overall,Premium materials and solutions,,,,,,,
697090,"CZK 18,000",50.03557,14.48806,"Koštířova, Prague - Chodov",1 bedroom with open-plan kitchen,Good,82 m²,"CZK 3,900",Personal,Brick building,Partially furnished,4,Yes,Yes,No,Yes,Yes,Yes,No,24. 01. 2022,C,466,767,175,601,371,567,857,962,704,346,"CZK 18,000",10 to 30 years years,Gas boiler,Top floor,Overall,Standard materials and solutions,,,,,,,
705073,"CZK 16,000",50.08141,14.49942,"Počernická, Prague - Malešice",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,500",Personal,Brick building,Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 03. 2022,C,89,180,47,127,51,232,197,572,806,126,,,,,,,,,,,,,
483155,"CZK 13,790",50.0847933,14.4857342,"Zvěřinova, Prague - Strašnice",Studio,,41 m²,"CZK 3,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,B,292,"1,255",532,"1,162",569,784,"1,044",129,555,225,"CZK 16,790",,,,,,Yes,,,,,,
632065,"CZK 14,000",50.0806403,14.4168073,Prague - Nové Město,1 bedroom,New build,32 m²,"CZK 5,000",Personal,Brick building,,,No,No,No,No,No,Yes,No,Ihned,,220,805,23,184,46,163,160,283,168,514,"CZK 15,000",1 to 10 years years,Electric boiler,Middle floor,,,,,,,,,
700101,"CZK 7,950",49.98491,14.36412,"Vrážská, Prague - Radotín",Small studio,Excellent,25 m²,"CZK 2,950",Personal,Other,Furnished,1,Yes,No,No,No,Yes,Yes,No,19. 01. 2022,G,40,616,32,26,160,36,571,607,424,338,"CZK 10,900",1 to 10 years years,Central heating,Ground floor,Bathroom unit,Standard materials and solutions,,,,,,,
621731,"CZK 11,900",50.0710914,14.3881112,"Vrchlického, Prague - Košíře",1 bedroom with open-plan kitchen,Excellent,46 m²,CZK 600,Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,22. 02. 2022,G,137,948,123,981,81,"1,131",573,891,"1,078",133,"CZK 11,900",,Other,Middle floor,Overall,,,,,,,,
705084,"CZK 20,000",50.090361,14.3689947,"U Druhé baterie, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,63 m²,"CZK 1,500",Cooperative,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,12. 02. 2022,G,386,974,309,"1,063",477,442,557,809,596,305,"CZK 21,500",,Gas boiler,,Interior,,,,,,,,
705079,"CZK 13,000",50.01368,14.40018,"Vorařská, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 4,000",Personal,Brick building,Furnished,3,No,No,No,Yes,Yes,Yes,Yes,01. 03. 2022,B,229,"1,162",346,"1,458",876,"1,467","1,212",798,,,"CZK 17,000",,,,,,,,,,,,
705058,"CZK 14,990",50.10819138888,14.49990916666,"Mlékárenská, Prague - Vysočany",1 bedroom with open-plan kitchen,Good,47 m²,"CZK 3,105",Personal,Brick building,Unfurnished,5,No,No,No,No,No,Yes,No,,D,277,361,276,285,205,362,512,471,371,193,"CZK 18,544",,,,,,,"CZK 18,544

                                
                                
                
i",,,,,
705050,"CZK 12,990",50.14083944444,14.51771861111,"Škrábkových, Prague - Letňany",Studio,New build,38 m²,"CZK 3,397",Personal,Brick building,Furnished,5,No,No,Yes,Yes,No,Yes,Yes,,C,271,551,935,"1,138",467,675,910,848,"1,139",406,"CZK 16,387",,,,,,Yes,"CZK 16,387

                                
                                
                
i",,,,,
705048,"CZK 19,000",50.10882,14.52671,"Granitova, Prague - Hloubětín",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 4,500",Personal,Brick building,Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,G,209,"1,249",648,"1,230",912,"1,023","1,174",994,"1,121",457,"CZK 35,000",,,,,,,,,,,,
705046,"CZK 11,990",50.05250305555,14.33734055555,"Kodymova, Prague - Stodůlky",Studio,Excellent,39 m²,"CZK 2,515",Personal,Prefab concrete building,Furnished,1,Yes,No,No,No,No,Yes,No,,C,104,510,206,475,463,265,443,455,839,376,"CZK 14,505",,,,,,,"CZK 14,505

                                
                                
                
i",,,,,
704248,"CZK 18,490",50.09913,14.43125,"Milady Horákové, Prague - Holešovice",1 bedroom with open-plan kitchen,New build,68 m²,"CZK 1,500",Personal,Brick building,Unfurnished,5,No,No,No,No,No,Yes,No,14. 02. 2022,A,93,626,89,57,80,78,153,94,399,,"CZK 25,000",,Central heating,Attic,Overall,,Yes,,,,,,
704246,"CZK 19,000",50.08396,14.41712,"Betlémské náměstí, Prague - Staré Město",1 bedroom with open-plan kitchen,Good,72 m²,"CZK 3,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 03. 2022,G,296,577,102,365,0,181,305,603,331,71,"CZK 22,000",,,,,,,,,,,,
705022,"CZK 13,500",50.04679,14.44212,"U Nových domů Ⅱ, Prague - Krč",1 bedroom,Good,46 m²,"CZK 2,500",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,14. 02. 2022,G,234,369,160,410,186,367,223,588,530,275,"CZK 13,500",,,,,,,,,,,,
511377,"CZK 17,000",50.1274142,14.3793094,Prague - Lysolaje,2 bedroom,Excellent,62 m²,"CZK 2,971",Personal,Brick building,Furnished,5,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,C,145,"1,304",581,793,608,"1,285",793,"1,294",567,131,"CZK 30,000",10 to 30 years years,Central heating,Attic,Overall,Premium materials and solutions,,,,,,,
652037,"CZK 65,000",50.087689,14.40289,"Malostranské Náměstí, Prague - Malá Strana",4 bedroom,New build,180 m²,"CZK 5,000",Personal,Brick building,Furnished,3,No,Yes,No,No,No,No,No,01. 02. 2022,G,82,206,43,109,11,167,137,513,599,483,,,,,,,,,,,,,
705017,"CZK 23,000",50.07117,14.40697,"Staropramenná, Prague - Smíchov",2 bedroom with open-plan kitchen,Excellent,66 m²,"CZK 2,199",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,01. 03. 2022,D,167,514,68,170,35,322,607,"1,039","1,033",520,"CZK 30,000",,Gas boiler,Top floor,,Standard materials and solutions,,,,,,,
338671,"CZK 12,000",50.0541721,14.3670096,"U Kříže, Prague - Jinonice",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,500",Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,01. 04. 2022,,224,233,454,316,525,229,835,806,201,,"CZK 12,000",10 to 30 years years,District heating,Ground floor,,Standard materials and solutions,,,,,,,
704973,"CZK 16,500",50.10575,14.52992,"Konzumní, Prague - Hloubětín",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,07. 02. 2022,G,191,809,190,790,530,660,751,609,648,447,"CZK 30,000",10 to 30 years years,,Attic,,Standard materials and solutions,,,,,,,
523657,"CZK 15,500",50.0761605,14.4512636,"Slezská, Prague - Vinohrady",2 bedroom,,54 m²,"CZK 2,800",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,15. 02. 2022,,170,261,177,170,46,198,242,282,660,258,"CZK 15,000",,Gas boiler,,,,,,,,,,
543985,"CZK 16,500",50.1032881,14.452476,Prague - Holešovice,1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,347",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,04. 04. 2022,G,16,271,43,77,27,78,519,482,352,417,"CZK 20,000",,Other,,,Standard materials and solutions,,,,,,,
475050,"CZK 15,500",50.0658707,14.421822,"Neklanova, Prague - Vyšehrad",2 bedroom,Excellent,56 m²,"CZK 3,500",Personal,Brick building,Furnished,3,No,No,No,No,Yes,Yes,No,01. 03. 2022,B,189,"1,006",157,183,170,220,354,497,387,525,,,Central heating,Middle floor,Overall,,,,,,,,
607648,"CZK 32,000",50.079114,14.428088,"Krakovská, Prague - Nové Město",3 bedroom,Excellent,110 m²,"CZK 9,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,11. 08. 2020,G,315,589,134,159,159,250,529,610,273,516,"CZK 40,000",1 to 10 years years,Gas boiler,Middle floor,Overall,Premium materials and solutions,,,,,,,
566493,"CZK 18,000",50.0953699,14.4507411,"U Mlýnského kanálu, Prague - Karlín",Studio,,40 m²,"CZK 2,800",Personal,Other,Furnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,C,163,468,144,109,88,281,782,"1,417",437,515,"CZK 25,000",,,Middle floor,Overall,,Yes,,,,,,
704901,"CZK 13,000",50.01155,14.40082,"Mezi Vodami, Prague - Modřany",Studio,Excellent,36 m²,"CZK 3,000",Personal,Other,Partially furnished,4,No,Yes,Yes,No,Yes,Yes,No,01. 04. 2022,C,287,930,267,"1,174",592,"1,235",401,,,,"CZK 20,000",,,,,,,,,,,,
100900,"CZK 12,400",50.1173105,14.2971938,"Hokešovo nám., Prague - Přední Kopanina",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 4,100",,Brick building,Furnished,2,No,No,No,No,No,No,No,27. 06. 2021,,33,176,294,,,,,,,,"CZK 16,500",,Central heating,,,,,,,,,,
704911,"CZK 12,500",50.13537,14.47236,"Šimůnkova, Prague - Kobylisy",Studio,Excellent,36 m²,"CZK 1,250",Cooperative,Prefab concrete building,Unfurnished,2,No,No,Yes,No,Yes,No,No,15. 02. 2022,G,192,"1,069",441,"1,166",401,"1,044",548,297,"1,194",147,"CZK 20,000",,District heating,,,Standard materials and solutions,,,,,,,
293078,"CZK 18,000",50.1062007,14.5484111,"Kardašovská, Prague - Hloubětín",3 bedroom,,80 m²,"CZK 3,500",Other,Prefab concrete building,Unfurnished,6,Yes,No,No,No,No,No,No,,,117,874,230,892,472,900,298,618,"1,071",199,,,,,,,,,,,,,
687894,"CZK 35,000",50.1026798,14.423257,"Ovenecká, Prague - Bubeneč",4 bedroom,Excellent,145 m²,"CZK 7,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,Yes,No,No,26. 01. 2022,G,326,374,221,298,115,331,416,341,123,,,,Gas boiler,,,,,,,,,,
193776,"CZK 17,000",50.0903098,14.4743508,"Biskupcova, Prague - Žižkov",2 bedroom,,49 m²,CZK 500,Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,,166,"1,038",161,232,43,143,294,359,331,393,"CZK 34,000",,,,,,,,2000 m²,,,,
603030,"CZK 13,500",50.089743,14.469509,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,700",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,15. 06. 2020,G,107,769,38,114,13,87,391,360,473,409,"CZK 17,200",1 to 10 years years,Other,Middle floor,Overall,Standard materials and solutions,,,,,,,
399383,"CZK 13,000",50.101813836321,14.426612212689,"Kamenická, Prague - Holešovice",Studio,Excellent,37 m²,"CZK 4,000",Personal,Brick building,Furnished,2,Yes,Yes,No,No,No,Yes,No,,C,252,437,31,232,109,177,177,13,435,,"CZK 16,500",1 to 10 years years,Gas boiler,Middle floor,Overall,Premium materials and solutions,,,,,,,
704876,"CZK 12,000",50.06974,14.67708,"Žiželická, Prague - Újezd nad Lesy",3 bedroom,Excellent,80 m²,"CZK 6,000",Personal,Prefab concrete building,Partially furnished,3,Yes,No,Yes,Yes,Yes,No,No,02. 02. 2022,D,488,243,535,300,484,5,,,,,"CZK 18,000",,Central heating,,,,,,,,,,
690649,"CZK 11,000",49.98979,14.4071,"Na Homoli, Prague - Komořany",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 2,000",Personal,Brick building,Unfurnished,,No,No,Yes,No,No,No,No,01. 03. 2022,G,241,153,201,"1,159",337,,,,,,"CZK 15,000",,,,,,,,,,,,
346124,"CZK 13,500",50.1110451477,14.4969713587,"Paříkova, Prague - Vysočany",Studio,Excellent,40 m²,"CZK 3,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,,B,184,435,282,203,244,75,702,854,368,434,"CZK 18,000",,District heating,Raised ground floor,,Premium materials and solutions,,,,,,,
