Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Age,Designe,Ownership,Heating,Terasa 4 m²,Sklep 4 m²,Garage,New-build,Parking,Terasa 12 m²,Reconstruction,Sklep 2 m²,Balkón 6 m²,Terasa 8 m²,Balkón 7 m²,Sklep 5 m²,Balkón 2 m²,Lodžie 4 m²,Lodžie 9 m²,Balkón 8 m²,Sklep 8.1 m²,Balkón 1 m²,Sklep 8 m²,Lodžie 7 m²,Sklep 3.1 m²,Lodžie 1 m²,Terasa 20 m²,Sklep 3 m²,Terasa 5 m²,Lodžie 3 m²,Terasa 32 m²,Domácí mazlíčci vítáni,Administrative fee,Cellar,Balkón 4 m²,Lodžie 10 m²,Sklep 15 m²,Balkón 5 m²,Terasa 9 m²,Balkón 9 m²,Balkón 10 m²,Lodžie 5 m²,Balkón 3 m²,Balkón 40 m²,Terasa 50 m²,Sklep 6 m²,Balkón 15 m²,Terasa 25 m²,Lodžie 14.6 m²,Terasa 10 m²,Terasa 24 m²,Lodžie 6 m²,Sklep 12 m²,Enclosed balcony,Lodžie 5.1 m²,Terasa 11 m²,Lodžie 8 m²,Sklep 7 m²,Terasa 1 m²,Terasa 37 m²,Sklep 1 m²,Terasa 17 m²,Terasa 15 m²,Sklep 14 m²,Terasa 13 m²,Balkón 8.73 m²,Terasa 2.67 m²,Sklep 28 m²,Lodžie 15 m²,Balkón 18 m²,Sklep 3.2 m²,Balkón 30 m²,Terasa 18 m²,Terasa 200 m²,Terasa 350 m²,Sklep 10 m²,Balkón 11 m²,Balkón 28 m²,Balkón 2.29 m²,Terasa 16.1 m²,Terasa 6 m²,Terasa 14 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Balkón 12 m²,Terasa 14.1 m²,Terasa 40 m²,Balkón 70 m²,Plot space,Lodžie 12 m²
"CZK 15,000","CZK 6,000","CZK 30,000",372209,2+kk,11/1/2022,2,,60 m²,Partly,Very good,Brick,1.0,354.91,496.96,401.51,4003.13,433.12,453.78,3252.94,3425.79,436.53,442.07,"Nad mlýnským potokem, Prague - Dubeč",50.062422,14.592583,,,10 to 30 years,Standard,Personal,Central,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000","CZK 13,000",744837,Studio,10/24/2022,2,B,20 m²,Fully furnished,New-build,Low-energy,,111.59,946.82,745.53,921.73,511.03,604.13,558.29,447.02,622.04,401.09,"Gallašova, Prague - Řepy",50.0703,14.31362,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 5,000","CZK 16,000",745354,1 bedroom,10/16/2022,1,G,50 m²,Fully furnished,Very good,Brick,,65.0,251.76,61.02,218.46,52.06,58.04,164.23,271.98,446.91,314.94,Prague - Žižkov,50.08422,14.45335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 2,500","CZK 50,000",744831,2 bedroom,10/11/2022,3,E,70 m²,Partly,Very good,Brick,1.0,167.59,737.57,162.94,799.4,192.67,822.89,287.77,322.38,426.53,316.4,Prague - Michle,50.04572,14.4628,,,30 - 50 years,Standard,,,,,,,1.0,,Complete,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 5,500","CZK 29,500",745346,3+kk,10/16/2022,2,G,65 m²,Partly,Very good,Brick,1.0,189.18,160.11,178.24,180.32,20.05,230.44,266.64,745.59,557.09,388.8,"Jirečkova, Prague - Holešovice",50.09921,14.42274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 34,000",744953,2+kk,10/17/2022,3,G,39 m²,Partly,New-build,Other,1.0,286.98,1009.62,163.51,2071.96,196.73,1038.3,1091.56,1616.54,2047.98,137.94,"K Beranovu, Prague - Dolní Chabry",50.1394,14.44867,,,Up to 10 years,Standard,Personal,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000",CZK 700,"CZK 45,000",557562,2 bedroom,10/11/2022,1,C,76 m²,Unfurnished,Very good,Brick,,122.75,163.26,17.85,210.79,102.73,278.98,227.46,577.15,255.59,298.79,"Za Poštou, Prague - Strašnice",50.0759295,14.4910605,,,Over 50 years,,Personal,Electric boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 34,000",744798,2 bedroom,10/11/2022,1,G,78 m²,Partly,Very good,Brick,,283.66,282.14,280.67,2183.26,268.28,237.11,346.53,1238.87,1242.04,406.51,"Častavina, Prague - Ruzyně",50.09121,14.31214,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,100","CZK 44,000",744796,3+kk,12/1/2022,2,C,87 m²,Unfurnished,Very good,Brick,1.0,165.87,741.74,438.21,633.93,156.18,646.83,420.09,455.58,495.29,465.56,"Řehořova, Prague - Žižkov",50.0864,14.44512,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 6,000",CZK 0,743861,2 bedroom,10/4/2022,1,A,76 m²,Fully furnished,Very good,Brick,,120.77,1269.24,117.44,985.12,99.83,259.67,625.08,243.63,733.04,268.41,"Nučická, Prague - Strašnice",50.06777,14.49601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 1,100","CZK 28,000",745322,2+kk,12/1/2022,4,D,43 m²,Partly,New-build,Prefab concrete,,239.27,613.24,226.59,701.74,305.81,228.21,419.76,1176.72,370.12,345.62,"U Staré plynárny, Prague - Holešovice",50.10731,14.44519,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,500","CZK 44,000",744757,2+kk,11/1/2022,3,C,57 m²,Partly,Very good,Brick,1.0,407.56,918.9,235.05,880.54,583.12,1005.18,377.41,2243.12,1252.43,147.8,Prague - Zličín,50.05815,14.28055,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,700","CZK 3,000","CZK 15,900",720044,Small studio,11/1/2022,2,,20 m²,Partly,Very good,Other,,259.08,402.76,65.14,276.58,75.05,143.57,210.93,619.75,21.23,467.36,Prague - Holešovice,50.10152,14.42674,,,Up to 10 years,,,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,900","CZK 3,500","CZK 20,000",583541,2+kk,11/1/2022,2,A,60 m²,Fully furnished,New-build,Brick,,237.23,597.82,1049.92,3136.93,107.47,3099.76,994.39,648.68,1348.4,364.51,"Kupkova, Prague - Kolovraty",50.014838,14.634532,1.0,,Up to 10 years,Standard,Personal,Gas boiler,,,1.0,,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 3,500","CZK 21,000",534713,Studio,10/31/2022,3,,40 m²,Fully furnished,New-build,Brick,1.0,124.87,436.44,36.87,176.21,3.33,243.45,502.77,868.01,368.74,483.06,"Sokolovská, Prague - Karlín",50.09430137852,14.453672516828,,,,,Personal,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000","CZK 20,000",745313,2 bedroom,10/16/2022,3,G,52 m²,Fully furnished,Very good,Prefab concrete,,320.03,1208.11,261.22,1028.81,562.95,725.99,414.43,243.97,901.0,140.39,"Sečská, Prague - Strašnice",50.07138,14.50266,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500",CZK 780,"CZK 16,060",418637,2+kk,10/3/2022,3,,44 m²,Fully furnished,,Brick,,218.9,583.15,439.25,253.9,29.44,1233.73,232.28,566.46,340.64,408.02,Prague - Michle,50.0577986,14.4520798,,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000",CZK 0,"CZK 40,000",745301,2+kk,12/15/2022,10,A,64 m²,Partly,New-build,Low-energy,1.0,262.51,1342.9,731.85,1255.43,593.48,1297,1336.67,1330.28,1269.13,32.91,Prague - Hlubočepy,50.02854,14.36319,,,Up to 10 years,,,Distance,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,691","CZK 20,000",744637,1 bedroom,10/10/2022,5,C,34 m²,Partly,Good,Brick,1.0,181.5,335.0,32.99,312.26,13.67,249.36,223.84,210.73,359.75,550.7,Prague - Vinohrady,50.07642,14.44088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,500","CZK 10,000",658052,2+kk,10/11/2022,3,,34 m²,Fully furnished,Very good,Prefab concrete,1.0,113.38,573.32,105.72,689.62,111.86,511.77,437.86,146.77,634.35,153.47,"Werichova, Prague - Hlubočepy",50.03112,14.36961,,,10 to 30 years,Standard,Cooperative,Central,,1.0,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 5,000","CZK 20,000",716526,3+1,11/1/2022,4,G,52 m²,Partly,Very good,Prefab concrete,1.0,161.49,460.2,248.5,489.55,502.15,601.15,55.67,138.11,1362.78,207.86,"Českolipská, Prague - Prosek",50.1261106,14.5002253,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,990","CZK 2,312","CZK 15,302",730237,Studio,10/24/2022,4,D,40 m²,Fully furnished,Very good,Brick,,401.67,411.64,243.31,840.09,193.77,176.83,359.85,359.85,318.49,196.9,"Na hroudě, Prague - Strašnice",50.069900512695,14.480400085449,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 15,302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,000","CZK 7,000","CZK 45,000",745285,3+kk,10/16/2022,4,A,90 m²,Fully furnished,New-build,Brick,1.0,187.59,1595.24,404.65,1829.58,417.97,407.04,957.91,540.74,1139.05,204.97,Prague - Hostivař,50.04425,14.51323,,,Up to 10 years,Luxurious,,Electric boiler,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 2,400","CZK 30,000",745002,3+kk,11/1/2022,4,G,65 m²,Partly,Very good,Brick,1.0,193.25,1008.45,25.5,662.04,61.11,397.89,146.88,259.24,306.97,12.29,"Kovářská, Prague - Libeň",50.10673,14.49094,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 2,000","CZK 28,000",567658,2+kk,7/13/2019,2,D,64 m²,Partly,,Brick,,49.79,1132.95,616.83,831.4,122.25,724.18,546.24,657.87,146.25,419.32,"V Cibulkách, Prague - Košíře",50.0671646,14.3632991,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 5,500","CZK 30,000",741849,4+kk,11/1/2022,3,G,78 m²,Unfurnished,Very good,Brick,1.0,519.4,978.02,830.76,1069.8,887.2,930.1,1062.06,834.92,1603.37,886.64,Prague - Uhříněves,50.03208,14.58851,1.0,,,Standard,,Central,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 6,400","CZK 1,600",CZK 0,393988,3+1,7/16/2022,2,,16 m²,Fully furnished,,Prefab concrete,,133.69,682.09,242.76,711.76,158.18,686.43,657.06,716.87,219.08,404.75,"Na Rovnosti, Prague - Žižkov",50.0877481,14.4893743,,,,,Cooperative,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 4,500","CZK 28,000",745258,1 bedroom,11/1/2022,5,G,40 m²,Partly,Very good,Brick,,334.55,965.65,174.62,684.3,197.82,433.6,391.64,161.5,126.26,45.75,"U Školičky, Prague - Libeň",50.10832,14.49069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,900","CZK 4,000","CZK 20,000",155003,2 bedroom,11/1/2022,3,,60 m²,Fully furnished,Good,Brick,,427.69,829.55,591.59,1193.91,612.18,900.67,512.09,134.42,1021.44,323.45,Prague - Smíchov,50.0741843,14.3824809,,,,Standard,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 3,000","CZK 20,000",553798,1 bedroom,11/1/2022,,,46 m²,Fully furnished,,Prefab concrete,,344.73,435.92,308.8,2160.58,404.96,562.05,785.34,420.93,656.24,175.21,"Plukovníka Mráze, Prague - Hostivař",50.0527986,14.5423513,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 30,000",743189,Studio,9/30/2022,3,B,27 m²,Fully furnished,New-build,Brick,1.0,640.2,2301.2,658.92,2161.71,735.95,2237.09,1279.01,3846.78,3469.94,28.65,Prague - Újezd u Průhonic,50.00866,14.54417,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,973","CZK 36,000",745244,Studio,10/31/2022,4,C,46 m²,Partly,Very good,Low-energy,1.0,106.39,1031.64,62.02,489.56,102.35,469.58,272.31,414.34,298.59,124.25,"U Svobodárny, Prague - Libeň",50.10581,14.48876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,490","CZK 2,900","CZK 30,000",717564,Studio,1/1/2023,1,B,33 m²,Partly,New-build,Brick,1.0,35.91,299.47,79.06,1208.1,163.63,1043.04,191.46,606.95,391.26,214.48,"Wassermannova, Prague - Hlubočepy",50.02801,14.36646,,,Up to 10 years,Standard,Personal,Distance,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000",CZK 1,CZK 2,744404,2+kk,10/14/2022,1,B,62 m²,Partly,New-build,Brick,,356.22,2642.41,868.67,5165.2,881.11,5034.06,1409.18,4690.23,2460.27,1020.21,Prague - Uhříněves,50.04535,14.59727,,,Up to 10 years,Luxurious,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 3,000","CZK 30,000",744592,Studio,10/10/2022,1,B,26 m²,Fully furnished,Very good,Brick,,190.94,828.0,162.78,384.5,299.57,240.88,241.0,664.14,259.21,251.02,"Na Rokytce, Prague - Libeň",50.10828,14.47396,,,Up to 10 years,,,Electric boiler,,,,1.0,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000","CZK 29,000",744591,2+kk,10/10/2022,,D,46 m²,Fully furnished,Very good,Prefab concrete,,,,,,,,,,,,"K Sádkám, Prague - Velká Chuchle",50.00298,14.39651,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
"CZK 36,000","CZK 5,000","CZK 41,000",726296,3+kk,11/1/2022,4,A,99 m²,Fully furnished,Very good,Brick,1.0,122.94,258.58,133.88,395.37,98.69,163.66,345.48,354.2,447.9,243.26,Prague - Karlín,50.09334,14.44557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 4,500","CZK 49,000",494174,2+kk,12/1/2022,2,B,61 m²,Partly,,Brick,1.0,308.79,839.48,804.3,2812.99,601.23,785.36,645.06,3713.64,682.85,604.9,"Laudonova, Prague - Štěrboholy",50.0740132,14.5514762,,,10 to 30 years,Standard,Personal,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 8,000","CZK 70,000",745234,3+kk,10/15/2022,,B,155 m²,Fully furnished,New-build,Brick,1.0,436.84,1817.25,24.08,1118.51,385.48,386.79,770.49,285.66,355.82,733.32,"Heinemannova, Prague - Dejvice",50.11185,14.39179,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
"CZK 15,990","CZK 2,500","CZK 18,500",621567,2+kk,11/1/2022,3,C,55 m²,Fully furnished,New-build,Brick,,91.39,310.67,92.06,91.12,15.07,54.1,374.99,679.58,586.87,437.09,"Čestmírova, Prague - Nusle",50.064342,14.442252,,,Up to 10 years,Luxurious,Personal,Central,,,,,1.0,,Complete,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,523","CZK 20,000",471504,Studio,12/1/2022,2,,34 m²,Partly,,Brick,,205.76,1151.67,496.99,3761.55,186.62,473.71,891.0,3184.2,1049.62,248.14,Prague - Dolní Měcholupy,50.0671011,14.5518474,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 3,000","CZK 46,000",586897,2 bedroom,12/1/2022,2,,65 m²,Partly,Very good,Brick,,314.59,438.63,213.56,333.02,191.17,290.08,265.12,461.03,725.05,219.96,"Herálecká I, Prague - Krč",50.045743,14.44413,,,,,Personal,Central,,1.0,,,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,500","CZK 3,000","CZK 45,000",745209,3+kk,1/1/2023,3,G,58 m²,Fully furnished,Very good,Brick,1.0,123.93,1019.24,125.91,504.12,326.9,146.6,363.86,919.31,224.05,242.87,Prague - Libeň,50.11009,14.47243,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000","CZK 15,000",742291,1 bedroom,9/28/2022,1,G,44 m²,Fully furnished,Very good,Brick,,163.95,1722.02,170.35,1636.19,14.5,1666.87,744.08,505.76,301.26,241.95,Prague - Hlubočepy,50.04089,14.39207,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,990","CZK 1,338","CZK 21,328",745196,2+kk,10/25/2022,4,G,50 m²,Unfurnished,Very good,Brick,,161.74,886.21,70.29,233.21,24.36,206.26,288.11,242.58,561.86,473.24,"Biskupcova, Prague - Žižkov",50.08975722222,14.47122972222,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 21,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,500","CZK 4,000","CZK 14,500",744933,Studio,12/1/2022,5,D,30 m²,Unfurnished,Good,Brick,1.0,178.3,209.53,124.15,85.49,1.79,247.89,87.16,106.83,895.52,318.46,Prague - Vinohrady,50.07674,14.45376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 2,400","CZK 17,000",744507,Studio,11/1/2022,1,G,52 m²,Fully furnished,Very good,Other,,90.73,429.66,101.97,68.33,114.69,18.17,349.61,424.14,381.64,451.08,Prague - Vinohrady,50.07556,14.43135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,000","CZK 20,000",680619,2+kk,9/10/2022,4,G,42 m²,Fully furnished,New-build,Brick,1.0,366.0,749.46,232.71,850.17,282.07,440.67,709.99,695.67,470.69,307.11,"U Hranic, Prague - Strašnice",50.06921075,14.484043897371,1.0,,Up to 10 years,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,600","CZK 20,000",743404,2+kk,12/1/2022,1,G,41 m²,Fully furnished,Very good,Brick,1.0,185.4,1147.42,553.91,1089.01,228.24,1180.13,934.98,744.87,369.73,188.5,Prague - Záběhlice,50.05411,14.48379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990","CZK 2,638","CZK 16,628",745179,2+kk,10/24/2022,2,G,42 m²,Partly,Very good,Prefab concrete,1.0,360.83,441.85,225.64,259.56,223.73,307.61,120.64,293.95,1131.2,146.07,"Suchý vršek, Prague - Stodůlky",50.04878972222,14.34552777777,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 16,628",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
