Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Domácí mazlíčci vítáni,Parking,Balkón 8 m²,Sklep 4 m²,Garage,Sklep 6 m²,Terasa 13 m²,Age,Designe,Ownership,Heating,Balkón 5 m²,Sklep 2 m²,Balkón 8.73 m²,Terasa 2.67 m²,Reconstruction,Lodžie 6 m²,Balkón 7 m²,Sklep 3 m²,Cellar,Balkón 2 m²,Sklep 8 m²,Balkón 4 m²,Lodžie 4 m²,Balcony,Terrace,Sklep 28 m²,Lodžie 15 m²,Sklep 5 m²,Balkón 18 m²,Sklep 3.2 m²,New-build,Balkón 30 m²,Lodžie 5 m²,Lodžie 7 m²,Balkón 6 m²,Terasa 18 m²,Terasa 200 m²,Sklep 15 m²,Terasa 350 m²,Enclosed balcony,Balkón 3 m²,Balkón 40 m²,Terasa 50 m²,Lodžie 3 m²,Sklep 12 m²,Terasa 5 m²,Sklep 10 m²,Balkón 10 m²,Terasa 15 m²,Balkón 11 m²,Balkón 28 m²,Balkón 32 m²,Terasa 32 m²,Administrative fee,Lodžie 8 m²,Lodžie 10 m²,Terasa 20 m²,Balkón 2.29 m²,Terasa 12 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 6.1 m²,Sklep 3.7 m²,Terasa 11 m²,Terasa 8 m²,Terasa 6 m²,Lodžie 9 m²,Terasa 14 m²,Terasa 25 m²,Balkón 15 m²,Terasa 10 m²,Sklep 1 m²,Balkón 13 m²,Sklep 7 m²,Balkón 33 m²,Terasa 29 m²,Balkón 9 m²,Sklep 1.5 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Balkón 1 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Balkón 12 m²,Sklep 20 m²,Balkón 16 m²,Terasa 14.1 m²,Terasa 9 m²,Sklep 14 m²,Terasa 40 m²,Balkón 35 m²,Balkón 70 m²,Plot space,Lodžie 12 m²
"CZK 13,000","CZK 2,130",745106,Studio,11/1/2022,32 m²,Fully furnished,2,,380.99,892.66,208.81,854.3,556.89,978.94,351.18,2216.89,1226.19,121.56,Prague - Zličín,50.05818,14.28119,"CZK 26,000",G,New-build,Brick,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,500","CZK 3,500",745095,Studio,10/30/2022,30 m²,Partly,1,,152.76,611.02,20.34,707.05,97.29,684.98,340.72,341.67,299.98,189.85,Prague - Michle,50.04618,14.46108,"CZK 10,500",G,Very good,Brick,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 4,900",719098,2 bedroom,11/1/2022,43 m²,Fully furnished,2,,218.91,611.55,237.55,492.12,561.42,312.81,250.46,362.38,742.8,282.58,"Počernická, Prague - Strašnice",50.0810281,14.4926073,"CZK 25,000",G,New-build,Brick,,,,,,,,Up to 10 years,Luxurious,Personal,,,,,,Complete,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000",713312,2+kk,9/1/2022,65 m²,Partly,2,,320.54,804.25,643.24,6158.2,842.45,668.33,418.35,358.48,633.23,430.5,"Moravanská, Prague - Vinoř",50.1484241,14.58219925,"CZK 21,000",B,Very good,Brick,,1.0,,,,,,Up to 10 years,Luxurious,Personal,Electric boiler,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,990","CZK 3,800",717177,Studio,11/1/2022,21 m²,Partly,2,,482.04,774.37,651.57,2085.85,515.76,750.21,791.76,1553.63,1343.79,826.85,"Pasteurova, Prague - Krč",50.01784,14.46071,"CZK 11,790",G,Very good,Brick,,,,,,,,,,Personal,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,500",608798,3+1,11/1/2022,83 m²,Unfurnished,4,1.0,151.97,883.72,585.3,933.79,589.81,914.64,518.63,217,792.6,57.54,"V Zápolí, Prague - Michle",50.049561,14.465716,"CZK 40,000",G,Very good,Prefab concrete,,,,,,,,,,Cooperative,Distance,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,000","CZK 2,500",633605,Small studio,11/1/2022,26 m²,Unfurnished,1,,130.36,861.09,156.19,306.45,114.93,778.36,391.37,514.67,778.62,112.84,"Dolní, Prague - Nusle",50.059834,14.448046,"CZK 8,000",G,Very good,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,490",CZK 999,745085,Studio,10/20/2022,35 m²,Fully furnished,1,,160.18,336.26,54.08,380.17,70.62,299.05,290.97,310.45,470.81,345.02,"Salačova, Prague - Uhříněves",50.02914305555,14.60111583333,"CZK 14,489",G,Very good,Brick,,,,,,,,,,Personal,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 14,489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,000",729672,2 bedroom,10/17/2022,62 m²,Partly,1,1.0,200.61,166.19,23.02,137.79,65.44,186.98,128.66,345.5,166.13,479.79,"Štítného, Prague - Žižkov",50.085196862514,14.450864016521,"CZK 40,000",C,Very good,Other,,,,,,,,,,,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,500","CZK 4,000",742514,3+kk,10/3/2022,86 m²,Partly,5,,271.07,396.82,169.38,352.59,48.87,109.38,223.79,313.98,528.58,327.64,Prague - Nové Město,50.07662,14.42251,"CZK 31,500",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 2,500",745080,2+kk,10/24/2022,58 m²,Partly,5,1.0,239.85,710.05,219.14,377.15,269.03,451.97,688.84,590.1,472.49,112.27,"Názovská, Prague - Strašnice",50.07874,14.48545,"CZK 26,500",G,New-build,Low-energy,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,490","CZK 1,049",745071,2 bedroom,10/20/2022,70 m²,Unfurnished,3,,160.18,336.26,54.08,380.17,70.62,299.05,290.97,310.45,470.81,345.02,"Salačova, Prague - Uhříněves",50.02914305555,14.60111583333,"CZK 20,539",G,Very good,Brick,,,,,,,,,,Personal,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 20,539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,500",742656,2+kk,9/27/2022,50 m²,Partly,5,,34.77,421.26,132.08,162.41,68.21,272.92,362.5,378.74,228.62,241.19,Prague - Vršovice,50.06793,14.45889,"CZK 24,000",D,Very good,Brick,,,,,,,,,,Personal,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,900","CZK 1,000",671979,2+kk,10/17/2022,42 m²,Partly,,,152.32,398.53,289.61,644.61,96.73,420.7,292.5,537.13,430.25,214.29,"U Kněžské louky, Prague - Žižkov",50.09451,14.49492,"CZK 25,800",G,Very good,Brick,,,,,,,,30 - 50 years,Standard,Personal,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,000",504678,2+kk,10/17/2022,73 m²,Fully furnished,2,1.0,97.66,182.06,90.37,108.5,8.34,181.19,283.77,353.17,486.58,337.82,"Dělnická, Prague - Holešovice",50.1029397,14.4486996,"CZK 54,000",C,Very good,Brick,,,,,,,,,,Cooperative,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 2,500",655678,2+kk,1/1/2023,42 m²,Fully furnished,6,1.0,77.25,199.93,48.44,61.62,30.24,36.14,200.18,221.53,145.31,195.71,"Dlouhá, Prague - Staré Město",50.09054,14.42611,"CZK 17,500",B,Very good,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 79,000","CZK 20,000",714217,3+kk,10/17/2022,164 m²,Fully furnished,4,1.0,384.26,1775.9,682.53,228.18,659.39,778.18,602.6,888.16,165.88,617.77,"Ke Dvoru, Prague - Vokovice",50.09653,14.34031,"CZK 158,000",B,New-build,Other,,1.0,,,,,,,Luxurious,Personal,Distance,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 6,000",543562,2+kk,11/1/2022,70 m²,Unfurnished,4,1.0,122.31,334.22,74.45,117.66,20.37,233.68,313.83,221.77,581.67,201.54,Prague - Vinohrady,50.0761088,14.4502548,CZK 0,,Very good,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 4,500",266484,2+kk,10/15/2022,45 m²,Partly,1,,123.46,351.96,108.8,2721.35,899.67,419.41,2020.53,509.12,907.12,369.75,Prague - Ďáblice,50.1453207836,14.4867771564,"CZK 23,000",C,,Brick,,1.0,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,990","CZK 4,990",745057,3+1,11/1/2022,74 m²,Partly,4,1.0,166.18,373.58,145.85,325.56,204.06,365.34,853.11,194.18,624.28,164.97,"Banskobystrická, Prague - Dejvice",50.09964,14.39189,"CZK 24,990",C,Very good,Brick,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 2,000",707096,2+kk,12/1/2022,65 m²,Partly,4,1.0,416.28,581.34,1098.92,1140.71,318.14,677.93,969.47,1043.89,233.55,175.41,"Miroslava Hajna, Prague - Letňany",50.13965,14.52041,"CZK 20,000",B,New-build,Brick,,1.0,,,1.0,1.0,,Up to 10 years,Standard,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000",735551,3+kk,10/1/2022,83 m²,Unfurnished,3,,149.2,1278.61,579.68,1498.92,671.57,884.65,577.38,531.29,725.03,679.79,Prague - Smíchov,50.05493,14.40442,"CZK 43,000",G,Very good,Brick,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000",735467,2 bedroom,12/1/2022,52 m²,Partly,3,,259.57,169.5,228.9,216.61,320.45,408.86,274.71,450.32,856.1,305.91,Prague - Malešice,50.0829,14.49993,"CZK 30,000",G,Very good,Prefab concrete,,,,,,,,,,,Central,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000",CZK 0,745052,Studio,10/13/2022,34 m²,Fully furnished,-1,,557.21,661.61,705.63,2863.02,542.81,1005.63,1041.81,2559.19,1252.23,343.01,"Na Závěji, Prague - Nebušice",50.10821,14.31885,"CZK 20,000",G,Very good,Brick,1.0,1.0,,,,,,10 to 30 years,,,Electric boiler,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 5,000",741037,3+kk,10/1/2022,86 m²,Partly,2,1.0,215.86,646.3,97.29,444.91,98.85,617.11,559.33,677.46,638.21,226.22,Prague - Žižkov,50.08699,14.46262,"CZK 30,000",A,New-build,Brick,,1.0,,,,,,,,Personal,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,600","CZK 3,244",519664,2+kk,11/1/2022,60 m²,Unfurnished,2,1.0,187.9,402.07,259.91,707.0,575.45,622.25,335.74,405.5,468.62,150.08,"Nad Přehradou, Prague - Horní Měcholupy",50.0424016,14.5519466,"CZK 43,688",C,New-build,Brick,,1.0,,,,,,Up to 10 years,Luxurious,Personal,Central,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,000",744439,2+kk,10/8/2022,57 m²,Partly,2,,187.83,205.05,192.0,596.83,33.81,290.44,278.07,498.79,548.51,286.2,"Zoubkova, Prague - Smíchov",50.06746,14.39771,"CZK 20,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,200",744438,3+kk,10/8/2022,80 m²,Partly,1,,413.9,589.18,486.8,726.98,196.48,550.08,606.46,333.51,524.3,33.52,"Nová kolonie, Prague - Stodůlky",50.04882,14.33125,"CZK 40,000",G,New-build,Brick,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 4,000",742179,2+kk,11/1/2022,61 m²,Partly,7,1.0,172.2,1299.14,576.09,1184.48,701.14,936.2,1129.77,777.73,684.67,355.99,Prague - Strašnice,50.0848,14.484,"CZK 30,000",B,New-build,Brick,,1.0,,,1.0,,,,,Personal,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500",743484,Studio,10/23/2022,27 m²,Fully furnished,2,1.0,94.6,720.43,71.85,473.52,480.0,299.37,620.93,407.98,367.97,370.97,"Na Palouku, Prague - Strašnice",50.08065,14.48774,"CZK 34,000",B,New-build,Low-energy,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 3,000",500371,Studio,10/13/2022,33 m²,Partly,2,,371.93,515.15,329.08,561.25,353.75,336.23,244.28,185.99,1266.94,173.15,"Blattného, Prague - Stodůlky",50.0531367,14.3437074,"CZK 23,000",,,Prefab concrete,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,900","CZK 4,936",272233,2+kk,10/15/2022,51 m²,Fully furnished,6,1.0,207.14,431.77,59.18,244.14,99.94,247.69,274.55,703.1,310.97,333.54,"Poupětova, Prague - Holešovice",50.1066008,14.4492252,"CZK 25,000",G,New-build,Brick,1.0,,,,,,,Up to 10 years,,Personal,Central,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 5,000",745028,2+kk,11/1/2022,60 m²,Fully furnished,2,,187.81,311.95,177.73,249.12,151.38,343.53,933.6,114.51,1876.61,188.66,Prague - Jinonice,50.05665,14.37218,"CZK 24,000",G,New-build,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",744999,2+kk,10/12/2022,50 m²,Fully furnished,5,1.0,244.58,546.29,193.58,371.77,118.18,85.38,194.71,244.42,296.64,284.57,"Sámova, Prague - Vršovice",50.06721,14.44996,"CZK 40,000",G,Good,Brick,,,,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 40,000","CZK 4,000",744994,2+kk,11/14/2022,50 m²,Fully furnished,1,1.0,136.45,583.45,58.33,538.99,246.19,402.08,557.3,380.6,249.56,172.3,"Brabcova, Prague - Podolí",50.0578,14.42706,"CZK 40,000",C,Very good,Brick,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500",660950,Studio,10/1/2022,37 m²,Fully furnished,1,1.0,58.78,415.44,123.63,280.09,0.14,348.3,97.19,129.32,470.2,310.79,"Soukenická, Prague - Nové Město",50.09157,14.43123,"CZK 30,000",D,Very good,Brick,,1.0,,,,,,,Standard,Personal,Distance,,,,,Interior,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,000",744990,1 bedroom,10/12/2022,65 m²,Partly,1,1.0,134.88,918.25,123.31,215.89,41.31,188.32,304.34,475.7,697.01,209.97,"Nikoly Tesly, Prague - Dejvice",50.10586,14.39406,"CZK 14,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 4,500",744989,2+kk,11/7/2022,45 m²,Partly,10,1.0,466.42,1334.94,399.5,1217.7,452.45,921.35,332.27,483.5,427.81,136.99,"Hasova, Prague - Modřany",50.01168,14.42791,"CZK 20,000",C,Very good,Prefab concrete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
"CZK 19,500","CZK 2,000",376531,2+kk,12/1/2022,46 m²,Partly,1,,58.09,773.0,64.17,514.7,129.9,77.17,490.51,681.56,411.08,314.58,Prague - Strašnice,50.0713399,14.4867799,"CZK 19,500",C,Very good,Brick,,,,,,,,,,Personal,Other,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,000",472976,Small studio,3/1/2022,30 m²,Fully furnished,1,,254.54,628.17,233.96,374.62,97.09,234.99,492.8,301.47,333.29,336.8,"V Domově, Prague - Žižkov",50.0931211,14.4835126,"CZK 22,000",C,Very good,Brick,,,,,,,,,,Personal,Gas boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 3,300",490770,Studio,11/1/2022,34 m²,Partly,2,,157.66,930.52,390.82,506.22,476.58,466.33,268.76,402.27,309.16,185.15,"Chlebovická, Prague - Letňany",50.1328445,14.5098086,"CZK 17,800",B,,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 4,000",744981,6+1,10/17/2022,160 m²,Fully furnished,3,,243.72,504.53,239.16,560.9,372.26,450.14,300.84,472.43,630.78,356.18,"Bieblova, Prague - Smíchov",50.06594,14.40218,"CZK 25,000",B,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
"CZK 17,000","CZK 2,800",671335,1 bedroom,9/4/2022,55 m²,Unfurnished,1,1.0,218.96,279.22,100.73,113.01,48.6,155.53,81.44,237.22,685.21,722.44,"Londýnská, Prague - Vinohrady",50.07377,14.43387,"CZK 25,000",D,Very good,Brick,,,,,,,,,Standard,Personal,Gas boiler,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,500",584725,Studio,9/30/2022,25 m²,Unfurnished,1,,182.35,694.45,457.04,483.78,51.72,338.84,693.38,657.65,1141.66,220.23,"Kounická, Prague - Strašnice",50.078599,14.504137,"CZK 29,000",A,Very good,Brick,,,,,,,,Up to 10 years,,Personal,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 5,000",743686,2 bedroom,10/3/2022,55 m²,Partly,2,,148.31,759.34,123.46,524.74,246.98,542.51,325.17,161.33,386.71,217.82,"Na Klášterním, Prague - Břevnov",50.08412,14.34603,"CZK 19,000",G,Very good,Prefab concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 1,500",744829,3+1,10/11/2022,72 m²,Fully furnished,5,1.0,184.33,611.76,188.97,1359.56,470.3,711.39,419.48,262.07,475.66,201.48,"Machkova, Prague - Chodov",50.03347,14.51228,"CZK 26,000",G,Very good,Prefab concrete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000",CZK 600,693006,Small studio,11/1/2022,25 m²,Unfurnished,5,,37.44,203.26,55.84,66.81,72.48,42.31,131.9,302.54,290.28,340.36,"Žitomírská, Prague - Vršovice",50.06879,14.45567,"CZK 10,000",G,Good,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,000",661869,2 bedroom,10/30/2022,49 m²,Fully furnished,3,1.0,348.87,382.42,142.37,565.11,185.36,289.15,279.58,428.31,720.24,249.01,Prague - Holešovice,50.1012385,14.445747,"CZK 20,000",B,Very good,Brick,,1.0,,,,,,,,Personal,Other,,,,,Complete,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,000",540351,4+1,10/10/2022,87 m²,Partly,3,,580.61,1194.06,591.27,827.79,364.36,610.77,824.39,361.96,515.43,410.09,"Přádova, Prague - Libeň",50.1198846,14.4458245,"CZK 40,000",,Very good,Prefab concrete,,1.0,,1.0,1.0,,,10 to 30 years,Standard,Personal,Central,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 12,490","CZK 1,933",744934,Studio,10/20/2022,35 m²,Fully furnished,3,,98.93,365.56,158.36,634.6,13.01,371.88,322.88,306.24,850.98,111.06,"Koněvova, Prague - Žižkov",50.09214583333,14.49669,"CZK 14,423",G,Good,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 14,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",744364,2+kk,10/7/2022,44 m²,Fully furnished,3,1.0,175.02,284.46,281.69,1311.03,327.74,702.06,885.26,778.8,970.74,413.38,"U Nového dvora, Prague - Lhotka",50.01871,14.45077,"CZK 20,000",A,New-build,Low-energy,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
