Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Condition,Ownership,EPC,Balcony,Cellar,New-build,Parking,Terrace,Heating,Age,Designe,Reconstruction,Garage,Enclosed balcony,Administrative fee,Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 10,500","CZK 2,500",726727,1 bedroom,7/21/2022,32 m²,Partly,4,1.0,335.07,589.94,203.34,490.57,272.38,255.37,249.48,103.14,1050.25,44.47,Prague - Střížkov,50.12665,14.49526,"CZK 21,000",Prefab concrete,Good,,G,,,,,,,,,,,1.0,,,
"CZK 13,000","CZK 4,000",726726,2 bedroom,8/1/2022,54 m²,Partly,4,1.0,285.16,370.51,360.23,448.24,235.12,366.46,776.47,868.53,680.09,215.76,Prague - Záběhlice,50.0545,14.51377,"CZK 17,000",Prefab concrete,Good,,G,,1.0,,,,Central,30 - 50 years,,Bathroom unit,,1.0,,,
"CZK 22,000","CZK 3,000",726719,2 bedroom,7/20/2022,54 m²,Partly,1,,207.27,1557.89,131.92,938.53,269.58,1472.06,701.47,365.52,399.67,247.03,Prague - Liboc,50.0918,14.32846,"CZK 22,000",Brick,Very good,,G,,1.0,,1.0,,,,,,,,,,
"CZK 23,000","CZK 1,800",726711,3+kk,7/20/2022,80 m²,Partly,4,1.0,300.87,874.78,169.37,280.63,51.78,528.14,649.99,565.19,776.48,568.23,Prague - Žižkov,50.08594,14.43948,"CZK 46,000",Brick,Good,,G,,,,,,,,,,1.0,,,,
"CZK 15,000","CZK 3,000",726701,Small studio,7/20/2022,30 m²,Partly,2,,252.15,174.67,201.91,195.35,157.71,187.08,81.76,421.52,87.59,299.91,Prague - Strašnice,50.07473,14.49243,"CZK 15,000",Brick,Very good,,G,,1.0,,,,,,,,,,,,
"CZK 18,000","CZK 3,300",604273,2+kk,7/20/2022,61 m²,Partly,1,,45.95,1093.17,702.03,2199.64,255.82,1187.69,725.05,1617.73,372.2,860.89,"Drnovská, Prague - Ruzyně",50.082872,14.310397,"CZK 20,000",Brick,Very good,Personal,B,1.0,,,1.0,,Gas boiler,Up to 10 years,,,,,,,
"CZK 14,900","CZK 3,600",726688,1 bedroom,7/20/2022,39 m²,Partly,4,,247.2,509.85,279.35,288.49,304.6,290.19,538.66,721.57,788.84,306.27,Prague - Libeň,50.12064,14.45436,"CZK 20,000",Brick,Very good,Cooperative,G,,1.0,,,1.0,Central,,Standard,,,,,,
"CZK 15,000","CZK 4,500",726668,2+kk,8/14/2022,43 m²,Partly,4,1.0,145.09,591.38,292.24,889.6,399.45,186.08,315.13,845.68,201.27,184.54,Prague - Záběhlice,50.05742,14.49519,"CZK 20,000",Prefab concrete,Very good,,G,,,,,,,,,,,,,,
"CZK 27,000","CZK 3,000",725907,1 bedroom,7/20/2022,27 m²,Fully furnished,3,,200.51,407.37,72.96,275.48,12.97,109.41,427.03,435.74,261.27,352.53,Prague - Karlín,50.09179,14.44168,"CZK 27,000",Brick,Very good,,G,1.0,,,,1.0,Central,,Luxurious,Complete,,,,,
"CZK 16,500","CZK 5,500",581083,3+kk,8/1/2022,56 m²,Unfurnished,4,,12.93,584.69,279.92,529.49,138.63,489.78,263.04,380.49,337.99,632.92,"Husitská, Prague - Žižkov",50.086617,14.447053,"CZK 16,500",Brick,Very good,Personal,G,,,,,,,,,,,,,,
"CZK 10,000","CZK 4,500",652174,2+kk,9/1/2022,43 m²,Partly,6,1.0,123.49,1093.35,507.3,1191.49,86.25,965.89,252.17,125.15,490.24,18.46,"Jakobiho, Prague - Petrovice",50.032251,14.559848,"CZK 14,500",Low-energy,Good,Personal,G,,1.0,,1.0,,Distance,,,,,,,,
"CZK 17,900","CZK 3,000",610315,2+kk,8/1/2022,50 m²,,4,1.0,224.27,661.77,250.27,1036.34,270.86,440.41,130.68,352.96,1134.79,502.75,"Plzeňská, Prague - Košíře",50.070903,14.383151,"CZK 36,000",Brick,New-build,Personal,C,,1.0,,,,Central,,,,1.0,,,,
"CZK 17,500","CZK 3,500",726579,2 bedroom,10/1/2022,52 m²,Partly,5,1.0,289.99,845.36,152.24,549.72,133.45,625.56,433.23,533.28,540.92,121.18,Prague - Bubeneč,50.10223,14.4038,"CZK 20,000",Brick,Very good,,D,,1.0,,,,,,,,,,,,
"CZK 11,500","CZK 3,500",726509,2+kk,7/20/2022,43 m²,Partly,4,1.0,198.83,809.12,162.78,351.55,170.27,353.71,386.01,173.21,1711.32,229.11,Prague - Stodůlky,50.04951,14.35047,"CZK 23,000",Prefab concrete,Good,Personal,G,,1.0,,1.0,,Central,,,,,,,,
"CZK 15,000","CZK 5,500",726506,2+kk,7/19/2022,44 m²,Partly,13,1.0,215.93,295.36,218.93,2616.52,271.82,262.51,304.72,1672.13,1318.21,146.24,Prague - Ruzyně,50.08964,14.30656,"CZK 30,000",Prefab concrete,Very good,,G,1.0,,,1.0,,Central,,,Complete,,,,,
"CZK 15,000","CZK 4,000",726495,2+kk,7/19/2022,48 m²,Fully furnished,1,,168.52,601.11,188.98,427.62,114.89,345.84,262.68,771.05,114.89,162.44,Prague - Nusle,50.06141,14.43832,"CZK 30,000",Brick,Very good,,F,,,,,1.0,,,,,,,,,
"CZK 23,000","CZK 3,000",725839,2+kk,7/14/2022,72 m²,Fully furnished,2,,101.52,2185.38,1619.87,2958.42,328.37,2921.25,2581.95,2236.24,2935.96,218.67,Prague - Nedvězí u Říčan,50.01682,14.65416,"CZK 46,000",Low-energy,New-build,,B,,,1.0,1.0,,,,,,,,,,
"CZK 19,000","CZK 3,500",715217,2+kk,5/1/2022,37 m²,Partly,1,,124.02,1124.46,421.65,753.55,655.3,1203.3,1300.79,1112.93,1125.9,259.97,"Špačkova, Prague - Suchdol",50.13348,14.36849,"CZK 22,500",Brick,Very good,Personal,B,1.0,,,,,,,Standard,,1.0,,,,
"CZK 7,000","CZK 2,000",635073,Small studio,3/20/2021,20 m²,Partly,1,,216.36,1299.7,1149.66,1953.19,500.36,1050.51,1087.91,1406.68,1547.89,484.38,"Božanovská, Prague - Horní Počernice",50.105394,14.606666,"CZK 9,000",Brick,Good,Personal,G,,,,,,Central,,,,,,,,
"CZK 19,000","CZK 4,000",620132,2+kk,8/1/2022,67 m²,,2,,223.78,311.91,33.03,496.77,42.87,123.69,112.96,121.68,557.72,222.65,"Křižíkova, Prague - Karlín",50.091526,14.445837,"CZK 20,000",Brick,Very good,Personal,C,1.0,,,,,,,,,,,,,
"CZK 14,000","CZK 3,330",594523,1 bedroom,7/20/2022,43 m²,Partly,2,1.0,79.13,566.23,159.14,443.7,244.41,585.8,267.4,220.07,769.82,210.87,"28. Pluku, Prague - Vršovice",50.071726,14.46984,"CZK 14,000",Brick,Good,Personal,F,,,,,,Distance,,,Interior,,,,,
"CZK 16,000","CZK 6,000",724498,2+kk,7/2/2022,43 m²,Fully furnished,1,1.0,332.2,1373.23,149.76,1714.34,583.84,525.05,243.66,839.9,1759.19,192.97,Prague - Chodov,50.02252,14.51303,"CZK 32,000",Prefab concrete,Very good,,B,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",726100,3+kk,8/21/2022,55 m²,Fully furnished,2,,285.3,527.21,150.71,437.69,231.4,257.81,259.66,346.37,1019.43,228.25,Prague - Střížkov,50.1262,14.4956,"CZK 30,000",Brick,Good,,A,,,,,,,,,,,,,,
"CZK 12,500","CZK 3,650",633374,Small studio,8/15/2022,24 m²,Partly,1,1.0,255.14,469.14,256.58,281.03,241.04,441.16,162.89,270.73,894.98,198.02,"Kyselova, Prague - Kobylisy",50.126922,14.464589,"CZK 15,000",Prefab concrete,Very good,Personal,D,,,,,,,,,,,,,,
"CZK 13,000","CZK 5,000",726316,Studio,9/1/2022,35 m²,Partly,3,1.0,189.02,311.41,105.38,95.59,96.38,138.78,215.35,327.3,1089.46,274.69,Prague - Stodůlky,50.05052,14.34436,"CZK 13,000",,Very good,,G,1.0,,,,,,,,,,,,,
"CZK 14,000","CZK 2,500",512975,2+kk,9/1/2022,45 m²,Partly,5,,243.69,642.56,158.63,321.57,313,374.45,423.16,325.89,434.55,285.31,"Tatarkova, Prague - Háje",50.0292056,14.5275222,"CZK 15,000",Prefab concrete,,Personal,C,,,,,,Central,,,,,,,,
"CZK 12,500","CZK 2,450",726283,Studio,8/1/2022,28 m²,Unfurnished,1,,284.02,1477.58,313.2,862.98,409.82,388.09,654.56,546.67,661.89,388.69,Prague - Bubeneč,50.11055,14.39638,"CZK 10,000",Brick,Very good,,G,,1.0,,,,,,,,,,,,
"CZK 12,500","CZK 4,000",443850,2+kk,9/1/2022,45 m²,Unfurnished,2,,169.95,436.29,706.29,872.76,144.76,778.35,317.0,1141.4,2335.68,203.78,"Polívkova, Prague - Jinonice",50.0517995,14.3653519,"CZK 12,500",Prefab concrete,,Personal,,,,,,,Distance,,,,,,,,
"CZK 28,100","CZK 3,801",571766,2+kk,7/24/2022,75 m²,Fully furnished,4,,263.94,473.14,107.04,412.76,39.58,450.66,409.9,711.12,442.84,75.83,"Liliová, Prague - Staré Město",50.0847515,14.4166508,"CZK 56,200",Brick,,Personal,,,1.0,,,,Gas boiler,,Luxurious,,,,,,
"CZK 27,990",CZK 0,722477,2+kk,7/14/2022,88 m²,Fully furnished,3,,55.18,233.26,29.65,96.24,7.41,183.92,185.53,258.44,151.78,202.27,Prague - Staré Město,50.09075,14.42626,"CZK 45,000",Brick,Very good,Personal,,,1.0,,,,,Over 50 years,,Complete,,,,,
"CZK 8,700","CZK 3,000",726262,Small studio,7/18/2022,20 m²,Unfurnished,1,,259.08,402.76,65.14,276.58,75.05,143.57,210.93,619.75,21.23,467.36,Prague - Holešovice,50.10152,14.42674,"CZK 11,700",Other,Very good,,G,,,,,,,,,,,,,,
"CZK 6,900","CZK 2,000",27475,Other,9/30/2022,15 m²,Fully furnished,1,,229.62,465.02,244.47,2033.06,102.15,1425.0,403.37,1526.17,474.64,467.86,"Českobrodská, Prague - Hrdlořezy",50.0926627,14.5151929,"CZK 8,900",Brick,Very good,Personal,B,,,,1.0,1.0,Central,Up to 10 years,Standard,Complete,,,,,
"CZK 19,900","CZK 5,461",349115,2+kk,12/1/2022,67 m²,Fully furnished,2,1.0,200.44,899.67,116.64,347.09,27.75,327.12,327.09,562.48,353.21,44.52,"Kurta Konráda, Prague - Libeň",50.1050691,14.4879729,"CZK 50,000",Low-energy,New-build,Personal,A,,1.0,1.0,,1.0,Central,Up to 10 years,Luxurious,,,,,,
"CZK 14,000","CZK 6,000",30826,2 bedroom,7/18/2022,63 m²,Fully furnished,3,1.0,194.39,690.9,418.32,670.27,674.96,694.95,876.74,588.38,588.98,97.7,"Pražská, Prague - Hostivař",50.0562157532,14.5220911503,"CZK 20,000",Prefab concrete,Very good,Personal,,1.0,1.0,,1.0,,Distance,10 to 30 years,Standard,Complete,,,,,
"CZK 24,000","CZK 4,500",722549,2+kk,9/19/2022,65 m²,Fully furnished,3,,227.46,691.34,588.99,525.99,212.85,1168.42,616.53,267.86,519.55,82.08,Prague - Smíchov,50.06063,14.39124,"CZK 28,500",Low-energy,Very good,,B,1.0,1.0,,1.0,,,,,,1.0,,,,
"CZK 18,000","CZK 4,500",723778,2 bedroom,9/1/2022,44 m²,Fully furnished,1,,352.32,225.43,4.78,266.05,15.87,445.04,295.47,480.36,839.24,181.21,Prague - Vinohrady,50.0793,14.45253,"CZK 36,000",Brick,Very good,,G,,1.0,,,,,,,,,,,,
"CZK 22,000","CZK 7,000",726131,3+kk,10/1/2022,75 m²,Partly,1,1.0,293.03,747.33,190.4,1402.37,690.09,946.06,683.15,596.45,465.93,587.53,Prague - Troja,50.12618,14.43343,"CZK 30,000",Prefab concrete,New-build,,G,,,1.0,,,,,,,,,,,
"CZK 14,000","CZK 4,500",726029,2 bedroom,9/1/2022,54 m²,Fully furnished,3,1.0,265.56,734.43,286.13,412.51,233.42,523.7,250.16,265.15,202.77,221.9,Prague - Vršovice,50.06945,14.46176,"CZK 30,000",Brick,Good,,G,,,,,,Central,Over 50 years,Standard,,,,,,
"CZK 16,490","CZK 4,447",719087,2 bedroom,8/9/2022,71 m²,Fully furnished,4,1.0,181.09,278.72,199.28,2296.51,139.69,392.85,251.23,475.95,1250.09,245.43,"Na Mlejnku, Prague - Braník",50.03828527777,14.41014416666,"CZK 20,937",Brick,Very good,Personal,D,,,,,,,,,,,1.0,"CZK 20,937",,
"CZK 15,900","CZK 1,800",532910,2+kk,9/1/2022,46 m²,Fully furnished,3,1.0,207.24,400.87,126.68,436.7,153.08,393.75,189.94,561.7,508.57,248.18,Prague - Krč,50.0465611,14.4418857,"CZK 15,900",Brick,,Personal,C,,1.0,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",726156,Studio,7/17/2022,36 m²,Fully furnished,4,1.0,78.37,935.0,1337.38,2528.0,483.59,1888.46,1555.72,1953.25,1129.5,1209.25,Prague - Dolní Měcholupy,50.05623,14.54736,"CZK 20,000",Other,New-build,Personal,G,1.0,,,,,Distance,10 to 30 years,,,,,,,
"CZK 12,000","CZK 2,500",669796,1 bedroom,9/1/2022,38 m²,Partly,4,,129.48,591.67,336.27,589.78,201.71,106.02,212.44,692.18,335.11,1.01,Prague - Letňany,50.13653,14.50956,"CZK 12,000",Brick,Good,Personal,G,1.0,1.0,,,,Distance,,Standard,,,,,,
"CZK 19,500","CZK 4,500",726110,3+1,8/15/2022,68 m²,Partly,4,,138.81,1252.02,132.54,969.12,117.38,243.68,589.95,258.73,717.05,233.74,Prague - Strašnice,50.06783,14.49657,"CZK 35,000",Prefab concrete,Good,,G,,1.0,,,,Distance,,,,,,,,
"CZK 18,500","CZK 2,500",612997,2+kk,9/1/2022,43 m²,Partly,2,,345.81,1564.53,580.73,1494.4,665.07,1339.74,266.38,953.97,2333.89,265.06,"Dolákova, Prague - Bohnice",50.134462,14.409814,"CZK 30,000",Prefab concrete,Very good,Personal,,,1.0,,1.0,,Central,,,Complete,,,,,
"CZK 15,500","CZK 3,000",715418,Studio,5/23/2022,34 m²,Partly,1,1.0,221.33,600.7,232.39,1445.52,43.25,397.83,201.27,201.27,37.59,102.09,Prague - Chodov,50.0367596,14.5056446,"CZK 14,500",Other,New-build,Personal,B,1.0,,,,,Gas boiler,Up to 10 years,Luxurious,,1.0,,,,
"CZK 45,000","CZK 7,000",726083,2 bedroom,7/17/2022,75 m²,Fully furnished,4,,175.91,451.22,76.55,200.12,61.87,336.74,535.56,596.58,855.68,467.15,Prague - Nové Město,50.07405,14.4145,"CZK 90,000",Brick,Very good,,E,,,,,,,,,,,,,,
"CZK 30,000","CZK 7,000",726082,1 bedroom,7/17/2022,46 m²,Fully furnished,-1,,175.91,451.22,76.55,200.12,61.87,336.74,535.56,596.58,855.68,467.15,Prague - Nové Město,50.07405,14.4145,"CZK 60,000",Brick,New-build,Personal,E,,,,,,,Over 50 years,Luxurious,Complete,,,,,
"CZK 23,000","CZK 6,000",725537,3+1,7/12/2022,95 m²,Partly,2,1.0,122.04,1556.31,754.1,1098.46,232.83,852.47,796.23,194.73,808.0,827.11,Prague - Troja,50.12028,14.44105,"CZK 23,000",Brick,Very good,,C,,1.0,,1.0,,,,,,,1.0,,,
"CZK 15,000",CZK 700,606810,3+1,9/1/2022,75 m²,Partly,2,,207.69,482.27,84.36,438.85,95.84,148.6,275.64,425.8,739.88,517.15,Prague - Nové Město,50.07184,14.429817,"CZK 15,000",Brick,Very good,Personal,G,1.0,,,,,Gas boiler,Over 50 years,Standard,,,,,,
"CZK 24,000","CZK 5,000",537149,2+kk,,70 m²,Fully furnished,2,1.0,167.42,1303.91,580.86,1189.26,705.92,940.98,1134.55,782.5,689.45,360.76,Prague - Strašnice,50.0848545,14.483906,"CZK 30,000",Brick,,Personal,,1.0,1.0,1.0,1.0,,,Up to 10 years,Luxurious,,1.0,,,,
"CZK 18,000","CZK 4,000",726001,3+1,8/1/2022,72 m²,Partly,5,1.0,170.88,687.41,209.37,644.64,176.07,564.78,826.05,503.93,894.51,180.43,Prague - Malešice,50.08174,14.50788,"CZK 21,000",Prefab concrete,Very good,,D,,1.0,,,,,,,,,1.0,,,
"CZK 11,990","CZK 3,000",144028,2+kk,9/1/2022,22 m²,Fully furnished,2,,69.08,628.99,11.21,39.54,75.24,79.91,241.3,686.69,529.21,427.6,"Jungmannova, Prague - Nové Město",50.079603,14.4221251,"CZK 14,990",Brick,Very good,Personal,,,1.0,,,,Distance,,,Complete,,,,,
"CZK 23,000",CZK 0,463626,2+kk,9/1/2022,55 m²,Fully furnished,4,1.0,251.14,261.96,382.63,396.54,288.63,266.3,473.12,447.57,506.29,167.7,"Pod Lipami, Prague - Žižkov",50.0906272,14.4907268,"CZK 23,000",Brick,,Personal,E,1.0,1.0,,,,Central,,,Complete,,,,,
"CZK 21,000","CZK 2,500",725972,3+kk,11/1/2022,60 m²,Partly,7,1.0,79.24,764.07,106.03,467.88,107.87,514.58,656.46,655.0,690.64,521.22,Prague - Nusle,50.06226,14.44619,"CZK 42,000",Brick,Very good,,G,,1.0,,,,,,,,,,,,
"CZK 12,000","CZK 3,000",693063,1 bedroom,8/1/2022,42 m²,Partly,2,,258.31,1479.45,993.31,1238.31,294.05,1301.35,929.35,1196.52,1353.63,930.92,"K Vyhlídce, Prague - Modřany",50.01468,14.4076,"CZK 15,000",Brick,Good,Personal,,1.0,,,,,,,,,,,,,
"CZK 7,000",CZK 0,725967,3+1,7/15/2022,16 m²,Partly,1,1.0,168.64,637.33,512.01,1234.75,280.83,591.17,190.59,287.36,205.25,120.56,Prague - Hloubětín,50.10558,14.55198,"CZK 14,000",Prefab concrete,Very good,,D,,1.0,,,,,,,,,,,,
"CZK 18,000","CZK 1,300",718466,2+kk,8/15/2022,56 m²,Fully furnished,5,1.0,531.4,1050.41,259.34,1026.34,766.86,666.48,549.97,580.86,1348.22,125.03,"Zakšínská, Prague - Střížkov",50.1307421,14.4956911,"CZK 15,000",Brick,Very good,Personal,G,,,,,,Distance,Up to 10 years,Standard,,,1.0,,,
"CZK 16,000","CZK 4,000",725445,2 bedroom,8/1/2022,60 m²,Fully furnished,3,,117.14,736.67,123.64,718.22,434.37,663.51,667.78,730.62,588.43,441.06,Prague - Hloubětín,50.10523,14.52983,"CZK 16,000",Brick,Very good,Personal,G,,1.0,,,,Central,,,,,,,,
"CZK 65,000","CZK 4,800",642265,3+kk,7/11/2022,250 m²,Partly,1,1.0,69.39,153.79,118.64,136.76,19.93,194.52,255.5,381.44,458.31,317.05,"Dělnická, Prague - Holešovice",50.103053,14.448298,"CZK 139,600",Brick,Very good,Personal,G,1.0,1.0,,1.0,1.0,Gas boiler,10 to 30 years,Luxurious,,1.0,,,,
"CZK 22,000","CZK 7,000",725946,4+1,8/1/2022,88 m²,Fully furnished,1,,207.43,1142.87,485.25,438.95,470.61,1832.37,794.2,605.3,62.85,320.58,Prague - Záběhlice,50.04352,14.4733,"CZK 22,000",Brick,Very good,,E,,,,1.0,1.0,,,,,,,,,
"CZK 12,990","CZK 2,024",725944,1 bedroom,8/9/2022,60 m²,Unfurnished,2,,401.65,919.18,97.54,433.81,282.22,942.99,299.37,215.54,876.81,269.35,"U družstva Život, Prague - Nusle",50.05666694444,14.44689916666,"CZK 15,014",Brick,Very good,Personal,G,,1.0,,,,,,,,,,"CZK 15,014",,
"CZK 14,500","CZK 1,500",725943,1 bedroom,7/15/2022,46 m²,Unfurnished,2,,142.69,833.14,369.92,496.18,331.67,388.96,232.07,472.46,468.74,477.07,Prague - Košíře,50.06828,14.36827,"CZK 15,000",Brick,Very good,,G,,1.0,,,,,,,,,,,,
"CZK 25,000","CZK 4,000",725938,2+kk,9/1/2022,70 m²,Partly,3,,140.77,418.51,1.12,206.71,25.27,177.85,464.47,473.18,267.6,390.96,Prague - Karlín,50.0919,14.44126,"CZK 50,000",Brick,Very good,,C,,,,,,,,,,,,,,
"CZK 24,000","CZK 4,000",725939,2 bedroom,9/1/2022,66 m²,Partly,3,,140.77,418.51,1.12,206.71,25.27,177.85,464.47,473.18,267.6,390.96,Prague - Karlín,50.0919,14.44126,"CZK 50,000",Brick,Very good,,C,,,,,,,,,,,,,,
"CZK 24,000","CZK 1,000",282283,3+kk,7/15/2022,72 m²,Partly,3,1.0,346.23,453.11,201.14,1385.54,331.64,888.81,372.42,362.32,408.63,104.92,"Nad Panenskou, Prague - Střešovice",50.0870308,14.3829998,"CZK 35,000",Brick,,Personal,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000",679011,2+kk,9/1/2022,38 m²,Fully furnished,2,,180.77,182.4,120.12,347.88,186.9,304.94,419.88,788.03,535.2,34.67,"Humpolecká, Prague - Krč",50.04798,14.44261,"CZK 20,000",Brick,Very good,Personal,G,,,,1.0,,,,Luxurious,,,,,,
"CZK 40,000","CZK 5,500",725902,2+kk,8/1/2022,90 m²,Fully furnished,3,,72.91,453.35,152.12,231.23,56.56,248.55,151.85,358.53,301.31,400.66,Prague - Staré Město,50.09075,14.4211,"CZK 120,000",Brick,Very good,Personal,B,1.0,1.0,,1.0,,,Over 50 years,Luxurious,Complete,,,,,
"CZK 25,000","CZK 3,500",603233,2+kk,10/18/2022,45 m²,Fully furnished,3,1.0,371.48,502.43,57.05,243.25,28.96,223.58,26.92,689.96,327.98,363.81,"Michalská, Prague - Staré Město",50.084426,14.42005,"CZK 25,000",Brick,Very good,Personal,,,,,,,Gas boiler,,Standard,,,,,,
"CZK 29,000","CZK 6,000",107657,3+kk,10/1/2022,70 m²,Fully furnished,1,1.0,165.66,665.46,303.91,741.3,4.41,348.57,226.69,217.96,676.45,216.12,"Pernerova, Prague - Karlín",50.08938,14.44505,"CZK 35,000",Brick,Good,Personal,A,,,,1.0,,,,,,,,,,
"CZK 25,000","CZK 4,500",725114,2+kk,8/8/2022,46 m²,Fully furnished,7,,337.73,834.56,323.58,578.21,367.84,577.98,686.55,361.72,803.76,418.76,Prague - Nusle,50.06269,14.44988,"CZK 29,500",Low-energy,New-build,,B,,,1.0,,1.0,,,,,,,,,
"CZK 9,900","CZK 3,500",620621,Small studio,8/1/2022,45 m²,Fully furnished,2,,141.42,141.37,6.86,166.35,4.45,37.09,296.23,307.55,932.14,177.15,"Sluneční Náměstí, Prague - Stodůlky",50.050213,14.342631,"CZK 15,000",Prefab concrete,Good,Personal,G,1.0,,,,,Distance,10 to 30 years,Standard,,1.0,,,,
"CZK 13,000","CZK 4,000",488054,2 bedroom,7/15/2022,70 m²,Partly,,,198.49,1642.92,342.2,1753.83,309.08,1096.79,1808.11,2472.34,293.92,336.66,"Staňkovská, Prague - Hostavice",50.0869774,14.5608294,"CZK 26,000",Brick,,Personal,D,,,,,,Gas boiler,,Standard,,,,,,
"CZK 18,000",CZK 800,667300,2 bedroom,2/1/2022,70 m²,Unfurnished,5,,203.62,374.65,89.38,128.29,38.4,271.89,380.42,525.76,363.4,175.56,Prague - Bubeneč,50.0991378,14.3998595,"CZK 37,600",Brick,Very good,Personal,F,1.0,,,,,,,,,,,,,
"CZK 8,500",CZK 0,360494,5+1,7/10/2022,10 m²,Fully furnished,3,,209.02,550.75,154.14,285.43,89.33,281.78,458.54,982.32,332.3,430.22,"Šaldova, Prague - Karlín",50.0949776,14.4544831,"CZK 8,500",Brick,,Cooperative,,1.0,,,,,,,,,,,,,
"CZK 15,500","CZK 7,000",725798,3+1,8/1/2022,74 m²,Fully furnished,4,1.0,349.87,806.08,296.1,729.14,339.52,652.6,623.84,322.3,379.72,40.87,Prague - Řepy,50.06765,14.29965,"CZK 15,000",Prefab concrete,Very good,Personal,G,,,,1.0,,Central,,Standard,Bathroom unit,,1.0,,,
"CZK 19,000","CZK 3,000",721706,Studio,9/13/2022,32 m²,Fully furnished,3,1.0,184.9,491.18,201.53,600.56,185.71,464.1,909.61,880.1,1116.52,293.82,Prague - Uhříněves,50.02854,14.59565,"CZK 40,000",Brick,New-build,Personal,B,,1.0,1.0,,,Electric boiler,Up to 10 years,Luxurious,,,1.0,,,
"CZK 12,000","CZK 3,000",666043,Studio,9/1/2022,29 m²,Partly,8,1.0,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,"CZK 23,000",Prefab concrete,Very good,Personal,D,,,,1.0,,Electric boiler,,Standard,Bathroom unit,,,,,
"CZK 17,900",CZK 0,722059,2+kk,8/1/2022,54 m²,Partly,5,1.0,276.93,764.54,188.51,176.26,108.39,338.32,641.05,664.48,609.93,325.62,Prague - Žižkov,50.08863,14.46576,"CZK 44,800",Brick,Very good,,E,,1.0,,,,,,,,,1.0,,,
"CZK 18,000","CZK 3,800",430141,3+1,9/1/2022,63 m²,Partly,5,1.0,146.63,797.83,505.37,712.0,564.74,742.68,679.85,668.58,637.63,350.08,"Pražského, Prague - Hlubočepy",50.0363717,14.3833851,"CZK 27,000",Prefab concrete,Very good,Personal,G,1.0,1.0,,,,Central,,,Complete,,,,,
"CZK 35,000","CZK 4,500",388456,2 bedroom,7/14/2022,69 m²,Fully furnished,4,1.0,109.21,977.76,200.38,434.41,20.92,330.86,293.5,329.4,301.04,97.85,Prague - Nové Město,50.068306857504,14.415852951138,"CZK 59,000",Brick,Very good,Personal,B,1.0,,,,,,Over 50 years,Luxurious,Complete,,,,,
"CZK 16,500","CZK 5,500",725760,2 bedroom,8/1/2022,60 m²,Unfurnished,2,,420.57,963.94,334.42,613.8,422.76,953.93,728.99,847.05,238.66,574.35,Prague - Podolí,50.05259,14.4239,"CZK 33,000",Brick,Very good,,G,1.0,1.0,,,,,,Standard,Complete,,,,,
"CZK 17,000","CZK 1,300",725758,3+1,7/13/2022,68 m²,Unfurnished,3,1.0,235.57,1512.19,159.19,1724.05,528.89,205.65,200.13,859.42,1937.32,112.62,Prague - Újezd nad Lesy,50.07113,14.68175,"CZK 40,000",Prefab concrete,Good,,D,,1.0,,1.0,,,,,,,1.0,,,
"CZK 18,000","CZK 3,500",678322,Studio,8/1/2022,40 m²,Fully furnished,2,1.0,112.7,973.28,121.1,877.77,223.18,115.06,312.68,421.76,623.04,371.94,"Adamova, Prague - Veleslavín",50.0949972,14.3484594,"CZK 43,000",Low-energy,New-build,Personal,,,,,,,,Up to 10 years,,,,,,,
"CZK 16,000","CZK 1,170",725750,2 bedroom,7/22/2022,67 m²,Partly,3,,278.76,531.92,76.96,327.04,283.2,396.92,290.08,627.71,586.91,269.88,Prague - Strašnice,50.07475,14.48666,"CZK 32,000",Brick,Very good,Personal,G,,1.0,,,1.0,Electric boiler,,,,,,,,
"CZK 19,000","CZK 7,000",717074,3+kk,7/17/2022,70 m²,Partly,4,1.0,308.56,1634.51,436.46,1306.85,349.52,524.17,348.51,340.78,1137.55,177.49,"Nedvězská, Prague - Strašnice",50.06891,14.50447,"CZK 40,000",Prefab concrete,Very good,Personal,G,,,,,,Distance,10 to 30 years,Standard,,,,,,
"CZK 12,500","CZK 3,000",725711,1 bedroom,7/13/2022,32 m²,Fully furnished,1,,381.78,822.56,266.19,617.64,295.37,812.55,587.61,1105.18,221.57,428.15,Prague - Podolí,50.05272,14.42149,"CZK 12,500",Brick,Good,,G,,,,,,,,,,,,,,
"CZK 26,500","CZK 3,500",548160,2 bedroom,7/15/2022,110 m²,Fully furnished,4,1.0,407.62,349.96,257.83,429.22,140.85,425.87,231.71,489.78,761.34,258.0,Prague - Vinohrady,50.0806157,14.4526379,"CZK 30,000",Brick,Very good,Personal,,1.0,1.0,,,,Gas boiler,Up to 10 years,Luxurious,Complete,,1.0,,,
