Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Age,Design,Heating,Total number of floors,New building,Renovation,Front garden,Developer name,Project name,Kód jednotky
712290,"CZK 12,900",50.09887,14.3966,"Kafkova, Prague - Dejvice",Studio,Good,34 m²,,,,Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,G,134,30,92,131,64,76,507,422,357,257,01. 05. 2022,,,,,,,,,,
715421,"CZK 20,000",50.072378,14.4381562,Prague - Vinohrady,Studio,Excellent,29 m²,"CZK 3,395","CZK 40,000",,Personal,Brick building,,,No,No,No,No,No,Yes,No,B,405,238,158,504,45,406,185,285,859,638,01. 06. 2022,,,,,,,,,,
713501,"CZK 33,750",50.0718291,14.4385892,"Americká, Prague - Vinohrady",1 bedroom,,43 m²,"CZK 11,250",,,,,Furnished,4,No,No,No,No,No,Yes,No,,274,300,81,587,69,312,103,253,793,568,16. 05. 2022,,,,,,,,,,
713502,"CZK 59,100",50.0882082,14.4262296,"Rybná, Prague - Staré Město",2 bedroom with open-plan kitchen,,86 m²,"CZK 19,700",,,,,Furnished,2,Yes,No,No,No,No,No,No,,281,192,58,183,11,369,315,297,289,305,29. 05. 2022,,,,,,,,,,
691626,"CZK 16,000",50.05961,14.42653,"Mikuláše z Husi, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 4,000","CZK 28,000",,Personal,Brick building,Furnished,1,Yes,No,No,No,No,No,No,G,64,568,161,372,108,466,526,212,103,319,25. 04. 2022,,,,,,,,,,
213488,"CZK 15,000",50.0686763,14.3091212,"Žufanova, Prague - Řepy",1 bedroom with open-plan kitchen,,72 m²,"CZK 4,500","CZK 20,000",,Other,Prefab concrete building,Furnished,1,No,No,No,Yes,No,No,No,,227,598,447,816,474,336,342,438,"1,207",51,01. 06. 2022,10 to 30 years years,Premium materials and solutions,District heating,Raised ground floor,,Overall,,,,
715418,"CZK 14,500",50.0367596,14.5056446,Prague - Chodov,Studio,New build,34 m²,"CZK 3,000","CZK 14,500",,Personal,Other,Partially furnished,1,Yes,No,No,No,No,Yes,Yes,B,221,601,232,"1,420",43,398,201,201,38,102,23. 05. 2022,,,,,,,,,,
713512,"CZK 33,000",50.0747395,14.424046,"Lípová, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 11,000",,,,,Furnished,5,No,No,No,No,No,No,No,,120,534,85,337,48,344,183,195,543,341,02. 05. 2022,,,,,,,,,,
656514,"CZK 13,000",50.08298,14.45354,"Bořivojova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,000","CZK 15,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,D,161,133,103,297,14,246,314,447,599,333,01. 05. 2022,,Standard materials and solutions,Gas boiler,Middle floor,,,,,,
150740,"CZK 13,000",50.070043,14.3676817,"Plzeňská, Prague - Smíchov",1 bedroom,Excellent,36 m²,"CZK 2,000","CZK 15,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,C,281,584,176,286,42,178,350,"1,363",693,362,,1 to 10 years years,Standard materials and solutions,Gas boiler,,,,,,,
713119,"CZK 19,000",50.0758076,14.419087,"Karlovo náměstí, Prague - Nové Město",1 bedroom with open-plan kitchen,New build,58 m²,"CZK 1,900","CZK 19,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,C,64,90,87,106,154,99,118,495,711,218,06. 04. 2022,,,,,,,,,,
603343,"CZK 42,500",50.085203,14.428022,"Nekázanka, Prague - Nové Město",Other,Excellent,114 m²,"CZK 5,000","CZK 47,500",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,G,232,136,116,213,140,227,297,701,403,667,01. 05. 2022,30 to 50 years years,Premium materials and solutions,Central heating,Top floor,,Overall,,,,
711694,"CZK 14,300",50.06918,14.43767,"Perucká, Prague - Vinohrady",Studio,New build,46 m²,"CZK 2,980","CZK 20,000",,Personal,Prefab concrete building,Furnished,3,No,Yes,Yes,No,No,Yes,No,C,699,818,597,886,615,859,685,606,752,906,15. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,,Yes,Overall,,,,
715415,"CZK 20,543",50.0735628,14.4373343,"Uruguayská, Prague - Vinohrady",Studio,,26 m²,"CZK 6,848",,,,,Furnished,1,No,No,No,No,No,Yes,No,,193,168,131,353,18,256,47,213,857,690,01. 06. 2022,,,,,,,,,,
715414,"CZK 35,532",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",2 bedroom with open-plan kitchen,,80 m²,"CZK 11,844",,,,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,,123,293,167,222,66,246,411,"1,258",283,254,04. 05. 2022,,,,,,,,,,
715189,"CZK 23,900",50.01932,14.51961,"Pastevců, Prague - Újezd u Průhonic",2 bedroom with open-plan kitchen,Excellent,96 m²,"CZK 5,000","CZK 65,000",,Personal,Brick building,Partially furnished,3,No,Yes,Yes,No,No,No,Yes,G,314,649,761,860,954,"1,326",115,,,,25. 04. 2022,,,,,,,,,,
202467,"CZK 13,500",50.1312109,14.4961073,"Desenská, Prague - Střížkov",1 bedroom with open-plan kitchen,New build,44 m²,"CZK 2,700","CZK 27,000",,Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,,646,"1,092",301,"1,068",898,804,591,688,"1,485",219,01. 06. 2022,1 to 10 years years,Standard materials and solutions,Other,Attic,Yes,,30 m²,,,
577064,"CZK 17,100",50.1027788,14.3748352,"U Hadovky, Prague - Dejvice",2 bedroom,Excellent,63 m²,"CZK 2,850","CZK 18,000",,Cooperative,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,D,261,"1,397",338,"1,034",337,306,502,635,535,425,11. 04. 2022,over 50 years years,Standard materials and solutions,Gas boiler,Raised ground floor,,Interior,,,,
501700,"CZK 7,500",50.093780231613,14.532926958722,"Třešňová, Prague - Hloubětín",Small studio,,25 m²,"CZK 3,500","CZK 8,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,,327,713,"1,048","1,028","1,391","1,207","1,334",722,591,,ihned,1 to 10 years years,,,,Yes,,,,,
715409,"CZK 16,000",50.102,14.43331,"Veletržní, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,52 m²,CZK 600,"CZK 16,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,G,124,628,3,140,85,176,395,470,848,,25. 04. 2022,,,,,,,,,,
484160,"CZK 13,900",50.1040098,14.4465769,"Osadní, Prague - Holešovice",1 bedroom,Excellent,40 m²,"CZK 3,100","CZK 17,000",,Cooperative,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,,74,140,28,286,62,53,280,432,375,327,01. 08. 2021,1 to 10 years years,Standard materials and solutions,Electric boiler,Middle floor,,Overall,,,,
714371,"CZK 10,000",50.05974,14.2945,"Na Radosti, Prague - Zličín",Studio,New build,30 m²,"CZK 4,800","CZK 12,000",,Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,E,91,898,798,906,80,"1,016",679,"1,166",92,520,01. 05. 2022,,,,,,,,,,
715397,"CZK 16,000",50.064779,14.5525555,"Františka Jansy, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 4,600","CZK 32,000",,Cooperative,Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,Yes,C,150,845,468,387,639,"1,165",809,100,,,01. 05. 2022,,,,,,,,,,
581360,"CZK 22,000",50.026392,14.417815,"Údolní, Prague - Braník",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 5,000","CZK 44,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,G,68,"1,050",606,"1,042",457,531,531,682,"1,290",640,01. 06. 2022,,Premium materials and solutions,,Raised ground floor,,Interior,,,,
715399,"CZK 15,000",50.1019936,14.4276943,"Umělecká, Prague - Holešovice",1 bedroom,Excellent,40 m²,"CZK 1,430","CZK 15,000",,Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,G,167,333,116,287,185,263,93,125,520,,01. 05. 2022,,,,,,,,,,
697963,"CZK 13,000",50.07486,14.42255,"Salmovská, Prague - Nové Město",Studio,Excellent,21 m²,"CZK 1,200","CZK 14,000",,Personal,Brick building,Furnished,2,No,Yes,No,No,No,Yes,No,B,150,397,110,388,95,207,304,316,662,421,24. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,Overall,5 m²,,,
713182,"CZK 21,000",50.0733476,14.3959227,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 5,000","CZK 40,000",,Personal,Other,Unfurnished,4,Yes,No,Yes,No,No,Yes,Yes,G,200,816,148,507,122,598,93,"1,141",864,357,22. 04. 2022,1 to 10 years years,,,Middle floor,Yes,,,,,
630457,"CZK 16,000",50.071753,14.431997,"Lublaňská, Prague - Nové Město",Small studio,Good,25 m²,"CZK 2,000",,,Other,Brick building,Furnished,2,No,No,No,No,No,No,No,E,216,344,70,346,22,280,306,274,647,724,12. 10. 2020,,,,,,,,,,
692107,"CZK 21,300",50.07592,14.40553,"Arbesovo náměstí, Prague - Smíchov",Studio,Excellent,28 m²,"CZK 3,200","CZK 25,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,C,77,64,152,107,11,143,97,"1,032",852,494,01. 08. 2022,,,,,,,,,,
713756,"CZK 16,000",50.0440154,14.517211,"Bratislavská, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 4,400","CZK 15,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,G,195,134,201,190,"1,004",212,"1,215",157,,,01. 05. 2022,,,,,,,,,,
653705,"CZK 19,900",50.10566,14.48235,"náměstí Na Balabence, Prague - Libeň",2 bedroom,Excellent,51 m²,"CZK 3,400","CZK 35,000",,Personal,Brick building,Partially furnished,6,No,No,Yes,Yes,No,Yes,No,G,121,603,138,235,361,720,117,622,486,75,01. 05. 2022,,,,,,,,,,
405008,"CZK 21,950",50.0407835,14.5684987,"Modenská, Prague - Horní Měcholupy",2 bedroom with open-plan kitchen,,109 m²,"CZK 4,520","CZK 51,000",,Personal,Brick building,Partially furnished,7,Yes,No,Yes,Yes,No,Yes,Yes,C,235,881,488,693,612,396,520,552,"1,321",430,21. 04. 2022,1 to 10 years years,Standard materials and solutions,Central heating,,Yes,,,,,
715359,"CZK 15,000",50.10092,14.42454,"Sochařská, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 1,300","CZK 15,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,D,159,213,91,142,78,97,386,255,394,,21. 04. 2022,,,,,,,,,,
714363,"CZK 27,000",50.09478,14.50282,"Nad Smetankou, Prague - Hrdlořezy",2 bedroom with open-plan kitchen,Excellent,106 m²,"CZK 7,000","CZK 54,000",,Personal,Brick building,Furnished,2,No,Yes,No,No,Yes,Yes,Yes,D,536,"1,045",460,"1,370",670,507,943,824,"1,203",196,19. 04. 2022,,,,,,,,,,
715370,"CZK 13,000",50.0615746,14.3810292,"Mikšovského, Prague - Košíře",1 bedroom,Good,46 m²,"CZK 2,000","CZK 15,000",,Cooperative,Brick building,Partially furnished,2,No,No,No,No,No,No,No,G,279,"1,182",553,969,542,"1,483","1,143",291,"1,166",645,01. 05. 2022,,,,,,,,,,
681424,"CZK 12,000",50.0674282,14.4599684,"Moskevská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,37 m²,"CZK 4,350","CZK 24,000",,Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,D,73,498,59,298,0,406,497,344,282,295,01. 05. 2022,,,,,,,,,,
715358,"CZK 15,000",50.00861,14.42885,"Rilská, Prague - Modřany",2 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 7,000","CZK 30,000",,Personal,Prefab concrete building,Furnished,10,Yes,No,Yes,No,No,Yes,No,C,299,934,97,923,125,"1,013",314,360,338,165,01. 06. 2022,10 to 30 years years,,District heating,,,,,,,
715355,"CZK 12,500",50.09042,14.36469,"U Čtvrté baterie, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 3,200","CZK 12,500",,Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,G,82,936,530,"1,021",622,179,662,"1,081",928,637,21. 04. 2022,,,,,,,,,,
640912,"CZK 12,300",50.035171,14.411621,"Zelinářská, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,48 m²,CZK 800,"CZK 19,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,G,125,412,167,101,268,349,144,"1,229",260,,20. 04. 2022,,,,,,,,,,
630147,"CZK 19,000",50.089428,14.466015,"Roháčova, Prague - Žižkov",2 bedroom,Excellent,60 m²,"CZK 1,000","CZK 38,000",,Personal,Brick building,Furnished,5,No,No,Yes,No,No,Yes,No,G,147,748,74,154,55,224,526,550,496,244,19. 04. 2022,1 to 10 years years,Premium materials and solutions,Electric boiler,Middle floor,,Overall,,,,
715335,"CZK 14,900",50.08444,14.56321,"U Hostavického potoka, Prague - Hostavice",1 bedroom with open-plan kitchen,New build,49 m²,"CZK 2,800","CZK 14,900",,Personal,Brick building,Furnished,1,No,Yes,Yes,No,No,Yes,Yes,G,506,537,644,379,,,,,,,01. 06. 2022,,,,,,,,,,
25959,"CZK 12,600",50.1335671,14.4751987,"Kubíkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,,48 m²,"CZK 2,350","CZK 20,000",,,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,Yes,No,C,242,978,430,"1,107",305,922,324,445,"1,248",356,25. 04. 2022,,Standard materials and solutions,District heating,Middle floor,,,,,,
715353,"CZK 10,000",50.09062,14.49658,"Pod Lipami, Prague - Žižkov",Small studio,Good,21 m²,"CZK 2,500","CZK 10,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,B,210,503,154,806,104,534,837,154,752,237,25. 04. 2022,,,,,,,,,,
623922,"CZK 11,000",50.064342,14.442252,"Čestmírova, Prague - Nusle",Studio,New build,25 m²,"CZK 1,000","CZK 12,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,C,90,311,92,91,15,61,367,597,576,437,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,Overall,,,,
714295,"CZK 14,925",50.0710265,14.4467659,"Kozácká, Prague - Vršovice",Studio,,28 m²,"CZK 4,975",,,,,Furnished,4,No,No,No,No,No,No,No,,127,652,122,516,74,627,486,462,303,227,14. 06. 2022,,,,,,,,,,
713918,"CZK 22,313",50.0630016,14.4450348,"Mojmírova, Prague - Nusle",Studio,,35 m²,"CZK 7,437",,,,,Furnished,2,Yes,No,No,No,No,Yes,No,,238,572,103,275,180,318,460,822,638,598,11. 06. 2022,,,,,,,,,,
545400,"CZK 8,500",50.036559,14.4172471,Prague - Braník,Small studio,,25 m²,"CZK 2,500","CZK 3,000",,Other,Brick building,Furnished,,No,No,No,No,No,No,No,,514,627,473,447,573,399,312,784,,,21. 04. 2022,,,,,,,,,,
715349,"CZK 12,000",50.07293,14.44124,"Jana Masaryka, Prague - Vinohrady",1 bedroom,Excellent,33 m²,"CZK 3,000","CZK 20,000",,Other,Brick building,Unfurnished,1,No,No,No,No,No,No,No,G,42,256,34,612,69,568,247,441,558,371,21. 04. 2022,,,Gas boiler,Middle floor,,,,,,
715350,"CZK 41,438",50.077834,14.422878,"Příčná, Prague - Nové Město",Studio,,26 m²,"CZK 13,812",,,,,Furnished,2,No,No,No,No,No,No,No,,224,529,123,232,36,222,310,471,467,408,20. 06. 2022,,,,,,,,,,
715336,"CZK 16,500",50.13101,14.4791,"Frýdlantská, Prague - Kobylisy",3 bedroom,Excellent,64 m²,"CZK 3,500","CZK 30,000",,Personal,Prefab concrete building,Partially furnished,8,No,No,No,Yes,No,Yes,No,G,194,907,381,"1,037",170,445,156,237,"1,322",118,01. 05. 2022,,,District heating,,,,,,,
119868,"CZK 13,000",50.1108959,14.4470802,"U pergamenky, Prague - Holešovice",1 bedroom with open-plan kitchen,,40 m²,"CZK 2,500","CZK 15,000",,Cooperative,Brick building,Partially furnished,5,No,No,Yes,No,No,No,No,,72,898,292,831,445,529,271,"1,259",760,193,,,,Other,Top floor,,,,,,
715329,"CZK 12,800",50.07177,14.46983,"28. pluku, Prague - Vršovice",Studio,Excellent,34 m²,"CZK 3,200","CZK 12,800",,Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,G,79,577,159,372,245,172,344,221,749,210,20. 04. 2022,,,,Middle floor,,Interior,,,,
715328,"CZK 13,500",50.04276,14.49314,"Klapálkova, Prague - Chodov",Studio,New build,32 m²,"CZK 2,000","CZK 27,000",,Personal,Brick building,Unfurnished,1,Yes,No,No,No,No,Yes,No,G,33,832,168,877,517,"1,461",395,"1,201","1,083",262,01. 05. 2022,,,,,,,,,,
715324,"CZK 15,000",50.10471,14.48725,"Drahobejlova, Prague - Libeň",Small studio,New build,37 m²,"CZK 3,000","CZK 15,000",,Personal,Brick building,Furnished,5,Yes,No,Yes,No,No,Yes,Yes,G,210,150,189,176,93,336,406,635,250,105,01. 05. 2022,,,,,,,,,,
713484,"CZK 70,875",50.0822886,14.4155231,"Karoliny Světlé, Prague - Staré Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 23,625",,,,,Furnished,3,No,No,No,No,No,Yes,No,,462,817,70,468,89,510,489,683,411,400,01. 06. 2022,,,,,,,,,,
715316,"CZK 20,000",50.0471,14.30405,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 4,000","CZK 40,000",,Personal,Brick building,Furnished,5,Yes,No,No,No,Yes,Yes,No,G,176,168,143,114,939,958,584,745,127,,20. 04. 2022,,,,,,,,,,
324902,"CZK 16,000",50.0382085,14.4821882,"Kloboukova, Prague - Chodov",2 bedroom with open-plan kitchen,,68 m²,"CZK 3,168","CZK 32,000",,Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,No,No,No,No,,508,"1,316",388,"1,150",409,"1,202",928,"1,233",373,131,15. 04. 2022,,,,,,,,,,
715028,"CZK 11,000",50.1069435,14.4464819,"Osadní, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,31 m²,"CZK 2,000","CZK 11,000",,Personal,Brick building,Unfurnished,5,No,No,No,No,No,Yes,No,G,130,405,238,418,163,273,315,758,329,243,20. 04. 2022,,Standard materials and solutions,,,,,,,,
713522,"CZK 56,250",50.0766855,14.4294035,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 18,750",,,,,Furnished,4,No,No,No,No,No,No,No,,212,525,185,151,68,162,317,392,109,262,24. 04. 2022,,,,,,,,,,
713524,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,,Furnished,3,No,No,No,No,No,No,No,,177,647,182,40,38,122,28,102,350,194,29. 05. 2022,,,,,,,,,,
713497,"CZK 38,625",50.0895308,14.4237131,"Masná, Prague - Staré Město",1 bedroom,,38 m²,"CZK 12,875",,,,,Furnished,4,No,No,No,No,No,Yes,No,,69,269,125,89,15,106,70,52,156,144,17. 05. 2022,,,,,,,,,,
713490,"CZK 39,600",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,,46 m²,"CZK 13,200",,,,,Furnished,2,No,No,No,No,No,No,No,,249,259,109,237,65,537,295,274,806,231,16. 05. 2022,,,,,,,,,,
282676,"CZK 15,000",50.0686763,14.3091212,"Žufanova, Prague - Řepy",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,000","CZK 25,000",,Personal,Prefab concrete building,Furnished,4,No,No,No,No,No,Yes,No,B,227,598,447,816,474,336,342,438,"1,207",51,10. 05. 2022,,,Central heating,,,,,,,
573326,"CZK 14,000",50.0641277,14.2874444,"Hevlínská, Prague - Zličín",Studio,Excellent,48 m²,"CZK 3,500","CZK 28,000",,Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,,232,176,"1,056",792,818,"1,086",493,,,,01. 07. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,,,,,,
456849,"CZK 17,000",50.03156,14.60085,"Nové náměstí, Prague - Uhříněves",1 bedroom with open-plan kitchen,,64 m²,"CZK 1,500","CZK 34,000",,Personal,Brick building,Partially furnished,1,No,Yes,Yes,No,No,No,No,D,162,214,323,149,183,163,492,629,548,301,01. 05. 2022,10 to 30 years years,Standard materials and solutions,Gas boiler,Raised ground floor,,,90 m²,,,
510434,"CZK 8,700",50.0781421,14.3026439,"Pod Karlovarskou silnicí, Prague - Ruzyně",Small studio,,22 m²,"CZK 2,700","CZK 11,400",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,F,262,963,691,842,,,,,,,,,Standard materials and solutions,Central heating,Middle floor,,,,,,
610174,"CZK 12,000",50.049054,14.345899,"V Hůrkách, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,33 m²,"CZK 2,700","CZK 15,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,,355,487,115,288,179,351,99,317,"1,176",18,01. 05. 2022,,,,Middle floor,,Overall,,,,
715307,"CZK 24,500",50.08709,14.46381,"V Kapslovně, Prague - Žižkov",3 bedroom,Excellent,98 m²,"CZK 3,000","CZK 25,000",,Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,Yes,Yes,C,238,742,121,386,39,564,646,641,563,455,21. 04. 2022,,,,,,,,,,
715306,"CZK 20,000",50.06326,14.28874,"Křivatcová, Prague - Zličín",2 bedroom with open-plan kitchen,New build,70 m²,"CZK 5,000","CZK 25,000",,Personal,Brick building,Partially furnished,1,Yes,No,No,Yes,Yes,Yes,No,A,185,129,"1,122","1,370",544,"1,481",680,838,446,,21. 04. 2022,,,,,,,,,,
711233,"CZK 14,990",50.1085429,14.5254683,"Granitova, Prague - Hloubětín",Studio,New build,44 m²,"CZK 2,990",,,Personal,Low-energy building,Partially furnished,5,No,Yes,Yes,No,Yes,Yes,No,A,280,"1,320",719,"1,302","1,077","1,144","1,212","1,015","1,196",524,21. 03. 2022,1 to 10 years years,Premium materials and solutions,District heating,,Yes,,,,,
713528,"CZK 41,250",50.0912734,14.4238585,"Haštalské náměstí, Prague - Staré Město",2 bedroom,,50 m²,"CZK 13,750",,,,,Furnished,-1,No,Yes,No,No,No,No,No,,55,370,51,238,66,242,352,396,158,122,26. 05. 2022,,,,,,,,,,
713483,"CZK 53,550",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,850",,,,,Furnished,4,Yes,No,No,No,No,Yes,Yes,,144,325,176,152,60,230,49,259,388,439,24. 04. 2022,,,,,,,,,,
554738,"CZK 17,000",50.0694,14.4840287,Prague - Strašnice,1 bedroom with open-plan kitchen,New build,42 m²,"CZK 4,500","CZK 34,000",,Personal,Brick building,Partially furnished,5,Yes,No,Yes,No,No,No,No,,341,748,429,494,264,420,647,692,482,532,16. 05. 2022,,,District heating,,Yes,,,,,
