Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Age,Design,Heating,Total number of floors,New building,Front garden,Renovation,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
593217,"CZK 15,000",50.066406,14.399425,"Bieblova, Prague - Smíchov",1 bedroom,55 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,No,No,09. 05. 2022,Excellent,"CZK 15,600",Other,Brick building,E,45,276,6,647,218,360,80,274,536,212,,,,,,,,,,,,
716525,"CZK 19,000",50.03507,14.51957,"Hněvkovského, Prague - Chodov",3 bedroom,79 m²,"CZK 3,700",Unfurnished,7,Yes,No,No,Yes,No,Yes,No,02. 05. 2022,Excellent,"CZK 38,000",Personal,Prefab concrete building,G,179,525,338,978,452,474,240,513,282,226,,,,,,,,,,,,
716524,"CZK 16,000",50.0606,14.43336,"Lounských, Prague - Nusle",2 bedroom,55 m²,"CZK 3,500",Furnished,1,No,No,No,No,No,Yes,No,01. 05. 2022,Excellent,"CZK 20,000",Personal,Brick building,G,355,974,147,528,124,477,346,656,600,524,,,,,,,,,,,,
716523,"CZK 11,000",50.12617,14.42044,"Hnězdenská, Prague - Troja",Studio,37 m²,"CZK 2,500",Partially furnished,11,No,No,No,No,No,Yes,No,02. 05. 2022,Excellent,"CZK 11,000",Personal,Prefab concrete building,G,206,279,292,349,143,293,800,990,"1,268",421,,,,,,,,,,,,
532365,"CZK 25,000",50.0675081,14.4599435,"Moskevská, Prague - Vršovice",2 bedroom with open-plan kitchen,114 m²,"CZK 2,000",Partially furnished,5,Yes,No,No,No,No,Yes,No,15. 06. 2022,,"CZK 30,000",Personal,Brick building,,83,521,82,275,23,383,474,356,306,272,,Standard materials and solutions,Gas boiler,Top floor,,,Interior,,,,,
193123,"CZK 21,500",50.0755341,14.4547563,"Korunní, Prague - Vinohrady",3 bedroom,106 m²,"CZK 7,450",Partially furnished,2,Yes,Yes,No,No,No,No,No,01. 07. 2022,,"CZK 28,950",Personal,Brick building,E,59,390,87,246,74,222,85,526,686,199,over 50 years years,Standard materials and solutions,Other,Middle floor,,,,,,,,
715976,"CZK 10,500",49.99684,14.3205,"Na Cikánce, Prague - Radotín",Studio,35 m²,"CZK 2,500",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,Excellent,"CZK 30,000",Personal,Brick building,G,127,,,,,,,,,,,,,,,,,,,,,
713747,"CZK 18,500",50.07719,14.47697,"Hollarovo náměstí, Prague - Vinohrady",1 bedroom with open-plan kitchen,47 m²,"CZK 3,000",Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 05. 2022,Excellent,"CZK 37,000",Personal,Brick building,G,146,902,104,492,168,134,761,817,290,130,,,,,,,,,,,,
566413,"CZK 11,000",50.0599398,14.4285851,"Na Pankráci, Prague - Nusle",Studio,30 m²,CZK 880,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2020,,"CZK 11,000",Personal,Brick building,,157,726,41,354,95,245,526,9,172,365,,,,,,,,,,,,
466224,"CZK 13,000",50.0855445,14.3729816,"Mládeže, Prague - Břevnov",1 bedroom with open-plan kitchen,42 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,No,No,No,No,30. 04. 2022,,"CZK 16,000",Personal,Brick building,,229,745,314,504,225,206,234,245,512,394,,,,,,,,,,,,
716510,"CZK 29,000",50.10982,14.38248,"Neherovská, Prague - Dejvice",1 bedroom with open-plan kitchen,61 m²,,Furnished,1,No,No,No,No,Yes,No,No,01. 06. 2022,Excellent,"CZK 29,000",Personal,Brick building,G,323,432,"1,305",445,739,394,452,838,701,,,,,,,,,,,,,
708786,"CZK 17,990",50.07866083333,14.42345777777,"Navrátilova, Prague - Nové Město",1 bedroom with open-plan kitchen,54 m²,"CZK 3,949",Furnished,3,No,No,No,No,No,Yes,No,,Excellent,"CZK 21,939",Personal,Brick building,D,161,630,144,170,10,330,214,535,575,472,,,,,,,,"CZK 21,939

                                
                                
                
i",,,,
715924,"CZK 14,000",50.00671,14.433,"Mladenovova, Prague - Modřany",3 bedroom,73 m²,"CZK 7,500",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,02. 05. 2022,Excellent,"CZK 20,000",Personal,Prefab concrete building,G,163,"1,244",583,"1,233",133,"1,229",687,144,495,129,,,,,,,,,,,,
716489,"CZK 18,000",50.09357,14.46052,"Na Střelnici, Prague - Karlín",1 bedroom with open-plan kitchen,71 m²,CZK 600,Partially furnished,5,No,No,Yes,No,No,No,No,04. 05. 2022,Excellent,"CZK 36,000",Personal,Brick building,G,415,"1,073",165,683,310,546,133,"1,032",596,111,,,,,,,,,,,,
716486,"CZK 14,000",50.11522,14.47129,"Vosmíkových, Prague - Libeň",1 bedroom,38 m²,CZK 500,Furnished,3,No,No,No,No,Yes,No,No,15. 06. 2022,Excellent,"CZK 30,000",Personal,Brick building,A,97,"1,138",146,"1,252",41,431,312,"1,297",898,356,,,Gas boiler,,,,,,,,,
713112,"CZK 35,000",50.02094,14.41331,"U Zátiší, Prague - Hodkovičky",2 bedroom with open-plan kitchen,110 m²,"CZK 6,000",Furnished,6,No,Yes,No,No,No,Yes,Yes,18. 04. 2022,Excellent,"CZK 60,000",Personal,Brick building,A,253,"1,412","1,277","1,370",489,"1,491",183,,,,,,,,,,,,,,,
690939,"CZK 14,500",50.090668,14.3081756,"Žukovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,41 m²,"CZK 4,500",Partially furnished,8,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,Excellent,,Personal,Prefab concrete building,C,177,173,80,67,185,123,375,"1,335","1,464",119,,Standard materials and solutions,District heating,,,,Overall,,,,,
626683,"CZK 24,000",50.07756,14.406627,"Malátova, Prague - Smíchov",2 bedroom,103 m²,"CZK 2,000",Partially furnished,5,Yes,No,Yes,Yes,No,Yes,No,01. 07. 2022,Excellent,"CZK 24,000",Personal,Brick building,D,212,303,252,293,106,346,262,914,734,418,,,Gas boiler,Attic,,,,,,,,
596203,"CZK 12,700",50.0144,14.58426,"Chorošová, Prague - Pitkovice",Studio,37 m²,"CZK 2,900",Partially furnished,1,Yes,Yes,Yes,No,No,Yes,No,01. 06. 2022,New build,"CZK 15,000",Personal,Low-energy building,B,412,,,,,,,,,,1 to 10 years years,Premium materials and solutions,Central heating,Ground floor,Yes,41 m²,,,,,,
665746,"CZK 26,000",50.10527,14.44355,"Argentinská, Prague - Holešovice",1 bedroom with open-plan kitchen,60 m²,"CZK 3,000",Furnished,7,No,Yes,Yes,No,Yes,Yes,No,01. 05. 2022,New build,,Personal,Brick building,A,185,451,296,464,326,319,626,804,173,345,,,,,Yes,,,,,,,
698766,"CZK 16,500",50.07717,14.41919,"Karlovo náměstí, Prague - Nové Město",1 bedroom,43 m²,"CZK 1,500",Furnished,,No,No,No,No,No,No,No,25. 04. 2022,Excellent,"CZK 33,000",Personal,Brick building,C,51,235,42,74,4,202,262,428,550,377,,,,Ground floor,,,,,,,,
678488,"CZK 13,000",50.09024,14.34522,"Na Okraji, Prague - Veleslavín",2 bedroom,53 m²,"CZK 4,000",Furnished,2,No,No,Yes,No,No,No,No,01. 09. 2021,Good,"CZK 13,000",Personal,Brick building,G,78,384,92,176,181,245,117,210,706,60,,,,,,,,,,,,
584586,"CZK 33,000",50.105532,14.392401,"Nikoly Tesly, Prague - Dejvice",2 bedroom,92 m²,"CZK 2,000",Furnished,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,Excellent,"CZK 40,000",Personal,Brick building,G,239,994,265,389,186,190,442,489,776,345,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,,Overall,,,,,
710940,"CZK 34,000",50.0959448,14.453085513058,"Rohanské nábřeží, Prague - Karlín",2 bedroom with open-plan kitchen,80 m²,"CZK 5,750",Furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,New build,"CZK 20,000",Personal,Prefab concrete building,G,327,632,307,307,206,444,677,553,540,,1 to 10 years years,,District heating,,,,,,,,,
715358,"CZK 15,000",50.00861,14.42885,"Rilská, Prague - Modřany",2 bedroom with open-plan kitchen,68 m²,"CZK 7,000",Furnished,10,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,Excellent,"CZK 30,000",Personal,Prefab concrete building,C,299,934,97,923,125,"1,013",314,360,338,165,10 to 30 years years,,District heating,,,,,,,,,
649871,"CZK 9,000",50.091464,14.473323,"Koněvova, Prague - Žižkov",Small studio,28 m²,CZK 700,Partially furnished,2,No,No,No,No,No,No,No,01. 06. 2022,Excellent,"CZK 18,000",Personal,Brick building,G,120,"1,178",93,151,131,99,217,440,250,313,,Standard materials and solutions,Other,Middle floor,,,Overall,,,,,
712727,"CZK 19,000",50.05563,14.42088,"Podolská, Prague - Podolí",1 bedroom with open-plan kitchen,50 m²,"CZK 4,000",Partially furnished,,No,No,Yes,No,No,No,No,04. 04. 2022,Excellent,"CZK 40,000",Personal,Brick building,G,238,486,271,285,309,483,254,835,279,151,,Premium materials and solutions,Gas boiler,Ground floor,,,Overall,,,,,
716395,"CZK 17,000",50.12684,14.44754,"Třeboradická, Prague - Kobylisy",2 bedroom,65 m²,"CZK 3,000",Partially furnished,3,Yes,No,No,No,No,No,No,02. 05. 2022,Excellent,"CZK 30,000",Personal,Brick building,G,354,"1,455",318,643,326,323,582,146,983,193,,,,,,,,,,,,
621246,"CZK 16,000",50.117855,14.475694,"Na Sypkém, Prague - Libeň",1 bedroom with open-plan kitchen,43 m²,"CZK 2,500",Furnished,3,No,No,No,No,No,No,No,01. 06. 2022,Excellent,"CZK 20,000",,Brick building,C,174,"1,483",516,506,775,847,"1,055","1,259",572,,1 to 10 years years,Premium materials and solutions,Electric boiler,,,200 m²,Overall,,,,,
716429,"CZK 31,000",50.07781,14.40239,"Drtinova, Prague - Smíchov",3 bedroom with open-plan kitchen,89 m²,"CZK 3,000",Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 06. 2022,Excellent,"CZK 50,000",Personal,Brick building,G,221,424,229,353,40,326,578,851,671,282,,,Central heating,Middle floor,,,Overall,,,,,
716428,"CZK 16,990",50.10263833333,14.56778277777,"Doležalova, Prague - Černý Most",3 bedroom,76 m²,"CZK 3,560",Unfurnished,4,Yes,No,Yes,No,No,Yes,No,,Good,"CZK 20,550",Personal,Prefab concrete building,G,220,943,175,"1,241",739,751,382,276,"1,275",347,,,,,,,,"CZK 20,550

                                
                                
                
i",,,,
695231,"CZK 7,000",50.06129,14.59472,"Netlucká, Prague - Dubeč",Small studio,25 m²,,Furnished,2,No,No,No,No,Yes,No,No,27. 05. 2022,Excellent,"CZK 7,000",Personal,Brick building,A,174,953,256,818,584,919,"1,025",,,,1 to 10 years years,Premium materials and solutions,Central heating,Attic,,,Overall,,,,,
326100,"CZK 9,000",50.0777008,14.4576999,"Vinohradská, Prague - Žižkov",Small studio,30 m²,"CZK 1,500",Partially furnished,4,No,No,No,No,No,No,No,09. 05. 2022,,"CZK 10,500",Personal,Brick building,G,43,433,75,83,83,243,516,593,808,295,,,District heating,Top floor,,,,,,,,
603358,"CZK 16,000",50.108989,14.497986,"Na Břehu, Prague - Vysočany",1 bedroom with open-plan kitchen,54 m²,"CZK 3,500",Furnished,4,Yes,No,Yes,No,No,No,No,01. 06. 2022,Excellent,"CZK 32,000",Personal,Brick building,G,238,370,128,234,86,223,696,655,269,320,,,Other,Top floor,,,Overall,,,,,
715713,"CZK 12,000",50.06851,14.43809,"Perucká, Prague - Vinohrady",Studio,25 m²,"CZK 3,000",Partially furnished,3,No,Yes,No,No,No,No,No,30. 04. 2022,New build,"CZK 24,000",Personal,Brick building,G,543,662,441,769,469,743,529,451,635,750,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,Overall,,,,,
714373,"CZK 16,800",50.04842,14.42603,"Pod Pekařkou, Prague - Podolí",1 bedroom with open-plan kitchen,50 m²,"CZK 4,200",Furnished,4,No,No,Yes,No,No,Yes,No,15. 06. 2022,Excellent,"CZK 20,000",Personal,Brick building,C,397,"1,349",499,801,268,940,567,671,"1,211",650,,,,,,,,,,,,
716403,"CZK 28,000",50.09174,14.44246,"Prvního pluku, Prague - Karlín",1 bedroom with open-plan kitchen,55 m²,"CZK 5,000",Furnished,4,No,No,No,No,No,No,No,23. 05. 2022,Excellent,,Personal,Other,G,208,408,151,207,58,181,363,930,293,284,,,,,,,,,,,,
688853,"CZK 7,500",50.07186,14.46305,"Bulharská, Prague - Vršovice",Other,31 m²,"CZK 1,500",Unfurnished,,No,No,No,No,No,No,No,01. 07. 2022,Excellent,"CZK 18,000",Personal,Brick building,G,201,860,203,689,182,687,525,419,641,161,,,,,,,,,,,,
451027,"CZK 19,000",50.0713103,14.4822158,"V Olšinách, Prague - Vršovice",1 bedroom with open-plan kitchen,51 m²,"CZK 4,000",Furnished,2,Yes,No,Yes,No,No,Yes,No,31. 05. 2022,Excellent,"CZK 25,000",Personal,Brick building,,212,485,124,284,224,328,549,388,666,270,,Premium materials and solutions,District heating,Middle floor,,,Overall,,,,,
711808,"CZK 19,500",50.1079,14.54644,"Lehovecká, Prague - Hloubětín",1 bedroom with open-plan kitchen,49 m²,"CZK 4,235",Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,01. 08. 2022,New build,"CZK 19,500",Personal,Brick building,B,48,825,83,843,397,816,556,419,"1,060",533,,,,,,,,,,,,
716384,"CZK 32,000",50.08123,14.42982,"Opletalova, Prague - Nové Město",2 bedroom with open-plan kitchen,77 m²,"CZK 3,000",Partially furnished,7,Yes,No,No,Yes,Yes,Yes,No,02. 05. 2022,Excellent,"CZK 50,000",Personal,Brick building,G,333,299,46,200,55,39,271,954,190,583,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,Interior,,,,,
369890,"CZK 15,000",50.107010860053,14.388327912828,"Zelená, Prague - Dejvice",1 bedroom with open-plan kitchen,42 m²,"CZK 3,500",Unfurnished,3,No,No,No,No,No,No,No,,Good,"CZK 20,000",Personal,Brick building,,30,"1,308",15,715,145,169,358,259,631,360,,Premium materials and solutions,,,,,,,,,,
716375,"CZK 25,000",50.0931827,14.5014335,"Učňovská, Prague - Hrdlořezy",2 bedroom with open-plan kitchen,80 m²,"CZK 4,000",Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 05. 2022,New build,"CZK 25,000",Personal,Brick building,A,257,752,373,"1,102",378,420,608,531,"1,185",363,,,,,,,,,,,,
716376,"CZK 9,000",50.0213,14.45822,"Jánošíkova, Prague - Krč",Small studio,27 m²,"CZK 3,500",Partially furnished,3,No,No,No,Yes,No,Yes,No,01. 05. 2022,Excellent,"CZK 15,000",Personal,Prefab concrete building,G,328,768,645,561,460,509,"1,368",908,667,,,,Central heating,,,,Overall,,,,,
474374,"CZK 18,500",50.0895199,14.4891951,"Pod Jarovem, Prague - Žižkov",2 bedroom with open-plan kitchen,72 m²,"CZK 3,000",Partially furnished,3,Yes,No,No,Yes,No,Yes,No,01. 06. 2022,,"CZK 30,000",Cooperative,Prefab concrete building,,90,422,488,675,266,427,421,594,271,351,,,,,,,,,,,,
716372,"CZK 19,000",50.09435,14.49609,"Spojovací, Prague - Žižkov",2 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Partially furnished,4,No,No,Yes,No,No,No,No,01. 07. 2022,Excellent,"CZK 25,000",Personal,Brick building,G,128,509,379,828,52,443,416,527,579,176,,,,,,,,,,,,
557589,"CZK 17,500",50.1187312,14.4967253,"Libočanská, Prague - Prosek",1 bedroom with open-plan kitchen,72 m²,"CZK 5,825",Furnished,2,No,No,No,No,Yes,Yes,No,01. 07. 2022,Excellent,"CZK 25,000",Personal,Low-energy building,C,181,822,381,323,217,361,470,396,"1,094",370,10 to 30 years years,,District heating,Middle floor,,,,,,,,
716293,"CZK 12,500",50.066,14.29848,"Na Chobotě, Prague - Řepy",1 bedroom with open-plan kitchen,43 m²,"CZK 4,500",Partially furnished,5,No,No,No,No,Yes,Yes,No,29. 04. 2022,Excellent,"CZK 20,000",Cooperative,Prefab concrete building,F,103,"1,037",255,999,46,799,784,482,"1,378",88,,,,,,,,,,,,
715140,"CZK 20,000",50.08509,14.34136,"Plojharova, Prague - Břevnov",2 bedroom with open-plan kitchen,63 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,No,No,16. 05. 2022,Excellent,"CZK 40,000",Personal,Brick building,G,262,821,468,622,305,617,156,305,811,399,over 50 years years,Standard materials and solutions,District heating,Middle floor,,,Interior,,,,,
716194,"CZK 18,900",50.07532,14.35971,"Jeřabinová, Prague - Smíchov",1 bedroom with open-plan kitchen,49 m²,"CZK 5,400",Partially furnished,,No,Yes,No,No,No,Yes,No,01. 05. 2022,Excellent,"CZK 25,000",Personal,Brick building,B,429,"1,202",675,920,548,519,467,,,,10 to 30 years years,Standard materials and solutions,District heating,Ground floor,,102 m²,Interior,,,,,
716327,"CZK 20,000",50.05552,14.35149,"Vidoulská, Prague - Jinonice",1 bedroom with open-plan kitchen,65 m²,"CZK 3,800",Partially furnished,1,No,Yes,No,No,No,No,No,01. 05. 2022,Excellent,"CZK 20,000",Personal,Brick building,G,585,"1,034",225,807,451,600,210,796,"1,496",306,,,,,,,,,,,,
577064,"CZK 16,900",50.1027788,14.3748352,"U Hadovky, Prague - Dejvice",2 bedroom,63 m²,"CZK 3,050",Partially furnished,1,No,No,Yes,No,No,No,No,29. 04. 2022,Excellent,"CZK 17,000",Cooperative,Brick building,D,261,"1,397",338,"1,034",337,306,502,635,535,425,over 50 years years,Standard materials and solutions,Gas boiler,Raised ground floor,,,Interior,,,,,
514160,"CZK 15,500",50.1168106,14.498901,Prague - Prosek,1 bedroom with open-plan kitchen,48 m²,"CZK 3,500",Furnished,3,No,No,No,No,No,Yes,No,01. 07. 2022,,"CZK 19,000",Cooperative,Prefab concrete building,,152,918,83,269,225,402,523,481,811,65,,,District heating,Middle floor,,,Interior,,,,,
716319,"CZK 15,500",50.10763,14.39085,"Šlejnická, Prague - Dejvice",2 bedroom,55 m²,"CZK 3,000",Furnished,5,No,No,Yes,No,No,Yes,No,01. 05. 2022,Good,"CZK 18,500",Personal,Brick building,G,235,"1,371",4,778,373,178,618,161,676,639,,,,,,,,,,,,
716316,"CZK 7,900",50.07769,14.49927,"Tuklatská, Prague - Strašnice",Studio,28 m²,"CZK 3,500",Unfurnished,8,No,No,No,No,No,Yes,No,01. 05. 2022,Good,"CZK 11,400",Cooperative,Prefab concrete building,G,149,618,52,485,222,438,440,477,"1,286",255,,,,,,,,,,,,
716189,"CZK 50,000",50.09034,14.42111,"U Staré školy, Prague - Josefov",2 bedroom,105 m²,,Furnished,3,Yes,No,No,No,No,No,No,01. 05. 2022,Excellent,,Personal,Brick building,C,421,119,199,24,216,108,327,317,368,,,,,,,,,,,,,40
716311,"CZK 13,000",50.1034592,14.435691,"U Smaltovny, Prague - Holešovice",1 bedroom with open-plan kitchen,55 m²,"CZK 2,485",Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,Excellent,"CZK 26,000",Personal,Brick building,D,292,936,172,448,127,276,562,344,843,,,,,,,,,,,,,
694998,"CZK 23,000",50.101655482973,14.452764628089,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,47 m²,"CZK 4,000",Furnished,4,No,No,No,No,No,Yes,No,29. 04. 2022,New build,"CZK 23,000",Personal,Brick building,B,186,544,93,266,23,203,405,367,111,248,,,,,,,,,,,,
656895,"CZK 12,000",50.1060796,14.4540639,Prague - Holešovice,Studio,31 m²,"CZK 4,000",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 06. 2022,Excellent,"CZK 22,000",Personal,Brick building,G,205,629,135,441,133,395,474,894,294,243,,,,,,,,,,,,
678758,"CZK 10,500",50.12694,14.41888,"Hnězdenská, Prague - Troja",Studio,36 m²,"CZK 2,400",Furnished,13,No,No,No,No,No,Yes,No,09. 05. 2022,Excellent,"CZK 12,000",Personal,Low-energy building,C,355,262,265,205,155,306,637,827,"1,325",333,10 to 30 years years,,District heating,,,,,,,,,
716301,"CZK 12,990",50.10329055555,14.51906805555,"Poděbradská, Prague - Vysočany",Studio,18 m²,"CZK 2,399",Furnished,3,No,No,Yes,No,No,Yes,No,,New build,"CZK 15,389",Personal,Brick building,C,63,"1,436",206,"1,417",765,216,"1,046","1,462","1,011",524,,,,,Yes,,,"CZK 15,389

                                
                                
                
i",,,,
716298,"CZK 14,490",50.10329055555,14.51906805555,"Poděbradská, Prague - Vysočany",Studio,30 m²,"CZK 2,399",Furnished,3,No,No,Yes,No,No,No,No,,New build,"CZK 16,889",Personal,Brick building,C,63,"1,436",206,"1,417",765,216,"1,046","1,462","1,011",524,,,,,Yes,,,"CZK 16,889

                                
                                
                
i",,,,
576044,"CZK 12,000",50.1251884,14.469121,"U Slovanky, Prague - Libeň",Studio,30 m²,"CZK 3,000",Furnished,4,No,No,Yes,No,Yes,Yes,Yes,28. 08. 2020,New build,"CZK 25,000",Personal,Brick building,B,222,574,308,376,177,386,513,672,740,181,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,Yes,,,,,,,
556222,"CZK 26,000",50.1011508,14.4284798,"Veletržní, Prague - Holešovice",2 bedroom with open-plan kitchen,78 m²,"CZK 6,800",Furnished,4,No,No,No,No,No,Yes,No,01. 08. 2022,,"CZK 30,000",Personal,Brick building,,175,265,141,239,116,220,226,195,584,,,Standard materials and solutions,Gas boiler,Middle floor,,,Interior,,,,,
540339,"CZK 13,000",50.0743287,14.3177437,"Čistovická, Prague - Řepy",1 bedroom with open-plan kitchen,44 m²,"CZK 1,000",Unfurnished,1,No,No,No,No,No,No,No,15. 04. 2022,,"CZK 26,000",Personal,Brick building,G,95,407,245,"1,357","1,182",257,370,276,,,,,,,,,,,,,,
475975,"CZK 10,000",50.008473,14.4211704,"Pejevové, Prague - Modřany",Studio,27 m²,"CZK 2,500",Furnished,5,No,No,No,No,No,No,No,,,"CZK 7,000",Personal,Prefab concrete building,C,448,594,445,455,523,480,241,"1,020",942,638,,,,,,,,,,,,
713312,"CZK 16,000",50.1317955,14.5448996,Prague - Kbely,1 bedroom with open-plan kitchen,65 m²,"CZK 3,700",Partially furnished,2,Yes,Yes,No,No,No,No,No,01. 05. 2022,Excellent,"CZK 16,000",Personal,Brick building,B,383,732,636,571,596,430,430,252,495,,,,,,,15 m²,,,,,,
584474,"CZK 20,000",50.093256,14.448366,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Partially furnished,5,No,No,No,No,No,Yes,No,01. 04. 2022,Excellent,"CZK 20,000",Cooperative,Brick building,G,162,40,176,224,43,326,383,"1,357",482,87,,,,,,,,,,,,
716267,"CZK 14,990",50.07288527777,14.50361138888,"Oravská, Prague - Strašnice",2 bedroom,51 m²,"CZK 2,604",Partially furnished,2,No,No,No,No,No,No,No,,Excellent,"CZK 17,594",Cooperative,Prefab concrete building,C,93,"1,198",73,988,574,856,402,666,919,272,,,,,,,,"CZK 17,594

                                
                                
                
i",,,,
716266,"CZK 14,990",50.13787638888,14.50579833333,"Tupolevova, Prague - Letňany",2 bedroom,52 m²,"CZK 3,654",Partially furnished,5,No,No,No,No,No,Yes,No,,Excellent,"CZK 18,644",Personal,Prefab concrete building,C,169,909,153,468,389,309,112,709,434,213,,,,,,,,"CZK 18,644

                                
                                
                
i",,,,
712778,"CZK 28,000",50.07667,14.35035,"Nad Motolskou nemocnicí, Prague - Břevnov",2 bedroom with open-plan kitchen,120 m²,"CZK 5,000",Partially furnished,3,No,Yes,Yes,No,Yes,No,Yes,04. 04. 2022,New build,"CZK 28,000",Personal,Brick building,G,325,968,"1,401",611,829,"1,088","1,138","1,303",542,,,,,,,,,,,,,
536913,"CZK 16,000",50.0848545,14.483906,Prague - Strašnice,Studio,52 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,Yes,Yes,Yes,ihned,,"CZK 20,000",Personal,Brick building,,167,"1,302",579,"1,188",705,920,"1,055",176,690,361,1 to 10 years years,Premium materials and solutions,,Middle floor,Yes,,,,,,,
716233,"CZK 13,500",50.13091,14.41029,"Zelenohorská, Prague - Bohnice",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Partially furnished,11,No,No,No,No,No,No,No,28. 04. 2022,Excellent,"CZK 17,000",Personal,Prefab concrete building,B,79,905,114,835,112,902,630,449,303,,,,District heating,,,,Overall,,,,,
716218,"CZK 18,000",50.12632,14.49577,"Varnsdorfská, Prague - Střížkov",2 bedroom,45 m²,"CZK 3,000",Furnished,2,No,No,No,Yes,No,No,No,28. 04. 2022,Excellent,"CZK 21,000",Cooperative,Prefab concrete building,C,267,544,169,456,249,270,242,364,999,238,,,,,,,,,,,,
113106,"CZK 16,800",50.0538919,14.4972997,"U Zahradního Města, Prague - Záběhlice",3 bedroom,67 m²,"CZK 4,500",Partially furnished,3,Yes,No,No,No,No,Yes,No,21. 02. 2022,Excellent,"CZK 33,600",Personal,Brick building,,302,839,466,"1,326",305,474,512,354,751,609,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,,,,,,,,
471664,"CZK 30,000",50.0705672,14.4310026,"Legerova, Prague - Vinohrady",4 bedroom,126 m²,"CZK 12,000",Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,Good,"CZK 50,000",Cooperative,Brick building,E,190,550,227,457,24,316,119,480,501,471,over 50 years years,Premium materials and solutions,Gas boiler,Middle floor,,,Interior,,,,,
716211,"CZK 14,900",50.09903,14.34437,"Na Lužci, Prague - Vokovice",1 bedroom with open-plan kitchen,34 m²,"CZK 2,600",Partially furnished,1,No,No,No,No,No,No,No,16. 05. 2022,Excellent,"CZK 30,000",Personal,Brick building,B,219,"1,461",363,920,56,568,263,488,348,34,,,,,,,,,,,,
338671,"CZK 15,000",50.0541721,14.3670096,"U Kříže, Prague - Jinonice",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",Partially furnished,,No,No,No,No,No,No,No,15. 05. 2022,Excellent,"CZK 15,000",Personal,Brick building,,224,233,454,316,525,229,835,806,201,,10 to 30 years years,Standard materials and solutions,District heating,Ground floor,,,,,,,,
619958,"CZK 25,000",50.036541,14.383217,"Pražského, Prague - Hlubočepy",4 bedroom,90 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,Excellent,"CZK 25,000",Personal,Other,G,123,683,567,597,584,628,588,578,540,293,10 to 30 years years,,District heating,Middle floor,,,Interior,,,,,
633593,"CZK 34,000",50.041848,14.487247,"Jihovýchodní Ix, Prague - Záběhlice",2 bedroom with open-plan kitchen,83 m²,"CZK 6,000",Partially furnished,,No,Yes,Yes,No,Yes,No,No,01. 01. 2022,New build,"CZK 50,000",Personal,Brick building,B,188,806,833,819,685,637,730,"1,285",528,,,Premium materials and solutions,Central heating,Ground floor,,400 m²,Overall,,,,,
639060,"CZK 24,500",50.08376,14.455893,"Lupáčova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 2,500",Furnished,8,No,No,No,No,No,Yes,No,01. 06. 2022,New build,"CZK 49,000",Personal,Brick building,A,207,451,138,317,99,309,112,228,402,163,,,,,,,,,,,,
708271,"CZK 11,000",50.08458,14.47054,"Jana Želivského, Prague - Žižkov",Studio,29 m²,"CZK 4,000",Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,Good,"CZK 22,000",Personal,Brick building,D,76,143,67,473,86,349,656,604,456,529,,Standard materials and solutions,Gas boiler,Middle floor,,,Interior,,,,,
