Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Age,Design,Total number of floors,Renovation,Heating,Front garden,Administration fee,Developer name,Project name,Kód jednotky,New building,Investment Advisor
47085,"CZK 17,000",50.1344641,14.4676023,"Šimůnkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,68 m²,"CZK 4,000",Furnished,6,No,Yes,No,No,No,Yes,No,01. 07. 2022,334,911,391,933,378,811,317,275,364,,Excellent,"CZK 25,000",Personal,Prefab concrete building,D,1 to 10 years years,Standard materials and solutions,Top floor,,Gas boiler,,,,,,,
245104,"CZK 20,000",50.0830799,14.3695938,Prague - Břevnov,2 bedroom with open-plan kitchen,65 m²,"CZK 2,000",Furnished,4,Yes,No,Yes,No,No,No,No,01. 06. 2022,304,540,192,232,193,371,338,492,438,452,Excellent,,Personal,Prefab concrete building,,,Standard materials and solutions,Top floor,,,,,,,,,
625203,"CZK 19,990",50.106576,14.496847,"Ocelářská, Prague - Vysočany",1 bedroom with open-plan kitchen,52 m²,,Furnished,4,No,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,327,704,422,609,411,444,519,781,367,308,Excellent,"CZK 19,990",Personal,Other,B,1 to 10 years years,Premium materials and solutions,,,,,,,,,,
715074,"CZK 35,000",50.0773803,14.3766201,"Pod Stadiony, Prague - Smíchov",2 bedroom with open-plan kitchen,79 m²,"CZK 4,000",Furnished,2,Yes,No,Yes,No,No,Yes,Yes,01. 05. 2022,291,"1,211",834,"1,404",825,"1,161","1,250","1,056",627,547,Excellent,"CZK 70,000",Personal,Brick building,G,,,,,,,,,,,,
691358,"CZK 12,990",50.02901,14.36168,"Vítové, Prague - Hlubočepy",Studio,29 m²,"CZK 2,000",Furnished,5,Yes,No,No,No,No,Yes,No,21. 04. 2022,437,"1,318",559,"1,298",301,"1,336",529,769,854,542,New build,"CZK 12,990",Cooperative,Prefab concrete building,G,1 to 10 years years,,Middle floor,,,,,,,,,
611162,"CZK 16,000",50.030212,14.364044,"Kováříkova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,53 m²,"CZK 3,800",Partially furnished,2,No,Yes,No,No,No,Yes,No,01. 07. 2022,380,"1,101",366,"1,082",244,"1,143",471,586,796,326,Excellent,"CZK 16,000",Personal,Brick building,D,1 to 10 years years,,Middle floor,,District heating,,,,,,Yes,
715600,"CZK 16,000",50.08633,14.37393,"Nad Kajetánkou, Prague - Břevnov",1 bedroom with open-plan kitchen,48 m²,"CZK 4,000",Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,109,824,339,529,221,232,260,260,537,393,Excellent,"CZK 32,000",Personal,Brick building,G,,,,,,,,,,,,
470058,"CZK 35,000",50.0734019,14.4319668,"Lublaňská, Prague - Vinohrady",3 bedroom,120 m²,"CZK 6,400",Furnished,3,Yes,No,No,No,Yes,No,No,01. 05. 2022,223,451,111,161,18,88,258,371,608,675,Excellent,"CZK 41,400",Personal,Brick building,G,,,,,Gas boiler,,,,,,,
715593,"CZK 11,000",50.1112016,14.394351,"Podbabská, Prague - Bubeneč",Studio,30 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,170,"1,471",168,858,303,633,764,531,621,437,Good,"CZK 15,000",Personal,Brick building,B,,,,,,,,,,,,
599878,"CZK 19,300",50.0996,14.400202,"V. P. Čkalova, Prague - Bubeneč",1 bedroom with open-plan kitchen,51 m²,"CZK 1,500",Furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,162,387,28,74,14,283,215,591,329,187,Excellent,"CZK 30,000",Personal,Brick building,G,,Standard materials and solutions,Middle floor,Interior,Gas boiler,,,,,,,
568210,"CZK 9,000",50.0584037,14.4419472,"Pod lázní, Prague - Nusle",Studio,25 m²,"CZK 4,000",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,191,"1,073",451,779,280,802,585,560,646,274,,,Personal,Brick building,B,1 to 10 years years,Standard materials and solutions,Middle floor,,Gas boiler,,,,,,,
715576,"CZK 15,000",50.1113008,14.3943439,"Podbabská, Prague - Bubeneč",2 bedroom,50 m²,"CZK 5,300",Partially furnished,2,No,No,Yes,No,No,No,No,24. 04. 2022,159,"1,482",157,869,292,644,775,542,632,426,Excellent,"CZK 20,300",Personal,Brick building,G,,,,,,,,,,,,
715578,"CZK 16,000",50.06676,14.45526,"Sportovní, Prague - Vršovice",1 bedroom with open-plan kitchen,43 m²,"CZK 2,500",Partially furnished,4,Yes,No,Yes,No,No,No,No,01. 05. 2022,77,40,75,289,81,289,382,533,324,374,Excellent,"CZK 16,000",Personal,Brick building,C,,,,,,,,,,,,
715449,"CZK 17,000",50.04386,14.42527,"Nad Cihelnou, Prague - Podolí",Studio,40 m²,"CZK 3,500",Unfurnished,1,No,Yes,No,No,No,Yes,Yes,01. 05. 2022,72,"1,331",217,"1,367",582,"1,432",668,893,848,795,New build,"CZK 34,000",Personal,Other,A,1 to 10 years years,Standard materials and solutions,Raised ground floor,Overall,Central heating,40 m²,,,,,,
369322,"CZK 12,000",50.1101579,14.5084088,"Pod Strojírnami, Prague - Vysočany",Studio,30 m²,"CZK 1,800",Furnished,2,No,No,No,No,No,No,No,,56,661,180,477,156,597,380,438,553,559,Excellent,"CZK 12,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,,,,,,,,,,
517654,"CZK 26,000",50.0768786,14.4699932,"V Horní Stromce, Prague - Vinohrady",2 bedroom with open-plan kitchen,70 m²,"CZK 3,500",Furnished,2,No,No,No,No,No,Yes,No,25. 04. 2022,271,625,192,330,317,332,281,"1,022",381,298,Excellent,"CZK 26,000",Personal,Brick building,,,,Middle floor,,District heating,,,,,,,
569404,"CZK 17,000",50.0401912,14.5681882,"Modenská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,62 m²,"CZK 3,900",Unfurnished,1,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,216,901,469,674,542,358,459,533,"1,259",368,,"CZK 34,000",Personal,Brick building,B,1 to 10 years years,,Middle floor,,Central heating,,,,,,Yes,
619211,"CZK 17,000",50.0336592,14.4165494,"Nad Strouhou, Prague - Braník",1 bedroom with open-plan kitchen,53 m²,"CZK 2,000",Partially furnished,3,No,No,No,No,No,No,No,01. 05. 2022,207,708,283,218,254,581,443,"1,313",203,,Excellent,"CZK 17,000",Personal,Brick building,E,,,,Overall,,,,,,,,
602514,"CZK 24,900",50.081285,14.429989,"Opletalova, Prague - Nové Město",3 bedroom,90 m²,"CZK 4,900",Partially furnished,2,No,No,No,No,No,No,No,19. 06. 2022,321,287,33,198,42,52,259,967,178,570,Excellent,"CZK 29,800",Personal,Brick building,G,1 to 10 years years,Premium materials and solutions,Middle floor,Overall,Geothermal heat pump,,,,,,,
710905,"CZK 19,000",50.1316367,14.5540352,"Martinická, Prague - Kbely",1 bedroom with open-plan kitchen,46 m²,"CZK 4,000",Furnished,1,No,Yes,No,No,No,Yes,Yes,30. 04. 2022,166,764,230,176,215,908,641,780,101,,Excellent,"CZK 30,000",Personal,Brick building,C,,,Raised ground floor,,District heating,,,,,,Yes,
715545,"CZK 16,500",50.05976,14.42668,"Mikuláše z Husi, Prague - Nusle",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Furnished,4,Yes,No,Yes,No,No,No,No,01. 05. 2022,44,588,142,353,88,446,506,192,83,300,Excellent,"CZK 30,000",Personal,Brick building,F,,,,,,,,,,,,
714357,"CZK 17,000",50.04343,14.51484,"Rižská, Prague - Hostivař",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",Furnished,4,No,No,Yes,Yes,Yes,Yes,Yes,11. 07. 2022,,,,,,,,,,,Excellent,"CZK 34,000",Personal,Brick building,B,1 to 10 years years,Premium materials and solutions,Middle floor,,District heating,,,,,,Yes,
615620,"CZK 25,000",50.057222,14.492372,"Za Slatinami, Prague - Záběhlice",3 bedroom with open-plan kitchen,105 m²,"CZK 4,150",Partially furnished,1,No,No,No,No,No,No,No,30. 04. 2022,187,896,332,"1,186",379,330,411,902,160,424,New build,"CZK 50,000",Personal,Brick building,A,1 to 10 years years,Standard materials and solutions,Middle floor,Overall,Gas boiler,,,,,,Yes,
715542,"CZK 12,000",50.08492,14.37106,"Junácká, Prague - Břevnov",Studio,37 m²,"CZK 3,500",Furnished,5,No,Yes,No,No,Yes,Yes,No,25. 04. 2022,277,511,235,326,235,313,341,162,516,501,Excellent,"CZK 12,000",Personal,Brick building,G,,,,,,,,,,,,
715537,"CZK 18,000",50.13944,14.44911,"K Beranovu, Prague - Dolní Chabry",Studio,95 m²,"CZK 4,500",Partially furnished,1,No,Yes,No,No,Yes,Yes,No,01. 05. 2022,282,"1,007",164,736,583,"1,091",136,,,,New build,"CZK 36,000",Personal,Low-energy building,A,,,,,,,,,,,,
644163,"CZK 12,600",50.103357,14.512565,"Podkovářská, Prague - Vysočany",Studio,39 m²,"CZK 2,300",Furnished,2,No,No,No,Yes,No,Yes,Yes,01. 06. 2022,101,296,"1,266",916,410,648,"1,168",891,270,,Excellent,"CZK 14,900",Personal,Brick building,G,10 to 30 years years,,Middle floor,,Central heating,,,,,,,
714456,"CZK 16,500",50.10826,14.48571,"Kovanecká, Prague - Libeň",1 bedroom with open-plan kitchen,50 m²,"CZK 2,800",Partially furnished,4,Yes,No,No,No,No,Yes,No,17. 04. 2022,,,,,,,,,,,Excellent,"CZK 25,000",Personal,Brick building,C,1 to 10 years years,,,,District heating,,,,,,,
715525,"CZK 12,490",50.05364583333,14.50818555555,"Práčská, Prague - Záběhlice",2 bedroom,52 m²,"CZK 3,260",Partially furnished,4,No,No,Yes,No,No,Yes,No,,68,751,597,699,336,747,690,570,"1,168",464,Good,"CZK 15,750",Personal,Prefab concrete building,D,,,,,,,"CZK 15,750

                                
                                
                
i",,,,,
226603,"CZK 17,790",50.1010663,14.3658334,Prague - Dejvice,2 bedroom,55 m²,"CZK 3,180",Partially furnished,1,No,No,No,Yes,No,No,No,01. 06. 2022,371,778,804,414,512,679,906,703,"1,121",189,Excellent,"CZK 20,000",Personal,Brick building,,,Standard materials and solutions,Middle floor,Overall,District heating,,,,,,,
715088,"CZK 19,000",50.04660745,14.306405720331,Prague - Stodůlky,1 bedroom with open-plan kitchen,49 m²,"CZK 3,885",Partially furnished,4,Yes,No,No,No,Yes,Yes,Yes,26. 05. 2022,21,194,102,"1,275",85,710,807,412,573,208,New build,"CZK 19,000",Personal,Brick building,B,,,,,,,,,,,,
715522,"CZK 17,990",50.07701277777,14.47691861111,"Hollarovo náměstí, Prague - Vinohrady",1 bedroom with open-plan kitchen,46 m²,"CZK 2,845",Partially furnished,5,No,No,Yes,No,No,No,No,,166,882,124,472,188,154,741,797,310,110,Good,"CZK 20,835",Personal,Brick building,G,,,,,,,"CZK 20,835

                                
                                
                
i",,,,,
715519,"CZK 15,500",50.0660067,14.4024876,"Bieblova, Prague - Smíchov",2 bedroom,50 m²,"CZK 1,500",Furnished,2,No,No,No,No,No,No,No,29. 04. 2022,283,525,257,548,331,428,318,494,756,379,Excellent,"CZK 12,000",Personal,Brick building,B,,,Middle floor,Overall,Other,70 m²,,,,,,
214652,"CZK 14,000",50.0948449,14.4643843,"Molákova, Prague - Karlín",Small studio,35 m²,"CZK 2,000",Furnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,347,"1,409",373,"1,019",284,883,160,697,933,328,Excellent,"CZK 14,000",Personal,Low-energy building,B,30 to 50 years years,Standard materials and solutions,Middle floor,Overall,Central heating,,,,,,,
715514,"CZK 9,990",50.07209666666,14.46993805555,"28. pluku, Prague - Vršovice",Studio,29 m²,"CZK 2,874",Furnished,5,No,No,Yes,No,No,Yes,No,,65,536,127,372,178,141,442,314,717,100,Good,"CZK 12,864",Personal,Brick building,D,,,,,,,"CZK 12,864

                                
                                
                
i",,,,,
706562,"CZK 27,000",50.08773,14.40913,"U Lužického semináře, Prague - Malá Strana",3 bedroom with open-plan kitchen,70 m²,"CZK 6,000",Partially furnished,1,No,No,No,No,No,No,No,11. 05. 2022,,,,,,,,,,,Excellent,"CZK 33,000",Personal,Brick building,G,,,,,,,,Luka Residential s.r.o.,Luka Living Rental apartments,DČ1,Yes,
671752,"CZK 14,900",50.10608,14.4905,"Drahobejlova, Prague - Libeň",Studio,30 m²,CZK 950,Partially furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,184,143,6,326,135,425,130,356,84,98,Excellent,"CZK 30,000",Personal,Brick building,C,,,,,,,,,,,,
715009,"CZK 17,000",50.06318,14.42534,"Krokova, Prague - Nusle",2 bedroom,50 m²,"CZK 5,000",Furnished,4,No,No,No,No,No,Yes,No,02. 05. 2022,354,700,335,370,357,497,364,241,366,274,Excellent,"CZK 22,000",Personal,Brick building,G,,,,,,,,,,,,
715490,"CZK 20,000",50.05126,14.34434,"Petržílkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,54 m²,"CZK 3,500",Partially furnished,3,Yes,No,No,No,No,Yes,No,23. 04. 2022,165,345,77,309,101,208,134,246,"1,098",142,Excellent,"CZK 20,000",Personal,Low-energy building,C,,,,,,,,,,,,
715215,"CZK 12,000",50.10818115,14.5556455,"Za černým mostem, Prague - Hloubětín",Studio,32 m²,"CZK 3,000",Furnished,1,No,Yes,Yes,No,No,No,No,21. 04. 2022,127,650,224,136,604,370,"1,173","1,288",627,,New build,"CZK 10,000",Personal,Low-energy building,A,,,,,,,,,,,,
715046,"CZK 11,000",50.12411,14.48791,"Rumburská, Prague - Střížkov",Studio,29 m²,"CZK 2,000",Furnished,4,No,No,Yes,No,No,Yes,No,01. 05. 2022,315,968,325,907,472,397,437,183,267,200,Excellent,"CZK 13,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
454348,CZK 17,50.0693943,14.3832932,"Vrchlického, Prague - Košíře",1 bedroom with open-plan kitchen,46 m²,CZK 590,Furnished,2,No,No,No,No,No,Yes,No,25. 04. 2022,293,575,258,859,377,967,377,817,991,447,,,Personal,Brick building,,,,,,,,,,,,,
714462,"CZK 14,900",50.0483074,14.3124035,Prague - Stodůlky,Studio,37 m²,"CZK 3,000",Partially furnished,1,No,Yes,No,No,No,Yes,Yes,01. 05. 2022,,,,,,,,,,,Excellent,"CZK 29,800",Personal,Brick building,G,,,,,,40 m²,,,,,,
223403,"CZK 15,500",50.1331108,14.4861759,"Roudnická, Prague - Střížkov",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Furnished,4,Yes,No,Yes,No,No,No,No,01. 05. 2022,574,822,443,815,518,917,"1,422",168,,,Good,CZK 2,Personal,Prefab concrete building,C,,Premium materials and solutions,Middle floor,Overall,District heating,,,,,,,
710879,"CZK 19,000",50.08726,14.40593,"Mostecká, Prague - Malá Strana",1 bedroom with open-plan kitchen,70 m²,"CZK 7,000",Partially furnished,1,No,No,No,No,No,No,No,15. 04. 2022,136,135,21,108,13,355,165,470,644,326,Excellent,"CZK 25,000",Personal,Other,G,,,,,,,,,,,,
715441,"CZK 18,000",50.06916,14.36792,"Pod Školou, Prague - Košíře",1 bedroom with open-plan kitchen,56 m²,"CZK 2,500",Furnished,3,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,142,695,184,351,187,244,61,"1,044",415,338,Excellent,"CZK 36,000",Personal,Brick building,G,10 to 30 years years,Standard materials and solutions,Middle floor,,Central heating,,,,,,,
376757,"CZK 28,000",50.0705246,14.4147691,"Trojická, Prague - Nové Město",3 bedroom,95 m²,"CZK 3,500",Furnished,3,No,No,No,No,No,Yes,No,20. 05. 2022,242,783,35,302,54,64,420,177,473,401,,,Personal,Brick building,,,,,,,,,,,,,
526565,"CZK 14,700",50.0428927,14.5489151,Prague - Horní Měcholupy,Studio,48 m²,"CZK 3,000",Partially furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,458,678,536,983,807,902,586,673,760,344,Excellent,"CZK 30,000",Personal,Brick building,,10 to 30 years years,Standard materials and solutions,Middle floor,,District heating,,,,,,,
626750,"CZK 25,900",50.038775,14.395989,"Na Srpečku, Prague - Hlubočepy",3 bedroom,83 m²,"CZK 5,195",Partially furnished,1,No,Yes,Yes,No,Yes,No,No,01. 06. 2022,138,776,733,795,620,578,654,,,,Excellent,"CZK 25,900",Personal,Brick building,B,,,Raised ground floor,Overall,Gas boiler,,,,,,,
708594,"CZK 14,500",50.07206,14.38986,"Plzeňská, Prague - Smíchov",2 bedroom,55 m²,"CZK 1,000",Partially furnished,1,No,No,No,No,Yes,No,No,01. 03. 2022,194,"1,231",107,823,149,953,414,909,"1,140",247,Excellent,"CZK 19,000",Personal,Brick building,F,,,,,,,,,,,,
691645,"CZK 39,000",50.09069,14.42032,"Dušní, Prague - Josefov",3 bedroom with open-plan kitchen,93 m²,"CZK 1,900",Partially furnished,3,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,101,447,205,252,70,269,137,380,248,453,Excellent,"CZK 41,000",Personal,Brick building,E,,,,,,,,,,,,
715422,"CZK 18,000",50.07828,14.5085,"Limuzská, Prague - Strašnice",1 bedroom with open-plan kitchen,49 m²,"CZK 3,500",Unfurnished,3,Yes,No,Yes,No,Yes,No,No,06. 05. 2022,53,915,509,892,124,768,934,"1,058","1,195",526,New build,"CZK 45,000",Personal,Other,C,,,,,,,,,,,,
712290,"CZK 12,900",50.09887,14.3966,"Kafkova, Prague - Dejvice",Studio,34 m²,,Furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,134,30,92,131,64,76,507,422,357,257,Good,,Personal,Brick building,G,,,,,,,,,,,,
213488,"CZK 15,000",50.0686763,14.3091212,"Žufanova, Prague - Řepy",1 bedroom with open-plan kitchen,72 m²,"CZK 4,500",Furnished,1,No,No,No,Yes,No,No,No,01. 06. 2022,227,598,447,816,474,336,342,438,"1,207",51,,"CZK 20,000",Other,Prefab concrete building,,10 to 30 years years,Premium materials and solutions,Raised ground floor,Overall,District heating,,,,,,,
713119,"CZK 19,000",50.0758076,14.419087,"Karlovo náměstí, Prague - Nové Město",1 bedroom with open-plan kitchen,58 m²,"CZK 1,900",Partially furnished,1,No,No,No,No,No,No,No,06. 04. 2022,64,90,87,106,154,99,118,495,711,218,New build,"CZK 19,000",Personal,Brick building,C,,,,,,,,,,,,
715189,"CZK 23,900",50.01932,14.51961,"Pastevců, Prague - Újezd u Průhonic",2 bedroom with open-plan kitchen,96 m²,"CZK 5,000",Partially furnished,3,No,Yes,Yes,No,No,No,Yes,25. 04. 2022,314,649,761,860,954,"1,326",115,,,,Excellent,"CZK 65,000",Personal,Brick building,G,,,,,,,,,,,,
715409,"CZK 16,000",50.102,14.43331,"Veletržní, Prague - Holešovice",1 bedroom with open-plan kitchen,52 m²,CZK 600,Partially furnished,1,No,No,No,No,No,No,No,25. 04. 2022,124,628,3,140,85,176,395,470,848,,Excellent,"CZK 16,000",Personal,Brick building,G,,,,,,,,,,,,
714371,"CZK 10,000",50.05974,14.2945,"Na Radosti, Prague - Zličín",Studio,30 m²,"CZK 4,800",Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,91,898,798,906,80,"1,016",679,"1,166",92,520,New build,"CZK 12,000",Personal,Brick building,E,,,,,,,,,,,,
581360,"CZK 22,000",50.026392,14.417815,"Údolní, Prague - Braník",2 bedroom with open-plan kitchen,70 m²,"CZK 5,000",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,68,"1,050",606,"1,042",457,531,531,682,"1,290",640,Excellent,"CZK 44,000",Personal,Brick building,G,,Premium materials and solutions,Raised ground floor,Interior,,,,,,,,
697963,"CZK 13,000",50.07486,14.42255,"Salmovská, Prague - Nové Město",Studio,21 m²,"CZK 1,200",Furnished,2,No,Yes,No,No,No,Yes,No,24. 04. 2022,150,397,110,388,95,207,304,316,662,421,Excellent,"CZK 14,000",Personal,Brick building,B,1 to 10 years years,Premium materials and solutions,Middle floor,Overall,District heating,5 m²,,,,,,
713182,"CZK 21,000",50.0733476,14.3959227,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,57 m²,"CZK 5,000",Unfurnished,4,Yes,No,Yes,No,No,Yes,Yes,22. 04. 2022,200,816,148,507,122,598,93,"1,141",864,357,New build,"CZK 40,000",Personal,Other,G,1 to 10 years years,,Middle floor,,,,,,,,Yes,
630457,"CZK 16,000",50.071753,14.431997,"Lublaňská, Prague - Nové Město",Small studio,25 m²,"CZK 2,000",Furnished,2,No,No,No,No,No,No,No,12. 10. 2020,216,344,70,346,22,280,306,274,647,724,Good,,Other,Brick building,E,,,,,,,,,,,,
692107,"CZK 21,300",50.07592,14.40553,"Arbesovo náměstí, Prague - Smíchov",Studio,28 m²,"CZK 3,200",Furnished,1,No,No,No,No,No,No,No,01. 08. 2022,77,64,152,107,11,143,97,"1,032",852,494,Excellent,"CZK 25,000",Personal,Brick building,C,,,,,,,,,,,,
713756,"CZK 16,000",50.0440154,14.517211,"Bratislavská, Prague - Hostivař",1 bedroom with open-plan kitchen,57 m²,"CZK 4,400",Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,01. 05. 2022,195,134,201,190,"1,004",212,"1,215",157,,,Excellent,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
715370,"CZK 13,000",50.0615746,14.3810292,"Mikšovského, Prague - Košíře",1 bedroom,46 m²,"CZK 2,000",Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,279,"1,182",553,969,542,"1,483","1,143",291,"1,166",645,Good,"CZK 15,000",Cooperative,Brick building,G,,,,,,,,,,,,
681424,"CZK 12,000",50.0674282,14.4599684,"Moskevská, Prague - Vršovice",1 bedroom with open-plan kitchen,37 m²,"CZK 4,350",Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 05. 2022,73,498,59,298,0,406,497,344,282,295,Excellent,"CZK 24,000",Personal,Brick building,D,,,,,,,,,,,,
715358,"CZK 15,000",50.00861,14.42885,"Rilská, Prague - Modřany",2 bedroom with open-plan kitchen,68 m²,"CZK 7,000",Furnished,10,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,299,934,97,923,125,"1,013",314,360,338,165,Excellent,"CZK 30,000",Personal,Prefab concrete building,C,10 to 30 years years,,,,District heating,,,,,,,
640912,"CZK 8,100",50.035171,14.411621,"Zelinářská, Prague - Braník",Small studio,38 m²,CZK 800,Partially furnished,3,No,No,No,No,No,No,No,01. 05. 2022,125,412,167,101,268,349,144,"1,229",260,,Excellent,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
630147,"CZK 19,000",50.089428,14.466015,"Roháčova, Prague - Žižkov",2 bedroom,60 m²,"CZK 1,000",Furnished,5,No,No,Yes,No,No,Yes,No,19. 04. 2022,147,748,74,154,55,224,526,550,496,244,Excellent,"CZK 38,000",Personal,Brick building,G,1 to 10 years years,Premium materials and solutions,Middle floor,Overall,Electric boiler,,,,,,,
715353,"CZK 10,000",50.09062,14.49658,"Pod Lipami, Prague - Žižkov",Small studio,21 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,No,No,No,25. 04. 2022,210,503,154,806,104,534,837,154,752,237,Good,"CZK 10,000",Personal,Brick building,B,,,,,,,,,,,,
545400,"CZK 8,500",50.036559,14.4172471,Prague - Braník,Small studio,25 m²,"CZK 2,500",Furnished,,No,No,No,No,No,No,No,21. 04. 2022,514,627,473,447,573,399,312,784,,,,"CZK 3,000",Other,Brick building,,,,,,,,,,,,,
715349,"CZK 12,000",50.07293,14.44124,"Jana Masaryka, Prague - Vinohrady",1 bedroom,33 m²,"CZK 3,000",Unfurnished,1,No,No,No,No,No,No,No,21. 04. 2022,42,256,34,612,69,568,247,441,558,371,Excellent,"CZK 20,000",Other,Brick building,G,,,Middle floor,,Gas boiler,,,,,,,
715328,"CZK 13,500",50.04276,14.49314,"Klapálkova, Prague - Chodov",Studio,32 m²,"CZK 2,000",Unfurnished,1,Yes,No,No,No,No,Yes,No,01. 05. 2022,33,832,168,877,517,"1,461",395,"1,201","1,083",262,New build,"CZK 27,000",Personal,Brick building,G,,,,,,,,,,,,
715324,"CZK 15,000",50.10471,14.48725,"Drahobejlova, Prague - Libeň",Small studio,37 m²,"CZK 3,000",Furnished,5,Yes,No,Yes,No,No,Yes,Yes,01. 05. 2022,210,150,189,176,93,336,406,635,250,105,New build,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
715028,"CZK 11,000",50.1069435,14.4464819,"Osadní, Prague - Holešovice",1 bedroom with open-plan kitchen,31 m²,"CZK 2,000",Unfurnished,5,No,No,No,No,No,Yes,No,20. 04. 2022,130,405,238,418,163,273,315,758,329,243,Excellent,"CZK 11,000",Personal,Brick building,G,,Standard materials and solutions,,,,,,,,,,
282676,"CZK 15,000",50.0686763,14.3091212,"Žufanova, Prague - Řepy",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Furnished,4,No,No,No,No,No,Yes,No,10. 05. 2022,227,598,447,816,474,336,342,438,"1,207",51,Excellent,"CZK 25,000",Personal,Prefab concrete building,B,,,,,Central heating,,,,,,,
573326,"CZK 14,000",50.0641277,14.2874444,"Hevlínská, Prague - Zličín",Studio,48 m²,"CZK 3,500",Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 07. 2022,232,176,"1,056",792,818,"1,086",493,,,,Excellent,"CZK 28,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,Middle floor,,Gas boiler,,,,,,,
456849,"CZK 17,000",50.03156,14.60085,"Nové náměstí, Prague - Uhříněves",1 bedroom with open-plan kitchen,64 m²,"CZK 1,500",Partially furnished,1,No,Yes,Yes,No,No,No,No,01. 05. 2022,162,214,323,149,183,163,492,629,548,301,,"CZK 34,000",Personal,Brick building,D,10 to 30 years years,Standard materials and solutions,Raised ground floor,,Gas boiler,90 m²,,,,,,
610174,"CZK 12,000",50.049054,14.345899,"V Hůrkách, Prague - Stodůlky",1 bedroom with open-plan kitchen,33 m²,"CZK 2,700",Partially furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,355,487,115,288,179,351,99,317,"1,176",18,Excellent,"CZK 15,000",Personal,Prefab concrete building,,,,Middle floor,Overall,,,,,,,,
715307,"CZK 24,500",50.08709,14.46381,"V Kapslovně, Prague - Žižkov",3 bedroom,98 m²,"CZK 3,000",Partially furnished,2,No,Yes,No,No,No,Yes,Yes,21. 04. 2022,238,742,121,386,39,564,646,641,563,455,Excellent,"CZK 25,000",Personal,Brick building,C,,,,,,,,,,,,
711233,"CZK 14,990",50.1085429,14.5254683,"Granitova, Prague - Hloubětín",Studio,44 m²,"CZK 2,990",Partially furnished,5,No,Yes,Yes,No,Yes,Yes,No,21. 03. 2022,280,"1,320",719,"1,302","1,077","1,144","1,212","1,015","1,196",524,New build,,Personal,Low-energy building,A,1 to 10 years years,Premium materials and solutions,,,District heating,,,,,,Yes,
621379,"CZK 9,000",50.056553,14.495605,"Jabloňová, Prague - Záběhlice",Small studio,25 m²,"CZK 3,200",Furnished,8,No,No,No,No,No,Yes,No,20. 04. 2022,59,616,149,989,200,50,166,658,166,283,Excellent,"CZK 18,000",Personal,Prefab concrete building,,,,,,,,,,,,,
713073,"CZK 16,000",50.07784,14.49749,"Vrátkovská, Prague - Strašnice",2 bedroom,52 m²,"CZK 5,756",Partially furnished,2,No,No,Yes,No,No,No,No,01. 05. 2022,242,489,146,575,314,529,552,469,"1,195",154,Good,"CZK 40,000",Cooperative,Prefab concrete building,D,,,Middle floor,,District heating,,,,,,,
