Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Cellar,Enclosed balcony,Heating,Ownership,Parking,Age,Balcony,Designe,Reconstruction,Terrace,Garage,New-build,Administrative fee,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 14,000","CZK 3,200",608890,2+kk,8/1/2022,42 m²,Fully furnished,3,,364.04,1497.44,387.4,1169.77,333.42,374.73,389.12,309.97,466.13,230.23,"Křenická, Prague - Strašnice",50.065844,14.510378,"CZK 28,000",A,Very good,Other,,,,Personal,,,,,Complete,,,,,,,
"CZK 18,500","CZK 5,500",563482,3+kk,8/27/2022,72 m²,Fully furnished,4,1.0,537.67,857.55,552.8,650.3,505.16,621.72,285.06,294.15,452.95,518.4,"Na Křivině, Prague - Michle",50.0513894,14.4481897,"CZK 18,500",C,,Prefab concrete,1.0,1.0,Distance,Cooperative,1.0,,,Standard,Complete,,,,,,,
"CZK 13,500","CZK 2,500",724455,2+kk,7/2/2022,45 m²,Fully furnished,1,,313.69,1332.6,236.49,717.99,264.83,417.77,577.21,576.35,691.56,314.77,Prague - Bubeneč,50.11017,14.39573,"CZK 16,000",B,Very good,Brick,,,,Personal,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",451866,2+kk,7/7/2022,44 m²,Fully furnished,3,1.0,77.65,913.35,112.63,378.44,62.22,738.3,463.36,461.96,831.39,157.7,"Pod pramenem, Prague - Nusle",50.0601672,14.4487804,"CZK 20,000",,,Brick,1.0,,,Personal,1.0,,,,,,,,,,,
"CZK 12,990","CZK 3,163",724988,2 bedroom,7/14/2022,50 m²,Unfurnished,4,1.0,390.46,1066.65,433.4,2137.98,636.6,1237.16,702.9,1078.26,676.0,165.6,"Smotlachova, Prague - Kamýk",50.01114,14.45032055555,"CZK 16,153",G,Good,Prefab concrete,1.0,,,Personal,,,,,,,,,"CZK 16,153",,,
"CZK 19,000","CZK 4,000",724987,2+kk,7/7/2022,42 m²,Fully furnished,2,1.0,209.83,734.87,71.0,362.24,53.17,225.37,159.94,953.66,275.9,274.5,Prague - Karlín,50.0939,14.45688,"CZK 38,000",D,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 11,000",CZK 150,724982,2+kk,7/7/2022,43 m²,Partly,-1,,41.06,683.12,60.19,451.26,68.46,458.12,263.36,133.96,373.0,291.83,Prague - Vršovice,50.0704,14.46059,"CZK 11,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,500",518330,Studio,8/1/2022,47 m²,Partly,3,1.0,409.53,1642.82,477.57,1414.25,556.78,1578.82,1320.81,1527.71,648.98,137.75,"Strnadových, Prague - Vysočany",50.1123225,14.5141944,"CZK 25,000",B,New-build,Low-energy,1.0,1.0,Central,Personal,,Up to 10 years,,,,,,1.0,,,,
"CZK 65,000","CZK 4,800",642265,3+kk,7/11/2022,250 m²,Partly,1,1.0,69.39,153.79,118.64,136.76,19.93,194.52,255.5,381.44,458.31,317.05,"Dělnická, Prague - Holešovice",50.103053,14.448298,"CZK 139,600",G,Very good,Brick,1.0,,Gas boiler,Personal,1.0,10 to 30 years,1.0,Luxurious,,1.0,1.0,,,,,
"CZK 18,000","CZK 4,000",721969,Studio,8/1/2022,32 m²,Partly,4,1.0,169.25,382.25,330.11,1343.4,342.21,444.17,980.06,181.31,1465.04,227.22,Prague - Jinonice,50.0583,14.37281,"CZK 32,000",B,New-build,Brick,,,,Personal,1.0,,1.0,,,,,1.0,,,,
"CZK 10,000","CZK 3,000",665286,Studio,7/31/2022,40 m²,Partly,2,,469.86,449.41,1736.28,2353.08,497.73,803.89,558.9,642.36,869.67,450.72,Prague - Řeporyje,50.0307592,14.3164186,CZK 0,B,Very good,Brick,,,Central,Personal,1.0,Up to 10 years,,Luxurious,,1.0,1.0,1.0,,,,
"CZK 23,000","CZK 5,000",724961,3+1,10/1/2022,68 m²,Fully furnished,3,,61.36,1702.86,403.13,1339.9,463.65,552.61,58.75,504.23,418.72,652.12,Prague - Dejvice,50.1095,14.38605,"CZK 20,000",G,Very good,Brick,,,,,1.0,,1.0,,,,,,,,,
"CZK 13,000","CZK 2,000",645425,Studio,7/7/2022,30 m²,Partly,2,1.0,286.07,698.62,268.99,648.32,216.65,759.5,623.22,450.99,77.02,308.47,"Pod Soutratím, Prague - Vršovice",50.06436,14.460205,"CZK 7,000",B,New-build,Low-energy,,,Geothermal,Personal,,,,Luxurious,Complete,,,,,,,
"CZK 12,000","CZK 6,600",724935,2+kk,7/7/2022,38 m²,Partly,1,,71.93,769.47,278.54,1203.4,215.27,236.43,831.2,637.36,979.39,458.06,Prague - Smíchov,50.06065,14.40255,"CZK 16,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,600",724932,Studio,7/15/2022,91 m²,Partly,1,,410.17,1507.76,969.35,1170.81,576.77,1063.58,847.57,749.16,600.77,554.81,Prague - Košíře,50.06701,14.35662,"CZK 37,200",B,New-build,Brick,,,Central,Personal,,,,,,1.0,,1.0,,,,
"CZK 24,990","CZK 4,500",705367,3+kk,8/15/2022,75 m²,Fully furnished,7,1.0,164.03,284.11,153.59,500.31,135.88,314.59,59.78,59.78,255.77,74.07,"Karpatská, Prague - Vršovice",50.0697,14.47606,"CZK 50,000",G,Very good,Brick,,,Gas boiler,Personal,,Up to 10 years,,Luxurious,,,,,,,,
"CZK 15,900","CZK 2,500",724653,2+kk,10/1/2022,45 m²,Partly,3,1.0,101.97,622.17,257.21,412.56,238.41,483.85,237.72,57.55,550.69,311.67,Prague - Žižkov,50.08781,14.4725,CZK 0,B,New-build,Brick,1.0,,Central,Personal,1.0,Up to 10 years,,Luxurious,Complete,,,1.0,,,,
"CZK 22,000","CZK 5,500",523811,3+1,8/8/2022,76 m²,Partly,6,1.0,84.16,913.24,338.92,836.3,147.07,434.17,307.37,554.35,1065.21,125.09,Prague - Řepy,50.0707275,14.3064521,"CZK 27,500",C,,Prefab concrete,,1.0,Central,Personal,,,,Standard,Complete,,,,,,,
"CZK 19,500","CZK 4,000",724918,2+kk,7/7/2022,50 m²,Partly,8,1.0,213.08,1860.93,1352.72,1853.59,1217.54,1311.21,554.89,1508.78,1431.4,123.88,Prague - Hodkovičky,50.02114,14.41408,"CZK 20,000",G,New-build,Other,1.0,,,,,,,,,1.0,,1.0,,,,
"CZK 23,000","CZK 2,700",355467,2+kk,8/20/2022,68 m²,Fully furnished,6,1.0,171.18,561.13,143.98,177.93,141.34,216.31,466.91,274.22,248.1,93.43,Prague - Bubeneč,50.1026198,14.3963595,"CZK 40,000",E,Very good,Brick,,,,Personal,,10 to 30 years,,,Interior,1.0,,,,,,
"CZK 20,000","CZK 7,000",724913,2+kk,7/7/2022,60 m²,Partly,1,,339.05,1032.55,780.29,1399.18,348.52,825.52,461.22,992.09,120.68,330.53,Prague - Malešice,50.08665,14.5163,"CZK 35,000",D,Very good,Brick,1.0,,,,1.0,,,,,1.0,,,,,,
"CZK 15,800",CZK 740,724909,2 bedroom,7/6/2022,60 m²,Unfurnished,2,,109.74,980.99,386.17,954.65,148.18,1005.58,631.08,500.51,373.2,376.53,Prague - Hostivař,50.05216,14.53013,"CZK 31,600",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 2,000",540622,2 bedroom,7/5/2022,78 m²,Fully furnished,4,1.0,178.39,594.06,134.9,92.46,140.56,400.89,655.92,1015.03,941.33,427.67,Prague - Smíchov,50.0711324,14.408221,"CZK 50,000",E,Very good,Brick,,,Gas boiler,Personal,,Up to 10 years,,,Complete,,,,,Housing,,
"CZK 11,000","CZK 4,500",724903,Studio,7/6/2022,29 m²,Fully furnished,2,1.0,62.41,928.02,321.1,851.07,233.65,873.15,630.87,439.6,406.72,380.47,Prague - Třebonice,50.05324,14.29116,"CZK 15,000",A,New-build,Other,1.0,,,,,,1.0,,,,,1.0,,,,
"CZK 27,000","CZK 3,000",724897,3+1,8/1/2022,99 m²,Partly,2,,1.37,432.51,45.59,166.58,20.13,306.96,502.42,265.32,250.78,683.46,Prague - Smíchov,50.07251,14.40769,"CZK 60,000",G,Good,Brick,1.0,,,,1.0,,1.0,,,,,,,,,
"CZK 13,000","CZK 2,000",724886,Studio,7/6/2022,22 m²,Fully furnished,2,,384.07,382.56,289.32,2374.75,385.04,332.9,139.41,1382.11,1271.68,223.22,Prague - Liboc,50.09256,14.30867,"CZK 13,000",G,Very good,Brick,,,,Personal,,,,,,,,,,,,
"CZK 20,000","CZK 6,600",724878,2 bedroom,7/15/2022,71 m²,Fully furnished,1,,314.38,523.2,270.33,649.42,240.01,443.04,294.07,489.2,251.92,393.96,Prague - Vinohrady,50.06619,14.4331,"CZK 26,000",G,Good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 19,000","CZK 5,700",724873,2+kk,7/6/2022,53 m²,Partly,1,1.0,126.94,224.89,139.6,164.29,276.26,182.13,386.84,813.59,252.75,534.13,Prague - Břevnov,50.08435,14.36222,"CZK 19,000",G,Very good,Brick,1.0,,Central,,,Up to 10 years,,Standard,Complete,,,,,,,
"CZK 33,000","CZK 10,000",722291,3+1,6/14/2022,126 m²,Partly,2,1.0,92.93,655.94,102.48,58.68,107.4,230.21,197.06,713.14,490.49,409.6,Prague - Nové Město,50.07986,14.42201,"CZK 76,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000",724861,3+kk,7/6/2022,95 m²,Fully furnished,1,,297.57,1299.44,192.92,1089.73,370.38,240.73,178.6,170.88,876.0,232.02,Prague - Strašnice,50.06831,14.50072,"CZK 25,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 7,300",CZK 0,698576,3+1,8/1/2022,105 m²,Partly,2,1.0,68.13,858.89,140.48,343.45,69.46,766.76,388.17,387.64,826.81,301.84,"Kloboučnická, Prague - Nusle",50.06086,14.44985,"CZK 7,300",G,Good,Brick,,,,Personal,,,1.0,,,,,,,,,
"CZK 12,000","CZK 2,400",524755,Studio,7/18/2022,35 m²,Partly,7,1.0,274.19,766.52,142.01,736.86,432.21,732.58,369.97,529.58,409.24,100.83,"Nechvílova, Prague - Chodov",50.0225973,14.4961965,"CZK 25,000",,,Prefab concrete,1.0,,,Personal,1.0,,,,Complete,,,,,,,
"CZK 11,000","CZK 2,000",656234,Small studio,7/4/2022,35 m²,Partly,5,1.0,296.01,853.73,281.82,551.82,361.57,638.12,325.17,414.12,595.57,115.18,"Kaplická, Prague - Podolí",50.04743,14.43253,"CZK 13,000",G,Very good,Prefab concrete,,1.0,,Cooperative,,,1.0,,,1.0,,,,,,
"CZK 16,000","CZK 3,700",591711,2+kk,9/1/2022,65 m²,Partly,2,,289.14,362.62,894.02,5370.1,485.98,875.81,773.02,682.61,438.36,93.39,Prague - Vinoř,50.142886,14.574787,"CZK 16,000",B,New-build,Brick,,,Electric boiler,Personal,1.0,Up to 10 years,,Standard,Complete,,,1.0,,,,
"CZK 7,500","CZK 2,000",629901,3+1,7/7/2022,18 m²,Fully furnished,1,,567.62,1436.61,1185.41,1463.88,443.74,1204.92,1360.11,482.77,968.1,1112.26,"Nad Popelářkou, Prague - Troja",50.118113,14.438568,"CZK 9,500",C,Good,Brick,1.0,,Gas boiler,Personal,1.0,,,Standard,Complete,,,,,,,
"CZK 8,500","CZK 2,000",610637,3+1,2/1/2022,20 m²,Fully furnished,2,,63.23,1060.99,907.97,1209.43,139.4,1050.64,877.1,783.18,1269.33,226.47,"Vlnitá, Prague - Braník",50.038918,14.423419,"CZK 10,500",C,Very good,Brick,,,Central,Personal,,,,Standard,,1.0,,,,,,
"CZK 11,900","CZK 1,800",569352,Studio,7/1/2022,30 m²,Partly,2,1.0,167.57,256.77,271.48,277.53,32.21,354.87,536.37,597.13,615.16,462.61,"Na Ostrůvku, Prague - Nusle",50.066451,14.4391447,"CZK 15,000",G,,Brick,,,Gas boiler,Personal,,,,Standard,,,,,,,,
"CZK 15,000","CZK 1,500",724837,2+kk,7/6/2022,45 m²,Unfurnished,2,1.0,217.04,827.33,180.99,369.77,188.48,371.92,358.77,191.42,1729.53,247.32,Prague - Stodůlky,50.04935,14.35053,"CZK 15,000",G,Very good,Prefab concrete,1.0,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,980",724835,2+kk,8/1/2022,50 m²,Fully furnished,5,1.0,154.03,279.67,351.1,1304.3,240.66,1139.24,651.51,877.71,920.96,282.13,Prague - Hlubočepy,50.02917,14.36234,"CZK 30,000",B,New-build,Brick,1.0,,,,1.0,,1.0,,,,1.0,1.0,,,,
"CZK 18,000","CZK 5,000",724832,2 bedroom,7/6/2022,57 m²,Fully furnished,4,1.0,271.46,251.72,219.42,465.97,43.93,312.69,130.82,193.23,879.08,691.88,Prague - Vinohrady,50.07278,14.43781,"CZK 23,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,200",724831,2+kk,7/6/2022,56 m²,Unfurnished,4,,110.68,1051.98,78.43,235.61,317.51,401.71,343.2,625.49,1092.38,223.56,Prague - Kobylisy,50.1238,14.44957,"CZK 19,200",B,Very good,Other,,,,,,,,,,1.0,,,,,,
"CZK 16,000","CZK 2,000",621618,2 bedroom,7/12/2022,67 m²,Partly,2,1.0,70.42,1299.02,61.84,1411.7,156.5,1468.95,442.77,280.7,608.99,523.07,Prague - Podolí,50.0461236,14.4148065,"CZK 18,000",,Very good,Brick,1.0,,Central,Personal,,,,Standard,,,,,,,,
"CZK 13,700","CZK 3,600",480578,2+kk,7/1/2022,44 m²,Unfurnished,1,,387.11,457.85,364.91,425.03,371.14,320.45,100.15,525.47,1069.28,222.62,"Kladenská, Prague - Vokovice",50.095408047564,14.355584856622,"CZK 13,700",,,Brick,,,,Personal,,,,,,,,,,,,
"CZK 26,900","CZK 3,500",723967,2+kk,7/1/2022,66 m²,Unfurnished,3,1.0,94.6,179.51,50.1,180.57,11.07,205.85,33.73,51.82,190.79,175.81,Prague - Staré Město,50.08966,14.42489,"CZK 29,000",G,Very good,Brick,,,Central,Personal,,,,Luxurious,Complete,,,,,,,
"CZK 12,500","CZK 4,700",659219,2+kk,4/19/2021,40 m²,Partly,4,,207.56,326.42,236.96,353.36,150.45,228.33,491.17,688.62,844.23,240.77,"Radlická, Prague - Smíchov",50.06749,14.40216,"CZK 12,500",G,Very good,Brick,,,,Personal,,,,,,,,,,,,
"CZK 12,000","CZK 4,700",661635,1 bedroom,7/5/2022,34 m²,Fully furnished,1,,207.56,326.42,236.96,353.36,150.45,228.33,491.17,688.62,844.23,240.77,"Radlická, Prague - Smíchov",50.06749,14.40216,"CZK 12,000",G,Very good,Brick,,,,Personal,,,,,,,,,,,,
"CZK 15,000","CZK 3,000",724802,2 bedroom,7/5/2022,54 m²,Partly,4,1.0,292.12,361.81,219.77,524.94,398.6,499.67,330.11,44.15,610.06,43.87,Prague - Strašnice,50.07823,14.49603,"CZK 15,000",D,Very good,Prefab concrete,,1.0,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,000",361647,3+kk,8/1/2022,50 m²,Partly,2,,165.95,1123.98,513.8,1098.89,372.92,768.07,782.02,395.84,425.99,373.57,"Opuková, Prague - Řepy",50.0717715,14.313566,"CZK 34,000",D,Very good,Brick,,,,Personal,,,1.0,Standard,Complete,1.0,,,,,,
"CZK 14,000","CZK 5,000",724794,2+kk,8/1/2022,45 m²,Fully furnished,7,1.0,229.08,661.5,302.86,614.64,407.15,293.3,297.68,268.0,1299.04,176.94,Prague - Stodůlky,50.05394,14.34403,"CZK 20,000",G,Very good,Prefab concrete,1.0,,,,,,,,,,,,,,,
"CZK 19,000","CZK 5,000",717539,2+kk,8/1/2022,45 m²,Partly,2,,58.28,683.74,198.16,113.88,94.43,171.04,326.04,219.87,359.77,392.98,"Jičínská, Prague - Žižkov",50.0817642,14.4593369,"CZK 19,000",G,Very good,Brick,,,,Personal,,,1.0,,,,,,,,,
"CZK 15,500","CZK 3,800",398053,2+kk,9/1/2022,58 m²,Partly,5,,149.51,792.56,157.71,749.67,430.13,226.52,603.77,484.79,901.49,281.93,"Na Křečku, Prague - Horní Měcholupy",50.0443911,14.5658259,"CZK 20,000",C,Very good,Brick,,,,Personal,,Up to 10 years,1.0,,,,,,,,,
"CZK 21,900","CZK 3,900",324795,3+kk,7/1/2022,73 m²,Fully furnished,4,1.0,383.78,917.71,600.32,556.39,610.75,611.91,346.62,688.65,483.09,215.39,"Bellušova, Prague - Stodůlky",50.0410429,14.3224894,"CZK 30,000",,Very good,Prefab concrete,1.0,1.0,Distance,Personal,1.0,10 to 30 years,1.0,Luxurious,Complete,,1.0,,,Housing,,
"CZK 18,000","CZK 2,000",724781,2+kk,10/1/2022,41 m²,Partly,3,,182.3,1046.42,704.35,749.66,192.06,731.98,525.38,660.48,1065.98,205.8,Prague - Liboc,50.0854,14.33752,"CZK 36,000",A,New-build,Brick,1.0,,,,1.0,,,,,,,1.0,,,,
"CZK 20,000","CZK 4,000",724769,2+kk,8/1/2022,56 m²,Unfurnished,9,1.0,226.44,1005.49,218.97,951.68,220.54,761.37,611.84,613.01,729.55,157.57,Prague - Karlín,50.09741,14.46741,"CZK 30,000",G,New-build,Brick,1.0,,,Personal,,,1.0,,,,,,,,,
"CZK 8,000",CZK 0,724767,2 bedroom,8/7/2022,54 m²,Fully furnished,2,,163.29,1081.24,149.84,901.94,527.74,897.52,428.52,341.51,841.71,279.76,Prague - Strašnice,50.07283,14.50253,"CZK 8,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,750",724765,Small studio,8/1/2022,20 m²,Fully furnished,6,1.0,197.33,211.97,147.62,152.61,30.37,201.26,170.91,469.73,410.61,185.93,Prague - Podolí,50.05837,14.42234,"CZK 15,000",F,Very good,Brick,1.0,,,,,,,,,1.0,,,,,,
"CZK 13,500","CZK 5,700",455149,Small studio,7/5/2022,32 m²,Fully furnished,,,149.55,723.27,96.53,149.04,104.72,244.61,363.04,757.86,535.43,867.58,"Janovského, Prague - Holešovice",50.1017121,14.4339822,"CZK 20,000",E,,Brick,,,Electric boiler,Other,,Up to 10 years,,Standard,Complete,,,,,,,
"CZK 14,000","CZK 3,150",659170,Other,9/1/2022,30 m²,Fully furnished,3,,128.22,184.01,95.79,155.61,74.42,204.8,201.43,418.27,238.9,497.61,"Milíčova, Prague - Žižkov",50.08555,14.45139,"CZK 15,000",E,Very good,Brick,,,,Personal,,,,,,,,,,,,
"CZK 14,950","CZK 2,550",438676,Studio,8/1/2022,29 m²,Fully furnished,2,,340.87,798.85,139.16,399.81,28.76,262.94,165.58,885.13,313.46,320.24,"Březinova, Prague - Karlín",50.0929154,14.4570843,"CZK 20,000",E,Very good,Brick,1.0,,Electric boiler,Personal,,Up to 10 years,,,Complete,,,,,,,
"CZK 12,500","CZK 4,000",722262,Studio,8/1/2022,33 m²,Partly,4,,221.63,1067.53,189.91,1164.56,528.9,1100.2,735.32,587.2,842.06,517.89,Prague - Horní Měcholupy,50.04838,14.55874,"CZK 12,500",G,Very good,Brick,,,Central,,,,1.0,,,,,,,,,
"CZK 22,200","CZK 4,800",724746,2+kk,9/1/2022,52 m²,Fully furnished,2,,36.74,470.15,30.54,83.31,8.92,141.24,201.11,447.1,446.65,563.98,Prague - Nové Město,50.07912,14.41943,"CZK 40,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500",448560,2+kk,7/4/2022,51 m²,Partly,2,1.0,227.37,259.16,190.25,329.28,123.0,273.52,789.96,952.36,1293.57,401.17,"Hnězdenská, Prague - Troja",50.1263568,14.4202859,"CZK 16,000",B,Very good,Prefab concrete,,,,Personal,,10 to 30 years,,Standard,,,,,,,,
"CZK 17,500","CZK 2,200",724729,2+kk,7/4/2022,54 m²,Fully furnished,2,,640.2,2301.2,658.92,2161.71,735.95,2237.09,1279.01,3846.78,3469.94,28.65,Prague - Újezd u Průhonic,50.00866,14.54417,"CZK 35,000",B,New-build,Other,,,,,,,,,,,1.0,1.0,,,,
"CZK 15,000","CZK 3,500",724722,Studio,8/1/2022,37 m²,Fully furnished,1,1.0,85.49,721.89,243.82,380.05,188.36,223.98,504.8,430.4,1044.75,346.96,Prague - Prosek,50.11913,14.49709,"CZK 30,000",D,Very good,Brick,,1.0,,,,,1.0,,,1.0,,,,,,
"CZK 19,000","CZK 6,000",724169,2+kk,8/1/2022,62 m²,Fully furnished,4,1.0,157.65,460.15,319.12,458.96,444.21,464.19,642.41,845.71,714.23,167.02,Prague - Záběhlice,50.05611,14.51485,"CZK 25,000",G,New-build,Brick,1.0,,,,1.0,,1.0,,,,1.0,1.0,,,,
"CZK 22,800","CZK 2,800",614902,2+kk,7/1/2022,56 m²,Fully furnished,5,1.0,159.44,629.52,80.03,406.17,33.78,404.51,219.12,350.66,680.83,382.42,"Mexická, Prague - Vršovice",50.071939,14.457635,"CZK 25,000",C,Very good,Brick,,,Gas boiler,Personal,,Up to 10 years,,Luxurious,Complete,,,,,,,
"CZK 32,000","CZK 6,000",532872,4+1,8/1/2022,112 m²,Partly,1,,211.18,707.65,333.25,586.65,147.42,792.81,488.67,1611.99,128.46,83.62,Prague - Bubeneč,50.1006887,14.4164618,"CZK 50,000",G,Good,Brick,1.0,,Other,Personal,,Over 50 years,1.0,Standard,,,,,,,,
"CZK 29,500","CZK 1,520",724154,2 bedroom,6/29/2022,77 m²,Unfurnished,5,,199.84,767.47,137.73,530.27,184.47,573.51,355.34,582.91,358.08,301.7,Prague - Bubeneč,50.10102,14.40399,"CZK 85,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 17,300","CZK 3,100",724716,2 bedroom,9/11/2022,52 m²,Fully furnished,2,1.0,253.69,1068.57,247.9,798.67,232.74,218.12,537.61,360.7,578.34,297.89,Prague - Strašnice,50.06868,14.4963,"CZK 10,000",G,Very good,Brick,,1.0,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,800",673486,Studio,10/1/2022,44 m²,Partly,5,1.0,70.82,1162.85,634.32,877.46,533.01,948.92,712.76,418.74,581.79,289.1,"Olgy Havlové, Prague - Žižkov",50.0876624,14.4794388,"CZK 20,000",B,New-build,Brick,,,Central,Personal,1.0,,1.0,,,1.0,,1.0,,,,
"CZK 15,000","CZK 3,000",723320,2+kk,8/1/2022,58 m²,Partly,1,,243.0,882.66,381.49,856.35,775.58,902.77,351.9,369.25,977.65,374.19,Prague - Lhotka,50.02483,14.44414,"CZK 15,000",G,Good,Prefab concrete,1.0,,,,,,,Standard,,,,,,,,
"CZK 25,990","CZK 4,560",724703,3+1,7/14/2022,73 m²,Fully furnished,8,1.0,230.71,363.54,185.46,1043.95,179.71,360.25,128.83,277.71,295.53,116.41,"Prusíkova, Prague - Stodůlky",50.03613861111,14.33899416666,"CZK 30,550",G,Good,Prefab concrete,1.0,,,Personal,,,1.0,,,,,,"CZK 30,550",,,
"CZK 17,000","CZK 2,400",724700,2+kk,7/4/2022,45 m²,Fully furnished,4,1.0,255.28,1642.21,253.76,1682.19,270.57,259.65,810.52,415.67,1258.27,67.93,Prague - Hostivař,50.04474,14.51544,"CZK 20,000",G,Very good,Brick,1.0,,,,,,1.0,,,,,,,,,
"CZK 17,990","CZK 3,203",724697,2+kk,7/14/2022,57 m²,Unfurnished,5,1.0,645.22,964.85,875.39,2559.26,685.03,982.52,1070.9,898.54,1849.03,658.2,"Hrašeho, Prague - Čimice",50.13906861111,14.42643305555,"CZK 21,193",B,New-build,Other,1.0,,,Personal,1.0,,1.0,,,,,1.0,"CZK 21,193",,,
"CZK 7,500",CZK 0,724692,3+1,8/1/2022,63 m²,Fully furnished,5,1.0,104.67,745.53,173.45,868.68,402.1,153.89,477.35,366.26,945.52,155.81,Prague - Chodov,50.02711,14.52102,"CZK 15,000",G,Very good,Prefab concrete,1.0,1.0,Distance,Personal,,,1.0,,Complete,,,,,,,
"CZK 17,000","CZK 2,500",724688,3+1,7/25/2022,55 m²,Partly,2,,303.34,1545.34,910.88,1538.0,894.12,969.56,873.94,1167.13,1353.64,327.98,Prague - Hodkovičky,50.02125,14.41856,"CZK 34,000",G,Very good,Brick,,,,,1.0,,,,,,,,,,,
"CZK 9,500","CZK 2,000",724687,Studio,9/1/2022,30 m²,Unfurnished,2,,304.93,1155.23,71.44,1438.31,20.15,445.42,428.89,306.3,538.28,489.15,Prague - Libeň,50.11575,14.47113,"CZK 10,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 6,000","CZK 1,000",692180,3+1,9/2/2022,65 m²,Fully furnished,1,1.0,129.39,654.2,376.46,1487.44,204.23,416.42,217.88,217.88,198.57,263.06,"Brodského, Prague - Chodov",50.0376,14.50418,"CZK 5,000",G,Very good,Prefab concrete,,,,Other,,,1.0,Standard,,,,,,,,
"CZK 14,000","CZK 4,500",724685,2+kk,8/1/2022,57 m²,Partly,5,1.0,216.44,517.64,171.19,880.87,171.5,514.34,280.49,431.8,200.56,80.55,Prague - Stodůlky,50.03687,14.33719,"CZK 14,000",A,Very good,Prefab concrete,1.0,,,,,,,,,,,,,,,
"CZK 15,900","CZK 5,000",720255,2+kk,7/1/2022,35 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 32,000",A,New-build,Brick,,,,,1.0,,,,,,,1.0,,,,
"CZK 16,000","CZK 5,000",720260,2+kk,7/1/2022,42 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 33,000",A,New-build,Brick,,,,,1.0,,,,,,,1.0,,,,
"CZK 14,900","CZK 5,000",720261,2+kk,7/1/2022,45 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 30,000",A,New-build,Brick,,,,,1.0,,,,,1.0,,1.0,,,,
"CZK 14,900","CZK 5,000",720267,Studio,7/1/2022,35 m²,Partly,2,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 30,000",A,New-build,Brick,,,,,1.0,,,,,,,1.0,,,,
"CZK 16,000","CZK 5,000",720270,Studio,7/1/2022,42 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 32,000",A,New-build,Brick,,,,,1.0,,,,,,,1.0,,,,
"CZK 16,000","CZK 2,000",407391,2 bedroom,8/1/2022,63 m²,Fully furnished,2,,756.04,645.81,666.88,2935.48,777.9,628.15,1349.07,521.53,2225.26,319.83,"Vehlovická, Prague - Čimice",50.1418764,14.4210868,"CZK 16,000",C,Very good,Brick,,,Gas boiler,Personal,1.0,,1.0,Standard,,,,,,,,
"CZK 23,000","CZK 4,000",695067,2+kk,2/1/2022,47 m²,Fully furnished,3,1.0,181.38,538.71,88.67,261.45,6.72,198.21,400.23,362.63,176.46,277.43,"Tusarova, Prague - Holešovice",50.101887608886,14.45268887592,"CZK 23,000",B,New-build,Brick,,,,Personal,,,,,,,,,,,,
"CZK 79,000","CZK 20,000",714217,3+kk,7/1/2022,164 m²,Fully furnished,4,1.0,384.26,1775.9,682.53,228.18,659.39,778.18,602.6,888.16,165.88,617.77,"Ke Dvoru, Prague - Vokovice",50.09653,14.34031,"CZK 158,000",B,New-build,Other,1.0,,Distance,Personal,1.0,,,Luxurious,,1.0,,,,,,
"CZK 13,990","CZK 2,429",724667,2+kk,7/15/2022,40 m²,Fully furnished,7,1.0,90.11,347.99,277.17,355.32,288.14,343.93,183.31,177.43,908.79,427.17,"Novodvorská, Prague - Braník",50.02595305555,14.43094388888,"CZK 16,419",F,Good,Prefab concrete,1.0,,,Personal,,,,,,,,,"CZK 16,419",,,
