Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Ownership Type,Building Type,Condition,Heating,Total number of floors,PENB,Renovation,Age,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky
197009,"CZK 11,000",50.1233776,14.4844013,"Teplická, Prague - Střížkov",Studio,35 m²,"CZK 2,990",Partially furnished,8,No,No,No,No,No,Yes,No,10. 04. 2022,250,"1,200",182,"1,139",341,586,251,304,136,43,"CZK 25,000",Personal,Brick building,Excellent,District heating,Middle floor,C,,,Standard materials and solutions,,,,,,
712033,"CZK 12,500",50.08663,14.45971,"Jeseniova, Prague - Žižkov",Small studio,38 m²,"CZK 2,500",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,104,346,17,618,321,318,251,298,420,143,"CZK 20,000",Personal,Prefab concrete building,Excellent,,,C,,,,,,,,,
711483,"CZK 18,200",50.12559,14.50694,"Kytlická, Prague - Prosek",1 bedroom with open-plan kitchen,54 m²,"CZK 3,000",Furnished,4,No,No,No,No,No,Yes,No,10. 04. 2022,301,800,140,"1,106",354,"1,031",133,752,"1,495",181,"CZK 45,000",Personal,Other,New build,,,A,,,,,,,,,
712029,"CZK 24,990",50.10301055555,14.43322222222,"Šimáčkova, Prague - Holešovice",1 bedroom with open-plan kitchen,70 m²,"CZK 1,234",Unfurnished,2,No,No,No,No,No,Yes,No,,114,770,169,294,55,98,477,456,857,,"CZK 26,224",Personal,Brick building,Excellent,,,A,,,,,,"CZK 26,224

                                
                                
                
i",,,
712024,"CZK 9,500",50.1264302,14.4948993,"Varnsdorfská, Prague - Střížkov",Studio,27 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,370,556,168,455,236,213,284,138,999,94,"CZK 20,000",Personal,Prefab concrete building,Excellent,,,G,,,,,,,,,
397506,"CZK 13,000",50.115718873824,14.471034512164,"V Zahradách, Prague - Libeň",Studio,33 m²,"CZK 5,500",Furnished,3,No,Yes,No,No,No,No,No,01. 04. 2020,175,"1,139",163,"1,331",72,431,329,"1,274",977,373,"CZK 18,500",Personal,Brick building,Excellent,,Middle floor,,Overall,1 to 10 years years,Standard materials and solutions,,,,,,
478318,"CZK 12,000",50.1392824,14.5188443,"Pavla Beneše, Prague - Letňany",Studio,30 m²,"CZK 3,000",Partially furnished,2,Yes,No,No,No,No,No,No,,280,448,951,"1,034",486,572,848,978,"1,110",150,"CZK 24,000",Personal,Other,Excellent,Central heating,,B,,1 to 10 years years,,,,,,,
711995,"CZK 35,000",50.0431626,14.3123334,"Toufarova, Prague - Stodůlky",2 bedroom with open-plan kitchen,140 m²,"CZK 6,000",Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,28. 03. 2022,333,560,306,874,759,504,853,634,"1,106",657,"CZK 50,000",Personal,Brick building,New build,,,C,,,,,,,,,
711964,"CZK 13,000",50.02917,14.5313,"Mnichovická, Prague - Háje",1 bedroom with open-plan kitchen,41 m²,"CZK 3,000",Partially furnished,11,No,No,Yes,No,No,No,No,30. 03. 2022,231,487,196,170,319,380,346,350,441,222,"CZK 16,000",Personal,Prefab concrete building,Good,,,A,,,,,,,,,
595994,"CZK 28,000",50.066301,14.431111,"Sekaninova, Prague - Nusle",2 bedroom with open-plan kitchen,74 m²,"CZK 1,000",Furnished,5,Yes,Yes,No,No,No,No,Yes,28. 03. 2022,237,627,167,761,64,289,394,448,223,185,,Personal,Brick building,New build,Gas boiler,Top floor,C,Overall,1 to 10 years years,Premium materials and solutions,,Yes,,,,
467195,"CZK 12,500",50.055583,14.525417,Prague - Hostivař,Studio,34 m²,"CZK 2,800",Furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,424,891,326,854,540,895,"1,319",731,579,535,"CZK 12,500",Personal,Brick building,Excellent,,,B,,,,,,,,,
137084,"CZK 15,900",50.0430796,14.4403574,"Olbrachtova, Prague - Krč",2 bedroom,60 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,184,206,207,429,155,234,598,153,594,105,"CZK 19,900",Personal,Brick building,Excellent,District heating,,A,,,,,,,,,
463275,"CZK 13,000",50.0499846,14.4537921,"Baarova, Prague - Michle",1 bedroom with open-plan kitchen,38 m²,,Partially furnished,3,No,No,No,No,Yes,No,No,21. 04. 2022,278,338,261,368,338,238,540,617,394,79,"CZK 15,500",Personal,Brick building,,Gas boiler,Attic,,Interior,,Standard materials and solutions,,,,,,
703902,"CZK 15,990",50.11035555555,14.4866525,"Podvinný mlýn, Prague - Libeň",1 bedroom with open-plan kitchen,59 m²,"CZK 3,014",Furnished,4,Yes,No,Yes,No,Yes,Yes,No,,584,735,483,794,51,850,423,575,412,560,"CZK 18,706",Personal,Brick building,Excellent,,,C,,,,,,"CZK 18,706

                                
                                
                
i",,,
601714,"CZK 21,000",50.023325,14.496873,"Nechvílova, Prague - Chodov",1 bedroom with open-plan kitchen,56 m²,"CZK 3,500",Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,356,661,104,762,456,852,442,579,433,173,"CZK 30,000",Personal,Prefab concrete building,Excellent,,,G,Bathroom unit,,Premium materials and solutions,,,,,,
82821,"CZK 23,000",50.098543,14.345522,"V Středu, Prague - Vokovice",2 bedroom with open-plan kitchen,80 m²,"CZK 4,000",Furnished,2,No,Yes,No,No,No,No,No,01. 04. 2022,290,"1,368",270,966,37,484,309,395,255,76,"CZK 50,000",Personal,Brick building,Good,Gas boiler,Top floor,G,Interior,,Standard materials and solutions,,,,,,
524714,"CZK 26,000",50.0817465,14.4271892,"Václavské náměstí, Prague - Nové Město",Studio,80 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,159,379,137,87,20,155,398,847,114,372,"CZK 30,000",Other,Brick building,,,,,,,,,,,,,
711855,"CZK 11,000",50.07222,14.38777,"Holečkova, Prague - Košíře",Studio,25 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,No,No,01. 04. 2022,121,"1,138",108,973,168,"1,096",421,817,"1,255",307,"CZK 22,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
640337,"CZK 12,000",50.111401,14.490304,"Podvinný mlýn, Prague - Libeň",Studio,45 m²,"CZK 3,700",Partially furnished,,No,Yes,No,No,No,No,No,01. 06. 2022,508,952,654,703,359,585,731,666,353,279,"CZK 15,700",Personal,Brick building,Excellent,,Ground floor,A,Exterior,,Premium materials and solutions,70 m²,,,,,
490850,"CZK 12,500",50.135346,14.5420411,"Toužimská, Prague - Kbely",1 bedroom with open-plan kitchen,54 m²,"CZK 4,000",Partially furnished,3,Yes,No,No,No,No,No,No,,107,625,744,645,878,517,517,535,716,,"CZK 16,500",Personal,Brick building,,Gas boiler,,C,,,,,,,,,
710791,"CZK 14,900",50.10938,14.37939,"Na Zavadilce, Prague - Dejvice",1 bedroom,54 m²,"CZK 1,100",Partially furnished,3,No,Yes,Yes,No,No,No,No,01. 01. 1970,204,452,"1,443",518,876,531,472,763,482,,"CZK 16,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
711832,"CZK 18,900",50.06705015,14.39396804721,"U Nikolajky, Prague - Smíchov",2 bedroom,62 m²,CZK 750,Partially furnished,1,No,No,No,No,No,No,No,28. 03. 2022,193,436,587,801,231,523,575,788,298,618,"CZK 26,650",Personal,Brick building,Excellent,,,E,,,,,,,,,
202649,"CZK 12,290",50.1026222,14.436082,"U smaltovny, Prague - Holešovice",Studio,30 m²,"CZK 2,200",Furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,286,848,109,360,31,305,466,444,944,,"CZK 15,000",Personal,Brick building,Excellent,District heating,Raised ground floor,,Overall,1 to 10 years years,Standard materials and solutions,,,,,,
355381,"CZK 13,000",50.0566973,14.4460626,"U družstva Ideál, Prague - Nusle",1 bedroom with open-plan kitchen,48 m²,"CZK 1,300",Partially furnished,1,No,No,Yes,No,No,No,No,02. 04. 2022,357,974,20,485,240,969,372,288,951,307,"CZK 15,000",Personal,Brick building,Good,,Middle floor,,,,Standard materials and solutions,,,,,,
685106,"CZK 17,500",50.06662,14.42307,"Horská, Prague - Nové Město",Studio,33 m²,"CZK 4,000",Furnished,5,Yes,No,No,No,No,No,No,01. 06. 2022,114,989,23,10,23,31,353,549,399,398,"CZK 21,500",Personal,Brick building,New build,,,B,,,,,,,,,
685115,"CZK 23,000",50.06636,14.42333,"Horská, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 5,700",Furnished,4,No,No,No,Yes,Yes,Yes,Yes,01. 06. 2022,165,981,117,149,162,109,492,669,487,409,"CZK 28,700",Personal,Brick building,New build,,,B,,,,,,,,,
711824,"CZK 14,000",50.10907,14.5569,"Za černým mostem, Prague - Kyje",Studio,,"CZK 3,000",Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,28. 03. 2022,176,800,136,48,754,418,"1,323","1,438",483,,"CZK 42,000",Personal,Prefab concrete building,New build,,,G,,,,,,,,,
546335,"CZK 14,500",50.1030613,14.477571,Prague - Libeň,1 bedroom,37 m²,"CZK 2,200",Furnished,2,No,No,No,No,No,No,No,01. 06. 2022,174,54,76,366,118,252,280,299,126,410,"CZK 29,000",Personal,Brick building,,,,,Interior,1 to 10 years years,,,,,,,
666742,"CZK 9,500",50.07573,14.33054,"Bělohorská, Prague - Břevnov",Small studio,22 m²,"CZK 1,000",Furnished,1,No,No,No,No,Yes,No,No,02. 04. 2022,65,502,453,828,554,"1,066",343,,,,,Personal,Brick building,Good,Central heating,Middle floor,A,,10 to 30 years years,Standard materials and solutions,,,,,,
639881,"CZK 17,990",50.020821,14.40306,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,48 m²,"CZK 4,500",Partially furnished,4,No,Yes,Yes,No,Yes,Yes,Yes,01. 01. 2022,419,659,"1,181",370,"1,106",,,,,,"CZK 30,000",Personal,Brick building,New build,District heating,Top floor,B,,1 to 10 years years,Premium materials and solutions,,Yes,,,,
425448,"CZK 10,500",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,18 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,02. 01. 2022,96,"1,112",343,721,186,792,491,465,675,180,"CZK 12,500",Personal,Brick building,Excellent,,,,Overall,1 to 10 years years,Standard materials and solutions,,,,,,
180770,"CZK 10,800",50.1011439,14.4909093,"Prokopka, Prague - Vysočany",1 bedroom,37 m²,CZK 900,Partially furnished,2,No,No,No,No,No,No,No,20. 01. 2022,165,"1,206",215,849,308,"1,301",108,193,636,240,"CZK 12,000",Personal,Brick building,,Other,,,,,Standard materials and solutions,,,,,,
395681,"CZK 20,000",50.0769497,14.4491685,"U vodárny, Prague - Vinohrady",1 bedroom with open-plan kitchen,55 m²,"CZK 5,000",Furnished,1,No,No,Yes,No,No,Yes,No,01. 04. 2022,90,292,115,86,36,94,251,204,666,146,"CZK 30,000",Personal,Brick building,,,,G,,,,,,,,,
711743,"CZK 9,000",50.12099,14.45387,"Kubišova, Prague - Libeň",1 bedroom with open-plan kitchen,44 m²,"CZK 1,000",Partially furnished,2,No,No,No,No,No,No,No,20. 04. 2022,272,618,256,255,290,339,474,693,"1,207",468,"CZK 9,000",Personal,Brick building,Good,,,G,,,,,,,,,
683933,"CZK 12,000",50.1351227,14.379389,"Internacionální, Prague - Suchdol",3 bedroom,75 m²,"CZK 5,500",Partially furnished,1,Yes,No,No,No,No,No,No,01. 04. 2022,97,120,232,148,162,101,709,316,771,605,"CZK 17,500",Personal,Brick building,Good,Gas boiler,Middle floor,G,,,,,,,,,
598547,"CZK 19,900",50.091983,14.43848,"Pobřežní, Prague - Karlín",1 bedroom with open-plan kitchen,58 m²,"CZK 1,000",Furnished,3,Yes,No,Yes,No,No,No,No,01. 05. 2022,144,519,224,117,121,116,688,694,188,722,"CZK 25,000",Cooperative,Brick building,Excellent,Electric boiler,Middle floor,,Interior,1 to 10 years years,Standard materials and solutions,,,,,,
711726,"CZK 35,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",Other,1 m²,CZK 133,Furnished,15,No,Yes,Yes,No,Yes,Yes,No,14. 04. 2022,,,,,,,,,,,CZK 1,Personal,Other,Excellent,,,A,,,,,Yes,,Luka Residential s.r.o.,Luka Living Rental apartments,000
711070,"CZK 16,900",50.0573177,14.4207856,Prague - Podolí,1 bedroom with open-plan kitchen,59 m²,"CZK 3,100",Partially furnished,2,Yes,No,No,No,No,Yes,No,01. 04. 2022,172,280,180,81,167,277,67,681,458,95,"CZK 25,000",Personal,Brick building,Excellent,,,C,,,,,,,,,
689888,"CZK 11,050",49.9564,14.38078,"K Vejvoďáku, Prague - Zbraslav",4 bedroom with open-plan kitchen,150 m²,"CZK 1,950",Partially furnished,1,Yes,Yes,Yes,Yes,Yes,No,Yes,31. 03. 2022,120,"1,019","1,319","1,281",953,970,,,,,"CZK 13,000",Personal,Other,New build,,,G,,,,,,,,,
705161,"CZK 9,900",50.05716,14.44544,"Sdružení, Prague - Nusle",Studio,42 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,05. 02. 2022,316,993,46,504,172,928,349,323,"1,018",266,"CZK 15,000",Other,Brick building,Excellent,Other,Raised ground floor,G,,,Standard materials and solutions,,,,,,
518635,"CZK 14,500",50.0663273,14.4296422,Prague - Nusle,1 bedroom with open-plan kitchen,38 m²,"CZK 3,500",Furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,194,809,124,703,236,246,531,563,200,97,"CZK 14,500",Personal,Brick building,Excellent,Gas boiler,,,,,Standard materials and solutions,,,,,,
436587,"CZK 6,900",50.0835307,14.5007042,"Káranská, Prague - Malešice",Small studio,17 m²,"CZK 1,800",Furnished,1,No,No,No,No,No,No,No,23. 03. 2022,328,298,328,341,344,503,262,289,703,118,"CZK 8,700",Personal,Brick building,,,,,,,,,,,,,
630387,"CZK 13,000",50.071297,14.482002,"V Olšinách, Prague - Vršovice",Studio,32 m²,"CZK 1,000",Furnished,3,No,Yes,No,No,No,No,No,01. 05. 2022,263,407,163,275,228,332,531,427,630,192,"CZK 14,000",Personal,Brick building,Excellent,,,B,,,,,,,,,
700407,"CZK 15,000",50.13335,14.50671,"Tupolevova, Prague - Letňany",Studio,50 m²,"CZK 3,600",Partially furnished,2,No,No,No,Yes,No,Yes,No,01. 02. 2022,135,"1,092",255,417,434,571,377,269,254,419,"CZK 20,000",Personal,Prefab concrete building,New build,,,B,,,,,,,,,
711645,"CZK 19,490",49.99891944444,14.43090138888,"Provázkova, Prague - Modřany",1 bedroom with open-plan kitchen,62 m²,"CZK 2,928",Unfurnished,2,Yes,No,Yes,No,Yes,Yes,No,,207,"1,062",699,682,785,,,,,,"CZK 22,418",Personal,Brick building,New build,,,B,,,,,Yes,"CZK 22,418

                                
                                
                
i",,,
711643,"CZK 22,500",50.1010194,14.4039856,"Dr. Zikmunda Wintra, Prague - Bubeneč",2 bedroom,77 m²,"CZK 1,500",Unfurnished,5,No,No,No,No,No,No,No,01. 04. 2022,212,796,195,522,181,453,386,649,412,364,"CZK 45,000",Personal,Brick building,Excellent,,,G,,,Standard materials and solutions,,,,,,
414900,"CZK 11,500",50.1356723,14.5098273,"Bohumínská, Prague - Letňany",Studio,41 m²,"CZK 3,500",Furnished,8,No,No,No,No,No,Yes,No,01. 06. 2022,61,658,228,506,193,137,214,624,267,365,,Personal,Prefab concrete building,,,,,,,,,,,,,
552860,"CZK 15,000",50.0564933,14.5217297,Prague - Hostivař,3 bedroom,68 m²,"CZK 3,000",Partially furnished,3,No,No,No,Yes,No,Yes,No,01. 05. 2022,165,725,381,687,709,729,"1,183",986,742,156,"CZK 20,000",Personal,Prefab concrete building,Excellent,,Middle floor,,,,,,,,,,
603001,"CZK 19,500",50.092552,14.44379,"Sokolovská, Prague - Karlín",1 bedroom,45 m²,"CZK 1,000",,4,Yes,No,No,No,No,Yes,No,24. 03. 2022,113,295,84,293,18,292,279,"1,016",374,318,"CZK 20,500",Personal,Brick building,Excellent,,,B,,,,,,,,,
603006,"CZK 16,500",50.092552,14.44379,"Sokolovská, Prague - Karlín",1 bedroom,40 m²,"CZK 1,000",,4,No,No,No,No,No,Yes,No,24. 03. 2022,113,295,84,293,18,292,279,"1,016",374,318,"CZK 17,500",Personal,Brick building,Excellent,,,B,,,,,,,,,
711585,"CZK 15,000",49.98832,14.41191,"Za Sídlištěm, Prague - Komořany",1 bedroom with open-plan kitchen,50 m²,"CZK 2,000",Furnished,12,No,No,Yes,No,No,Yes,No,01. 04. 2022,416,428,430,598,,,,,,,"CZK 20,000",Personal,Prefab concrete building,Excellent,,,B,,,,,,,,,
596754,"CZK 30,000",50.053638,14.355187,"Za Zámečkem, Prague - Jinonice",3 bedroom with open-plan kitchen,130 m²,"CZK 10,000",Partially furnished,1,Yes,No,No,No,No,Yes,Yes,21. 03. 2022,376,883,245,949,420,609,461,787,"1,290",596,"CZK 79,998",Personal,Brick building,Excellent,Central heating,Raised ground floor,C,Overall,1 to 10 years years,Premium materials and solutions,,,,,,
584474,"CZK 20,000",50.093256,14.448366,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Partially furnished,5,No,No,No,No,No,Yes,No,01. 04. 2022,162,40,176,224,43,326,383,"1,357",482,87,"CZK 20,000",Cooperative,Brick building,Excellent,,,G,,,,,,,,,
108759,"CZK 10,900",50.0483486747,14.5587515831,"Boloňská, Prague - Horní Měcholupy",Studio,33 m²,"CZK 3,500",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,385,"1,033",497,"1,111",184,"1,178",346,312,823,191,"CZK 29,000",Personal,Brick building,,,,C,,,,,,,,,
680446,"CZK 72,000",50.09961,14.4244,"Ovenecká, Prague - Holešovice",5 bedroom with open-plan kitchen,234 m²,"CZK 4,000",Partially furnished,6,Yes,Yes,Yes,No,No,Yes,Yes,01. 11. 2021,69,159,85,31,97,65,326,409,498,,"CZK 144,000",Personal,Brick building,New build,Gas boiler,Top floor,C,Overall,1 to 10 years years,Premium materials and solutions,,,,,,
711451,"CZK 14,990",50.091499328613,14.344599723816,"Šumberova, Prague - Veleslavín",2 bedroom,50 m²,"CZK 4,399",,2,No,No,Yes,No,No,No,No,,239,477,189,404,409,379,278,303,784,91,"CZK 19,389",Personal,Brick building,Excellent,,,D,,,,,,"CZK 19,389

                                
                                
                
i",,,
711434,"CZK 8,490",50.10360722222,14.536865,"Šestajovická, Prague - Hloubětín",Studio,30 m²,"CZK 2,687",Furnished,1,No,No,No,No,No,Yes,No,,150,287,296,269,313,233,200,160,157,116,"CZK 11,177",Personal,Prefab concrete building,Good,,,D,,,,,,"CZK 11,177

                                
                                
                
i",,,
711385,"CZK 12,000",50.08213,14.50473,"Tuchorazská, Prague - Malešice",2 bedroom,53 m²,"CZK 5,000",Partially furnished,2,Yes,No,No,No,No,Yes,No,01. 04. 2022,131,418,327,375,260,461,558,482,"1,013",97,"CZK 20,000",Cooperative,Prefab concrete building,Good,,,G,,,,,,,,,
576400,"CZK 15,500",50.0467273,14.4155653,"Dvorecké náměstí, Prague - Podolí",1 bedroom,48 m²,"CZK 3,250",Unfurnished,2,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,41,"1,452",92,"1,336",43,"1,318","1,428",503,674,,"CZK 20,000",Personal,Brick building,Excellent,Gas boiler,Middle floor,C,Overall,,Standard materials and solutions,,,,,,
711365,"CZK 11,000",50.05329,14.51103,"Mikanova, Prague - Záběhlice",Studio,35 m²,"CZK 2,900",Furnished,1,Yes,No,No,No,Yes,Yes,Yes,01. 04. 2022,149,799,789,841,570,795,836,842,"1,216",326,"CZK 35,000",Personal,Brick building,Excellent,,Middle floor,G,,10 to 30 years years,Standard materials and solutions,,,,,,
710836,"CZK 12,200",50.05346,14.34362,"Blattného, Prague - Stodůlky",1 bedroom with open-plan kitchen,45 m²,"CZK 1,300",Partially furnished,6,No,No,No,No,No,No,No,01. 04. 2022,335,552,309,598,390,274,281,222,"1,303",210,"CZK 8,000",Personal,Prefab concrete building,Excellent,,,C,,,,,,,,,
413102,"CZK 4,000",50.0842092,14.5135598,Prague - Malešice,Studio,24 m²,"CZK 2,000",Furnished,2,Yes,No,No,No,No,No,No,12. 05. 2021,254,"1,034",373,992,265,395,869,995,313,78,"CZK 6,000",Personal,Prefab concrete building,,,,,,,,,,,,,
711361,"CZK 18,990",50.10032583333,14.42747916666,"Heřmanova, Prague - Holešovice",1 bedroom with open-plan kitchen,48 m²,"CZK 4,098",Furnished,3,Yes,No,Yes,No,No,Yes,No,,143,403,32,72,15,197,339,176,434,,"CZK 23,088",Personal,Brick building,Good,,,F,,,,,,"CZK 23,088

                                
                                
                
i",,,
31263,CZK 1,50.1115724,14.4775255,Prague - Libeň,3 bedroom,70 m²,CZK 1,Furnished,,No,No,No,No,No,No,No,26. 02. 2021,207,"1,286",438,977,150,622,756,"1,018",699,41,"CZK 14,996",Personal,Brick building,Good,Gas boiler,Ground floor,,,,Standard materials and solutions,,,,,,
697090,"CZK 18,000",50.03557,14.48806,"Koštířova, Prague - Chodov",1 bedroom with open-plan kitchen,82 m²,"CZK 3,900",Partially furnished,4,Yes,Yes,No,Yes,Yes,Yes,No,24. 01. 2022,466,767,175,601,371,567,857,962,704,346,"CZK 18,000",Personal,Brick building,Good,Gas boiler,Top floor,C,Overall,10 to 30 years years,Standard materials and solutions,,,,,,
597290,"CZK 17,500",50.004403,14.412311,"Ke Zvonici, Prague - Modřany",2 bedroom,56 m²,"CZK 1,000",Partially furnished,2,No,No,No,No,No,No,No,03. 03. 2020,382,491,624,585,584,311,537,452,"1,088",87,"CZK 35,000",Personal,Brick building,Excellent,Gas boiler,Middle floor,G,Interior,,,,,,,,
289499,"CZK 15,000",50.1014248,14.4494149,"Tusarova, Prague - Holešovice",2 bedroom,63 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,71,334,187,202,113,9,263,225,368,177,,Cooperative,Brick building,Good,Other,Middle floor,G,Exterior,,,,,,,,
711232,"CZK 18,700",50.07588,14.46436,"Šrobárova, Prague - Vinohrady",1 bedroom with open-plan kitchen,52 m²,"CZK 3,800",Furnished,6,No,Yes,No,No,No,Yes,No,01. 07. 2022,342,263,189,370,70,430,312,501,191,342,"CZK 20,000",Personal,Brick building,Excellent,,,A,,,,,,,,,
590073,"CZK 15,000",50.05776,14.508555,"Jahodová, Prague - Záběhlice",2 bedroom,55 m²,"CZK 4,000",Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 05. 2022,220,610,184,469,274,"1,015",181,293,"1,212",78,"CZK 30,000",Personal,Prefab concrete building,Excellent,District heating,,B,Overall,,,,,,,,
571823,"CZK 11,500",50.0625659,14.4455431,"Rostislavova, Prague - Nusle",2 bedroom,39 m²,CZK 800,Partially furnished,1,No,No,No,No,No,No,No,30. 08. 2019,137,674,173,377,152,420,562,699,734,607,"CZK 11,500",Personal,Brick building,,,,G,,,,,,,,,
705140,"CZK 10,500",50.06256,14.44555,"Rostislavova, Prague - Nusle",Studio,38 m²,CZK 800,Partially furnished,1,No,No,No,No,No,No,No,04. 02. 2022,136,675,172,378,151,421,563,699,733,606,"CZK 11,500",Personal,Brick building,Excellent,,,G,,,,,,,,,
708392,"CZK 12,000",50.09870265,14.434113817606,Prague - Holešovice,Studio,27 m²,"CZK 2,500",Partially furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,83,843,18,53,67,114,138,"1,337",311,511,"CZK 12,000",Personal,Brick building,Excellent,Central heating,Middle floor,G,,,,,,,,,
202467,"CZK 13,500",50.1312109,14.4961073,"Desenská, Prague - Střížkov",1 bedroom with open-plan kitchen,44 m²,"CZK 2,700",Furnished,3,No,No,No,No,No,No,No,01. 06. 2022,646,"1,092",301,"1,068",898,804,591,688,"1,485",219,"CZK 27,000",Personal,Brick building,New build,Other,Attic,,,1 to 10 years years,Standard materials and solutions,30 m²,Yes,,,,
711207,"CZK 59,000",50.0933738,14.5045538,"Učňovská, Prague - Hrdlořezy",2 bedroom with open-plan kitchen,129 m²,"CZK 7,000",Furnished,6,No,Yes,Yes,No,Yes,Yes,No,01. 04. 2022,479,974,595,"1,324",600,642,830,753,"1,382",369,"CZK 118,000",Personal,Other,New build,,,B,,,,,,,,,
706779,"CZK 10,000",50.05744,14.44172,"Na Veselí, Prague - Nusle",Studio,30 m²,CZK 300,Furnished,1,No,No,Yes,No,Yes,No,No,28. 02. 2022,93,"1,160",310,788,288,706,484,459,690,203,"CZK 30,000",Personal,Brick building,Excellent,Gas boiler,Raised ground floor,E,Interior,1 to 10 years years,Standard materials and solutions,,,,,,
711176,"CZK 12,000",50.06164,14.44968,"Kloboučnická, Prague - Nusle",1 bedroom,42 m²,"CZK 5,700",Furnished,5,No,Yes,No,No,No,Yes,No,23. 03. 2022,157,987,250,451,154,626,478,416,895,432,"CZK 12,000",Personal,Brick building,Excellent,Other,Top floor,G,Interior,over 50 years years,Standard materials and solutions,,,,,,
534157,"CZK 14,000",50.1066786,14.44678,"Poupětova, Prague - Holešovice",1 bedroom with open-plan kitchen,55 m²,"CZK 3,000",Partially furnished,3,Yes,No,No,No,No,No,No,01. 05. 2022,145,365,209,378,122,255,334,722,311,261,"CZK 17,000",Personal,Brick building,Excellent,Gas boiler,,B,,,,,,,,,
710582,"CZK 22,000",50.07464,14.39318,"Švédská, Prague - Smíchov",3 bedroom,93 m²,CZK 650,Partially furnished,3,Yes,No,No,No,No,No,No,16. 03. 2022,236,"1,156",101,897,540,851,483,763,"1,254",626,"CZK 20,000",Personal,Brick building,Good,,,G,,,,,,,,,
711085,"CZK 15,000",50.03172,14.53492,"Janouchova, Prague - Háje",1 bedroom with open-plan kitchen,45 m²,"CZK 4,500",Furnished,7,No,No,Yes,No,No,Yes,No,21. 03. 2022,40,287,311,329,271,581,375,222,631,156,"CZK 20,000",Personal,Prefab concrete building,Excellent,,,D,,,,,,,,,
670411,"CZK 12,500",50.1298884,14.4204672,"Poznaňská, Prague - Bohnice",Studio,47 m²,"CZK 3,800",Partially furnished,11,No,No,Yes,No,No,Yes,No,01. 01. 1970,189,640,372,242,,,,,,,"CZK 15,000",Personal,Prefab concrete building,,District heating,,C,Overall,,Premium materials and solutions,,,,,,
561837,"CZK 13,000",50.0290466,14.5305879,"Mnichovická, Prague - Háje",1 bedroom with open-plan kitchen,41 m²,"CZK 3,000",Partially furnished,11,No,No,No,No,No,Yes,No,01. 04. 2022,254,593,117,280,345,406,382,271,466,165,"CZK 16,000",Personal,Prefab concrete building,,,,A,,,,,,,,,
710517,"CZK 14,500",50.06583,14.45058,"Vršovická, Prague - Vršovice",1 bedroom with open-plan kitchen,47 m²,CZK 600,Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,175,435,132,543,147,279,411,421,188,593,"CZK 14,500",Personal,Brick building,Excellent,Gas boiler,Middle floor,G,Interior,,,,,,,,
694966,"CZK 14,000",50.0123751,14.4000073,"Vrátnická, Prague - Modřany",Studio,42 m²,"CZK 2,500",Partially furnished,1,Yes,Yes,Yes,No,Yes,Yes,No,31. 03. 2022,197,"1,078",373,"1,322",740,"1,383","1,378",662,,,"CZK 33,000",Personal,Brick building,New build,Central heating,Ground floor,A,,1 to 10 years years,,26 m²,Yes,,,,
