Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Heating,Floor space,Fully furnished,Condition,Ownership,EPC,Reconstruction,Balcony,Parking,Cellar,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Age,Designe,Enclosed balcony,Domácí mazlíčci vítáni,Terrace,Garage,New-build,Administrative fee
"CZK 39,000","CZK 13,000",,728062,2 bedroom,11/5/2022,7,,,92 m²,Fully furnished,,,,,1.0,,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,1.0,,,
"CZK 22,493","CZK 7,497",,732113,Studio,11/1/2022,3,,,30 m²,Fully furnished,,,,,,,,1.0,258.66,685.78,233.92,407.82,154.16,415.37,547.3,506.41,132.73,464.34,"V Háji, Prague - Holešovice",50.1013638,14.4546402,,,,,,1.0,,
"CZK 33,675","CZK 11,225",,731240,1 bedroom,10/22/2022,2,,,30 m²,Fully furnished,,,,,,,,1.0,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,
"CZK 26,800","CZK 5,800","CZK 53,600",740908,2 bedroom,10/1/2022,3,Brick,,86 m²,Partly,Very good,,C,,1.0,,1.0,,106.58,840.21,190.06,629.86,175.31,628.2,442.81,310.3,592.93,191.53,Prague - Vršovice,50.0726,14.4617,,,,,1.0,,,
"CZK 14,500","CZK 3,900","CZK 29,000",736222,Studio,9/12/2022,4,Prefab concrete,,36 m²,Partly,Very good,,G,,,,,,112.71,1186.18,101.83,1028.19,56.44,779.74,433.23,768.44,926.9,143.6,Prague - Karlín,50.09687,14.46518,,,,,1.0,,,
"CZK 27,000","CZK 9,000",,732124,1 bedroom,11/1/2022,1,,,36 m²,Fully furnished,,,,,1.0,,,,241.61,1008.07,337.84,676.78,180.71,627.3,876.02,1008.48,488.31,192.83,"Sanderova, Prague - Holešovice",50.104936,14.458846,,,,,1.0,,,
"CZK 60,000","CZK 20,000",,717694,2+kk,10/2/2022,3,,,,Fully furnished,,,,,,,,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,
"CZK 39,600","CZK 13,200",,717648,2+kk,10/28/2022,2,,,46 m²,Fully furnished,,,,,,,,,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,
"CZK 74,813","CZK 24,937",,740299,4+1,11/13/2022,3,,,136 m²,Fully furnished,,,,,,,,1.0,305.35,603.07,123.44,366.02,52.59,406,368.79,628.46,396.1,92.23,"Betlémská, Prague - Staré Město",50.0837893,14.416317,,,,,,,,
"CZK 19,800","CZK 6,600",,735462,3+1,10/19/2022,5,,,90 m²,Fully furnished,,,,,,,,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,
"CZK 51,656","CZK 17,219",,728895,2 bedroom,10/6/2022,4,,,60 m²,Fully furnished,,,,,,,,1.0,110.1,392.87,177.02,129.22,79.72,168.29,299.92,497.22,273.67,349.66,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,,,,
"CZK 27,004","CZK 9,001",,728696,2+kk,10/4/2022,5,,,45 m²,Fully furnished,,,,,,,,,120.02,538.45,85.43,335.62,47.85,333.62,182.79,195.16,543.36,341.26,"Lípová, Prague - Nové Město",50.0747395,14.424046,,,,,,,,
"CZK 37,500","CZK 12,500",,740295,2+kk,11/11/2022,4,,,60 m²,Fully furnished,,,,,,,,1.0,239.73,541.75,45.52,270.79,35.61,285.18,465.63,625.46,639.52,581.38,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,
"CZK 37,500","CZK 12,500",,730647,Studio,9/26/2022,2,,,40 m²,Fully furnished,,,,,1.0,,,,87.49,353.69,89.13,198.59,58.79,391.02,424.91,274.28,259.74,601.22,"Zborovská, Prague - Smíchov",50.0730353,14.4083714,,,,,1.0,,,
"CZK 32,400","CZK 10,800",,740293,2 bedroom,10/1/2022,5,,,65 m²,Fully furnished,,,,,,,,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,
"CZK 48,645","CZK 16,215",,732720,3+1,9/22/2022,2,,,55 m²,Fully furnished,,,,,,,,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,
"CZK 24,728","CZK 8,242",,731157,Studio,10/24/2022,3,,,30 m²,Fully furnished,,,,,,,,1.0,99.26,361.63,490.78,556.87,427.65,345.52,452.0,519.02,404.9,293.38,"Olšanská, Prague - Žižkov",50.0830187,14.4654473,,,,,,1.0,,
"CZK 16,300","CZK 2,500","CZK 31,000",740904,1 bedroom,11/1/2022,2,Brick,Electric boiler,35 m²,Partly,Very good,,,Interior,,,1.0,1.0,80.09,644.56,163.7,463.01,139.89,580.56,391.87,598.77,329.88,180.06,Prague - Vysočany,50.11044,14.50844,Over 50 years,Standard,,,,,,
"CZK 21,500",CZK 0,"CZK 25,000",736216,Small studio,9/12/2022,2,Brick,,40 m²,Fully furnished,Very good,,G,,,1.0,1.0,1.0,188.61,665.38,138.31,582.02,12.68,635.95,359.43,352.67,364.12,161.68,Prague - Vršovice,50.07099,14.44582,,,,,,1.0,1.0,
"CZK 12,700","CZK 1,700","CZK 20,000",697041,Studio,1/1/2022,3,Brick,Central,35 m²,Unfurnished,Good,Personal,D,Complete,,,,1.0,146.95,1516.04,82.45,1034.06,184.59,543.01,271.56,795.82,561.32,143.76,"Braunerova, Prague - Libeň",50.11317,14.47535,10 to 30 years,Standard,,,,,,
"CZK 24,746","CZK 2,746","CZK 48,000",729276,2+kk,10/1/2022,3,Brick,,67 m²,Fully furnished,Very good,,G,,1.0,1.0,,1.0,111.04,906.67,54.66,823.1,19.22,367.11,296.48,265.97,89.92,140.7,Prague - Břevnov,50.08491,14.37892,,,,,,,,
"CZK 27,000","CZK 6,820","CZK 40,000",735489,2+kk,9/18/2022,3,Brick,,57 m²,Fully furnished,New-build,Personal,B,,,,1.0,1.0,372.2,1186.23,751.01,1390.52,180.6,1087.12,919.65,1229.04,105.92,333.17,Prague - Střešovice,50.0945,14.36816,,,1.0,,,1.0,1.0,
"CZK 36,675","CZK 12,225",,731158,2+kk,10/24/2022,2,,,55 m²,Fully furnished,,,,,,,,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,
"CZK 13,500","CZK 4,500","CZK 25,000",740371,2+kk,11/1/2022,3,Prefab concrete,,46 m²,Partly,Very good,,G,,,,1.0,1.0,271.13,822.14,255.41,3242.16,336.23,607.79,545.94,2194.8,1617.83,715.97,Prague - Písnice,50.00343,14.46142,,,,,,,,
"CZK 19,000","CZK 4,500","CZK 25,000",682392,2+kk,9/18/2022,6,Brick,,57 m²,Partly,Very good,Personal,G,Complete,,,,1.0,185.73,568.17,158.58,350.06,210.16,318.32,415.22,779.92,428.0,386.65,"Svatoslavova, Prague - Nusle",50.0617576,14.4436839,Over 50 years,Standard,,,,,,
"CZK 23,500","CZK 3,500","CZK 27,000",246363,2+kk,11/1/2022,4,Brick,Gas boiler,64 m²,Fully furnished,Very good,Personal,G,Interior,,,,1.0,445.68,383.8,153.32,598.7,231.91,394.35,94.28,421.47,659.65,331.65,"Pernerova, Prague - Karlín",50.0899848,14.4491976,Up to 10 years,Luxurious,,,,,,
"CZK 12,400","CZK 3,700","CZK 15,000",420128,Small studio,11/1/2022,5,Brick,Central,21 m²,Partly,,Personal,,Interior,,,1.0,,547.01,459.9,413.44,1625.07,241.32,1159.89,461.89,421.54,424.59,220.06,"Za Hládkovem, Prague - Střešovice",50.0889422,14.3834582,30 - 50 years,Standard,,,1.0,,,
"CZK 27,500","CZK 2,500","CZK 30,000",740869,2+kk,10/1/2022,6,Brick,,80 m²,Partly,Very good,,G,,,,1.0,1.0,76.46,1107.89,147.24,346.66,213.11,540.3,323.99,810.87,580.16,920.59,Prague - Holešovice,50.10095,14.4371,,,,,,,,
"CZK 11,000","CZK 2,500","CZK 20,000",558580,Studio,10/1/2022,2,Brick,Central,32 m²,Partly,,,,,,,,,373.21,1008.33,345.05,695.97,340.31,423.14,423.27,736.47,111.65,176.35,Prague - Libeň,50.1102035,14.4760865,,,,,,,,
"CZK 15,500","CZK 1,500","CZK 17,000",669807,Small studio,6/24/2021,1,Brick,Electric boiler,32 m²,Fully furnished,Very good,Personal,B,Complete,,,,,271.61,407.23,162.15,824.81,228.81,286.75,544.45,427.44,625.13,192.06,"V Olšinách, Prague - Vršovice",50.07122,14.48201,,,,,,,,
"CZK 14,500","CZK 5,500","CZK 30,000",520175,2 bedroom,10/1/2022,2,Prefab concrete,Distance,51 m²,,Good,Personal,,,,,1.0,1.0,578.8,1553.35,752.62,1394.07,269.41,785.03,606.42,1201.42,1517.01,120.66,"Vodnická, Prague - Újezd u Průhonic",50.0215911,14.5257973,10 to 30 years,Standard,1.0,,,,,
"CZK 21,529","CZK 1,366","CZK 22,900",740659,2 bedroom,9/12/2022,1,Other,,40 m²,,Good,Personal,,,,,,,204.37,904.66,10.86,581.29,182.35,473.73,416.59,275.75,281.31,344.57,"Biskupcova, Prague - Žižkov",50.0911605,14.4802851,,,,,,,,"CZK 3,229"
"CZK 23,490","CZK 5,373","CZK 28,863",740855,3+kk,9/20/2022,2,Prefab concrete,,76 m²,Unfurnished,Very good,Cooperative,G,,1.0,,,1.0,151.97,883.72,585.3,933.79,589.81,914.64,518.63,217.0,792.6,57.54,"V zápolí, Prague - Michle",50.04956055555,14.46571722222,,,,,,,,"CZK 28,863"
"CZK 13,650","CZK 4,034","CZK 25,000",736170,Studio,10/15/2022,8,Brick,,44 m²,Partly,Very good,,B,,1.0,,,,79.4,863.8,384.81,1183.67,250.36,286,278.16,798.55,93.98,256.66,Prague - Záběhlice,50.05582,14.49291,,,,1.0,,,,
"CZK 17,000","CZK 2,900","CZK 20,000",720257,Studio,10/1/2022,2,Brick,Central,34 m²,Fully furnished,Very good,,B,Complete,,,,,226.24,190.13,468.45,1707.36,162.58,1210.63,353.69,249.01,567.5,331.26,Prague - Střešovice,50.08844,14.38422,10 to 30 years,Luxurious,,,1.0,,,
"CZK 19,000","CZK 3,000","CZK 19,000",736167,2+kk,9/11/2022,4,Other,,62 m²,Fully furnished,Good,,G,,,,,1.0,236.12,1109.92,250.41,408.38,297.61,371.55,424.12,636.14,451.49,184.56,Prague - Žižkov,50.09176,14.47078,,,,1.0,,,,
"CZK 32,000","CZK 8,700","CZK 64,000",615596,3+kk,10/1/2022,1,Brick,Gas boiler,70 m²,Fully furnished,New-build,Personal,D,Complete,,,,1.0,208.11,638.18,179.69,194.68,163.23,152.57,309.4,135.74,472.95,431.05,"Sudoměřská, Prague - Žižkov",50.08139,14.45833,Up to 10 years,Luxurious,,,1.0,,,
"CZK 18,000","CZK 6,000","CZK 18,000",740455,2+kk,11/1/2022,6,Prefab concrete,,40 m²,Partly,Very good,,G,,,1.0,1.0,1.0,317.33,1055.83,319.91,994.2,511.31,589.65,249.0,153.79,171.13,150.28,Prague - Střížkov,50.12238,14.48598,,,,,,,,
"CZK 21,500","CZK 4,500","CZK 21,500",545806,2+kk,11/1/2022,1,Brick,,45 m²,Fully furnished,Very good,Personal,C,Complete,,,,1.0,140.26,422.02,64.13,210.61,88.43,350.09,387.62,365.04,350.84,313.21,"Malešická, Prague - Žižkov",50.0869231,14.468838,,Luxurious,,,,,,
"CZK 17,500","CZK 3,692","CZK 22,000",736159,2+kk,9/18/2022,2,Brick,,49 m²,Fully furnished,New-build,,B,,,1.0,,1.0,186.56,1673.65,357.52,1785.95,374.33,363.41,914.28,497.1,1217.46,128.98,Prague - Hostivař,50.04464,14.51424,,,1.0,,,,1.0,
"CZK 19,500","CZK 5,365","CZK 39,000",711808,2+kk,10/1/2022,6,Brick,,49 m²,Fully furnished,New-build,Personal,B,,1.0,1.0,1.0,1.0,47.78,826.64,80.43,845.07,369.97,226.1,585.05,391.79,530.72,483.78,"Lehovecká, Prague - Hloubětín",50.1079,14.54644,,,,,,1.0,,
"CZK 19,000","CZK 4,500","CZK 40,000",732644,1 bedroom,9/19/2022,2,Brick,Electric boiler,45 m²,Partly,Very good,Personal,,Complete,1.0,1.0,,,410.17,1507.76,969.35,1170.81,576.77,1063.58,847.57,749.16,600.77,554.81,Prague - Košíře,50.06701,14.35662,Over 50 years,Standard,,,,,,
"CZK 18,900","CZK 2,500","CZK 20,000",617859,2+kk,10/1/2022,1,Brick,,67 m²,Partly,Very good,Personal,C,Complete,,,,,154.34,430.86,85.42,317.28,40.01,296.07,3.5,332.81,125.75,134.0,"Náměstí Jiřího Z Lobkovic, Prague - Vinohrady",50.076683,14.468127,Up to 10 years,Luxurious,,,,,,
"CZK 18,250","CZK 1,500","CZK 19,750",720582,1 bedroom,10/1/2022,2,Brick,,34 m²,Fully furnished,Good,,G,Bathroom unit,,,,,394.31,376.95,228.04,349.35,34.98,624.43,381.88,610.55,688.95,233.34,Prague - Malá Strana,50.08608290623,14.407474153125,Over 50 years,Standard,,1.0,,,,
"CZK 13,000","CZK 3,500","CZK 26,000",732298,Small studio,10/1/2022,5,Brick,,27 m²,Unfurnished,Good,,G,,,,,,300.2,346.13,242.74,505.67,74.26,511.17,211.23,158.33,185.85,232.99,Prague - Vinohrady,50.07635,14.46516,,,,,,,,
"CZK 12,900","CZK 2,000","CZK 8,400",518830,Studio,9/17/2022,1,Brick,Gas boiler,16 m²,Partly,Very good,Personal,,Complete,,,,,363.46,258.54,126.12,285.48,117.52,279.33,160.1,216.5,295.22,467.37,"Vlkova, Prague - Žižkov",50.0839945,14.4485314,Up to 10 years,Luxurious,,,1.0,,,
"CZK 13,500","CZK 4,500","CZK 18,000",470838,2 bedroom,10/1/2022,11,Prefab concrete,,52 m²,Partly,,Cooperative,,,,1.0,1.0,1.0,259.13,1373.65,188.7,1390.35,537.41,149.19,307.46,548.31,804.35,238.4,"Zárubova, Prague - Kamýk",50.0143104,14.4355489,,,,,,,,
"CZK 22,000","CZK 7,000","CZK 20,000",740829,3+1,10/1/2022,1,Brick,,65 m²,Unfurnished,Very good,Personal,C,,,,1.0,,95.85,1375.47,143.54,1378.65,486.53,1459.37,731.38,629.77,857.12,623.77,Prague - Braník,50.04355,14.42459,,,1.0,,,,,
"CZK 15,500",CZK 133,"CZK 31,000",740156,Studio,11/9/2022,9,Other,,31 m²,Unfurnished,Very good,,A,,1.0,1.0,1.0,1.0,,,,,,,,,,,Prague - Stodůlky,50.04595,14.32223,,,,,,,1.0,
"CZK 19,800",CZK 133,"CZK 39,600",740163,2+kk,11/17/2022,3,Other,,49 m²,Unfurnished,Very good,,A,,1.0,1.0,1.0,1.0,,,,,,,,,,,Prague - Stodůlky,50.04595,14.32223,,,,,,,1.0,
"CZK 21,700",CZK 133,"CZK 43,399",740175,2 bedroom,11/11/2022,11,Other,,42 m²,Fully furnished,Very good,,A,,,1.0,1.0,1.0,,,,,,,,,,,Prague - Stodůlky,50.04595,14.32223,,,,,,,1.0,
"CZK 17,000","CZK 5,500","CZK 34,000",422289,3+kk,9/1/2022,1,Prefab concrete,Central,62 m²,Partly,Very good,Cooperative,,Interior,,,,,349.4,572.95,463.03,504.55,608.98,829.85,376.29,223.35,863.97,146.24,"Borošova, Prague - Háje",50.0303216,14.5380942,,Standard,1.0,,,,,
"CZK 11,990",CZK 0,"CZK 5,000",613404,Small studio,9/11/2022,1,Brick,Gas boiler,18 m²,Fully furnished,Good,Personal,G,Interior,,,,,153.14,505.33,91.47,187.05,15.88,379.79,532.9,338.15,323.61,703.92,"Na Bělidle, Prague - Smíchov",50.071815,14.406029,,Standard,,,,,,
"CZK 9,500","CZK 3,500","CZK 15,000",233679,Studio,10/1/2022,1,Brick,Electric boiler,26 m²,Unfurnished,,Personal,,,,,,,324.39,1223.07,550.75,1160.08,265.26,926.24,647.58,929.38,339.95,445.52,"Cukrovarnická, Prague - Střešovice",50.094406,14.3743334,Over 50 years,Standard,,,,,,
"CZK 27,000","CZK 4,500","CZK 27,000",650956,3+kk,11/1/2022,2,Other,Distance,92 m²,Partly,Very good,Personal,C,,,1.0,1.0,1.0,244.33,917.86,160.8,1025.44,297.16,974.62,189.3,478.74,1551.8,165.65,"Kytlická, Prague - Prosek",50.125208,14.507475,Up to 10 years,,1.0,,,1.0,1.0,
"CZK 20,000","CZK 4,300","CZK 20,000",736135,2 bedroom,9/11/2022,3,Brick,,64 m²,Partly,Very good,,G,,,,1.0,,362.63,286.52,102.7,322.99,130.28,112.57,190.73,573.85,1253.21,319.82,Prague - Vokovice,50.09553,14.35921,,,,1.0,,,,
"CZK 19,500","CZK 4,500","CZK 50,000",617069,2 bedroom,11/1/2020,5,Brick,Gas boiler,67 m²,Unfurnished,Very good,Personal,G,Complete,,,,,228.14,583.81,118.21,272.29,4.57,92.92,188.84,737.14,215.8,175.76,"Mařákova, Prague - Dejvice",50.098672,14.403115,Up to 10 years,Luxurious,,,,1.0,,
"CZK 12,000","CZK 5,000","CZK 12,000",740066,Studio,9/13/2022,3,Brick,,33 m²,Partly,Very good,,G,Complete,,,1.0,,429.59,654.83,143.72,975.57,351.62,416.14,603.04,603.04,451.23,424.94,Prague - Strašnice,50.06949,14.4829,,,,,,,,
"CZK 20,000","CZK 4,234","CZK 60,000",740652,3+1,9/15/2022,5,Prefab concrete,Central,69 m²,Fully furnished,Very good,Personal,C,Complete,,,,1.0,154.43,1201.2,181.82,1139.58,270.26,451.99,261.69,222.9,229.57,170.87,Prague - Střížkov,50.12406,14.48501,,Standard,1.0,,,,,
"CZK 11,900","CZK 1,000","CZK 25,800",740770,2+kk,10/1/2022,2,Brick,,52 m²,Unfurnished,Good,Personal,G,,,,,1.0,242.77,1353.2,303.92,1027.74,365.0,863.48,304.09,1008.73,1292.99,1118.85,Prague - Vysočany,50.10127,14.50541,,,,,,,,
"CZK 14,000","CZK 2,000","CZK 22,000",193968,2+kk,9/19/2022,2,Brick,Other,37 m²,Partly,New-build,Personal,,Complete,,1.0,1.0,,260.37,593.44,354.2,454.37,98.43,500.65,399.67,396.04,435.81,266.96,"Pod Jarovem, Prague - Žižkov",50.08913137914,14.487062352387,Up to 10 years,,,,,1.0,1.0,
"CZK 29,000","CZK 6,700","CZK 43,500",740804,2 bedroom,9/16/2022,4,Brick,,71 m²,Partly,Very good,Personal,G,,,,,1.0,182.77,372.12,98.04,216.48,79.46,216.82,582.62,621.52,236.07,257.26,Prague - Holešovice,50.10463,14.45263,,,,1.0,,,,
"CZK 14,500","CZK 4,500","CZK 38,000",681593,Studio,10/1/2022,3,Other,Central,22 m²,Fully furnished,Very good,Personal,,Interior,,1.0,1.0,1.0,192.97,681.32,168.5,100.72,76.61,170.2,167.76,242.3,235.36,148.39,"Hálkova, Prague - Nové Město",50.0763,14.42761,,Standard,,1.0,,,,
"CZK 14,000","CZK 2,927","CZK 30,000",727527,Studio,9/23/2022,2,Brick,,32 m²,Unfurnished,Good,Personal,E,Interior,,,1.0,1.0,134.1,1231.17,484.46,487.91,0.66,491.14,797.02,376.04,364.68,547.87,"5. května, Prague - Nusle",50.05624815,14.43716165,,Standard,,,,,,
"CZK 21,990","CZK 2,181","CZK 24,171",740790,3+1,9/20/2022,3,Prefab concrete,,73 m²,Unfurnished,Very good,Personal,B,,1.0,,,1.0,26.99,405.1,124.86,515.68,220.14,375.91,316.83,445.76,397.01,161.74,"Ostromečská, Prague - Žižkov",50.08718638888,14.46056388888,,,,,,,,"CZK 24,171"
"CZK 18,000","CZK 9,000","CZK 36,000",740787,2+kk,10/15/2022,2,Other,,53 m²,Partly,New-build,,B,,1.0,,1.0,1.0,226.62,1165.68,327.76,1104.05,781.01,764.79,144.63,511.4,692.84,297.16,Prague - Prosek,50.11963,14.48566,,,,,,1.0,1.0,
"CZK 16,500","CZK 2,500","CZK 32,000",713897,1 bedroom,10/1/2022,9,Prefab concrete,Distance,38 m²,Fully furnished,Good,Personal,G,,,,,1.0,259.03,728.41,87.75,566.92,184.32,653.22,234.41,180.43,379.43,149.88,"Horáčkova, Prague - Krč",50.04672,14.43545,,,1.0,,,,,
"CZK 32,500","CZK 2,500","CZK 32,500",740781,4+1,9/16/2022,2,Brick,Electric boiler,125 m²,Partly,Very good,Personal,G,,,1.0,1.0,,245.49,324.34,443.7,957.46,358.12,444.67,207.73,1127.25,404.03,338.04,Prague - Radotín,49.98364,14.35419,,Standard,,1.0,,1.0,,
"CZK 17,000","CZK 4,750","CZK 25,000",736115,2+kk,10/1/2022,2,Prefab concrete,,44 m²,Partly,Very good,,G,,,,,1.0,169.16,1348.13,483.03,1114.07,235.3,1345.54,1083.35,660.09,816.23,272.89,Prague - Braník,50.04099,14.42687,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 30,000",662820,Studio,10/1/2022,1,Brick,,43 m²,Partly,New-build,Personal,G,,1.0,,1.0,1.0,426.71,1033.48,242.4,1012.54,635.67,576.3,533.04,449.67,1259.73,70.72,"Zakšínská, Prague - Střížkov",50.13041,14.49516,,,,,,1.0,,
"CZK 18,000","CZK 5,000","CZK 23,000",736114,2+kk,9/11/2022,2,Brick,,60 m²,Unfurnished,Very good,,G,,,,,,120.54,1414.18,754.5,1053.65,193.15,897.35,406.15,456.15,375.65,222.29,Prague - Prosek,50.11591,14.48947,,,,,,,,
"CZK 17,000","CZK 1,500","CZK 18,000",284832,2+kk,9/2/2022,2,Brick,Electric boiler,44 m²,Fully furnished,Very good,Personal,,Complete,,,,1.0,64.92,71.53,94.68,69.92,50.1,185.05,328.76,618.3,494.6,269.47,"Bělehradská, Prague - Nusle",50.065139,14.4397002,Up to 10 years,Standard,,1.0,,,,
"CZK 16,814","CZK 4,000","CZK 33,628",736112,2+kk,10/1/2022,9,Prefab concrete,,53 m²,Partly,Good,,C,,,1.0,1.0,1.0,448.98,1037.24,116.71,1528.91,131.44,792.15,534.77,123.73,510.12,158.04,Prague - Háje,50.0383,14.5148,,,1.0,,,,,
"CZK 22,990","CZK 2,500","CZK 25,000",455181,3+kk,10/1/2022,4,Brick,,100 m²,Partly,,Personal,,,,1.0,,,92.0,311.29,92.67,91.73,15.68,54.71,375.6,680.19,587.48,437.71,"Čestmírova, Prague - Nusle",50.0643449,14.4422605,,,,,1.0,,,
"CZK 9,500",CZK 600,"CZK 9,500",740766,Studio,9/16/2022,2,Brick,,26 m²,Partly,Very good,,G,,,,,,178.14,878.55,72.65,592.97,166.66,447.63,428.28,264.23,269.79,333.05,Prague - Žižkov,50.09144,14.48046,,,,,,,,
"CZK 15,000","CZK 4,995","CZK 19,500",550996,2+kk,10/1/2022,3,Brick,Distance,53 m²,Partly,New-build,Personal,B,,1.0,,1.0,1.0,117.14,1171.45,549.24,1193.78,821.88,1098.3,1101.56,1133.11,1023.21,358.57,"Saarinenova, Prague - Hloubětín",50.10775255,14.52682915,Up to 10 years,,,,,,1.0,
"CZK 40,000","CZK 10,000","CZK 50,000",736109,5+kk,9/11/2022,1,Brick,Distance,130 m²,Unfurnished,Very good,,G,Complete,,,,1.0,67.1,196.96,125.57,1122.44,61.09,957.38,169.07,566.2,449.35,192.09,Prague - Hlubočepy,50.02866,14.36628,,,,,1.0,1.0,,
"CZK 16,000","CZK 4,800","CZK 25,000",713260,2+kk,10/1/2022,4,Brick,Gas boiler,47 m²,Fully furnished,Very good,Personal,G,,,,,1.0,229.2,309.17,108.89,100.72,25.31,205.44,309.96,539.76,280.22,254.91,"Kyjevská, Prague - Bubeneč",50.0995426,14.3993071,,Standard,,,,,,
"CZK 17,000","CZK 3,600","CZK 15,000",476614,2+kk,10/1/2022,1,Other,,68 m²,Partly,,Personal,B,,1.0,,1.0,1.0,129.45,835.62,1.23,1969.68,88.84,789.46,493.02,1038.93,849.89,402.34,"Pelušková, Prague - Kyje",50.1090415,14.5576199,,,,,1.0,1.0,,
"CZK 13,000",CZK 0,"CZK 15,000",740743,1 bedroom,10/1/2022,3,Brick,,33 m²,Unfurnished,Very good,,G,,,,,1.0,8.03,741.11,15.85,184.5,51.87,143.24,305.33,864.05,77.95,411.87,Prague - Dejvice,50.09823,14.40512,,,,1.0,,,,
"CZK 12,500",CZK 600,"CZK 12,500",520204,Studio,9/16/2022,5,Brick,Electric boiler,20 m²,Partly,,Personal,,,,,,,172.71,932.23,143.93,381.62,49.0,314.45,235.06,275.0,282.85,68.91,"Na Výtoni, Prague - Nové Město",50.0684511,14.4165468,,,,,,,,
"CZK 14,600",CZK 0,"CZK 15,000",740732,2+kk,9/16/2022,2,Brick,,45 m²,Partly,Very good,,C,,,,1.0,,117.53,779.67,30.06,420.36,163.77,136.61,396.58,771.24,332.19,248.01,Prague - Strašnice,50.07172,14.48794,,,,,,,,
"CZK 21,500",CZK 0,"CZK 14,000",469987,Studio,9/10/2022,2,Brick,Distance,30 m²,Fully furnished,Very good,Personal,,Complete,,,,,112.61,288.33,82.92,401.54,17.16,94.52,269.64,278.36,374.77,330.92,"Sokolovská, Prague - Karlín",50.0925548,14.443799,Up to 10 years,Standard,,,,,,
"CZK 16,500","CZK 6,550","CZK 30,000",690118,2+kk,10/1/2022,5,Brick,,57 m²,Partly,New-build,Personal,B,,,1.0,,1.0,29.12,479.15,12.02,507.81,194.11,499.98,167.56,459.07,743.8,109.58,"Jeremiášova, Prague - Stodůlky",50.04383,14.33673,,,,,1.0,,,
"CZK 16,000","CZK 4,000",CZK 0,375750,2+kk,11/1/2022,7,Brick,,68 m²,Fully furnished,Very good,Personal,,,,1.0,1.0,1.0,60.13,1177.4,447.4,665.0,514.56,1256.24,754.55,1165.87,286.5,196.71,"Sídlištní, Prague - Lysolaje",50.1273584,14.3790758,10 to 30 years,,,,,,,
"CZK 15,900","CZK 2,450",CZK 1,608060,Studio,11/1/2022,8,Brick,,44 m²,,New-build,Personal,B,,1.0,,,1.0,89.31,505.89,306.33,293.11,254.61,424.48,246.7,541.34,681.4,176.73,"Československého exilu, Prague - Modřany",50.008761,14.415273,,,,,,,1.0,
"CZK 20,900","CZK 4,000","CZK 35,000",684331,2+kk,10/1/2021,,Prefab concrete,Electric boiler,47 m²,Fully furnished,Very good,Personal,B,Interior,1.0,1.0,1.0,1.0,191.33,661.41,92.72,438.07,125.62,436.41,134.31,322.79,706.23,291.93,"Bulharská, Prague - Vršovice",50.07161,14.45719,,Luxurious,1.0,,1.0,,,
"CZK 16,000","CZK 2,300","CZK 25,000",552436,2+kk,10/1/2022,3,Brick,,45 m²,Fully furnished,,Personal,,,1.0,,,,132.96,761.07,260.83,649.61,323.64,720.69,408.76,573.22,304.33,70.71,Prague - Vysočany,50.1095027,14.5095619,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 25,000",367121,2 bedroom,10/1/2022,3,Brick,Central,58 m²,Partly,Very good,Personal,,Bathroom unit,1.0,,,1.0,98.12,581.06,94.69,157.13,155.37,601.84,356.27,271.47,501.52,493.5,"Husinecká, Prague - Žižkov",50.0858277,14.4445283,,Standard,,,,,,
"CZK 12,000","CZK 3,000","CZK 15,000",494253,2+kk,9/12/2022,2,Brick,,47 m²,Partly,,Personal,,,,,,,285.2,1689.92,878.2,1448.79,330.4,1122.04,569.84,1183.18,1724.78,577.25,"Převoznická, Prague - Modřany",50.009959,14.4040533,,Standard,,,,,,
