Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Administrative fee,Floor space,Fully furnished,Condition,Ownership,EPC,Cellar,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Age,Reconstruction,Heating,Parking,Balcony,Terrace,New-build,Enclosed balcony,Designe,Garage,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 12,500","CZK 3,500","CZK 16,000",625188,1 bedroom,7/1/2022,3,Prefab concrete,,33 m²,Partly,Very good,Personal,G,,1.0,382.18,834.65,310.63,775.3,354.2,1035.73,452.72,607.69,1285.09,236.29,"Jasmínová, Prague - Záběhlice",50.05592335,14.5109252,,,,,,,,,,,,,
"CZK 16,000","CZK 5,000","CZK 25,000",671688,2+kk,8/1/2022,1,Brick,,50 m²,Fully furnished,Very good,Personal,G,1.0,,70.24,2087.76,1667.42,2519.31,1306.56,1682.81,2050.15,2050.15,1922.51,1850.47,"Mladoboleslavská, Prague - Kbely",50.12485,14.53217,Up to 10 years,Interior,Central,1.0,,,,,Luxurious,,,,
"CZK 16,000","CZK 4,000","CZK 32,000",589972,3+kk,6/17/2022,13,Prefab concrete,,64 m²,Partly,Very good,Personal,C,,1.0,260.93,634.37,71.42,734.25,318.86,560.88,331.52,292.7,1358.01,58.42,"Chabařovická, Prague - Kobylisy",50.129853,14.476675,30 - 50 years,Complete,Distance,,1.0,,,,Standard,,,,
"CZK 12,000","CZK 4,000","CZK 16,000",583304,2+kk,6/1/2022,1,Brick,,45 m²,Fully furnished,Very good,Personal,C,,,304.52,1463.55,1896.57,1990.27,402.55,1866.21,878.08,1783.5,2447.2,2001.81,"Savojská, Prague - Koloděje",50.063937,14.646024,,,,,,,,,,,,,
"CZK 22,000","CZK 6,000","CZK 44,000",307224,2+kk,8/1/2022,1,Brick,,55 m²,Fully furnished,,Personal,B,,,374.96,1461.85,1020.74,1437.09,912.67,1006.15,785.66,1700.18,276.38,50.96,"Na Císařce, Prague - Smíchov",50.0757996,14.3625905,Up to 10 years,,Distance,,,1.0,,,Luxurious,,,,
"CZK 14,000","CZK 6,000","CZK 20,000",30826,2 bedroom,6/17/2022,3,Prefab concrete,,63 m²,Fully furnished,Very good,Personal,G,1.0,1.0,198.18,690.44,414.16,652.76,674.5,694.48,1119.8,923.03,678.65,93.26,"Pražská, Prague - Hostivař",50.0562157532,14.5220911503,10 to 30 years,Complete,Distance,1.0,1.0,,,,Standard,,,,
"CZK 24,000","CZK 4,500","CZK 28,500",722549,2+kk,9/19/2022,3,Low-energy,,65 m²,Fully furnished,Very good,,B,1.0,,227.46,691.34,588.99,525.99,212.85,1168.42,616.53,267.86,519.55,82.08,Prague - Smíchov,50.06063,14.39124,,,,1.0,1.0,,,,,1.0,,,
"CZK 18,000","CZK 3,000",CZK 0,143263,3+1,6/15/2022,2,Brick,,72 m²,Unfurnished,,Personal,,,,104.68,497.67,65.01,678.93,15.33,640.22,108.86,384.19,821.58,440.33,"Michelská, Prague - Michle",50.0518202,14.4548333,,,,,1.0,,,,,,,,
"CZK 12,500","CZK 2,500","CZK 15,000",372063,Studio,7/4/2022,2,Brick,,32 m²,Fully furnished,New-build,Personal,B,,1.0,264.06,247.88,95.4,1547.35,201.8,1006.37,974.75,601.43,762.15,163.43,Prague - Stodůlky,50.0473519,14.3034128,,,,,1.0,,,,Standard,,,,
"CZK 12,000","CZK 3,000","CZK 15,000",722516,1 bedroom,6/16/2022,2,Brick,,47 m²,Partly,Very good,,G,1.0,,160.21,1021.15,397.28,808.04,348.32,1327.81,1129.23,167.52,1004.46,438.7,Prague - Košíře,50.06212,14.38259,,,,,,,,,,,,,
"CZK 9,500","CZK 2,500","CZK 12,000",722515,Studio,7/1/2022,4,Brick,,26 m²,Partly,Good,,G,,,280.8,782.03,277.54,797.62,290.44,796.34,661.47,727.33,474.29,561.43,Prague - Vinohrady,50.06726,14.43361,,,,,,,,,,,,,
"CZK 16,000","CZK 4,400",CZK 0,186307,2+kk,9/1/2022,1,Brick,,40 m²,Fully furnished,Very good,Personal,A,1.0,,80.36,1341.01,546.73,659.58,103.48,4147.92,874.37,298.08,2106.88,513.64,"Ve Žlíbku, Prague - Horní Počernice",50.114987,14.6262925,,,Gas boiler,1.0,1.0,,,,Luxurious,1.0,,,
"CZK 10,900","CZK 1,800","CZK 20,000",705981,Small studio,7/11/2022,5,Other,,22 m²,Partly,Very good,Personal,C,,,260.4,278.74,125.28,286.08,82.86,246.37,13.56,215.34,150.96,628.07,"Husinecká, Prague - Žižkov",50.085698,14.4449948,Up to 10 years,Complete,Other,,1.0,,,,Standard,,,,
"CZK 15,000","CZK 3,050","CZK 20,000",664900,2+kk,7/1/2022,2,Brick,,38 m²,Fully furnished,Very good,Personal,F,1.0,1.0,87.37,517.35,78.62,278.86,19.32,386.85,477.89,351.93,301.67,275.63,"Moskevská, Prague - Vršovice",50.06747,14.45994,,,Electric boiler,,,,,,,,,,
"CZK 19,990","CZK 3,000","CZK 46,000",585938,3+kk,8/1/2022,2,Brick,,88 m²,Fully furnished,Very good,Personal,D,,1.0,111.4,674.41,120.95,77.15,125.87,211.8,215.53,731.61,472.07,391.18,"Jungmannova, Prague - Nové Město",50.080022,14.421993,10 to 30 years,Complete,Distance,,1.0,,,,Standard,,,,
"CZK 29,000","CZK 6,000","CZK 35,000",722448,3+kk,6/15/2022,5,Brick,,95 m²,Fully furnished,Very good,,E,,1.0,56.16,403.14,47.44,161.93,21.47,288.24,496.51,976.85,1192.46,639.23,Prague - Smíchov,50.07216,14.4068,,,,1.0,,,,,,,,,
"CZK 18,999","CZK 2,500","CZK 40,000",722445,2+kk,6/15/2022,8,Prefab concrete,,37 m²,Partly,New-build,,D,1.0,1.0,144.7,763.81,668.35,1989.89,216.86,1102.14,1082.39,1173.5,1126.41,602.2,Prague - Lhotka,50.01389,14.45457,,,,1.0,1.0,,1.0,,,1.0,,,
"CZK 20,000","CZK 3,000","CZK 40,000",697883,2+kk,6/14/2022,2,Prefab concrete,,60 m²,Fully furnished,New-build,Personal,A,1.0,1.0,448.87,1153.71,1147.2,1774.13,964.95,1240.99,791.13,422.02,1081.59,652.85,"Naskové, Prague - Košíře",50.06164,14.36178,Up to 10 years,,,1.0,,,1.0,,Luxurious,1.0,,,
"CZK 13,000","CZK 3,000","CZK 20,000",722440,2+kk,6/15/2022,4,Brick,,55 m²,Unfurnished,Good,,G,,1.0,1.52,767.95,57.57,633.95,210.2,651.28,403.49,331.48,799.62,309.42,Prague - Vršovice,50.07084,14.4633,,,,,1.0,,,,,,,,
"CZK 10,000","CZK 4,000","CZK 30,000",722428,1 bedroom,6/20/2022,6,Prefab concrete,,31 m²,Partly,Good,,G,,,134.0,560.89,148.27,865.36,324.98,73.32,240.67,683.92,272.34,209.96,Prague - Záběhlice,50.05717,14.49623,,,,,,,,1.0,,,,,
"CZK 24,000","CZK 4,000","CZK 24,000",453331,2+kk,6/10/2022,2,Brick,,51 m²,Partly,Very good,Personal,A,1.0,,171.89,1091.6,622.05,1336.02,429.82,1037.02,863.46,769.75,1094.42,198.16,"Na Zemance, Prague - Braník",50.0399038,14.4230019,Up to 10 years,,Central,,,1.0,,,,1.0,,,
"CZK 13,200","CZK 2,450",CZK 1,608060,Studio,8/1/2022,3,Brick,,39 m²,,New-build,Personal,B,,1.0,67.67,474.6,401.56,376.35,444.83,401.27,240.87,541.34,1086.24,425.05,"Československého exilu, Prague - Modřany",50.008761,14.415273,,,,,1.0,,1.0,,,,,,
"CZK 16,000","CZK 3,500","CZK 16,000",661613,1 bedroom,8/15/2022,3,Brick,,41 m²,Fully furnished,Very good,Personal,G,,1.0,293.92,0.2,29.87,297.83,118.97,332.9,339.16,471.52,599.22,357.62,"Kubelíkova, Prague - Žižkov",50.08232,14.4525,Over 50 years,Complete,Gas boiler,,,,,,Standard,,,,
"CZK 14,300","CZK 4,600","CZK 18,900",381562,Studio,6/20/2022,,Prefab concrete,,33 m²,Fully furnished,,Personal,C,1.0,1.0,192.47,543.74,59.46,292.88,128.37,185.66,228.49,1176.71,548.26,251.57,"Musílkova, Prague - Košíře",50.0686179,14.369871,,,Central,,,,,,,,,,
"CZK 25,000","CZK 5,000","CZK 60,000",722407,3+kk,7/14/2022,1,Low-energy,,129 m²,Fully furnished,New-build,Personal,A,,1.0,231.19,496.98,342.53,509.67,371.95,296.94,579.84,849.76,219.28,391.42,Prague - Holešovice,50.10568,14.44381,Up to 10 years,Complete,Central,1.0,,1.0,1.0,,Luxurious,1.0,,,
"CZK 42,000","CZK 4,000","CZK 42,000",493250,4+kk,9/1/2022,4,Brick,,120 m²,Fully furnished,,Personal,,1.0,1.0,53.92,538.86,168.02,225.58,152.55,374.45,204.73,580.22,396.3,278.64,"Jilemnického, Prague - Bubeneč",50.1001381,14.401636,,,,,1.0,,,,,,,,
"CZK 27,000","CZK 2,400","CZK 50,000",417558,4+1,7/1/2022,3,Brick,,99 m²,Partly,Very good,Personal,,,,415.12,1072.85,164.94,683.07,310.18,546.2,132.26,1031.57,596.72,110.98,"Na Střelnici, Prague - Karlín",50.0935684,14.460525,Over 50 years,Complete,,,,,,,Standard,,,,
"CZK 13,990",CZK 844,"CZK 14,834",722354,2+kk,7/8/2022,6,Brick,"CZK 14,834",49 m²,Fully furnished,Good,Personal,G,,1.0,113.62,1103.37,119.26,177.49,75.64,24.87,236.67,424.02,276.35,338.9,"Viklefova, Prague - Žižkov",50.09114722222,14.47374138888,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 30,000",449204,2+kk,6/15/2022,2,Brick,,49 m²,Fully furnished,Good,Personal,C,1.0,1.0,270.47,524.06,229.08,263.74,183.47,637.19,301.72,204.81,533.17,219.53,"Křišťanova, Prague - Žižkov",50.080914047543,14.457678969311,,Interior,,,,,,1.0,Standard,,,,
"CZK 14,000","CZK 4,500","CZK 28,000",722317,2 bedroom,9/1/2022,4,Prefab concrete,,55 m²,Unfurnished,Good,,G,1.0,1.0,165.22,511.78,369.3,393.72,418.49,366.97,303.26,380.61,895.03,135.81,Prague - Vokovice,50.09658,14.35531,,,,,,,,1.0,,,,,
"CZK 16,500","CZK 2,800","CZK 16,500",722297,2 bedroom,7/1/2022,,Brick,,55 m²,Partly,Very good,Personal,C,,,299.69,776.56,327.57,450.02,268.96,562.24,321.68,304.22,654.83,397.01,Prague - Vršovice,50.06974,14.46197,,Complete,Central,,,,,,,,,,
"CZK 25,000",CZK 0,CZK 500,722224,Other,6/25/2022,1,Brick,,30 m²,Fully furnished,Very good,,G,,,359.12,1519.02,850.75,1721.86,432.63,768.48,886.61,2388.22,703.17,309.57,Prague - Újezd nad Lesy,50.08156,14.64289,,,,,,,,,Standard,,,,
"CZK 13,000","CZK 4,500","CZK 17,500",546070,Studio,7/1/2022,1,Brick,,34 m²,Fully furnished,New-build,Personal,A,,,390.26,392.51,566.91,846.35,295,343.6,453.69,723.14,703.02,145.55,"Stará náves, Prague - Letňany",50.138952817143,14.513084457672,Up to 10 years,Complete,Distance,1.0,,,1.0,,Standard,,,,
"CZK 22,000",CZK 600,"CZK 44,000",694221,1 bedroom,8/1/2022,3,Brick,,58 m²,Fully furnished,Very good,Personal,G,,1.0,89.88,369.82,71.41,254.71,45.66,98.42,357.31,327.09,560.2,269.09,"Korunní, Prague - Vinohrady",50.0755,14.45124,,,,,,,,,,,,,
"CZK 15,500","CZK 4,500","CZK 20,000",194783,Studio,5/1/2022,1,Brick,,45 m²,Fully furnished,,Personal,,1.0,1.0,147.6,1030.42,34.88,605.33,200.01,744.49,148.35,122.95,840.9,112.56,Prague - Nusle,50.0556475,14.4435143,Up to 10 years,,,1.0,,,1.0,,Luxurious,1.0,,,
"CZK 15,000","CZK 4,000","CZK 15,000",722236,1 bedroom,8/1/2022,1,Brick,,41 m²,Partly,Good,,G,,,206.33,974.62,82.03,415.77,52.49,260.26,208.79,327.87,302.84,81.99,Prague - Nové Město,50.06826,14.417,,,,,1.0,,,,,,,,
"CZK 38,000",CZK 800,"CZK 76,000",388358,5+kk,7/1/2022,5,Brick,,175 m²,Partly,Very good,Personal,G,,1.0,109.33,1265.11,74.77,615.95,64.03,426.57,291.64,406.14,520.61,219.47,"Terronská, Prague - Bubeneč",50.1082765,14.395231,10 to 30 years,,Gas boiler,,1.0,,,,Standard,,,,
"CZK 14,000","CZK 3,500","CZK 20,000",721676,Studio,7/1/2022,4,Brick,,30 m²,Partly,New-build,Personal,G,,,469.82,1002.94,516.83,1785.28,521.02,614.13,432.57,395.23,480.78,205.34,Prague - Libuš,50.01273,14.44535,,Complete,,,,,,,,,,,
"CZK 16,000","CZK 2,700","CZK 20,000",631528,2 bedroom,6/25/2022,5,Prefab concrete,,53 m²,Partly,Very good,Personal,G,,1.0,239.88,289.98,147.51,171.92,196.69,145.18,398.17,451.17,1110.62,144.33,"Africká, Prague - Vokovice",50.096895,14.357931,,Complete,Central,,,,,1.0,,,,,
"CZK 17,500","CZK 3,500","CZK 35,000",722196,2+kk,6/15/2022,1,Prefab concrete,,49 m²,Partly,Very good,,C,1.0,,122.39,672.15,263.22,1374.12,514.92,770.84,756.15,617.27,370.35,490.17,Prague - Troja,50.12674,14.43496,,,,,,1.0,,,,1.0,,,
"CZK 12,800","CZK 3,700","CZK 25,000",576621,2+kk,7/1/2022,2,Brick,,38 m²,Unfurnished,Very good,Personal,G,,,57.13,734.57,100.24,1050.33,43.9,282.51,686.46,785.55,816.8,694.76,"Braunova, Prague - Smíchov",50.0613202,14.4011226,,Interior,,,,,,,Standard,,,,
"CZK 19,000","CZK 5,000","CZK 38,000",711128,2 bedroom,4/1/2022,1,Brick,,75 m²,Fully furnished,Very good,Personal,G,,,382.27,1381.62,807.63,1298.63,796.26,1368.94,888.44,1292.08,882.21,831.61,"Děvínská, Prague - Smíchov",50.05287,14.40159,,,,1.0,1.0,,,,,,,,
"CZK 16,000","CZK 3,849","CZK 20,000",722182,2 bedroom,8/15/2022,2,Prefab concrete,,51 m²,Partly,Very good,,G,1.0,1.0,95.86,463.23,166.29,426.13,149.19,868.91,247.12,236.62,1065.26,130.17,Prague - Záběhlice,50.05736,14.50675,,,,,,,,1.0,,,,,
"CZK 12,490","CZK 2,242","CZK 14,732",722180,Studio,7/8/2022,5,Other,"CZK 14,732",30 m²,Unfurnished,New-build,Personal,B,,1.0,642.25,1224.35,448.12,970.05,406.72,771.16,988.99,1494.1,258.2,829.59,"U Radosti, Prague - Třebonice",50.05746777777,14.29189388888,,,,1.0,1.0,,1.0,,,,,,
"CZK 13,500","CZK 2,000","CZK 25,000",722166,Studio,9/1/2022,1,Other,,25 m²,Partly,Very good,,C,,1.0,255.19,221.62,49.7,210.51,7.27,189.25,62.07,277.69,93.84,552.5,Prague - Žižkov,50.08524,14.44984,,,,,,,,,,,,,
"CZK 18,000","CZK 1,300","CZK 10,000",718466,2+kk,7/14/2022,5,Brick,,56 m²,Fully furnished,Very good,Personal,G,,1.0,531.4,1050.41,259.34,1026.34,766.86,666.48,549.97,580.86,1348.22,125.03,"Zakšínská, Prague - Střížkov",50.1307421,14.4956911,Up to 10 years,,Distance,,,,,1.0,Standard,,,,
"CZK 10,583",CZK 0,"CZK 8,400",612761,3+1,7/1/2022,2,Brick,,130 m²,,Very good,Cooperative,G,,1.0,207.78,760.31,106.75,361.27,51.97,224.4,131.16,1260.88,274.92,245.72,"Křižíkova, Prague - Karlín",50.093727,14.457195,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 18,000",722156,3+kk,6/13/2022,5,Prefab concrete,,70 m²,Partly,Very good,,G,1.0,1.0,264.83,444.65,0.22,608.0,224.71,337.98,272.79,645.19,425.68,104.66,Prague - Chodov,50.02998,14.48464,,,,,,,,1.0,,,,,
"CZK 8,500","CZK 1,000","CZK 25,000",513350,2+kk,7/1/2022,3,Brick,,38 m²,Unfurnished,Good,Personal,E,,1.0,165.19,1206.29,215.33,848.64,307.57,1300.81,108.43,193.39,636.08,239.7,Prague - Vysočany,50.1011438,14.4909086,Over 50 years,,Gas boiler,,,,,,Standard,,,,
"CZK 17,000","CZK 5,300","CZK 30,000",494547,2 bedroom,6/20/2022,3,Prefab concrete,,54 m²,Partly,Very good,Personal,,,,190.56,592.4,355.1,516.88,288.32,393.01,732.15,629.04,1040.91,115.58,"Tuchorazská, Prague - Malešice",50.0812524,14.5061533,,Bathroom unit,,1.0,1.0,,,,,,,,
"CZK 15,000","CZK 2,828",CZK 0,652280,Studio,8/9/2022,6,Low-energy,,37 m²,Partly,New-build,Personal,B,1.0,1.0,273.88,1752.29,370.42,1518.48,380.2,1405.95,1062.96,1161.56,472.21,298.63,"Strnadových, Prague - Vysočany",50.112559,14.514853,,,Central,,,,,,,,,,
"CZK 27,000","CZK 2,500","CZK 30,000",587510,3+kk,7/1/2022,3,Brick,,85 m²,Partly,Very good,Personal,C,,1.0,82.76,1418.26,732.97,1325.77,77.39,1384.05,1550.63,1536.11,1515.7,336.41,"Filmařská, Prague - Hlubočepy",50.030489,14.392772,Up to 10 years,,Gas boiler,,1.0,1.0,,,Luxurious,1.0,,,
"CZK 13,000","CZK 5,800","CZK 20,000",721570,2 bedroom,7/29/2022,3,Prefab concrete,,53 m²,Partly,Very good,Personal,G,1.0,1.0,138.8,486.53,135.17,199.77,183.41,217.54,300.08,184.11,703.62,67.51,Prague - Břevnov,50.08737,14.34416,,Bathroom unit,Distance,,,,,,Standard,,,,
"CZK 13,000",CZK 800,CZK 0,307636,2+kk,6/13/2022,1,Brick,,42 m²,Partly,,Personal,,,,135.96,674.82,171.77,378.18,151.28,420.94,563.03,698.41,733.26,606.24,Prague - Nusle,50.0625723,14.4456048,,,Electric boiler,,,,,,,,,,
"CZK 11,000",CZK 800,"CZK 11,000",691465,2+kk,11/8/2021,3,Brick,,43 m²,Partly,Good,Personal,G,,,136.12,674.65,171.94,378.01,151.45,420.77,562.86,698.57,733.43,606.41,"Rostislavova, Prague - Nusle",50.06256,14.44555,,,Electric boiler,,,,,,,,,,
"CZK 15,000","CZK 5,500","CZK 30,000",227403,3+kk,6/2/2022,2,Brick,,45 m²,Partly,,Cooperative,B,,1.0,15.63,217.12,84.75,57.41,13.31,20.03,446.87,488.55,206.43,316.92,"Komunardů, Prague - Holešovice",50.1048745,14.4501149,,Complete,,,,,,,,,,,
"CZK 88,000","CZK 15,000","CZK 66,000",722112,Studio,6/13/2022,1,Brick,,30 m²,Unfurnished,New-build,,C,,,524.88,706.93,889.8,819.38,604.43,944.01,214.31,1904.09,916.2,70.01,Prague - Zličín,50.05967,14.28446,Over 50 years,,,,,,,,,,,,
"CZK 10,000","CZK 2,000","CZK 16,000",698830,2 bedroom,1/10/2022,5,Brick,,45 m²,Fully furnished,Very good,Personal,C,1.0,1.0,114.29,914.05,79.46,259.39,77.33,232.45,333.83,288.29,555.34,425.8,"Rečkova, Prague - Žižkov",50.09012,14.4708,,,,,,,,,,,,,
"CZK 20,500","CZK 6,000","CZK 39,000",442759,4+kk,7/1/2022,9,Prefab concrete,,85 m²,Partly,Very good,Personal,C,,1.0,314.59,451.01,328.21,1443.21,274.42,131.86,816.46,910.98,737.82,582.27,"V Štíhlách, Prague - Krč",50.020736739691,14.454215390738,10 to 30 years,Bathroom unit,Distance,,1.0,,,1.0,Standard,,,,
"CZK 12,000",CZK 1,"CZK 12,000",686168,Other,6/15/2022,2,Brick,,17 m²,Fully furnished,Very good,Personal,C,,,356.39,574.9,344.22,661.8,377.58,561.45,246.18,484.78,276.75,245.58,"Staňkova, Prague - Háje",50.03587,14.53193,,,Gas boiler,,,,,1.0,,,,,
"CZK 25,000","CZK 5,500",CZK 0,598464,2+kk,8/1/2022,6,Brick,,82 m²,Fully furnished,Very good,Personal,G,,1.0,189.92,340.28,277.32,138.17,138.95,179.94,317.81,813.67,987.95,371.59,"Karla Engliše, Prague - Smíchov",50.070236,14.401672,,,,,,,,,,1.0,,,
"CZK 19,500","CZK 5,500","CZK 25,000",74790,2 bedroom,6/8/2022,5,Brick,,75 m²,Fully furnished,,Personal,,,1.0,66.34,956.42,421.88,1191.14,379.58,558.18,685.36,989.8,1423.64,574.31,"Davídkova, Prague - Libeň",50.1193735,14.4697848,,,Central,,1.0,1.0,1.0,,,,,,
"CZK 10,490","CZK 1,396","CZK 11,886",714156,Studio,7/8/2022,9,Prefab concrete,"CZK 11,886",28 m²,Fully furnished,Very good,Personal,G,,1.0,242.14,573.73,92.96,545.29,621.08,600.01,592.65,80.72,1121.73,85.66,"Nad lesním divadlem, Prague - Braník",50.02520305555,14.44032111111,,,,,,,,,,,,,
"CZK 5,000","CZK 1,800","CZK 9,500",721993,4+1,6/11/2022,3,Prefab concrete,,76 m²,Partly,Very good,,D,,1.0,294.58,282.1,51.42,369.01,84.79,321.09,279.71,162.97,369.32,76.55,Prague - Háje,50.03324,14.53196,,,,,,,,,,,,,
"CZK 17,900","CZK 4,600","CZK 45,000",722059,2+kk,8/1/2022,5,Brick,,54 m²,Partly,Very good,,E,1.0,1.0,265.73,765.52,153.15,179.81,106.41,278.85,501.5,524.62,470.75,329.17,Prague - Žižkov,50.08863,14.46576,,,,,,,,1.0,,,,,
"CZK 18,500",CZK 0,"CZK 20,000",578001,Studio,7/25/2022,2,Low-energy,,40 m²,Partly,New-build,,A,,1.0,396.12,1125.11,199.43,3684.03,118.55,366.0,867.79,3106.74,1035.76,165.89,"Kryšpínova, Prague - Dolní Měcholupy",50.06698,14.5509831,,,Distance,1.0,1.0,,1.0,,Standard,1.0,,,
"CZK 17,000","CZK 3,986","CZK 34,000",496332,2+kk,7/1/2022,10,Brick,,92 m²,Partly,New-build,Personal,B,1.0,1.0,285.95,908.47,538.62,743.59,663.22,365.05,466.07,602.7,1266.44,375.76,"Modenská, Prague - Horní Měcholupy",50.0403097,14.5684593,Up to 10 years,,Central,1.0,1.0,,1.0,1.0,Luxurious,1.0,,,
"CZK 14,500","CZK 7,000","CZK 29,000",722013,3+1,7/1/2022,10,Prefab concrete,,66 m²,Fully furnished,Very good,,E,,,403.02,736.6,289.1,536.38,316.62,733.71,506.41,1025.18,116.8,351.77,Prague - Kobylisy,50.12658,14.46964,,,,,,,,1.0,,,,,
"CZK 19,000","CZK 5,800","CZK 19,000",572133,3+kk,6/15/2022,10,Prefab concrete,,78 m²,,Good,Personal,C,1.0,1.0,208.27,302.11,303.29,330.77,316.18,322.95,311.11,252.63,713.99,63.55,"Bronzová, Prague - Stodůlky",50.0457781,14.3302232,10 to 30 years,Complete,Distance,,1.0,,,,Standard,,,,
"CZK 33,000","CZK 4,500","CZK 30,000",310862,4+kk,8/1/2022,4,Brick,,97 m²,Fully furnished,,Personal,A,,,356.72,414.06,106.88,342.97,236.72,164.88,255.77,1821.11,146.14,321.05,Prague - Bubeneč,50.1021761,14.4253942,,,,,,,,,,,,,
"CZK 16,800","CZK 3,000","CZK 32,000",483590,2+kk,7/15/2022,2,Brick,,51 m²,Fully furnished,Very good,Personal,D,,1.0,153.21,174.05,37.03,357.03,105.15,392.22,100.19,325.04,73.45,67.62,"Drahobejlova, Prague - Libeň",50.1062137,14.4908762,,Interior,,,,,,,,,,,
"CZK 16,000","CZK 6,220","CZK 22,000",31263,3+1,4/27/2022,,Brick,,70 m²,Unfurnished,Good,Personal,,,,207.23,1286.1,437.79,976.98,150.15,621.81,755.76,1017.59,699.27,40.94,Prague - Libeň,50.1115724,14.4775255,,Interior,Electric boiler,,,,,,Standard,,,,
"CZK 22,900",CZK 0,"CZK 35,000",308726,4+kk,7/4/2022,1,Brick,,97 m²,Fully furnished,Very good,Personal,,1.0,1.0,145.59,689.06,91.99,114.73,157.68,217.69,361.03,384.15,330.28,301.85,"Zelenky-Hajského, Prague - Žižkov",50.0884267,14.467243,Up to 10 years,,Gas boiler,,,,,,,,,,
"CZK 28,000","CZK 9,000","CZK 38,000",322699,4+kk,8/1/2022,4,Brick,,110 m²,Partly,New-build,Personal,A,,1.0,227.08,1365.83,680.53,1273.33,259.03,1331.61,1498.19,1483.67,1463.26,198.92,Prague - Hlubočepy,50.0314899,14.3921594,,,Central,1.0,1.0,,1.0,,Luxurious,,,,
"CZK 12,000","CZK 4,200","CZK 20,000",564493,2 bedroom,6/20/2022,4,Prefab concrete,,53 m²,Partly,,Personal,C,,1.0,153.36,506.07,495.79,454.03,385.82,502.02,742.78,737.89,923.12,242.95,"Práčská, Prague - Záběhlice",50.05405,14.5116025,,,Distance,,,,,1.0,,,,,
"CZK 15,000","CZK 4,175","CZK 30,000",721918,2+kk,6/10/2022,3,Brick,,58 m²,Fully furnished,Good,,D,,,142.72,2084.62,127.71,1998.79,175.32,2033.24,824.51,420.1,333.48,199.89,Prague - Hlubočepy,50.04139,14.39244,,,,1.0,,1.0,,,,,,,
"CZK 13,990","CZK 3,199","CZK 17,189",721912,2+kk,7/7/2022,3,Brick,"CZK 17,189",52 m²,Fully furnished,Very good,Personal,C,1.0,,175.5,557.01,93.99,369.38,75.82,249.97,538.76,820.33,304.49,278.96,"V háji, Prague - Holešovice",50.105499267578,14.453900337219,,,,,1.0,,,,,,,,
"CZK 13,990","CZK 3,199","CZK 17,189",721913,2+kk,7/8/2022,3,Brick,"CZK 17,189",52 m²,Fully furnished,Very good,Personal,C,1.0,,175.5,557.01,93.99,369.38,75.82,249.97,538.76,820.33,304.49,278.96,"V háji, Prague - Holešovice",50.105499267578,14.453900337219,,,,,1.0,,,,,,,,
"CZK 19,500",CZK 700,"CZK 39,000",721889,1 bedroom,6/10/2022,,Brick,,40 m²,Fully furnished,New-build,,G,,,89.88,369.82,71.41,254.71,45.66,98.42,357.31,327.09,560.2,269.09,Prague - Vinohrady,50.0755,14.45124,,,,,,,,,,,,,
"CZK 14,000",CZK 700,"CZK 14,000",666741,2+kk,7/1/2022,3,Brick,,50 m²,Partly,Good,Personal,F,,1.0,274.35,67.73,97.69,229.98,186.73,268.53,406.93,539.28,531.36,425.39,"Čajkovského, Prague - Žižkov",50.08278,14.45186,,,,1.0,,,,,,,,,
"CZK 12,000","CZK 1,500","CZK 24,000",595793,Small studio,3/1/2020,2,Brick,,20 m²,Partly,Very good,Personal,D,,,351.84,581.73,340.73,536.46,257.71,549.35,316.54,356.43,409.59,826.9,"Řehořova, Prague - Žižkov",50.086179,14.445161,Over 50 years,Interior,Central,,,,,,Standard,,,,
"CZK 12,500",CZK 900,"CZK 12,500",615538,1 bedroom,7/1/2022,5,Brick,,50 m²,Partly,Very good,Other,D,,,187.43,227.54,227.89,285.9,109.14,321.98,134.44,1040.08,860.16,338.41,"Zborovská, Prague - Smíchov",50.076849,14.407253,,,Gas boiler,1.0,1.0,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 20,000",721842,3+1,7/1/2022,11,Prefab concrete,,73 m²,Unfurnished,Very good,,G,1.0,1.0,223.03,346.03,268.08,1109.05,450.74,462.68,267.93,245.22,746.15,60.77,Prague - Chodov,50.0302,14.5151,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",721852,1 bedroom,6/10/2022,5,Brick,,42 m²,Unfurnished,Very good,,C,,,201.9,857.0,681.58,960.85,551.07,943.73,773.08,1112.2,404.02,367.19,Prague - Smíchov,50.06923,14.39057,,,,,1.0,,,,,,,,
"CZK 18,000","CZK 4,500","CZK 36,000",721846,2 bedroom,6/10/2022,4,Brick,,60 m²,Unfurnished,Good,,C,,,201.9,857.0,681.58,960.85,551.07,943.73,773.08,1112.2,404.02,367.19,Prague - Smíchov,50.06923,14.39057,,,,,,,,,,,,,
