Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Designe,Domácí mazlíčci vítáni,Balcony,Terrace,Garage,Ownership,Balkón 5 m²,Parking,Cellar,Balkón 4 m²,New-build,Age,Balkón 3.2 m²,Terasa 11 m²,Sklep 1 m²,Balkón 2 m²,Sklep 5 m²,Heating,Reconstruction,Balkón 12 m²,Sklep 3 m²,Sklep 2 m²,Lodžie 3 m²,Sklep 10 m²,Balkón 1 m²,Lodžie 4 m²,Balkón 50 m²,Lodžie 50 m²,Terasa 50 m²,Balkón 3 m²,Terasa 24 m²,Sklep 4 m²,Administrative fee,Terasa 12 m²,Lodžie 7 m²,Sklep 8 m²,Lodžie 8.7 m²,Sklep 2.7 m²,Terasa 10 m²,Lodžie 5 m²,Lodžie 10 m²,Terasa 9.7 m²,Sklep 6 m²,Balkón 60 m²,Terasa 60 m²,Balkón 40 m²,Balkón 6 m²,Sklep 15 m²,Balkón 18 m²,Balkón 10 m²,Terasa 2 m²,Enclosed balcony,Terasa 5 m²,Balkón 73 m²,Terasa 13 m²,Lodžie 6 m²,Terasa 17.3 m²,Terasa 6 m²,Sklep 12 m²,Terasa 28 m²,Terasa 350 m²,Balkón 8 m²,Balkón 29 m²,Terasa 30 m²,Sklep 7 m²,Terasa 27 m²,Terasa 25 m²,Terasa 300 m²,Lodžie 8 m²,Terasa 9 m²,Balkón 7 m²,Terasa 78 m²,Balkón 2.6 m²,Sklep 58 m²,Balkón 6.4 m²,Sklep 1.3 m²,Balkón 2.5 m²,Terasa 14 m²,Terasa 8 m²,Terasa 4 m²,Lodžie 12 m²,Lodžie 6.1 m²,Sklep 17 m²,Sklep 1.2 m²,Sklep 8.1 m²,Terasa 40 m²,Terasa 32 m²,Terasa 70 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Lodžie 3.2 m²,Lodžie 5.1 m²,Terasa 21 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 17 m²,Balkón 14 m²,Sklep 2.4 m²,Terasa 200 m²,Balkón 9 m²,Lodžie 14.6 m²,Terasa 1 m²,Terasa 37 m²,Balkón 8.73 m²,Terasa 2.67 m²,Lodžie 15 m²,Terasa 18 m²,Balkón 11 m²,Terasa 15 m²,Balkón 2.29 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 20 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Lodžie 13 m²,Sklep 20 m²,Terasa 14.1 m²,Balkón 70 m²,Terasa 3 m²,Sklep 44 m²
"CZK 25,000","CZK 3,800",747035,3+kk,11/18/2022,80 m²,Unfurnished,3,1.0,397.96,1116.03,371.13,884.37,197.39,680.14,609.51,582.44,370.77,349.03,Prague - Břevnov,50.08273,14.37769,"CZK 25,000",G,Very good,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 3,900",747321,4+1,11/21/2022,90 m²,Partly,3,,382.69,615.08,428.7,437.84,403.89,494.22,353.15,874.3,631.07,318.96,"Nad Rokoskou, Prague - Libeň",50.1188,14.45501,"CZK 50,000",G,Very good,Brick,,,,,,,,1.0,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,800",747324,2+kk,12/1/2022,60 m²,Fully furnished,3,1.0,41.91,391.08,286.35,454.89,494.93,389.47,370.88,383.49,1157.45,259.18,"Zrzavého, Prague - Řepy",50.06641,14.31094,"CZK 40,000",G,Very good,Brick,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000",624409,2+kk,11/1/2022,54 m²,Partly,4,1.0,150.25,277.67,204.7,718.22,193.94,11.61,367.1,367.1,390.53,211.0,"Kubánské náměstí, Prague - Vršovice",50.070736,14.479547,"CZK 34,000",G,Very good,Other,,,,,,Other,,,,,,,,,,,,Distance,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 5,000",747314,3+1,11/1/2022,127 m²,Partly,2,,315.08,403.38,197.67,271.51,167.57,488.54,192.41,1150.55,407.0,222.48,"Čechova, Prague - Bubeneč",50.1024,14.42027,"CZK 30,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,500",501064,1 bedroom,11/1/2022,35 m²,Fully furnished,,,201.22,1175.81,288.12,861.16,401.72,467.23,632.44,555.86,665.07,388.51,"U Hadovky, Prague - Dejvice",50.1011137,14.3749753,"CZK 20,000",,Very good,Brick,Luxurious,,,,,Personal,,,,,,,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000","CZK 3,000",284484,Small studio,11/1/2022,27 m²,Fully furnished,1,,492.34,478.87,294.45,489.22,322.63,305.38,267.36,601.6,1145.41,90.52,Prague - Vokovice,50.0945847,14.3564837,CZK 0,,,Brick,,,,,,Personal,,,,,,,,,,,,Gas boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,001","CZK 1,000",540339,2+kk,10/1/2022,44 m²,Unfurnished,,,112.34,1546.08,445.39,1520.99,176.6,1203.39,1177.64,257.39,369.76,280.43,"Čistovická, Prague - Řepy",50.0743287,14.3177437,"CZK 30,000",G,,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000",490306,2+kk,11/2/2022,53 m²,Fully furnished,5,,291.65,796.5,495.73,3725.65,636.29,1418.98,891.55,,1980.85,423.03,Prague - Čakovice,50.1578335,14.5233121,"CZK 30,000",C,New-build,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 2,000",747282,2 bedroom,10/24/2022,72 m²,Partly,2,1.0,70.76,245.37,77.21,539.16,46.4,193.96,352.91,16.15,399.82,375.08,"Šumavská, Prague - Vinohrady",50.0759,14.44407,"CZK 20,000",E,Good,Brick,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 43,000","CZK 6,500",328770,3+kk,12/6/2021,92 m²,Fully furnished,3,1.0,127.84,622.21,113.7,719.84,173.59,657.84,458.51,526.25,398.43,423.05,"U Zvonařky, Prague - Vinohrady",50.0691704,14.4336586,CZK 0,,New-build,Brick,Luxurious,,,1.0,1.0,Personal,,1.0,,,1.0,Up to 10 years,,,,,1.0,Gas boiler,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZK 1,"CZK 2,000",747235,3+1,10/24/2022,107 m²,Unfurnished,2,,261.32,369.9,189.95,760.08,189.22,495.41,255.48,280.96,452.06,238.59,"Lužická, Prague - Vinohrady",50.07363,14.44468,CZK 1,G,Under construction,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000",747101,3+1,10/23/2022,82 m²,Partly,1,,253.83,355.35,279.33,399.14,374.83,416.63,388.53,886.46,716.38,86.66,"Nikoly Vapcarova, Prague - Modřany",50.00633,14.42138,"CZK 75,000",B,Very good,Prefab concrete,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,700",564980,2+kk,,45 m²,Fully furnished,1,,331.92,614.65,328.17,740.87,316.86,542.74,395.31,590.44,170.82,346.27,"Rejskova, Prague - Vinohrady",50.0667631,14.4340247,"CZK 30,000",,Very good,Brick,,,,,,Personal,,,,,,,,,,,,Electric boiler,Interior,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,900",740986,2+kk,11/1/2022,44 m²,Partly,6,1.0,723.78,1509.39,1245.03,1549.36,755.23,1542.52,1033.44,1108.57,984.48,987.82,Prague - Hostivař,50.04744,14.53055,"CZK 35,000",G,New-build,Brick,Standard,,,,1.0,Personal,,1.0,,1.0,,,,,,,,Distance,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 6,998",245201,2+kk,10/19/2022,49 m²,Partly,3,1.0,256.8,339.39,283.99,274.22,274.25,300.82,706.23,859.75,1487.1,401.33,"Hnězdenská, Prague - Troja",50.1262549126,14.418264019,"CZK 25,000",,,Brick,,,,,1.0,Personal,,1.0,,,1.0,,,,,,,Central,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,000",746221,1 bedroom,10/17/2022,45 m²,Partly,2,1.0,201.57,585.57,47.99,684.45,193.71,421.51,363.76,267.7,337.41,532.05,"Novgorodská, Prague - Vršovice",50.06472,14.45098,"CZK 50,000",G,Very good,Brick,,1.0,,,,,,1.0,,,,,,,,1.0,,,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 3,813",746414,Studio,11/1/2022,37 m²,Fully furnished,1,1.0,462.45,2135.85,1754.48,2130.01,543.35,1998.32,1446.13,2004.04,669.32,1368.26,"Šífařská, Prague - Hodkovičky",50.01912,14.40123,"CZK 40,000",B,New-build,Low-energy,,,,,,Personal,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 7,600",746413,2+kk,10/18/2022,52 m²,Fully furnished,2,1.0,107.25,880.93,101.06,2014.99,142.54,834.77,546.72,1084.24,895.2,423.87,"Pelušková, Prague - Kyje",50.10912,14.55818,"CZK 32,000",G,Very good,Prefab concrete,,,,,1.0,Personal,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,700",CZK 610,669583,2+kk,11/1/2022,50 m²,Unfurnished,2,,395.27,405.24,223.8,845.79,261.46,156.06,511.55,489.09,525.64,323.05,"V Olšinách, Prague - Strašnice",50.0709,14.48153,"CZK 15,700",G,Good,Brick,,,,,,Other,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,900","CZK 5,000",747191,3+kk,12/1/2022,67 m²,Fully furnished,2,1.0,132.04,810.09,140.24,767.2,447.67,209.05,621.3,502.33,919.03,299.46,"Na Křečku, Prague - Horní Měcholupy",50.04448,14.56603,"CZK 25,000",G,New-build,Brick,,,,,1.0,Personal,,1.0,,1.0,1.0,Up to 10 years,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",746819,2+kk,10/21/2022,58 m²,Partly,3,1.0,390.93,1570.82,406.41,1186.15,215.85,1225.93,1113.04,253.04,659.99,51.21,Prague - Liboc,50.0903,14.32979,"CZK 25,000",G,Very good,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,000","CZK 5,000",747174,2+kk,12/1/2022,75 m²,Partly,4,1.0,104.73,392.06,125.81,180.47,12.8,109.08,253.58,212.69,334.11,188.41,Prague - Holešovice,50.10198,14.45084,"CZK 60,000",G,Very good,Other,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,500","CZK 1,000",519199,3+1,12/1/2022,72 m²,Partly,3,,469.62,859.49,343.37,675.71,529.46,586.75,556.72,670.25,425.91,503.52,"Dubrovnická, Prague - Košíře",50.0668055,14.368008,"CZK 20,000",C,Very good,Prefab concrete,,,,,,Personal,,,,,,10 to 30 years,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 3,649",556599,2+kk,7/1/2021,58 m²,Fully furnished,5,1.0,240.74,1321.12,710.07,1233.65,682.67,1275.23,1314.9,1308.51,1247.36,12.97,Prague - Hlubočepy,50.0345184,14.3885707,"CZK 20,000",B,,Other,Standard,,,,,Personal,,1.0,,,,Up to 10 years,,,,,,Gas boiler,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 1,080",747162,4+kk,11/1/2022,138 m²,Partly,2,,220.35,426.69,329.1,2762.21,305.22,300.77,1079.67,1122.05,3035.88,96.13,"Spořická, Prague - Dolní Chabry",50.14664,14.45351,"CZK 10,000",A,New-build,Low-energy,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,000",747155,3+1,10/23/2022,74 m²,Fully furnished,2,,265.44,848.09,427.35,1518.57,280.12,270.62,631.06,1069.42,766.53,82.99,"Lhotská, Prague - Horní Počernice",50.11131,14.60488,"CZK 40,000",G,Very good,Prefab concrete,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 6,500",745448,3+kk,10/17/2022,64 m²,Partly,2,1.0,258.89,346.03,268.08,1055.55,450.74,445.67,267.93,245.29,746.15,60.77,"Mikulova, Prague - Chodov",50.0302,14.5151,"CZK 20,000",G,Very good,Prefab concrete,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 4,500",652174,2+kk,9/1/2022,43 m²,Partly,6,1.0,123.49,1093.35,507.3,1191.49,86.25,965.89,252.17,125.15,490.24,18.46,"Jakobiho, Prague - Petrovice",50.032251,14.559848,"CZK 14,500",G,Good,Low-energy,,,,,,Personal,,1.0,1.0,,,,,,,,,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000",718370,2+kk,11/1/2022,41 m²,Partly,4,1.0,320.21,1049.87,255.17,1125.22,253.89,1114.76,93.76,241.75,635.3,174.64,"Urbánkova, Prague - Modřany",50.00195,14.42693,"CZK 15,000",D,Good,Prefab concrete,,,,,,Personal,,,,,,30 - 50 years,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900",CZK 0,747138,2+kk,10/23/2022,39 m²,Fully furnished,5,,173.4,239.77,138.86,147.58,0.0,286.26,185.8,404.96,118.78,411.76,"Vršovické náměstí, Prague - Vršovice",50.06848,14.45348,"CZK 20,000",C,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 1,800",693152,Studio,12/1/2022,24 m²,Partly,2,,368.51,347.79,370.72,345.09,426.36,313.38,722.2,488.39,904.51,356.64,"Kurandové, Prague - Hlubočepy",50.0322282,14.3795261,"CZK 20,000",B,New-build,Brick,,,,,,Personal,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,900",486388,2+kk,10/1/2022,70 m²,Fully furnished,2,,121.36,784.7,346.8,960.08,589.09,899.5,373.04,268.68,423.1,127.11,"Na Vršku, Prague - Smíchov",50.0745045,14.3736779,"CZK 24,900",,Very good,Brick,Luxurious,,,,,Personal,,,,,,,,,,,,Central,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",311911,2+kk,10/30/2022,50 m²,Unfurnished,,,298.66,528.24,177.63,1310.38,256.48,813.65,435.42,425.32,385.12,81.41,"Za Pohořelcem, Prague - Střešovice",50.0865695,14.3826858,"CZK 20,000",G,Good,Brick,,,,,,Cooperative,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500",747111,2+kk,10/23/2022,44 m²,Partly,2,1.0,187.28,704.63,94.44,629.4,472.09,604.6,297.93,231.64,1366.79,237.38,Prague - Kobylisy,50.13199,14.46498,"CZK 19,500",C,Very good,Prefab concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,000",743238,2 bedroom,1/1/2023,60 m²,Fully furnished,1,,152.23,474.1,229.59,415.47,123.37,351.35,85.55,210.75,482.1,93.9,Prague - Břevnov,50.08639,14.34647,"CZK 20,000",G,Good,Prefab concrete,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000",740968,1 bedroom,11/1/2022,35 m²,Partly,3,,319.95,365.88,315.53,2104.38,280.62,382.54,904.56,76.15,360.98,365.65,Prague - Hostivař,50.05212,14.54533,"CZK 12,000",B,Very good,Prefab concrete,,,,,,,,,,1.0,,,,,,,,Central,Complete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,000","CZK 2,500",747099,2+kk,11/1/2022,30 m²,Fully furnished,3,,139.29,466.8,152.88,206.02,45.17,132.48,278.32,215.99,601.7,105.72,"Pod Kavalírkou, Prague - Košíře",50.06946,14.37016,"CZK 9,500",G,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000",CZK 775,705074,2 bedroom,2/3/2022,84 m²,Partly,3,1.0,248.79,693.52,178.58,597.23,44.85,525.88,53.92,488.2,477.59,359.3,"Žateckých, Prague - Nusle",50.06199,14.43511,"CZK 40,000",G,Very good,Brick,Standard,,,,,Personal,,,,,,Over 50 years,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 3,000",746158,2+kk,10/17/2022,42 m²,Fully furnished,6,1.0,387.66,1161.08,368.36,1479.67,607.87,589.53,635.66,1274.38,419.38,636.25,"Ginzova, Prague - Záběhlice",50.05613,14.48895,"CZK 38,000",G,Very good,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 4,500",639749,2+kk,11/19/2020,55 m²,Fully furnished,3,1.0,214.85,111.86,183.29,1264.57,201.57,1099.51,477.0,709.91,746.45,109.54,"Hugo Haase, Prague - Hlubočepy",50.029126,14.363101,"CZK 25,000",A,New-build,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,300",728043,2+kk,11/1/2022,50 m²,Unfurnished,2,,77.08,497.2,495.83,1424.84,28.62,407.5,380.68,477.45,348.91,310.65,"Hůrská, Prague - Kyje",50.105237577283,14.554041749073,"CZK 40,000",A,New-build,Brick,Standard,,,,,Personal,,1.0,,,1.0,,,,,1.0,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 7,000",746179,3+1,10/19/2022,80 m²,Partly,6,1.0,254.06,637.98,126.69,450.47,83.56,402.61,429.87,898.11,225.11,173.67,"U Uranie, Prague - Holešovice",50.10621,14.45328,"CZK 60,000",F,Very good,Brick,Luxurious,,,,,Personal,,,,,,Over 50 years,,1.0,,,,Central,Complete,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 3,000",687243,2+kk,11/20/2022,53 m²,Fully furnished,5,1.0,102.56,160.12,133.01,153.66,66.5,248.27,160.37,328.59,339.44,428.01,"Heydukova, Prague - Libeň",50.10328,14.47565,"CZK 30,000",G,New-build,Brick,Luxurious,,,,,Personal,,,,,1.0,Up to 10 years,,,,,1.0,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,900",CZK 500,747058,3+1,10/31/2022,68 m²,Unfurnished,4,,138.89,363.53,126.67,311.75,47.38,377.34,648.28,296.21,497.68,238.24,"U Strže, Prague - Krč",50.04263,14.43961,"CZK 41,800",G,Good,Brick,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
