Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Age,Floor space,Fully furnished,Condition,Ownership,EPC,New-build,Enclosed balcony,Lift,Cellar,Parking,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Heating,Reconstruction,Designe,Terrace,Domácí mazlíčci vítáni,Garage,Administrative fee,Balcony,Plot type
"CZK 17,000","CZK 1,000","CZK 23,000",489773,3+kk,9/8/2022,1,Brick,,70 m²,Partly,,Personal,,,,,,,295.71,485.94,173.5,324.82,82.85,336.11,275.34,322.04,342.03,295.64,Prague - Holešovice,50.0982368,14.4271526,,,,,,,,,
"CZK 14,000","CZK 3,500","CZK 20,000",563487,Studio,9/15/2022,5,Brick,,48 m²,Fully furnished,,Personal,,,,1.0,,,349.01,1306.15,1183.34,2547.15,135.98,470.61,639.86,1578.35,1607.92,164.68,"Velké Kunratické, Prague - Kunratice",50.0208963,14.466772,Distance,,,1.0,,,,,
"CZK 20,500","CZK 4,500","CZK 41,000",734036,Studio,11/1/2022,5,Brick,,33 m²,Fully furnished,Very good,,G,,,1.0,1.0,,67.34,328.41,86.16,267.56,16.87,168.1,114.81,345.18,762.28,689.5,Prague - Vinohrady,50.07463,14.43756,,Complete,,,,,,,
"CZK 20,000","CZK 6,000","CZK 40,000",732072,2 bedroom,9/15/2022,2,Brick,,55 m²,Fully furnished,Very good,,G,,,,1.0,,197.51,1068.45,165.26,322.44,270.55,354.75,196.83,404.6,919.7,310.39,Prague - Troja,50.12383,14.44862,,,,,,,,1.0,
"CZK 21,000","CZK 6,000","CZK 50,000",732353,2+kk,9/4/2022,2,Brick,Up to 10 years,55 m²,Unfurnished,Very good,,G,,1.0,1.0,,1.0,325.93,688.72,159.28,653.89,641.67,208.89,621.54,603.96,945.5,558.41,Prague - Stodůlky,50.05311,14.33451,,,Standard,,,1.0,,,
"CZK 14,500","CZK 3,500","CZK 29,000",732663,Studio,10/1/2022,1,Brick,,45 m²,Fully furnished,Very good,,G,,,1.0,1.0,,168.65,1167.95,645.66,1514.59,267.9,1039.25,795.58,994.9,661.58,343.57,Prague - Chodov,50.0406,14.49894,,,,,,,,1.0,
"CZK 20,250","CZK 6,750",,734662,2+kk,10/8/2022,5,,,60 m²,Fully furnished,,,,,,1.0,,,568.91,1141.31,325.05,1116.62,882.39,718.5,640.87,567.67,1401.93,151.61,"Zakšínská, Prague - Střížkov",50.1311536,14.493582,,,,,,1.0,,,
"CZK 20,990","CZK 3,827","CZK 24,817",725109,2+kk,9/8/2022,6,Other,,63 m²,Partly,New-build,Personal,B,1.0,,1.0,,1.0,398.2,1416.77,693.72,1232.72,635.57,870.63,1111.49,712.15,619.1,290.41,"Zvěřinova, Prague - Strašnice",50.08507833333,14.48646111111,,,,,,,"CZK 24,817",1.0,
"CZK 19,110","CZK 6,370",,734261,2+kk,11/6/2022,-1,,,35 m²,Fully furnished,,,,,,1.0,,,36.05,792.81,20.0,597.08,172.08,638.36,366.32,329.81,486.26,346.96,"Dvacátého osmého pluku, Prague - Vršovice",50.0707338,14.4627954,,,,1.0,,,,1.0,
"CZK 31,500","CZK 10,500",,734260,2+kk,11/6/2022,5,,,41 m²,Fully furnished,,,,,,,,,394.46,497.82,253.13,432.3,279.54,389.35,316.56,724.72,695.79,345.02,"Krchlebská, Prague - Krč",50.0471114,14.4429584,,,,,,,,,
"CZK 23,265","CZK 7,755",,734259,1 bedroom,11/6/2022,5,,,34 m²,Fully furnished,,,,,,,,,192.54,684.55,33.13,461.2,44.3,459.54,274.15,304.32,543.36,239.67,"Bulharská, Prague - Vršovice",50.0717467,14.4598954,,,,,,,,,
"CZK 15,000","CZK 5,000","CZK 20,000",394340,3+kk,8/1/2022,2,Brick,,65 m²,Fully furnished,Good,Municipal,,,,,1.0,1.0,105.15,1215.58,166.3,890.12,227.38,725.86,166.47,871.11,1155.37,702.24,Prague - Vysočany,50.101475364278,14.504168211143,,Exterior,Standard,,1.0,,,,
"CZK 29,500",CZK 0,CZK 0,734158,4+kk,9/6/2022,3,Brick,,137 m²,Unfurnished,Very good,,G,,,,,,134.97,159.65,172.84,569.76,227.41,208.7,836.73,526.59,825.69,591.7,Prague - Libeň,50.1194,14.46146,,,,,,,,1.0,
"CZK 21,000","CZK 2,100","CZK 40,000",389966,2+kk,11/1/2022,2,Brick,Over 50 years,50 m²,Fully furnished,Good,Cooperative,G,,,,1.0,,60.84,331.87,96.69,176.28,83.63,235.29,35.21,109.64,643.61,208.21,Prague - Vinohrady,50.0757959,14.4544847,Gas boiler,Interior,Luxurious,1.0,1.0,,,,
"CZK 15,000","CZK 3,000","CZK 15,000",734038,Studio,10/1/2022,1,Low-energy,,36 m²,Fully furnished,New-build,,B,1.0,,1.0,1.0,1.0,266.86,1953.91,1116.59,1712.78,452.71,1360.43,808.23,1421.57,1318.95,730.36,Prague - Modřany,50.01299,14.40002,,,,1.0,,,,,
"CZK 13,000",CZK 500,"CZK 13,500",734035,2+kk,9/6/2022,6,Brick,,50 m²,Partly,Very good,,D,,,1.0,,,171.36,763.53,232.41,198.14,206.82,351.8,444.44,453.73,399.19,442.2,Prague - Žižkov,50.08855,14.4665,,,,,,,,,
"CZK 14,500","CZK 1,200","CZK 29,000",734033,2+kk,9/6/2022,1,Brick,,33 m²,Unfurnished,Very good,,G,,,,,,323.57,962.34,242.42,636.89,346.36,660.48,373.36,617.87,946.73,449.0,Prague - Vysočany,50.10394,14.50117,,,,,,,,,
"CZK 21,000","CZK 5,000","CZK 26,000",734032,2+kk,10/1/2022,2,Brick,,53 m²,Partly,New-build,,C,1.0,,1.0,,,217.68,150.37,238.25,1550.83,184.39,982.21,1093.25,684.8,865.08,172.36,Prague - Stodůlky,50.04557,14.30395,,,,,,,,1.0,
"CZK 22,500","CZK 4,281","CZK 45,000",728700,3+kk,8/5/2022,4,Prefab concrete,,68 m²,Partly,Very good,Personal,G,,1.0,1.0,1.0,,227.19,694.52,292.56,947.84,372.07,273.0,572.29,459.35,1024.68,123.64,Prague - Chodov,50.02741,14.5197,Central,,,,,,,,
"CZK 16,000","CZK 2,280","CZK 32,000",453588,2 bedroom,10/1/2022,5,Brick,,53 m²,Partly,Very good,Personal,G,,,1.0,1.0,,193.62,942.78,165.46,516.38,427.7,243.55,243.68,670.92,238.99,187.08,"Pivovarnická, Prague - Libeň",50.1093202,14.4743969,Gas boiler,Complete,,,,,,,
"CZK 17,000","CZK 2,050","CZK 17,000",369503,2+kk,1/1/2019,9,Prefab concrete,,43 m²,Fully furnished,,Personal,,,,,,,386.07,655.36,342.07,622.82,431.09,581.61,124.6,415.55,352.71,222.12,Prague - Chodov,50.0237246,14.4934818,,,Standard,,,,,,
"CZK 14,000","CZK 3,100","CZK 14,000",734030,2+kk,9/15/2022,7,Prefab concrete,,42 m²,Fully furnished,Good,,G,,,1.0,,,137.58,1703.2,347.72,1375.53,386.53,327.75,474.31,149.94,603.06,124.82,Prague - Strašnice,50.06672,14.51317,,,,,,,,,
"CZK 19,900","CZK 3,900","CZK 40,000",726744,Small studio,8/1/2022,,Brick,30 - 50 years,42 m²,Fully furnished,Very good,,C,,,,,1.0,209.89,2580.19,364.32,2252.43,430.13,183.08,1288.15,1638.37,999.77,373.58,Prague - Motol,50.07106,14.34318,,Complete,Luxurious,,,,,,
"CZK 21,500","CZK 3,000","CZK 40,000",428817,Studio,10/15/2022,2,Brick,Up to 10 years,50 m²,Fully furnished,New-build,Personal,B,1.0,,1.0,1.0,1.0,258.24,1063.78,452.67,1410.65,576.83,619.31,780.44,201.59,1011.23,531.96,"Na Hřebenkách, Prague - Smíchov",50.0746634,14.3868058,Central,,Luxurious,1.0,,1.0,,,
"CZK 10,000",CZK 0,"CZK 40,000",726746,2 bedroom,9/10/2022,1,Brick,30 - 50 years,76 m²,Fully furnished,Very good,Personal,C,,,,1.0,,209.89,2580.19,364.32,2252.43,430.13,183.08,1288.15,1638.37,999.77,373.58,Prague - Motol,50.07106,14.34318,,Complete,Luxurious,,,,,,
"CZK 24,000",CZK 0,"CZK 30,000",732071,2+kk,10/1/2022,3,Brick,,56 m²,Partly,New-build,,G,1.0,,1.0,,,245.98,638.62,264.62,519.19,588.49,285.74,277.53,389.45,715.73,309.65,Prague - Strašnice,50.08096,14.49224,,,,1.0,,1.0,,,
"CZK 19,000","CZK 6,000","CZK 19,000",394927,2 bedroom,10/17/2022,3,Brick,,61 m²,Partly,,Personal,,,,,,,318.56,1536.53,349.22,1172.74,346.82,327.9,572.83,674.95,360.33,289.73,"Synkovská, Prague - Dejvice",50.1060842,14.3707115,,,,,,,,1.0,
"CZK 9,500","CZK 4,300","CZK 19,000",733925,Small studio,9/15/2022,8,Prefab concrete,,20 m²,Partly,Very good,,C,,,1.0,,,107.44,1295.05,188.34,1644.08,112.71,709.13,842.85,1174.67,559.7,380.76,Prague - Krč,50.02978,14.44976,,,,,,,,,
"CZK 26,000","CZK 5,800","CZK 35,000",7470,3+1,10/1/2022,5,Brick,,74 m²,Fully furnished,Very good,Other,,,,1.0,,,150.51,196.53,104.3,148.88,91.27,155.43,412.76,685.47,227.64,371.42,"Veletržní, Prague - Holešovice",50.1005696368,14.4250488281,Electric boiler,,Standard,,,,,,
"CZK 11,000","CZK 3,000","CZK 22,000",472976,Small studio,3/1/2022,1,Brick,,30 m²,Fully furnished,Very good,Personal,C,,,,,,254.54,628.17,233.96,374.62,97.09,234.99,492.8,301.47,333.29,336.8,"V Domově, Prague - Žižkov",50.0931211,14.4835126,Gas boiler,,,,,,,,
"CZK 13,500","CZK 1,500","CZK 13,000",189710,1 bedroom,10/1/2022,,Brick,Over 50 years,38 m²,Fully furnished,Good,Personal,C,,,,,1.0,173.35,310.17,262.09,2308.82,105.24,239.11,757.87,994.55,2521.74,323.39,"Prunéřovská, Prague - Dolní Chabry",50.1451706,14.4501183,Central,,Standard,,,,,,
"CZK 17,500","CZK 3,500","CZK 17,500",730701,2+kk,8/21/2022,2,Brick,,65 m²,Partly,New-build,,C,,,1.0,1.0,,265.0,976.08,523.77,941.25,483.3,496.25,908.9,521.25,436.99,403.29,Prague - Stodůlky,50.05178,14.33128,,,,,,,,1.0,
"CZK 13,800","CZK 2,297","CZK 13,800",448060,Studio,8/21/2022,4,Brick,Up to 10 years,31 m²,Partly,New-build,Personal,A,1.0,,1.0,1.0,,777.75,1515.39,1436.1,2118.41,297.18,1411.22,1521.23,1349.24,501.91,402.89,"Kadečkové, Prague - Letňany",50.1425035,14.5253098,,,Standard,1.0,,,,1.0,
"CZK 22,900","CZK 6,500","CZK 30,000",288880,1 bedroom,9/16/2022,3,Brick,,40 m²,Fully furnished,,Personal,,,,,,,155.43,635.73,116.88,416.91,211.27,239.55,65.19,711.04,125.56,503.16,"Umělecká, Prague - Holešovice",50.1022043,14.4276994,,,,,,,,,
"CZK 37,500","CZK 12,500",,733712,2+kk,9/9/2022,5,,,56 m²,Fully furnished,,,,,,1.0,,,240.81,540.67,44.44,271.87,34.53,284.1,466.7,624.38,640.6,582.46,"Mečislavova, Prague - Nusle",50.0633339,14.4440155,,,,,,,,,
"CZK 13,000",CZK 500,"CZK 13,000",733606,1 bedroom,9/6/2022,1,Brick,,37 m²,Partly,Very good,,B,,,,1.0,,173.23,983.18,830.15,1328.81,235.14,972.83,799.29,705.37,1337.26,248.5,Prague - Braník,50.03836,14.42214,,,,,,,,,
"CZK 24,500","CZK 3,900","CZK 28,400",647743,2+kk,9/9/2022,6,Brick,,52 m²,Fully furnished,Very good,Personal,D,,,1.0,,1.0,321.74,272.42,32.18,227.85,42.93,69.06,244.65,812.35,163.33,572.38,"Opletalova, Prague - Nové Město",50.0814214,14.4299039,Central,Complete,Luxurious,1.0,,,,,
"CZK 25,000","CZK 4,000","CZK 50,000",725938,2+kk,9/1/2022,3,Brick,,70 m²,Partly,Very good,,C,,,,,,140.77,418.51,1.12,206.71,25.27,177.85,464.47,473.18,267.6,390.96,Prague - Karlín,50.0919,14.44126,,,,,,,,,
"CZK 19,000","CZK 5,000","CZK 24,000",657207,2+kk,11/1/2022,2,Brick,,50 m²,Partly,Very good,Personal,F,,,1.0,1.0,,216.57,427.63,168.14,309.85,188.68,185.58,298.25,344.11,177.98,404.59,"Sámova, Prague - Vršovice",50.06697,14.4515,,Interior,,,,,,1.0,
"CZK 30,000","CZK 6,000","CZK 50,000",733504,3+kk,9/12/2022,6,Brick,,74 m²,Partly,New-build,,G,1.0,,1.0,1.0,,192.57,352.64,15.08,200.15,102.53,203.32,529.68,605.19,222.59,295.16,Prague - Holešovice,50.10458,14.45224,,,,,1.0,,,1.0,
"CZK 20,000","CZK 1,974","CZK 43,948",732045,2+kk,9/25/2022,2,Brick,,52 m²,Fully furnished,Very good,,D,,,1.0,1.0,,353.87,1029.95,325.71,676.63,361.92,403.8,403.93,758.08,133.26,124.18,Prague - Libeň,50.11025,14.47541,,,,,,,,,
"CZK 9,200","CZK 2,800","CZK 12,000",253614,Studio,9/30/2022,2,Brick,Up to 10 years,33 m²,Partly,New-build,Personal,A,1.0,,,1.0,1.0,330.42,3234.09,586.62,3478.5,344.13,2874.01,2204.11,2534.5,2749.63,363.71,"Kestřanská, Prague - Cholupice",49.9889024,14.4450727,Central,,Standard,,,1.0,,,
"CZK 15,000","CZK 4,000","CZK 20,000",515356,2+kk,12/1/2022,3,Brick,Up to 10 years,40 m²,Partly,New-build,Personal,B,1.0,,1.0,,1.0,245.07,1603.95,923.29,2129.19,697.88,1650.4,1292.07,1787.3,1232.57,710.16,Prague - Kyje,50.115837,14.563305,Central,,Standard,,1.0,,,1.0,
"CZK 9,500",CZK 0,"CZK 9,500",643257,4+1,5/1/2022,2,Brick,,143 m²,Partly,Good,Personal,C,,,1.0,,,268.97,523.86,128.31,471.01,98.75,200.35,254.09,224.78,159.24,495.36,"Mánesova, Prague - Vinohrady",50.077916,14.44267,,,,,,,,1.0,
"CZK 25,000","CZK 5,000","CZK 30,000",78050,2+kk,9/6/2022,2,Brick,,90 m²,Fully furnished,,Personal,A,,,1.0,1.0,,235.81,608.47,35.44,420.95,72.55,373.1,374.54,873.48,188.81,137.38,"U Uranie, Prague - Holešovice",50.1065558,14.4528197,,,,1.0,,1.0,,,
"CZK 13,000","CZK 3,500","CZK 20,000",394777,Studio,9/5/2022,1,Brick,,30 m²,Fully furnished,,Personal,A,,,,,,153.65,1091.92,498.72,1004.45,337.18,1046.03,1222.62,1203.94,1142.71,328.59,"Chlupáčova, Prague - Hlubočepy",50.0353336,14.3859746,,,,,,,,,
"CZK 29,000","CZK 5,500","CZK 50,000",731960,3+kk,10/1/2022,5,Brick,Up to 10 years,81 m²,Fully furnished,New-build,,B,1.0,,1.0,,1.0,393.03,1027.39,258.04,1001.43,706.51,542.62,526.95,452.48,1226.06,80.7,Prague - Střížkov,50.13044,14.49426,Electric boiler,,Standard,1.0,,,,,
"CZK 18,000","CZK 5,700","CZK 25,000",732354,2+kk,9/4/2022,2,Other,Up to 10 years,52 m²,Fully furnished,New-build,,B,1.0,,1.0,1.0,1.0,210.94,228.98,313.11,351.71,268.57,280.65,584.56,449.23,338.64,170.96,Prague - Horní Měcholupy,50.0421,14.55736,,,,,,1.0,,,
"CZK 17,000","CZK 4,200","CZK 23,400",732282,Studio,9/7/2022,2,Other,Up to 10 years,45 m²,Fully furnished,New-build,,C,1.0,1.0,1.0,1.0,,220.49,1171.81,333.89,1110.19,787.14,770.92,150.76,505.27,686.7,291.03,Prague - Prosek,50.11945,14.4856,Central,,,,,1.0,,,
"CZK 11,000","CZK 4,500","CZK 20,000",543888,Studio,10/1/2022,1,Brick,,30 m²,Partly,New-build,Personal,,1.0,,1.0,1.0,,226.08,914.29,66.73,626.52,329.1,751.16,123.39,1989.1,998.4,147.06,"Sazovická, Prague - Zličín",50.0577491,14.2835448,,,Standard,1.0,,,,1.0,
"CZK 13,000","CZK 4,000","CZK 10,000",733282,3+1,9/6/2022,,Prefab concrete,,777 m²,Partly,Good,,G,,,,1.0,,291.39,1027.86,215.49,680.32,633.1,804.61,1178.47,291.34,2491.02,166.14,Prague - Černý Most,50.10307,14.58197,,,,,1.0,,,1.0,
"CZK 17,000","CZK 4,900","CZK 17,000",671052,2+kk,9/6/2022,1,Brick,,69 m²,Partly,Very good,Personal,G,,,1.0,,,295.69,579.96,120.83,366.9,70.62,355.16,297.56,338.33,675.54,94.01,"Baranova, Prague - Žižkov",50.0799,14.4577,Other,,,,,,,,
"CZK 23,000","CZK 5,000","CZK 23,000",732375,3+kk,11/1/2022,2,Brick,,74 m²,Partly,Very good,,G,,1.0,1.0,,,234.04,1583.45,231.92,1255.78,278.04,219.26,471.98,201.41,552.16,60.46,Prague - Strašnice,50.067,14.51166,,,,,,,,,
"CZK 16,000","CZK 3,000","CZK 20,000",733272,2 bedroom,9/7/2022,2,Brick,,50 m²,Unfurnished,Good,,G,,,,,,40.66,1397.62,179.4,921.71,90.55,531.36,368.52,892.78,455.03,305.58,Prague - Libeň,50.11255,14.47547,,,,,,,,,
"CZK 19,000","CZK 5,000","CZK 38,000",733267,3+1,9/19/2022,6,Prefab concrete,,66 m²,Partly,Very good,,G,,1.0,1.0,1.0,1.0,224.08,922.37,434.67,1592.85,284.95,264.63,705.34,1143.7,773.85,157.27,Prague - Horní Počernice,50.11099,14.6042,,,,,,,,,
"CZK 12,000","CZK 4,700","CZK 12,000",732311,Studio,9/4/2022,4,Brick,,21 m²,Fully furnished,Very good,,G,,,1.0,,,218.58,1120.37,177.35,538.81,22.86,0.18,49.51,432.88,106.29,197.71,Prague - Vyšehrad,50.06697,14.41656,,,,,,,,,
"CZK 15,000","CZK 5,000","CZK 20,000",528574,Studio,8/9/2018,1,Brick,,35 m²,Fully furnished,Very good,Personal,B,,,,1.0,1.0,658.96,997.02,1317.3,1575.98,205.87,1113.2,1402.44,1230.44,383.12,175.07,"Hlučkova, Prague - Letňany",50.1425334,14.5228207,,,,1.0,,,,,
"CZK 15,580","CZK 1,440","CZK 26,000",577869,2+kk,9/19/2022,4,Brick,,42 m²,Partly,Very good,Personal,G,,,,1.0,,232.54,712.2,301.69,1009.67,252.03,393.41,334.16,610.2,900.51,339.38,"Vrchlického, Prague - Košíře",50.0703151,14.3848167,Gas boiler,Complete,Standard,,,,,,
"CZK 18,900","CZK 4,000","CZK 22,900",732718,2+kk,11/1/2022,4,Brick,,95 m²,Unfurnished,Very good,,G,,,1.0,,,130.14,288.58,88.4,562.81,325.37,596.05,422.79,202.89,487.82,164.44,Prague - Strašnice,50.07716,14.49625,,,,1.0,,,,,
"CZK 24,000","CZK 4,800","CZK 48,000",732007,3+1,9/15/2022,3,Prefab concrete,,80 m²,Unfurnished,Very good,,G,,1.0,,,,178.23,245.7,373.27,270.65,450.71,376.96,384.46,685.83,1318.51,167.44,Prague - Řepy,50.06253,14.30883,,,,,,,,,
"CZK 16,500","CZK 1,000","CZK 20,000",733160,2+kk,9/6/2022,1,Brick,,44 m²,Partly,Very good,,G,,,,,,77.69,623.03,159.74,62.71,99.22,986.71,192.98,492.13,591.01,240.84,Prague - Michle,50.05862,14.44969,,,,,,,,,
"CZK 45,000","CZK 15,000",,723086,2+kk,9/14/2022,4,,,70 m²,Fully furnished,,,,,,1.0,,,285.3,547.87,69.97,206.93,9.84,222.16,245.36,617.77,369.53,523.86,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,
"CZK 24,413","CZK 8,137",,731741,Studio,10/6/2022,1,,,35 m²,Fully furnished,,,,,,1.0,,,237.21,722.71,270.23,1114.48,162.06,485.4,549.42,612.82,571.2,287.12,"U Nikolajky, Prague - Smíchov",50.0656652,14.3917771,,,,1.0,,1.0,,1.0,
"CZK 18,000","CZK 4,500","CZK 36,000",582936,3+kk,9/1/2022,1,Brick,,56 m²,Unfurnished,Very good,Personal,G,,,,1.0,,231.73,136.03,189.78,194.29,137.29,225.81,43.12,382.88,71.25,292.35,"Saratovská, Prague - Strašnice",50.075045,14.492493,Central,Complete,,,,,,,
"CZK 15,500","CZK 4,500","CZK 60,000",732012,2+kk,10/1/2022,3,Brick,,47 m²,Partly,New-build,,A,1.0,,1.0,1.0,1.0,590.97,929.04,1249.32,1931.63,112.75,1045.22,1334.45,1162.46,315.13,264.48,Prague - Letňany,50.14145,14.5231,,,,,,1.0,,1.0,
"CZK 15,000","CZK 4,000","CZK 15,000",254064,Studio,10/1/2022,4,Brick,Up to 10 years,35 m²,Fully furnished,,Personal,,1.0,,1.0,,,348.07,1365.12,218.31,1303.5,378.06,751.33,287.38,465.91,305.17,230.77,"Jitravská, Prague - Střížkov",50.1225926,14.4825639,Central,,,,,,,,
"CZK 16,000","CZK 1,050","CZK 15,000",733053,2+kk,10/1/2022,7,Prefab concrete,,43 m²,Fully furnished,Very good,,G,,,1.0,,1.0,115.75,445.36,125.25,916.87,412.84,385.9,301.09,326.0,303.92,127.4,Prague - Chodov,50.03311,14.51756,,,,,,,,,
"CZK 17,400","CZK 5,000","CZK 22,400",415980,2+kk,9/6/2022,1,Brick,Over 50 years,52 m²,Fully furnished,Very good,Personal,,,,1.0,1.0,,82.83,718.77,7.41,50.58,61.81,78.58,381.32,466.35,411.81,343.17,Prague - Žižkov,50.0894498,14.4676983,Gas boiler,Complete,Standard,,,,,,
"CZK 48,128","CZK 16,042",,733049,3+kk,9/15/2022,5,,,78 m²,Fully furnished,,,,,,1.0,,,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,,,,1.0,,1.0,,1.0,
"CZK 25,808","CZK 8,602",,725069,2 bedroom,9/23/2022,5,,,54 m²,Fully furnished,,,,,,,,,221.57,827.75,176.34,604.4,98.94,602.74,417.35,332.18,571.22,245.6,"Bulharská, Prague - Vršovice",50.0720218,14.4618189,,,,,,,,,
"CZK 29,175","CZK 9,725",,730588,Studio,9/23/2022,2,,,30 m²,Fully furnished,,,,,,1.0,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,
"CZK 27,000","CZK 6,000","CZK 35,000",496025,3+kk,10/1/2022,1,Brick,,94 m²,Partly,,Personal,,,,1.0,,1.0,215.86,646.3,97.29,444.91,98.85,617.11,559.33,677.46,638.21,226.22,"V Kapslovně, Prague - Žižkov",50.086872,14.4629213,Central,,,,,1.0,,1.0,
"CZK 18,852","CZK 5,148","CZK 24,000",497125,2+kk,1/24/2021,1,Brick,Up to 10 years,55 m²,Fully furnished,New-build,Personal,,1.0,,1.0,,1.0,289.31,1030.71,185.29,875.56,580.15,1000.2,374.44,2240.15,1249.45,201.42,"Sazovická, Prague - Zličín",50.0570157,14.2807456,Central,,,,,,,1.0,
"CZK 20,000","CZK 5,000","CZK 40,000",649076,2+kk,12/1/2022,1,Brick,Up to 10 years,53 m²,Partly,Very good,Personal,,,,1.0,1.0,1.0,94.3,1750.54,524.42,585.43,506.77,1100.36,554.38,1437.08,790.47,844.07,"Břeclavská, Prague - Kyje",50.095579,14.545925,Gas boiler,,Luxurious,1.0,,1.0,,,
"CZK 21,900","CZK 4,500","CZK 21,900",732943,1 bedroom,9/6/2022,5,Brick,,62 m²,Fully furnished,Very good,,B,,,1.0,,1.0,291.61,184.22,159.81,343.76,98.8,382.28,349.22,55.72,247.17,362.7,Prague - Vinohrady,50.07608,14.46399,,,,1.0,1.0,,,,
"CZK 18,000","CZK 3,500","CZK 36,000",732939,2+kk,9/6/2022,3,Brick,Up to 10 years,51 m²,Fully furnished,New-build,,G,1.0,,1.0,,1.0,188.12,1451.5,169.85,1998.98,554.22,905.38,1616.69,2380.48,539.07,116.66,Prague - Hostavice,50.08657,14.5637,Central,,,,,1.0,,1.0,
"CZK 19,000","CZK 2,500","CZK 20,000",353274,2+kk,10/1/2022,,Brick,,51 m²,Fully furnished,,Personal,,,,1.0,1.0,,229.57,413.56,160.34,439.47,144.39,408.56,128.14,314.12,562.3,106.15,"Lannova, Prague - Nové Město",50.0926859,14.4314516,Central,,,,,,,,
"CZK 21,900","CZK 1,000","CZK 21,900",440293,2+kk,9/12/2022,3,Brick,Up to 10 years,54 m²,Fully furnished,Very good,Personal,G,,,1.0,1.0,,141.81,403.7,32.7,156.13,13.9,198.14,338.4,461.18,177.04,434.78,"Heřmanova, Prague - Holešovice",50.1003257,14.4274943,Gas boiler,Complete,,,,,,,
"CZK 13,000","CZK 8,000","CZK 26,000",732838,Studio,10/1/2022,5,Brick,,30 m²,Fully furnished,Very good,,D,,,,1.0,1.0,25.96,374.17,20.45,2174.28,72.28,647.45,261.01,485.72,1325.26,370.94,Prague - Braník,50.03968,14.41073,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 20,000",421388,2+kk,9/12/2022,9,Other,,52 m²,Unfurnished,Very good,Personal,C,1.0,,1.0,,,152.87,281.78,143.05,1503.09,318.42,899.1,911.82,970.87,827.35,314.52,"V Štíhlách, Prague - Krč",50.0199473,14.4538245,,,,,,,,1.0,
"CZK 20,000","CZK 5,000","CZK 20,000",732804,3+1,9/13/2022,1,Brick,,83 m²,Fully furnished,Very good,,F,,,1.0,,,320.56,588.33,33.85,169.88,20.78,276.75,327.62,370.72,369.36,250.68,Prague - Vršovice,50.06837,14.45061,,,,,,,,1.0,
"CZK 21,900","CZK 4,000","CZK 25,000",732829,3+1,9/6/2022,2,Prefab concrete,,78 m²,Partly,Very good,,G,,,1.0,1.0,1.0,306.33,463.37,351.98,741.76,441.7,156.13,723.53,210.52,597.79,46.29,Prague - Stodůlky,50.04541,14.31331,,,,,1.0,,,1.0,
"CZK 19,800","CZK 2,500","CZK 30,000",597750,2+kk,9/12/2022,2,Brick,Up to 10 years,56 m²,,Very good,Personal,C,,,1.0,,1.0,349.33,623.35,107.22,439.57,293.31,350.6,374.18,434.11,387.31,297.53,"Musílkova, Prague - Košíře",50.067502,14.370077,Gas boiler,,Standard,,1.0,1.0,,1.0,
"CZK 24,000","CZK 3,000","CZK 27,000",732833,2 bedroom,9/6/2022,1,Brick,,57 m²,Partly,Very good,,G,,,1.0,,,95.66,526.1,96.83,456.1,170.98,496.91,370.21,499.14,518.01,175.58,Prague - Žižkov,50.08722,14.46211,,Complete,,,,,,,
"CZK 9,278","CZK 6,522","CZK 31,600",681062,Studio,8/24/2021,18,Brick,Up to 10 years,38 m²,Partly,Very good,Personal,A,,,1.0,1.0,1.0,454.04,809.88,434.66,484.42,353.37,771.43,492.68,609.29,683.92,296.54,Prague - Vysočany,50.10533,14.50202,,,Standard,,,,,1.0,
"CZK 11,000","CZK 4,000","CZK 15,000",613420,Studio,10/1/2022,3,Prefab concrete,,31 m²,,Very good,Personal,B,,,1.0,,,265.39,510.79,358.01,1348.79,523.71,610.43,33.71,489.51,816.07,237.2,"Bachova, Prague - Chodov",50.030742,14.512007,,Complete,,,,,,,
"CZK 15,000","CZK 3,500","CZK 30,000",662820,Studio,10/1/2022,1,Brick,,43 m²,Partly,New-build,Personal,G,,,1.0,1.0,,426.71,1033.48,242.4,1012.54,635.67,576.3,533.04,449.67,1259.73,70.72,"Zakšínská, Prague - Střížkov",50.13041,14.49516,,,,,,1.0,,1.0,
"CZK 17,900","CZK 3,400","CZK 40,000",206206,2+kk,9/18/2022,3,Brick,Up to 10 years,54 m²,Partly,Very good,Personal,B,1.0,,1.0,,1.0,432.16,1067.28,404.0,754.92,477.78,482.09,482.22,661.17,363.49,311.58,"Pivovarnická, Prague - Libeň",50.10973,14.47768,,,Luxurious,,,,,,
