Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Condition,Ownership,EPC,Heating,Terrace,Cellar,New-build,Parking,Garage,Reconstruction,Sklep 2 m²,Balcony,Lodžie 7.5 m²,Designe,Balkón 6 m²,Sklep 34 m²,Sklep 4 m²,Domácí mazlíčci vítáni,Balkón 33 m²,Balkón 4 m²,Balkón 9 m²,Enclosed balcony,Balkón 60 m²,Balkón 10 m²,Sklep 10 m²,Balkón 2 m²,Sklep 5 m²,Balkón 8 m²,Terasa 20 m²,Sklep 6 m²,Administrative fee,Terasa 12 m²,Balkón 3.1 m²,Balkón 32 m²,Terasa 32 m²,Terasa 19 m²,Balkón 7 m²,Sklep 20 m²,Sklep 3 m²,Sklep 1 m²,Terasa 40 m²,Lodžie 8 m²,Balkón 3 m²,Lodžie 1 m²,Balkón 5 m²,Terasa 15 m²,Water,Sewage,Plot space,Sklep 44 m²,Terasa 10 m²,Sklep 8 m²
"CZK 11,900","CZK 1,000",740770,2+kk,10/1/2022,52 m²,Unfurnished,2,1.0,242.77,1353.2,303.92,1027.74,365.0,863.48,304.09,1008.73,1292.99,1118.85,Prague - Vysočany,50.10127,14.50541,"CZK 25,800",Brick,,Good,Personal,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,990","CZK 2,181",740790,3+1,10/9/2022,73 m²,Unfurnished,3,1.0,26.99,405.1,124.86,515.68,220.14,375.91,316.83,445.76,397.01,161.74,"Ostromečská, Prague - Žižkov",50.08718638888,14.46056388888,"CZK 24,171",Prefab concrete,,Very good,Personal,B,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 24,171",,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 6,000",740787,2+kk,10/15/2022,53 m²,Partly,2,1.0,226.62,1165.68,327.76,1104.05,781.01,764.79,144.63,511.4,692.84,297.16,Prague - Prosek,50.11963,14.48566,"CZK 36,000",Other,Up to 10 years,New-build,Personal,B,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,750",736115,2+kk,10/1/2022,44 m²,Partly,2,1.0,169.16,1348.13,483.03,1114.07,235.3,1345.54,1083.35,660.09,816.23,272.89,Prague - Braník,50.04099,14.42687,"CZK 25,000",Prefab concrete,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 1,500",284832,2+kk,9/2/2022,44 m²,Fully furnished,2,1.0,64.92,71.53,94.68,69.92,50.1,185.05,328.76,618.3,494.6,269.47,"Bělehradská, Prague - Nusle",50.065139,14.4397002,"CZK 18,000",Brick,Up to 10 years,Very good,Personal,,Electric boiler,,,,,,Complete,,,,Standard,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 40,000","CZK 10,000",736109,5+kk,9/11/2022,130 m²,Unfurnished,1,1.0,67.1,196.96,125.57,1122.44,61.09,957.38,169.07,566.2,449.35,192.09,Prague - Hlubočepy,50.02866,14.36628,"CZK 50,000",Brick,,Very good,,G,Distance,1.0,,,,1.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 6,550",690118,2+kk,10/1/2022,57 m²,Partly,5,1.0,29.12,479.15,12.02,507.81,194.11,499.98,167.56,459.07,743.8,109.58,"Jeremiášova, Prague - Stodůlky",50.04383,14.33673,"CZK 30,000",Brick,,New-build,Personal,B,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 2,450",608060,Studio,11/1/2022,45 m²,,4,1.0,89.31,505.89,306.33,293.11,254.61,424.48,246.7,541.34,681.4,176.73,"Československého exilu, Prague - Modřany",50.008761,14.415273,CZK 1,Brick,,New-build,Personal,B,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,900","CZK 4,000",684331,2+kk,10/1/2021,47 m²,Fully furnished,,1.0,191.33,661.41,92.72,438.07,125.62,436.41,134.31,322.79,706.23,291.93,"Bulharská, Prague - Vršovice",50.07161,14.45719,"CZK 35,000",Prefab concrete,,Very good,Personal,B,Electric boiler,1.0,1.0,,1.0,,Interior,,1.0,,Luxurious,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,000",494253,2+kk,9/12/2022,47 m²,Partly,2,,285.2,1689.92,878.2,1448.79,330.4,1122.04,569.84,1183.18,1724.78,577.25,"Převoznická, Prague - Modřany",50.009959,14.4040533,"CZK 15,000",Brick,,,Personal,,,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 2,910",410816,2+kk,,64 m²,Partly,5,1.0,230.65,1392.41,158.0,877.3,201.79,445.72,362.79,745.16,457.82,104.46,"Primátorská, Prague - Libeň",50.1127192,14.472558,"CZK 40,820",Brick,,Very good,Personal,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 3,888",740701,2+kk,9/30/2022,55 m²,Fully furnished,2,,365.18,654.19,402.07,818.05,264.26,658.53,617.71,266.55,474.55,163.92,Prague - Žižkov,50.08948,14.49516,"CZK 19,000",Brick,,Very good,,G,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,100","CZK 4,200",337550,2+kk,9/15/2022,44 m²,Partly,7,1.0,6.96,186.73,185.24,121.91,125.75,206.94,157.99,283.18,868.07,157.13,"V hůrkách, Prague - Stodůlky",50.050848,14.341537,"CZK 12,000",Prefab concrete,10 to 30 years,,Personal,,Central,,1.0,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 10,000",736080,5+1,1/2/2023,150 m²,Unfurnished,7,1.0,245.6,379.18,349.57,314.36,249.29,299.83,380.64,572.51,859.93,298.7,Prague - Stodůlky,50.04988,14.33781,"CZK 30,000",Other,,Very good,,C,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",649076,2+kk,12/1/2022,53 m²,Partly,1,1.0,94.3,1750.54,524.42,585.43,506.77,1100.36,554.38,1437.08,790.47,844.07,"Břeclavská, Prague - Kyje",50.095579,14.545925,"CZK 40,000",Brick,Up to 10 years,Very good,Personal,,Gas boiler,1.0,1.0,,1.0,1.0,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900","CZK 3,400",206206,2+kk,9/30/2022,54 m²,Partly,2,1.0,432.16,1067.28,404.0,754.92,477.78,482.09,482.22,661.17,363.49,311.58,"Pivovarnická, Prague - Libeň",50.10973,14.47768,"CZK 40,000",Brick,Up to 10 years,Very good,Personal,B,,,,1.0,1.0,,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 2,800",729925,1 bedroom,11/1/2022,33 m²,Partly,5,1.0,121.93,541.11,118.49,181.69,179.17,561.9,303.13,231.52,434.09,517.31,"Štítného, Prague - Žižkov",50.0853298,14.4497431,"CZK 30,000",Other,,Very good,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 1,500",686487,Studio,11/1/2022,27 m²,Fully furnished,3,1.0,248.3,264.57,167.06,164.99,46.52,349.24,214.57,1010.88,487.71,433.95,"Keramická, Prague - Bubeneč",50.10124,14.42167,"CZK 20,000",Brick,Over 50 years,Very good,Personal,G,Electric boiler,,1.0,1.0,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 60,000","CZK 8,000",736066,4+kk,11/7/2022,125 m²,Fully furnished,3,1.0,225.56,711.06,281.87,1102.83,150.41,497.04,537.78,601.18,559.55,275.48,Prague - Smíchov,50.06561,14.39198,"CZK 120,000",Low-energy,Up to 10 years,New-build,Personal,B,Gas boiler,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",620377,Studio,9/19/2022,41 m²,Fully furnished,3,1.0,127.28,1286.8,312.92,1287.21,289.42,983.87,1023.94,975.2,1498.78,451.0,Prague - Vysočany,50.110869,14.5021464,"CZK 30,000",Brick,,Very good,Personal,C,Distance,,,,,,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,700",740511,3+1,9/30/2022,52 m²,Partly,4,,187.71,1372.34,239.06,527.73,181.16,245.87,535.74,309.71,818.79,304.9,Prague - Kobylisy,50.12587,14.44605,"CZK 30,000",Brick,30 - 50 years,Very good,,D,Central,,1.0,,1.0,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 9,000",740559,3+1,9/15/2022,118 m²,Partly,1,1.0,139.01,947.65,193.13,470.75,14.48,400.4,324.19,313.11,370.57,241.75,Prague - Nové Město,50.06909,14.41501,"CZK 30,000",Brick,,Very good,,G,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,072",740546,Studio,10/5/2022,38 m²,Partly,1,1.0,170.33,699.26,223.59,204.25,213.73,205.22,415.63,706.65,480.94,37.51,Prague - Libeň,50.1051,14.47217,"CZK 36,000",Low-energy,,New-build,,B,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,000",678085,2+kk,11/1/2022,52 m²,Fully furnished,4,1.0,227.47,680.0,142.32,445.4,167.64,463.17,273.62,177.76,465.87,258.34,"Brunclíkova, Prague - Břevnov",50.08474,14.3458,"CZK 40,000",Prefab concrete,,Very good,Cooperative,G,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,000",736019,3+kk,9/9/2022,74 m²,Fully furnished,2,1.0,245.44,403.68,330.78,345.27,247.31,1530.22,191.23,75.47,974.63,78.1,Prague - Záběhlice,50.04935,14.48577,"CZK 40,000",Brick,,Good,,G,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,000",735997,2+kk,10/1/2022,45 m²,Fully furnished,4,1.0,242.11,743.55,234.62,558.09,149.5,127.18,136.73,332.66,432.82,258.55,Prague - Břevnov,50.08486,14.37363,"CZK 25,000",Brick,,Very good,Personal,G,Central,1.0,1.0,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500",CZK 900,735994,Studio,10/13/2022,36 m²,Fully furnished,1,1.0,299.61,830.42,217.57,420.67,239.38,349.77,271.45,168.63,1519.77,192.3,Prague - Stodůlky,50.04886,14.35063,"CZK 15,000",Prefab concrete,,Very good,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 1,000",740315,Studio,10/1/2022,32 m²,Partly,2,1.0,28.26,769.36,14.05,474.48,49.52,15.93,729.5,225.87,172.18,144.93,Prague - Vinohrady,50.07791,14.47677,"CZK 17,000",Brick,,Good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 3,000",740283,2 bedroom,9/14/2022,40 m²,Unfurnished,2,1.0,41.66,728.45,87.4,945.74,24.13,269.62,640.07,446.23,819.52,649.07,Prague - Smíchov,50.06138,14.40084,"CZK 10,000",Brick,,Wrong,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",735629,2+kk,10/17/2022,66 m²,Partly,5,1.0,214.43,454.85,301.64,222.66,263.56,95.28,727.66,874.15,307.27,377.88,Prague - Vysočany,50.11143,14.4972,"CZK 25,000",Other,,Very good,,C,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,750","CZK 4,050",735596,2+kk,9/8/2022,55 m²,Partly,4,1.0,255.26,443.02,204.3,366.36,123.82,505.56,447.22,390.7,376.15,681.6,Prague - Smíchov,50.07376,14.4094,"CZK 30,000",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,300","CZK 1,500",624279,3+kk,12/1/2022,52 m²,,2,,215.16,586.2,164.17,470.6,188.39,302.5,110.53,688.16,172.84,443.61,"Umělecká, Prague - Holešovice",50.102638,14.427271,"CZK 39,600",Brick,,Good,Personal,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,925","CZK 4,575",740173,2+kk,9/13/2022,52 m²,Unfurnished,4,1.0,150.86,265.4,226.54,267.34,114.96,275.23,687.78,273.78,434.79,244.57,"Buzulucká, Prague - Dejvice",50.0991457,14.3938064,"CZK 35,000",Brick,,Good,,F,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,001",CZK 500,627804,Studio,10/1/2022,35 m²,Partly,1,,243.09,1970.14,252.89,1866.0,635.27,1498.09,1421.75,499.88,463.59,522.93,"Čistovická, Prague - Řepy",50.07479,14.324004,"CZK 26,000",Brick,Up to 10 years,New-build,Personal,G,Gas boiler,1.0,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 6,090",740162,3+kk,9/13/2022,75 m²,Partly,3,1.0,164.87,439.16,432.66,463.74,426.4,592.04,195.68,76.72,1353.66,169.08,Prague - Prosek,50.12534,14.49986,"CZK 40,000",Prefab concrete,,Very good,Personal,G,Distance,,1.0,,1.0,,Complete,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 1,500",633891,2 bedroom,11/1/2022,62 m²,Partly,9,1.0,224.41,1183.29,348.35,1221.67,567.86,367.53,1422.99,603.12,1197.17,92.39,"V Dolině, Prague - Michle",50.058705,14.469281,"CZK 38,000",Brick,30 - 50 years,Very good,Personal,G,Central,,1.0,,,1.0,,,1.0,,Standard,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 3,500",735574,Studio,9/8/2022,42 m²,Fully furnished,2,1.0,225.65,1912.7,1075.38,1671.57,442.3,1319.22,767.02,1380.36,1360.16,689.15,Prague - Modřany,50.01262,14.40006,"CZK 35,000",Brick,,New-build,,B,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",735568,2+kk,9/8/2022,43 m²,Fully furnished,7,1.0,421.8,467.0,477.27,465.81,451.06,471.04,946.44,886.09,721.08,438.89,Prague - Hostivař,50.05468,14.5162,"CZK 16,000",Prefab concrete,,Very good,,G,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000",740148,Studio,9/13/2022,29 m²,Fully furnished,3,,81.7,318.33,56.85,540.81,73.4,434.01,143.43,179.55,689.32,502.13,Prague - Vinohrady,50.07329,14.43979,CZK 0,Brick,Up to 10 years,New-build,,G,Electric boiler,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 3,500",11641,2+kk,10/15/2022,46 m²,Partly,5,,204.05,530.01,158.8,868.48,183.87,526.71,292.86,444.17,212.94,92.92,"Přecechtělova, Prague - Stodůlky",50.0368598,14.337017,"CZK 18,000",Other,,Very good,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,700","CZK 2,400",643640,Studio,9/30/2022,41 m²,Fully furnished,2,1.0,249.79,1708.58,113.54,1390.67,390.06,1029.9,1070.5,905.99,153.29,209.21,"U Pekařky, Prague - Libeň",50.114484,14.479922,"CZK 30,000",Brick,Up to 10 years,New-build,Personal,C,Gas boiler,,1.0,1.0,1.0,1.0,Complete,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,500",361151,Studio,9/15/2022,32 m²,Partly,4,1.0,215.32,438.18,296.02,743.11,644.93,658.37,353.14,432.92,563.02,240.72,"Nad přehradou, Prague - Horní Měcholupy",50.042408,14.5513031,"CZK 28,000",Brick,Up to 10 years,,Personal,B,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 7,000",717074,3+kk,7/17/2022,70 m²,Partly,4,1.0,308.56,1634.51,436.46,1306.85,349.52,524.17,348.51,340.78,1137.55,177.49,"Nedvězská, Prague - Strašnice",50.06891,14.50447,"CZK 40,000",Prefab concrete,10 to 30 years,Very good,Personal,G,Distance,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000",CZK 0,739599,3+kk,10/1/2022,60 m²,Partly,2,,292.41,506.43,376.44,451.06,128.33,1515.53,214.91,782.66,1248.42,275.58,Prague - Záběhlice,50.04634,14.49227,"CZK 22,000",Brick,30 - 50 years,Good,Cooperative,G,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 3,900",607379,Studio,9/15/2022,24 m²,Fully furnished,2,1.0,148.83,419.07,71.5,195.07,56.82,331.69,329.58,642.28,911.37,462.1,"Gorazdova, Prague - Nové Město",50.074462,14.414953,"CZK 36,000",Brick,Up to 10 years,Very good,Personal,E,Central,,,,,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,600","CZK 2,400",736087,Studio,9/10/2022,26 m²,Fully furnished,1,,107.24,1090.96,310.0,747.62,287.97,705.42,484.33,458.93,687.76,203.17,Prague - Nusle,50.05744,14.44172,"CZK 14,000",Brick,,Very good,,G,Electric boiler,,,,,,,,,,Standard,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000",738062,2+kk,9/12/2022,53 m²,Fully furnished,4,,140.43,192.7,275.57,462.44,229.16,261.26,120.24,96.33,534.26,253.95,Prague - Břevnov,50.08823,14.34953,"CZK 40,000",Brick,,Very good,,G,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500",CZK 880,381587,2 bedroom,9/12/2022,90 m²,Unfurnished,3,,72.57,89.05,84.69,56.33,4.22,136.59,320.86,798.22,409.8,337.3,"Šmeralova, Prague - Bubeneč",50.1002722,14.4225082,"CZK 20,500",Brick,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900","CZK 1,100",682818,2+kk,10/1/2022,48 m²,Partly,1,1.0,17.57,739.23,73.61,650.68,225.68,691.96,414.44,312.88,539.86,293.39,"28. pluku, Prague - Vršovice",50.07087,14.46352,"CZK 25,000",Brick,,Very good,Personal,G,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,000",729672,2 bedroom,10/10/2022,62 m²,Partly,1,1.0,200.61,166.19,23.02,137.79,65.44,186.98,128.66,345.5,166.13,479.79,"Štítného, Prague - Žižkov",50.085196862514,14.450864016521,"CZK 40,000",Other,,Very good,,C,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,000",725391,Studio,8/1/2022,31 m²,Partly,2,1.0,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,"CZK 16,500",Brick,,New-build,,A,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 1,500",736364,1 bedroom,9/12/2022,33 m²,Fully furnished,2,,316.39,1037.18,438.67,1135.95,350.35,1013.99,444.71,245.89,1993.85,180.33,Prague - Kobylisy,50.13508,14.47123,"CZK 30,000",Prefab concrete,,Very good,,B,Distance,,1.0,,,,Complete,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,500",500196,2+kk,10/1/2022,47 m²,Partly,4,,248.63,1168.93,208.62,888.88,144.29,155.85,471.33,302.49,1263.33,91.95,"Holečkova, Prague - Smíchov",50.0726461,14.3900917,"CZK 17,500",Brick,,,Personal,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000",416712,2+kk,,52 m²,Partly,1,,208.66,1004.29,152.28,823.14,67.65,367.15,296.52,363.58,10.17,238.32,Prague - Břevnov,50.0843838,14.3782596,"CZK 22,000",Brick,,Very good,Personal,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,900","CZK 6,000",714313,2+kk,10/2/2022,54 m²,Fully furnished,2,1.0,272.02,210.14,23.15,386.93,95.61,262.55,143.76,286.0,485.98,170.46,"Kollárova, Prague - Karlín",50.09127,14.44921,CZK 0,Brick,Up to 10 years,New-build,Personal,C,Central,1.0,1.0,1.0,1.0,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 9,000",732438,4+1,10/1/2022,144 m²,Partly,3,,171.29,211.95,122.48,136.09,18.55,176.22,484.41,802.71,382.54,295.97,Prague - Bubeneč,50.10128,14.42327,"CZK 70,000",Brick,,Very good,,G,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,400","CZK 1,100",681356,Studio,9/12/2022,20 m²,Partly,3,1.0,187.64,722.0,114.27,106.66,7.49,148.42,243.33,399.08,36.36,385.04,"Národní, Prague - Staré Město",50.0826,14.41828,"CZK 14,000",Brick,,New-build,Personal,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 6,000",726746,2 bedroom,10/8/2022,76 m²,Fully furnished,1,,209.89,2580.19,364.32,2252.43,430.13,183.08,1288.15,1638.37,999.77,373.58,Prague - Motol,50.07106,14.34318,"CZK 40,000",Brick,30 - 50 years,Very good,Personal,C,,,1.0,,1.0,,Complete,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,900","CZK 6,900",736200,2+kk,10/2/2022,66 m²,Partly,3,1.0,180.81,603.61,129.15,415.98,0.0,199.84,194.24,693.01,295.16,243.73,Prague - Holešovice,50.10742,14.45085,"CZK 29,900",Brick,Up to 10 years,New-build,Personal,G,Distance,,,1.0,,1.0,,,,,Standard,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
"CZK 13,000","CZK 3,500",394777,Studio,9/5/2022,30 m²,Fully furnished,1,,153.65,1091.92,498.72,1004.45,337.18,1046.03,1222.62,1203.94,1142.71,328.59,"Chlupáčova, Prague - Hlubočepy",50.0353336,14.3859746,"CZK 20,000",Brick,,,Personal,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 1,200",734033,2+kk,9/6/2022,33 m²,Unfurnished,1,,323.57,962.34,242.42,636.89,346.36,660.48,373.36,617.87,946.73,449.0,Prague - Vysočany,50.10394,14.50117,"CZK 29,000",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",735765,2+kk,9/15/2022,68 m²,Partly,2,1.0,174.96,525.98,515.7,510.44,275.01,521.94,958.88,864.6,590.23,481.71,Prague - Záběhlice,50.05253,14.51119,"CZK 30,000",Brick,,New-build,,B,Central,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,933","CZK 5,400",672347,2+kk,4/1/2022,51 m²,Fully furnished,3,1.0,282.53,471.09,253.69,175.41,29.12,259.96,353.34,531.47,169.48,322.7,"Čelakovského sady, Prague - Nové Město",50.07758,14.42989,"CZK 73,866",Brick,,Very good,Personal,G,Electric boiler,,,,,,Complete,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000",CZK 0,246931,Small studio,9/19/2022,36 m²,Fully furnished,2,,187.15,895.09,676.5,663.28,465.74,726.33,360.29,737.25,1044.35,514.08,"Hrubínova, Prague - Modřany",50.010788,14.4120482,"CZK 15,000",Brick,Up to 10 years,,Personal,C,Central,1.0,,,,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 40,000",CZK 0,735545,2+kk,9/8/2022,62 m²,Fully furnished,5,1.0,226.54,656.72,146.44,158.9,170.27,188.04,350.37,734.05,493.54,72.33,Prague - Nové Město,50.08223,14.423,"CZK 20,000",Brick,,New-build,,B,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 6,433",698164,2+kk,10/1/2022,60 m²,Fully furnished,,,249.82,198.79,33.25,163.94,38.63,324.24,276.12,258.46,248.77,264.34,Prague - Staré Město,50.0882848,14.4258186,"CZK 49,000",Other,,Very good,Personal,,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,000",240526,2+kk,9/1/2022,62 m²,,7,1.0,275.03,629.24,55.34,441.72,67.99,393.86,323.27,897.37,163.39,111.95,"U Uranie, Prague - Holešovice",50.1067006,14.4519976,"CZK 27,000",Brick,Up to 10 years,,Personal,,Central,,1.0,,,1.0,,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,000",483887,2+kk,10/1/2022,36 m²,Fully furnished,3,,349.3,744.42,280.28,361.13,260.09,400.91,416.21,279.98,1128.95,331.77,"Na Okraji, Prague - Veleslavín",50.0891547,14.3400733,"CZK 25,000",Brick,,,Personal,E,,,,,,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",686030,1 bedroom,9/15/2022,60 m²,Fully furnished,3,1.0,16.0,469.84,468.47,1386.69,121.34,500.21,342.53,439.3,310.76,272.5,"Slévačská, Prague - Kyje",50.10582,14.55398,"CZK 25,000",Other,,New-build,Personal,B,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
