Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Heating,Total number of floors,Renovation,Design,New building,Age,Front garden,Administration fee,Developer name,Project name,Kód jednotky
697936,"CZK 15,000",50.10597,14.45258,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,50 m²,"CZK 2,000",Unfurnished,3,No,No,No,No,No,No,No,04. 01. 2022,311,510,132,323,44,276,435,774,227,175,Excellent,"CZK 30,000",Personal,Brick building,C,,,,,,,,,,,
542947,"CZK 12,000",50.0905728,14.4926364,"Pod Lipami, Prague - Žižkov",Studio,34 m²,"CZK 2,470",Partially furnished,6,No,No,No,No,No,Yes,No,01. 02. 2022,335,328,427,569,384,332,620,275,548,146,Excellent,"CZK 12,000",Personal,Prefab concrete building,C,,Middle floor,Overall,Standard materials and solutions,,1 to 10 years years,,,,,
165513,"CZK 13,000",50.0676332,14.2979591,"Galandova, Prague - Řepy",1 bedroom with open-plan kitchen,47 m²,"CZK 3,000",Partially furnished,8,No,No,Yes,Yes,No,No,No,,258,"1,165",409,"1,127",202,930,739,619,"1,435",104,Excellent,,Personal,Prefab concrete building,,,,,,,1 to 10 years years,,,,,
697606,"CZK 12,500",50.05397,14.3422,"Běhounkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,35 m²,"CZK 2,900",Unfurnished,5,No,No,No,No,No,Yes,No,05. 01. 2022,243,534,240,539,442,204,423,163,"1,153",129,Excellent,"CZK 30,700",Personal,Prefab concrete building,D,District heating,Middle floor,Overall,Premium materials and solutions,,10 to 30 years years,,,,,
259943,"CZK 12,000",50.1040894,14.5383631,"Čertouská, Prague - Hloubětín",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Unfurnished,2,No,No,No,No,No,No,No,,245,203,192,184,284,205,309,206,252,225,,"CZK 30,000",Personal,Brick building,A,,Middle floor,Overall,Standard materials and solutions,,,100 m²,,,,
656885,"CZK 14,400",50.0309311,14.3685927,Prague - Hlubočepy,1 bedroom with open-plan kitchen,43 m²,"CZK 3,600",Furnished,1,Yes,Yes,No,No,Yes,Yes,No,07. 02. 2022,124,839,80,819,131,857,292,300,632,71,Excellent,"CZK 14,400",Personal,Brick building,C,Central heating,Middle floor,,,,1 to 10 years years,,,,,
536102,"CZK 14,400",50.0225996,14.4945038,"Zlešická, Prague - Chodov",1 bedroom with open-plan kitchen,47 m²,,Partially furnished,6,No,No,No,No,No,Yes,No,07. 02. 2022,189,759,214,857,522,664,235,520,333,61,Good,"CZK 15,000",Personal,Prefab concrete building,C,Central heating,Middle floor,Overall,Standard materials and solutions,,10 to 30 years years,,,,,
545105,"CZK 15,000",50.0672795,14.3679445,"Musílkova, Prague - Košíře",1 bedroom with open-plan kitchen,50 m²,"CZK 3,100",Partially furnished,3,No,No,No,No,No,No,No,15. 01. 2022,306,785,262,594,448,505,364,858,230,452,,"CZK 20,000",Personal,Brick building,C,Gas boiler,Top floor,Overall,Premium materials and solutions,Yes,1 to 10 years years,,,,,
694774,"CZK 20,900",50.1027288,14.4368562,"Veletržní, Prague - Holešovice",2 bedroom with open-plan kitchen,77 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,281,904,117,416,57,309,518,375,875,,Excellent,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,
311633,"CZK 15,000",50.0969127,14.3475731,"Vokovická, Prague - Vokovice",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Partially furnished,11,Yes,No,No,No,No,No,No,,52,"1,203",145,802,345,211,177,171,374,239,,"CZK 30,000",Personal,Prefab concrete building,,,,,,,,,,,,
697893,"CZK 15,500",50.068897,14.4549342,"Moskevská, Prague - Vršovice",1 bedroom with open-plan kitchen,46 m²,"CZK 4,195",Furnished,3,No,No,No,No,No,Yes,No,03. 01. 2022,43,303,10,55,59,99,56,356,212,389,Excellent,"CZK 19,695",Personal,Brick building,G,,,,,,,,,,,
697880,"CZK 22,000",50.07524,14.44714,"Korunní, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 1,500",Unfurnished,1,No,No,No,No,No,No,No,17. 01. 2022,212,402,166,414,131,377,534,125,502,168,Excellent,"CZK 44,000",Personal,Brick building,G,,,,,,,,,,,
697870,"CZK 12,000",50.019194717335,14.401297710968,Prague - Hodkovičky,Studio,30 m²,"CZK 3,000",Partially furnished,5,Yes,No,Yes,No,No,Yes,No,10. 01. 2022,452,537,"1,440",664,"1,390",,,,,,New build,,Personal,Brick building,G,,,,,,,,,,,
691655,"CZK 11,700",50.07101,14.44822,"Sevastopolská, Prague - Vršovice",Small studio,20 m²,"CZK 2,300",Partially furnished,4,No,No,No,No,No,No,No,15. 11. 2021,204,729,198,386,85,576,362,591,365,357,Excellent,"CZK 24,000",Personal,Brick building,G,,,,Premium materials and solutions,,1 to 10 years years,,,,,
581545,"CZK 19,000",50.079043,14.450264,"Laubova, Prague - Vinohrady",1 bedroom,50 m²,"CZK 4,000",Furnished,4,No,No,No,No,No,Yes,No,29. 11. 2021,190,255,21,254,95,282,123,285,713,150,Excellent,"CZK 23,000",Cooperative,Brick building,G,,,Overall,,,over 50 years years,,,,,
695314,"CZK 12,700",50.05464,14.44235,"Sdružení, Prague - Nusle",1 bedroom with open-plan kitchen,51 m²,"CZK 2,060",Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 01. 2022,32,968,124,457,34,600,263,237,956,211,Excellent,"CZK 24,000",Personal,Brick building,G,,,,,,,,,,,
697842,"CZK 10,800",50.09239,14.53345,"Českobrodská, Prague - Hloubětín",Small studio,25 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,No,No,03. 01. 2022,25,707,854,"1,145","1,324","1,454",842,584,,,Excellent,"CZK 10,800",Personal,Brick building,G,Gas boiler,,Overall,Standard materials and solutions,,,,,,,
692357,"CZK 22,000",50.09978,14.42468,"Ovenecká, Prague - Holešovice",3 bedroom,82 m²,CZK 450,Partially furnished,1,No,No,Yes,No,No,No,No,01. 01. 1970,67,157,76,45,61,66,352,389,482,,Excellent,,Personal,Brick building,G,Gas boiler,Middle floor,Interior,,,,,,,,
619822,"CZK 10,000",50.072607,14.427693,"Ke Karlovu, Prague - Nové Město",Small studio,24 m²,"CZK 2,500",Partially furnished,2,No,No,No,No,No,Yes,No,17. 08. 2020,31,713,303,459,11,36,338,384,601,636,Excellent,"CZK 10,000",Personal,Brick building,D,Central heating,Middle floor,Overall,Standard materials and solutions,,,,,,,
567662,"CZK 13,000",50.0326918,14.5878314,"Františka Diviše, Prague - Uhříněves",1 bedroom with open-plan kitchen,55 m²,"CZK 4,000",Furnished,1,Yes,No,No,No,No,No,No,01. 01. 2021,539,"1,000",851,"1,092",919,952,"1,085",850,907,,,"CZK 26,000",Personal,Prefab concrete building,B,,,,,,,,,,,
392789,"CZK 12,000",50.1230046,14.4894172,"Bílinská, Prague - Prosek",3 bedroom,53 m²,"CZK 4,500",Partially furnished,8,No,No,No,Yes,No,Yes,No,01. 01. 2022,438,769,152,708,481,409,308,216,411,83,Excellent,"CZK 24,000",Personal,Prefab concrete building,G,District heating,Top floor,Bathroom unit,Standard materials and solutions,,,,,,,
519421,"CZK 13,000",49.9943535,14.3668619,Prague - Radotín,1 bedroom with open-plan kitchen,52 m²,"CZK 4,000",Partially furnished,3,No,No,No,No,Yes,No,No,14. 02. 2022,290,"1,228","1,323",886,"1,260","1,215",829,869,"1,321",,,"CZK 13,000",Personal,Brick building,,Gas boiler,Top floor,Overall,Standard materials and solutions,,,,,,,
689519,"CZK 13,000",49.996653165369,14.412188262513,"Sekorova, Prague - Modřany",2 bedroom,70 m²,"CZK 2,000",Furnished,1,No,Yes,No,No,No,No,No,01. 02. 2022,387,"1,331",822,"1,425",672,"1,153",996,"1,094",693,347,Excellent,"CZK 13,000",Personal,Brick building,C,Gas boiler,,,,,,,,,,
660702,"CZK 14,000",50.07783,14.43667,"Vinohradská, Prague - Vinohrady",1 bedroom,45 m²,"CZK 2,260",Unfurnished,,No,No,No,No,No,No,No,01. 08. 2021,82,240,76,129,72,4,335,424,475,805,Excellent,,Personal,Brick building,E,,,,,,,,,,,
661115,"CZK 27,500",50.07783,14.43667,"Vinohradská, Prague - Vinohrady",3 bedroom,112 m²,"CZK 5,581",Partially furnished,3,Yes,No,No,No,No,No,No,01. 07. 2021,82,240,76,129,72,4,335,424,475,805,Excellent,,Personal,Brick building,F,,,,,,,,,,,
697817,"CZK 16,900",50.03743,14.48474,"Babákova, Prague - Chodov",3 bedroom,90 m²,"CZK 4,900",Furnished,1,No,No,Yes,Yes,Yes,No,No,01. 02. 2022,479,"1,121",179,955,519,920,861,"1,316",483,158,Excellent,"CZK 21,000",Personal,Prefab concrete building,G,,,,Premium materials and solutions,,,,,,,
697804,"CZK 12,000",50.10309,14.5817,"Kpt. Stránského, Prague - Černý Most",1 bedroom with open-plan kitchen,48 m²,"CZK 5,000",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,03. 01. 2022,287,"1,030",198,699,647,786,"1,175",599,674,,Excellent,"CZK 12,000",Personal,Prefab concrete building,B,,,,,,,,,,,
694998,"CZK 19,000",50.101655482973,14.452764628089,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,47 m²,"CZK 3,500",Furnished,2,No,No,No,No,No,Yes,No,01. 01. 2022,181,539,89,261,7,198,400,363,176,277,New build,"CZK 19,000",Personal,Brick building,B,,,,,,,,,,,
695004,"CZK 19,000",50.101747049945,14.452762640491,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,47 m²,"CZK 3,500",Furnished,5,Yes,Yes,No,No,No,Yes,No,01. 01. 2022,182,539,89,262,19,199,401,363,107,252,New build,"CZK 19,000",Personal,Brick building,B,,,,,,,,,,,
595127,"CZK 12,000",50.123979,14.4878,"Rumburská, Prague - Prosek",Studio,30 m²,"CZK 3,100",Furnished,3,Yes,No,No,No,No,Yes,No,01. 02. 2022,319,915,273,853,476,440,440,72,271,192,Excellent,"CZK 15,100",Personal,Prefab concrete building,G,Central heating,,Overall,Standard materials and solutions,,,,,,,
697787,"CZK 25,000",50.10559,14.52226,"Modrého, Prague - Hloubětín",2 bedroom with open-plan kitchen,187 m²,"CZK 4,000",Furnished,2,Yes,Yes,No,Yes,Yes,Yes,Yes,03. 01. 2022,492,"1,304",694,"1,285",856,742,"1,233","1,301",915,227,New build,"CZK 4,000",Personal,Brick building,A,,,,,,,,,,,
697781,"CZK 10,990",50.13196833333,14.48740555555,"Roudnická, Prague - Střížkov",1 bedroom with open-plan kitchen,33 m²,,Furnished,2,No,No,No,No,No,Yes,No,,576,768,514,761,494,988,"1,368",113,,,Excellent,"CZK 13,921",Personal,Prefab concrete building,C,,,,,,,,"CZK 13,921

                                
                                
                
i",,,
694814,"CZK 15,000",50.10108,14.44575,"Stupkova, Prague - Holešovice",1 bedroom,45 m²,"CZK 1,500",Furnished,3,No,No,Yes,No,No,Yes,No,01. 01. 2022,388,365,178,548,168,272,262,414,716,231,Good,"CZK 15,000",Cooperative,Brick building,G,,Middle floor,Overall,,,,,,,,
474527,"CZK 10,000",50.0242782,14.4551131,"Hurbanova, Prague - Krč",1 bedroom,34 m²,"CZK 3,500",Partially furnished,7,Yes,No,No,No,No,No,No,,372,905,421,461,440,589,"1,340",444,416,,,"CZK 20,000",Personal,Prefab concrete building,,District heating,Top floor,Bathroom unit,,,,,,,,
562412,"CZK 12,900",50.053939,14.4220743,"Pod Klaudiánkou, Prague - Podolí",2 bedroom,59 m²,"CZK 4,200",Unfurnished,1,No,No,No,No,No,No,No,06. 12. 2021,437,766,373,565,411,763,536,948,37,381,,"CZK 10,000",Personal,Brick building,D,Other,Ground floor,Interior,Standard materials and solutions,,10 to 30 years years,100 m²,,,,
697771,"CZK 12,500",50.04581,14.30266,"Svitákova, Prague - Stodůlky",Studio,39 m²,"CZK 2,000",Partially furnished,4,Yes,No,No,No,No,Yes,Yes,07. 02. 2022,258,122,148,95,"1,023","1,120",725,886,110,,New build,"CZK 14,500",Personal,Other,B,,,,,,,,,,,
697770,"CZK 19,900",50.0733476,14.3959227,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,46 m²,"CZK 4,500",Furnished,3,No,No,Yes,No,No,Yes,No,03. 01. 2022,207,"1,068",123,759,92,889,250,857,"1,077",82,New build,"CZK 24,400",Personal,Low-energy building,G,,,,,,,,,,,
628788,"CZK 15,900",50.141463,14.523138,"Kadečkové, Prague - Letňany",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",,1,No,Yes,Yes,No,No,Yes,No,05. 10. 2020,566,921,"1,250",116,"1,045","1,321","1,168",872,258,,New build,,Personal,Brick building,B,,,,,,,,,,,
315164,"CZK 14,000",50.0666262,14.4202683,"Neklanova, Prague - Vyšehrad",1 bedroom with open-plan kitchen,42 m²,"CZK 4,000",Furnished,4,No,No,Yes,No,No,Yes,No,01. 01. 2022,200,"1,153",168,194,117,231,202,501,434,204,,"CZK 24,000",Personal,Brick building,,Central heating,,Overall,,,1 to 10 years years,,,,,
655019,"CZK 15,000",50.08379,14.41439,"Karoliny Světlé, Prague - Staré Město",1 bedroom with open-plan kitchen,60 m²,"CZK 1,000",Furnished,2,No,No,No,No,No,No,No,13. 12. 2021,141,750,42,370,2,356,511,513,469,227,Excellent,"CZK 15,000",Personal,Brick building,B,,,,,,,,,,,
697759,"CZK 7,000",50.1162631,14.6208058,Prague - Horní Počernice,Studio,28 m²,"CZK 3,000",Partially furnished,2,No,No,No,No,No,No,No,03. 01. 2022,93,827,312,145,343,661,339,34,,,New build,"CZK 9,000",Personal,Other,C,,,,,,,,,,,
388053,"CZK 12,000",50.0719134,14.4459199,"Francouzská, Prague - Vinohrady",Studio,30 m²,"CZK 2,500",Furnished,1,No,No,No,No,No,Yes,No,01. 01. 2022,86,483,66,550,99,690,492,538,227,217,,"CZK 15,000",Personal,Other,C,,,,,,,,,,,
694045,"CZK 15,000",50.07608,14.46828,"Šrobárova, Prague - Vinohrady",1 bedroom with open-plan kitchen,47 m²,CZK 650,Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 01. 2022,256,606,177,409,53,389,90,716,75,228,Good,"CZK 30,000",Cooperative,Brick building,G,,,,,,,,,,,
538857,"CZK 16,000",50.1074818,14.445228,"U Staré plynárny, Prague - Holešovice",1 bedroom with open-plan kitchen,48 m²,"CZK 3,000",Furnished,5,Yes,No,No,No,No,Yes,No,01. 03. 2022,219,669,309,682,294,204,400,"1,025",319,327,,"CZK 30,000",Cooperative,Brick building,,,,,,,,,,,,
601634,"CZK 14,000",50.127342,14.502952,"Bechlínská, Prague - Letňany",1 bedroom with open-plan kitchen,55 m²,"CZK 3,400",,2,Yes,No,No,No,No,Yes,No,01. 01. 2022,229,845,111,874,564,811,344,568,252,,New build,"CZK 20,000",Personal,Brick building,C,,,,,,,,,,,
656973,"CZK 10,466",50.10809,14.43722,"Na Zátorách, Prague - Holešovice",Studio,15 m²,"CZK 3,311",Furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,203,"1,202",318,"1,023",78,445,306,355,606,,New build,"CZK 13,777",Other,Other,G,,,,,Yes,1 to 10 years years,,,,,
632456,"CZK 19,000",50.094447,14.349836,"Pod Dvorem, Prague - Veleslavín",1 bedroom with open-plan kitchen,51 m²,"CZK 5,000",Furnished,,No,No,Yes,No,Yes,Yes,Yes,01. 02. 2022,306,986,351,"1,015",331,303,506,614,815,533,New build,"CZK 21,000",Personal,Low-energy building,B,,,,,Yes,,,,,,
597948,"CZK 13,000",50.089411,14.467455,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,48 m²,"CZK 1,500",Furnished,6,No,No,No,No,No,Yes,No,04. 01. 2022,101,739,25,68,80,96,399,484,430,263,Excellent,"CZK 17,000",Personal,Brick building,G,Gas boiler,Top floor,Overall,Standard materials and solutions,,over 50 years years,,,,,
696803,"CZK 15,900",50.10955,14.474,"Na Rokytce, Prague - Libeň",1 bedroom with open-plan kitchen,42 m²,"CZK 2,500",Furnished,3,No,No,No,No,No,No,No,01. 01. 2022,205,971,177,528,443,255,306,801,273,108,Excellent,,Personal,Brick building,B,,,Overall,,,,,,,,
697722,"CZK 10,500",50.05787,14.42592,"Doudova, Prague - Podolí",1 bedroom,36 m²,CZK 800,Partially furnished,2,No,No,No,No,No,No,No,15. 01. 2022,241,512,45,491,272,458,509,414,278,237,Excellent,"CZK 11,300",Personal,Brick building,G,,,,,,,,,,,
694351,"CZK 17,000",50.04926,14.33186,"Nová kolonie, Prague - Stodůlky",1 bedroom with open-plan kitchen,54 m²,"CZK 3,500",Furnished,3,No,No,No,No,Yes,Yes,Yes,03. 01. 2022,395,703,520,732,325,490,736,462,551,81,New build,"CZK 32,000",Personal,Brick building,C,,,,,,,,,,,
697719,"CZK 14,720",50.05942,14.45008,"Nuselská, Prague - Michle",1 bedroom,35 m²,"CZK 2,780",Furnished,2,No,No,Yes,No,No,No,No,01. 02. 2022,51,760,54,167,28,730,214,387,732,216,Excellent,"CZK 29,440",Personal,Brick building,G,Gas boiler,Middle floor,Interior,Premium materials and solutions,,1 to 10 years years,,,,,
627647,"CZK 16,000",50.068851,14.41503,"Rašínovo nábřeží, Prague - Nové Město",1 bedroom with open-plan kitchen,47 m²,"CZK 3,500",Furnished,3,No,No,No,No,No,Yes,No,15. 01. 2022,97,988,95,465,3,268,318,347,324,226,Excellent,"CZK 16,000",Personal,Brick building,G,District heating,Middle floor,,,,,,,,,
697715,"CZK 22,000",50.04719,14.30285,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,51 m²,"CZK 4,000",Furnished,5,Yes,No,No,No,Yes,Yes,Yes,03. 01. 2022,285,195,44,232,"1,059","1,027",654,815,110,,New build,"CZK 22,000",Personal,Other,G,,,,,,1 to 10 years years,,,,,
471504,"CZK 12,000",50.0671011,14.5518474,Prague - Dolní Měcholupy,Studio,37 m²,"CZK 2,523",Partially furnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,451,"1,152",268,187,446,948,"1,116",246,,,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,
503670,"CZK 27,000",50.0716817,14.4096553,"Na Celné, Prague - Smíchov",1 bedroom with open-plan kitchen,63 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,Yes,No,,192,631,163,127,120,528,670,921,837,397,,"CZK 50,000",Personal,Brick building,,,,,,,,,,,,
697255,"CZK 22,000",50.10253,14.43365,"Janovského, Prague - Holešovice",1 bedroom with open-plan kitchen,60 m²,"CZK 3,000",Partially furnished,6,No,Yes,No,No,No,Yes,No,01. 01. 2022,189,721,108,233,117,170,314,528,930,,Excellent,"CZK 30,000",Personal,Brick building,G,Gas boiler,Attic,Interior,Standard materials and solutions,,10 to 30 years years,,,,,
532900,"CZK 11,900",50.0690181,14.4604519,Prague - Vršovice,Studio,35 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,145,621,205,295,114,407,370,181,500,242,Excellent,"CZK 15,000",Personal,Brick building,C,District heating,Middle floor,Overall,,,,,,,,
695989,"CZK 14,900",50.04842,14.47884,"Púchovská, Prague - Záběhlice",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Unfurnished,3,No,No,No,No,No,No,No,14. 12. 2021,253,820,320,366,480,"1,235",609,691,802,212,Excellent,"CZK 16,000",Personal,Brick building,G,,,,,,,,,,,
697696,"CZK 12,000",50.03225,14.55993,"Jakobiho, Prague - Petrovice",1 bedroom with open-plan kitchen,43 m²,"CZK 2,500",Partially furnished,10,No,No,No,No,Yes,Yes,No,03. 01. 2022,123,"1,094",507,"1,191",86,966,252,125,490,18,Excellent,"CZK 20,000",Personal,Prefab concrete building,C,,,,,,,,,,,
541134,"CZK 12,000",50.0891962,14.3716185,"Ve Střešovičkách, Prague - Střešovice",1 bedroom with open-plan kitchen,25 m²,"CZK 1,250",Partially furnished,2,No,Yes,No,Yes,No,No,No,03. 01. 2022,370,961,213,"1,028",337,429,547,712,406,336,Excellent,"CZK 10,000",Personal,Brick building,,District heating,Middle floor,Overall,Premium materials and solutions,Yes,1 to 10 years years,100 m²,,,,
148412,"CZK 14,000",50.0465682,14.4435677,"Za Zelenou liškou, Prague - Krč",1 bedroom with open-plan kitchen,53 m²,"CZK 3,600",Furnished,,No,No,No,No,No,No,No,01. 04. 2022,273,439,112,261,162,218,277,586,696,242,Excellent,"CZK 20,000",Personal,Brick building,,Other,Ground floor,Overall,,,,,,,,
697700,"CZK 18,500",50.05049,14.46551,"Na Záhonech, Prague - Michle",2 bedroom with open-plan kitchen,83 m²,"CZK 5,500",Partially furnished,5,Yes,No,No,No,No,Yes,No,19. 01. 2022,157,903,518,937,588,918,565,419,809,127,Excellent,"CZK 37,000",Personal,Prefab concrete building,E,,,,,,,,,,,
460235,"CZK 16,000",50.1114445,14.4975794,"Paříkova, Prague - Vysočany",1 bedroom with open-plan kitchen,60 m²,"CZK 4,500",Partially furnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,107,407,254,175,216,47,706,804,354,356,Excellent,"CZK 16,000",Personal,Other,,,,,,,,,,,,
681784,"CZK 15,900",50.0699026,14.317461,"Na Fialce Ⅱ, Prague - Řepy",2 bedroom with open-plan kitchen,67 m²,"CZK 3,600",Partially furnished,3,No,No,No,No,No,No,No,29. 12. 2021,314,"1,217",918,"1,283",604,"1,071",726,491,533,255,Excellent,"CZK 20,000",Personal,Other,G,Gas boiler,Attic,,Premium materials and solutions,,10 to 30 years years,,,,,
586766,"CZK 12,000",50.012675,14.420254,Prague - Modřany,1 bedroom with open-plan kitchen,45 m²,"CZK 2,500",Unfurnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,190,"1,136",135,"1,038",890,"1,063",264,233,956,233,Excellent,"CZK 12,000",Personal,Brick building,D,,,,,,,,,,,
697687,"CZK 30,000",50.12005,14.43854,"Trojská, Prague - Troja",3 bedroom,114 m²,"CZK 6,500",Partially furnished,2,Yes,No,No,No,No,No,Yes,02. 01. 2022,155,915,"1,262",397,"1,016",960,359,971,988,,New build,"CZK 60,000",Personal,Brick building,B,Geothermal heat pump,,,Premium materials and solutions,Yes,1 to 10 years years,,,,,
384300,"CZK 10,000",50.0482015,14.4386813,"Milevská, Prague - Krč",Small studio,30 m²,"CZK 2,450",Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 01. 2022,317,311,277,416,191,454,396,519,239,41,,"CZK 20,000",Personal,Prefab concrete building,G,,,,,,,,,,,
653759,"CZK 12,000",50.06767,14.40148,"Kováků, Prague - Smíchov",Small studio,19 m²,"CZK 1,500",Furnished,3,No,No,No,No,No,No,No,27. 12. 2021,132,248,236,370,103,150,403,591,854,161,Excellent,"CZK 13,000",Personal,Brick building,F,,,,,,,,,,,
631120,"CZK 14,000",50.07126,14.342405,"V Úvalu, Prague - Motol",1 bedroom with open-plan kitchen,51 m²,"CZK 2,800",Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,115,372,438,191,"1,403","1,056",372,,,,New build,"CZK 16,800",Personal,Brick building,G,,,,,,1 to 10 years years,,,,,
697194,"CZK 13,500",50.07012,14.40722,"Staropramenná, Prague - Smíchov",1 bedroom,36 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,217,658,174,313,83,326,751,"1,136",891,377,Excellent,"CZK 25,000",Personal,Other,E,Gas boiler,Middle floor,,Standard materials and solutions,,,,,,,
691427,"CZK 14,000",49.96283,14.38368,"Neumannova, Prague - Zbraslav",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Partially furnished,2,Yes,No,No,No,Yes,No,No,15. 01. 2022,317,243,347,531,748,108,143,,,,Excellent,"CZK 17,000",Personal,Brick building,G,,,,,,,,,,,
697214,"CZK 13,500",50.06194,14.43608,"Petra Rezka, Prague - Nusle",1 bedroom,49 m²,"CZK 2,500",Unfurnished,2,Yes,No,No,No,No,Yes,No,01. 01. 2022,167,614,151,528,121,457,121,445,399,278,Excellent,"CZK 32,000",Personal,Other,G,,,,,,,,,,,
644544,"CZK 14,400",50.073347,14.429008,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,60 m²,"CZK 5,100",Furnished,3,No,No,No,No,Yes,Yes,No,10. 01. 2022,165,741,184,331,26,278,415,490,473,523,Excellent,"CZK 5,000",Personal,Brick building,C,District heating,Middle floor,Overall,Premium materials and solutions,,1 to 10 years years,,,,,
500987,"CZK 11,500",50.0706924,14.4624872,"Dvacátého osmého pluku, Prague - Vršovice",Studio,32 m²,"CZK 1,500",Partially furnished,3,No,No,No,No,No,No,No,,59,828,2,574,150,617,343,312,860,509,,"CZK 12,000",Personal,Brick building,G,District heating,Middle floor,,,,,,,,,
697209,"CZK 18,000",50.09145,14.44494,"Vítkova, Prague - Karlín",2 bedroom,58 m²,"CZK 2,500",Partially furnished,4,No,No,No,No,No,Yes,No,01. 01. 2022,188,383,12,458,35,432,104,"1,141",540,365,Excellent,"CZK 18,000",Cooperative,Brick building,G,,,,,,,,,,,
588758,"CZK 23,000",50.063612,14.360545,"Naskové, Prague - Košíře",3 bedroom,85 m²,"CZK 6,500",Partially furnished,2,Yes,No,Yes,No,No,No,Yes,01. 03. 2022,13,"1,363","1,089","1,312",734,"1,205",696,40,663,246,Excellent,"CZK 30,000",Personal,Brick building,G,Gas boiler,,Overall,,,,,,,,
697639,"CZK 9,300",50.09364,14.45514,"Šaldova, Prague - Karlín",2 bedroom,70 m²,"CZK 3,500",Partially furnished,4,No,No,No,No,No,No,No,01. 02. 2022,358,627,50,256,60,119,304,"1,325",169,391,Good,"CZK 12,800",Personal,Brick building,G,,,,,,,,,,,
668065,"CZK 18,900",50.08217,14.45096,"Kubelíkova, Prague - Žižkov",1 bedroom with open-plan kitchen,66 m²,CZK 540,Unfurnished,4,Yes,No,Yes,No,No,Yes,No,17. 01. 2022,405,111,141,372,76,222,435,544,587,468,Excellent,"CZK 30,000",Personal,Brick building,,,,,,,,,,,,
605939,"CZK 13,490",50.056361,14.432318,"Dačického, Prague - Nusle",Studio,45 m²,"CZK 3,000",,3,Yes,No,No,No,No,No,No,01. 02. 2022,162,988,175,267,207,406,728,454,195,265,Good,"CZK 16,490",Cooperative,Brick building,G,Central heating,,,,,,,,,,
696367,"CZK 12,000",50.05503,14.51821,"Strašnická, Prague - Hostivař",1 bedroom with open-plan kitchen,40 m²,"CZK 3,970",Partially furnished,1,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,223,333,344,296,317,337,933,"1,000",620,218,Good,"CZK 12,000",Personal,Prefab concrete building,D,,,,,,,,,,,
697626,"CZK 24,900",50.07371,14.44602,"Chodská, Prague - Vinohrady",2 bedroom with open-plan kitchen,96 m²,CZK 870,Unfurnished,3,Yes,No,No,No,No,No,No,01. 02. 2022,285,298,244,651,208,557,477,273,379,165,Excellent,"CZK 25,770",Personal,Brick building,G,,,,,,,,,,,
609881,"CZK 20,000",50.079184,14.415364,"Vojtěšská, Prague - Nové Město",3 bedroom,80 m²,"CZK 3,700",Furnished,5,No,No,No,No,No,Yes,No,28. 12. 2021,144,591,3,369,44,391,55,128,394,353,Excellent,"CZK 40,000",Personal,Brick building,E,,Top floor,Interior,,,,,,,,
