Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Age,Design,Heating,Total number of floors,Renovation,PENB,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky
264568,"CZK 13,600",50.0478182,14.4462395,"Vokáčova, Prague - Michle",1 bedroom with open-plan kitchen,43 m²,"CZK 2,500",Partially furnished,6,No,No,Yes,No,No,No,No,,275,480,154,109,107,133,407,677,809,320,Excellent,"CZK 15,000",Personal,Prefab concrete building,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,Overall,B,,,,,,
665413,"CZK 14,500",50.0700464,14.3813528,Prague - Košíře,Studio,30 m²,"CZK 2,000",Furnished,3,No,No,No,Yes,No,Yes,No,01. 02. 2022,154,480,76,786,200,893,208,708,"1,106",439,New build,"CZK 16,500",Personal,Other,,,,,,G,,,,,,
698939,"CZK 18,300",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",Studio,30 m²,"CZK 6,100",Furnished,6,No,No,No,No,No,Yes,No,29. 01. 2022,22,463,81,96,72,158,361,436,384,451,,,,,,,,,,,,,,,,
704052,"CZK 12,500",50.0705694,14.3791845,"Plzeňská, Prague - Košíře",1 bedroom,44 m²,CZK 600,Unfurnished,4,No,No,No,No,No,Yes,No,27. 01. 2022,0,592,103,967,125,"1,074",167,614,"1,012",345,Excellent,"CZK 12,500",Personal,Brick building,,,,,,G,,,,,,
704050,"CZK 12,000",50.04649475,14.324921425317,"U Jezera, Prague - Stodůlky",1 bedroom with open-plan kitchen,43 m²,"CZK 3,000",Unfurnished,6,No,No,Yes,No,No,Yes,No,28. 01. 2022,347,687,277,307,169,274,224,146,353,68,Good,"CZK 15,000",Personal,Prefab concrete building,,,,,,G,,,,,,
686327,"CZK 21,000",50.07233,14.44228,"Máchova, Prague - Vinohrady",1 bedroom with open-plan kitchen,40 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,Yes,No,01. 01. 2022,157,366,61,737,92,680,373,364,475,288,Excellent,"CZK 21,000",Personal,Brick building,,,,,,G,,,,,,
223568,"CZK 24,000",50.0857482,14.4575749,"Jeseniova, Prague - Žižkov",2 bedroom with open-plan kitchen,81 m²,"CZK 3,800",Partially furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,27. 01. 2022,219,283,167,589,256,262,149,108,364,214,New build,"CZK 2,000",Personal,Brick building,1 to 10 years years,,Central heating,Middle floor,,G,Yes,,,,,
520606,"CZK 21,895",50.045754631723,14.302769103705,Prague - Stodůlky,1 bedroom with open-plan kitchen,61 m²,"CZK 3,182",Furnished,2,Yes,No,No,No,No,No,No,12. 08. 2020,267,131,156,104,"1,031","1,128",734,895,118,,New build,"CZK 30,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Overall,B,Yes,,,,,
704035,"CZK 18,000",50.0679,14.45706,"Orelská, Prague - Vršovice",2 bedroom,80 m²,CZK 700,Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 02. 2022,104,261,67,209,52,221,312,465,358,354,Excellent,"CZK 18,000",Personal,Brick building,,,,,,G,,,,,,
704034,"CZK 13,000",49.98822,14.41096,"Za Sídlištěm, Prague - Komořany",1 bedroom with open-plan kitchen,46 m²,"CZK 4,000",Partially furnished,8,No,No,Yes,No,No,Yes,No,01. 03. 2022,375,352,354,522,,,,,,,Excellent,"CZK 13,000",Personal,Prefab concrete building,,,,,,D,,,,,,
704032,"CZK 16,000",50.1038,14.51146,"Pod Harfou, Prague - Vysočany",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,5,Yes,No,No,No,No,Yes,No,01. 02. 2022,328,161,"1,495","1,181",601,877,"1,233",957,55,,Excellent,"CZK 30,000",Personal,Brick building,,,,,,G,,,,,,
700448,"CZK 18,000",50.13447,14.51199,"Tvrdého, Prague - Letňany",3 bedroom,87 m²,"CZK 5,720",Partially furnished,1,Yes,No,No,No,No,No,No,24. 01. 2022,171,556,401,316,228,233,209,580,199,214,Excellent,"CZK 30,000",Personal,Brick building,,,,,,C,,,,,,
704025,"CZK 16,000",50.1394,14.44867,"K Beranovu, Prague - Dolní Chabry",1 bedroom with open-plan kitchen,55 m²,"CZK 3,000",Partially furnished,1,No,Yes,No,No,No,Yes,No,01. 02. 2022,284,"1,009",166,738,585,"1,093",138,,,,New build,"CZK 20,000",Personal,Brick building,,,,,,A,,,,,,
704024,"CZK 20,500",50.00216,14.43193,"Urbánkova, Prague - Modřany",3 bedroom,75 m²,"CZK 3,000",Partially furnished,1,No,No,No,Yes,Yes,Yes,No,27. 01. 2022,485,"1,473","1,304",715,220,161,"1,069",144,,,Excellent,"CZK 23,500",Personal,Prefab concrete building,,,,,,G,,,,,,
704021,"CZK 15,489",50.1309297,14.4826315,"Červenkova, Prague - Střížkov",2 bedroom with open-plan kitchen,64 m²,"CZK 3,972",,1,No,No,No,No,No,No,No,17. 01. 2022,291,"1,175",542,"1,275",131,535,168,567,"1,218",228,Good,"CZK 19,461",Personal,Other,,,,,,,,"CZK 2,323",,,,
704020,"CZK 9,804",50.03969895,14.45848458331,"Budějovická, Prague - Krč",Studio,22 m²,"CZK 2,562",,1,No,No,No,No,No,No,No,25. 05. 2019,245,"1,205",382,928,252,528,887,"1,030","1,163",582,Good,"CZK 12,366",Personal,Other,,,,,,,,"CZK 1,471",,,,
703887,"CZK 10,500",50.0257429,14.4915558,Prague - Chodov,1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",,,No,No,No,No,No,Yes,No,Ihned,264,330,140,423,200,321,537,153,129,176,Good,"CZK 14,000",Personal,Prefab concrete building,,,,,,B,,,,,,
704013,"CZK 14,333",50.0753237,14.4575982,"Korunní, Prague - Vinohrady",Studio,29 m²,"CZK 4,777",Furnished,1,No,No,No,No,No,Yes,No,12. 03. 2022,159,612,67,290,33,373,307,359,795,244,,,,,,,,,,,,,,,,
694676,"CZK 27,788",50.0846396,14.4202484,"Michalská, Prague - Staré Město",2 bedroom,54 m²,"CZK 9,262",Furnished,7,No,No,No,No,No,Yes,No,28. 02. 2022,314,494,74,261,13,145,42,702,340,361,,,,,,,,,,,,,,,,
691034,"CZK 19,298",50.0583559,14.421281,"Podolská, Prague - Podolí",2 bedroom,54 m²,"CZK 6,432",Furnished,4,No,No,No,No,No,Yes,No,29. 01. 2022,147,167,51,1,38,164,120,602,545,210,,,,,,,,,,,,,,,,
704010,"CZK 12,500",50.10297,14.43574,"U Smaltovny, Prague - Holešovice",Small studio,36 m²,"CZK 2,000",Unfurnished,,No,No,No,No,No,No,No,01. 03. 2022,375,876,111,388,78,249,410,399,898,,Excellent,"CZK 25,000",Personal,Brick building,,,,,,G,,,,,,
512061,"CZK 12,900",50.0510834,14.3316885,"Harmonická, Prague - Stodůlky",Studio,47 m²,"CZK 3,000",Furnished,1,Yes,No,No,No,Yes,No,No,01. 02. 2022,240,842,391,807,507,362,774,510,503,263,Excellent,"CZK 20,000",Personal,Brick building,10 to 30 years years,,Central heating,Raised ground floor,,B,,,,,,
588123,"CZK 24,500",50.075306,14.41547,"Dittrichova, Prague - Nové Město",1 bedroom with open-plan kitchen,69 m²,"CZK 4,000",Furnished,,No,No,No,No,No,No,No,01. 02. 2022,117,263,234,291,45,337,175,523,739,462,Excellent,"CZK 28,500",Cooperative,Brick building,30 to 50 years years,Standard materials and solutions,Gas boiler,Ground floor,Interior,G,,,,,,
333374,"CZK 12,000",50.0775979,14.4869153,"Vinohradská, Prague - Strašnice",Studio,43 m²,"CZK 3,500",Partially furnished,6,Yes,No,No,No,No,Yes,Yes,01. 03. 2022,97,504,155,172,21,105,488,879,592,114,,"CZK 25,000",Personal,Other,,,District heating,,,C,,,,,,
681458,"CZK 18,000",50.08224,14.41475,"Krocínova, Prague - Staré Město",1 bedroom,55 m²,"CZK 3,900",Furnished,3,Yes,No,No,No,No,Yes,No,17. 01. 2022,251,923,174,197,38,175,385,341,297,346,Excellent,"CZK 25,000",Personal,Brick building,,,,,,B,,,,,,
210036,"CZK 14,000",50.1033768,14.4780188,"Vacínova, Prague - Libeň",1 bedroom with open-plan kitchen,39 m²,"CZK 2,500",Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 10. 2019,200,108,56,309,153,235,334,306,134,356,Excellent,"CZK 14,000",Cooperative,Brick building,,Standard materials and solutions,Gas boiler,Middle floor,Overall,,,,,,,
546053,"CZK 16,500",50.0867074,14.4680377,Prague - Žižkov,1 bedroom with open-plan kitchen,50 m²,"CZK 2,200",Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,193,449,126,272,150,416,449,303,319,342,Excellent,"CZK 16,500",Personal,Brick building,,Premium materials and solutions,Gas boiler,Middle floor,Overall,F,,,,,,
699472,"CZK 12,000",50.0666937,14.4352362,"Fričova, Prague - Vinohrady",1 bedroom,35 m²,"CZK 3,000",Furnished,1,No,Yes,No,No,No,Yes,No,,207,585,204,719,209,520,375,428,334,473,Good,"CZK 25,000",Personal,Prefab concrete building,,,District heating,Middle floor,,,,,25 m²,,,
704003,"CZK 8,600",50.1427,14.38711,"Otvovická, Prague - Suchdol",Studio,37 m²,CZK 600,Unfurnished,-1,No,Yes,No,No,Yes,No,No,15. 02. 2022,240,"1,142","1,373","1,105",697,"1,064",924,421,248,,Excellent,"CZK 17,200",Personal,Brick building,,,,,,A,,,,,,
630457,"CZK 9,000",50.071753,14.431997,"Lublaňská, Prague - Nové Město",Small studio,25 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,12. 10. 2020,216,344,70,346,22,280,306,274,647,724,Good,,Other,Brick building,,,,,,E,,,,,,
698310,"CZK 29,000",50.07766,14.43357,"Římská, Prague - Vinohrady",1 bedroom with open-plan kitchen,50 m²,"CZK 6,000",Furnished,4,No,No,No,No,No,Yes,No,10. 01. 2022,183,233,230,245,81,172,512,512,508,662,New build,"CZK 58,000",Personal,Brick building,,,,,,G,,,,,,
654822,"CZK 13,500",50.11609,14.47138,"Františka Kadlece, Prague - Libeň",1 bedroom with open-plan kitchen,58 m²,"CZK 2,100",Furnished,1,No,No,No,No,Yes,No,No,01. 05. 2021,244,"1,115",124,"1,400",52,407,392,"1,238","1,046",437,Excellent,"CZK 16,000",Personal,Brick building,,,,,,B,,,,,,
703999,"CZK 10,000",50.0371135,14.381108,"Dreyerova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,45 m²,"CZK 5,000",Furnished,4,No,No,No,Yes,Yes,No,No,01. 03. 2022,152,556,444,470,457,504,373,370,305,115,Excellent,,Personal,Prefab concrete building,,,,,,B,,,,,,
703996,"CZK 9,000",50.04201,14.39509,"Pod Žvahovem, Prague - Hlubočepy",Studio,25 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,27. 01. 2022,80,137,185,597,193,343,284,,,,Good,"CZK 11,500",Personal,Brick building,,Standard materials and solutions,Geothermal heat pump,,,C,,,,,,
563281,"CZK 13,500",50.1248723,14.4438862,"Písečná, Prague - Troja",2 bedroom,40 m²,"CZK 4,000",Furnished,5,No,No,No,No,No,Yes,No,01. 03. 2022,107,"1,337",58,650,114,46,361,169,661,146,,"CZK 25,000",Personal,Prefab concrete building,1 to 10 years years,Standard materials and solutions,,Top floor,Overall,B,,,,,,
696248,"CZK 47,000",50.07906,14.44976,"Laubova, Prague - Vinohrady",3 bedroom,109 m²,"CZK 6,000",Partially furnished,2,Yes,No,No,No,Yes,Yes,No,01. 01. 2022,209,273,39,272,113,301,142,267,694,169,Excellent,"CZK 53,000",Personal,Brick building,,,,,,D,,,,,,
680038,"CZK 22,838",50.0687245,14.3688309,"Pod Školou, Prague - Košíře",2 bedroom with open-plan kitchen,65 m²,"CZK 7,612",Furnished,2,No,No,No,No,No,Yes,No,29. 01. 2022,257,773,307,429,264,322,165,"1,090",462,415,,,,,,,,,,,,,,,,
700434,"CZK 14,500",50.10109,14.42392,"Ovenecká, Prague - Bubeneč",1 bedroom with open-plan kitchen,34 m²,"CZK 3,000",Furnished,1,Yes,No,No,No,No,Yes,No,01. 02. 2022,153,201,31,125,44,158,406,275,237,,New build,"CZK 15,000",Personal,Brick building,,,,,,B,,,,,,
472763,"CZK 14,000",50.057244836602,14.374318458664,"Peroutkova, Prague - Jinonice",Studio,35 m²,"CZK 2,000",Furnished,2,Yes,No,No,No,No,No,No,,228,186,279,"1,291",146,272,777,130,"1,300",19,,,Personal,Brick building,,,,,,A,,,,,,
703988,"CZK 13,900",50.09002,14.49355,"Pod Lipami, Prague - Žižkov",1 bedroom with open-plan kitchen,47 m²,"CZK 3,600",Partially furnished,10,Yes,No,No,No,Yes,Yes,No,01. 02. 2022,547,797,803,"1,010",514,802,930,653,660,536,Good,"CZK 27,800",Personal,Prefab concrete building,,Standard materials and solutions,District heating,Middle floor,,A,,,,,,
545105,"CZK 14,500",50.0672795,14.3679445,"Musílkova, Prague - Košíře",1 bedroom with open-plan kitchen,50 m²,"CZK 3,150",Partially furnished,3,No,No,No,No,No,No,No,01. 01. 1970,306,785,262,594,448,505,364,858,230,452,,"CZK 20,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Gas boiler,Top floor,Overall,C,Yes,,,,,
691002,"CZK 14,500",50.02073,14.45459,"V Štíhlách, Prague - Krč",1 bedroom with open-plan kitchen,39 m²,"CZK 2,500",Furnished,6,No,No,Yes,No,No,Yes,No,15. 02. 2022,399,554,442,280,108,793,996,714,596,,Excellent,"CZK 29,000",Personal,Prefab concrete building,,Standard materials and solutions,District heating,,Overall,G,,,,,,
700101,"CZK 5,950",49.98491,14.36412,"Vrážská, Prague - Radotín",Small studio,19 m²,"CZK 1,950",Furnished,1,No,No,No,No,Yes,Yes,No,19. 01. 2022,40,616,32,26,160,36,571,607,424,338,Excellent,"CZK 7,900",Personal,Other,1 to 10 years years,Standard materials and solutions,Central heating,Ground floor,Bathroom unit,G,,,,,,
644492,"CZK 9,450",50.101787,14.507409,"Poděbradská, Prague - Vysočany",Studio,35 m²,"CZK 3,450",Furnished,2,No,No,No,No,Yes,Yes,No,20. 01. 2022,86,"1,261",369,860,414,742,371,"1,187","1,377",781,New build,"CZK 16,350",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Overall,G,Yes,,,,,
579799,"CZK 17,000",50.018085,14.584155,"Žampiónová, Prague - Pitkovice",1 bedroom with open-plan kitchen,59 m²,"CZK 3,500",Furnished,1,Yes,No,No,No,No,No,No,11. 01. 2022,161,802,,,,,,,,,New build,"CZK 34,000",Personal,Brick building,,Standard materials and solutions,District heating,Middle floor,,C,,,,,,
564980,"CZK 18,000",50.0667631,14.4340247,"Rejskova, Prague - Vinohrady",1 bedroom with open-plan kitchen,45 m²,"CZK 3,200",Furnished,1,No,No,No,No,No,No,No,Ihned,376,608,330,743,244,499,398,451,271,390,,"CZK 20,000",Personal,Brick building,,,,Ground floor,Interior,,,,,,,
346444,"CZK 12,600",50.0478658367,14.5569324349,"Boloňská, Prague - Horní Měcholupy",Studio,33 m²,"CZK 3,000",Partially furnished,5,Yes,No,Yes,No,No,Yes,No,,35,844,178,921,286,988,492,344,633,275,Excellent,"CZK 20,000",Personal,Brick building,,,District heating,Top floor,,C,,,,,,
658807,"CZK 13,900",50.0657329,14.5055674,Prague - Strašnice,1 bedroom with open-plan kitchen,43 m²,"CZK 1,500",Furnished,1,No,No,No,No,Yes,No,No,04. 02. 2022,173,"1,135",450,810,342,501,486,479,820,322,Excellent,"CZK 13,900",Personal,Brick building,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,Interior,C,,,,,,
703986,"CZK 16,000",50.05011,14.54659,"Tenisová, Prague - Hostivař",1 bedroom with open-plan kitchen,40 m²,CZK 1,Partially furnished,1,No,No,No,Yes,No,Yes,No,01. 02. 2022,271,269,294,275,118,704,235,586,174,,Excellent,"CZK 25,000",Personal,Prefab concrete building,,,,,,G,,,,,,
703889,"CZK 14,000",50.0521863,14.3426725,"Mezi školami, Prague - Stodůlky",2 bedroom,43 m²,"CZK 2,109",,1,No,No,No,No,No,Yes,No,20. 01. 2022,288,372,276,354,252,318,246,86,"1,124",132,Good,"CZK 16,109",Personal,Other,,,,,,,,"CZK 2,100",,,,
703587,"CZK 17,000",50.08688,14.46863,"Malešická, Prague - Žižkov",1 bedroom with open-plan kitchen,43 m²,CZK 785,Furnished,4,No,Yes,No,No,No,No,No,01. 02. 2022,147,436,80,227,105,370,403,349,368,388,Excellent,"CZK 34,000",Personal,Brick building,,,,,,G,,,,,,
699860,"CZK 10,340",50.07791,14.47677,"Vinohradská, Prague - Vinohrady",1 bedroom,42 m²,"CZK 2,460",Partially furnished,5,No,No,No,No,No,Yes,No,19. 01. 2022,28,983,14,484,50,16,739,858,172,150,Excellent,"CZK 21,000",Personal,Brick building,,,,,,G,,,,,,
700376,"CZK 14,500",50.10378,14.45566,"Jankovcova, Prague - Holešovice",1 bedroom with open-plan kitchen,50 m²,"CZK 2,500",Partially furnished,5,No,No,Yes,No,No,Yes,No,24. 01. 2022,123,614,171,346,53,250,584,547,127,442,Excellent,"CZK 20,000",Personal,Brick building,over 50 years years,Standard materials and solutions,District heating,Middle floor,Interior,G,,,,,,
703980,"CZK 12,900",50.07124,14.39609,"Mozartova, Prague - Smíchov",Studio,35 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 03. 2022,334,604,178,391,202,562,321,"1,078",549,313,Excellent,"CZK 15,900",Personal,Brick building,,,,,,C,,,,,,
520499,"CZK 12,500",50.0529112,14.3417982,"Dominova, Prague - Stodůlky",1 bedroom with open-plan kitchen,44 m²,"CZK 4,000",Partially furnished,7,No,No,No,Yes,No,Yes,No,01. 12. 2019,343,418,371,423,350,336,307,175,"1,169",120,,"CZK 12,500",Personal,Prefab concrete building,,,,,,,,,,,,
703797,"CZK 15,000",50.10727,14.50628,"Za Lidovým domem, Prague - Vysočany",2 bedroom with open-plan kitchen,85 m²,"CZK 4,000",Furnished,1,No,Yes,No,No,No,Yes,Yes,01. 02. 2022,440,729,431,523,392,688,476,10,804,438,Excellent,"CZK 19,000",Personal,Brick building,10 to 30 years years,Standard materials and solutions,,,,C,,,32 m²,,,
697468,"CZK 22,350",50.1148427,14.4750191,"V Zahradách, Prague - Libeň",1 bedroom with open-plan kitchen,67 m²,"CZK 7,450",Furnished,2,Yes,Yes,No,No,No,Yes,Yes,01. 03. 2022,188,"1,403",485,"1,260",182,737,559,"1,425",906,405,,,,,,,,,,,,,,,,
682340,"CZK 21,000",50.0729545,14.4412201,"Jana Masaryka, Prague - Vinohrady",Studio,37 m²,"CZK 7,000",Furnished,4,No,No,No,No,No,Yes,Yes,29. 01. 2022,41,255,33,612,69,567,246,441,558,371,,,,,,,,,,,,,,,,
682344,"CZK 13,823",50.1044601,14.5518792,"Slévačská, Prague - Hloubětín",1 bedroom,54 m²,"CZK 4,607",Furnished,2,No,No,No,No,No,Yes,No,29. 01. 2022,256,674,499,"1,325",205,584,277,"1,192",804,230,,,,,,,,,,,,,,,,
700062,"CZK 12,675",50.0710373,14.4466006,"Kozácká, Prague - Vršovice",Studio,28 m²,"CZK 4,225",Furnished,2,No,No,No,No,No,No,No,20. 03. 2022,139,664,133,528,69,638,497,450,315,216,,,,,,,,,,,,,,,,
680002,"CZK 56,250",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,90 m²,"CZK 18,750",Furnished,4,Yes,Yes,No,No,No,Yes,Yes,29. 01. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,
694734,"CZK 21,000",50.1057314,14.44422,"U Průhonu b, Prague - Holešovice",Studio,32 m²,"CZK 7,000",Furnished,1,No,Yes,No,No,No,Yes,Yes,29. 01. 2022,299,437,281,449,312,304,607,789,18,459,,,,,,,,,,,,,,,,
472911,"CZK 5,600",50.0255565,14.4096102,"Mezi Stráněmi, Prague - Hodkovičky",Small studio,20 m²,"CZK 1,400",Furnished,1,No,No,No,No,No,No,No,01. 01. 2022,400,"1,444",586,"1,202",455,"1,353",800,141,,,Excellent,"CZK 5,000",Personal,Brick building,1 to 10 years years,Standard materials and solutions,Central heating,Ground floor,,B,,,,,,
680071,"CZK 51,750",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",1 bedroom with open-plan kitchen,80 m²,"CZK 17,250",Furnished,6,No,No,No,No,No,Yes,No,29. 01. 2022,288,586,250,131,26,252,214,638,273,511,,,,,,,,,,,,,,,,
703975,"CZK 8,700",50.08624,14.43974,"Příběnická, Prague - Žižkov",Studio,17 m²,CZK 700,Unfurnished,1,No,No,No,No,No,No,No,14. 02. 2022,367,422,232,343,114,408,767,626,789,585,Good,"CZK 30,000",Personal,Brick building,,,,,,G,,,,,,
699991,"CZK 13,900",50.04573,14.31888,"Trávníčkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Partially furnished,4,No,No,No,No,No,Yes,No,01. 01. 1970,189,919,194,237,557,220,419,262,558,305,Excellent,,Personal,Prefab concrete building,,,,,,C,,,,,,
680097,"CZK 88,613",50.079282,14.4274522,"Ve Smečkách, Prague - Nové Město",3 bedroom with open-plan kitchen,82 m²,"CZK 29,537",Furnished,6,No,Yes,No,No,No,Yes,No,29. 01. 2022,262,583,62,229,43,244,476,576,376,483,,,,,,,,,,,,,,,,
680018,"CZK 30,750",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,90 m²,"CZK 10,250",Furnished,2,No,No,No,No,No,Yes,No,29. 01. 2022,140,528,224,126,38,67,511,"1,001","1,181",559,,,,,,,,,,,,,,,,
11503,"CZK 9,700",50.0330419,14.4807117,"Augustinova, Prague - Chodov",Studio,33 m²,"CZK 2,500",Furnished,5,No,No,No,No,No,Yes,No,18. 02. 2022,253,919,59,"1,036",133,791,204,"1,119",157,251,Excellent,"CZK 12,000",Personal,Other,10 to 30 years years,Standard materials and solutions,District heating,,Interior,,,,,,,
532484,"CZK 15,000",50.07118,14.40823,Prague - Smíchov,1 bedroom with open-plan kitchen,36 m²,"CZK 3,500",Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,177,595,136,91,139,402,655,"1,014",940,426,Excellent,"CZK 37,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,Overall,E,,,,,,
703970,"CZK 11,000",50.13908,14.51277,"Stará náves, Prague - Letňany",Studio,33 m²,"CZK 3,000",Partially furnished,3,Yes,No,No,No,No,No,No,31. 01. 2022,404,397,572,851,300,348,458,750,708,159,Excellent,"CZK 22,000",Cooperative,Brick building,,,,,,B,,,,,,
703969,"CZK 14,900",50.0583,14.57919,"U Lipové aleje, Prague - Dubeč",1 bedroom with open-plan kitchen,58 m²,"CZK 2,900",Partially furnished,2,No,Yes,No,No,Yes,No,Yes,01. 04. 2022,363,"1,034",511,399,"1,355",31,,,,,Excellent,"CZK 14,900",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Central heating,Top floor,,G,,,,,,
703964,"CZK 14,000",50.07037,14.47399,"Vršovická, Prague - Vršovice",1 bedroom with open-plan kitchen,55 m²,"CZK 3,200",Furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,211,291,118,329,71,339,242,284,279,220,Excellent,"CZK 17,200",Personal,Brick building,,,,,,G,,,,,,
680051,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,45 m²,"CZK 12,000",Furnished,4,No,No,No,No,No,Yes,No,29. 01. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
680059,"CZK 60,289",50.0821872,14.4175604,"Národní, Prague - Staré Město",2 bedroom,,"CZK 20,096",Furnished,1,No,No,No,No,No,No,No,29. 01. 2022,198,801,15,163,39,141,121,304,55,465,,,,,,,,,,,,,,,,
696583,"CZK 15,300",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",1 bedroom,50 m²,"CZK 5,100",Furnished,1,No,No,No,No,No,No,No,15. 03. 2022,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,,,,,,,,,,
694159,"CZK 24,500",50.07249,14.40939,Prague - Smíchov,1 bedroom,74 m²,CZK 750,Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 02. 2022,99,534,87,145,53,449,563,777,975,534,Excellent,"CZK 35,000",Personal,Brick building,,Premium materials and solutions,Gas boiler,Top floor,Overall,,,,,,,
518117,"CZK 14,000",50.0576446,14.3674189,Prague - Jinonice,1 bedroom with open-plan kitchen,50 m²,"CZK 2,500",Unfurnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,403,637,502,769,595,"1,012",575,"1,416",692,,Good,"CZK 15,500",Personal,Brick building,,,,,,,,,,,,
551303,"CZK 12,000",50.1274638,14.3791588,"Sídlištní, Prague - Lysolaje",Studio,36 m²,"CZK 2,000",Partially furnished,1,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,59,"1,158",434,647,461,"1,139",770,"1,148",421,210,,"CZK 30,000",Personal,Brick building,10 to 30 years years,Standard materials and solutions,Gas boiler,Raised ground floor,Interior,,,,,,,
703954,"CZK 27,000",50.07122,14.38658,"Starokošířská, Prague - Košíře",2 bedroom with open-plan kitchen,102 m²,"CZK 2,500",Unfurnished,2,Yes,No,Yes,No,Yes,No,No,28. 01. 2022,143,767,190,947,165,"1,054",349,652,957,412,Excellent,"CZK 27,000",Personal,Brick building,,Standard materials and solutions,Gas boiler,Middle floor,Overall,G,,,,,,
683525,"CZK 15,000",50.1051406,14.4878892,"Kurta Konráda, Prague - Libeň",Studio,37 m²,"CZK 3,000",Partially furnished,9,No,No,Yes,Yes,Yes,Yes,Yes,17. 01. 2022,189,72,128,129,78,289,345,554,189,56,New build,"CZK 25,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,,,,B,,,,,,
373950,"CZK 8,000",50.0419626,14.3948406,"Pod Žvahovem, Prague - Hlubočepy",1 bedroom,32 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,No,No,,69,127,175,607,203,333,274,,,,,,Personal,Brick building,,,,,,,,,,,,
699836,"CZK 11,408",50.0727107,14.4298541,"Tyršova, Prague - Nové Město",Studio,24 m²,"CZK 3,802",Furnished,1,No,No,No,No,No,No,No,14. 02. 2022,207,626,116,221,143,278,376,548,644,639,,,,,,,,,,,,,,,,
703953,"CZK 15,000",50.07235,14.34757,"U Homolky, Prague - Motol",Studio,50 m²,"CZK 3,000",Furnished,1,No,Yes,No,No,No,No,No,01. 02. 2022,258,252,207,360,"1,000",884,599,,,,Excellent,"CZK 30,000",Personal,Prefab concrete building,,,,,,G,,,,,,
222235,"CZK 7,000",50.0989676,14.3460997,"V středu, Prague - Vokovice",1 bedroom,23 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,,308,"1,320",222,"1,005",86,469,301,347,207,125,,"CZK 10,000",Personal,Brick building,,Standard materials and solutions,Central heating,Ground floor,,D,,,,,,
703947,"CZK 23,500",50.07527,14.45191,"Korunní, Prague - Vinohrady",2 bedroom with open-plan kitchen,80 m²,"CZK 1,500",Unfurnished,1,No,No,No,No,No,No,No,01. 02. 2022,138,345,92,295,118,98,253,392,588,319,New build,"CZK 25,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,Overall,C,,,,,,
