Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Heating,Age,Design,Total number of floors,Renovation,New building,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
452524,"CZK 14,900",50.1057184,14.5300966,"Konzumní, Prague - Hloubětín",1 bedroom with open-plan kitchen,,50 m²,CZK 700,"CZK 15,000",,Personal,Brick building,Unfurnished,1,Yes,No,No,No,No,No,No,,203,797,178,778,542,648,739,597,636,435,01. 05. 2022,,,,,,,,,,,
714225,"CZK 16,104",50.08065,14.431,"Washingtonova, Prague - Nové Město",Studio,Excellent,24 m²,"CZK 3,200","CZK 32,208",,Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,D,124,331,157,252,102,6,301,804,219,527,01. 06. 2022,,,,,,,,,,,
714221,"CZK 23,363",50.08065,14.431,"Washingtonova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 4,200","CZK 46,726",,Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,D,124,331,157,252,102,6,301,804,219,527,01. 06. 2022,,,,,,,,,,,
596022,"CZK 30,000",50.071549,14.446247,"Voroněžská, Prague - Vršovice",3 bedroom with open-plan kitchen,Good,110 m²,"CZK 5,000","CZK 70,000",,Personal,Brick building,,4,Yes,No,No,No,No,Yes,No,G,88,582,11,510,62,650,453,440,253,242,01. 06. 2022,,,,,,,,,,,
596903,"CZK 14,000",50.029986,14.369024,"Voskovcova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,000","CZK 17,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,Yes,No,C,111,862,87,859,36,851,205,258,498,193,01. 10. 2021,District heating,,Standard materials and solutions,Middle floor,Overall,,,,,,
657522,"CZK 15,500",50.06862,14.40104,"Ostrovského, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 3,000","CZK 18,500",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,D,27,143,131,268,19,44,346,591,852,149,01. 05. 2022,,,,,,,,,,,
714416,"CZK 23,000",50.09179,14.44168,"Sokolovská, Prague - Karlín",1 bedroom,Excellent,27 m²,"CZK 4,500","CZK 23,000",,Personal,Brick building,Furnished,3,No,Yes,No,No,No,No,No,G,170,423,142,168,13,109,427,891,261,225,18. 04. 2022,,,,,,,,,,,
710458,"CZK 25,000",50.08156,14.64289,"Nesměřická, Prague - Újezd nad Lesy",Other,Excellent,30 m²,,CZK 500,,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,G,359,851,433,768,887,703,310,,,,18. 04. 2022,,,Standard materials and solutions,,,,10 m²,,,,
526339,"CZK 9,100",50.063656,14.4444206,"Mečislavova, Prague - Nusle",1 bedroom,,38 m²,CZK 800,"CZK 25,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,,286,508,121,251,211,258,490,787,669,627,24. 06. 2022,Other,1 to 10 years years,,Middle floor,Interior,,,,,,
451823,"CZK 13,800",50.0740589,14.4437095,"Šumavská, Prague - Vinohrady",1 bedroom,Excellent,58 m²,"CZK 1,700","CZK 14,000",,Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,D,163,129,116,617,96,399,289,279,497,251,15. 05. 2022,Gas boiler,,,Middle floor,Overall,,,,,,
140217,"CZK 10,000",50.095907,14.3655905,"Na Rozdílu, Prague - Vokovice",1 bedroom with open-plan kitchen,,55 m²,"CZK 4,000","CZK 10,000",,Personal,Brick building,Unfurnished,-1,No,No,No,No,Yes,No,No,D,454,449,482,458,133,151,726,679,869,109,01. 05. 2022,Other,over 50 years years,,Ground floor,Interior,,,,,,
714165,"CZK 14,000",50.10196,14.45036,"Tusarova, Prague - Holešovice",1 bedroom,Good,36 m²,"CZK 1,000","CZK 14,000",,Personal,Brick building,Partially furnished,7,No,Yes,No,Yes,No,Yes,No,,70,358,92,146,47,75,219,182,368,154,01. 06. 2022,Central heating,,Standard materials and solutions,Top floor,,,,,,,
714384,"CZK 17,800",50.13026,14.42985,"Gdaňská, Prague - Bohnice",2 bedroom,Excellent,57 m²,"CZK 3,000","CZK 36,000",,Personal,Prefab concrete building,Partially furnished,8,No,No,No,Yes,No,No,No,C,119,407,276,"1,226",403,552,518,285,559,117,16. 04. 2022,District heating,1 to 10 years years,Standard materials and solutions,Top floor,Overall,,,,,,
456763,"CZK 19,000",50.0786,14.4237301,"Navrátilova, Prague - Nové Město",1 bedroom with open-plan kitchen,,42 m²,"CZK 6,000","CZK 40,000",,Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,,181,650,164,189,30,299,194,515,511,452,01. 02. 2022,,,,,,,,,,,
27966,"CZK 18,000",50.0757964,14.4035156,"Štefánikova, Prague - Smíchov",1 bedroom,,30 m²,"CZK 2,000","CZK 20,000",,Personal,Brick building,Unfurnished,3,No,Yes,No,No,No,No,No,G,28,239,70,78,57,33,265,"1,013",833,438,01. 06. 2022,Other,,,Middle floor,,,,,,,
714142,"CZK 16,500",50.04296,14.54984,"Padovská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 3,750","CZK 33,000",,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,B,395,616,474,921,847,839,531,610,652,294,01. 07. 2022,,,,,,,,,,,
451726,"CZK 20,000",50.0834475,14.3447623,"Na Klášterním, Prague - Břevnov",3 bedroom,Excellent,71 m²,"CZK 5,000","CZK 25,000",,Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,,234,860,251,622,344,640,339,147,523,262,01. 06. 2022,District heating,,Premium materials and solutions,Raised ground floor,Overall,,,,,,
491989,"CZK 19,500",50.0852863,14.4414487,"Seifertova, Prague - Žižkov",2 bedroom,Excellent,60 m²,"CZK 3,800","CZK 30,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,,218,542,89,201,47,541,464,291,642,468,01. 05. 2022,Other,,Standard materials and solutions,Middle floor,Overall,,,,,,
603998,"CZK 18,000",50.02628,14.530734,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,500","CZK 30,000",,Personal,Brick building,,3,Yes,Yes,No,No,No,Yes,Yes,A,97,973,382,630,464,704,311,473,764,410,01. 05. 2022,,,,,,,,,,,
714473,"CZK 12,500",50.1271,14.37922,"Sídlištní, Prague - Lysolaje",Studio,Excellent,37 m²,"CZK 2,500","CZK 25,000",,Personal,Low-energy building,Furnished,2,No,No,No,No,No,Yes,No,G,,,,,,,,,,,01. 05. 2022,,,,,,,,,,,
714472,"CZK 15,000",50.01325,14.42609,"Daškova, Prague - Modřany",1 bedroom,Excellent,41 m²,"CZK 3,000","CZK 30,000",,Personal,Prefab concrete building,Partially furnished,7,No,No,No,No,No,Yes,No,C,,,,,,,,,,,01. 05. 2022,District heating,1 to 10 years years,Standard materials and solutions,Top floor,Exterior,,,,,,
714471,"CZK 38,900",50.09292,14.45004,"Křižíkova, Prague - Karlín",Studio,Excellent,49 m²,,"CZK 38,900",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,C,,,,,,,,,,,02. 05. 2022,,,,,,,,,,,
714470,"CZK 28,900",50.07035,14.45073,"Košická, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,900","CZK 28,900",,Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,E,,,,,,,,,,,22. 04. 2022,Gas boiler,,,,,,,,,,
714459,"CZK 13,000",50.07165,14.45777,"Bulharská, Prague - Vršovice",Studio,Excellent,30 m²,"CZK 2,228","CZK 25,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,G,,,,,,,,,,,01. 05. 2022,,,,,,,,,,,
706429,"CZK 27,500",50.0513,14.34845,"Petržílkova, Prague - Stodůlky",2 bedroom with open-plan kitchen,New build,95 m²,"CZK 4,500","CZK 25,000",,Personal,Brick building,Furnished,6,No,Yes,Yes,No,Yes,Yes,No,B,108,558,166,167,101,42,315,286,"1,366",165,20. 04. 2022,District heating,1 to 10 years years,Premium materials and solutions,Top floor,,Yes,,,,,
713960,"CZK 21,000",50.0519,14.43436,"Pujmanové, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,69 m²,"CZK 4,000","CZK 30,000",,Personal,Prefab concrete building,Furnished,3,No,No,No,No,No,Yes,No,G,337,842,397,240,391,122,102,158,420,208,01. 05. 2022,,,,,,,,,,,
706672,"CZK 14,990",50.059501647949,14.447299957275,"Horní, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,149","CZK 18,139","CZK 18,139

                                
                                
                
i",Personal,Brick building,,6,Yes,No,Yes,No,No,No,No,C,231,905,57,356,196,707,438,604,840,175,,,,,,,,,,,,
706082,"CZK 18,900",50.08041,14.45483,"Žižkovo náměstí, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,000","CZK 38,000",,Personal,Brick building,Unfurnished,1,No,No,Yes,No,Yes,Yes,No,A,367,340,71,443,29,561,401,395,712,217,01. 04. 2022,Central heating,1 to 10 years years,,,Overall,,,,,,
714387,"CZK 10,000",50.1521164,14.5330516,"Zámišova, Prague - Čakovice",1 bedroom with open-plan kitchen,Good,55 m²,"CZK 2,000","CZK 12,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,G,184,"1,008",275,421,217,"1,095","1,261",853,,,01. 06. 2022,District heating,,Standard materials and solutions,Ground floor,,,,,,,
714374,"CZK 23,000",50.04247,14.34236,"U Albrechtova vrchu, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,120 m²,"CZK 4,000","CZK 30,000",,Personal,Brick building,Partially furnished,2,No,Yes,No,No,Yes,No,No,G,389,847,682,"1,034",145,707,940,645,779,535,01. 06. 2022,,,,,,,,,,,
714370,"CZK 22,843",50.10098,14.42605,"Veletržní, Prague - Bubeneč",2 bedroom,Excellent,86 m²,"CZK 1,890","CZK 24,733",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,G,239,292,136,205,89,33,319,132,480,,01. 05. 2022,,,,,,,,,,,
543611,"CZK 23,000",50.100966,14.430497,"Františka Křížka, Prague - Holešovice",2 bedroom,Excellent,65 m²,"CZK 5,000","CZK 23,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,D,204,466,140,276,72,172,293,179,556,,01. 06. 2022,Gas boiler,over 50 years years,Standard materials and solutions,Middle floor,Overall,,,,,,
713110,"CZK 23,000",50.1056794,14.4916437,"Kovářská, Prague - Libeň",2 bedroom with open-plan kitchen,New build,80 m²,"CZK 5,000",,,Personal,Brick building,Furnished,7,No,No,Yes,No,No,Yes,No,G,59,268,110,330,11,423,6,380,151,122,15. 05. 2022,,,,,,,,,,,
240794,"CZK 15,000",50.1363086059,14.3804926233,"Suchdolské náměstí, Prague - Suchdol",Studio,Excellent,45 m²,"CZK 3,000","CZK 30,000",,Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,Yes,,129,59,413,154,169,20,560,497,952,785,07. 03. 2022,Central heating,10 to 30 years years,Standard materials and solutions,Middle floor,,,,,,,
572023,"CZK 18,000",50.0853905,14.3438632,"Nad Alejí, Prague - Břevnov",2 bedroom,Excellent,54 m²,"CZK 4,000","CZK 30,000",,Personal,Prefab concrete building,Furnished,3,No,No,No,No,No,No,No,,215,648,278,410,132,428,77,197,638,226,01. 05. 2022,District heating,1 to 10 years years,Premium materials and solutions,Middle floor,Overall,,,,,,
714349,"CZK 35,000",50.09099,14.42074,"Bílkova, Prague - Staré Město",3 bedroom,Excellent,125 m²,"CZK 5,000","CZK 60,000",,Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,Yes,No,G,166,512,178,306,63,299,202,445,233,420,25. 05. 2022,,,,,,,,,,,
290196,"CZK 12,000",50.0863558,14.4597572,"Jeseniova, Prague - Žižkov",Studio,,38 m²,"CZK 2,500",,,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,,148,378,49,568,362,350,283,319,451,176,,,,,,,,,,,,
714347,"CZK 8,000",50.0864,14.44595,"Orebitská, Prague - Žižkov",Small studio,Good,16 m²,"CZK 1,500","CZK 10,000",,Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,G,88,602,361,557,79,570,337,377,418,571,01. 05. 2022,,,,,,,,,,,
561107,"CZK 26,500",50.067138793,14.399408500327,"U Santošky, Prague - Smíchov",2 bedroom with open-plan kitchen,Excellent,82 m²,"CZK 3,440","CZK 29,940",,Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,,51,182,26,521,128,268,140,356,618,125,23. 05. 2022,District heating,,,Middle floor,Overall,,,,,,
713728,"CZK 35,000",50.07792,14.42263,"Příčná, Prague - Nové Město",4 bedroom,Excellent,89 m²,"CZK 8,000","CZK 35,000",,Personal,Brick building,Unfurnished,2,No,No,No,No,No,Yes,No,G,216,537,130,225,29,230,302,479,475,416,11. 04. 2022,,,,,,,,,,,
714315,"CZK 10,500",50.08104,14.49664,"Počernická, Prague - Malešice",Small studio,Excellent,25 m²,"CZK 1,500","CZK 12,000",,Personal,Prefab concrete building,Furnished,11,No,No,No,No,No,No,No,G,110,386,194,339,263,412,286,522,906,148,01. 05. 2022,,,,,,,,,,,
714314,"CZK 29,000",50.07562,14.36124,"Na Císařce, Prague - Smíchov",2 bedroom with open-plan kitchen,New build,90 m²,"CZK 4,000","CZK 58,000",,Personal,Brick building,Partially furnished,,Yes,No,No,No,Yes,Yes,Yes,C,479,"1,125",844,"1,087",717,373,87,,,,15. 04. 2022,Central heating,,,Middle floor,,,,,,,
714313,"CZK 39,000",50.09127,14.44921,"Kollárova, Prague - Karlín",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 5,000","CZK 10,000",,Personal,Brick building,Partially furnished,2,No,Yes,Yes,No,Yes,No,No,C,272,210,23,387,96,411,132,"1,232",486,170,17. 04. 2022,,,,,,,,,,,
462973,"CZK 21,000",50.12788964285,14.459168762427,"Bořanovická, Prague - Kobylisy",1 bedroom with open-plan kitchen,,62 m²,"CZK 3,000","CZK 21,000",,Personal,Brick building,Furnished,3,Yes,No,No,No,No,No,No,B,196,998,36,766,86,285,604,317,674,380,01. 06. 2022,,1 to 10 years years,Standard materials and solutions,,,,,,,,
714307,"CZK 18,000",50.10058,14.39145,"Evropská, Prague - Dejvice",2 bedroom with open-plan kitchen,Good,72 m²,"CZK 2,500","CZK 18,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,D,79,532,108,145,170,433,795,331,506,262,19. 04. 2022,,,,,,,,,,,
713679,"CZK 24,000",50.04415,14.45549,"Sedlčanská, Prague - Michle",2 bedroom,Excellent,60 m²,"CZK 1,600","CZK 48,000",,Personal,Brick building,Furnished,3,Yes,No,No,No,No,Yes,No,F,265,711,439,470,107,327,289,536,622,222,19. 04. 2022,Central heating,over 50 years years,Standard materials and solutions,Middle floor,Interior,,,,,,
711506,"CZK 16,000",50.00861,14.42885,"Rilská, Prague - Modřany",2 bedroom,Excellent,56 m²,"CZK 8,000","CZK 30,000",,Personal,Prefab concrete building,Partially furnished,10,No,No,No,Yes,No,Yes,No,G,299,934,97,923,125,"1,013",314,360,338,165,15. 04. 2022,,,,,,,,,,,
713651,"CZK 14,590",50.13057,14.41146,"Zelenohorská, Prague - Bohnice",2 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 5,500","CZK 30,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,No,Yes,No,No,No,C,397,790,342,720,85,786,589,418,343,,09. 04. 2022,District heating,,,Middle floor,,,,,,,
714275,"CZK 16,500",50.08336,14.36169,"Bělohorská, Prague - Břevnov",2 bedroom,Good,55 m²,"CZK 3,997","CZK 16,500",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,B,103,285,132,108,160,175,345,829,246,419,01. 06. 2022,,,,,,,,,,,
403568,"CZK 18,000",50.1055949,14.4562403,"Jankovcova, Prague - Holešovice",Studio,New build,46 m²,"CZK 3,700","CZK 25,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,Yes,A,112,878,245,551,47,485,672,982,361,307,01. 07. 2022,Central heating,1 to 10 years years,Premium materials and solutions,Middle floor,,Yes,,,,,
714268,"CZK 14,490",50.03919638888,14.33609361111,"Janského, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 2,684","CZK 17,174","CZK 17,174

                                
                                
                
i",Personal,Prefab concrete building,Unfurnished,4,No,No,Yes,No,No,Yes,No,G,82,574,225,545,234,233,237,599,225,112,,,,,,,,,,,,
462910,"CZK 14,900",50.1027301,14.5485237,"Slévačská, Prague - Hloubětín",1 bedroom,,55 m²,"CZK 4,000",,,Personal,Prefab concrete building,Furnished,8,No,No,Yes,Yes,Yes,Yes,No,B,89,976,186,994,652,941,333,853,666,209,08. 03. 2021,District heating,,,,Overall,,,,,,
587207,"CZK 15,000",50.126437,14.505518,"Kytlická, Prague - Prosek",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,200","CZK 18,200",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,Yes,No,G,339,959,153,988,362,"1,079",146,634,"1,406",195,01. 06. 2022,District heating,1 to 10 years years,Standard materials and solutions,Middle floor,,,,,,,
714182,"CZK 16,999",50.13583,14.43442,"K Ládví, Prague - Čimice",3 bedroom,Excellent,70 m²,"CZK 4,000",CZK 1,,Personal,Prefab concrete building,Partially furnished,5,Yes,Yes,No,Yes,Yes,Yes,No,C,167,913,204,695,925,512,529,812,243,,20. 06. 2022,District heating,,,,,,,,,,
714233,"CZK 11,000",50.07258,14.42761,"Ke Karlovu, Prague - Nové Město",Small studio,Excellent,24 m²,"CZK 2,500","CZK 11,000",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,F,32,712,303,460,10,37,337,383,602,637,18. 04. 2022,,,,,,,,,,,
649333,"CZK 13,000",50.108253,14.47255,"Zenklova, Prague - Libeň",Studio,New build,48 m²,"CZK 1,500","CZK 13,000",,Personal,Brick building,Partially furnished,2,No,No,Yes,No,Yes,Yes,Yes,B,22,857,45,342,289,112,85,751,88,284,15. 05. 2022,,,,,,Yes,,,,,
714217,"CZK 79,000",50.09653,14.34031,"Ke Dvoru, Prague - Vokovice",2 bedroom with open-plan kitchen,New build,164 m²,"CZK 13,000","CZK 158,000",,Personal,Other,Furnished,4,No,Yes,Yes,No,Yes,Yes,No,B,394,719,228,720,786,603,890,166,618,,18. 04. 2022,,,,,,,,,,,
713594,"CZK 14,000",50.0293758,14.5967803,"Oty Bubeníčka, Prague - Uhříněves",1 bedroom with open-plan kitchen,New build,51 m²,"CZK 2,500","CZK 30,000",,Personal,Brick building,Partially furnished,4,No,No,No,Yes,No,Yes,Yes,C,178,317,291,426,238,290,736,817,943,127,01. 08. 2022,,,,,,,,,,,
482006,"CZK 14,000",50.1313942,14.4656912,"Bojasova, Prague - Kobylisy",2 bedroom,Good,63 m²,"CZK 3,178","CZK 22,000",,Personal,Prefab concrete building,Partially furnished,4,No,No,No,Yes,No,Yes,No,D,297,599,202,524,550,499,308,157,"1,307",294,01. 05. 2022,District heating,,Standard materials and solutions,Middle floor,,,,,,,
30826,"CZK 15,000",50.0562157532,14.5220911503,"Pražská, Prague - Hostivař",2 bedroom,Excellent,63 m²,"CZK 6,000","CZK 21,000",,Personal,Prefab concrete building,Furnished,3,Yes,No,Yes,No,No,Yes,No,G,198,690,414,653,675,694,"1,120",923,679,93,14. 04. 2022,District heating,10 to 30 years years,Standard materials and solutions,Middle floor,Overall,,,,,,
14734,"CZK 24,000",50.0750479,14.3287835,"Na Břevnovské pláni, Prague - Břevnov",3 bedroom,Excellent,96 m²,"CZK 5,000","CZK 48,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,Yes,No,No,C,250,425,625,893,726,990,514,,,,01. 05. 2022,Gas boiler,1 to 10 years years,Standard materials and solutions,Top floor,Overall,,,,,,
714156,"CZK 11,990",50.02520305555,14.44032111111,"Nad lesním divadlem, Prague - Braník",Studio,Excellent,28 m²,"CZK 1,396","CZK 13,386","CZK 13,386

                                
                                
                
i",Personal,Prefab concrete building,Furnished,9,No,No,No,No,No,Yes,No,G,242,574,93,545,621,600,593,81,"1,122",86,,,,,,,,,,,,
714152,"CZK 16,490",50.02615527777,14.43546416666,"Nad lesním divadlem, Prague - Braník",2 bedroom with open-plan kitchen,Good,59 m²,"CZK 2,722","CZK 19,212","CZK 19,212

                                
                                
                
i",Personal,Prefab concrete building,Unfurnished,4,Yes,No,No,No,No,Yes,No,G,231,273,232,244,321,300,633,477,905,478,,,,,,,,,,,,
714149,"CZK 13,000",50.09172,14.44197,"Prvního pluku, Prague - Karlín",Studio,Excellent,26 m²,"CZK 2,500",,,Other,Other,Unfurnished,2,No,No,No,No,No,Yes,No,G,178,418,151,176,28,151,401,899,263,325,15. 06. 2022,,,,,,,,,,,
682537,"CZK 21,000",50.12858,14.44067,"Chotovická, Prague - Kobylisy",2 bedroom with open-plan kitchen,New build,70 m²,"CZK 5,000","CZK 50,000",,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,Yes,G,453,853,667,"1,183",669,619,816,589,523,166,02. 05. 2022,District heating,1 to 10 years years,Premium materials and solutions,Middle floor,Interior,,,,,,
714125,"CZK 11,000",50.1001944,14.4359751,"Farského, Prague - Holešovice",Studio,Excellent,35 m²,"CZK 2,000","CZK 20,000",,Personal,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,G,92,"1,045",22,255,181,187,174,"1,380",604,769,01. 06. 2022,,,,,,,,,,,
400631,"CZK 10,900",50.0174124,14.3528786,"U Svahu, Prague - Slivenec",Studio,New build,35 m²,"CZK 2,940","CZK 13,840",,Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,B,552,911,983,"1,030","1,066","1,217",646,,,,14. 04. 2022,Central heating,1 to 10 years years,Premium materials and solutions,Middle floor,,Yes,,,,,
673571,"CZK 15,000",50.07159,14.40686,"Staropramenná, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 2,000","CZK 17,000",,Personal,Brick building,Furnished,3,No,No,No,Yes,No,No,No,G,119,466,30,128,37,308,560,"1,040","1,081",506,01. 04. 2022,Gas boiler,,,,Interior,,,,,,
714050,"CZK 14,000",50.0565447,14.291731850686,"Do Zahrádek I, Prague - Třebonice",Studio,New build,30 m²,"CZK 2,000","CZK 16,000",,Personal,Brick building,Furnished,1,Yes,No,No,No,No,No,No,B,252,"1,167",549,493,805,604,603,827,444,,13. 04. 2022,,,,,,,,,,,
713340,"CZK 14,500",50.10526,14.51782,"Sousedíkova, Prague - Vysočany",Studio,New build,31 m²,"CZK 2,900","CZK 15,000",,Personal,Brick building,Partially furnished,5,Yes,No,Yes,No,Yes,Yes,No,C,367,619,"1,082",628,"1,294","1,097",890,112,,,01. 05. 2022,,,,,,,,,,,
537589,"CZK 18,500",50.0787851,14.4605997,"Jičínská, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,45 m²,,"CZK 37,000",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,A,39,336,123,153,117,153,645,534,689,73,01. 01. 1970,,,,,,,,,,,
713303,"CZK 13,000",50.10745,14.44647,"Osadní, Prague - Holešovice",1 bedroom,Excellent,45 m²,"CZK 4,000","CZK 17,000",,Personal,Brick building,Furnished,1,No,No,Yes,No,No,Yes,No,G,73,462,168,475,205,330,259,815,385,187,01. 06. 2022,,,,,,,,,,,
257303,"CZK 18,000",50.0702435,14.3993777,"Na Zatlance, Prague - Smíchov",1 bedroom with open-plan kitchen,,49 m²,"CZK 3,500","CZK 30,000",,Personal,Brick building,Furnished,3,No,No,Yes,No,No,No,No,,329,223,215,246,224,306,73,691,743,262,01. 07. 2022,Other,over 50 years years,Standard materials and solutions,Middle floor,Interior,,,,,,
519620,"CZK 17,000",50.0610745,14.4381486,Prague - Nusle,1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 2,500","CZK 25,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,,134,655,158,471,93,382,369,753,93,202,10. 04. 2022,,,,,,,20 m²,,,,
713250,"CZK 15,000",50.0701838,14.4021308,"Karla Engliše, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,64 m²,"CZK 3,000","CZK 20,000",,,Brick building,Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,,125,373,219,81,55,115,351,847,"1,021",405,01. 06. 2022,Gas boiler,10 to 30 years years,Standard materials and solutions,Middle floor,,,,,,,
713902,"CZK 10,500",50.0636028,14.435896,"Boleslavova, Prague - Nusle",1 bedroom,Excellent,50 m²,CZK 490,"CZK 10,500",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,G,367,379,243,313,382,484,259,353,404,331,01. 05. 2022,,,,,,,,,,,
290009,"CZK 10,500",50.0780988,14.5007519,"Kounická, Prague - Strašnice",1 bedroom,,45 m²,"CZK 2,660","CZK 15,000",,Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,,227,556,213,533,215,487,530,568,"1,315",304,,,,,Ground floor,,,,,,,
590755,"CZK 16,800",50.073647,14.416906,"Na Moráni, Prague - Nové Město",2 bedroom,Good,60 m²,CZK 500,"CZK 16,782",,Personal,Brick building,,5,No,No,No,No,No,No,No,A,136,344,79,149,75,217,342,430,752,269,12. 04. 2022,,,,,,,,,,,
713143,"CZK 24,000",50.08531,14.34044,"Plojharova, Prague - Břevnov",3 bedroom,Excellent,70 m²,"CZK 5,000","CZK 48,000",,Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,No,No,G,192,884,534,587,289,570,226,375,881,372,01. 05. 2022,,,,,,,,,,,
400345,"CZK 14,000",50.1194442,14.4815146,"Hejnická, Prague - Střížkov",2 bedroom,Excellent,64 m²,"CZK 2,000","CZK 28,000",,Personal,Brick building,Partially furnished,3,No,Yes,No,No,Yes,No,No,,268,"1,472",400,"1,410",77,"1,088",538,562,634,262,16. 05. 2022,Gas boiler,10 to 30 years years,,Attic,,,120 m²,,,,
713794,"CZK 15,500",50.0848285,14.3763459,"Bělohorská, Prague - Břevnov",Studio,Excellent,29 m²,"CZK 2,000","CZK 20,000",,Other,Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,F,53,824,62,397,57,161,81,398,262,273,01. 05. 2022,,,,,,,,,,,
713618,"CZK 10,000",50.06458,14.40079,"Plzeňská, Prague - Smíchov",1 bedroom with open-plan kitchen,Good,50 m²,"CZK 1,000","CZK 10,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,G,263,540,292,883,413,627,239,212,455,136,01. 05. 2022,,,,,,,,,,,
529688,"CZK 16,000",50.0748582,14.5011723,"U Kombinátu, Prague - Strašnice",1 bedroom with open-plan kitchen,Good,71 m²,"CZK 5,000","CZK 32,000",,Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,,383,822,90,873,249,827,118,397,995,541,01. 09. 2018,Gas boiler,10 to 30 years years,Standard materials and solutions,Attic,,,,,,,
713052,"CZK 11,400",50.04374,14.51342,"Bratislavská, Prague - Hostivař",Small studio,New build,31 m²,"CZK 2,500","CZK 25,000",,Personal,Prefab concrete building,Furnished,3,Yes,No,No,No,No,Yes,No,C,178,355,421,403,"1,191",556,"1,036",237,,,06. 04. 2022,,,,,,,,,,,
