Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Administrative fee,Floor space,Fully furnished,Condition,Ownership,EPC,Balcony,Cellar,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Terrace,Lift,Heating,Domácí mazlíčci vítáni,Parking,Enclosed balcony,Designe,Reconstruction,New-build,Garage,Age,"You will rent this apartment for approximately CZK 12,389 CZK",Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 31,900","CZK 3,900",CZK 123,727913,3+kk,8/31/2022,3,Brick,,110 m²,Fully furnished,New-build,Personal,B,1.0,,457.06,727.14,572.89,553.86,453.76,583.68,411.96,328.9,896.88,223.2,Prague - Vokovice,50.09894,14.35576,1.0,,,,,1.0,,,,,,,,
"CZK 14,900","CZK 2,500","CZK 30,000",533380,2 bedroom,9/1/2022,4,Prefab concrete,,40 m²,,,Personal,,,1.0,233.76,1320.43,189.74,830.5,219.87,199.75,398.39,205.98,496.83,109.05,"Písečná, Prague - Troja",50.1243267,14.4416631,,1.0,Distance,,,,Standard,,,,,,,
"CZK 17,500","CZK 4,800","CZK 35,000",621040,Studio,9/1/2022,2,Brick,,51 m²,Fully furnished,Very good,Personal,,,1.0,127.9,1832.33,805.8,1797.51,485.63,1465.7,1765.16,1442.59,1042.96,127.68,"V Borovičkách, Prague - Stodůlky",50.059453,14.32709,,,Gas boiler,,1.0,,Luxurious,Complete,,,Up to 10 years,,,
"CZK 25,500","CZK 7,000","CZK 32,500",685115,2+kk,9/15/2022,4,Brick,,50 m²,Fully furnished,New-build,Personal,B,,,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,,1.0,,,1.0,1.0,,,,1.0,,,,
"CZK 19,500","CZK 5,000","CZK 24,500",685106,Studio,9/15/2022,5,Brick,,33 m²,Fully furnished,New-build,Personal,B,1.0,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,,,,,,,,,,,,,,
"CZK 28,000",CZK 800,"CZK 28,000",628542,3+1,8/1/2022,1,Brick,,102 m²,Partly,Very good,Personal,,,,164.54,248.38,97.9,285.08,99.52,198.67,210.04,569.49,178.54,567.21,"Haškova, Prague - Holešovice",50.101033,14.428124,,,Electric boiler,,,,,Interior,,,,,,
"CZK 18,000","CZK 1,600","CZK 30,000",671891,2+kk,10/1/2022,6,Brick,,65 m²,Unfurnished,Very good,Personal,G,,1.0,99.38,619.05,58.38,314.47,74.91,323.02,637.72,719.51,315.15,363.17,"V Háji, Prague - Holešovice",50.10461,14.45394,,1.0,Gas boiler,,,,Standard,Complete,,,Up to 10 years,,,
"CZK 12,000","CZK 2,800","CZK 24,000",727148,2+kk,7/24/2022,4,Prefab concrete,,44 m²,Unfurnished,Very good,,A,,1.0,114.7,964.27,37.54,119.66,361.73,387.54,399.61,636.7,983.52,193.56,Prague - Kobylisy,50.12429,14.45042,,1.0,,,,,,,,,,,,
"CZK 14,000","CZK 2,000",CZK 2,727868,1 bedroom,8/15/2022,1,Prefab concrete,,40 m²,Partly,Very good,,B,,,166.59,912.67,204.13,2110.26,695.17,925.0,511.63,529.34,811.55,242.96,Prague - Čimice,50.13583,14.43442,,1.0,,,1.0,,,,,,,,,
"CZK 21,900","CZK 5,000","CZK 43,800",727861,2+kk,8/15/2022,2,Brick,,54 m²,Partly,Very good,,,1.0,,150.86,265.4,226.54,267.34,114.96,275.23,687.78,273.78,434.79,244.57,Prague - Dejvice,50.09941,14.39411,,1.0,,,1.0,,Luxurious,Complete,,,,,,
"CZK 14,500",CZK 0,"CZK 14,500",727859,Studio,8/1/2022,1,Prefab concrete,,42 m²,Fully furnished,Very good,Personal,G,,,406.25,992.01,179.15,816.42,163.67,350.4,524.05,477.87,585.78,346.29,Prague - Strašnice,50.07006,14.49794,,1.0,,,,1.0,,,,,,,,
"CZK 22,990","CZK 3,357","CZK 26,347",727852,3+1,8/15/2022,7,Other,"CZK 26,347",77 m²,Fully furnished,Very good,Personal,G,1.0,1.0,174.96,636.7,262.4,501.46,166.13,315.17,658.03,322.96,191.93,142.09,"Na Topolce, Prague - Podolí",50.05858722222,14.42768027777,,1.0,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",CZK 1,719872,2+kk,8/1/2022,5,Other,,56 m²,Fully furnished,New-build,Personal,G,,,638.17,1332.4,475.67,3919.9,394.79,654.64,1156.43,3342.61,1296.61,454.54,"Honzíkova, Prague - Dolní Měcholupy",50.06755,14.55466,1.0,1.0,Central,,1.0,,Luxurious,,1.0,1.0,Up to 10 years,,,
"CZK 35,000","CZK 6,000","CZK 40,000",437320,4+kk,10/15/2022,4,Brick,,110 m²,Partly,New-build,Personal,,1.0,1.0,507.19,1277.25,594.18,935.9,363.85,627.13,376.73,741.93,1069.24,237.55,"Loosova, Prague - Háje",50.024486493456,14.526685576196,1.0,1.0,,,1.0,,,,1.0,1.0,Up to 10 years,,,
"CZK 20,000","CZK 6,020","CZK 20,000",494750,3+kk,9/3/2022,5,Brick,,70 m²,Fully furnished,,Personal,G,1.0,,228.04,809.32,203.01,358.95,130.32,546.16,333.71,392.1,403.55,384.67,"Sevastopolská, Prague - Vršovice",50.0711439,14.448623,,1.0,,,,,Standard,,,,,,,
"CZK 21,000","CZK 3,000","CZK 35,000",157460,2 bedroom,8/1/2022,3,Brick,,70 m²,Partly,New-build,Cooperative,,1.0,,320.54,1200.06,178.03,1171.01,247.43,432.04,100.24,605.98,54.83,211.46,Prague - Libeň,50.1136507599,14.4678697476,,,Electric boiler,,,,Luxurious,Interior,,,,,,
"CZK 20,000","CZK 4,800","CZK 20,000",726503,2 bedroom,7/19/2022,3,Brick,,64 m²,Fully furnished,Very good,Cooperative,,1.0,,77.26,1194.19,749.99,1186.85,601.55,675.04,515.47,826.4,1235.44,627.62,Prague - Braník,50.02706,14.41658,,,,,1.0,,Standard,,,,,,,
"CZK 21,000","CZK 3,320","CZK 21,000",727725,3+kk,7/28/2022,2,Brick,,70 m²,Partly,Very good,,G,,,38.66,495.29,239.66,370.71,34.71,470.76,389.01,579.35,436.93,317.69,Prague - Podolí,50.05769,14.4233,,1.0,,,,,,,,,,,,
"CZK 18,500","CZK 3,500","CZK 22,000",727701,2 bedroom,7/28/2022,2,Brick,,54 m²,Partly,Very good,,B,,,103.04,284.96,132.08,107.67,160.16,174.62,316.4,825.43,245.24,418.02,Prague - Břevnov,50.08336,14.36169,,1.0,,,,,,,,,,,,
"CZK 15,000","CZK 2,170","CZK 15,000",603985,2+kk,7/25/2022,1,Brick,,50 m²,Unfurnished,Very good,Personal,C,,1.0,251.07,470.36,25.37,214.01,34.62,213.78,513.84,554.06,688.53,592.43,"Mečislavova, Prague - Nusle",50.063978,14.444161,,1.0,Gas boiler,,,,,,,,Up to 10 years,,,
"CZK 15,500","CZK 3,000","CZK 31,000",376475,2+kk,9/1/2022,3,Brick,,48 m²,Partly,Very good,Personal,C,,1.0,221.9,918.39,36.24,482.02,172.72,345.16,138.5,1120.63,395.68,182.95,"Křižíkova, Prague - Karlín",50.0940784,14.4587182,,,Electric boiler,,,,Luxurious,Complete,,,Over 50 years,,,
"CZK 18,000","CZK 2,000","CZK 40,000",727658,Studio,7/28/2022,1,Brick,,34 m²,Fully furnished,New-build,,B,1.0,,739.75,1224.14,1101.34,2535.62,847.06,1131.9,1049.47,1987.95,1793.56,1084.56,Prague - Libuš,50.01514,14.46293,,1.0,,,1.0,,,,1.0,,,,,
"CZK 17,500","CZK 6,500","CZK 25,000",683853,2+kk,9/1/2022,3,Brick,,51 m²,Fully furnished,New-build,Personal,G,1.0,,110.77,1250.55,479.28,1192.14,315.55,1100.88,1161.34,843.42,457.05,275.81,"Podle Náhonu, Prague - Záběhlice",50.05446,14.48328,,1.0,Central,,,,Standard,,,1.0,10 to 30 years,,,
"CZK 21,990","CZK 4,373","CZK 26,363",727613,3+1,8/15/2022,1,Brick,"CZK 26,363",69 m²,Partly,Very good,Personal,G,1.0,,421.11,581.77,133.57,711.61,417.5,624.73,234.2,193.74,1545.62,233.66,"Chabařovická, Prague - Kobylisy",50.130515,14.4754525,,1.0,,,,,,,,,,,,
"CZK 13,000","CZK 2,000","CZK 13,000",727605,2+kk,7/27/2022,3,Prefab concrete,,50 m²,Partly,Very good,,B,,,,,,,,,,,,,Prague - Řepy,50.0662,14.30539,,,,,,,,,,,,,,
"CZK 14,900","CZK 2,800","CZK 30,000",395003,2 bedroom,8/15/2022,2,Prefab concrete,,40 m²,Fully furnished,Very good,Personal,,,1.0,406.92,1265.64,120.61,1021.82,393.04,372.92,508.94,294.65,280.1,282.22,"Písečná, Prague - Troja",50.1241075,14.4393621,,1.0,Distance,,,,Standard,Complete,,,,,,
"CZK 50,000","CZK 3,000","CZK 50,000",727531,3+kk,7/27/2022,5,Brick,,119 m²,Partly,Very good,,D,1.0,1.0,175.72,338.13,169.76,216.77,145.26,173.83,550.73,732.66,735.27,303.35,Prague - Michle,50.04836,14.44483,,1.0,,,1.0,,,,,,,,,
"CZK 15,000",CZK 682,"CZK 31,400",727527,Studio,9/1/2022,2,Brick,,32 m²,Unfurnished,Good,Personal,E,,1.0,132.93,1232.34,483.29,486.74,1.83,489.97,795.86,377.21,363.51,546.7,"5. května, Prague - Nusle",50.05624815,14.43716165,,1.0,,,,,,,,,,,,
"CZK 21,000","CZK 6,500","CZK 42,000",607367,2+kk,9/1/2022,4,Brick,,55 m²,Fully furnished,Very good,Personal,E,,,198.58,426.93,115.73,304.68,64.1,257.35,115.49,281.56,645.2,300.83,"Mlynářská, Prague - Nové Město",50.0920451,14.4340658,,1.0,Gas boiler,,,,Standard,Interior,,,Up to 10 years,,,
"CZK 18,000",CZK 500,"CZK 18,000",626006,2+kk,9/1/2022,5,Prefab concrete,,55 m²,Fully furnished,Very good,Personal,G,,,76.93,528.43,178.81,179.73,133.7,113.0,177.64,320.23,1283.78,202.91,"Petržílkova, Prague - Stodůlky",50.051678,14.346835,,1.0,Distance,,,,Standard,,,,Up to 10 years,,,
"CZK 16,000","CZK 3,000","CZK 30,000",723979,2+kk,8/1/2022,2,Prefab concrete,,43 m²,Partly,Very good,,G,,,48.94,489.66,470.17,469.03,473.72,493.7,621.22,340.84,333.46,231.81,Prague - Hostivař,50.0537,14.52209,,,,,,1.0,,Complete,,,,,,
"CZK 9,000","CZK 2,500","CZK 9,000",663090,Studio,8/15/2022,1,Brick,,23 m²,Fully furnished,New-build,Cooperative,G,,,141.47,330.69,58.44,518.92,80.79,133.91,150.17,158.89,494.23,510.19,"Vítkova, Prague - Karlín",50.09184,14.44472,,,Electric boiler,,,,,,,,,,,
"CZK 28,000","CZK 5,200","CZK 40,000",721561,3+1,9/1/2022,1,Brick,,90 m²,Partly,Good,Personal,G,,,30.59,26.85,55.74,333.4,61.93,527.1,149.33,454.26,274.34,306.36,Prague - Malá Strana,50.08054,14.40442,,1.0,,,,,,,,,,,,
"CZK 16,000","CZK 3,600","CZK 32,000",726066,3+1,7/16/2022,2,Prefab concrete,,75 m²,Partly,Very good,Cooperative,G,,1.0,130.26,1121.57,998.76,2397.06,420.37,503.84,551.51,1489.99,1494.54,519.15,Prague - Krč,50.01891,14.46412,,1.0,Central,,,1.0,Standard,Bathroom unit,,,,,,
"CZK 13,500","CZK 2,500","CZK 30,000",550330,2+kk,,3,Prefab concrete,,42 m²,Fully furnished,,Personal,,,1.0,242.56,1283.58,39.67,1672.82,494.2,435.4,125.26,750.25,1717.67,116.76,"Zdiměřická, Prague - Chodov",50.0237252,14.5125064,,1.0,Central,,,,,,,,10 to 30 years,,,
"CZK 9,908","CZK 3,092","CZK 13,000",727447,2+kk,11/1/2022,13,Prefab concrete,,43 m²,Partly,Very good,,C,1.0,1.0,226.8,225.28,132.05,2554.99,237.44,175.63,353.26,1610.6,1398.99,136.34,Prague - Ruzyně,50.09015,14.30737,,,,,1.0,,,,,,,,,
"CZK 12,000","CZK 2,500","CZK 24,000",727449,1 bedroom,7/26/2022,3,Prefab concrete,,34 m²,Partly,Very good,,G,,,403.45,610.12,157.56,652.81,656.3,665.73,280.41,201.74,428.28,179.26,Prague - Malešice,50.08297,14.49362,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,800","CZK 14,000",727082,2+kk,8/8/2022,,Brick,,55 m²,Fully furnished,Very good,Personal,G,,1.0,77.03,855.4,175.44,952.43,316.77,1015.68,523.19,375.07,662.71,305.77,Prague - Horní Měcholupy,50.04796,14.55711,,1.0,Distance,,,,Standard,,,,10 to 30 years,,,
"CZK 18,000","CZK 5,000","CZK 18,000",727413,2 bedroom,7/26/2022,3,Brick,,70 m²,Partly,New-build,,G,,,1478.51,2152.1,1779.95,2050.57,1884.71,2089.31,1389.09,1749.38,2849.26,1483.91,Prague - Uhříněves,50.04535,14.59727,,,,,,,,,,,,,,
"CZK 13,900","CZK 3,100","CZK 29,000",611899,Studio,9/1/2022,2,Brick,,34 m²,Partly,Very good,Personal,D,,1.0,188.96,351.7,71.86,365.9,110.97,463.91,480.63,541.71,276.11,178.36,"Na Louži, Prague - Vršovice",50.066131,14.458177,,1.0,Distance,,,,,Complete,,,,,,
"CZK 25,000","CZK 7,000","CZK 60,000",647143,3+kk,11/1/2022,4,Brick,,132 m²,Fully furnished,Very good,Personal,B,,1.0,350.53,1025.36,769.55,1940.18,375.47,1811.77,2260.16,750.14,988.33,211.64,"Povltavská, Prague - Troja",50.1146126,14.4097123,,1.0,,,1.0,,,Complete,,1.0,10 to 30 years,,,
"CZK 13,000","CZK 4,000","CZK 20,000",554005,2+kk,9/1/2022,3,Prefab concrete,,45 m²,Unfurnished,,Personal,G,,1.0,295.91,432.79,298.72,612.71,199.51,213.51,274.96,380.15,630.79,314.0,"Michnova, Prague - Chodov",50.0306828,14.5217282,,1.0,Central,,,,Standard,,,,,,,
"CZK 17,000","CZK 4,200","CZK 28,000",727289,Studio,7/25/2022,4,Prefab concrete,,34 m²,Partly,New-build,,A,,1.0,121.95,424.33,6.13,164.1,52.73,237.74,510.42,855.9,382.8,470.95,Prague - Karlín,50.09425,14.45343,,,,,1.0,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 35,000",246880,2+kk,7/25/2022,4,Brick,,46 m²,Fully furnished,Very good,Personal,G,,,257.45,760.85,123.2,458.17,77.48,535.84,178.01,325.94,425.8,276.39,"Ruská, Prague - Vršovice",50.0720317,14.454235,,1.0,,,,,,Complete,,,,,,
"CZK 25,000","CZK 5,800","CZK 50,000",727287,4+kk,8/16/2022,7,Prefab concrete,,86 m²,Fully furnished,Very good,,G,,1.0,113.24,514.17,512.85,484.73,431.55,492.56,504.82,586.82,240.62,150.92,Prague - Stodůlky,50.04205,14.32824,,1.0,Central,,,1.0,,Complete,,,,,,
"CZK 19,500","CZK 4,300","CZK 39,000",727280,2+kk,9/1/2022,3,Brick,,59 m²,Fully furnished,New-build,,G,1.0,,204.06,500.71,411.25,2118.1,220.89,629.5,629.74,434.39,1407.87,35.94,Prague - Čimice,50.13845,14.42821,,1.0,,,1.0,,,,1.0,,,,,
"CZK 22,000",CZK 700,"CZK 44,000",485143,3+1,10/1/2022,1,Brick,,91 m²,Partly,Very good,Personal,,,,276.73,385.31,178.2,834.99,204.62,510.82,245.42,267.17,438.27,224.8,"Lužická, Prague - Vinohrady",50.073377,14.4447141,1.0,,,,1.0,,Luxurious,,,,Up to 10 years,,,
"CZK 19,900","CZK 1,500","CZK 19,900",670333,2 bedroom,8/1/2022,4,Brick,,75 m²,Partly,Very good,Personal,G,1.0,1.0,246.35,354.92,174.97,775.07,174.24,480.44,270.46,295.94,467.05,249.63,"Lužická, Prague - Vinohrady",50.07363,14.44447,,,Other,,1.0,,,Interior,,,,,,
"CZK 20,000","CZK 3,000","CZK 23,000",692176,Studio,12/20/2022,1,Brick,,24 m²,Fully furnished,New-build,Personal,B,,,205.66,530.83,108.66,270.37,118.21,197.26,382.84,474.36,641.06,689.01,"Tyršova, Prague - Nové Město",50.07306,14.43085,,1.0,Central,,,,Luxurious,Complete,1.0,,Up to 10 years,,,
"CZK 25,000","CZK 8,000","CZK 33,000",524714,Studio,8/1/2022,2,Brick,,80 m²,Fully furnished,Very good,Other,,,,158.6,380.48,136.82,86.78,19.96,155.0,397.71,846.53,114.09,372.45,"Václavské náměstí, Prague - Nové Město",50.0817465,14.4271892,,1.0,,,,,Luxurious,,,,,,,
"CZK 16,500","CZK 3,500","CZK 25,000",727235,Studio,7/25/2022,7,Other,,38 m²,Partly,New-build,,B,1.0,1.0,344.1,809.11,491.66,569.55,206.2,612.15,514.84,262.62,302.38,80.25,Prague - Žižkov,50.0891,14.48368,,1.0,,,1.0,,,,1.0,1.0,,,,
"CZK 14,500",CZK 500,CZK 0,680857,1 bedroom,9/1/2022,3,Brick,,54 m²,Partly,Very good,Personal,B,,,37.28,312.06,75.47,51.29,124.04,158.51,418.03,312.53,756.43,86.38,"U Kavalírky, Prague - Košíře",50.0698,14.37188,,,Gas boiler,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 34,000",665598,3+1,9/1/2022,6,Prefab concrete,,70 m²,Partly,Very good,Personal,A,,,60.45,406.53,148.91,385.23,453.89,409.45,628.8,299.94,817.12,295.0,Prague - Lhotka,50.0231546,14.4388284,,1.0,Distance,,1.0,1.0,Standard,Complete,,,,,,
"CZK 31,500","CZK 2,100","CZK 50,000",726497,3+1,8/1/2022,3,Brick,,104 m²,Unfurnished,Very good,,G,,,3.91,381.44,229.01,260.45,16.48,466.6,148.75,1136.15,147.38,206.85,Prague - Bubeneč,50.10095,14.41842,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,700","CZK 15,000",268449,1 bedroom,9/1/2022,2,Brick,,42 m²,Partly,,Personal,D,,1.0,85.3,498.4,69.9,1055.48,125.73,52.65,854.53,766.24,831.73,643.11,"Pod Barvířkou, Prague - Smíchov",50.0619695,14.4048035,,,,,,,,,,,,,,
"CZK 14,900","CZK 2,900","CZK 14,900",601414,Studio,8/1/2022,5,Brick,,29 m²,,Very good,Personal,C,,1.0,29.34,388.62,90.03,502.38,93.43,641.07,105.62,195.39,244.78,263.61,"Újezd, Prague - Malá Strana",50.083932,14.404541,,1.0,,,,,,,,,,,,
"CZK 15,000","CZK 5,000","CZK 40,000",694123,2+kk,9/3/2022,1,Brick,,70 m²,Fully furnished,Good,Personal,G,1.0,,60.42,1840.66,197.43,1610.77,386.38,456.05,137.54,976.59,2262.09,339.11,"Vlkanovská, Prague - Újezd nad Lesy",50.07312,14.68295,,,Geothermal,,1.0,,Standard,Complete,,,10 to 30 years,,,
"CZK 33,000","CZK 5,500","CZK 66,000",719488,4+1,6/1/2022,2,Brick,,95 m²,Partly,Very good,Personal,G,,,135.52,482.69,54.64,116.95,41.05,192.68,301.14,594.65,589.62,573.56,"Vodičkova, Prague - Nové Město",50.078353473259,14.421772050418,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,000","CZK 26,000",727113,3+kk,9/15/2022,3,Brick,,74 m²,Partly,New-build,,B,,1.0,184.79,357.11,218.47,260.81,74.51,256.09,597.47,654.58,626.2,602.42,Prague - Nusle,50.06543,14.44301,,1.0,,,1.0,,,,1.0,1.0,,,,
"CZK 12,500","CZK 2,500","CZK 24,000",688369,Studio,3/21/2022,5,Other,,29 m²,Fully furnished,New-build,Personal,B,1.0,,327.24,1058.72,192.25,983.82,640.72,476.83,558.28,434.87,1160.26,124.8,"Zakšínská, Prague - Střížkov",50.1303283,14.4935009,,1.0,Distance,,1.0,,Standard,,1.0,1.0,Up to 10 years,,,
"CZK 14,999",CZK 700,"CZK 30,000",685883,Studio,7/31/2022,4,Brick,,50 m²,Partly,Very good,Personal,G,,,175.21,862.0,220.95,1145.81,157.68,357.89,773.62,579.78,937.26,579.52,"Nad Koulkou, Prague - Smíchov",50.06043,14.40088,1.0,,,,1.0,,,,,,,,,
"CZK 12,000","CZK 1,000","CZK 20,000",705768,Small studio,3/1/2022,2,Prefab concrete,,20 m²,Fully furnished,Very good,Personal,A,,1.0,224.19,1024.43,478.96,1064.4,12.36,710.12,279.92,501.55,533.98,345.19,Prague - Hostivař,50.0482863,14.5243139,,1.0,,,1.0,1.0,,,,,,,,
"CZK 21,000","CZK 1,500","CZK 21,000",697671,2+kk,8/31/2022,,Brick,,64 m²,Partly,Very good,Personal,B,,,171.69,1015.59,407.1,797.48,264.17,765.75,520.57,495.17,663.79,270.66,"Pod Lázní, Prague - Nusle",50.0586,14.44228,,,Gas boiler,,1.0,,Standard,Complete,1.0,,Up to 10 years,,,
"CZK 22,000","CZK 4,000","CZK 27,000",711472,2 bedroom,7/24/2022,3,Brick,,50 m²,Fully furnished,Very good,Personal,,,,151.52,401.41,109.66,391.76,94.68,206.05,303.75,316.12,661.89,418.83,"Salmovská, Prague - Nové Město",50.07486,14.42255,1.0,1.0,,,,,,,,,,,,
"CZK 7,000","CZK 1,500","CZK 8,500",690189,2+kk,8/1/2022,2,Prefab concrete,,50 m²,Partly,Good,Cooperative,G,1.0,,74.38,904.13,143.27,272.84,0,119.5,702.02,185.44,349.99,373.44,"Na Pankráci, Prague - Nusle",50.0593,14.43064,,1.0,,,,,,,,,,,,
"CZK 16,500","CZK 4,200","CZK 20,000",726298,2+kk,7/18/2022,2,Brick,,49 m²,Fully furnished,Very good,,G,,1.0,226.83,1030.63,107.63,296.22,60.83,119.14,352.79,307.25,395.11,321.18,Prague - Žižkov,50.09064,14.47279,,1.0,,,1.0,,,,,,,,,
"CZK 36,000","CZK 5,000","CZK 41,000",726296,2 bedroom,8/1/2022,4,Brick,,99 m²,Fully furnished,Very good,,A,,1.0,122.94,258.58,133.88,395.37,98.69,163.66,345.48,354.2,447.9,243.26,Prague - Karlín,50.09334,14.44557,,1.0,,,,1.0,,,,,,,,
"CZK 19,900",CZK 100,"CZK 19,900",726290,2+kk,8/1/2022,1,Brick,,71 m²,Partly,Very good,,C,1.0,1.0,130.0,603.15,261.96,289.79,85.18,400.97,388.68,313.78,156.13,235.17,Prague - Vršovice,50.06882,14.46059,,1.0,,,1.0,,,,,,,,,
"CZK 14,500","CZK 5,000","CZK 25,000",510455,2 bedroom,8/17/2022,3,Brick,,56 m²,Partly,,Cooperative,,,1.0,260.8,1004.95,665.55,1104.35,627.98,735.87,865.42,348.78,574.05,235.04,"Fráni Šrámka, Prague - Smíchov",50.0694742,14.3891265,,,Central,,1.0,,Standard,,,,,,,
"CZK 29,042","CZK 5,400","CZK 58,084",714221,2+kk,8/1/2022,2,Brick,,41 m²,Fully furnished,Very good,Personal,D,,,114.97,322.47,148.11,358.42,93.83,239.77,292.45,648.47,210.65,514.5,"Washingtonova, Prague - Nové Město",50.080715418652,14.431066350791,,1.0,Electric boiler,,,,Standard,Complete,,,Over 50 years,,,
"CZK 14,000","CZK 4,000","CZK 20,000",394340,2+kk,8/1/2022,2,Brick,,65 m²,Fully furnished,Good,Municipal,G,,1.0,105.15,1215.58,166.3,890.12,227.38,725.86,166.47,871.11,1155.37,702.24,Prague - Vysočany,50.101475364278,14.504168211143,,,Gas boiler,,1.0,,Standard,,,,Over 50 years,,,
"CZK 20,891","CZK 4,100","CZK 41,782",714225,Studio,9/1/2022,5,Brick,,27 m²,Fully furnished,Very good,Personal,D,,,135.82,343.32,168.96,378.88,114.68,260.62,313.3,627.62,231.5,535.35,"Washingtonova, Prague - Nové Město",50.080550474458,14.430927343016,,1.0,Electric boiler,,,,Standard,Complete,,,Over 50 years,,,
"CZK 35,000","CZK 4,000","CZK 50,000",726261,4+kk,9/1/2022,4,Brick,,105 m²,Partly,Very good,,G,1.0,1.0,176.94,482.05,127.19,248.59,100.11,279.34,165.14,563.57,346.78,152.06,Prague - Bubeneč,50.09927,14.40151,,1.0,,,,,,,,,,,,
"CZK 13,000","CZK 2,228","CZK 25,000",714459,Studio,8/15/2022,1,Brick,,30 m²,Fully furnished,Very good,Personal,G,,,151.09,621.17,71.68,397.82,85.37,396.16,175.79,342.31,672.48,333.41,"Bulharská, Prague - Vršovice",50.07165,14.45777,,1.0,Central,,,,Standard,Interior,,,,,,
"CZK 13,500","CZK 2,500","CZK 16,000",727020,2+kk,7/23/2022,2,Brick,,50 m²,Partly,Very good,,G,,1.0,123.15,695.15,20.62,330.8,74.68,414.1,356.46,160.35,199.77,171.78,Prague - Nusle,50.06083,14.42666,,1.0,,,,,,,,,,,,
"CZK 17,000","CZK 3,000","CZK 25,000",625904,1 bedroom,9/1/2022,3,Other,,38 m²,Partly,New-build,Personal,G,,,292.96,422.85,111.6,221.5,100.33,316.51,300.02,474.98,301.86,371.22,"Pod Stupni, Prague - Vršovice",50.068238,14.451752,,1.0,Distance,,,,,Interior,1.0,1.0,Up to 10 years,,,
"CZK 16,000",CZK 700,"CZK 16,000",620655,3+kk,9/1/2022,1,Brick,,101 m²,Partly,Very good,Personal,G,,,100.37,279.0,89.95,238.18,11.52,52.47,275.27,287.65,628.68,296.42,"Ječná, Prague - Nové Město",50.075923,14.42155,,,Gas boiler,,,,Standard,,,,,,,
"CZK 19,500","CZK 3,500","CZK 23,000",726997,2+kk,8/1/2022,2,Other,,55 m²,Partly,New-build,Personal,,1.0,,207.73,569.54,301.26,370.44,171.38,378.02,505.22,643.85,770.01,187.08,Prague - Libeň,50.1252,14.46909,,1.0,Central,,,,,,1.0,,,,,
"CZK 30,000",CZK 0,"CZK 35,000",670901,3+1,8/20/2022,5,Brick,,86 m²,Fully furnished,Very good,Personal,C,,,42.06,109.28,108.48,117.56,60.75,316.65,338.04,399.4,594.48,747.7,"Italská, Prague - Vinohrady",50.07689,14.43564,,1.0,,,,,Luxurious,Complete,,,,,,
"CZK 9,995",CZK 1,"CZK 19,000",614674,Studio,8/15/2022,3,Brick,,45 m²,Partly,New-build,Personal,A,,,473.56,1254.32,605.44,1035.59,947.56,1156.68,545.39,574.88,1519.13,309.4,"Křemenná, Prague - Uhříněves",50.037252,14.594891,,,,,1.0,,,,1.0,,,,,
"CZK 15,000","CZK 3,000","CZK 15,000",51458,Studio,9/1/2022,3,Brick,,32 m²,Fully furnished,,Personal,,1.0,,373.29,594.25,405.29,546.15,231.64,662.61,486.14,444.54,304.31,615.44,"Na Kopečku, Prague - Libeň",50.0998089,14.4716108,,1.0,,,,,,,,,Up to 10 years,,,
"CZK 24,900","CZK 2,500","CZK 30,000",705981,2+kk,11/1/2022,1,Other,,58 m²,Partly,Very good,Personal,C,,,124.98,538.05,121.55,184.75,182.23,558.84,300.08,228.47,431.04,520.36,"Štítného, Prague - Žižkov",50.085145490135,14.451201540531,,1.0,Other,,,,Standard,Complete,,,Up to 10 years,,,
"CZK 15,000","CZK 4,000","CZK 38,000",700427,Studio,8/1/2022,4,Brick,,40 m²,Fully furnished,New-build,Other,B,,,242.41,959.58,107.42,884.69,544.13,392.0,459.15,335.74,1075.44,127.48,"Makedonská, Prague - Střížkov",50.12964,14.49304,,1.0,Central,,,1.0,,,1.0,,Up to 10 years,,Housing,
"CZK 11,990","CZK 2,092","CZK 14,082",726829,Studio,8/16/2022,3,Prefab concrete,"CZK 14,082",35 m²,Fully furnished,Very good,Personal,G,,,170.44,480.14,565.54,2721.77,474.46,497.8,883.73,634.24,1832.46,7.59,"Ouholická, Prague - Čimice",50.14279472222,14.43251361111,,1.0,,,,,,,,,,,,
"CZK 12,000","CZK 3,000","CZK 20,000",697696,2+kk,1/3/2022,10,Prefab concrete,,43 m²,Partly,Very good,Personal,C,,,123.49,1093.35,507.3,1191.49,86.25,965.89,252.17,125.15,490.24,18.46,"Jakobiho, Prague - Petrovice",50.03225,14.55993,,1.0,,,1.0,,,,,,,,,
