Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,New building,Age,Heating,Total number of floors,PENB,Design,Renovation,Front garden,Developer name,Project name,Kód jednotky,Administration fee,Investment Advisor
717616,"CZK 51,225",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 17,075",Furnished,4,No,No,No,No,No,Yes,Yes,05. 06. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,,
717600,"CZK 29,520",50.0861053,14.4085409,"Na Kampě, Prague - Malá Strana",1 bedroom with open-plan kitchen,39 m²,"CZK 9,840",Furnished,3,No,No,No,No,No,No,No,01. 07. 2022,417,407,197,386,62,673,443,555,732,174,,,,,,,,,,,,,,,,,
717602,"CZK 37,500",50.0633339,14.4440155,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,56 m²,"CZK 12,500",Furnished,5,No,No,No,No,No,Yes,No,01. 07. 2022,243,541,100,272,177,315,457,820,635,594,,,,,,,,,,,,,,,,,
718309,"CZK 78,000",50.0895991,14.4216596,"V Kolkovně, Prague - Staré Město",3 bedroom,125 m²,"CZK 26,000",Furnished,6,Yes,No,No,No,No,Yes,No,11. 07. 2022,94,433,53,88,14,105,82,217,292,309,,,,,,,,,,,,,,,,,
719140,"CZK 15,000",50.04829,14.30282,"Svitákova, Prague - Stodůlky",Studio,35 m²,"CZK 3,000",Partially furnished,4,No,Yes,No,No,No,No,Yes,01. 06. 2022,378,322,169,334,"1,107","1,075",702,863,43,,New build,"CZK 18,000",Cooperative,Brick building,,,,,C,,,,,,,,
719139,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,92 m²,"CZK 13,000",Furnished,7,No,Yes,No,No,No,Yes,No,18. 07. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,,
719138,"CZK 37,500",50.0633237,14.4440058,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,60 m²,"CZK 12,500",Furnished,4,No,No,No,No,No,Yes,No,18. 07. 2022,242,542,99,271,176,314,456,822,634,593,,,,,,,,,,,,,,,,,
709032,"CZK 21,000",50.04829,14.30282,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,52 m²,"CZK 4,500",Partially furnished,5,No,Yes,No,No,Yes,No,Yes,01. 06. 2022,378,322,169,334,"1,107","1,075",702,863,43,,New build,"CZK 27,500",Personal,Brick building,,,,,B,,,,,,,,
626079,"CZK 18,000",50.036192,14.335173,"Petrbokova, Prague - Stodůlky",1 bedroom with open-plan kitchen,60 m²,"CZK 4,500",,2,Yes,No,No,No,No,Yes,Yes,01. 07. 2022,97,616,144,988,192,606,263,530,369,213,New build,"CZK 22,500",Personal,Brick building,,,,,C,,,,,,,,
717804,"CZK 33,000",50.05311,14.39944,"Tetínská, Prague - Radlice",2 bedroom with open-plan kitchen,71 m²,"CZK 4,000",Furnished,1,No,Yes,Yes,No,No,Yes,Yes,01. 08. 2022,250,"1,303",844,"1,220",833,"1,406",925,919,868,,New build,"CZK 33,000",Personal,Brick building,,,,,B,,,,,,,,
621773,"CZK 16,000",50.067549,14.554202,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,55 m²,"CZK 2,000",Unfurnished,1,Yes,No,No,No,No,Yes,Yes,26. 05. 2022,607,"1,302",445,364,624,"1,126","1,266",424,,,New build,"CZK 20,000",Cooperative,Brick building,Yes,,District heating,,G,Standard materials and solutions,,,,,,,
718506,"CZK 14,000",50.13845,14.42821,"Vánková, Prague - Čimice",1 bedroom with open-plan kitchen,58 m²,"CZK 5,000",Partially furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 06. 2022,217,647,534,330,630,642,594,"1,335",36,,New build,"CZK 20,000",Personal,Prefab concrete building,,,District heating,,B,Premium materials and solutions,,,,,,,
395613,"CZK 12,000",50.1071289,14.4458363,"U Městských domů, Prague - Holešovice",1 bedroom,46 m²,"CZK 1,000",Furnished,4,Yes,No,No,No,No,No,No,23. 05. 2022,165,615,255,628,292,307,346,971,421,273,,"CZK 13,000",Cooperative,Brick building,,,Other,,,,,,,,,,
719115,"CZK 19,500",50.0874493,14.4570175,"Lukášova, Prague - Žižkov",1 bedroom with open-plan kitchen,54 m²,"CZK 4,500",Partially furnished,3,No,No,Yes,No,No,Yes,Yes,18. 05. 2022,191,88,24,470,64,59,150,321,106,259,Excellent,"CZK 40,000",Personal,Other,,,,,G,,,,,,,,
527854,"CZK 24,000",50.0714479,14.449111,"Krymská, Prague - Vršovice",2 bedroom with open-plan kitchen,80 m²,"CZK 3,140",Unfurnished,5,Yes,No,No,No,No,No,No,01. 06. 2022,192,729,198,304,139,563,246,531,248,369,,"CZK 24,000",Personal,Brick building,,,Central heating,Middle floor,,Premium materials and solutions,Overall,,,,,,
117660,"CZK 11,000",50.0842169,14.4528814,"Seifertova, Prague - Žižkov",Studio,25 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,19. 05. 2022,98,219,37,186,20,26,181,327,415,348,,"CZK 11,000",Personal,Brick building,,1 to 10 years years,Other,Attic,,Standard materials and solutions,Overall,,,,,,
699544,"CZK 20,000",50.06794,14.40795,"Pivovarská, Prague - Smíchov",1 bedroom,50 m²,"CZK 3,000",Furnished,1,No,No,Yes,No,No,Yes,No,30. 05. 2022,93,561,287,532,144,457,910,"1,116",654,402,New build,"CZK 37,999",Personal,Brick building,,1 to 10 years years,Electric boiler,Middle floor,G,Premium materials and solutions,Overall,,,,,,
257946,"CZK 18,500",50.0723918,14.4059555,"Lidická, Prague - Smíchov",1 bedroom with open-plan kitchen,46 m²,"CZK 1,000",Furnished,3,No,No,No,No,Yes,No,No,25. 02. 2021,100,437,82,124,1,340,531,"1,038","1,232",691,Excellent,"CZK 18,500",Personal,Brick building,,1 to 10 years years,Other,Middle floor,C,Standard materials and solutions,Overall,,,,,,
719109,"CZK 21,300",50.08742,14.45748,"Roháčova, Prague - Žižkov",2 bedroom,57 m²,"CZK 3,700",Partially furnished,6,No,Yes,No,No,Yes,Yes,No,01. 06. 2022,198,95,70,462,125,66,156,328,167,266,Excellent,"CZK 25,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
718500,"CZK 16,500",50.064779,14.5525555,"Františka Jansy, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,55 m²,"CZK 3,500",Furnished,5,Yes,No,No,No,No,Yes,No,01. 06. 2022,150,845,468,387,639,"1,165",809,100,,,New build,"CZK 33,000",Cooperative,Brick building,,,,,A,,,,,,,,
719105,"CZK 13,500",50.09747,14.3651,"Kladenská, Prague - Vokovice",1 bedroom,38 m²,"CZK 3,500",Partially furnished,,No,No,Yes,No,No,No,No,01. 07. 2022,314,273,370,278,143,176,662,500,"1,011",75,Excellent,"CZK 15,000",Personal,Brick building,,,,,G,,,,,,,,
663157,"CZK 10,900",50.06411,14.28597,"Strojírenská, Prague - Zličín",Studio,26 m²,"CZK 2,736",Partially furnished,2,No,No,Yes,No,No,No,Yes,16. 05. 2022,182,208,"1,171","1,016",919,"1,381",594,,,,New build,"CZK 10,900",Personal,Brick building,,1 to 10 years years,Other,Middle floor,B,Premium materials and solutions,,,,,,,
719098,"CZK 19,500",50.0810281,14.4926073,"Počernická, Prague - Strašnice",2 bedroom,43 m²,"CZK 4,700",Furnished,2,Yes,No,No,Yes,No,No,No,01. 06. 2022,230,612,238,492,561,292,512,391,738,385,New build,"CZK 35,000",Personal,Brick building,,,,,G,,,,,,,,
719091,"CZK 59,100",50.0908563,14.4202783,"Dušní, Prague - Josefov",3 bedroom,105 m²,"CZK 19,700",Furnished,4,No,No,No,No,No,Yes,No,25. 06. 2022,120,466,224,270,88,288,156,399,230,467,,,,,,,,,,,,,,,,,
108759,"CZK 10,900",50.0483486747,14.5587515831,"Boloňská, Prague - Horní Měcholupy",Studio,33 m²,"CZK 3,500",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,385,"1,033",497,"1,111",184,"1,178",346,312,823,191,,"CZK 29,000",Personal,Brick building,,,,,C,,,,,,,,
719087,"CZK 22,990",50.03828527777,14.41014416666,"Na Mlejnku, Prague - Braník",2 bedroom,71 m²,"CZK 4,447",Furnished,4,No,No,No,Yes,No,Yes,No,,181,344,199,241,393,251,475,"1,250",245,,Excellent,"CZK 27,437",Personal,Brick building,,,,,D,,,,,,,"CZK 27,437

                                
                                
                
i",
200787,"CZK 11,000",50.0862496,14.3728458,"Nad Kajetánkou, Prague - Břevnov",1 bedroom with open-plan kitchen,42 m²,"CZK 2,000",Partially furnished,4,No,No,Yes,No,No,No,No,23. 05. 2022,91,786,420,610,183,313,414,323,618,437,Excellent,"CZK 10,000",Personal,Brick building,,,,Middle floor,C,,Exterior,,,,,,
684648,"CZK 13,000",50.10236,14.43543,"Veletržní, Prague - Holešovice",1 bedroom,33 m²,"CZK 2,000",Partially furnished,1,No,No,Yes,No,No,No,No,01. 07. 2022,280,785,49,297,55,328,316,495,994,,Good,"CZK 20,000",Cooperative,Brick building,,1 to 10 years years,Central heating,Raised ground floor,G,Standard materials and solutions,Interior,,,,,,
486251,"CZK 11,000",50.056076,14.497009,"Jabloňová, Prague - Záběhlice",1 bedroom,32 m²,"CZK 2,800",Partially furnished,2,Yes,No,No,No,No,No,No,,55,492,120,"1,017",287,0,191,543,277,360,,"CZK 12,000",Personal,Prefab concrete building,,,District heating,,G,,Bathroom unit,,,,,,
581839,"CZK 17,400",50.128615,14.483932,"Březenská, Prague - Libeň",1 bedroom with open-plan kitchen,62 m²,"CZK 3,550",Furnished,2,No,No,No,No,Yes,Yes,Yes,18. 05. 2022,163,"1,180",257,"1,235",458,249,195,728,919,192,New build,"CZK 55,000",Personal,Low-energy building,Yes,1 to 10 years years,District heating,Middle floor,B,Premium materials and solutions,,,,,,,
719073,"CZK 10,500",50.07012,14.45787,"Madridská, Prague - Vršovice",Studio,35 m²,"CZK 1,900",Furnished,5,Yes,No,No,No,No,Yes,No,19. 05. 2022,192,445,112,222,68,220,202,164,520,123,Excellent,"CZK 15,000",Personal,Brick building,,,,,G,,,,,,,,
715590,"CZK 43,775",50.09912,14.43261,Prague - Holešovice,3 bedroom with open-plan kitchen,113 m²,"CZK 5,500",Unfurnished,4,No,No,Yes,No,No,Yes,No,01. 06. 2022,54,722,20,64,99,38,187,"1,475",177,471,New build,"CZK 87,550",Personal,Brick building,Yes,,Central heating,Top floor,A,,Overall,,,,,,
696054,"CZK 18,000",50.06312,14.40452,"Radlická, Prague - Smíchov",Studio,42 m²,"CZK 3,500",Furnished,1,No,No,No,No,No,No,No,01. 01. 1970,25,450,75,856,15,203,647,619,790,542,Excellent,"CZK 18,000",Personal,Brick building,,,,,E,,,,,,,,
270998,"CZK 13,500",50.0921196,14.4735725,Prague - Žižkov,1 bedroom,48 m²,"CZK 4,580",Furnished,1,No,No,No,No,No,No,No,01. 07. 2022,180,"1,315",183,160,322,303,176,398,203,37,,"CZK 15,000",Personal,Brick building,,,,,,,,,,,,,
719064,"CZK 17,000",50.05787,14.44751,"Družstevní ochoz, Prague - Nusle",1 bedroom,35 m²,"CZK 2,500",,1,No,No,No,No,No,No,No,19. 05. 2022,369,870,98,381,243,958,596,418,842,137,,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,,
629549,"CZK 12,500",50.076491,14.49151,"Černokostelecká, Prague - Strašnice",1 bedroom with open-plan kitchen,52 m²,"CZK 4,460",Furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2021,111,103,86,189,62,297,293,528,900,288,Excellent,"CZK 17,000",Personal,Brick building,,,Other,Middle floor,D,Standard materials and solutions,Exterior,,,,,,
719067,"CZK 13,000",50.03331,14.51232,"Machkova, Prague - Chodov",Studio,31 m²,"CZK 3,000",Furnished,4,No,No,Yes,No,No,Yes,No,19. 05. 2022,200,594,171,"1,344",452,710,401,244,458,183,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,B,,,,,,,,
718218,"CZK 41,175",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",1 bedroom with open-plan kitchen,45 m²,"CZK 13,725",Furnished,2,No,No,No,No,No,Yes,No,29. 05. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,,
656973,"CZK 11,075",50.10809,14.43722,"Na Zátorách, Prague - Holešovice",Studio,15 m²,"CZK 3,675",Furnished,3,No,No,No,No,No,Yes,No,01. 07. 2022,203,"1,202",318,"1,023",78,445,306,355,606,,New build,"CZK 14,750",Other,Other,,1 to 10 years years,,,G,,,,,,,,
718468,"CZK 18,500",50.06941,14.43306,"U Zvonařky, Prague - Vinohrady",1 bedroom with open-plan kitchen,45 m²,"CZK 4,500",Furnished,1,No,No,No,No,No,No,No,01. 08. 2022,5,504,82,513,147,567,412,435,420,507,Excellent,"CZK 25,000",Personal,Brick building,,,,,D,,,,,,,,
719057,"CZK 20,000",50.08554,14.44835,"Blahníkova, Prague - Žižkov",2 bedroom,45 m²,"CZK 4,500",Furnished,2,No,No,Yes,No,No,Yes,No,06. 06. 2022,237,333,118,340,77,301,68,161,205,648,Excellent,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,,
719055,"CZK 16,000",50.0648,14.38848,"Peroutkova, Prague - Smíchov",2 bedroom,54 m²,"CZK 3,000",Unfurnished,2,No,No,No,No,No,No,No,01. 06. 2022,21,"1,190",36,976,98,"1,392","1,055",365,706,245,Excellent,"CZK 19,000",Personal,Brick building,,,,,G,,,,,,,,
673770,"CZK 14,900",50.1281,14.423,"Lešenská, Prague - Troja",3 bedroom,74 m²,"CZK 5,600",Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 08. 2021,428,502,258,572,328,444,584,865,950,205,Excellent,"CZK 20,500",Personal,Prefab concrete building,,,,,G,,,,,,,,
719049,"CZK 16,000",50.1366583,14.550355,"Jilemnická, Prague - Kbely",2 bedroom,64 m²,"CZK 3,600",Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 07. 2022,33,406,247,296,583,663,186,751,243,,Excellent,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,,
718774,"CZK 39,000",50.10506,14.45906,"Sanderova, Prague - Holešovice",2 bedroom with open-plan kitchen,150 m²,"CZK 7,000",Furnished,6,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 06. 2022,526,"1,137",655,737,465,613,"1,085","1,047",524,235,New build,"CZK 39,000",Personal,Brick building,,,,,A,,,,,,,,
706559,"CZK 22,000",50.0923343,14.4901038,"Koněvova, Prague - Žižkov",2 bedroom,76 m²,"CZK 3,900",,3,No,No,No,No,Yes,No,Yes,01. 06. 2022,154,132,233,218,33,110,265,268,459,218,Excellent,"CZK 44,000",Personal,Brick building,,,,Attic,C,,,,,,,,
718455,"CZK 12,000",50.10238,14.50301,"Freyova, Prague - Vysočany",1 bedroom with open-plan kitchen,37 m²,CZK 500,Partially furnished,1,No,No,No,No,No,No,No,20. 05. 2022,90,"1,051",2,560,175,573,129,816,"1,034",544,Excellent,"CZK 12,000",Personal,Brick building,,,Gas boiler,Ground floor,G,Standard materials and solutions,Overall,,,,,,
534737,"CZK 15,600",50.105589,14.538816,"Zelenečská, Prague - Hloubětín",1 bedroom with open-plan kitchen,54 m²,"CZK 2,350",Partially furnished,4,Yes,No,Yes,No,No,No,No,30. 06. 2022,43,36,47,54,235,109,495,417,295,266,Excellent,"CZK 35,900",Personal,Brick building,,1 to 10 years years,District heating,Top floor,C,Premium materials and solutions,Overall,,,,,,
719043,"CZK 17,280",50.0563948,14.3470542,"Pod Stolovou Horou, Prague - Jinonice",Studio,39 m²,"CZK 5,760",Furnished,3,Yes,No,No,No,No,Yes,No,02. 07. 2022,243,"1,060",532,755,541,497,572,643,108,,,,,,,,,,,,,,,,,,
615750,"CZK 15,000",50.039692,14.458488,"Budějovická, Prague - Krč",Studio,42 m²,"CZK 2,800",Furnished,1,No,Yes,Yes,No,Yes,No,No,01. 06. 2022,246,"1,206",383,929,252,529,888,"1,030","1,164",582,New build,"CZK 30,000",Personal,Brick building,,1 to 10 years years,District heating,Ground floor,C,Premium materials and solutions,Overall,17 m²,,,,,
719038,"CZK 35,000",50.10528,14.46857,"Smrčkova, Prague - Libeň",2 bedroom with open-plan kitchen,110 m²,"CZK 4,500",Partially furnished,,No,Yes,No,No,No,No,No,20. 06. 2022,422,907,445,459,113,460,579,904,640,276,New build,"CZK 60,000",Personal,Low-energy building,,,,,B,,,,,,,,
342318,"CZK 27,000",50.0533340759,14.367026986,"Bochovská, Prague - Jinonice",2 bedroom with open-plan kitchen,74 m²,"CZK 2,500",Partially furnished,4,No,Yes,Yes,No,Yes,Yes,Yes,21. 05. 2022,353,402,510,208,581,117,"1,004",659,93,,New build,"CZK 35,000",Personal,Brick building,Yes,,,,,Premium materials and solutions,,,,,,,
719032,"CZK 16,000",50.12741,14.50208,"Zlonická, Prague - Letňany",1 bedroom with open-plan kitchen,56 m²,"CZK 5,000",Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,171,787,107,816,621,752,305,464,"1,491",320,Excellent,"CZK 32,000",Personal,Brick building,,,,,G,,,,,,,,
715324,"CZK 14,500",50.10471,14.48725,"Drahobejlova, Prague - Libeň",Small studio,37 m²,"CZK 3,500",Furnished,5,Yes,No,Yes,No,No,Yes,Yes,15. 05. 2022,210,150,189,176,93,336,406,635,250,105,Excellent,"CZK 18,000",Personal,Brick building,,10 to 30 years years,District heating,Middle floor,G,Standard materials and solutions,,,,,,,
514861,"CZK 13,000",50.0464607,14.3156835,"Klukovická, Prague - Stodůlky",Studio,36 m²,"CZK 3,000",Furnished,7,No,No,No,No,No,Yes,No,01. 06. 2022,99,599,488,564,535,43,656,199,652,255,Excellent,"CZK 13,000",Personal,Prefab concrete building,,,District heating,,C,Standard materials and solutions,,,,,,,
719029,"CZK 24,127",50.1308,14.41263,"Zelenohorská, Prague - Bohnice",3 bedroom,68 m²,"CZK 3,292",Partially furnished,1,No,No,No,No,No,No,No,18. 05. 2022,125,741,276,671,224,738,540,524,233,,Excellent,"CZK 25,000",Personal,Brick building,,,,,B,,,,,,,,
719027,"CZK 19,000",50.05305,14.51006,"Práčská, Prague - Záběhlice",2 bedroom with open-plan kitchen,82 m²,"CZK 2,100",Partially furnished,4,Yes,No,No,No,Yes,Yes,Yes,01. 06. 2022,86,866,762,814,500,862,899,734,840,392,New build,"CZK 38,000",Personal,Other,,,,,G,,,,,,,,
719028,"CZK 11,500",50.10063,14.43441,"Heřmanova, Prague - Holešovice",Small studio,22 m²,"CZK 1,500",Unfurnished,3,No,No,No,No,No,Yes,No,19. 05. 2022,141,912,130,101,112,259,168,414,750,,Good,"CZK 13,000",Personal,Brick building,,,,,G,,,,,,,,
513486,"CZK 21,000",50.0734259,14.4356742,"Belgická, Prague - Vinohrady",1 bedroom with open-plan kitchen,52 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,No,No,10. 06. 2022,236,93,127,267,62,114,25,209,823,867,,"CZK 26,000",Cooperative,Brick building,,,,,,,,,,,,,
718431,"CZK 13,000",50.02167,14.48816,"Jana Růžičky, Prague - Kunratice",1 bedroom with open-plan kitchen,45 m²,"CZK 2,200",Unfurnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,161,890,46,983,329,122,201,131,574,186,Excellent,"CZK 15,000",Personal,Prefab concrete building,,,District heating,Middle floor,G,,Interior,,,,,,
503608,"CZK 18,000",50.03414,14.51408,"Markušova, Prague - Chodov",2 bedroom with open-plan kitchen,67 m²,"CZK 4,000",Partially furnished,6,No,No,Yes,Yes,No,Yes,No,01. 06. 2022,230,638,202,"1,325",394,619,294,27,206,156,Excellent,"CZK 36,000",Personal,Prefab concrete building,,10 to 30 years years,District heating,Middle floor,C,Standard materials and solutions,Overall,,,,,,
718429,"CZK 16,500",50.05152,14.46019,"Vnější, Prague - Michle",1 bedroom,53 m²,"CZK 4,000",Partially furnished,2,No,No,No,No,No,No,No,20. 05. 2022,275,944,371,956,245,835,564,658,865,455,Excellent,"CZK 16,500",Personal,Brick building,,,,,C,,,,,,,,
719023,"CZK 19,361",50.08065,14.431,"Washingtonova, Prague - Nové Město",Studio,26 m²,"CZK 3,200",Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,124,331,157,252,102,6,301,804,219,527,Excellent,"CZK 38,722",Personal,Brick building,,,,,G,,,,,,,,
538097,"CZK 15,000",50.1232977,14.495655,"Jablonecká, Prague - Prosek",2 bedroom,57 m²,"CZK 5,000",Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,206,209,141,148,117,312,576,356,907,101,,"CZK 30,000",Personal,Brick building,,,,,,,,,,,,,
604113,"CZK 17,900",50.074919,14.486613,"Za Strašnickou Vozovnou, Prague - Strašnice",2 bedroom,60 m²,"CZK 5,000",Furnished,1,No,No,No,No,No,No,No,01. 07. 2022,272,513,58,375,264,417,381,643,762,274,New build,"CZK 20,000",Personal,Brick building,,1 to 10 years years,Electric boiler,Ground floor,F,Standard materials and solutions,Interior,,,,,,
719016,"CZK 18,081",50.1030733,14.4335679,"Šimáčkova, Prague - Holešovice",Studio,30 m²,"CZK 6,027",Furnished,3,Yes,No,No,No,No,Yes,No,01. 07. 2022,139,794,157,306,80,123,368,481,882,,,,,,,,,,,,,,,,,,
510207,"CZK 18,000",50.0889731,14.3043643,"U Valu, Prague - Ruzyně",1 bedroom with open-plan kitchen,45 m²,"CZK 2,000",Partially furnished,5,No,No,No,No,No,Yes,No,,225,486,448,435,345,492,357,"1,259",46,,Excellent,"CZK 20,000",Personal,Prefab concrete building,,1 to 10 years years,Central heating,Middle floor,C,Premium materials and solutions,Overall,,,,,,
443504,"CZK 18,000",50.060275596721,14.288100429608,"Mladých, Prague - Zličín",3 bedroom,70 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,No,No,18. 05. 2022,249,431,949,940,317,"1,051",250,650,194,,,,Personal,Brick building,,,,,,,,50 m²,,,,,
710940,"CZK 31,500",50.0959448,14.453085513058,"Rohanské nábřeží, Prague - Karlín",2 bedroom with open-plan kitchen,80 m²,"CZK 6,000",Furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,327,632,307,307,206,444,677,553,540,,New build,"CZK 20,000",Personal,Prefab concrete building,,1 to 10 years years,District heating,,G,,,,,,,,
713662,"CZK 15,000",50.10898,14.44592,"Vrbenského, Prague - Holešovice",1 bedroom,38 m²,"CZK 5,000",Furnished,6,No,No,No,No,No,Yes,No,01. 05. 2022,155,688,102,642,119,330,220,"1,047",563,175,Excellent,"CZK 15,000",Personal,Brick building,,,,,D,,,,,,,,
582979,"CZK 9,300",50.074049,14.442255,"Budečská, Prague - Vinohrady",Small studio,20 m²,CZK 750,Partially furnished,5,No,No,No,No,No,Yes,No,23. 05. 2022,207,87,107,499,52,431,169,398,541,504,Excellent,"CZK 14,000",Personal,Brick building,,,Other,Top floor,E,,,,,,,,
711176,"CZK 12,000",50.06164,14.44968,"Kloboučnická, Prague - Nusle",1 bedroom,42 m²,"CZK 5,700",Furnished,5,No,Yes,No,No,No,Yes,No,18. 05. 2022,157,987,250,451,154,626,478,416,895,432,Excellent,"CZK 12,000",Personal,Brick building,,over 50 years years,Other,Top floor,G,Standard materials and solutions,Interior,,,,,,
719010,"CZK 21,000",50.0866,14.45416,"Roháčova, Prague - Žižkov",2 bedroom,56 m²,"CZK 3,500",Furnished,3,No,No,No,No,Yes,No,No,18. 05. 2022,117,181,77,521,57,243,258,282,240,423,Excellent,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,,
718969,"CZK 17,000",50.0980235,14.3963028,"Wuchterlova, Prague - Dejvice",1 bedroom with open-plan kitchen,45 m²,"CZK 1,500",Unfurnished,1,No,No,No,No,No,No,No,01. 06. 2022,88,120,144,223,46,227,663,448,440,84,Excellent,"CZK 18,500",Personal,Brick building,,over 50 years years,Gas boiler,Raised ground floor,G,Standard materials and solutions,Interior,,,,,,
693654,"CZK 13,500",50.091709,14.4723945,"Nad Ohradou, Prague - Žižkov",1 bedroom with open-plan kitchen,55 m²,"CZK 1,500",Partially furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,262,"1,217",210,245,165,223,261,483,288,121,Excellent,"CZK 15,000",Personal,Brick building,,,,,C,,,,,,,,
370737,"CZK 16,000",50.0308374,14.3684248,"Trnkovo náměstí, Prague - Hlubočepy",1 bedroom with open-plan kitchen,55 m²,"CZK 5,800",Furnished,7,No,Yes,No,No,No,Yes,Yes,15. 07. 2022,120,834,76,815,127,853,287,296,628,66,,"CZK 20,000",Personal,Brick building,,,Central heating,Top floor,,,,,,,,,
716510,"CZK 24,000",50.10982,14.38248,"Neherovská, Prague - Dejvice",1 bedroom with open-plan kitchen,61 m²,"CZK 4,000",Furnished,1,No,No,No,No,Yes,No,No,10. 06. 2022,323,432,"1,305",445,739,394,452,838,701,,Excellent,"CZK 28,000",Personal,Brick building,,,Central heating,Raised ground floor,G,,,12 m²,,,,,
565625,"CZK 17,900",50.1078897,14.4749561,"Andrštova, Prague - Libeň",1 bedroom with open-plan kitchen,44 m²,CZK 700,Partially furnished,2,No,No,No,No,Yes,Yes,No,17. 06. 2022,351,720,197,394,208,401,333,543,420,276,,"CZK 35,800",Personal,Brick building,,,Gas boiler,Middle floor,B,Premium materials and solutions,Overall,,,,,,
577002,"CZK 16,000",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,141,"1,030","1,164",484,672,"1,054",233,748,,,,"CZK 48,000",Personal,Brick building,,,,,C,,,,,,,,
