Price,Fees,Refundable security deposit,Listing ID,Layout,Condition,Ownership,EPC,Floor space,Avaliable from,Floor,Building type,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Reconstruction,Fully furnished,Heating,Designe,Cellar,Balcony,Terrace,Enclosed balcony,Age,New-build,Parking,Garage,Domácí mazlíčci vítáni,Administrative fee,Plot type
"CZK 16,000","CZK 2,500","CZK 16,000",661437,Studio,New-build,Personal,C,42 m²,5/2/2021,1,Brick,1.0,205.82,1571.02,95.85,1610.99,162.36,151.43,739.32,259.73,1200.79,118.49,"Bratislavská, Prague - Hostivař",50.04417,14.51701,Complete,Fully furnished,Central,Standard,1.0,,1.0,,Up to 10 years,1.0,,,,,
"CZK 13,500","CZK 4,500","CZK 18,000",728729,Studio,Very good,,B,36 m²,8/5/2022,1,Prefab concrete,1.0,46.76,403.17,74.77,577.35,292.24,375.5,244.41,373.34,478.56,229.07,Prague - Žižkov,50.08685,14.46044,,Fully furnished,,,,,,1.0,,,,,,,
"CZK 17,990","CZK 4,100","CZK 22,090",728727,2+kk,Very good,Personal,C,83 m²,8/21/2022,2,Brick,1.0,250.06,693.17,691.8,1211.8,224.6,494.43,319.29,416.06,396.06,249.26,"Slévačská, Prague - Hloubětín",50.10432916666,14.5516875,,Partly,,,,1.0,,,,,,,,"CZK 22,090",
"CZK 15,000","CZK 4,000","CZK 20,000",728673,2+kk,Good,,D,49 m²,8/4/2022,1,Brick,,150.49,1046.7,79.93,248.94,178.51,293.03,143.94,630.82,507.58,740.54,Prague - Holešovice,50.09981,14.43615,,Fully furnished,,,1.0,,,,,,,,,,
"CZK 10,000","CZK 3,000","CZK 15,000",582018,Small studio,New-build,Personal,B,24 m²,9/1/2022,1,Brick,1.0,148.38,1404.38,485.13,1153.32,418.99,1225.6,607.95,601.43,789.15,312.48,"Novovysočanská, Prague - Vysočany",50.098943,14.482781,,Partly,,Standard,,,,,Up to 10 years,1.0,,,,,
"CZK 10,000","CZK 4,000","CZK 14,000",728693,Small studio,Good,,F,52 m²,8/5/2022,3,Brick,1.0,212.43,580.3,119.29,271.06,3.98,312.44,103.71,314.89,364.72,599.05,Prague - Nové Město,50.07965,14.41828,,Fully furnished,,,1.0,,,,,,,,,,
"CZK 17,000","CZK 4,000","CZK 34,000",728675,2+kk,Very good,,G,45 m²,8/20/2022,2,Brick,,166.84,1124.88,512.9,1099.78,373.82,767.17,782.91,396.73,426.88,374.47,Prague - Řepy,50.07174,14.31355,Complete,Partly,,,,,1.0,,,,1.0,,,,
"CZK 30,000","CZK 5,000","CZK 20,000",728655,3+kk,Very good,Personal,G,85 m²,8/30/2022,2,Brick,,213.99,1562.6,507.01,1385.35,13.45,863.58,896.86,1375.06,1021.47,842.53,Prague - Krč,50.03274,14.44783,Complete,Unfurnished,,,,,,,,,1.0,1.0,,,
"CZK 17,000",CZK 0,"CZK 30,000",402921,3+kk,Very good,Personal,,54 m²,10/1/2022,3,Brick,1.0,247.36,515.78,221.66,299.32,254.93,257.21,279.28,240.38,577.58,319.4,"Křišťanova, Prague - Žižkov",50.0809713,14.4567301,Exterior,Fully furnished,,Standard,1.0,,,,Over 50 years,,,,,,
"CZK 28,500","CZK 3,000","CZK 31,500",716384,3+kk,Very good,Personal,G,77 m²,8/15/2022,7,Brick,1.0,333.31,299.19,45.56,214.52,54.5,38.78,271.42,790.21,190.1,583.95,"Opletalova, Prague - Nové Město",50.08123,14.42982,Interior,Partly,Distance,Luxurious,,1.0,,1.0,Up to 10 years,,1.0,,,,
"CZK 18,000",CZK 580,"CZK 18,580",728506,2+kk,Very good,,E,45 m²,8/8/2022,2,Brick,,121.02,777.48,120.99,49.0,67.18,267.64,598.88,628.11,573.57,170.69,Prague - Žižkov,50.08972,14.46562,,Unfurnished,,,,,,,,,,,,,
"CZK 31,000","CZK 6,000","CZK 60,000",159773,4+1,,Personal,G,120 m²,9/30/2022,1,Brick,,343.59,452.96,144.59,594.06,166.88,612.7,362.29,151.94,429.89,288.66,"Dvouletky, Prague - Strašnice",50.0757972,14.4972715,,Partly,,,,,1.0,,,,,,,,
"CZK 16,000","CZK 5,000","CZK 16,000",723622,2+kk,Very good,Personal,B,58 m²,6/25/2022,4,Brick,,114.32,581.53,119.07,594.22,82.72,221.25,275.26,934.18,327.75,203.11,Prague - Holešovice,50.10803,14.44562,,Partly,,,1.0,,,,,,,,,,
"CZK 15,500","CZK 4,700","CZK 20,000",725322,2+kk,Very good,,G,43 m²,7/10/2022,2,Prefab concrete,1.0,372.24,595.96,363.77,889.08,667.91,825.75,526.91,608.99,598.11,44.36,Prague - Horní Měcholupy,50.04313,14.55293,,Fully furnished,,,,,,,,,1.0,,,,
"CZK 28,500","CZK 1,520","CZK 85,000",724154,2 bedroom,Very good,,G,85 m²,6/29/2022,5,Brick,,199.84,767.47,137.73,530.27,184.47,573.51,355.34,582.91,358.08,301.7,Prague - Bubeneč,50.10102,14.40399,Complete,Unfurnished,,Luxurious,,,,,,,,,,,
"CZK 30,900","CZK 5,300",CZK 2,671624,2+kk,New-build,Personal,C,58 m²,9/15/2022,1,Brick,1.0,303.24,443.11,283.69,248.55,12.57,419.69,838.92,847.64,448.16,187.42,"Za Karlínským přístavem, Prague - Karlín",50.09595,14.44973,Complete,Fully furnished,Distance,Luxurious,1.0,,1.0,,Up to 10 years,1.0,1.0,1.0,,,
"CZK 36,000","CZK 2,500","CZK 36,000",728599,5+kk,Very good,,G,128 m²,9/1/2022,4,Brick,1.0,133.05,507.09,327.51,284.65,298.02,505.65,154.19,398.3,448.92,430.94,Prague - Vršovice,50.07004,14.46424,,Partly,,,,1.0,,,,,,,,,
"CZK 35,900","CZK 6,000","CZK 70,000",678797,3+1,Good,Personal,G,125 m²,10/1/2022,1,Brick,,255.12,543.77,284.2,875.47,414.06,626.79,238.52,210.13,363.1,153.05,Prague - Smíchov,50.06458,14.40079,,Unfurnished,Gas boiler,,1.0,,,1.0,,,,,,,
"CZK 13,500","CZK 2,500","CZK 20,000",728526,2+kk,Very good,Personal,G,45 m²,9/3/2022,5,Prefab concrete,1.0,243.43,744.74,214.66,718.05,479.66,428.76,244.3,293.66,1079.08,172.13,Prague - Střížkov,50.12809,14.49535,Bathroom unit,Partly,,Standard,,1.0,,,,,,,,,
"CZK 12,700","CZK 3,000","CZK 12,700",728552,Studio,New-build,,A,30 m²,8/3/2022,8,Low-energy,1.0,334.08,987.47,655.32,611.39,665.74,666.9,338.63,743.64,662.26,207.4,Prague - Stodůlky,50.04112,14.31989,,Partly,,,,1.0,,,,1.0,,1.0,,,
"CZK 29,500","CZK 4,000","CZK 40,000",728268,3+kk,Very good,Personal,G,67 m²,9/1/2022,3,Brick,,216.74,697.52,163.81,257.36,169.1,273.67,247.77,532.32,346.64,239.01,Prague - Libeň,50.10707,14.47394,Complete,Partly,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 34,000",216916,2+kk,,Personal,,60 m²,6/8/2022,4,Brick,,129.36,182.73,97.31,513.71,106.32,248.34,330.17,280.14,235.25,359.7,"Roháčova, Prague - Žižkov",50.0868140356,14.4540507614,Complete,Partly,Distance,Standard,,,,,Up to 10 years,,,,,,
"CZK 17,500","CZK 4,500","CZK 20,000",700407,Studio,New-build,Personal,B,50 m²,8/4/2022,2,Prefab concrete,1.0,130.64,1101.17,255.39,417.11,434.12,556.95,377.03,268.5,254.19,419.35,"Tupolevova, Prague - Letňany",50.13335,14.50671,,Partly,Central,,,,,1.0,,,,,,,
"CZK 17,000","CZK 3,500","CZK 20,000",716430,2+kk,Very good,Personal,G,41 m²,5/1/2022,3,Brick,1.0,29.12,388.4,90.25,502.6,93.65,641.29,105.84,195.6,244.57,263.39,"Újezd, Prague - Malá Strana",50.08393,14.40454,,Fully furnished,,,1.0,1.0,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 30,000",720067,3+1,Very good,,D,56 m²,5/27/2022,4,Prefab concrete,1.0,246.83,253.06,273.22,206.44,237.55,393.71,281.6,235.95,1155.33,211.63,Prague - Střížkov,50.12468,14.49726,,Unfurnished,,,,,,1.0,,,,,,,
"CZK 12,000","CZK 4,000","CZK 16,000",715593,Studio,Good,Personal,B,30 m²,8/15/2022,1,Brick,,39.66,1326.36,101.57,711.75,89.68,144.3,549.24,189.5,304.72,436.54,"Podbabská, Prague - Bubeneč",50.1112016,14.394351,,Partly,,,,,,,,,,,,,
"CZK 11,800","CZK 1,000","CZK 20,000",605739,2+kk,Very good,Personal,G,41 m²,9/1/2022,4,Brick,1.0,53.66,339.85,210.64,415.18,40.22,477.41,448.59,372.32,262.85,380.93,"Novákových, Prague - Libeň",50.10469,14.479042,,,Gas boiler,,,,,,,,,,,,
"CZK 17,900","CZK 2,100","CZK 25,000",727867,2+kk,Very good,,C,59 m²,8/8/2022,2,Brick,1.0,358.9,514.57,460.88,555.19,238.38,399.7,631.95,1005.25,940.95,359.05,Prague - Podolí,50.06121,14.41729,,Partly,,,,1.0,,,,,,,,,
"CZK 11,500",CZK 600,"CZK 11,500",569348,Studio,,Personal,,25 m²,9/1/2022,5,Brick,,172.71,932.23,143.93,381.62,49,314.45,235.06,275.0,282.85,68.91,"Na Výtoni, Prague - Nové Město",50.0684511,14.4165468,,Partly,Electric boiler,,,,,,,,,,,,
"CZK 9,000","CZK 4,000","CZK 5,000",728476,2+kk,Good,,B,50 m²,8/8/2022,,Brick,,328.59,570.45,312.66,337.01,199.08,383.29,282.3,246.56,286.33,168.45,Prague - Žižkov,50.09046,14.48527,,Fully furnished,,,,,,,,,,,,,
"CZK 15,900","CZK 5,000","CZK 32,000",720255,2+kk,New-build,,A,35 m²,7/1/2022,1,Brick,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,Partly,,,,,,,,1.0,1.0,,,,
"CZK 14,900","CZK 5,000","CZK 30,000",720261,2+kk,New-build,,A,45 m²,7/1/2022,1,Brick,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,Partly,,,,,1.0,,,1.0,1.0,,,,
"CZK 14,900","CZK 5,000","CZK 30,000",720267,Studio,New-build,,A,35 m²,7/1/2022,2,Brick,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,Partly,,,,,,,,1.0,1.0,,,,
"CZK 16,000","CZK 5,000","CZK 32,000",720270,Studio,New-build,,A,42 m²,7/1/2022,1,Brick,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,Partly,,,,,,,,1.0,1.0,,,,
CZK 1,"CZK 6,220","CZK 22,000",31263,3+1,Wrong,Personal,,70 m²,4/27/2022,,Brick,,207.23,1289.45,437.79,977.09,150.15,621.81,704.39,1017.59,346.87,40.94,Prague - Libeň,50.1115724,14.4775255,Interior,Unfurnished,Electric boiler,Standard,,,,,,,,,,,
"CZK 16,000",CZK 1,"CZK 22,000",425185,2+kk,,Personal,C,56 m²,8/15/2022,1,Brick,,85.3,212.78,59.97,163.18,127.61,304.28,276.4,561.91,304.53,301.03,"Za Poštou, Prague - Strašnice",50.0761964,14.4905813,,Fully furnished,Other,Luxurious,1.0,,,,Up to 10 years,,,,,,
"CZK 18,999","CZK 2,500","CZK 40,000",722445,2+kk,New-build,,D,37 m²,6/15/2022,8,Prefab concrete,1.0,144.7,754.34,662.45,1990.84,216.86,1268.73,1076.56,1172.95,1192.68,596.3,Prague - Lhotka,50.01389,14.45457,,Partly,,,1.0,1.0,,,,1.0,1.0,1.0,,,
"CZK 12,500","CZK 4,218","CZK 30,000",718018,1 bedroom,Very good,Personal,G,33 m²,8/8/2022,7,Prefab concrete,1.0,423.81,755.26,194.1,693.63,478.72,403.77,283.04,282.2,444.28,215.1,"Bílinská, Prague - Prosek",50.12242,14.48951,Complete,Fully furnished,Distance,,,,,1.0,,,,,,,
"CZK 7,750",CZK 400,"CZK 8,500",728382,2 bedroom,Very good,,G,54 m²,8/2/2022,2,Brick,,163.29,1081.24,149.84,901.94,527.74,897.52,428.52,341.51,841.71,279.76,Prague - Strašnice,50.07283,14.50253,,Fully furnished,,,1.0,,,,,,,,,,
"CZK 16,500","CZK 3,128","CZK 16,500",700392,2+kk,Very good,Personal,D,56 m²,9/1/2022,2,Brick,1.0,62.62,253.7,135.1,529.09,224.12,252.89,238.04,386.76,553.04,86.32,"Argentinská, Prague - Holešovice",50.1026,14.44354,Exterior,Partly,Gas boiler,Standard,1.0,1.0,,,30 - 50 years,,1.0,,,,
"CZK 33,000","CZK 7,500","CZK 60,000",728366,4+kk,New-build,Personal,A,100 m²,8/2/2022,5,Brick,1.0,421.9,2097.98,1716.62,2092.15,405.03,1960.46,1218.24,2135.85,369.14,1104.99,Prague - Hodkovičky,50.021,14.40262,Complete,Partly,,Luxurious,1.0,1.0,1.0,,Up to 10 years,1.0,1.0,1.0,,,
"CZK 17,500","CZK 6,000","CZK 17,500",623874,Studio,Very good,Personal,G,31 m²,8/7/2022,4,Brick,1.0,197.99,537.56,57.31,432.96,95.25,444.91,48.06,73.84,559.92,380.67,"Vojtěšská, Prague - Nové Město",50.078812,14.415442,Interior,Fully furnished,Central,Luxurious,,,,,Up to 10 years,,,,,,
"CZK 13,000","CZK 4,000","CZK 10,000",727051,1 bedroom,Very good,,C,35 m²,7/23/2022,11,Prefab concrete,1.0,261.71,261.35,260.03,231.91,178.73,239.75,261.25,523.59,495.34,44.4,Prague - Stodůlky,50.04329,14.33048,,Partly,,,,,,1.0,,,,,,,
"CZK 21,000","CZK 4,080","CZK 21,000",662744,2+kk,New-build,Personal,B,51 m²,7/5/2021,2,Brick,1.0,82.87,1822.9,985.57,1581.76,330.6,1229.41,677.22,1290.56,1196.84,599.35,Prague - Modřany,50.0129566,14.4013437,,Partly,,Standard,1.0,1.0,,,Up to 10 years,,1.0,,,,
"CZK 19,900","CZK 4,000","CZK 23,900",725384,2+kk,New-build,,A,52 m²,8/1/2022,2,Brick,1.0,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,,Partly,,Luxurious,,1.0,,,,1.0,,,,,
"CZK 32,900","CZK 2,500","CZK 35,000",612150,2 bedroom,Very good,Personal,B,58 m²,9/1/2022,2,Brick,,378.93,565.45,5.93,190.59,38.11,242.82,66.62,706.47,344.49,423.48,"Havelská, Prague - Staré Město",50.084553,14.42046,Interior,Fully furnished,Gas boiler,Standard,1.0,,,,Up to 10 years,,1.0,,,,
"CZK 22,000","CZK 6,900","CZK 40,000",728299,3+kk,Very good,,B,74 m²,11/1/2022,2,Brick,1.0,150.15,781.8,202.98,3436.45,210.59,1404.28,827.13,265.56,1966.15,57.54,Prague - Čakovice,50.15736,14.51935,,Partly,Central,,,1.0,,1.0,,,,,,,
"CZK 21,500","CZK 2,500","CZK 43,000",728297,2+kk,Very good,,G,58 m²,9/1/2022,2,Brick,1.0,180.7,972.84,122.71,351.25,23.7,396.36,682.88,702.43,520.3,193.82,Prague - Nusle,50.06576,14.42648,,Partly,,,1.0,,,,,,,,,,
"CZK 15,900","CZK 5,200","CZK 15,900",727047,2+kk,Very good,Personal,,44 m²,8/8/2022,3,Prefab concrete,1.0,106.67,504.81,361.61,427.87,304.98,78.1,85.64,249.91,970.4,223.13,Prague - Řepy,50.06775,14.30736,Complete,Partly,Central,,1.0,,,,,,1.0,,,,
"CZK 13,840","CZK 7,060","CZK 16,000",566496,Studio,Very good,Personal,G,39 m²,9/1/2022,6,Brick,1.0,214.48,591.04,125.94,300.31,92.61,308.06,452.56,411.67,136.06,387.22,"Tusarova, Prague - Holešovice",50.1020263,14.4536291,Complete,Fully furnished,Gas boiler,Standard,,1.0,1.0,,Up to 10 years,,,,,,
"CZK 14,700","CZK 2,000","CZK 20,000",612664,Studio,New-build,Personal,,28 m²,9/1/2022,1,Brick,,105.68,492.14,119.72,467.93,54.21,579.11,563.62,317.76,193.32,249.72,"K Louži, Prague - Vršovice",50.066145,14.459904,Interior,Fully furnished,,,1.0,,,,,,,,,,
"CZK 10,000","CZK 2,500","CZK 10,000",475975,Studio,,Personal,C,27 m²,8/2/2022,5,Prefab concrete,,468.1,595.74,168.46,478.99,466.36,508.07,138.91,809.88,493.24,186.43,"Pejevové, Prague - Modřany",50.008473,14.4211704,,Partly,Central,,,,,,,,,,,,
"CZK 19,500","CZK 3,900","CZK 30,000",728241,2 bedroom,Very good,,G,51 m²,9/26/2022,4,Brick,1.0,354.87,362.34,122.29,545.04,112.88,269.07,259.5,408.23,700.16,228.94,Prague - Holešovice,50.10086,14.44546,,Fully furnished,,,1.0,,,,,,,,,,
"CZK 21,000","CZK 5,500","CZK 26,500",386956,3+kk,Very good,Personal,,85 m²,9/19/2022,5,Brick,1.0,280.58,594.53,280.71,334.69,330.61,408.9,573.31,547.03,561.08,221.57,"Na Palouku, Prague - Strašnice",50.0789836,14.4876272,,Fully furnished,Distance,,,1.0,,,,,,,,,
"CZK 12,000","CZK 5,000",CZK 0,728213,Small studio,Good,,B,60 m²,8/1/2022,3,Brick,,124.98,843.94,513.13,2419.2,604.62,2252.36,558.34,744.43,1382.25,315.89,Prague - Satalice,50.12367,14.5791,,Partly,,,,1.0,,,,,,,,,
"CZK 6,500","CZK 2,800","CZK 4,000",728209,Small studio,Good,,B,18 m²,9/1/2022,2,Brick,,124.98,843.94,513.13,2419.2,604.62,2252.36,558.34,744.43,1382.25,315.89,Prague - Satalice,50.12367,14.5791,,Fully furnished,,,,1.0,,,,,,,,,
"CZK 20,000","CZK 3,500","CZK 40,000",728045,2+kk,New-build,,B,48 m²,9/1/2022,1,Low-energy,1.0,252.84,370.4,310.08,329.52,231.78,423.93,1014.0,160.84,1692.92,53.21,Prague - Jinonice,50.05746,14.37166,,Fully furnished,Central,Standard,,1.0,,,Up to 10 years,1.0,1.0,,,,
"CZK 10,500","CZK 3,530","CZK 21,000",728182,Small studio,Very good,,G,23 m²,8/1/2022,1,Brick,1.0,129.48,219.24,58.13,81.03,124.9,127.83,516.85,587.63,343.28,546.73,Prague - Holešovice,50.09918,14.42459,Complete,Unfurnished,Other,,1.0,,,,Over 50 years,,,,,,
"CZK 19,100",CZK 850,"CZK 38,200",566448,3+1,Good,Personal,,85 m²,8/15/2022,3,Brick,,51.73,331.17,161.11,354.19,85.77,364.91,121.15,155.18,633.79,687.66,"Korunní, Prague - Vinohrady",50.0755043,14.439581,Complete,Unfurnished,Electric boiler,Standard,,,,,10 to 30 years,,,,,,
"CZK 11,000","CZK 1,100","CZK 22,000",669522,Studio,Very good,Personal,G,26 m²,8/15/2022,1,Brick,1.0,147.24,321.16,153.69,468.43,122.98,206.48,428.31,60.59,412.34,299.69,"Slezská, Prague - Vinohrady",50.07616,14.44465,Complete,Unfurnished,Electric boiler,Standard,1.0,,,,Up to 10 years,,1.0,,,,
"CZK 21,000","CZK 3,500","CZK 24,500",670573,4+1,Good,Personal,G,76 m²,8/1/2022,1,Prefab concrete,,347.67,603.74,546.27,738.32,320.63,608.08,774.63,453.42,466.05,307.56,"Květinková, Prague - Žižkov",50.08943,14.49284,,Fully furnished,,,,,,,,,,,,,
"CZK 13,000","CZK 3,500","CZK 13,000",64768,2 bedroom,Good,Personal,G,60 m²,8/1/2022,2,Brick,,229.48,2137.36,2210.54,3097.82,2253.09,2971.26,2346.56,2842.05,625.72,485.93,"Na Písku, Prague - Lochkov",50.0051454,14.3531764,Complete,Partly,,Standard,1.0,,,,,,1.0,,,,
"CZK 12,000","CZK 2,800","CZK 30,000",727568,1 bedroom,Very good,,G,33 m²,10/1/2022,1,Brick,,227.47,1141.23,474.24,1264.41,200.28,322.42,459.85,430.37,518.28,374.12,Prague - Modřany,50.0013,14.40581,,Fully furnished,,,,1.0,,,,,1.0,,,,
"CZK 30,000","CZK 5,000","CZK 30,000",317585,5+1,,Personal,,170 m²,8/1/2022,3,Brick,,248.24,600.44,186.57,282.16,15.08,474.89,628.01,433.25,418.71,799.03,"Na Bělidle, Prague - Smíchov",50.0716447,14.4047214,,Unfurnished,,,,1.0,,,,,,,,,
"CZK 28,000","CZK 5,100","CZK 56,000",531338,2+kk,New-build,Personal,B,58 m²,9/1/2022,7,Other,1.0,526.52,1305.66,502.06,706.42,450.77,916.53,1085.0,1044.12,523.95,204.39,"Sanderova, Prague - Holešovice",50.10506,14.45906,,Fully furnished,Central,,1.0,1.0,,,,1.0,1.0,,,,
"CZK 15,000","CZK 3,850","CZK 37,700",728144,2+kk,Very good,,G,72 m²,9/1/2022,2,Brick,,87.28,290.55,1685.95,2037.85,98.95,501.86,234.32,342.69,527.19,146.3,Prague - Řeporyje,50.03167,14.31035,,Unfurnished,,,,,,,,,1.0,,,,
"CZK 19,500","CZK 3,500","CZK 25,000",535268,2 bedroom,Very good,Personal,,62 m²,9/1/2022,3,Brick,,241.55,1029.04,247.04,309.6,207.67,443.95,219.78,131.51,275.39,368.18,"Koněvova, Prague - Žižkov",50.0922383,14.4786372,Interior,Fully furnished,Central,,,1.0,,,,,,,,,
"CZK 11,200","CZK 2,600","CZK 22,400",456259,Studio,,Personal,C,33 m²,8/1/2022,3,Brick,,272.2,566.02,238.62,310.05,289.24,241.17,381.01,500.37,872.77,245.02,"Obětí 6. května, Prague - Krč",50.0456133,14.4454289,Interior,Fully furnished,Electric boiler,,1.0,,,,,,,,,,
"CZK 22,000","CZK 2,000","CZK 22,000",659309,3+1,,Personal,,76 m²,8/1/2022,2,Brick,1.0,140.38,290.88,110.65,222.53,54.63,9.49,206.46,186.61,647.97,294.23,"Korunní, Prague - Vinohrady",50.0755715,14.452486,,Unfurnished,Central,,1.0,,,,,,,,,,
"CZK 19,000","CZK 4,500","CZK 19,000",672930,Studio,New-build,Personal,G,34 m²,9/1/2021,1,Brick,1.0,86.73,354.45,88.37,197.83,59.56,391.78,425.67,275.04,260.5,600.46,"Zborovská, Prague - Smíchov",50.07303,14.40839,Complete,Fully furnished,,,1.0,,,,Up to 10 years,,,,,,
"CZK 14,000","CZK 3,500","CZK 14,000",285837,Studio,Very good,Cooperative,,27 m²,8/15/2022,3,Brick,,115.69,556.73,119.83,294.59,21.03,331.72,198.65,232.91,444.52,135.17,"Slovinská, Prague - Vršovice",50.0703136,14.458881,Interior,Fully furnished,Other,Luxurious,1.0,,,,Up to 10 years,,,,,,
"CZK 32,000","CZK 6,400","CZK 32,000",728106,2+kk,Very good,,C,92 m²,11/1/2022,3,Brick,1.0,83.09,278.62,205.88,378.41,5.96,503.36,395.91,397.31,304.34,390.61,Prague - Libeň,50.10418,14.47862,,Fully furnished,,,,,,,,,1.0,1.0,,,
"CZK 16,500","CZK 3,500","CZK 20,000",577724,1 bedroom,New-build,Personal,E,54 m²,8/1/2022,1,Brick,,219.5,946.05,841.32,968.01,597.45,658.25,447.78,336.51,656.48,308.93,"Na Fialce I, Prague - Řepy",50.069707,14.315345,,Unfurnished,Gas boiler,Luxurious,1.0,,1.0,,,,1.0,,,,
"CZK 17,000","CZK 2,000","CZK 17,000",413089,2+kk,,Personal,E,47 m²,9/1/2022,3,Brick,,291.54,369.09,134.76,362.09,102.91,310.8,203.34,269.83,573.26,255.46,"Blodkova, Prague - Žižkov",50.0796704,14.449102,Complete,Fully furnished,Gas boiler,Luxurious,1.0,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 15,000",726095,2+kk,Very good,,G,39 m²,8/1/2022,3,Prefab concrete,1.0,373.74,1317.72,426.18,1247.6,501.95,1314.25,134.71,770.93,2395.49,123.12,Prague - Bohnice,50.13331,14.40696,,Partly,Central,,,,,,,,,,,,
"CZK 17,900","CZK 5,000","CZK 15,000",728053,2+kk,Good,,C,54 m²,7/31/2022,,Brick,,103.75,955.7,280.48,410.2,14.01,631.02,346.46,380.05,657.91,172.57,Prague - Bubeneč,50.1039,14.40337,,Partly,,,,,,,,,,,,,
"CZK 35,000","CZK 5,500","CZK 40,000",723928,4+kk,Very good,,G,134 m²,8/15/2022,6,Brick,1.0,135.95,201.01,340.8,380.24,371.18,487.46,327.05,520.71,892.99,328.15,Prague - Košíře,50.06932,14.37569,,Unfurnished,,,1.0,,1.0,,,,,1.0,,,
"CZK 18,500","CZK 3,000","CZK 45,000",728049,2+kk,Very good,,G,56 m²,8/22/2022,2,Brick,,352.48,956.77,123.77,534.44,359.81,893.83,253.19,169.36,830.63,334.59,Prague - Nusle,50.05586,14.44625,,Fully furnished,,,1.0,,,,,,,,,,
"CZK 16,400","CZK 1,600","CZK 25,000",728040,2+kk,Very good,,E,54 m²,10/1/2022,3,Brick,,242.57,898.49,172.45,567.79,137.59,516.28,374.91,700.39,447.57,398.2,Prague - Nusle,50.06041,14.43449,Complete,Partly,,Luxurious,1.0,,,,Up to 10 years,,,,,,
"CZK 24,000","CZK 5,000","CZK 24,000",698897,2+kk,Very good,Personal,,103 m²,9/1/2022,2,Brick,,673.88,627.89,474.87,2074.34,489.47,617.54,444.0,357.24,1814.86,828.64,"Pod Křížkem, Prague - Braník",50.03612,14.41637,,Partly,Gas boiler,Luxurious,1.0,,1.0,,,,1.0,1.0,,,
"CZK 21,000","CZK 6,450","CZK 42,000",727045,3+1,Very good,,G,81 m²,8/1/2022,1,Prefab concrete,,141.13,309.19,19.9,598.64,280.74,281.53,150.44,279.36,384.59,194.33,Prague - Žižkov,50.08648,14.45925,,Partly,,,,,,1.0,,,,,,,
"CZK 24,500","CZK 4,000","CZK 49,000",727987,2+kk,New-build,,B,55 m²,7/31/2022,4,Low-energy,,273.62,1327.93,705.72,1309.48,978.36,1222.34,1084.39,1018.32,1026.82,495.64,Prague - Hloubětín,50.10855,14.52602,,Partly,,,,1.0,,,,,,,,,
"CZK 11,300","CZK 1,000","CZK 15,000",727985,Small studio,Very good,,G,46 m²,9/3/2022,,Brick,,125.86,217.39,168.26,2409.84,102.11,269.28,349.76,144.45,1228.34,258.85,Prague - Braník,50.03521,14.41167,,Partly,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 25,000",600447,Studio,Very good,Personal,B,31 m²,9/1/2021,4,Brick,1.0,123.62,153.94,53.53,66.71,16.24,82.61,161.04,179.13,150.4,200.79,"Rybná, Prague - Staré Město",50.090283,14.426066,Interior,Fully furnished,Central,Luxurious,,,,,,,,,,,
"CZK 27,000","CZK 7,900","CZK 34,900",727341,4+kk,Good,,A,108 m²,7/26/2022,2,Brick,1.0,133.99,335.16,105.27,167.51,76.52,119.2,602.56,278.95,688.14,190.03,Prague - Žižkov,50.07796,14.45967,Complete,Fully furnished,,,,,,1.0,,,,,,,
"CZK 13,000","CZK 2,999","CZK 12,000",643880,2+kk,Very good,Personal,F,41 m²,12/22/2020,,Brick,,42.1,728.89,87.84,946.19,24.58,270.07,640.51,446.67,819.96,648.63,"Braunova, Prague - Smíchov",50.061376,14.400841,,Partly,Electric boiler,,,,,,,,,,,,
"CZK 10,000","CZK 2,000","CZK 12,000",708982,2 bedroom,Very good,Personal,C,45 m²,4/4/2022,5,Brick,1.0,114.29,912.4,79.46,259.39,71.79,232.45,335.52,289.98,555.34,425.8,"Rečkova, Prague - Žižkov",50.09012,14.4708,Interior,Fully furnished,,,1.0,,,,,,,,,,
"CZK 16,500","CZK 3,500","CZK 25,000",597178,Studio,New-build,Personal,B,36 m²,8/1/2022,2,Brick,1.0,132.58,1008.33,626.13,700.32,522.74,728.65,806.32,878.91,399.08,566.09,"Radičova, Prague - Břevnov",50.081109,14.373748,,Fully furnished,Distance,Luxurious,1.0,,,,Up to 10 years,1.0,1.0,1.0,,,Housing
"CZK 12,000","CZK 1,500","CZK 24,000",595793,Small studio,Very good,Personal,D,20 m²,3/1/2020,2,Brick,,352.46,644.27,462.78,536.46,342.77,549.35,322.61,358.11,409.22,664.64,"Řehořova, Prague - Žižkov",50.086179,14.445161,Interior,Partly,Central,Standard,,,,,Over 50 years,,,,,,
