Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,Balcony,Cellar,Lift,New-build,Parking,Garage,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Age,Ownership,Designe,Reconstruction,Terrace,Heating,Enclosed balcony,Administrative fee,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 18,000","CZK 5,000","CZK 23,000",723539,2+kk,9/1/2022,2,C,72 m²,Fully furnished,Very good,Brick,1.0,,,,1.0,,361.76,818.92,370.6,816.22,547.65,652.53,802.21,357.69,683.47,463.74,Prague - Hlubočepy,50.02861,14.37722,,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 25,000",552817,4+kk,9/1/2022,2,G,77 m²,Partly,Very good,Prefab concrete,,,1.0,,1.0,,210.74,730.75,374.05,563.73,346.21,618.8,388.89,208.71,659.98,54.16,Prague - Žižkov,50.087438,14.47381,,Personal,Standard,Exterior,,Distance,1.0,,,,
"CZK 14,000","CZK 2,000","CZK 20,000",473141,2+kk,7/1/2022,,B,43 m²,Fully furnished,Very good,Brick,1.0,1.0,,,1.0,,739.0,1072.23,890.32,1199.02,830.48,1130.78,983.08,955.37,1103.56,668.05,"Pobočná, Prague - Michle",50.0500284,14.4599032,Up to 10 years,Personal,Standard,Interior,,Central,,,,,
"CZK 19,000","CZK 2,000","CZK 30,000",610913,Studio,8/1/2022,1,A,35 m²,Fully furnished,Very good,Brick,,,1.0,,,,545.56,394.85,29.19,488.87,17.93,62.31,291.93,301.78,621.78,393.5,"Kubelíkova, Prague - Žižkov",50.081857,14.447011,Up to 10 years,Personal,Luxurious,Complete,,Electric boiler,,,,,
"CZK 21,517","CZK 2,500","CZK 25,567",723047,2+kk,6/14/2022,1,,60 m²,,Good,Other,,,,,,,86.85,190.61,148.3,2497.43,732.88,295.39,1765.48,384.53,740.32,168.63,"Hořínecká, Prague - Ďáblice",50.1443832,14.4850105,,Personal,,,,,,"CZK 3,187",,,
"CZK 20,000","CZK 5,000","CZK 50,000",722786,3+1,7/1/2022,9,G,72 m²,Partly,Very good,Prefab concrete,,1.0,1.0,,,,502.28,1145.66,191.28,1675.73,196.3,703.67,615.35,240.74,554.68,47.61,Prague - Háje,50.03866,14.51428,,,,,,,1.0,,,,
"CZK 21,000","CZK 4,000","CZK 21,000",446124,2+kk,6/1/2022,2,B,49 m²,Unfurnished,,Brick,1.0,1.0,1.0,1.0,1.0,1.0,246.18,257.37,379.02,339.34,405.39,40.15,617.31,739.63,869.01,72.27,"Soukalova, Prague - Modřany",50.0058372,14.4149292,Up to 10 years,Personal,Luxurious,,,Distance,,,,,
"CZK 33,000","CZK 5,500","CZK 66,000",719488,4+1,6/1/2022,2,G,95 m²,Partly,Very good,Brick,,,,,,,133.04,483.89,56.62,114.47,43.03,194.66,258.1,595.3,582.32,538.59,"Vodičkova, Prague - Nové Město",50.078353473259,14.421772050418,,Personal,,,,,,,,,
"CZK 11,900","CZK 2,850","CZK 25,000",100882,Studio,6/24/2022,2,,27 m²,Partly,,Brick,,,,,,,286.14,502.11,145.56,316.52,86.9,298.73,164.33,370.74,733.35,330.31,"Klimentská, Prague - Nové Město",50.0924491,14.4347928,,Personal,,,,,,,,,
"CZK 15,500",CZK 800,"CZK 22,000",512858,2 bedroom,6/30/2022,1,G,56 m²,Partly,,Brick,,,1.0,,,,295.71,485.94,173.5,324.82,82.85,336.11,275.34,322.04,342.03,295.64,"Letohradská, Prague - Holešovice",50.0982368,14.4271526,,Personal,,,,,,,,,
"CZK 10,500","CZK 2,500","CZK 10,000",388722,1 bedroom,7/1/2022,1,,33 m²,Partly,Very good,Brick,,,,,,,78.86,2474.67,161.53,2569.43,99.13,2232.85,1761.37,2238.52,1288.77,331.66,"Na Šabatce, Prague - Komořany",49.9893399,14.4082548,,Personal,Standard,Complete,,,,,,,
"CZK 15,000","CZK 3,500","CZK 20,000",646080,2+kk,8/1/2022,2,A,48 m²,Fully furnished,New-build,Prefab concrete,1.0,,1.0,1.0,1.0,1.0,48.98,456.21,51.58,547.99,32.02,408.29,874.64,968.88,1081.55,208.89,"Ke Kříži, Prague - Uhříněves",50.029648,14.594749,,Personal,,,,Central,,,,,
"CZK 28,500","CZK 4,000","CZK 30,000",663082,3+kk,7/1/2022,6,B,85 m²,Fully furnished,Very good,Brick,,,1.0,,,,401.81,486.8,416.01,949.76,311.07,434.51,822.24,254.35,465.37,503.8,"Na Plzeňce, Prague - Smíchov",50.06501,14.40972,,Personal,,,,,,,,,
"CZK 11,669","CZK 2,020","CZK 20,000",722329,Studio,7/11/2022,2,G,25 m²,Partly,Good,Other,,,,,,,177.29,852.7,157.08,599.15,102.52,459.52,448.67,334.63,338.73,234.19,Prague - Žižkov,50.09293,14.48177,,,,,,Electric boiler,,,,,
"CZK 17,000","CZK 3,000","CZK 18,000",723435,2+kk,6/23/2022,1,B,68 m²,Partly,New-build,Low-energy,,,,1.0,1.0,,101.52,2185.38,1619.87,2958.42,328.37,2921.25,2581.95,2236.24,2935.96,218.67,Prague - Nedvězí u Říčan,50.01682,14.65416,Up to 10 years,Personal,Standard,,,Electric boiler,,,,,
"CZK 18,990","CZK 3,084","CZK 22,073",723434,3+kk,7/4/2022,3,G,63 m²,Unfurnished,Good,Prefab concrete,,,1.0,,,,201.25,894.88,296.37,993.65,208.05,871.69,345.75,179.86,1228.62,114.29,"Šimůnkova, Prague - Kobylisy",50.13441861111,14.47227972222,,Personal,,,,,,"CZK 22,073",,,
"CZK 28,000","CZK 4,500","CZK 56,000",723425,3+kk,7/1/2022,3,G,80 m²,Partly,Very good,Brick,,1.0,1.0,,,,324.49,1226.28,283.26,420.63,65.3,231.97,118.18,387.03,338.22,74.4,Prague - Vyšehrad,50.06614,14.4193,,,,,,,,,,,
"CZK 14,000","CZK 2,000","CZK 40,000",723422,Studio,10/1/2022,1,G,27 m²,Unfurnished,New-build,Prefab concrete,1.0,,,,,,287.1,1725.48,900.29,1496.48,267.21,1144.13,591.93,1205.27,1540.44,400.91,Prague - Modřany,50.01155,14.40082,,,,,,,,,,,
"CZK 17,500","CZK 4,000","CZK 35,000",723355,2+kk,7/1/2022,3,C,55 m²,Unfurnished,Very good,Other,1.0,1.0,1.0,,1.0,1.0,448.02,1266.67,739.26,3876.55,428.89,715.97,1073.48,3299.2,1230.88,419.97,Prague - Dolní Měcholupy,50.06719,14.5541,,Personal,,,,Central,,,,,
"CZK 18,000",CZK 700,"CZK 18,700",723418,2+kk,8/1/2022,1,G,40 m²,Fully furnished,Very good,Brick,,,,,,,77.99,367.92,160.35,400.17,130.66,370.39,117.86,104.75,633.03,662.77,Prague - Vinohrady,50.07515,14.43983,,,,,,,,,,,
"CZK 27,500","CZK 7,500","CZK 50,000",722751,3+kk,1/1/2023,5,G,75 m²,Fully furnished,Very good,Brick,1.0,1.0,1.0,,1.0,1.0,307.01,958.22,236.72,584.41,384.0,597.44,367.73,723.27,941.0,451.05,Prague - Vysočany,50.10394,14.50117,,,,,1.0,,,,,,
"CZK 20,000","CZK 6,250","CZK 40,000",722725,3+1,6/18/2022,7,G,72 m²,Partly,Very good,Prefab concrete,,1.0,1.0,,,,80.5,331.76,203.47,312.28,386.82,368.79,759.97,191.23,962.52,169.32,Prague - Hlubočepy,50.0329,14.37354,,,,,,,1.0,,,,
"CZK 19,700","CZK 4,100","CZK 24,000",654108,3+1,3/11/2021,4,B,80 m²,Fully furnished,Very good,Prefab concrete,1.0,1.0,1.0,,,1.0,81.33,671.96,567.23,646.87,590.38,337.11,304.54,193.28,922.85,105.15,"Skuteckého, Prague - Řepy",50.06859,14.31168,,Personal,,,,,,,,,
"CZK 12,800","CZK 3,200",CZK 2,250756,1 bedroom,7/1/2022,5,C,37 m²,Fully furnished,Very good,Prefab concrete,,1.0,1.0,,,,231.41,480.28,244.13,442.94,224.73,784.92,586.93,165.69,256.05,645.36,"Tádžická, Prague - Vršovice",50.0677382,14.4648094,,Personal,,,,Distance,1.0,,,,
"CZK 20,000","CZK 3,000","CZK 15,000",723388,Studio,8/1/2022,2,C,45 m²,Fully furnished,Very good,Prefab concrete,,1.0,1.0,1.0,1.0,1.0,277.67,953.71,208.09,234.94,221.54,251.55,405.74,527.02,334.16,581.79,Prague - Vyšehrad,50.06554,14.42231,,,,,,,,,,,
"CZK 22,000","CZK 5,000","CZK 44,000",723383,3+1,8/1/2022,5,D,80 m²,Partly,Very good,Brick,,1.0,1.0,,1.0,,93.57,149.51,75.29,588.81,70.88,200.05,191.27,191.27,253.04,143.65,Prague - Vršovice,50.0702,14.4774,,,,,,Central,,,,,
"CZK 12,000","CZK 4,000","CZK 15,000",723381,1 bedroom,6/23/2022,3,G,46 m²,Partly,Good,Brick,,,,,,,799.73,1253.97,951.75,1258.99,891.21,1191.31,1040.85,1013.14,1161.77,727.28,"Jihlavská, Prague - Michle",50.0447595,14.451753,,,,,,,,,,,
"CZK 8,000","CZK 2,000","CZK 11,000",497695,Small studio,8/1/2022,4,B,20 m²,Partly,,Brick,,1.0,1.0,,,,169.5,782.89,497.35,473.47,144.51,231.57,276.21,607.04,693.03,151.71,Prague - Michle,50.0434577,14.455405,,Personal,Standard,,,Central,,,,,
"CZK 13,000","CZK 4,500","CZK 30,000",723304,Studio,7/4/2022,5,G,45 m²,Fully furnished,Good,Brick,,,,,,,185.71,419.21,30.18,416.51,289.54,281.44,691.64,335.13,885.21,134.88,Prague - Hlubočepy,50.0316,14.37526,10 to 30 years,Personal,Standard,,,,,,,,
"CZK 20,000","CZK 3,000","CZK 40,000",723344,4+1,6/23/2022,6,C,80 m²,Unfurnished,Very good,Prefab concrete,,1.0,1.0,,1.0,,435.9,124.78,52.28,214.22,204.62,573.29,269.2,222.8,1242.94,212.0,Prague - Prosek,50.12318,14.49913,,Personal,,,,,1.0,,,,
"CZK 16,000","CZK 5,000","CZK 24,000",723341,3+1,6/27/2022,1,G,73 m²,Unfurnished,Very good,Brick,,,,,,,162.88,419.7,160.69,95.05,155.11,207.42,102.01,666.55,354.92,81.81,Prague - Strašnice,50.07475,14.4886,,,,,,,,,,,
"CZK 13,500","CZK 3,400","CZK 16,900",719771,2+kk,7/15/2022,1,G,34 m²,Fully furnished,New-build,Other,,,,1.0,,,308.29,1328.5,473.88,919.99,540.98,808.71,615.2,658.1,1775.13,336.45,"Šedova, Prague - Černý Most",50.1024,14.57373,,Personal,,,,Distance,,,,,
"CZK 19,000","CZK 3,000","CZK 38,000",629667,2+kk,8/1/2022,3,G,55 m²,Fully furnished,Very good,Brick,,,1.0,,,,231.1,738.33,118.55,132.68,0.26,86.76,210.95,554.83,228.97,286.92,"Národní, Prague - Staré Město",50.082971,14.420937,,Other,,,,Other,,,,,
"CZK 7,500","CZK 2,000","CZK 28,500",723305,1 bedroom,7/1/2022,3,G,30 m²,Unfurnished,Good,Other,,,1.0,,,,193.48,281.61,2.72,466.74,12.56,109.77,142.45,151.17,527.68,192.34,Prague - Karlín,50.09157,14.44626,,,,,,Central,,,,,
"CZK 17,000","CZK 6,500","CZK 34,000",723297,3+kk,7/1/2022,5,G,65 m²,Unfurnished,Very good,Prefab concrete,1.0,1.0,1.0,,,,105.57,1146.59,263.16,1596.96,357.21,298.41,209.63,613.26,1641.8,262.0,Prague - Chodov,50.02396,14.51371,,,,,,,,,,,
"CZK 13,000","CZK 4,000","CZK 17,000",566827,2+kk,7/1/2022,1,C,55 m²,Fully furnished,Very good,Brick,,,,,,,304.84,1462.3,1926.3,1990.69,402.91,2080.13,860.62,1743.03,2661.13,1987.19,Prague - Koloděje,50.0639387,14.6460319,10 to 30 years,Personal,Standard,,,Gas boiler,,,,,
"CZK 7,000","CZK 2,000","CZK 9,000",723282,3+1,6/22/2022,2,B,75 m²,Fully furnished,Good,Prefab concrete,1.0,,,,,,250.12,935.7,46.38,1256.14,754.19,616.1,246.84,248.81,1292.31,343.74,Prague - Černý Most,50.10301,14.56813,,,,,,,,,,,
"CZK 16,000","CZK 1,200","CZK 17,000",723281,1 bedroom,6/22/2022,1,G,33 m²,Fully furnished,Very good,Brick,,,,,,,185.63,391.01,54.66,711.77,110.75,699.3,282.79,302.55,376.26,210.5,Prague - Vinohrady,50.0722,14.44369,,,,,1.0,,,,,,
"CZK 11,500","CZK 2,000","CZK 13,500",723274,Studio,6/22/2022,6,G,27 m²,Partly,Good,Brick,,,1.0,,,,91.54,309.61,177.01,375.0,243.68,309.63,112.37,362.43,156.97,106.68,Prague - Vinohrady,50.07754,14.466,,,,,,,,,,,
"CZK 11,000","CZK 4,300","CZK 22,000",723270,Studio,6/22/2022,2,C,40 m²,Fully furnished,Very good,Prefab concrete,,,1.0,,,,667.09,864.94,824.28,1204.56,707.71,776.14,727.6,500.23,565.1,32.7,Prague - Bohnice,50.13021,14.44148,30 - 50 years,Personal,Standard,Bathroom unit,,Central,1.0,,,,
"CZK 8,500","CZK 1,500","CZK 10,000",411850,Small studio,6/25/2022,1,,35 m²,Fully furnished,Very good,Brick,,,,,1.0,,152.19,749.96,437.46,443.94,292.14,228.66,353.32,265.53,387.98,327.26,"Kryštofova, Prague - Háje",50.0349825,14.5274258,Up to 10 years,Personal,Standard,,1.0,Central,,,,,
"CZK 15,000","CZK 2,500","CZK 30,000",723260,2+kk,6/23/2022,1,B,54 m²,Partly,Very good,Brick,1.0,,,,,,22.47,726.55,218.31,510.55,462.57,180.23,474.11,358.55,530.47,324.66,Prague - Strašnice,50.08024,14.48898,,,,,,,,,,,
"CZK 17,000","CZK 3,000","CZK 34,000",723259,2 bedroom,6/22/2022,1,G,69 m²,Partly,Very good,Brick,,,1.0,,,,216.68,412.15,123.75,188.73,142.03,186.65,234.29,113.99,367.44,125.06,Prague - Vršovice,50.06974,14.45502,,,,Interior,,,,,,,
"CZK 17,000",CZK 0,"CZK 17,000",264497,2+kk,7/10/2022,7,,40 m²,Fully furnished,,Prefab concrete,,,,,,,84.39,1272.0,252.94,1635.35,89.66,735.82,819.8,1151.62,536.65,357.7,"Štúrova, Prague - Krč",50.0293334,14.4502159,,Personal,,,,,,,,,
"CZK 14,500","CZK 3,500","CZK 29,000",723222,2+kk,6/22/2022,3,,43 m²,Partly,Very good,Prefab concrete,,1.0,1.0,,,,285.52,398.33,200.74,458.23,180.94,499.42,360.57,341.3,432.21,199.35,Prague - Háje,50.03352,14.53417,,,Standard,Interior,,,1.0,,,,
"CZK 25,000","CZK 3,500","CZK 42,000",657874,2+kk,8/1/2022,5,B,56 m²,Fully furnished,New-build,Prefab concrete,1.0,1.0,1.0,1.0,1.0,1.0,222.12,527.03,202.57,185.45,134.21,339.66,793.11,952.41,495.55,310.52,"U Mlýnského kanálu, Prague - Karlín",50.09558465,14.451427131585,Up to 10 years,Personal,Luxurious,,1.0,,1.0,,,,
"CZK 23,500","CZK 4,500","CZK 56,000",723254,2 bedroom,6/22/2022,1,G,80 m²,Partly,Very good,Brick,1.0,,,,1.0,,379.01,2220.23,439.08,1703.58,367.87,1663.38,2056.56,2989.86,401.69,189.22,Prague - Hostavice,50.08462,14.55603,,,,,1.0,,,,,,
"CZK 22,843","CZK 1,890","CZK 24,733",714370,2 bedroom,5/1/2022,3,G,86 m²,Partly,Very good,Brick,,,,,,,238.85,292.35,136.46,204.76,89.0,33.16,318.53,1667.21,131.82,480.09,"Veletržní, Prague - Bubeneč",50.10098,14.42605,,Personal,,,,,,,,,
"CZK 15,300","CZK 3,400","CZK 45,900",312370,2+kk,8/1/2022,12,C,48 m²,Partly,Very good,Brick,,1.0,1.0,,,1.0,188.97,238.63,233.21,173.46,173.49,260.21,605.12,794.94,1356.8,300.58,"Hnězdenská, Prague - Troja",50.1269493,14.4184301,10 to 30 years,Personal,Standard,,,Central,1.0,,,,
"CZK 11,000","CZK 6,000","CZK 17,000",562554,2+kk,7/1/2022,2,,37 m²,Partly,Very good,Brick,,,,,,,107.5,1431.59,451.43,1373.19,489.44,915.36,1034.13,1018.0,501.73,449.7,"Záběhlická, Prague - Záběhlice",50.0558251,14.4824588,,Personal,,,,,,,,,
"CZK 18,000","CZK 5,700","CZK 24,000",615342,2+kk,8/1/2022,2,B,71 m²,Fully furnished,New-build,Low-energy,1.0,1.0,1.0,1.0,,1.0,181.59,1973.83,1615.54,2129.12,1613.15,1989.42,2162.3,2177.63,1792.53,950.08,"Pýchavková, Prague - Pitkovice",50.017325,14.583,,Personal,,,,,,,,,
"CZK 14,990","CZK 2,845","CZK 17,835",715522,2+kk,7/4/2022,5,G,46 m²,Partly,Good,Brick,,1.0,,,,,156.16,881.52,124,472.44,187.57,153.98,741.1,185.33,310.22,109.56,"Hollarovo náměstí, Prague - Vinohrady",50.07701277777,14.47691861111,,Personal,,,,,,"CZK 17,835",,,
"CZK 9,490","CZK 2,874","CZK 12,364",715514,Studio,7/4/2022,5,D,29 m²,Fully furnished,Good,Brick,,1.0,1.0,,,,64.71,536.02,126.98,371.67,178.33,574.04,235.2,313.92,719.78,100.48,"28. pluku, Prague - Vršovice",50.07209666666,14.46993805555,,Personal,,,,,,"CZK 12,364",,,
"CZK 8,000",CZK 1,"CZK 8,000",707888,3+1,2/22/2022,,G,76 m²,Partly,Very good,Prefab concrete,1.0,,,,,,320.48,356.24,809.46,838.12,373.66,335.37,622.04,837.26,884.04,166.21,"Ostravská, Prague - Letňany",50.13954,14.51638,10 to 30 years,Personal,Standard,,,Distance,,,,,
"CZK 16,900","CZK 3,100","CZK 25,000",711070,2+kk,7/4/2022,2,C,59 m²,Partly,Very good,Brick,1.0,,1.0,,,,173.19,279.53,179.92,80.58,166.73,276.63,66.64,681.15,457.79,107.55,Prague - Podolí,50.0573177,14.4207856,,Personal,,,,,,,,,
"CZK 8,500","CZK 1,000","CZK 9,500",681764,2+kk,9/15/2022,3,C,38 m²,Partly,Good,Brick,,,,,,,228.12,439.07,185.87,336.08,214.95,168.67,279.61,329.37,210.02,403.8,"Sámova, Prague - Vršovice",50.06698,14.45126,,Personal,,,,,,,,,
"CZK 15,000","CZK 5,600","CZK 40,000",723196,2 bedroom,8/1/2022,2,D,52 m²,Partly,Good,Prefab concrete,,1.0,,,,,242.1,480.56,145.51,574.89,314.37,528.6,487.61,208.71,685.48,153.37,Prague - Strašnice,50.07784,14.49749,,Cooperative,,,,Central,,,,,
"CZK 15,900","CZK 5,000","CZK 20,000",723182,1 bedroom,7/1/2022,3,G,45 m²,Fully furnished,Very good,Brick,,,1.0,,1.0,,73.21,461.81,60.53,474.5,205.43,329.75,258.76,811.49,205.07,186.61,Prague - Holešovice,50.10745,14.44647,,,,,,,,,,,
"CZK 30,000",CZK 0,"CZK 30,000",547165,4+kk,7/11/2022,2,,100 m²,Partly,Very good,Brick,,,,,,,440.4,153.85,183.81,414.64,184.96,449.7,473.79,522.56,716.02,291.76,"Čajkovského, Prague - Žižkov",50.0811732,14.4524823,Over 50 years,Personal,Standard,Complete,,,,,,,
"CZK 15,400",CZK 800,"CZK 30,800",518150,3+kk,7/1/2022,1,,62 m²,Unfurnished,,Brick,,,,,,,139.12,159.39,174.39,608.18,271.85,210.26,849.46,528.11,1036.51,594.63,"Zenklova, Prague - Libeň",50.1193528,14.4614637,,Personal,,,,,,,,,
"CZK 13,900","CZK 2,700","CZK 20,000",639682,Small studio,6/30/2022,2,B,27 m²,Fully furnished,Very good,Brick,1.0,,1.0,,1.0,1.0,249.79,1710.44,113.54,1401.24,395.2,1033.68,1070.59,905.99,153.33,208.83,"U Pekařky, Prague - Libeň",50.114484,14.479922,Up to 10 years,Personal,,Complete,1.0,Gas boiler,,,,,
"CZK 16,000","CZK 5,000","CZK 30,000",718623,2+kk,5/16/2022,3,G,55 m²,Partly,Very good,Brick,,1.0,1.0,,1.0,,135.88,891.27,77.61,297.82,148.63,792.53,207.17,379.55,680.37,245.38,"Jivenská, Prague - Michle",50.05986,14.45105,30 - 50 years,Personal,Standard,,,Central,,,,,
"CZK 12,000","CZK 5,500","CZK 12,000",723148,Studio,7/4/2022,1,G,32 m²,Fully furnished,Good,Brick,1.0,,,,,,213.45,1331.47,224.54,775.33,147.32,174.01,251.18,432.23,804.34,252.88,Prague - Dejvice,50.10596,14.38753,,Personal,,,,,,,,,
"CZK 8,000","CZK 1,090","CZK 16,000",723158,Studio,6/28/2022,1,G,28 m²,Unfurnished,Very good,Brick,,,,,,,208.78,524.29,249.55,213.33,107.26,252.03,127.62,357.73,217.18,560.24,Prague - Vinohrady,50.07805,14.44072,,,,,,,,,,,
"CZK 16,000","CZK 3,500","CZK 32,000",433678,2+kk,8/1/2022,3,,55 m²,Fully furnished,Very good,Brick,,1.0,1.0,,,,182.02,841.06,184.83,707.65,201.23,705.57,506.16,404.59,622.28,143.63,"Bulharská, Prague - Vršovice",50.0718972,14.4633074,,Cooperative,Standard,Interior,,,1.0,,,,
"CZK 21,500","CZK 5,500","CZK 25,000",536912,2+kk,12/31/2021,2,,70 m²,Fully furnished,,Brick,1.0,1.0,1.0,1.0,1.0,1.0,155.94,1302.44,579.47,1187.86,705.22,968.67,1133.16,782.5,690.37,360.76,Prague - Strašnice,50.0848545,14.483906,Up to 10 years,Personal,Luxurious,,,,,,,,
"CZK 22,000","CZK 3,000","CZK 25,000",563484,2+kk,7/1/2022,8,C,55 m²,Fully furnished,Very good,Other,,,1.0,1.0,,,434.12,1300.89,592.53,1087.78,581.05,1255.04,904.9,432.4,1314.23,684.58,"Černochova, Prague - Košíře",50.0627301,14.3794721,10 to 30 years,Personal,Standard,,1.0,Central,,,,,
"CZK 7,000","CZK 1,400",CZK 0,723143,Studio,7/1/2022,-1,C,20 m²,Partly,Good,Brick,,1.0,,,,,186.16,746.28,192.66,767.04,129.03,620.39,485.52,669.47,298.41,385.48,Prague - Vinohrady,50.06777,14.43285,,,,,,,,,,,
"CZK 18,203","CZK 2,297","CZK 41,000",618472,2+kk,9/1/2022,2,E,52 m²,Partly,Very good,Brick,1.0,,1.0,,,,264.99,377.5,251.5,842.07,312.38,129.88,459.27,482.27,500.31,291.41,"V Olšinách, Prague - Strašnice",50.070808,14.481175,,Personal,Standard,Complete,,Distance,,,,,
"CZK 20,000","CZK 4,000",CZK 1,719872,2+kk,6/1/2022,5,G,56 m²,Fully furnished,New-build,Other,,,1.0,1.0,1.0,1.0,638.17,1332.4,475.67,3919.9,394.79,654.64,1156.43,3342.61,1296.61,454.54,"Honzíkova, Prague - Dolní Měcholupy",50.06755,14.55466,Up to 10 years,Personal,,,1.0,Central,,,,,
"CZK 17,500","CZK 2,048","CZK 35,000",723123,Studio,6/30/2022,6,B,38 m²,Partly,New-build,Low-energy,,,1.0,1.0,,,109.14,420.72,13.48,160.48,20.58,227.8,517.98,1363.86,383.69,467.34,Prague - Karlín,50.09425,14.45343,,,,,,,,,,,
"CZK 13,150",CZK 350,"CZK 27,000",603537,Studio,9/1/2022,3,E,26 m²,,Good,Brick,,,,,,,165.93,191.97,67.38,138.04,28.04,93.77,436.85,355.78,481.44,98.47,"Slezská, Prague - Vinohrady",50.076885,14.460924,,Personal,Standard,Bathroom unit,,,,,,,
"CZK 10,500","CZK 4,000","CZK 10,500",723115,Small studio,6/21/2022,5,G,30 m²,Unfurnished,Very good,Brick,,,1.0,,,,117.82,609.52,42.93,386.1,120.37,384.02,198.04,323.73,683.94,316.57,Prague - Vršovice,50.0717,14.45883,,,,,,,,,,,
"CZK 13,500","CZK 4,000","CZK 13,500",723045,2+kk,8/1/2022,2,C,46 m²,Unfurnished,Very good,Prefab concrete,,1.0,1.0,,,,286.64,926.64,159.76,1347.96,846.01,735.4,366.15,260.43,1233.08,316.32,Prague - Černý Most,50.10232,14.56732,,,,,,,,,,,
"CZK 19,000","CZK 3,300","CZK 22,300",718943,2+kk,7/1/2022,5,A,45 m²,Unfurnished,New-build,Brick,,1.0,1.0,,1.0,,211.22,382.42,250.45,988.82,169.89,745.11,811.3,1049.3,387.84,542.86,"Strakonická, Prague - Smíchov",50.06434,14.41028,,Personal,,,,,,,,,
"CZK 11,000","CZK 2,000","CZK 11,000",723099,Studio,7/1/2022,2,G,25 m²,Fully furnished,New-build,Brick,,,,,,,141.47,336.96,58.44,411.41,80.79,386.26,150.17,1134.52,494.23,501.83,Prague - Karlín,50.09184,14.44472,,,,,,,,,,,
"CZK 13,500","CZK 5,500","CZK 19,000",587681,2 bedroom,7/1/2022,5,E,51 m²,Fully furnished,Good,Brick,,,1.0,,,,272.98,539.89,175.03,46.29,146.63,200.85,498.48,676.09,330.33,582.18,"Krakovská, Prague - Nové Město",50.079564,14.428764,30 - 50 years,Personal,Luxurious,,,Gas boiler,,,,,
"CZK 28,000","CZK 2,250","CZK 35,000",632286,2 bedroom,11/13/2020,2,G,99 m²,Partly,Good,Brick,,,,,1.0,,472.8,591.9,370.65,837.9,398.29,798.06,458.89,380.18,619.64,679.52,"Perucká, Prague - Vinohrady",50.068862,14.438625,,Personal,,,,,,,,,
"CZK 11,000","CZK 2,000","CZK 15,000",723093,Small studio,6/26/2022,5,G,28 m²,Unfurnished,Very good,Brick,,,,,,,106.65,254.61,102.37,270.27,152.72,411.57,406.54,452.11,114.22,303.64,Prague - Libeň,50.10408,14.47984,,,,,,,,,,,
"CZK 22,000","CZK 2,800","CZK 20,000",718908,2 bedroom,8/1/2022,4,G,72 m²,Partly,Good,Brick,,1.0,,,,,329.21,1376.46,416.11,989.03,529.71,568.17,452.54,585.97,485.17,516.5,"Komornická, Prague - Dejvice",50.1012,14.37707,Up to 10 years,Cooperative,Standard,Interior,,Central,1.0,,,,
"CZK 23,000","CZK 3,300","CZK 54,000",723071,3+kk,7/28/2022,4,C,64 m²,Fully furnished,Very good,Prefab concrete,,,,,,,250.81,1213.14,171.15,1000.54,277.95,867.25,407.51,602.15,918.47,78.51,Prague - Karlín,50.09617,14.46611,,,,,,,1.0,,,,
"CZK 25,000","CZK 2,000","CZK 27,000",518410,1 bedroom,9/1/2022,3,,37 m²,Fully furnished,,Brick,,,1.0,,,,206.06,463.95,244.51,397.96,115.3,211.43,332.46,332.46,583.88,797.53,"Mánesova, Prague - Vinohrady",50.0795062,14.4344505,,Personal,,,,,,,,,
"CZK 12,500","CZK 3,500","CZK 20,000",505285,Studio,7/1/2022,4,A,40 m²,Unfurnished,,Brick,1.0,,1.0,,1.0,,285.44,226.5,74.03,1568.72,223.18,1027.75,996.13,622.81,783.53,142.05,"Svitákova, Prague - Stodůlky",50.0473402,14.3031131,Up to 10 years,Personal,,,,Distance,,,,,
"CZK 20,000","CZK 4,000","CZK 40,000",722256,3+kk,7/1/2022,3,B,74 m²,Partly,New-build,Brick,,1.0,1.0,1.0,1.0,1.0,252.47,1591.39,360.9,1849.98,427.42,416.49,1230.51,428.67,1113.68,209.13,Prague - Hostivař,50.04334,14.51371,,,,,,Central,1.0,,,,
"CZK 9,900","CZK 1,700","CZK 14,000",723043,Studio,7/10/2022,,G,37 m²,Fully furnished,Very good,Brick,,,1.0,,,,322.63,581.54,125.83,151.28,150.83,242.5,536.88,617.79,281.08,523.88,Prague - Nové Město,50.07917,14.42819,,,,,,,,,,,
"CZK 13,500",CZK 600,"CZK 13,500",722462,Studio,6/15/2022,2,D,48 m²,Partly,Good,Brick,1.0,,1.0,,,,112.97,1189.08,0.32,225.45,250.73,306.82,581.74,308.14,189.49,119.19,Prague - Nusle,50.05571,14.43291,,,,,,,,,,,
"CZK 13,900","CZK 2,100","CZK 30,000",723041,Studio,7/1/2022,4,C,48 m²,Partly,Very good,Other,,,1.0,,,,252.76,1920.14,1411.93,1912.8,1276.75,1370.42,489.11,1567.99,1490.61,183.09,Prague - Hodkovičky,50.02094,14.41331,,,,,,,,,,,
