Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Design,Heating,Front garden,Total number of floors,Age,New building,Renovation,Developer name,Project name,Kód jednotky,Administration fee
643445,"CZK 15,000",50.07079,14.462765,"28. Pluku, Prague - Vršovice",Studio,38 m²,"CZK 3,500",Furnished,3,No,Yes,Yes,No,No,Yes,No,25. 10. 2021,37,806,19,595,172,639,365,333,838,348,Excellent,"CZK 19,500",Personal,Brick building,D,,District heating,,Top floor,,,Overall,,,,
231505,"CZK 24,900",50.0609297,14.4475268,"Nuselská, Prague - Nusle",3 bedroom,101 m²,CZK 600,Furnished,3,Yes,No,Yes,Yes,No,Yes,No,01. 01. 2022,66,719,4,396,79,465,479,544,727,365,Good,"CZK 23,900",Personal,Brick building,,Standard materials and solutions,Gas boiler,2000 m²,Middle floor,,,Overall,,,,
696307,"CZK 16,000",50.07362,14.48577,"Nad Olšinami, Prague - Vinohrady",3 bedroom,55 m²,"CZK 4,500",Unfurnished,1,No,No,No,No,No,Yes,No,16. 12. 2021,259,737,310,449,322,307,438,505,715,145,Excellent,"CZK 16,000",Personal,Brick building,G,,,,,,,,,,,
695042,"CZK 13,000",50.09234,14.43204,"Klimentská, Prague - Nové Město",Studio,30 m²,"CZK 3,500",Furnished,,No,No,No,No,No,No,No,03. 01. 2022,164,484,66,318,50,243,47,198,560,197,Excellent,"CZK 13,000",Personal,Brick building,C,,,,,,,,,,,
363393,"CZK 11,500",50.0545133,14.5142951,"Práčská, Prague - Záběhlice",2 bedroom,53 m²,"CZK 3,000",Partially furnished,5,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,326,333,323,374,198,329,757,"1,012",722,221,Good,"CZK 29,000",Personal,Prefab concrete building,C,Standard materials and solutions,District heating,,Middle floor,over 50 years years,,Exterior,,,,
696298,"CZK 15,000",50.09246,14.34524,"Šumberova, Prague - Veleslavín",3 bedroom,65 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,15. 12. 2021,349,557,300,514,464,459,388,383,864,188,Excellent,"CZK 18,000",Personal,Brick building,G,,,,,,,,,,,
568506,"CZK 12,000",50.1274638,14.3791588,"Sídlištní, Prague - Lysolaje",Studio,51 m²,"CZK 3,950",Furnished,7,No,No,No,No,Yes,No,No,01. 02. 2022,59,"1,158",434,647,461,"1,139",770,"1,148",421,210,New build,"CZK 24,000",Personal,Brick building,,Standard materials and solutions,Central heating,,Attic,,Yes,,,,,
569904,"CZK 12,700",50.0789302,14.457653,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,48 m²,"CZK 2,600",Partially furnished,5,No,No,Yes,No,No,Yes,No,15. 12. 2021,194,505,65,266,61,335,483,442,771,198,Excellent,"CZK 12,700",Personal,Brick building,,Standard materials and solutions,Gas boiler,,Middle floor,,,,,,,
682163,"CZK 11,200",50.04132,14.56824,"Modenská, Prague - Horní Měcholupy",Studio,39 m²,"CZK 2,800",Furnished,1,No,Yes,Yes,Yes,Yes,Yes,No,01. 09. 2021,219,864,471,676,544,379,527,536,"1,363",504,New build,"CZK 14,000",Personal,Brick building,B,,,,,,,,,,,
524310,"CZK 17,000",50.0684511,14.4165468,"Na Výtoni, Prague - Nové Město",2 bedroom,60 m²,CZK 600,Partially furnished,4,No,No,No,No,No,No,No,01. 01. 2022,187,933,100,382,49,315,235,274,283,69,,"CZK 25,000",Personal,Brick building,,,,,,,,,,,,
168969,"CZK 14,500",50.0773903,14.4348134,"Římská, Prague - Vinohrady",2 bedroom,56 m²,CZK 500,Unfurnished,3,No,No,No,No,No,No,No,01. 01. 2022,102,151,126,212,97,197,494,494,522,675,Good,"CZK 16,000",Personal,Brick building,,Standard materials and solutions,Other,,Middle floor,over 50 years years,,Interior,,,,
696285,"CZK 11,000",50.12997,14.48112,"Bínova, Prague - Střížkov",1 bedroom,35 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,Yes,No,16. 12. 2021,98,982,336,"1,065",317,238,300,521,"1,137",315,Excellent,"CZK 13,000",Other,Prefab concrete building,D,,,,,,,,,,,
689338,"CZK 17,500",50.0436773,14.3301922,"Brdičkova, Prague - Stodůlky",3 bedroom,83 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,Yes,No,15. 01. 2022,209,292,291,263,210,271,291,500,610,219,Excellent,"CZK 30,000",Personal,Prefab concrete building,G,,,,,,,,,,,
695780,"CZK 21,000",50.1115297,14.4968549,"Podnádražní, Prague - Vysočany",2 bedroom with open-plan kitchen,98 m²,"CZK 5,000",Furnished,8,No,Yes,No,No,No,Yes,Yes,01. 01. 2022,128,478,325,246,287,119,750,817,283,361,Excellent,"CZK 21,000",Personal,Brick building,C,,,,,,,,,,,
695003,"CZK 19,000",50.101752312999,14.45294761878,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,48 m²,"CZK 3,000",Furnished,5,Yes,No,No,No,No,Yes,No,01. 01. 2022,188,545,95,268,25,205,407,369,113,246,New build,"CZK 19,000",Personal,Brick building,B,,,,,,,,,,,
666873,"CZK 9,000",50.05472,14.40524,"Křížová, Prague - Smíchov",Studio,27 m²,"CZK 4,000",Partially furnished,5,No,No,No,No,Yes,Yes,No,10. 01. 2022,521,"1,286",968,"1,315",901,0,"1,252",,,,Excellent,"CZK 13,000",Personal,Brick building,B,Standard materials and solutions,Central heating,,,1 to 10 years years,,,,,,
202927,"CZK 12,000",50.0549019,14.4389869,"5. května, Prague - Nusle",1 bedroom,50 m²,"CZK 1,000",Unfurnished,3,Yes,No,No,No,No,Yes,No,03. 01. 2022,105,"1,035",275,471,14,359,603,177,566,378,Excellent,"CZK 15,000",Personal,Brick building,,Standard materials and solutions,Other,,Middle floor,1 to 10 years years,,Overall,,,,
285837,"CZK 12,000",50.0703136,14.458881,"Slovinská, Prague - Vršovice",Studio,27 m²,"CZK 2,500",Furnished,3,No,No,Yes,No,No,No,No,01. 01. 2022,116,560,120,295,21,334,199,237,634,135,Excellent,"CZK 12,000",Cooperative,Brick building,,Premium materials and solutions,Other,,Middle floor,1 to 10 years years,,Interior,,,,
444534,"CZK 10,000",50.0363147,14.3367969,"Přecechtělova, Prague - Stodůlky",1 bedroom with open-plan kitchen,43 m²,"CZK 5,000",Furnished,3,No,No,No,No,No,No,No,,142,499,90,985,271,496,264,413,280,62,,,Personal,Prefab concrete building,,,,,,,,,,,,
595913,"CZK 15,000",50.059491,14.285499,"Vřesovická, Prague - Zličín",1 bedroom with open-plan kitchen,55 m²,"CZK 2,500",Partially furnished,3,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,441,623,940,869,520,994,264,852,69,,,"CZK 20,000",Personal,Brick building,C,Standard materials and solutions,District heating,,,10 to 30 years years,,,,,,
696256,"CZK 13,000",50.0696587,14.4562805,"Holandská, Prague - Vršovice",1 bedroom with open-plan kitchen,40 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,Yes,No,15. 12. 2021,127,322,34,99,52,97,179,199,397,217,Excellent,"CZK 26,000",Other,Brick building,B,,,,,,,,,,,
696257,"CZK 13,000",50.04529,14.51359,"Přeštická, Prague - Hostivař",2 bedroom,42 m²,"CZK 4,500",Partially furnished,2,No,No,No,No,No,No,No,15. 12. 2021,121,458,432,238,"1,048",386,"1,327",275,,,Good,"CZK 13,000",Personal,Prefab concrete building,C,,District heating,,,,,Overall,,,,
626249,"CZK 14,000",50.1081,14.445631,"Plynární, Prague - Holešovice",1 bedroom with open-plan kitchen,40 m²,"CZK 2,500",,2,Yes,No,Yes,No,Yes,No,No,15. 10. 2020,115,582,185,595,82,223,276,938,453,203,Good,"CZK 14,000",Personal,Brick building,G,Premium materials and solutions,Central heating,,,1 to 10 years years,,Overall,,,,
690639,"CZK 11,500",50.0869795,14.4446955,"Husitská, Prague - Žižkov",1 bedroom with open-plan kitchen,40 m²,CZK 750,Partially furnished,3,No,No,No,No,No,No,No,05. 11. 2021,151,665,424,620,142,633,400,440,482,450,Excellent,"CZK 12,250",Personal,Brick building,G,,Gas boiler,,,,,,,,,
548581,"CZK 22,000",50.0586161,14.4496234,"Nuselská, Prague - Michle",2 bedroom with open-plan kitchen,87 m²,"CZK 1,000",Partially furnished,1,No,No,No,No,No,No,No,15. 12. 2021,45,625,160,61,99,801,193,492,597,287,,"CZK 25,000",Personal,Brick building,G,Premium materials and solutions,,,Middle floor,,,Overall,,,,
169698,"CZK 21,000",50.1088101,14.5069571,"Nemocniční, Prague - Vysočany",2 bedroom with open-plan kitchen,86 m²,"CZK 4,000",Furnished,1,No,No,Yes,No,No,No,No,01. 01. 2022,246,636,237,463,213,596,282,185,610,568,Excellent,"CZK 21,000",Personal,Brick building,,,,,Middle floor,,,,,,,
696248,"CZK 47,000",50.07906,14.44976,"Laubova, Prague - Vinohrady",3 bedroom,109 m²,"CZK 6,000",Partially furnished,2,Yes,No,No,No,Yes,Yes,No,01. 01. 2022,209,273,39,272,113,301,142,267,694,169,Excellent,"CZK 53,000",Personal,Brick building,D,,,,,,,,,,,
696245,"CZK 34,000",50.08794,14.46328,"Žerotínova, Prague - Žižkov",3 bedroom with open-plan kitchen,142 m²,"CZK 6,000",Furnished,4,Yes,Yes,No,No,No,Yes,No,15. 01. 2022,236,574,163,284,167,471,563,688,464,357,Excellent,,Personal,Brick building,G,,,,,,,,,,,
695755,"CZK 25,000",50.10681,14.45168,"U Uranie, Prague - Holešovice",1 bedroom with open-plan kitchen,70 m²,"CZK 5,000",Partially furnished,11,Yes,No,Yes,No,No,Yes,Yes,01. 01. 2022,249,578,81,390,94,353,298,849,151,112,Excellent,"CZK 25,000",Personal,Low-energy building,G,,,,,,,,,,,
576081,"CZK 16,900",50.0470351,14.4337938,"Pujmanové, Prague - Podolí",2 bedroom with open-plan kitchen,70 m²,"CZK 5,700",Partially furnished,4,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,268,821,128,519,218,599,376,239,466,160,Good,"CZK 34,000",Personal,Prefab concrete building,G,Standard materials and solutions,District heating,,Middle floor,10 to 30 years years,,Exterior,,,,
478779,"CZK 20,000",50.1030663,14.3714205,"Na Viničních horách, Prague - Dejvice",3 bedroom,71 m²,"CZK 4,000",Partially furnished,2,No,No,Yes,No,No,No,No,01. 01. 2022,210,"1,208",214,844,213,119,553,686,586,170,Excellent,"CZK 30,000",Personal,Brick building,,Premium materials and solutions,Gas boiler,,Middle floor,1 to 10 years years,,Overall,,,,
691845,"CZK 13,400",50.07791,14.47677,"Vinohradská, Prague - Vinohrady",1 bedroom,41 m²,"CZK 1,700",Partially furnished,5,No,No,No,No,No,Yes,No,03. 01. 2022,28,983,14,484,50,16,739,858,172,150,Good,"CZK 20,000",Personal,Brick building,D,,,,,,,,,,,
629995,"CZK 12,500",50.066158,14.448997,"Vršovická, Prague - Vršovice",1 bedroom with open-plan kitchen,47 m²,CZK 600,Unfurnished,4,Yes,No,No,No,No,No,No,01. 11. 2020,61,520,40,562,8,141,125,283,153,353,Excellent,"CZK 25,000",Personal,Brick building,G,Standard materials and solutions,Gas boiler,,Middle floor,,,,,,,
696054,"CZK 17,500",50.06312,14.40452,"Radlická, Prague - Smíchov",Studio,42 m²,"CZK 3,500",Furnished,1,No,No,No,No,No,No,No,01. 01. 1970,25,450,75,856,15,203,647,619,790,542,Excellent,"CZK 18,000",Personal,Brick building,E,,,,,,,,,,,
374816,"CZK 20,000",50.0742459,14.4446829,"Moravská, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 5,000",Partially furnished,4,No,No,No,No,No,No,No,30. 01. 2022,176,142,129,755,29,412,321,292,514,267,,,Personal,Brick building,,Standard materials and solutions,Gas boiler,,Middle floor,over 50 years years,,Interior,,,,
696208,"CZK 16,000",50.04515,14.31442,"Hostinského, Prague - Stodůlky",1 bedroom with open-plan kitchen,46 m²,"CZK 2,800",Partially furnished,6,No,No,Yes,No,No,Yes,No,01. 01. 2022,106,578,368,627,568,56,606,232,680,203,Excellent,"CZK 31,000",Personal,Prefab concrete building,G,Standard materials and solutions,District heating,,Middle floor,,,Overall,,,,
545695,"CZK 30,000",50.0538994,14.4205145,"Nad Ostrovem, Prague - Podolí",1 bedroom with open-plan kitchen,83 m²,"CZK 5,000",Furnished,2,Yes,Yes,Yes,No,No,Yes,No,10. 01. 2022,279,698,154,497,193,695,467,986,195,266,,"CZK 60,000",Personal,Other,B,,District heating,,,,Yes,,,,,
692795,"CZK 16,500",50.0190227,14.521984536421,Prague - Újezd u Průhonic,2 bedroom,56 m²,"CZK 3,000",Furnished,3,No,Yes,No,No,No,No,No,18. 11. 2021,245,792,783,"1,005",921,"1,281",160,,,,New build,"CZK 25,000",Personal,Brick building,C,Premium materials and solutions,,,,,,,,,,
633297,"CZK 13,500",50.053441,14.418723,"U Kublova, Prague - Podolí",1 bedroom with open-plan kitchen,40 m²,"CZK 1,000",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 01. 2022,327,923,268,765,237,962,746,"1,374",298,443,Excellent,"CZK 20,000",Personal,Brick building,D,,,,,,,Exterior,,,,
688898,"CZK 18,500",50.1054125,14.4558379,"Jankovcova, Prague - Holešovice",1 bedroom with open-plan kitchen,54 m²,"CZK 2,950",Partially furnished,5,No,No,No,Yes,No,Yes,Yes,01. 12. 2021,70,684,192,496,60,443,652,940,320,294,New build,"CZK 37,000",Personal,Brick building,G,Premium materials and solutions,District heating,,Middle floor,1 to 10 years years,Yes,,,,,
696226,"CZK 13,000",50.01763,14.40109,"Mezi Vodami, Prague - Modřany",Studio,31 m²,"CZK 2,500",Partially furnished,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15. 12. 2021,196,281,"1,184",690,"1,317",,,,,,New build,"CZK 25,000",Personal,Brick building,B,,,,,,,,,,,
696223,"CZK 16,000",50.0922319,14.4948402,"Koněvova, Prague - Žižkov",2 bedroom,60 m²,"CZK 4,000",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 01. 2022,34,230,216,579,145,252,467,392,732,142,Excellent,"CZK 16,000",Personal,Brick building,G,,,,,,,,,,,
318067,"CZK 15,900",50.0744821,14.5077381,"Novostrašnická, Prague - Strašnice",1 bedroom with open-plan kitchen,56 m²,"CZK 3,000",Partially furnished,2,Yes,No,No,No,Yes,No,No,27. 12. 2021,246,"1,297",417,"1,196",371,780,506,881,"1,307",567,,"CZK 18,900",Cooperative,Brick building,B,Standard materials and solutions,District heating,,Middle floor,1 to 10 years years,,,,,,
564139,"CZK 13,000",50.007317,14.4538856,"Papírníkova, Prague - Kamýk",Studio,37 m²,"CZK 2,500",Furnished,2,No,Yes,Yes,No,Yes,Yes,Yes,01. 02. 2022,305,927,423,711,913,346,842,603,,,New build,"CZK 25,000",Personal,Brick building,C,Premium materials and solutions,District heating,,Middle floor,1 to 10 years years,,,,,,
568536,"CZK 12,900",50.0567446,14.4210317,"Nedvědovo náměstí, Prague - Podolí",Studio,40 m²,"CZK 3,500",Partially furnished,3,Yes,No,No,No,No,Yes,Yes,20. 12. 2021,245,353,239,139,213,350,94,701,424,57,Excellent,"CZK 20,000",Personal,Other,,,District heating,,Middle floor,10 to 30 years years,,,,,,
591582,"CZK 11,600",50.030563,14.513792,"Mikulova, Prague - Chodov",Studio,30 m²,"CZK 2,400",Partially furnished,5,No,No,No,No,No,Yes,No,15. 12. 2021,178,370,223,"1,222",554,487,177,349,701,48,Excellent,"CZK 14,000",Personal,Prefab concrete building,B,Premium materials and solutions,District heating,,Middle floor,,,Overall,,,,
644976,"CZK 16,000",50.064839,14.50666,"Jevanská, Prague - Strašnice",1 bedroom with open-plan kitchen,68 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,No,No,01. 02. 2022,128,"1,165",451,840,391,502,668,546,668,503,Excellent,"CZK 31,991",Cooperative,Other,G,,,,,,,Interior,,,,
504281,"CZK 11,500",50.1019623,14.5635645,"Cukrova, Prague - Černý Most",Studio,39 m²,"CZK 3,500",Partially furnished,5,Yes,No,No,No,No,No,No,01. 01. 2022,160,659,409,943,723,615,302,877,85,,New build,"CZK 15,000",Personal,Brick building,B,Standard materials and solutions,District heating,,Middle floor,1 to 10 years years,,,,,,
696207,"CZK 13,990",50.03097361111,14.53460499999,"Hlavatého, Prague - Háje",1 bedroom with open-plan kitchen,44 m²,,Furnished,16,No,No,No,No,No,Yes,No,,110,332,222,263,359,603,288,323,676,244,Excellent,"CZK 16,927",Personal,Prefab concrete building,C,,,,,,,,,,,"CZK 16,927

                                
                                
                
i"
693921,"CZK 9,990",50.10177138888,14.56268694444,"Mrázkova, Prague - Černý Most",Studio,27 m²,,,3,No,No,No,No,No,Yes,No,,208,685,583,970,750,695,338,783,217,,New build,"CZK 12,808",Personal,Brick building,B,,,,,,Yes,,,,,"CZK 12,808

                                
                                
                
i"
693951,"CZK 17,990",50.1153735,14.5658835,"Sicherova, Prague - Kyje",2 bedroom with open-plan kitchen,80 m²,,Furnished,1,Yes,No,Yes,No,Yes,No,No,,369,"1,009",784,"1,378","1,263",796,,,,,New build,"CZK 22,779",Personal,Brick building,C,,,,,,Yes,,,,,"CZK 22,779

                                
                                
                
i"
693953,"CZK 34,990",50.09031888888,14.41819611111,"Maiselova, Prague - Josefov",3 bedroom with open-plan kitchen,92 m²,,Partially furnished,1,No,No,No,No,No,Yes,No,,158,298,229,363,73,446,301,566,195,586,Excellent,"CZK 38,120",Personal,Brick building,G,,,,,,,,,,,"CZK 38,120

                                
                                
                
i"
693949,"CZK 13,990",50.10847194444,14.50895277777,"U vysočanského pivovaru, Prague - Vysočany",1 bedroom with open-plan kitchen,50 m²,,Partially furnished,6,No,No,Yes,No,No,No,No,,312,782,436,584,412,741,485,305,808,688,Excellent,"CZK 17,718",Personal,Brick building,G,,,,,,,,,,,"CZK 17,718

                                
                                
                
i"
693947,"CZK 11,990",50.115312,14.4721862,"Na Dědince, Prague - Libeň",1 bedroom with open-plan kitchen,34 m²,,Unfurnished,2,No,No,Yes,No,No,Yes,No,,74,"1,232",240,"1,230",134,524,406,"1,390",876,343,Excellent,"CZK 15,711",Personal,Brick building,D,,,,,,,,,,,"CZK 15,711

                                
                                
                
i"
693956,"CZK 9,990",50.101898193359,14.567500114441,"Vašátkova, Prague - Černý Most",1 bedroom with open-plan kitchen,45 m²,,Furnished,6,No,No,Yes,No,No,Yes,No,,225,965,229,"1,246",744,804,435,414,"1,250",333,Good,"CZK 13,141",Personal,Prefab concrete building,C,,,,,,,,,,,"CZK 13,141

                                
                                
                
i"
694634,"CZK 15,990",50.08934972222,14.46700694444,"Zelenky-Hajského, Prague - Žižkov",1 bedroom,41 m²,,Unfurnished,5,Yes,No,Yes,No,No,Yes,No,,102,791,10,132,114,160,463,487,433,200,Good,"CZK 18,389",Cooperative,Brick building,G,,,,,,,,,,,"CZK 18,389

                                
                                
                
i"
694769,"CZK 9,490",50.025133,14.4402511,"Nad lesním divadlem, Prague - Braník",Studio,28 m²,,Furnished,12,No,No,No,No,No,Yes,No,,244,558,85,531,606,585,594,73,"1,114",78,Good,"CZK 11,850",Personal,Brick building,D,,,,,,,,,,,"CZK 11,850

                                
                                
                
i"
694808,"CZK 17,990",50.01925972222,14.40228888888,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,53 m²,,Unfurnished,1,No,No,Yes,No,Yes,Yes,No,,389,473,"1,376",581,"1,308",,,,,,New build,"CZK 22,227",Personal,Other,B,,,,,,Yes,,,,,"CZK 22,227

                                
                                
                
i"
693936,"CZK 13,990",50.12982277777,14.4270275,"Štětínská, Prague - Bohnice",1 bedroom with open-plan kitchen,46 m²,,Unfurnished,1,Yes,No,Yes,No,No,Yes,No,,347,636,371,933,631,402,402,513,710,17,Excellent,"CZK 16,507",Cooperative,Prefab concrete building,G,,,,,,,,,,,"CZK 16,507

                                
                                
                
i"
544002,"CZK 19,999",50.0065169,14.4518378,"Zimova, Prague - Kamýk",1 bedroom with open-plan kitchen,72 m²,"CZK 2,500",Partially furnished,2,No,Yes,No,No,No,No,No,01. 01. 2022,194,985,477,595,971,228,"1,452",635,506,,New build,"CZK 40,000",Personal,Brick building,B,Premium materials and solutions,Central heating,,Middle floor,1 to 10 years years,Yes,,,,,
299349,"CZK 16,000",50.0705493,14.4458579,"Rybalkova, Prague - Vršovice",Studio,46 m²,"CZK 1,600",Unfurnished,4,No,Yes,No,No,No,No,No,01. 06. 2019,303,670,152,532,185,498,420,408,479,135,,"CZK 30,000",Personal,Other,,,,,,,,,,,,
308440,"CZK 19,500",50.1114955,14.3916515,"Heinemannova, Prague - Dejvice",1 bedroom with open-plan kitchen,56 m²,"CZK 3,500",Furnished,3,Yes,No,No,No,Yes,Yes,No,10. 12. 2021,430,42,"1,133",367,813,702,202,290,753,,,"CZK 20,000",Personal,Brick building,,Standard materials and solutions,Central heating,,Middle floor,10 to 30 years years,,,,,,
696177,"CZK 14,800",50.0878,14.42486,"Štupartská, Prague - Staré Město",1 bedroom,35 m²,"CZK 1,000",Furnished,5,No,No,No,No,No,No,No,14. 12. 2021,341,328,106,263,11,436,360,342,334,350,Excellent,"CZK 15,000",Personal,Brick building,B,,,,,,,,,,,
645605,"CZK 25,000",50.087798,14.424816,"Štupartská, Prague - Staré Město",3 bedroom,120 m²,"CZK 2,000",Furnished,4,Yes,No,No,No,No,No,No,14. 12. 2021,344,331,109,266,8,439,363,345,337,353,Excellent,"CZK 25,000",Personal,Brick building,B,,,,,,,,,,,
600314,"CZK 16,900",50.077616,14.422776,"Příčná, Prague - Nové Město",1 bedroom with open-plan kitchen,52 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,No,Yes,No,07. 08. 2020,249,504,98,257,39,197,310,446,442,383,Excellent,"CZK 20,000",Personal,Brick building,D,Premium materials and solutions,Gas boiler,,Middle floor,over 50 years years,,Interior,,,,
690967,"CZK 13,800",50.09141,14.48205,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,46 m²,CZK 420,Partially furnished,5,No,No,Yes,No,No,No,No,10. 11. 2021,153,713,127,404,127,337,488,155,161,256,Excellent,"CZK 41,000",Personal,Brick building,G,,,,,,,,,,,
27966,"CZK 12,000",50.0757964,14.4035156,"Štefánikova, Prague - Smíchov",1 bedroom,42 m²,CZK 800,Unfurnished,4,No,No,No,No,No,No,No,09. 12. 2021,28,239,70,78,57,33,265,"1,013",833,438,,"CZK 13,000",Personal,Brick building,G,,Gas boiler,,Top floor,,,,,,,
693806,"CZK 25,000",50.08889,14.46514,"Hájkova, Prague - Žižkov",3 bedroom,80 m²,"CZK 3,500",Partially furnished,6,No,No,No,No,No,Yes,No,01. 02. 2022,233,699,160,106,33,310,575,570,516,255,Excellent,"CZK 40,000",Cooperative,Brick building,G,Premium materials and solutions,Gas boiler,,Middle floor,over 50 years years,,Interior,,,,
691484,"CZK 12,000",50.07981,14.45444,"Jagellonská, Prague - Vinohrady",2 bedroom,72 m²,CZK 999,Partially furnished,1,Yes,No,No,No,No,No,No,09. 11. 2021,388,390,8,339,5,599,476,519,807,197,Good,"CZK 12,000",Personal,Brick building,G,,,,,,,,,,,
688416,"CZK 14,000",50.10896,14.60189,"Božanovská, Prague - Horní Počernice",Small studio,34 m²,"CZK 2,500",Furnished,1,Yes,No,No,No,Yes,No,Yes,15. 11. 2021,64,"1,086",658,297,948,"1,201",494,,,,Excellent,"CZK 10,000",Personal,Brick building,B,Premium materials and solutions,Gas boiler,30 m²,Ground floor,1 to 10 years years,,Overall,,,,
609922,"CZK 9,000",50.0078033,14.4289142,"Nikoly Vapcarova, Prague - Modřany",Studio,32 m²,"CZK 3,608",Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 01. 2022,203,866,240,855,147,939,402,264,368,122,Excellent,"CZK 10,000",Personal,Prefab concrete building,A,Standard materials and solutions,District heating,,Raised ground floor,,,Overall,,,,
695908,"CZK 15,000",50.09479,14.49224,"K Lučinám, Prague - Žižkov",2 bedroom,51 m²,"CZK 3,500",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 01. 2022,344,445,291,529,339,423,175,339,224,184,Excellent,"CZK 25,000",Personal,Brick building,G,,,,,,,,,,,
695683,"CZK 23,000",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,64 m²,"CZK 5,000",Furnished,4,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 01. 2022,79,953,290,"1,197",615,"1,258","1,259",537,,,New build,"CZK 29,500",Personal,Low-energy building,A,,,,,,,,,,,
693471,"CZK 11,900",50.036732,14.5934079,"V Bytovkách, Prague - Uhříněves",2 bedroom with open-plan kitchen,57 m²,"CZK 3,500",Furnished,1,No,No,Yes,No,No,No,No,06. 12. 2021,248,"1,034",386,829,727,815,329,350,"1,230",80,Good,"CZK 15,000",Cooperative,Brick building,G,,,,,,,,,,,
684015,"CZK 8,500",50.1021,14.56863,"Vašátkova, Prague - Černý Most",Studio,25 m²,"CZK 1,000",Unfurnished,7,No,No,No,No,No,Yes,No,01. 11. 2021,126,"1,098",236,"1,170",668,771,442,431,"1,432",367,Good,"CZK 5,000",Cooperative,Prefab concrete building,E,Standard materials and solutions,District heating,,Top floor,,,Interior,,,,
674119,"CZK 11,000",50.0535,14.4193,"U Kublova, Prague - Podolí",Studio,29 m²,"CZK 1,000",Partially furnished,3,No,No,Yes,No,No,No,No,12. 12. 2021,197,758,83,579,111,776,561,"1,132",113,258,Excellent,"CZK 22,000",Personal,Brick building,G,Premium materials and solutions,Other,,Middle floor,1 to 10 years years,,Overall,,,,
695678,"CZK 15,000",50.0596,14.42716,"Marie Cibulkové, Prague - Nusle",2 bedroom,60 m²,"CZK 4,000",Unfurnished,2,No,No,Yes,No,No,Yes,No,01. 01. 2022,74,644,172,383,119,423,536,222,113,330,Excellent,"CZK 15,000",Personal,Brick building,G,Standard materials and solutions,Gas boiler,,Middle floor,,,,,,,
666834,"CZK 16,000",50.0667,14.39653,"U Nikolajky, Prague - Smíchov",2 bedroom,69 m²,CZK 440,Partially furnished,2,Yes,No,No,No,No,No,No,01. 01. 2022,236,378,464,734,144,465,325,538,768,338,Excellent,"CZK 32,000",Personal,Brick building,D,,,,,,,,,,,
547750,"CZK 13,000",50.0397661,14.5691725,Prague - Horní Měcholupy,Studio,33 m²,"CZK 2,800",Partially furnished,4,Yes,Yes,No,No,No,Yes,No,22. 01. 2022,302,887,529,752,700,343,444,640,"1,245",354,Excellent,"CZK 25,000",Personal,Other,C,,,,Middle floor,1 to 10 years years,,,,,,
608954,"CZK 16,000",50.0905802,14.3505593,"Janouškova, Prague - Veleslavín",2 bedroom,55 m²,"CZK 5,000",Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,116,258,112,618,247,392,463,316,364,283,Excellent,"CZK 32,000",Personal,Prefab concrete building,C,Standard materials and solutions,District heating,,Raised ground floor,,,,,,,
162035,"CZK 9,000",50.0257033,14.436275,"Nad lesním divadlem, Prague - Braník",Small studio,24 m²,"CZK 2,000",Partially furnished,8,No,No,No,No,No,Yes,No,,227,270,228,240,317,296,689,373,901,378,,"CZK 5,000",Personal,Prefab concrete building,,,,,,,Yes,,,,,
696139,"CZK 11,500",50.07041,14.45537,"Madridská, Prague - Vršovice",1 bedroom,50 m²,"CZK 1,000",Furnished,1,No,No,No,No,No,No,No,01. 01. 2022,314,509,176,286,136,284,227,16,462,68,Excellent,,Cooperative,Brick building,G,,,,,,,,,,,
