Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Ownership,Age,Designe,Building type,Heating,EPC,Condition,Enclosed balcony,Lift,Cellar,Balcony,Parking,Garage,New-build,Reconstruction,Terrace,Administrative fee,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 16,500",CZK 500,725552,1 bedroom,7/12/2022,40 m²,Unfurnished,4,174.96,394.24,117.24,137.89,146.05,137.66,437.73,683.8,648.51,516.31,Prague - Nusle,50.06435,14.44294,"CZK 40,000",,,,Brick,,G,Very good,,,,,,,,,,,,,
"CZK 14,000","CZK 3,200",593920,Studio,7/1/2022,33 m²,Partly,1,375.01,1608.31,443.05,1379.73,522.27,1544.31,1286.29,1493.2,614.46,103.23,"Strnadových, Prague - Vysočany",50.11271,14.514971,"CZK 34,000",Personal,Up to 10 years,Luxurious,Brick,Distance,B,New-build,,1.0,,,,1.0,1.0,Complete,1.0,,,,
"CZK 14,750","CZK 3,950",74207,Studio,7/13/2022,36 m²,Fully furnished,2,104.42,1177.9,93.55,1019.9,48.15,771.46,441.51,776.73,918.62,151.89,"Molákova , Prague - Karlín",50.0969546,14.4652087,"CZK 18,500",Personal,,,Other,,,,,,,,,,,,1.0,,,,
"CZK 8,500","CZK 2,100",725539,3+1,8/1/2022,98 m²,Fully furnished,3,206.75,606.95,115.3,151.99,121.54,279.96,685.44,517.15,502.61,346.52,Prague - Smíchov,50.07087,14.40897,"CZK 20,000",,,,Brick,,G,Good,,,,,,,,,,,,,
"CZK 27,000","CZK 3,000",611383,4+kk,9/1/2022,80 m²,Partly,6,397.92,621.17,1056.27,1200.12,294.68,737.35,1026.58,969.41,191.59,293.77,"Škrábkových, Prague - Letňany",50.140398,14.519076,"CZK 54,000",Personal,Up to 10 years,Luxurious,Low-energy,Central,B,New-build,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,
"CZK 7,400","CZK 2,500",725536,1 bedroom,7/12/2022,49 m²,Partly,1,385.77,939.76,93.07,746.96,72.39,319.9,491.59,492.56,516.32,410.26,Prague - Strašnice,50.06977,14.49652,"CZK 15,000",,,,Brick,,E,Good,,,1.0,,,,,,,,,,
"CZK 12,000","CZK 3,500",403921,Studio,9/1/2022,40 m²,Fully furnished,3,227.37,259.16,190.25,329.28,123.0,273.52,789.96,952.36,1293.57,401.17,"Hnězdenská, Prague - Troja",50.1263568,14.4202859,"CZK 15,500",Personal,10 to 30 years,Standard,Brick,Central,,Very good,,,,,,,,,,,,,
"CZK 22,500",CZK 0,724112,2 bedroom,10/1/2022,50 m²,Partly,1,223.09,740.62,215.3,404.59,207.61,474.03,404.07,276.61,298.27,269.34,Prague - Nusle,50.06368,14.42373,"CZK 34,000",,,,Brick,,G,Very good,,,1.0,,,,,,,,,,
"CZK 12,000","CZK 4,000",319529,Small studio,7/14/2021,36 m²,Fully furnished,3,238.9,528.12,220.82,246.42,137.46,238.84,57.67,275.26,1217.47,59.8,"V hůrkách, Prague - Stodůlky",50.0491133,14.3464722,"CZK 10,000",Personal,,Standard,Prefab concrete,Central,,,,1.0,,,,,,,,,,,
"CZK 12,900","CZK 2,900",725524,Small studio,8/1/2022,22 m²,Fully furnished,1,31.28,548.58,126.68,143.3,0.3,434.1,478.36,426.94,746.78,384.93,Prague - Nové Město,50.07342,14.41489,"CZK 18,000",,,,Brick,,G,Very good,,,,,,,,,,,,,
"CZK 21,000",CZK 700,534372,2+kk,8/1/2022,66 m²,Unfurnished,4,108.23,391.06,244.03,205.75,87.05,83.9,290.48,222.06,529.85,194.84,"Vinohradská, Prague - Vinohrady",50.0772932,14.4476518,"CZK 21,000",Personal,Up to 10 years,,Brick,Gas boiler,B,,,,,,,,,Complete,,,,,
"CZK 19,000","CZK 1,000",541897,2 bedroom,8/1/2022,55 m²,Partly,2,333.82,584.56,154.21,439.08,344.7,495.05,589.37,587.29,769.29,294.06,Prague - Vinohrady,50.0750204,14.4851619,"CZK 20,000",Personal,,Standard,Brick,Electric boiler,D,,,,,,,,,Complete,,,,,
"CZK 24,800",CZK 0,725522,3+1,7/12/2022,70 m²,Unfurnished,4,263.27,770.63,491.97,2049.74,451.24,1386.78,906.09,1290.09,1023.73,425.82,Prague - Libuš,50.01183,14.45502,"CZK 30,000",,,,Prefab concrete,,G,Very good,1.0,1.0,,,,,,,,,,,
"CZK 16,500","CZK 1,000",281291,2 bedroom,8/1/2022,52 m²,Partly,2,335.18,585.92,155.57,440.43,346.06,493.69,590.73,585.93,770.65,292.71,"Krátká, Prague - Vinohrady",50.0750172,14.4851435,"CZK 17,500",Personal,,Standard,Brick,Electric boiler,E,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000",725509,2 bedroom,8/1/2022,60 m²,Fully furnished,7,66.51,124.74,126.5,412.33,182.62,218.01,319.08,467.81,508.39,69.15,Prague - Holešovice,50.1029,14.44467,"CZK 17,000",,,,Prefab concrete,,G,Very good,1.0,1.0,1.0,,1.0,1.0,,,,,,,
"CZK 22,000","CZK 4,500",159198,2 bedroom,9/1/2022,68 m²,Partly,3,349.02,778.99,541.02,1070.45,518.49,901.47,388.63,8.58,1042.2,229.99,"U Okrouhlíku, Prague - Smíchov",50.0739658,14.3817333,"CZK 22,000",Personal,Up to 10 years,,Brick,Gas boiler,,,,,,,,,,Complete,,,,,
"CZK 22,000","CZK 1,400",634155,2 bedroom,7/15/2022,80 m²,Partly,2,234.48,595.41,45.79,424.68,31.49,247.34,252.66,884.92,968.01,334.04,Prague - Malá Strana,50.088636,14.39887,"CZK 30,000",Other,,,Other,,G,Very good,,,,,,,,,,,,,
"CZK 13,000","CZK 1,000",725485,Small studio,7/12/2022,20 m²,Unfurnished,4,212.45,629.95,115.38,498.09,125.74,715.12,224.98,1377.12,173.77,295.64,Prague - Bubeneč,50.10237,14.41812,"CZK 26,000",,,,Brick,,G,New-build,,1.0,,1.0,,,,,,,,,
"CZK 18,000","CZK 3,500",387154,2+kk,8/1/2022,66 m²,Partly,3,169.28,1187.59,269.36,1262.5,487.76,262.2,218.17,597.69,897.43,187.51,"Březenská, Prague - Libeň",50.128458,14.484084,"CZK 22,000",Personal,Up to 10 years,,Brick,Central,B,New-build,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,
"CZK 15,000",CZK 0,250012,1 bedroom,7/11/2022,30 m²,Partly,3,199.08,871.2,156.11,575.85,182.29,455.67,295.58,477.46,968.34,398.18,Prague - Smíchov,50.0730669,14.394531,"CZK 20,000",Other,,,Brick,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",725440,3+1,7/11/2022,85 m²,Partly,2,256.37,1117.23,482.0,1155.61,205.81,824.94,1356.93,232.9,963.34,473.12,Prague - Vršovice,50.06172,14.46566,"CZK 20,000",,,,Brick,,G,Very good,,,,,1.0,,,,,,,,
"CZK 15,000","CZK 4,400",725431,2 bedroom,8/1/2022,56 m²,Partly,1,313.1,1509.72,332.54,2411.33,465.95,1621.12,355.56,1288.52,824.55,887.44,Prague - Ruzyně,50.08429,14.31501,"CZK 15,000",,,,Brick,,G,Good,,,1.0,,,,,,,,,,
"CZK 13,500","CZK 5,200",66794,2+kk,8/1/2022,52 m²,Partly,5,600.09,1550.81,194.63,1651.27,465.86,838.08,540.63,802.14,1444.79,52.68,"Roudnická, Prague - Střížkov",50.1328588,14.4873784,"CZK 18,699",Personal,,Standard,Prefab concrete,Distance,,,,,,,,,,Complete,,,,,
"CZK 22,000","CZK 3,000",725138,2+kk,8/1/2022,63 m²,Partly,1,92.53,1576.27,658.52,1399.02,165.19,1023.16,583.2,1388.74,1172.98,994.03,Prague - Krč,50.03352,14.44734,"CZK 20,000",,,,Brick,,C,New-build,,,1.0,,1.0,,1.0,,1.0,,,,
"CZK 15,300","CZK 4,200",725424,1 bedroom,8/7/2022,54 m²,Unfurnished,3,420.24,1485.76,850.0,4102.98,539.63,826.71,1209.44,3352.48,1284.16,462.62,Prague - Dolní Měcholupy,50.06799,14.55658,"CZK 23,000",,,,Brick,,B,New-build,,1.0,,1.0,,,1.0,,,,,,
"CZK 18,000","CZK 4,000",725411,2+kk,7/11/2022,54 m²,Fully furnished,1,103.75,955.7,280.48,410.2,14.01,631.02,346.46,380.05,657.91,172.57,Prague - Bubeneč,50.1039,14.40337,"CZK 18,000",,,,Brick,,C,Good,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000",690903,2+kk,7/15/2022,58 m²,Partly,1,255.31,280.06,351.49,1432.77,369.76,1267.71,541.92,878.1,811.36,195.9,"Ondrákové, Prague - Hlubočepy",50.02841,14.36164,"CZK 21,000",Personal,,,Brick,,A,New-build,,1.0,,1.0,,,,,,,,,
"CZK 14,000","CZK 3,700",580862,2+kk,4/18/2021,45 m²,Partly,2,389.77,291.65,201.65,1091.67,233.57,288.35,324.83,227.26,349.38,168.3,"Přecechtělova, Prague - Stodůlky",50.03696215,14.340748918043,"CZK 28,000",Personal,,Standard,Prefab concrete,Distance,G,Very good,,1.0,1.0,,1.0,,,Complete,,,,,
"CZK 19,500","CZK 4,500",652153,Studio,7/11/2022,20 m²,Fully furnished,3,203.12,501.16,103.26,445.67,8.74,239.25,220.23,444.7,768.67,492.57,"Fügnerovo náměstí, Prague - Nové Město",50.071528,14.430216,"CZK 3,000",Personal,Up to 10 years,Luxurious,Brick,Central,C,Very good,,1.0,,,1.0,1.0,,Complete,,,,,
"CZK 7,500","CZK 1,500",688853,Other,7/1/2022,31 m²,Unfurnished,,200.57,849.52,203.4,687.9,182.43,686.24,524.74,415.67,640.86,162.21,"Bulharská, Prague - Vršovice",50.07186,14.46305,"CZK 18,000",Personal,,,Brick,,G,Very good,,,,,,,,,,,,,
"CZK 19,500","CZK 3,000",721889,1 bedroom,6/10/2022,40 m²,Fully furnished,,113.11,379.86,71.41,241.99,45.66,98.49,295.44,275.59,558.97,269.92,Prague - Vinohrady,50.0755,14.45124,"CZK 39,000",,,,Brick,,G,New-build,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000",725391,Studio,8/1/2022,30 m²,Partly,2,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,"CZK 17,000",,,,Brick,,A,New-build,,1.0,,,,,1.0,,,,,,
"CZK 22,400","CZK 4,000",725384,2+kk,8/1/2022,52 m²,Partly,2,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,"CZK 26,400",,,,Brick,,A,New-build,,1.0,,1.0,,,1.0,,,,,,
"CZK 19,990","CZK 3,356",725380,3+kk,7/20/2022,72 m²,Partly,3,446.73,1397.26,408.64,1021.64,618.03,673.85,777.16,497.23,1097.51,183.31,"Pohnertova, Prague - Kobylisy",50.13102472222,14.44744055555,"CZK 23,346",Personal,,,Brick,,G,Good,1.0,,1.0,1.0,,,,,,"CZK 23,346",,,
"CZK 12,000","CZK 4,000",725293,2+kk,7/10/2022,53 m²,Unfurnished,3,368.56,1335.0,483.78,1142.77,759.24,1237.36,754.88,655.56,1535.27,437.24,Prague - Uhříněves,50.03848,14.59384,"CZK 36,000",,,,Brick,,B,Very good,,1.0,1.0,,,1.0,,,1.0,,,,
"CZK 33,000","CZK 5,500",320146,4+kk,8/3/2022,127 m²,Partly,7,180.9,275.92,211.57,252.38,137.33,251.39,270.69,505.51,363.09,285.71,"Sinkulova, Prague - Podolí",50.0584062,14.4233332,"CZK 66,000",Personal,Up to 10 years,Luxurious,Low-energy,Central,C,New-build,,1.0,,,,1.0,1.0,,1.0,,,,
"CZK 26,800",CZK 700,526419,3+kk,7/1/2022,93 m²,Partly,5,53.14,367.43,39.88,58.19,55.02,254.58,117.96,330.45,564.75,447.33,Prague - Nové Město,50.0781585,14.4191436,"CZK 53,600",Personal,,,Brick,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,500",725340,2+kk,8/3/2022,45 m²,Partly,5,232.42,254.11,185.2,324.23,117.95,268.47,784.91,947.31,1288.52,396.11,Prague - Troja,50.12639,14.42051,"CZK 14,000",,,,Prefab concrete,,G,Very good,1.0,1.0,,,,,,,,,,,
"CZK 15,000","CZK 5,500",719984,2 bedroom,7/1/2022,70 m²,Partly,2,55.6,1042.19,684.66,858.41,831.85,889.14,211.8,921.97,949.88,409.26,Prague - Košíře,50.06457,14.3713,"CZK 30,000",Personal,10 to 30 years,Standard,Brick,,,Very good,,,1.0,1.0,,,,Exterior,,,,,
"CZK 17,000","CZK 2,552",725356,2+kk,9/1/2022,60 m²,Partly,6,70.64,1023.87,0.18,233.27,167.41,410.68,194.37,681.25,522.23,790.97,Prague - Holešovice,50.10039,14.43598,"CZK 17,000",,,,Brick,,G,Good,1.0,1.0,1.0,,,,,,,,,,
"CZK 18,500","CZK 4,500",724494,2 bedroom,8/8/2022,52 m²,Fully furnished,6,157.38,898.11,582.97,939.2,587.48,920.05,564.57,401.12,806.99,126.99,Prague - Michle,50.05049,14.46551,"CZK 37,000",,,,Prefab concrete,,G,Very good,1.0,1.0,1.0,1.0,1.0,1.0,,Complete,,,,,
"CZK 10,500",CZK 0,657679,Studio,8/1/2022,28 m²,Fully furnished,1,161.13,683.98,197.44,210.64,168.97,991.91,66.08,429.12,550.74,254.67,"Adamovská, Prague - Michle",50.05892,14.45137,"CZK 20,000",Personal,,,Brick,,G,Very good,,1.0,,,,,,,,,,,
"CZK 14,000","CZK 2,500",677905,Studio,8/1/2022,32 m²,Fully furnished,5,157.36,927.29,86.78,739.19,36.72,254.8,567.56,287.14,694.0,393.52,"Čumpelíkova, Prague - Kobylisy",50.12763,14.45974,"CZK 14,000",Personal,Up to 10 years,,Prefab concrete,Distance,B,Very good,,1.0,1.0,1.0,,,,,,,,,
"CZK 14,000",CZK 500,725338,Studio,8/1/2022,24 m²,Fully furnished,5,222.41,578.44,185.38,561.4,179.63,344.62,146.28,520.96,554.33,481.37,Prague - Vinohrady,50.07035,14.43111,"CZK 20,000",,,,Brick,,G,Very good,,,,,,,,,,,,,
"CZK 19,999","CZK 4,500",334624,Studio,8/1/2022,39 m²,Fully furnished,1,161.88,690.04,386.69,178.53,127.34,529.65,741.37,854.39,628.9,179.13,"Kališnická, Prague - Žižkov",50.089749,14.462776,"CZK 24,500",Personal,,Luxurious,Brick,Central,,New-build,,1.0,1.0,,,1.0,1.0,,,,,,
"CZK 14,000","CZK 4,000",633291,Studio,9/1/2022,37 m²,Partly,6,296.63,1178.0,587.87,3787.88,277.49,564.58,922.09,3210.54,1091.67,331.3,"Honzíkova, Prague - Dolní Měcholupy",50.067054,14.552755,"CZK 28,000",Personal,Up to 10 years,,Brick,,B,New-build,,1.0,,1.0,,,,,,,,,
"CZK 16,200","CZK 3,700",516525,Studio,7/11/2022,58 m²,Partly,,308.24,1346.98,719.34,1301.51,1076.53,1116.54,1213.15,1015.4,1168.53,551.17,Prague - Hloubětín,50.108687,14.5251219,"CZK 32,000",Personal,Up to 10 years,Luxurious,Other,Distance,,,,,1.0,,,,1.0,Complete,1.0,,,,
"CZK 15,000","CZK 3,400",724389,2+kk,7/1/2022,41 m²,Unfurnished,6,102.75,496.26,255.84,493.57,215.16,312.99,606.32,145.02,802.82,77.54,Prague - Hlubočepy,50.03164,14.37233,"CZK 25,000",,,,Prefab concrete,,G,Very good,,1.0,,,1.0,1.0,,,,,,,
"CZK 25,000","CZK 2,000",725323,2+kk,7/10/2022,62 m²,Partly,2,310.21,456.62,95.93,640.75,18.16,389.02,113.87,877.35,911.35,409.76,Prague - Malá Strana,50.08843,14.39699,"CZK 25,000",,,,Brick,,B,Very good,,,,,,,,,,,,,
"CZK 18,500","CZK 2,500",725314,Studio,7/25/2022,47 m²,Fully furnished,2,42.39,972.28,493.9,779.33,473.81,570.56,101.85,1243.61,701.11,348.0,Prague - Holešovice,50.11053,14.45074,"CZK 17,000",,,,Brick,,A,New-build,,1.0,,,,,,,,,,,
"CZK 15,500","CZK 4,700",725322,2+kk,7/10/2022,43 m²,Fully furnished,2,372.24,595.96,363.77,889.08,667.91,825.75,526.91,608.99,598.11,44.36,Prague - Horní Měcholupy,50.04313,14.55293,"CZK 20,000",,,,Prefab concrete,,G,Very good,,1.0,,,1.0,,,,,,,,
"CZK 16,000","CZK 4,000",712727,2+kk,4/4/2022,50 m²,Partly,,238.26,491.08,272.76,285.47,308.65,480.37,253.77,835.23,286.65,150.92,"Podolská, Prague - Podolí",50.05563,14.42088,"CZK 48,000",Personal,,Luxurious,Brick,Gas boiler,G,Very good,,,1.0,,,,,Complete,,,,,
"CZK 24,500","CZK 6,000",725315,3+kk,8/1/2022,93 m²,Partly,4,601.42,1246.41,500.88,831.75,66.15,916.15,440.91,592.56,429.11,558.39,Prague - Libeň,50.11046,14.48677,"CZK 24,500",Personal,,Standard,Brick,Distance,G,New-build,,1.0,1.0,1.0,1.0,,1.0,,,,,,
"CZK 24,900","CZK 3,900",647743,2+kk,7/22/2022,52 m²,Fully furnished,6,321.74,272.42,32.18,227.85,42.93,69.06,244.65,812.35,163.33,572.38,"Opletalova, Prague - Nové Město",50.0814214,14.4299039,"CZK 57,600",Personal,,Luxurious,Brick,Central,D,Very good,,1.0,,,1.0,,,Complete,1.0,,,,
"CZK 10,000","CZK 2,500",575593,Small studio,7/18/2022,30 m²,Fully furnished,2,59.17,3222.38,3149.47,4640.47,335.04,3459.34,3032.31,4721.04,3685.68,502.9,Prague - Přední Kopanina,50.117916,14.301685,"CZK 12,500",Personal,,,Brick,Electric boiler,A,Very good,,,,,,,,,,,,,
"CZK 12,000","CZK 1,000",208147,Small studio,8/1/2022,30 m²,Partly,1,280.87,1357.43,864.77,894.85,423.74,838.38,1203.5,640.23,469.95,504.68,"Za Lužinami, Prague - Stodůlky",50.052052,14.3232845,"CZK 13,000",Personal,Up to 10 years,Standard,Brick,Gas boiler,A,Very good,,,,,,,1.0,Complete,,,,,
"CZK 23,000","CZK 6,178",725287,3+kk,7/10/2022,72 m²,Fully furnished,5,227.05,1750.23,723.69,1715.4,938.43,1383.6,1683.05,1360.48,960.85,244.66,Prague - Stodůlky,50.05816,14.33017,"CZK 46,000",,,,Other,,C,Very good,,1.0,1.0,1.0,1.0,1.0,,,,,,,
"CZK 13,000","CZK 2,000",442016,2+kk,8/1/2022,43 m²,Fully furnished,2,86.54,552.09,64.19,475.15,110.82,502.33,475.63,231.41,580.05,222.42,"Makovského, Prague - Řepy",50.0654303,14.3022742,"CZK 15,000",Personal,,,Prefab concrete,Central,,Very good,,1.0,,,1.0,,,Exterior,,,,,
"CZK 22,000","CZK 5,000",725282,3+1,7/10/2022,79 m²,Partly,3,424.12,1546.48,315.12,1539.14,785.51,498.65,323.93,127.3,683.19,244.29,Prague - Kamýk,50.01359,14.43028,"CZK 22,000",,,,Low-energy,,C,Good,1.0,1.0,,,,,,,,,,,
"CZK 13,000","CZK 4,000",721611,Studio,6/8/2022,29 m²,Fully furnished,1,191.66,1839.52,1331.3,1832.17,1196.12,1289.79,533.47,1487.36,1248.9,102.46,Prague - Hodkovičky,50.02141,14.41347,"CZK 26,000",,,,Prefab concrete,,G,Very good,,1.0,,,1.0,,,,,,,,
"CZK 11,800","CZK 2,500",724773,Small studio,7/5/2022,42 m²,Partly,1,168.4,647.02,195.21,339.01,196.19,297.72,444.19,528.1,574.34,624.02,Prague - Břevnov,50.08277,14.37108,"CZK 12,000",,,,Brick,,B,Very good,,,,,,,,,,,,,
"CZK 11,500","CZK 2,000",721144,1 bedroom,7/11/2022,30 m²,Partly,4,304.64,426.19,96.47,371.62,165.33,203.56,296.08,292.13,965.19,133.67,Prague - Střížkov,50.12587,14.49505,"CZK 23,000",,,,Prefab concrete,Central,G,Very good,1.0,1.0,,,,,,Complete,,,,,
"CZK 20,000","CZK 5,500",723672,3+1,9/1/2022,68 m²,Fully furnished,11,212.27,1243.66,323.18,1789.84,473.36,444.79,582.51,1306.11,322.63,75.43,Prague - Krč,50.02767,14.45456,"CZK 25,500",Personal,,,Prefab concrete,,D,Good,1.0,1.0,1.0,,1.0,,,,,,,,
"CZK 16,000","CZK 3,700",713312,2+kk,5/1/2022,65 m²,Partly,2,382.88,732.09,635.85,2859.89,570.67,596.02,429.85,429.85,251.5,494.81,Prague - Vinoř,50.1437811339,14.577235101644,"CZK 19,000",Personal,Up to 10 years,Luxurious,Brick,Electric boiler,B,Very good,,,,,1.0,,,Complete,,,,,
"CZK 20,000","CZK 5,000",277759,3+1,7/10/2022,67 m²,Partly,,226.8,113.17,247.94,447.22,218.41,544.64,261.78,360.15,642.37,272.33,"U Demartinky, Prague - Smíchov",50.0708952,14.3761637,"CZK 25,000",Cooperative,,,Brick,Gas boiler,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,500",725245,2+kk,8/1/2022,40 m²,Fully furnished,1,267.36,667.56,77.61,212.6,174.59,333.02,738.78,577.76,563.22,311.15,Prague - Smíchov,50.07091,14.40974,"CZK 18,000",,,,Brick,,G,Very good,,1.0,1.0,,,,,,,,,,
"CZK 28,000","CZK 5,500",725243,3+kk,8/1/2022,80 m²,Fully furnished,5,179.91,1436.45,474.0,1249.74,171.4,726.64,548.97,586.01,649.42,394.25,Prague - Libeň,50.11508,14.47504,"CZK 56,000",,,,Other,,B,New-build,,1.0,1.0,,1.0,,1.0,,1.0,,,,
"CZK 13,500","CZK 3,500",268682,2+kk,7/10/2022,43 m²,Unfurnished,2,271.31,1126.68,355.65,1119.33,551.74,197.24,233.66,665.19,567.45,137.82,"Snopkova, Prague - Kamýk",50.0162578,14.433737,"CZK 25,000",Cooperative,,,Prefab concrete,,,Good,,,,1.0,,,,,,,,,
"CZK 20,000","CZK 4,000",720298,3+kk,7/1/2022,60 m²,Partly,1,382.45,1106.82,181.53,804.91,339.1,891.21,224.88,329.03,848.67,322.22,Prague - Podolí,50.04736,14.43043,"CZK 30,000",,,,Prefab concrete,,C,Very good,1.0,1.0,,,,,,Bathroom unit,,,,,
"CZK 15,000","CZK 5,000",662985,2+kk,9/1/2022,40 m²,Fully furnished,3,294.2,615.98,115.85,349.79,0.38,400.03,529.39,433.35,595.68,226.56,"Sudoměřská, Prague - Žižkov",50.08031,14.45875,"CZK 15,000",Personal,Up to 10 years,Standard,Brick,Gas boiler,A,Very good,,1.0,,,,,,Bathroom unit,,,,,
"CZK 17,000","CZK 3,500",645062,2+kk,1/4/2021,54 m²,Partly,3,263.72,1527.52,872.18,1954.14,646.77,1599.29,1240.96,1736.19,1375.01,659.05,"Sicherova, Prague - Kyje",50.114862,14.564395,"CZK 30,000",Personal,Up to 10 years,Standard,Brick,Central,B,Very good,,1.0,1.0,1.0,1.0,1.0,,,,,,,
"CZK 12,500","CZK 2,500",725217,2+kk,8/1/2022,47 m²,Fully furnished,6,225.25,509.23,210.61,197.57,313.05,374.5,333.7,365.29,434.6,205.29,Prague - Háje,50.0292,14.53153,"CZK 25,000",,,,Prefab concrete,,G,Good,,,1.0,,,,,,,,,,
"CZK 18,000","CZK 2,000",718211,2+kk,7/1/2022,44 m²,Partly,3,200.88,390.19,174.18,334.98,112.41,295.27,41.14,350.39,39.16,535.77,"Dalimilova, Prague - Žižkov",50.08602,14.45007,"CZK 20,000",Personal,10 to 30 years,Standard,Brick,,B,Very good,,1.0,,,,,,Complete,,,,,
"CZK 19,250","CZK 3,250",646414,2+kk,8/1/2022,40 m²,Fully furnished,1,1.84,879.25,439.31,880.4,740.24,773.17,524.18,403.03,241.18,380.38,"Podbělohorská, Prague - Smíchov",50.075042,14.372218,"CZK 35,000",Personal,Up to 10 years,,Brick,Central,A,New-build,,,,,,,,Complete,1.0,,,,
"CZK 13,500","CZK 2,500",260419,1 bedroom,7/9/2022,40 m²,Partly,3,63.34,301.6,59.36,268.31,107.25,113.23,174.99,249.39,502.1,259.5,"Chelčického, Prague - Žižkov",50.0839993,14.4540791,"CZK 13,500",Personal,,,Brick,Electric boiler,,Very good,,1.0,,,,,,,,,,,
"CZK 15,499","CZK 1,500",540296,Studio,8/1/2022,33 m²,Unfurnished,3,328.87,550.39,296.78,869.14,876.08,495.04,770.6,639.3,895.74,648.15,"Toufarova, Prague - Stodůlky",50.04291025,14.31233705,"CZK 40,000",Personal,Up to 10 years,Luxurious,Brick,Central,B,New-build,,,,1.0,,,1.0,,,,,,
"CZK 17,000","CZK 3,500",724696,2 bedroom,8/15/2022,60 m²,Unfurnished,1,272.9,416.54,306.62,252.64,455.91,517.37,197.18,469.08,577.46,342.15,Prague - Háje,50.02985,14.53319,"CZK 30,000",,,,Prefab concrete,Central,C,Very good,1.0,,1.0,,,,,,,,,,
"CZK 18,000","CZK 3,850",314235,2+kk,6/28/2022,60 m²,Unfurnished,2,603.04,1474.15,1101.83,1604.73,1376.67,1410.76,1637.14,1535.11,1368.6,523.53,"Vidlák, Prague - Hostavice",50.0933097176,14.5630865833,"CZK 21,850",Personal,,,Brick,,,New-build,,,,1.0,,1.0,,,,,,,
"CZK 18,990","CZK 1,200",697963,Studio,7/9/2022,53 m²,Fully furnished,3,151.52,401.41,109.66,391.76,94.68,206.05,303.75,316.12,661.89,418.83,"Salmovská, Prague - Nové Město",50.07486,14.42255,"CZK 18,000",Personal,Up to 10 years,Luxurious,Brick,Distance,B,Very good,,1.0,,,,,,Complete,1.0,,,,
"CZK 22,000","CZK 3,000",725184,2+kk,9/1/2022,55 m²,Partly,5,139.18,730.06,149.48,506.26,184.7,573.77,324.83,709.94,773.22,470.32,Prague - Smíchov,50.07178,14.39452,"CZK 40,000",Personal,,,Brick,,G,Very good,,1.0,1.0,,,,,,,,,,
"CZK 17,000","CZK 3,500",461149,Studio,7/9/2022,47 m²,Fully furnished,4,144.63,359.53,113.51,8.59,94.64,105.57,217.54,242.69,1144.97,208.87,"Sluneční náměstí, Prague - Stodůlky",50.0504608,14.3456509,"CZK 20,000",Personal,,,Other,,,,,,,1.0,,,,,,,,,
"CZK 23,000","CZK 2,000",518410,1 bedroom,9/1/2022,37 m²,Fully furnished,3,206.06,463.95,244.51,397.96,115.3,211.43,332.46,332.46,583.88,797.53,"Mánesova, Prague - Vinohrady",50.0795062,14.4344505,"CZK 25,000",Personal,,,Brick,,,,,1.0,1.0,,,,,,,,,,
"CZK 11,000","CZK 4,000",725181,2+kk,8/3/2022,45 m²,Fully furnished,2,291.89,578.52,36.85,503.29,525.47,478.49,288.05,105.53,1299.23,245.14,Prague - Kobylisy,50.13093,14.46561,"CZK 11,000",,,,Prefab concrete,,G,Very good,1.0,1.0,,,,,,,,,,,
"CZK 14,000","CZK 2,800",608048,Studio,9/1/2022,25 m²,Fully furnished,3,117.13,270.82,138.38,133.93,38.37,276.98,47.62,67.29,685.3,257.29,"Perunova, Prague - Vinohrady",50.076207,14.453962,"CZK 27,000",Personal,,Standard,Brick,Central,G,Very good,,1.0,,,,,,,,,,,
"CZK 10,000","CZK 3,000",724664,Small studio,7/4/2022,21 m²,Partly,4,83.12,107.31,13.27,101.25,33.01,122.39,297.31,407.24,362.9,463.34,Prague - Žižkov,50.08417,14.45159,"CZK 13,000",,,,Brick,,G,Very good,,,,,,,,,,,,,
"CZK 19,000","CZK 2,000",292712,2 bedroom,8/1/2022,50 m²,Partly,,103.2,432.16,400.15,340.01,354.51,494.07,755.28,761.41,591.42,593.43,"Při hranici, Prague - Sedlec",50.1354932,14.3835595,"CZK 19,000",Personal,Over 50 years,Standard,Low-energy,Geothermal,A,Very good,,,,,1.0,,,Complete,,,,,
