Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,Cellar,Lift,Domácí mazlíčci vítáni,Enclosed balcony,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Heating,Designe,Ownership,Reconstruction,Age,Terrace,Parking,New-build,Balcony,Garage,Administrative fee,Plot type
"CZK 16,000","CZK 4,500","CZK 20,000",518471,Studio,10/1/2022,9,,42 m²,Partly,,Prefab concrete,1.0,1.0,,1.0,186.23,681.13,6.36,494.12,111.52,580.42,338.19,225.96,332.16,77.08,Prague - Krč,50.0472729,14.4353047,,,Personal,Complete,,,,,1.0,,,
"CZK 30,000","CZK 6,000","CZK 60,000",641531,3+kk,2/1/2021,4,A,85 m²,Fully furnished,New-build,Prefab concrete,1.0,1.0,,,130.93,1007.1,37.48,465.02,115.5,445.04,247.78,438.88,274.05,99.72,"U Svobodárny, Prague - Libeň",50.105646,14.48901,Distance,Luxurious,Personal,,Up to 10 years,,1.0,1.0,1.0,1.0,,
"CZK 20,000",CZK 750,"CZK 20,000",678363,3+kk,9/1/2022,3,E,70 m²,Fully furnished,Very good,Brick,,,,,66.7,418.89,55.56,148.62,34.78,293.35,446.46,251.71,237.17,665.49,"Staropramenná, Prague - Smíchov",50.07204,14.40681,,,Personal,,,,,,,,,
"CZK 20,000","CZK 8,100","CZK 33,000",729666,3+kk,9/15/2022,1,G,70 m²,Fully furnished,Good,Brick,,1.0,1.0,,202.84,1000.51,965.34,2744.15,598.14,946.39,806.09,3874.68,843.89,666.43,Prague - Štěrboholy,50.0747,14.55265,,Standard,Personal,,,,,,1.0,,,
"CZK 26,000","CZK 3,400","CZK 52,000",731701,3+1,9/1/2022,5,E,76 m²,Fully furnished,Very good,Prefab concrete,,1.0,,1.0,120.43,428.73,339.27,2034.46,148.91,446.4,546.11,362.42,1324.24,194.2,Prague - Čimice,50.13864,14.42964,Central,Standard,,Bathroom unit,10 to 30 years,,1.0,,,,,
"CZK 25,000","CZK 7,000","CZK 60,000",647143,3+kk,11/1/2022,4,B,132 m²,Fully furnished,Very good,Brick,1.0,1.0,,,354.2,1029.02,773.22,1943.85,379.14,1815.43,2263.83,753.81,992.0,207.97,"Povltavská, Prague - Troja",50.1146126,14.4097123,,,Personal,Complete,10 to 30 years,,1.0,,,1.0,,
"CZK 25,000","CZK 3,500","CZK 25,000",603233,2+kk,9/1/2022,3,,45 m²,Fully furnished,Very good,Brick,,1.0,,,371.48,502.43,57.05,243.25,28.96,223.58,26.92,689.96,327.98,363.81,"Michalská, Prague - Staré Město",50.084426,14.42005,Gas boiler,Standard,Personal,,,,,,,,,
"CZK 19,999","CZK 4,500","CZK 24,500",334624,Studio,9/1/2022,1,,39 m²,Fully furnished,New-build,Brick,1.0,1.0,,,136.9,692.37,157.63,178.53,127.34,470.74,745.48,852.52,452.5,218.58,"Kališnická, Prague - Žižkov",50.089749,14.462776,Central,Luxurious,Personal,,,,,1.0,,1.0,,
"CZK 17,500","CZK 5,000","CZK 35,000",731780,2+kk,10/1/2022,4,G,50 m²,Fully furnished,New-build,Brick,,1.0,,,177.79,275.87,204.47,959.97,184.53,794.91,413.35,516.35,694.83,177.79,Prague - Hlubočepy,50.03086,14.36582,Central,Standard,,,10 to 30 years,1.0,1.0,,,,,
"CZK 25,380","CZK 8,460",,723857,2 bedroom,9/5/2022,5,,35 m²,Fully furnished,,,,,,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,
"CZK 25,988","CZK 8,662",,728259,2 bedroom,10/4/2022,1,,60 m²,Fully furnished,,,,,,,250.51,417.46,211.46,417.21,207.64,462.73,364.17,360.99,525.54,550.17,"Lublaňská, Prague - Vinohrady",50.0710848,14.4324122,,,,,,,,,,,,
"CZK 28,000","CZK 3,500","CZK 30,000",599575,3+kk,8/30/2022,5,B,46 m²,Fully furnished,Very good,Brick,,1.0,,,113.32,289.04,83.63,400.83,17.87,95.23,270.35,279.06,374.06,331.63,"Sokolovská, Prague - Karlín",50.092552,14.44379,Electric boiler,Luxurious,Cooperative,Complete,Up to 10 years,,,,,,,
"CZK 39,900","CZK 5,600","CZK 45,500",730978,4+kk,9/1/2022,4,G,128 m²,Fully furnished,Very good,Brick,1.0,1.0,,,93.39,822.37,236.32,755.17,455.41,558.27,194.88,1179.37,603.42,182.98,Prague - Holešovice,50.11028,14.44754,,Luxurious,Personal,Complete,Over 50 years,,,,1.0,1.0,,
"CZK 19,000","CZK 1,400","CZK 19,000",666035,1 bedroom,6/1/2021,3,C,47 m²,Partly,Very good,Brick,,,,,240.37,535.85,128.78,264.25,148.06,598.17,238.39,1253.6,279.18,239.16,"Jana Zajíce, Prague - Bubeneč",50.10257,14.41939,Gas boiler,,Personal,Complete,,,,,,,,
"CZK 18,000","CZK 1,000","CZK 18,000",380919,2 bedroom,,4,,68 m²,Partly,,Brick,1.0,,,,134.35,703.62,295.83,129.71,179.94,179.33,384.73,268.03,283.24,350.29,"Kouřimská, Prague - Vinohrady",50.0776961,14.4719023,Electric boiler,,Cooperative,,,,,,1.0,,,
"CZK 28,425","CZK 9,475",,728696,2+kk,10/4/2022,5,,45 m²,Fully furnished,,,,,,,120.02,538.45,85.43,335.62,47.85,333.62,182.79,195.16,543.36,341.26,"Lípová, Prague - Nové Město",50.0747395,14.424046,,,,,,,,,,,,
"CZK 37,620","CZK 12,540",,728258,2 bedroom,10/1/2022,7,,54 m²,Fully furnished,,,,1.0,,,379.66,564.73,5.21,191.31,38.84,242.1,65.9,705.75,343.76,422.75,"Michalská, Prague - Staré Město",50.0846396,14.4202484,,,,,,,,,,,,
"CZK 33,000","CZK 11,000",,728257,3+kk,10/1/2022,2,,80 m²,Fully furnished,,,,,,,156.94,402.05,153.34,284.97,151.52,248.16,393.35,447.14,193.37,153.39,"Anežská, Prague - Staré Město",50.0920126,14.4239059,,,,,,,,,,,,
"CZK 47,340","CZK 15,780",,717682,2+kk,9/2/2022,6,,69 m²,Fully furnished,,,,1.0,,,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,,,,,,1.0,,,1.0,,,
"CZK 52,500","CZK 17,500",,731817,2+kk,10/30/2022,3,,80 m²,Fully furnished,,,,1.0,,,281.86,547.59,69.97,211.73,9.84,221.9,245.36,614.41,367.39,520.5,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,,,,
"CZK 55,000","CZK 12,000","CZK 60,000",600532,4+1,8/26/2022,6,G,165 m²,Partly,Very good,Brick,,1.0,,,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.0756819,14.4085242,Central,Luxurious,Personal,Interior,Up to 10 years,1.0,,,,,,
"CZK 17,120","CZK 5,000","CZK 25,000",509997,2+kk,9/1/2022,1,,56 m²,Fully furnished,Very good,Brick,,,,,742.13,400.25,652.82,1532.69,674.16,440.63,311.54,533.65,806.07,419.78,"Klausova, Prague - Stodůlky",50.0370525,14.3446198,Gas boiler,Standard,Personal,Interior,10 to 30 years,,,,,,,
"CZK 30,000","CZK 9,000","CZK 30,000",606435,3+1,9/12/2022,2,G,136 m²,Unfurnished,Good,Brick,,1.0,,,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.075681,14.408523,,,Personal,,,,,,,,,
"CZK 14,500","CZK 3,000","CZK 20,000",731806,Studio,9/1/2022,3,G,45 m²,Partly,New-build,Brick,,1.0,,,192.27,910.61,150.25,326.7,59.39,306.72,360.7,594.12,374.26,65.73,Prague - Libeň,50.10481,14.488,,,,,,,,1.0,1.0,1.0,,
"CZK 10,000","CZK 4,500","CZK 10,000",532966,1 bedroom,9/15/2022,,C,50 m²,Fully furnished,Very good,Brick,,,,,42.39,900.33,776.91,1023.52,561.54,907.81,1006.95,861.82,711.36,235.65,Prague - Modřany,49.9991704,14.4145554,Electric boiler,Luxurious,Personal,Complete,Up to 10 years,,,,,,,
"CZK 17,000","CZK 3,500","CZK 17,000",731795,2+kk,9/1/2022,1,G,40 m²,Fully furnished,Very good,Brick,,,,,240.07,1265.84,601.84,894.93,796.68,1344.68,1267.55,1254.31,1267.28,235.71,Prague - Suchdol,50.13334,14.36768,,,,,,1.0,1.0,,,1.0,,
"CZK 14,300","CZK 4,500","CZK 25,000",570939,2+kk,10/1/2022,4,B,51 m²,Partly,New-build,Brick,,1.0,,,255.25,900.9,507.92,712.89,632.52,415.84,496.78,572.0,1241.58,406.47,"U Továren, Prague - Horní Měcholupy",50.040586,14.568464,Distance,,Personal,,,,,1.0,1.0,1.0,,
"CZK 19,000","CZK 5,000","CZK 24,000",731794,3+1,8/30/2022,4,G,85 m²,Partly,Very good,Prefab concrete,,,,1.0,167.55,1458.44,212.29,1498.41,144.74,133.82,626.74,223.89,1153.45,11.8,Prague - Hostivař,50.04536,14.51707,,,,,,,,,,,,
"CZK 12,000","CZK 6,000","CZK 20,000",588580,1 bedroom,6/1/2022,1,D,40 m²,Fully furnished,Very good,Brick,,,,,87.62,199.98,94.39,16.26,97.48,177.74,263.1,459.6,475.82,231.83,"Boleslavova, Prague - Nusle",50.064228,14.439752,Electric boiler,Standard,Personal,Complete,Over 50 years,,,,,,,
"CZK 13,000","CZK 3,600","CZK 30,000",394108,Studio,2/14/2022,2,C,38 m²,Partly,New-build,Brick,1.0,1.0,,,397.48,1157.97,524.03,810.7,282.3,556.98,243.15,618.05,949.96,157.32,"Jurkovičova, Prague - Háje",50.025085,14.526786,Distance,Standard,Personal,,Up to 10 years,,,1.0,1.0,1.0,,
"CZK 18,000","CZK 5,500","CZK 36,000",731786,2+kk,8/30/2022,1,G,66 m²,Fully furnished,Very good,Other,,1.0,,,223.14,396.36,386.08,380.82,166.66,392.32,871.88,943.9,697.12,319.69,Prague - Záběhlice,50.05328,14.5131,,,,,,,1.0,,1.0,1.0,,
"CZK 14,000","CZK 3,500","CZK 25,000",695310,Studio,10/1/2022,1,E,40 m²,Fully furnished,Very good,Brick,1.0,,,1.0,394.49,1024.78,403.26,1011.66,597.66,653.23,690.05,512.4,182.93,374.21,"Za Stadionem, Prague - Strašnice",50.08465,14.49003,Central,,Personal,,,,,,,,,
"CZK 19,000","CZK 5,000","CZK 24,000",680619,2+kk,9/1/2022,4,G,42 m²,Fully furnished,New-build,Brick,1.0,1.0,,,366.0,749.46,232.71,850.17,282.07,440.67,709.99,695.67,470.69,307.11,"U Hranic, Prague - Strašnice",50.06921075,14.484043897371,Central,,Personal,,Up to 10 years,,,,1.0,,,
"CZK 28,000","CZK 5,500","CZK 56,000",731257,2+kk,9/12/2022,3,B,65 m²,Fully furnished,New-build,Low-energy,,1.0,,1.0,317.17,621.5,297.62,296.86,195.97,433.63,686.66,1053.07,567.17,521.88,Prague - Karlín,50.09598,14.45293,,,,,,1.0,1.0,1.0,,1.0,,
"CZK 16,000","CZK 4,700","CZK 20,000",731783,2+kk,10/1/2022,2,B,45 m²,Fully furnished,Very good,Brick,1.0,1.0,,,87.46,291.02,164.85,573.95,23.76,280.13,390.41,427.27,175.63,261.32,Prague - Žižkov,50.08749,14.4538,,,,,,,,,1.0,,,
"CZK 18,000",CZK 0,"CZK 16,000",730625,2 bedroom,8/20/2022,1,G,70 m²,Partly,Good,Brick,,,1.0,,116.18,1129.79,507.6,1052.84,342.54,826.51,467.99,680.11,864.92,474.26,Prague - Řepy,50.07081,14.30226,,,,Interior,Over 50 years,,1.0,,,,,
"CZK 12,000","CZK 2,000","CZK 14,000",425445,Small studio,10/10/2022,1,,22 m²,Fully furnished,Very good,Brick,,,,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,,,Personal,Complete,Up to 10 years,,,,,,,
"CZK 12,000","CZK 1,000","CZK 31,000",731777,Studio,9/1/2022,3,B,49 m²,Fully furnished,Very good,Other,,1.0,,1.0,406.44,1042.14,249.25,1071.49,759.39,1028.76,543.05,720.52,1724.73,169.88,Prague - Letňany,50.12864,14.50206,Central,Standard,,,10 to 30 years,,,1.0,,,,
"CZK 30,000","CZK 10,000",,718922,Studio,9/11/2022,5,,45 m²,Fully furnished,,,,1.0,,,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,
"CZK 10,000","CZK 2,200","CZK 20,000",731776,Studio,10/1/2022,13,G,25 m²,Fully furnished,Very good,Prefab concrete,1.0,1.0,,1.0,90.35,334.37,180.12,161.08,60.98,190.91,204.53,131.75,1042.05,295.0,Prague - Vokovice,50.0981,14.35827,,,,,,,,,,,,
"CZK 20,000","CZK 4,343","CZK 30,000",731129,2+kk,9/5/2022,3,B,55 m²,Fully furnished,New-build,Brick,1.0,1.0,,,225.8,186.58,162.91,156.93,59.19,229.02,808.23,113.99,1814.25,141.14,Prague - Jinonice,50.05661,14.3731,Distance,Luxurious,Personal,,Up to 10 years,,,1.0,1.0,1.0,,
"CZK 29,925","CZK 9,975",,731240,1 bedroom,9/2/2022,2,,30 m²,Fully furnished,,,,1.0,,,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,,,
"CZK 23,000","CZK 5,000","CZK 23,000",639729,2+kk,8/5/2021,1,D,40 m²,Fully furnished,Very good,Brick,,,,,63.42,536.25,170.33,317.15,153.02,375.33,210.02,451.41,358.31,265.66,"Jilemnického, Prague - Bubeneč",50.100138,14.401621,Electric boiler,,Personal,Complete,,,,,,,,
"CZK 24,500","CZK 3,900","CZK 28,400",647743,2+kk,9/1/2022,6,D,52 m²,Fully furnished,Very good,Brick,,1.0,,,321.74,272.42,32.18,227.85,42.93,69.06,244.65,812.35,163.33,572.38,"Opletalova, Prague - Nové Město",50.0814214,14.4299039,Central,Luxurious,Personal,Complete,,1.0,1.0,,,,,
"CZK 30,000","CZK 10,000",,730836,2+kk,9/22/2022,1,,40 m²,Fully furnished,,,,,,,29.42,633.78,151.61,536.89,130.46,316.51,391.7,900.17,984.89,128.97,"Šporkova, Prague - Malá Strana",50.0876289,14.3978335,,,,,,,,,,,,
"CZK 16,000","CZK 7,300","CZK 25,000",708480,2 bedroom,11/1/2022,3,G,53 m²,Unfurnished,Very good,Prefab concrete,1.0,1.0,,1.0,102.94,180.37,269.43,254.61,232.0,280.22,515.14,307.34,1413.59,372.74,"Súdánská, Prague - Vokovice",50.09793,14.3627,Distance,,Personal,Complete,,,,,,,,
"CZK 12,000","CZK 3,000","CZK 15,000",645239,Small studio,10/1/2022,3,B,33 m²,Partly,New-build,Brick,,1.0,,,144.37,1519.12,831.87,2175.27,613.06,1565.58,1200.65,1702.47,1184.09,625.33,"Sicherova, Prague - Kyje",50.115288,14.562752,Distance,Standard,Personal,,Up to 10 years,,1.0,1.0,1.0,,,
"CZK 26,000","CZK 6,300","CZK 50,000",549924,3+1,10/1/2022,3,,80 m²,Fully furnished,Very good,Brick,1.0,,,,217.06,836.0,532.68,1632.55,390.74,731.29,193.67,639.92,883.9,714.81,"Nová Šárka, Prague - Liboc",50.092312,14.3189191,Distance,Luxurious,Cooperative,Interior,,,1.0,,1.0,1.0,,
"CZK 9,800",CZK 0,"CZK 8,500",731767,2 bedroom,9/15/2022,2,E,63 m²,Fully furnished,Good,Brick,,1.0,,,141.3,356.04,135.26,687.52,94.88,543.66,183.66,98.76,642.78,455.58,Prague - Vinohrady,50.07231,14.44043,,,,,,,,,,,,
"CZK 20,500","CZK 3,600","CZK 30,000",731765,2+kk,10/1/2022,2,G,42 m²,Partly,Very good,Brick,1.0,,,,191.47,877.18,113.29,595.83,91.16,183.52,272.02,494.55,359.42,223.04,Prague - Libeň,50.10712,14.49347,,,,,,,,,,,,
"CZK 18,250","CZK 1,500","CZK 19,750",720582,1 bedroom,7/1/2022,2,G,34 m²,Fully furnished,Good,Brick,,,1.0,,394.31,376.95,228.04,349.35,34.98,624.43,381.88,610.55,688.95,233.34,Prague - Malá Strana,50.08608290623,14.407474153125,,Standard,,Bathroom unit,Over 50 years,,,,,,,
"CZK 13,000","CZK 3,500","CZK 14,000",409950,Studio,9/1/2022,1,,30 m²,Partly,Very good,Brick,,,,,408.49,947.86,441.84,918.42,430.3,926.26,700.91,1117.13,453.39,125.52,"Jaroslava Foglara, Prague - Stodůlky",50.0387763,14.3310056,Central,Standard,Personal,,,,1.0,,,,,
"CZK 22,500","CZK 4,200","CZK 22,500",671251,2+kk,10/1/2022,3,B,73 m²,Unfurnished,New-build,Other,1.0,1.0,,1.0,422.58,1854.97,1714.61,2090.14,503.48,1958.45,1226.98,1964.17,708.64,1134.59,"Mezi Vodami, Prague - Hodkovičky",50.018801138595,14.400669513707,,Luxurious,Personal,,,1.0,1.0,1.0,1.0,1.0,,
"CZK 14,500","CZK 4,500","CZK 20,000",247725,2+kk,9/15/2022,8,,42 m²,Partly,,Other,,,,,148.89,722.0,290.75,457.7,331.86,343.41,213.6,366.3,871.84,97.64,Prague - Prosek,50.1190881,14.4943656,Central,,Personal,,,,,,,,,
"CZK 30,675","CZK 10,225",,731228,Studio,9/2/2022,2,,30 m²,Fully furnished,,,,1.0,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,
"CZK 22,000","CZK 6,000","CZK 40,000",716761,3+1,5/9/2022,7,C,75 m²,Fully furnished,Very good,Prefab concrete,,1.0,,,69.61,506.32,83.14,1497.66,725.41,563.08,613.34,646.45,1092.89,385.31,"Cíglerova, Prague - Černý Most",50.1069,14.56511,Central,Standard,Personal,Complete,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 20,000",731757,2+kk,10/1/2022,3,G,55 m²,Fully furnished,Very good,Brick,1.0,,,,468.59,1241.86,951.29,1305.67,645.67,1041.78,759.61,531.43,557.17,272.68,Prague - Řepy,50.06951,14.31854,,,,,,,,,,,,
"CZK 19,990","CZK 2,000","CZK 30,000",731755,2+kk,9/15/2022,2,G,50 m²,Fully furnished,Very good,Brick,,,,,125.84,1198.46,131.49,189.69,56.43,51.08,248.92,471.55,288.57,351.12,Prague - Žižkov,50.09098,14.47381,Electric boiler,,,Interior,Up to 10 years,,,,,,,
"CZK 17,900","CZK 3,500","CZK 30,000",496763,2+kk,10/1/2022,7,B,57 m²,Partly,New-build,Brick,,1.0,,,276.39,226.65,74.03,1574.47,223.18,1030.5,998.89,625.56,805.85,142.05,"Svitákova, Prague - Stodůlky",50.0473402,14.3031131,Distance,Standard,Personal,,Up to 10 years,,,1.0,1.0,,,
"CZK 41,250","CZK 13,750",,719999,2+kk,10/16/2022,1,,55 m²,Fully furnished,,,,1.0,,,76.78,951.56,41.94,296.91,109.07,229.41,371.34,325.8,517.82,388.28,"Rečkova, Prague - Žižkov",50.0904334,14.4705869,,,,,,,,,,,,
"CZK 30,000","CZK 9,000","CZK 60,000",731752,3+kk,10/1/2022,10,C,120 m²,Fully furnished,New-build,Other,1.0,1.0,,1.0,338.16,922.53,683.97,787.42,808.57,379.1,480.13,748.05,1280.49,389.82,Prague - Horní Měcholupy,50.04028,14.56921,,,,,,,1.0,1.0,1.0,,,
"CZK 19,000","CZK 5,120","CZK 38,000",652836,Studio,10/1/2022,2,A,59 m²,Fully furnished,New-build,Brick,1.0,1.0,,,62.53,1099.2,686.55,791.19,452.69,772.93,906.21,844.17,329.03,496.04,"Radičova, Prague - Břevnov",50.08058,14.3746,Distance,Luxurious,Personal,,Up to 10 years,1.0,1.0,1.0,1.0,1.0,,
"CZK 11,152","CZK 5,437","CZK 18,000",660740,Studio,9/1/2022,7,C,34 m²,Fully furnished,Very good,Prefab concrete,,1.0,,1.0,346.04,675.47,41.4,613.85,582.24,291.72,312.09,235.57,525.82,149.18,"Veltruská, Prague - Prosek",50.12094,14.4904,Distance,Standard,Cooperative,Complete,30 - 50 years,,1.0,,,,,
"CZK 13,990","CZK 2,000","CZK 25,000",690553,Small studio,8/31/2022,2,B,30 m²,Fully furnished,Very good,Brick,,1.0,,,173.2,143.72,55.5,115.32,75.38,164.5,161.13,377.97,198.6,457.31,"Štítného, Prague - Žižkov",50.0851483,14.4512417,Electric boiler,Standard,Personal,Complete,Up to 10 years,,,,,,,
"CZK 20,000","CZK 3,500","CZK 47,000",731205,Studio,10/1/2022,8,B,38 m²,Partly,New-build,Low-energy,1.0,1.0,,,406.29,744.63,290.7,539.71,319.88,734.62,509.68,1006.76,121.55,355.04,Prague - Strašnice,50.0802779,14.4893397,Central,Luxurious,Personal,,,1.0,1.0,1.0,1.0,1.0,,
"CZK 13,000","CZK 6,000","CZK 19,000",681499,Studio,10/1/2022,1,F,40 m²,Fully furnished,Very good,Brick,1.0,,,,153.1,467.97,106.55,224.73,285.57,487.53,190.0,338.31,720.17,416.19,"Jerevanská, Prague - Vršovice",50.0705441,14.4709632,Distance,,Personal,,,,,,,,,
"CZK 12,000","CZK 2,500","CZK 12,000",589202,1 bedroom,12/1/2020,1,G,33 m²,Fully furnished,Very good,Brick,,1.0,,,157.47,762.22,118.45,398.18,134.53,331.3,560.26,232.14,154.43,271.77,"Biskupcova, Prague - Žižkov",50.091711,14.482038,Distance,,Cooperative,Complete,,,,,,,,
"CZK 17,000","CZK 2,000","CZK 20,000",681228,2 bedroom,9/1/2022,,G,66 m²,Partly,Very good,Brick,,,,,157.9,165.01,122.59,129.53,12.48,115.97,408.42,228.56,453.02,120.59,"Slezská, Prague - Vinohrady",50.0768057,14.4613696,Electric boiler,,Personal,Complete,,,,,,,,
"CZK 18,000","CZK 3,500","CZK 20,000",337275,2+kk,10/31/2022,3,,67 m²,Partly,Very good,Brick,,1.0,,,35.96,485.23,26.24,261.89,27.42,260.23,74.83,206.37,549.07,277.91,"Žitomírská, Prague - Vršovice",50.0709555,14.4578324,Central,,Personal,,,,,,1.0,,,
"CZK 11,500","CZK 2,500","CZK 14,000",731747,Studio,8/30/2022,2,B,18 m²,Partly,New-build,Other,,,,,611.24,780.27,433.45,420.1,219.24,740.32,581.38,100.21,449.61,338.75,Prague - Vysočany,50.10672,14.50538,,,,,,,,1.0,,,,
"CZK 32,000","CZK 4,000","CZK 32,000",731196,Studio,10/10/2022,1,G,50 m²,Fully furnished,New-build,Low-energy,,1.0,1.0,,203.59,507.92,184.04,131.46,104.78,320.04,818.18,896.49,475.93,304.76,Prague - Karlín,50.09559,14.45041,,,,,,1.0,1.0,,,1.0,,
"CZK 20,000","CZK 3,500","CZK 30,000",731189,3+kk,8/25/2022,3,D,74 m²,Fully furnished,Very good,Brick,,1.0,,,229.91,1113.04,519.35,817.69,31.77,459.1,564.26,341.15,1210.19,261.87,Prague - Smíchov,50.07301,14.39351,,,,,,,,,,,,
"CZK 13,000",CZK 0,"CZK 13,000",731744,1 bedroom,8/30/2022,-2,G,25 m²,Partly,Very good,Brick,,1.0,1.0,,526.23,1761.75,670.71,1678.77,518.16,1314.39,103.82,711.14,1340.53,1014.3,Prague - Smíchov,50.05165,14.40599,,,,,,,1.0,,,,,
"CZK 25,808","CZK 8,602",,731741,Studio,9/5/2022,1,,35 m²,Fully furnished,,,,1.0,,,237.21,722.71,270.23,1114.48,162.06,485.4,549.42,612.82,571.2,287.12,"U Nikolajky, Prague - Smíchov",50.0656652,14.3917771,,,,,,1.0,,,1.0,1.0,,
"CZK 31,000","CZK 6,000","CZK 31,000",628613,3+1,9/1/2022,1,G,89 m²,Fully furnished,Very good,Brick,,1.0,,,167.95,912.97,160.16,349.44,164.94,418.89,576.42,448.95,290.35,341.84,"Slavojova, Prague - Nusle",50.064215,14.424948,Electric boiler,Standard,Personal,Complete,30 - 50 years,,,,,,,
"CZK 21,000","CZK 5,000","CZK 25,000",647821,4+kk,9/1/2022,2,B,74 m²,Partly,Good,Prefab concrete,,,,1.0,224.24,379.42,248.66,1352.86,116.55,873.14,768.84,820.64,670.01,63.64,Prague - Krč,50.0211,14.4525,,,Personal,,,,,,,,,
"CZK 15,500","CZK 3,000","CZK 18,000",673636,Studio,11/1/2022,4,G,25 m²,Fully furnished,New-build,Brick,,,,,704.85,817.97,596.7,877.75,624.34,856.57,654.27,604.3,753.2,903.88,"Perucká, Prague - Vinohrady",50.06918,14.43767,,,Personal,,,,,,,,,
"CZK 12,000","CZK 3,600","CZK 24,000",629000,Studio,9/1/2022,1,B,36 m²,Fully furnished,New-build,Other,1.0,,,,153.57,1893.59,1056.27,1652.45,259.8,1300.11,747.91,1361.25,1126.04,670.04,"Mezi vodami, Prague - Modřany",50.01361,14.401305,Distance,,Personal,,,,,,,,,
"CZK 25,000","CZK 3,500","CZK 25,000",731053,3+1,1/15/2023,2,G,80 m²,Partly,Very good,Brick,1.0,,,,163.29,926.49,454.19,902.87,485.67,704.88,995.26,691.9,560.36,279.85,Prague - Dejvice,50.09722,14.37377,,,,,,,,,1.0,,,
"CZK 13,500",CZK 0,"CZK 20,000",731728,2+kk,8/30/2022,6,E,42 m²,Partly,Very good,Brick,1.0,,,,305.27,730.44,204.38,440.06,215.35,355.2,355.33,555.91,337.08,262.6,Prague - Libeň,50.10809,14.47559,,,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",731719,2+kk,9/5/2022,2,C,39 m²,Fully furnished,Good,Brick,,1.0,,,112.71,680.29,98.55,583.99,92.22,493.64,176.53,500.12,341.52,268.34,Prague - Nusle,50.06146,14.43617,,,,,,,,,,,,
"CZK 15,500","CZK 4,000","CZK 19,500",731640,2 bedroom,9/15/2022,1,B,57 m²,Partly,Good,Brick,,,,,42.28,1333.45,38.11,1050.56,53.56,352.31,487.68,225.33,739.54,307.67,Prague - Strašnice,50.06666,14.49611,Central,,,,,,1.0,,,,,
"CZK 37,500","CZK 12,500",,728060,1 bedroom,9/24/2022,2,,50 m²,Fully furnished,,,,,,,187.82,338.29,111.0,241.4,39.4,347.76,25.85,486.49,569.58,575.91,"Karmelitská, Prague - Malá Strana",50.08657,14.4033198,,,,,,,,,,,,
"CZK 12,999","CZK 2,999","CZK 26,000",661680,Studio,10/1/2022,3,D,34 m²,Fully furnished,Very good,Other,1.0,,,1.0,426.94,712.38,385.38,392.11,337.62,363.52,409.86,737.2,814.72,12.05,"Kvestorská, Prague - Michle",50.04843,14.44784,Distance,Luxurious,Personal,Complete,,,1.0,,,,,
"CZK 22,500","CZK 4,281","CZK 45,000",728700,3+kk,8/5/2022,4,G,68 m²,Partly,Very good,Prefab concrete,1.0,1.0,,1.0,227.19,694.52,292.56,947.84,372.07,273.0,572.29,459.35,1024.68,123.64,Prague - Chodov,50.02741,14.5197,Central,,Personal,,,,,,,,,
"CZK 15,500","CZK 5,000","CZK 20,500",704676,Studio,9/1/2022,1,G,25 m²,Fully furnished,New-build,Brick,,1.0,,,258.87,1176.88,518.78,460.6,457.79,197.31,707.5,932.29,451.17,572.73,"Lisabonská, Prague - Libeň",50.10365925,14.496393654922,Central,,Personal,Complete,,,,,,,,
"CZK 24,000","CZK 4,000","CZK 28,000",624407,2+kk,10/1/2022,3,G,56 m²,Partly,Very good,Prefab concrete,,1.0,,,113.45,1478.64,27.42,1518.61,75.78,86.71,646.95,252.43,1173.65,178.35,"Bratislavská, Prague - Hostivař",50.044404,14.518172,Distance,Standard,Personal,Interior,Up to 10 years,,1.0,,1.0,,,
