Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Design,Heating,Renovation,Age,Total number of floors,New building,Front garden,Developer name,Project name,Kód jednotky,Administration fee
693956,"CZK 9,990",50.101898193359,14.567500114441,"Vašátkova, Prague - Černý Most",1 bedroom with open-plan kitchen,45 m²,,Furnished,6,No,No,Yes,No,No,Yes,No,,225,965,229,"1,246",744,804,435,414,"1,250",333,Good,"CZK 13,141",Personal,Prefab concrete building,C,,,,,,,,,,,"CZK 13,141

                                
                                
                
i"
694634,"CZK 15,990",50.08934972222,14.46700694444,"Zelenky-Hajského, Prague - Žižkov",1 bedroom,41 m²,,Unfurnished,5,Yes,No,Yes,No,No,Yes,No,,102,791,10,132,114,160,463,487,433,200,Good,"CZK 18,389",Cooperative,Brick building,G,,,,,,,,,,,"CZK 18,389

                                
                                
                
i"
694808,"CZK 17,990",50.01925972222,14.40228888888,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,53 m²,,Unfurnished,1,No,No,Yes,No,Yes,Yes,No,,389,473,"1,376",581,"1,308",,,,,,New build,"CZK 22,227",Personal,Other,B,,,,,,Yes,,,,,"CZK 22,227

                                
                                
                
i"
693936,"CZK 13,990",50.12982277777,14.4270275,"Štětínská, Prague - Bohnice",1 bedroom with open-plan kitchen,46 m²,,Unfurnished,1,Yes,No,Yes,No,No,Yes,No,,347,636,371,933,631,402,402,513,710,17,Excellent,"CZK 16,507",Cooperative,Prefab concrete building,G,,,,,,,,,,,"CZK 16,507

                                
                                
                
i"
544002,"CZK 19,999",50.0065169,14.4518378,"Zimova, Prague - Kamýk",1 bedroom with open-plan kitchen,72 m²,"CZK 2,500",Partially furnished,2,No,Yes,No,No,No,No,No,01. 01. 2022,194,985,477,595,971,228,"1,452",635,506,,New build,"CZK 40,000",Personal,Brick building,B,Premium materials and solutions,Central heating,,1 to 10 years years,Middle floor,Yes,,,,,
299349,"CZK 16,000",50.0705493,14.4458579,"Rybalkova, Prague - Vršovice",Studio,46 m²,"CZK 1,600",Unfurnished,4,No,Yes,No,No,No,No,No,01. 06. 2019,303,670,152,532,185,498,420,408,479,135,,"CZK 30,000",Personal,Other,,,,,,,,,,,,
308440,"CZK 19,500",50.1114955,14.3916515,"Heinemannova, Prague - Dejvice",1 bedroom with open-plan kitchen,56 m²,"CZK 3,500",Furnished,3,Yes,No,No,No,Yes,Yes,No,10. 12. 2021,430,42,"1,133",367,813,702,202,290,753,,,"CZK 20,000",Personal,Brick building,,Standard materials and solutions,Central heating,,10 to 30 years years,Middle floor,,,,,,
696177,"CZK 14,800",50.0878,14.42486,"Štupartská, Prague - Staré Město",1 bedroom,35 m²,"CZK 1,000",Furnished,5,No,No,No,No,No,No,No,14. 12. 2021,341,328,106,263,11,436,360,342,334,350,Excellent,"CZK 15,000",Personal,Brick building,B,,,,,,,,,,,
645605,"CZK 25,000",50.087798,14.424816,"Štupartská, Prague - Staré Město",3 bedroom,120 m²,"CZK 2,000",Furnished,4,Yes,No,No,No,No,No,No,14. 12. 2021,344,331,109,266,8,439,363,345,337,353,Excellent,"CZK 25,000",Personal,Brick building,B,,,,,,,,,,,
600314,"CZK 15,900",50.077616,14.422776,"Příčná, Prague - Nové Město",1 bedroom with open-plan kitchen,52 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,No,Yes,No,07. 08. 2020,249,504,98,257,39,197,310,446,442,383,Excellent,"CZK 20,000",Personal,Brick building,D,Premium materials and solutions,Gas boiler,Interior,over 50 years years,Middle floor,,,,,,
690967,"CZK 13,800",50.09141,14.48205,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,46 m²,CZK 420,Partially furnished,5,No,No,Yes,No,No,No,No,10. 11. 2021,153,713,127,404,127,337,488,155,161,256,Excellent,"CZK 41,000",Personal,Brick building,G,,,,,,,,,,,
27966,"CZK 12,000",50.0757964,14.4035156,"Štefánikova, Prague - Smíchov",1 bedroom,42 m²,CZK 800,Unfurnished,4,No,No,No,No,No,No,No,09. 12. 2021,28,239,70,78,57,33,265,"1,013",833,438,,"CZK 13,000",Personal,Brick building,G,,Gas boiler,,,Top floor,,,,,,
693806,"CZK 25,000",50.08889,14.46514,"Hájkova, Prague - Žižkov",3 bedroom,80 m²,"CZK 3,500",Partially furnished,6,No,No,No,No,No,Yes,No,01. 02. 2022,233,699,160,106,33,310,575,570,516,255,Excellent,"CZK 40,000",Cooperative,Brick building,G,Premium materials and solutions,Gas boiler,Interior,over 50 years years,Middle floor,,,,,,
691484,"CZK 12,000",50.07981,14.45444,"Jagellonská, Prague - Vinohrady",2 bedroom,72 m²,CZK 999,Partially furnished,1,Yes,No,No,No,No,No,No,09. 11. 2021,388,390,8,339,5,599,476,519,807,197,Good,"CZK 12,000",Personal,Brick building,G,,,,,,,,,,,
688416,"CZK 14,000",50.10896,14.60189,"Božanovská, Prague - Horní Počernice",Small studio,34 m²,"CZK 2,500",Furnished,1,Yes,No,No,No,Yes,No,Yes,15. 11. 2021,64,"1,086",658,297,948,"1,201",494,,,,Excellent,"CZK 10,000",Personal,Brick building,B,Premium materials and solutions,Gas boiler,Overall,1 to 10 years years,Ground floor,,30 m²,,,,
609922,"CZK 9,000",50.0078033,14.4289142,"Nikoly Vapcarova, Prague - Modřany",Studio,32 m²,"CZK 3,608",Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 01. 2022,203,866,240,855,147,939,402,264,368,122,Excellent,"CZK 10,000",Personal,Prefab concrete building,A,Standard materials and solutions,District heating,Overall,,Raised ground floor,,,,,,
695908,"CZK 15,000",50.09479,14.49224,"K Lučinám, Prague - Žižkov",2 bedroom,51 m²,"CZK 3,500",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 01. 2022,344,445,291,529,339,423,175,339,224,184,Excellent,"CZK 25,000",Personal,Brick building,G,,,,,,,,,,,
695683,"CZK 23,000",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,64 m²,"CZK 5,000",Furnished,4,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 01. 2022,79,953,290,"1,197",615,"1,258","1,259",537,,,New build,"CZK 29,500",Personal,Low-energy building,A,,,,,,,,,,,
693471,"CZK 11,900",50.036732,14.5934079,"V Bytovkách, Prague - Uhříněves",2 bedroom with open-plan kitchen,57 m²,"CZK 3,500",Furnished,1,No,No,Yes,No,No,No,No,06. 12. 2021,248,"1,034",386,829,727,815,329,350,"1,230",80,Good,"CZK 15,000",Cooperative,Brick building,G,,,,,,,,,,,
