Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Design,Heating,Total number of floors,New building,Age,Front garden,Renovation,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
698437,"CZK 13,000",50.12662,14.41972,"Hnězdenská, Prague - Troja",Studio,New build,37 m²,"CZK 3,000","CZK 14,000",Personal,Brick building,Furnished,5,Yes,No,No,Yes,Yes,No,No,15. 02. 2022,B,304,228,253,298,122,272,739,892,"1,291",400,Standard materials and solutions,District heating,Middle floor,Yes,1 to 10 years years,,Interior,,,,,
705873,"CZK 15,500",50.02767,14.45456,"Kukučínova, Prague - Krč",2 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 4,000","CZK 20,000",Personal,Prefab concrete building,Unfurnished,6,No,No,Yes,Yes,No,Yes,No,01. 03. 2022,G,212,"1,216",323,473,445,583,"1,306",323,75,,,,,,,,,,,,,
689476,"CZK 15,500",50.06911,14.50239,"Pod Strání, Prague - Strašnice",3 bedroom,Good,68 m²,"CZK 3,050","CZK 15,500",Personal,Prefab concrete building,Unfurnished,5,No,No,Yes,Yes,No,Yes,No,25. 10. 2021,C,432,"1,399",356,"1,188",456,363,144,137,966,135,,,,,,,,,,,,
706678,"CZK 18,900",50.06483,14.41,"Na Plzeňce, Prague - Smíchov",2 bedroom,Excellent,82 m²,"CZK 1,100",,Other,Brick building,Furnished,4,No,No,No,No,Yes,Yes,No,01. 03. 2022,G,291,463,331,937,295,708,760,998,450,491,,,,,,,,,,,,
487726,"CZK 12,000",50.140562878791,14.513373178296,"Letovská, Prague - Letňany",Studio,,34 m²,"CZK 3,000",,Personal,Brick building,Unfurnished,4,Yes,No,No,No,No,Yes,No,,B,287,519,492,980,361,478,591,518,809,226,,,,,1 to 10 years years,,,,,,,
625757,"CZK 17,900",50.072344,14.439922,"Jana Masaryka, Prague - Vinohrady",1 bedroom,Excellent,49 m²,"CZK 1,900","CZK 20,000",Personal,Brick building,,2,No,No,No,No,No,Yes,No,16. 11. 2021,B,151,370,148,629,46,497,204,285,670,428,,,,,,,,,,,,
604539,"CZK 10,000",50.058519,14.377489,"Peroutkova, Prague - Jinonice",Studio,New build,23 m²,"CZK 3,000","CZK 13,000",Personal,Prefab concrete building,Furnished,2,No,No,No,No,No,Yes,No,24. 04. 2020,B,268,604,268,"1,017",406,800,"1,195",497,"1,194",159,,Central heating,Middle floor,,1 to 10 years years,,Overall,,,,,
706675,"CZK 12,990",50.10241638888,14.47648416666,"Sokolovská, Prague - Libeň",1 bedroom,Excellent,44 m²,"CZK 3,479","CZK 16,469",Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,,B,130,222,63,270,198,305,184,230,208,532,,,,,,,,"CZK 16,469

                                
                                
                
i",,,,
516513,"CZK 28,000",50.0851195,14.3196968,"Stochovská, Prague - Ruzyně",3 bedroom,,112 m²,"CZK 2,000","CZK 28,000",Personal,Brick building,Furnished,,Yes,Yes,No,No,No,No,No,,,266,"1,418",550,240,"1,275",831,623,257,,,,,,,,,,,,,,
628598,"CZK 10,000",50.101254,14.403112,"Dr. Zikmunda Wintra, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 4,500","CZK 10,000",Personal,Brick building,Furnished,-1,No,No,Yes,No,No,No,No,01. 07. 2021,G,148,693,56,419,198,490,281,510,486,225,Standard materials and solutions,,Ground floor,,,,Overall,,,,,
706672,"CZK 15,990",50.059501647949,14.447299957275,"Horní, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,149","CZK 19,139",Personal,Brick building,,6,Yes,No,Yes,No,No,No,No,,C,231,905,57,356,196,707,438,604,840,175,,,,,,,,"CZK 19,139

                                
                                
                
i",,,,
706668,"CZK 17,500",50.0885503,14.3441736,"Křenova, Prague - Veleslavín",3 bedroom,Good,74 m²,"CZK 4,500","CZK 25,000",Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,No,No,No,No,15. 02. 2022,G,80,381,12,18,105,0,298,280,691,230,,,,,,,,,,,,
628779,"CZK 14,000",50.061238,14.402847,"Na Neklance, Prague - Smíchov",2 bedroom,Excellent,48 m²,"CZK 3,500",,Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,G,191,720,249,"1,181",193,193,835,922,918,682,Standard materials and solutions,,Middle floor,,10 to 30 years years,,Overall,,,,,
704970,"CZK 9,500",50.11192,14.47837,"Pod Labuťkou, Prague - Libeň",Studio,Excellent,20 m²,"CZK 1,500","CZK 19,000",Personal,Brick building,Unfurnished,1,No,No,Yes,No,Yes,No,No,01. 01. 1970,G,121,"1,389",512,"1,079",82,724,858,"1,120",802,63,,Gas boiler,Ground floor,,,,Overall,,,,,
617440,"CZK 9,200",50.076537,14.489897,"Černokostelecká, Prague - Strašnice",Studio,Excellent,30 m²,"CZK 3,300","CZK 19,000",Other,Brick building,,1,No,No,No,No,No,No,No,01. 03. 2022,G,20,216,27,76,164,183,303,641,820,347,,,,,,,,,,,,
389581,"CZK 13,000",50.0433026,14.5670631,"Hornoměcholupská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,New build,44 m²,"CZK 3,200","CZK 13,000",Personal,Brick building,Partially furnished,4,Yes,No,No,No,Yes,Yes,No,,C,73,967,207,779,680,199,629,627,"1,168",545,Standard materials and solutions,District heating,,Yes,1 to 10 years years,,,,,,,
705302,"CZK 24,000",50.05025,14.34364,"Sluneční náměstí, Prague - Stodůlky",Studio,New build,45 m²,"CZK 5,000","CZK 29,000",,Brick building,Furnished,7,No,No,No,No,Yes,Yes,Yes,06. 02. 2022,G,205,213,65,159,76,25,315,317,"1,004",211,Premium materials and solutions,District heating,,,1 to 10 years years,,,,,,,
706660,"CZK 14,800",50.08677,14.46824,"Malešická, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,60 m²,CZK 770,"CZK 14,800",Personal,Brick building,Unfurnished,1,Yes,No,No,No,No,No,No,01. 04. 2022,G,177,465,110,256,134,400,433,319,335,358,,,,,,,,,,,,
661115,"CZK 27,500",50.07783,14.43667,"Vinohradská, Prague - Vinohrady",3 bedroom,Excellent,112 m²,"CZK 5,581",,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,01. 07. 2021,F,82,240,76,129,72,4,335,424,475,805,,,,,,,,,,,,
706648,"CZK 16,900",50.06633,14.39952,"Bieblova, Prague - Smíchov",Studio,New build,32 m²,"CZK 3,500","CZK 16,900",Personal,Low-energy building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 03. 2022,A,56,286,17,658,228,370,90,284,546,223,,,,,,,,,,,,
695490,"CZK 14,000",50.0427129,14.4415653,"Krčská, Prague - Krč",2 bedroom,Good,65 m²,"CZK 3,300","CZK 15,000",Cooperative,Other,Partially furnished,3,No,No,Yes,No,Yes,No,No,13. 12. 2021,G,137,120,269,375,132,72,484,187,634,170,,,,,,,,,,,,
488534,"CZK 15,500",50.06984,14.4750555,"Lvovská, Prague - Vršovice",2 bedroom,,70 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Partially furnished,7,No,No,Yes,No,No,Yes,No,14. 02. 2022,,181,314,178,402,130,362,151,158,136,180,,,,,,,,,,,,
706559,"CZK 21,000",50.0923343,14.4901038,"Koněvova, Prague - Žižkov",2 bedroom,Excellent,76 m²,"CZK 3,900","CZK 33,000",Personal,Brick building,Unfurnished,3,No,No,No,No,Yes,No,No,01. 03. 2022,C,154,132,233,218,33,110,265,268,459,218,,,,,,,,,,,,
653208,"CZK 11,000",50.1042381,14.4556996,Prague - Holešovice,1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 2,500","CZK 11,000",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,01. 04. 2021,C,73,697,121,291,82,302,737,699,178,392,,District heating,,,,,,,,,,
363893,"CZK 11,000",50.099138,14.4026975,"Jaselská, Prague - Bubeneč",Small studio,,22 m²,CZK 800,"CZK 11,800",Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 03. 2022,G,252,729,122,391,53,303,326,806,272,319,,Other,Middle floor,,,,,,,,,
706623,"CZK 8,500",50.06449,14.44293,"Vlastislavova, Prague - Nusle",1 bedroom,Excellent,43 m²,"CZK 3,000","CZK 17,000",Personal,Brick building,Unfurnished,-1,No,No,No,No,No,No,No,01. 03. 2022,B,163,384,107,127,136,135,425,689,630,504,,,,,,,,,,,,
706620,"CZK 13,500",50.06449,14.44293,"Vlastislavova, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,000","CZK 27,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 03. 2022,B,163,384,107,127,136,135,425,689,630,504,,,,,,,,,,,,
705825,"CZK 12,000",50.0478946,14.5613036,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,800","CZK 12,000",Personal,Prefab concrete building,Partially furnished,6,No,No,Yes,No,No,Yes,No,01. 03. 2022,G,479,"1,054",631,"1,131",174,"1,013",256,332,843,122,,,,,,,,,,,,
706618,"CZK 20,000",50.06638,14.37124,"Na Stárce, Prague - Košíře",4 bedroom,Good,84 m²,"CZK 5,000","CZK 20,000",Personal,Brick building,Partially furnished,2,No,No,Yes,Yes,No,No,No,15. 02. 2022,G,291,781,416,590,563,621,342,"1,155",775,94,,,,,,,,,,,,
706604,"CZK 11,500",50.07658,14.49179,"Černokostelecká, Prague - Strašnice",1 bedroom,Good,47 m²,"CZK 2,000","CZK 23,000",Personal,Brick building,Furnished,-1,No,No,Yes,No,No,No,No,14. 02. 2022,G,131,82,107,210,42,317,314,507,879,268,Standard materials and solutions,Electric boiler,,,,,,,,,,
697736,"CZK 20,000",50.1045,14.56735,"Smikova, Prague - Černý Most",4 bedroom,Excellent,105 m²,"CZK 6,500","CZK 30,000",Cooperative,Prefab concrete building,Partially furnished,4,No,No,Yes,Yes,Yes,No,No,01. 03. 2022,G,293,953,176,"1,074",721,458,385,189,"1,160",198,,,,,,,,,,,,
705819,"CZK 18,000",50.05706,14.46998,"U Plynárny, Prague - Michle",1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 2,000","CZK 18,000",Personal,Brick building,Furnished,5,No,No,Yes,No,No,Yes,No,01. 03. 2022,G,64,"1,193",128,"1,372",546,132,778,"1,098",106,,,,,,,,,,,,,
706611,"CZK 9,500",50.10621,14.58504,"Bryksova, Prague - Černý Most",Studio,Excellent,22 m²,"CZK 3,500","CZK 13,000",Personal,Prefab concrete building,Furnished,3,No,No,No,No,Yes,Yes,No,14. 02. 2022,B,447,496,507,649,591,901,735,434,,,Standard materials and solutions,Central heating,Middle floor,,10 to 30 years years,,Overall,,,,,
698088,"CZK 12,500",50.09368,14.45589,"Křižíkova, Prague - Karlín",Studio,Excellent,28 m²,"CZK 1,500","CZK 12,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 02. 2022,B,313,657,1,285,65,149,237,"1,354",199,340,,,,,,,,,,,,
432562,"CZK 23,000",50.1017809,14.4532674,"Tusarova, Prague - Holešovice",2 bedroom with open-plan kitchen,,75 m²,"CZK 3,500",,Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,,210,568,118,290,36,227,429,392,147,306,,Gas boiler,Middle floor,,1 to 10 years years,50 m²,Overall,,,,,
173856,"CZK 9,000",50.1152939,14.4665961,Prague - Libeň,Small studio,Excellent,18 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,15. 03. 2022,,120,965,134,"1,386",19,188,126,"1,242","1,005",331,Standard materials and solutions,Central heating,Middle floor,,,,Interior,,,,,
706598,"CZK 13,000",50.0593,14.44594,"Na Jezerce, Prague - Nusle",Studio,Excellent,35 m²,CZK 500,"CZK 13,500",Cooperative,Low-energy building,Furnished,,No,No,No,No,No,No,No,01. 03. 2022,G,304,"1,031",101,509,195,761,592,642,682,298,,,,,,,,,,,,
72709,"CZK 14,500",50.09027,14.42609,"Rybná, Prague - Staré Město",Small studio,,31 m²,"CZK 3,500","CZK 18,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,,,123,154,53,66,16,193,208,159,150,201,,,,,,,,,,,,
155003,"CZK 14,500",50.0741843,14.3824809,Prague - Smíchov,2 bedroom,Good,60 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,10. 01. 2022,,297,"1,028",584,"1,210",632,"1,268",607,212,"1,125",312,,,,,,,,,,,,
569708,"CZK 13,000",50.0727416,14.5026424,"Oravská, Prague - Strašnice",2 bedroom,Good,53 m²,"CZK 4,000","CZK 13,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,No,No,No,No,01. 04. 2022,,170,"1,094",145,884,501,875,397,661,844,139,,District heating,,,,,,,,,,
188290,"CZK 12,000",50.0865506,14.3748778,"Nad Kajetánkou, Prague - Břevnov",1 bedroom,Excellent,35 m²,"CZK 2,000","CZK 24,000",Personal,Brick building,Partially furnished,3,No,No,No,No,Yes,Yes,No,01. 03. 2022,E,180,895,400,590,292,293,262,189,541,322,Standard materials and solutions,Central heating,Middle floor,,,,Interior,,,,,
703862,"CZK 18,500",50.05862,14.42969,"Marie Cibulkové, Prague - Nusle",1 bedroom with open-plan kitchen,New build,49 m²,"CZK 3,681",,Personal,Other,Partially furnished,6,No,No,No,No,Yes,Yes,No,01. 02. 2022,C,260,860,224,335,122,200,769,252,290,213,Premium materials and solutions,Central heating,,Yes,1 to 10 years years,,,,,,,
519719,"CZK 18,500",50.1107808,14.4903673,"Podvinný mlýn, Prague - Libeň",1 bedroom with open-plan kitchen,,54 m²,"CZK 3,500","CZK 22,000",Personal,Prefab concrete building,Furnished,1,Yes,Yes,No,No,Yes,Yes,Yes,14. 02. 2022,C,424,915,570,634,474,501,814,582,316,212,Premium materials and solutions,Central heating,,,10 to 30 years years,,,,,,,
706581,"CZK 13,450",50.05582,14.49291,"Na Slatince, Prague - Záběhlice",Studio,Excellent,37 m²,"CZK 2,050","CZK 25,000",Personal,Brick building,Furnished,9,No,Yes,No,No,No,Yes,No,14. 02. 2022,B,79,812,384,"1,216",250,285,278,760,94,279,,,,,,,,,,,,
385181,"CZK 13,900",50.1190178,14.4957669,"Litoměřická, Prague - Prosek",2 bedroom,,48 m²,"CZK 5,500","CZK 35,000",Personal,Prefab concrete building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 03. 2022,,172,813,372,315,188,352,418,344,"1,042",411,Standard materials and solutions,Central heating,Middle floor,,,,,,,,,
186931,"CZK 12,000",50.0839344,14.5010462,"Troilova, Prague - Malešice",1 bedroom,Excellent,37 m²,"CZK 3,500","CZK 15,000",Cooperative,Prefab concrete building,Furnished,3,No,No,No,No,No,No,No,14. 02. 2022,C,292,374,404,417,420,579,338,237,693,106,Standard materials and solutions,District heating,Middle floor,,,,Overall,,,,,
614129,"CZK 16,000",50.103098,14.45016,"Komunardů, Prague - Holešovice",2 bedroom,Excellent,47 m²,"CZK 1,000","CZK 20,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,Yes,No,10. 02. 2022,G,75,279,16,49,110,70,323,286,416,267,,,,,,,,,,,,
333374,"CZK 12,000",50.0775979,14.4869153,"Vinohradská, Prague - Strašnice",Studio,,43 m²,"CZK 3,500","CZK 25,000",Personal,Other,Partially furnished,6,Yes,No,No,No,No,Yes,Yes,01. 03. 2022,C,97,504,155,172,21,105,488,879,592,114,,District heating,,,,,,,,,,
705778,"CZK 17,600",50.08505,14.4495,"Cimburkova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 4,075","CZK 43,350",Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,Yes,No,09. 02. 2022,C,281,180,53,207,51,148,88,237,120,597,,,,,,,,,,,,
591602,"CZK 11,500",50.065915,14.49587,"Strančická, Prague - Strašnice",Small studio,Excellent,24 m²,"CZK 2,000","CZK 13,500",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 03. 2022,B,183,"1,449",245,"1,153",288,458,311,411,810,500,,Central heating,Middle floor,,1 to 10 years years,,Overall,,,,,
698786,"CZK 11,600",50.1088,14.49208,"U Školičky, Prague - Libeň",2 bedroom,Good,45 m²,"CZK 4,840","CZK 15,900",Cooperative,Brick building,Furnished,4,No,No,No,No,No,Yes,No,01. 03. 2022,G,134,579,269,487,242,212,488,274,67,144,,,,,,,,,,,,
705768,"CZK 10,000",50.0482863,14.5243139,Prague - Hostivař,Small studio,Excellent,20 m²,"CZK 3,000","CZK 20,000",Personal,Prefab concrete building,Furnished,2,No,No,Yes,Yes,Yes,Yes,No,01. 03. 2022,A,225,"1,085",479,"1,065",12,711,485,493,666,345,,,,,,,,,,,,
641461,"CZK 27,000",50.013519,14.413676,"Hřebíkova, Prague - Modřany",4 bedroom,,102 m²,"CZK 1,300","CZK 50,000",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,No,No,No,20. 03. 2022,G,231,"1,189",577,"1,091",361,"1,057",505,626,611,,Premium materials and solutions,Gas boiler,Middle floor,,,,Overall,,,,,
706568,"CZK 7,800",50.03541,14.4147,"Na Vinohradu, Prague - Braník",Studio,Excellent,26 m²,"CZK 2,500","CZK 10,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,21. 02. 2022,G,141,413,43,139,79,248,303,456,,,,,,,,,,,,,,
624565,"CZK 9,500",50.090722,14.424008,"Rámová, Prague - Staré Město",Studio,Excellent,20 m²,"CZK 2,500","CZK 9,500",Other,Brick building,Furnished,,No,No,No,No,No,No,No,15. 02. 2022,D,27,370,32,168,31,160,334,316,150,152,Standard materials and solutions,Gas boiler,Ground floor,,,,Interior,,,,,
699025,"CZK 21,000",50.10904,14.44733,"Ortenovo náměstí, Prague - Holešovice",2 bedroom,Excellent,52 m²,"CZK 5,000","CZK 30,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,Yes,Yes,No,15. 02. 2022,A,167,654,39,587,258,432,138,"1,015",529,133,Standard materials and solutions,,Middle floor,,,,Overall,,,,,
528438,"CZK 23,000",50.0799163,14.4476377,"Slavíkova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 2,000","CZK 23,000",Personal,Brick building,Partially furnished,6,No,Yes,No,No,No,Yes,No,01. 03. 2022,,472,536,115,535,55,394,404,513,675,431,,Central heating,Attic,,1 to 10 years years,,,,,,,
689604,"CZK 37,000",50.078855,14.4503271,"Laubova, Prague - Vinohrady",4 bedroom,Excellent,145 m²,"CZK 2,400","CZK 74,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 01. 2022,G,170,234,0,233,74,262,103,243,592,130,,,,,,,,,,,,
693758,"CZK 13,000",50.10778,14.47439,"Andrštova, Prague - Libeň",Studio,Good,48 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,311,762,258,352,250,361,291,585,379,318,,,,,,,,,,,,
705674,"CZK 18,000",50.072196135771,14.454171862148,"Ruská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,17. 04. 2022,G,277,778,123,555,93,553,243,323,423,294,,,,,,,,,,,,
705480,"CZK 18,000",50.07501,14.49783,"Brigádníků, Prague - Strašnice",3 bedroom,Development project,64 m²,"CZK 3,500","CZK 50,000",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 03. 2022,G,477,560,311,672,169,668,267,291,829,399,,Central heating,Raised ground floor,,,,Overall,,,,,
698009,"CZK 11,000",49.96739,14.38484,"Tunelářů, Prague - Zbraslav",1 bedroom,Good,38 m²,"CZK 3,500",,Cooperative,Prefab concrete building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,C,117,"1,271",113,"1,422",195,190,515,386,32,,Standard materials and solutions,District heating,Middle floor,,30 to 50 years years,,Bathroom unit,,,,,
704644,"CZK 12,000",50.0292166,14.5304253,"Mnichovická, Prague - Háje",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,500","CZK 24,000",Personal,Prefab concrete building,Partially furnished,11,No,No,No,No,No,Yes,No,01. 03. 2022,C,184,479,143,162,271,333,411,297,393,256,,,,,,,,,,,,
706421,"CZK 12,000",50.04379,14.45913,"Jihlavská, Prague - Michle",1 bedroom with open-plan kitchen,Good,42 m²,"CZK 4,000","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 05. 2022,G,275,743,292,772,137,380,604,568,654,306,Standard materials and solutions,Gas boiler,Raised ground floor,,30 to 50 years years,,Exterior,,,,,
688091,"CZK 19,900",50.07758,14.42989,"Čelakovského sady, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 4,200",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 11. 2021,G,282,471,259,176,29,334,526,604,169,397,,,,,,,,,,,,
706541,"CZK 15,000",50.11217,14.62656,"Štverákova, Prague - Horní Počernice",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,500","CZK 18,500",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,21. 02. 2022,G,215,707,883,452,619,646,557,,,,,,,,,,,,,,,
315067,"CZK 16,000",50.0839393,14.3778858,"Heleny Malířové, Prague - Břevnov",3 bedroom with open-plan kitchen,,84 m²,"CZK 5,000","CZK 21,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,28. 02. 2022,,275,"1,060",208,641,40,414,334,419,146,294,,,,,,,,,,,,
706540,"CZK 12,000",50.05328,14.5131,"Velenovského, Prague - Záběhlice",2 bedroom,New build,44 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,15. 02. 2022,A,223,396,386,344,167,392,815,930,730,223,,,,,,,,,,,,
544059,"CZK 12,500",50.0431159,14.3133445,"Toufarova, Prague - Stodůlky",Studio,,33 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Partially furnished,,No,Yes,No,No,Yes,Yes,No,01. 02. 2022,A,267,495,240,809,830,438,788,568,"1,041",592,,,,Yes,,,,,,,,
72896,"CZK 11,500",50.0768004519,14.4043958187,"Arbesovo náměstí, Prague - Smíchov",Studio,,37 m²,"CZK 2,200",,Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,01. 03. 2022,G,77,217,16,68,72,104,224,909,729,358,,Central heating,Middle floor,,,,,,,,,
539826,"CZK 9,000",49.9994485,14.4222431,"Petržílova, Prague - Modřany",Studio,Excellent,30 m²,"CZK 3,000","CZK 12,000",Personal,Prefab concrete building,Furnished,4,No,No,No,No,No,Yes,No,15. 02. 2022,,100,"1,049","1,294","1,116",417,"1,122",89,187,"1,095",141,Standard materials and solutions,District heating,Middle floor,,10 to 30 years years,,Overall,,,,,
705725,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",6 bedroom with open-plan kitchen,Excellent,322 m²,"CZK 15,000","CZK 165,000",Personal,Brick building,Unfurnished,6,No,Yes,No,No,No,Yes,No,09. 02. 2022,G,50,344,274,458,40,435,343,586,60,470,,,,,,,,,,,,
572023,"CZK 19,000",50.0853905,14.3438632,"Nad Alejí, Prague - Břevnov",2 bedroom,Excellent,54 m²,"CZK 3,600","CZK 30,000",Personal,Prefab concrete building,Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,,215,648,278,410,132,428,77,197,638,226,Premium materials and solutions,District heating,Middle floor,,1 to 10 years years,,Overall,,,,,
439810,"CZK 7,000",50.0432966,14.4553842,"Počátecká, Prague - Michle",Studio,,30 m²,"CZK 1,000","CZK 8,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 03. 2022,,152,801,540,456,154,214,258,625,712,134,Standard materials and solutions,Other,Raised ground floor,,1 to 10 years years,,Overall,,,,,
263448,"CZK 10,000",50.1035108,14.4551188,Prague - Holešovice,Small studio,,20 m²,"CZK 2,000","CZK 12,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,21. 02. 2022,,99,526,165,258,35,162,712,674,123,527,,,,,,,,,,,,
705429,"CZK 16,000",50.13357,14.51031,"Chlebovická, Prague - Letňany",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 4,000","CZK 32,000",Personal,Brick building,Furnished,3,No,No,Yes,Yes,Yes,Yes,Yes,14. 02. 2022,G,90,775,396,357,409,413,274,376,242,36,,,,,,,,,,,,
484129,"CZK 13,500",50.1028214,14.5708852,"Vašátkova, Prague - Černý Most",1 bedroom with open-plan kitchen,,50 m²,"CZK 2,330","CZK 13,500",Personal,Prefab concrete building,Partially furnished,1,No,No,No,No,No,No,No,07. 02. 2022,,223,"1,207",345,978,477,589,396,540,418,,Standard materials and solutions,District heating,Ground floor,,1 to 10 years years,,Overall,,,,,
400016,"CZK 10,500",50.1327871,14.4664195,"Jelínkova, Prague - Kobylisy",Studio,Excellent,33 m²,"CZK 2,800","CZK 16,000",Personal,Prefab concrete building,Furnished,5,No,No,Yes,No,No,Yes,No,01. 10. 2021,D,282,738,224,741,365,638,251,374,"1,443",215,,,,,,,,,,,,
33641,"CZK 14,000",50.0768071,14.4045114,"Arbesovo náměstí, Prague - Smíchov",1 bedroom,,53 m²,"CZK 2,400","CZK 16,400",Personal,Brick building,Unfurnished,3,No,No,No,Yes,No,No,No,01. 03. 2022,G,85,218,24,76,80,112,226,917,737,366,,Central heating,Middle floor,,,,Interior,,,,,
110938,"CZK 11,500",50.105295,14.48751,"Kurta Konráda, Prague - Libeň",1 bedroom with open-plan kitchen,,45 m²,CZK 500,"CZK 12,000",Personal,Brick building,Furnished,,Yes,No,No,No,No,No,No,01. 03. 2022,,168,106,118,164,99,323,379,533,223,90,,,,,,,,,,,,
697032,"CZK 15,000",50.0981894,14.3985813,"Kafkova, Prague - Dejvice",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500","CZK 18,500",Personal,Brick building,Furnished,,No,No,Yes,No,No,No,No,01. 03. 2022,G,261,202,123,105,108,218,300,604,484,278,,,,,,,,,,,,
456329,"CZK 28,000",50.0380392,14.3213519,"Wiesenthalova, Prague - Řeporyje",3 bedroom with open-plan kitchen,,84 m²,"CZK 5,500","CZK 28,000",Personal,Other,Partially furnished,3,Yes,Yes,Yes,No,No,Yes,Yes,15. 02. 2022,C,109,"1,161",806,"1,019",617,817,720,"1,101",755,209,,District heating,Top floor,,1 to 10 years years,,,,,,,
705701,"CZK 13,000",50.04208,14.44583,"Antala Staška, Prague - Krč",2 bedroom,Excellent,55 m²,"CZK 4,000","CZK 20,000",Personal,Prefab concrete building,Furnished,3,No,No,No,No,No,No,No,11. 02. 2022,G,117,556,29,470,194,315,220,179,"1,070",343,,,,,,,,,,,,
699342,"CZK 18,000",50.11547,14.47512,"Františka Kadlece, Prague - Libeň",2 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 2,000","CZK 25,000",Personal,Brick building,Unfurnished,3,Yes,No,Yes,No,No,Yes,Yes,01. 02. 2022,B,239,"1,402",434,"1,312",234,696,610,"1,352",958,282,,Gas boiler,,,10 to 30 years years,,,,,,,
